Date,Adj Close_KROSS.NS,Close_KROSS.NS,High_KROSS.NS,Low_KROSS.NS,Open_KROSS.NS,Volume_KROSS.NS,Date
2024-09-16,220.58999633789062,220.58999633789062,270.8900146484375,215.05999755859375,240.0,35769021,2024-09-16
2024-09-23,221.97999572753906,221.97999572753906,236.0,220.49000549316406,224.99000549316406,4668358,2024-09-23
2024-09-30,197.88999938964844,197.88999938964844,214.89999389648438,195.11000061035156,213.10000610351562,3124616,2024-09-30
2024-10-07,197.6699981689453,197.6699981689453,201.89999389648438,183.85000610351562,198.99000549316406,1591778,2024-10-07
2024-10-14,188.77000427246094,188.77000427246094,200.5500030517578,188.00999450683594,200.0,951858,2024-10-14
2024-10-21,161.33999633789062,161.33999633789062,191.60000610351562,160.24000549316406,191.60000610351562,1729214,2024-10-21
2024-10-28,181.19000244140625,181.19000244140625,184.0,158.0,163.3300018310547,1547077,2024-10-28
2024-11-04,199.35000610351562,199.35000610351562,219.64999389648438,176.24000549316406,184.99000549316406,6335346,2024-11-04
2024-11-11,177.97999572753906,177.97999572753906,206.0,175.00999450683594,196.8000030517578,1072583,2024-11-11
2024-11-18,217.8300018310547,217.8300018310547,232.0,181.1199951171875,186.8000030517578,8343942,2024-11-18
2024-11-25,225.80999755859375,225.80999755859375,235.5,210.0,218.99000549316406,6047752,2024-11-25
2024-12-02,240.6999969482422,240.6999969482422,246.35000610351562,225.00999450683594,228.38999938964844,9992981,2024-12-02
2024-12-09,217.89999389648438,217.89999389648438,246.60000610351562,214.75,242.8000030517578,4132576,2024-12-09
2024-12-16,216.97999572753906,216.97999572753906,230.36000061035156,212.60000610351562,219.97999572753906,2563325,2024-12-16
2024-12-23,223.80999755859375,223.80999755859375,229.89999389648438,208.72000122070312,218.83999633789062,1608476,2024-12-23
2024-12-30,218.83999633789062,218.83999633789062,226.5,211.3300018310547,221.1999969482422,1231449,2024-12-30
2025-01-06,190.66000366210938,190.66000366210938,220.49000549316406,187.88999938964844,220.0,1568195,2025-01-06
2025-01-13,195.5399932861328,195.5399932861328,198.89999389648438,181.38999938964844,190.66000366210938,802572,2025-01-13
2025-01-20,183.24000549316406,183.24000549316406,199.0,180.77999877929688,197.85000610351562,431034,2025-01-20
2025-01-27,184.7100067138672,184.7100067138672,187.6999969482422,165.0,182.99000549316406,756243,2025-01-27
2025-02-03,196.5500030517578,196.5500030517578,199.99000549316406,179.0,184.0,893390,2025-02-03
2025-02-10,169.8000030517578,169.8000030517578,205.0,168.80999755859375,198.97000122070312,882327,2025-02-10
2025-02-17,180.5800018310547,180.5800018310547,182.0,160.5,169.88999938964844,578013,2025-02-17
2025-02-24,166.50999450683594,166.50999450683594,188.5,164.0,178.1999969482422,532690,2025-02-24
2025-03-03,193.2899932861328,193.2899932861328,194.75,158.83999633789062,169.6199951171875,1470186,2025-03-03
2025-03-10,177.24000549316406,177.24000549316406,197.69000244140625,175.36000061035156,193.0,575681,2025-03-10
2025-03-17,185.64999389648438,185.64999389648438,188.69000244140625,175.10000610351562,178.0,684166,2025-03-17
2025-03-24,166.66000366210938,166.66000366210938,194.8800048828125,166.0,186.88999938964844,1793559,2025-03-24
2025-03-31,163.1699981689453,163.1699981689453,173.49000549316406,160.9199981689453,166.66000366210938,809236,2025-03-31
2025-04-07,166.6199951171875,166.6199951171875,170.85000610351562,150.05999755859375,155.0,729150,2025-04-07
2025-04-14,169.4199981689453,169.4199981689453,173.25999450683594,166.6199951171875,166.6199951171875,322647,2025-04-14
2025-04-21,165.4499969482422,165.4499969482422,177.74000549316406,164.5,171.6999969482422,781919,2025-04-21
2025-04-28,161.30999755859375,161.30999755859375,170.8000030517578,161.1999969482422,163.11000061035156,341250,2025-04-28
2025-05-05,154.64999389648438,154.64999389648438,164.27000427246094,152.52000427246094,161.0500030517578,605474,2025-05-05
2025-05-12,174.9199981689453,174.9199981689453,177.4499969482422,159.0,160.77000427246094,1230092,2025-05-12
2025-05-19,170.5399932861328,170.5399932861328,174.8000030517578,166.8699951171875,174.0,980255,2025-05-19
2025-05-26,175.66000366210938,175.66000366210938,182.0,170.2100067138672,170.94000244140625,1320648,2025-05-26
2025-06-02,205.42999267578125,205.42999267578125,209.1999969482422,177.0,177.25,5749189,2025-06-02
2025-06-09,189.5500030517578,189.5500030517578,211.39999389648438,185.0,206.89999389648438,1550990,2025-06-09
2025-06-16,179.88999938964844,179.88999938964844,192.5500030517578,176.39999389648438,191.0,1153309,2025-06-16
2025-06-23,196.8800048828125,196.8800048828125,202.39999389648438,177.3000030517578,179.8000030517578,2634159,2025-06-23
2025-06-30,194.3800048828125,194.3800048828125,199.85000610351562,192.4199981689453,197.4499969482422,695359,2025-06-30
2025-07-07,190.11000061035156,190.11000061035156,199.9499969482422,188.5,194.3800048828125,719910,2025-07-07
2025-07-14,194.9199981689453,194.9199981689453,196.5,186.41000366210938,190.1999969482422,354768,2025-07-14
