Date,Adj Close_ROSSARI.NS,Close_ROSSARI.NS,High_ROSSARI.NS,Low_ROSSARI.NS,Open_ROSSARI.NS,Volume_ROSSARI.NS,Date
2021-03-22,1032.69873046875,1035.75,1133.0,1011.9000244140625,1048.0,1197947,2021-03-22
2021-03-29,1070.437255859375,1073.5999755859375,1085.0,1025.0,1035.75,324109,2021-03-29
2021-04-05,1110.8179931640625,1114.0999755859375,1199.9000244140625,1020.4000244140625,1069.9000244140625,1450126,2021-04-05
2021-04-12,1047.7044677734375,1050.800048828125,1109.949951171875,1015.25,1109.949951171875,430201,2021-04-12
2021-04-19,1118.3956298828125,1121.699951171875,1133.0,1005.3499755859375,1039.949951171875,859122,2021-04-19
2021-04-26,1239.8367919921875,1243.5,1295.9000244140625,1111.0,1130.0,1240403,2021-04-26
2021-05-03,1236.8955078125,1240.550048828125,1272.0,1190.0999755859375,1243.5,510405,2021-05-03
2021-05-10,1278.3729248046875,1282.1500244140625,1348.550048828125,1238.75,1250.0,1982797,2021-05-10
2021-05-17,1167.650146484375,1171.0999755859375,1278.0,1155.0,1260.0,887727,2021-05-17
2021-05-24,1232.4586181640625,1236.0999755859375,1287.6500244140625,1164.0,1177.5,945054,2021-05-24
2021-05-31,1262.0213623046875,1265.75,1340.0,1218.0,1246.0,1525962,2021-05-31
2021-06-07,1236.39697265625,1240.050048828125,1297.949951171875,1230.5,1255.0,520641,2021-06-07
2021-06-14,1212.766845703125,1216.3499755859375,1260.0,1175.5,1244.949951171875,440284,2021-06-14
2021-06-21,1208.4794921875,1212.050048828125,1262.449951171875,1185.5999755859375,1215.0,309125,2021-06-21
2021-06-28,1194.6204833984375,1198.1500244140625,1237.0,1186.0,1215.0,538238,2021-06-28
2021-07-05,1180.6116943359375,1184.0999755859375,1215.949951171875,1140.5999755859375,1200.0,650506,2021-07-05
2021-07-12,1164.0106201171875,1167.449951171875,1207.3499755859375,1157.5,1200.0,763862,2021-07-12
2021-07-19,1241.0830078125,1244.75,1280.0,1177.050048828125,1185.0,2602339,2021-07-19
2021-07-26,1232.8077392578125,1236.449951171875,1254.0,1214.199951171875,1227.0,725618,2021-07-26
2021-08-02,1393.881591796875,1398.0,1450.0,1241.4000244140625,1279.0,3536688,2021-08-02
2021-08-09,1358.9349365234375,1362.949951171875,1411.800048828125,1291.050048828125,1400.0,739266,2021-08-09
2021-08-16,1346.322265625,1350.300048828125,1389.0,1326.0,1362.949951171875,277222,2021-08-16
2021-08-23,1322.54248046875,1326.449951171875,1377.0,1300.0,1354.0,304996,2021-08-23
2021-08-30,1411.380126953125,1415.550048828125,1462.800048828125,1325.0,1338.0,950050,2021-08-30
2021-09-06,1389.9931640625,1394.0999755859375,1442.5,1377.0,1442.0,266868,2021-09-06
2021-09-13,1475.7718505859375,1479.5999755859375,1593.0,1385.199951171875,1403.0,2537777,2021-09-13
2021-09-20,1466.7952880859375,1470.5999755859375,1529.0,1407.0,1468.699951171875,711596,2021-09-20
2021-09-27,1434.678466796875,1438.4000244140625,1518.0,1430.8499755859375,1482.300048828125,296152,2021-09-27
2021-10-04,1480.6591796875,1484.5,1543.699951171875,1438.0,1438.4000244140625,404840,2021-10-04
2021-10-11,1523.498046875,1527.449951171875,1619.0,1491.300048828125,1517.5,718288,2021-10-11
2021-10-18,1430.5391845703125,1434.25,1543.949951171875,1413.0,1530.0,289323,2021-10-18
2021-10-25,1411.1396484375,1414.800048828125,1474.449951171875,1364.0,1435.0,235255,2021-10-25
2021-11-01,1359.4735107421875,1363.0,1407.0,1302.0,1405.0,469122,2021-11-01
2021-11-08,1417.9219970703125,1421.5999755859375,1430.0,1355.050048828125,1370.0,345555,2021-11-08
2021-11-15,1438.5185546875,1442.25,1459.800048828125,1390.75,1429.300048828125,299895,2021-11-15
2021-11-22,1320.1754150390625,1323.5999755859375,1455.0,1282.949951171875,1455.0,440405,2021-11-22
2021-11-29,1294.5419921875,1297.9000244140625,1379.9000244140625,1225.0,1300.0,626389,2021-11-29
2021-12-06,1360.3712158203125,1363.9000244140625,1382.0,1290.5,1309.0,359553,2021-12-06
2021-12-13,1295.589111328125,1298.949951171875,1380.0,1290.0,1379.0,259574,2021-12-13
2021-12-20,1242.42724609375,1245.6500244140625,1293.949951171875,1232.0999755859375,1290.0,311912,2021-12-20
2021-12-27,1280.1292724609375,1283.449951171875,1299.0,1233.0999755859375,1255.0,285616,2021-12-27
2022-01-03,1256.1416015625,1259.4000244140625,1367.1500244140625,1257.0,1290.199951171875,307968,2022-01-03
2022-01-10,1339.724609375,1343.199951171875,1375.0,1250.199951171875,1300.0,960635,2022-01-10
2022-01-17,1253.1990966796875,1256.449951171875,1358.0,1241.1500244140625,1348.0,384328,2022-01-17
2022-01-24,1186.2230224609375,1189.300048828125,1256.5999755859375,1151.0,1256.449951171875,283834,2022-01-24
2022-01-31,1210.9586181640625,1214.0999755859375,1250.0,1173.0999755859375,1195.5999755859375,369632,2022-01-31
2022-02-07,1143.9825439453125,1146.949951171875,1239.0,1138.25,1212.0,250256,2022-02-07
2022-02-14,1036.660888671875,1039.3499755859375,1139.449951171875,905.2000122070312,1101.0,534768,2022-02-14
2022-02-21,973.2254638671875,975.75,1040.0,912.25,1039.3499755859375,319334,2022-02-21
2022-02-28,935.6728515625,938.0999755859375,1000.0,930.4500122070312,976.0,222272,2022-02-28
2022-03-07,950.4346313476562,952.9000244140625,999.0,890.0,912.0,263700,2022-03-07
2022-03-14,944.8490600585938,947.2999877929688,965.0499877929688,934.7000122070312,956.9000244140625,220950,2022-03-14
2022-03-21,927.4942016601562,929.9000244140625,1009.9500122070312,917.0,954.4000244140625,263954,2022-03-21
2022-03-28,946.544677734375,949.0,955.8499755859375,896.0,949.0,372532,2022-03-28
2022-04-04,970.9812622070312,973.5,1000.0,959.0499877929688,960.0,329095,2022-04-04
2022-04-11,986.790283203125,989.3499755859375,1027.800048828125,976.8499755859375,998.8499755859375,379828,2022-04-11
2022-04-18,936.3212280273438,938.75,983.8499755859375,933.0,973.0,192122,2022-04-18
2022-04-25,946.9935913085938,949.4500122070312,958.0,923.4500122070312,943.7000122070312,571112,2022-04-25
2022-05-02,887.846923828125,890.1500244140625,949.4500122070312,883.8499755859375,949.4500122070312,130935,2022-05-02
2022-05-09,871.9880981445312,874.25,911.9500122070312,830.0,887.6500244140625,176224,2022-05-09
2022-05-16,886.4505004882812,888.75,946.0,846.4000244140625,874.25,170416,2022-05-16
2022-05-23,886.9991455078125,889.2999877929688,919.0,884.0,919.0,122186,2022-05-23
2022-05-30,876.6759033203125,878.9500122070312,902.2999877929688,863.0499877929688,894.0,175628,2022-05-30
2022-06-06,877.8728637695312,880.1500244140625,896.0,870.8499755859375,883.5499877929688,94388,2022-06-06
2022-06-13,832.5902709960938,834.75,872.0999755859375,826.0,872.0999755859375,120238,2022-06-13
2022-06-20,853.685546875,855.9000244140625,909.5,795.0999755859375,835.0,342976,2022-06-20
2022-06-27,866.7516479492188,869.0,882.0,850.4000244140625,864.9000244140625,106637,2022-06-27
2022-07-04,854.583251953125,856.7999877929688,877.0499877929688,849.0,873.5999755859375,117346,2022-07-04
2022-07-11,848.0956420898438,849.7999877929688,861.9000244140625,845.0,857.0,121429,2022-07-11
2022-07-18,849.4429321289062,851.1500244140625,877.8499755859375,842.5,860.0,228295,2022-07-18
2022-07-25,897.745849609375,899.5499877929688,908.0,845.0,855.0,393704,2022-07-25
2022-08-01,947.994873046875,949.9000244140625,965.0,886.25,903.0,851601,2022-08-01
2022-08-08,944.3521118164062,946.25,975.9500122070312,904.9500122070312,950.0,514007,2022-08-08
2022-08-15,933.6237182617188,935.5,962.2999877929688,930.0999755859375,946.25,429483,2022-08-15
2022-08-22,941.9071655273438,943.7999877929688,952.6500244140625,905.25,933.9000244140625,283740,2022-08-22
2022-08-29,987.4655151367188,989.4500122070312,1013.0,902.0,902.0,632888,2022-08-29
2022-09-05,987.4157104492188,989.4000244140625,1011.25,957.0,985.9500122070312,228573,2022-09-05
2022-09-12,998.7428588867188,1000.75,1052.8499755859375,985.0499877929688,990.9500122070312,438096,2022-09-12
2022-09-19,936.06884765625,937.9500122070312,1006.0,925.25,1000.0,138553,2022-09-19
2022-09-26,968.0545043945312,970.0,975.5999755859375,901.1500244140625,939.0,176098,2022-09-26
2022-10-03,931.7774658203125,933.6500244140625,969.9500122070312,922.4000244140625,961.2000122070312,84285,2022-10-03
2022-10-10,912.366455078125,914.2000122070312,933.4500122070312,897.4000244140625,918.0,102511,2022-10-10
2022-10-17,874.3927612304688,876.1500244140625,931.9500122070312,852.7000122070312,905.9000244140625,117851,2022-10-17
2022-10-24,892.356689453125,894.1500244140625,926.9500122070312,880.25,883.1500244140625,59034,2022-10-24
2022-10-31,887.466552734375,889.25,912.6500244140625,874.9500122070312,895.5499877929688,153080,2022-10-31
2022-11-07,826.1397705078125,827.7999877929688,888.9500122070312,820.0,884.0,143783,2022-11-07
2022-11-14,803.9842529296875,805.5999755859375,835.25,803.0,829.5,102951,2022-11-14
2022-11-21,797.7966918945312,799.4000244140625,810.9000244140625,785.4000244140625,805.3499755859375,113147,2022-11-21
2022-11-28,813.7147216796875,815.3499755859375,827.0499877929688,785.5999755859375,800.0,254154,2022-11-28
2022-12-05,778.9844970703125,780.5499877929688,824.0,777.0,815.0,191276,2022-12-05
2022-12-12,749.4439086914062,750.9500122070312,791.2000122070312,648.0,782.9500122070312,206564,2022-12-12
2022-12-19,681.9794921875,683.3499755859375,794.9000244140625,680.0,750.9500122070312,243181,2022-12-19
2022-12-26,725.691650390625,727.1500244140625,776.5999755859375,684.0,693.5499877929688,1052353,2022-12-26
2023-01-02,720.8014526367188,722.25,775.0999755859375,706.0999755859375,732.4000244140625,623333,2023-01-02
2023-01-09,715.0131225585938,716.4500122070312,732.2000122070312,704.0499877929688,732.0,221814,2023-01-09
2023-01-16,709.4242553710938,710.8499755859375,744.0,706.6500244140625,720.2000122070312,545587,2023-01-16
2023-01-23,699.8934326171875,701.2999877929688,725.0,695.0499877929688,713.4500122070312,154525,2023-01-23
2023-01-30,688.9653930664062,690.3499755859375,716.0,685.0,701.25,134439,2023-01-30
2023-02-06,689.1650390625,690.5499877929688,696.9500122070312,675.6500244140625,684.0999755859375,140116,2023-02-06
2023-02-13,687.36865234375,688.75,701.9500122070312,674.0499877929688,693.0,301397,2023-02-13
2023-02-20,664.2650756835938,665.5999755859375,691.2000122070312,659.8499755859375,688.75,138936,2023-02-20
2023-02-27,610.6727905273438,611.9000244140625,666.4500122070312,606.1500244140625,664.5,212077,2023-02-27
2023-03-06,612.7186889648438,613.9500122070312,648.0,607.3499755859375,614.9500122070312,418729,2023-03-06
2023-03-13,583.4274291992188,584.5999755859375,617.1500244140625,536.3499755859375,617.1500244140625,612294,2023-03-13
2023-03-20,593.5571899414062,594.75,604.0,571.0,571.0,258453,2023-03-20
2023-03-27,594.9044189453125,596.0999755859375,603.0,558.7000122070312,591.2000122070312,362033,2023-03-27
2023-04-03,624.5947875976562,625.8499755859375,643.2999877929688,595.0,599.9000244140625,514810,2023-04-03
2023-04-10,673.0972900390625,674.4500122070312,751.0,627.9500122070312,635.0999755859375,6701142,2023-04-10
2023-04-17,685.1231079101562,686.5,706.3499755859375,665.25,673.5,1046837,2023-04-17
2023-04-24,685.4225463867188,686.7999877929688,697.9500122070312,667.4500122070312,689.8499755859375,322233,2023-04-24
2023-05-01,678.3866577148438,679.75,735.8499755859375,675.0,686.7999877929688,829463,2023-05-01
2023-05-08,708.4263305664062,709.8499755859375,723.0,679.9500122070312,679.9500122070312,615380,2023-05-08
2023-05-15,720.7515869140625,722.2000122070312,748.9500122070312,703.25,711.7999877929688,871107,2023-05-15
2023-05-22,724.7435302734375,726.2000122070312,737.7999877929688,701.1500244140625,729.0,332636,2023-05-22
2023-05-29,759.7587280273438,760.75,770.0,721.8499755859375,731.25,803788,2023-05-29
2023-06-05,843.5993041992188,844.7000122070312,863.5999755859375,770.0,774.0,3327198,2023-06-05
2023-06-12,846.9949340820312,848.0999755859375,866.1500244140625,829.5999755859375,849.0499877929688,537930,2023-06-12
2023-06-19,844.2484130859375,845.3499755859375,864.9500122070312,833.0,864.0,422264,2023-06-19
2023-06-26,868.716552734375,869.8499755859375,890.0,838.0499877929688,847.0,391124,2023-06-26
2023-07-03,867.11865234375,868.25,875.0999755859375,835.3499755859375,869.0,405299,2023-07-03
2023-07-10,863.37353515625,864.5,888.0,855.0,870.0,263886,2023-07-10
2023-07-17,872.2119750976562,873.3499755859375,903.8499755859375,852.5499877929688,861.5,450310,2023-07-17
2023-07-24,873.6102294921875,874.75,896.4500122070312,859.25,876.3499755859375,340990,2023-07-24
2023-07-31,839.0053100585938,840.0999755859375,871.9500122070312,831.25,869.0499877929688,651576,2023-07-31
2023-08-07,846.2958374023438,847.4000244140625,876.0,829.0499877929688,844.5,746907,2023-08-07
2023-08-14,808.6948852539062,809.75,851.5999755859375,802.0,851.5999755859375,306756,2023-08-14
2023-08-21,817.6332397460938,818.7000122070312,829.0,799.0,816.9000244140625,224390,2023-08-21
2023-08-28,854.834716796875,855.9500122070312,894.0,805.0,820.0,1008875,2023-08-28
2023-09-04,853.736083984375,854.8499755859375,883.4000244140625,845.7999877929688,858.0,446902,2023-09-04
2023-09-11,826.921142578125,828.0,866.9000244140625,821.1500244140625,858.0,196204,2023-09-11
2023-09-18,821.7279052734375,822.7999877929688,856.0,820.1500244140625,826.9500122070312,231729,2023-09-18
2023-09-25,813.5885009765625,814.6500244140625,839.9500122070312,808.0,822.7999877929688,191240,2023-09-25
2023-10-02,839.0552978515625,840.1500244140625,848.0,810.5,814.6500244140625,147258,2023-10-02
2023-10-09,815.5859375,816.6500244140625,844.2999877929688,791.0499877929688,830.0,306831,2023-10-09
2023-10-16,820.779052734375,821.8499755859375,832.3499755859375,795.0,811.7999877929688,250715,2023-10-16
2023-10-23,754.2160034179688,755.2000122070312,849.0,751.0,849.0,407681,2023-10-23
2023-10-30,713.7188110351562,714.6500244140625,759.0,708.5,754.9500122070312,267774,2023-10-30
2023-11-06,714.9171752929688,715.8499755859375,723.75,707.7000122070312,718.0999755859375,242965,2023-11-06
2023-11-13,725.2037963867188,726.1500244140625,760.0,720.0,736.3499755859375,576253,2023-11-13
2023-11-20,711.0223388671875,711.9500122070312,725.8499755859375,706.0,722.0,290231,2023-11-20
2023-11-27,758.4603881835938,759.4500122070312,772.0,702.2999877929688,711.9500122070312,1188798,2023-11-27
2023-12-04,818.43212890625,819.5,844.0,766.2000122070312,784.5999755859375,1851982,2023-12-04
2023-12-11,818.3323364257812,819.4000244140625,827.0,803.0,816.5,483318,2023-12-11
2023-12-18,791.6171875,792.6500244140625,823.7000122070312,770.0999755859375,823.7000122070312,649118,2023-12-18
2023-12-25,798.1087646484375,799.1500244140625,816.6500244140625,791.1500244140625,792.6500244140625,452075,2023-12-25
2024-01-01,814.387451171875,815.4500122070312,836.0,785.4000244140625,799.1500244140625,838510,2024-01-01
2024-01-08,788.8707885742188,789.9000244140625,818.0,783.7000122070312,817.7000122070312,302171,2024-01-08
2024-01-15,787.3726806640625,788.4000244140625,798.4500122070312,764.0999755859375,789.0,267819,2024-01-15
2024-01-22,776.736572265625,777.75,835.0,771.9500122070312,788.4000244140625,481451,2024-01-22
2024-01-29,780.7813110351562,781.7999877929688,809.7999877929688,759.75,781.7999877929688,367318,2024-01-29
2024-02-05,741.0830688476562,742.0499877929688,785.9000244140625,735.0,785.9000244140625,468407,2024-02-05
2024-02-12,743.3800659179688,744.3499755859375,755.0,720.1500244140625,745.7999877929688,276526,2024-02-12
2024-02-19,766.9494018554688,767.9500122070312,780.0,737.5499877929688,749.9500122070312,328674,2024-02-19
2024-02-26,742.2316284179688,743.2000122070312,772.0,734.7000122070312,772.0,281461,2024-02-26
2024-03-04,735.7900390625,736.75,755.2999877929688,718.9500122070312,740.0499877929688,241270,2024-03-04
2024-03-11,707.6766357421875,708.5999755859375,740.5499877929688,665.5999755859375,740.5499877929688,421385,2024-03-11
2024-03-18,685.4556884765625,686.3499755859375,714.9000244140625,674.5999755859375,712.0999755859375,423057,2024-03-18
2024-03-25,676.0679931640625,676.9500122070312,698.0999755859375,656.9500122070312,686.3499755859375,454644,2024-03-25
2024-04-01,717.364013671875,718.2999877929688,730.0,676.9500122070312,676.9500122070312,345431,2024-04-01
2024-04-08,723.8555297851562,724.7999877929688,745.0,701.0,722.0999755859375,320412,2024-04-08
2024-04-15,725.9028930664062,726.8499755859375,765.0,701.0,718.2000122070312,290372,2024-04-15
2024-04-22,769.7955932617188,770.7999877929688,774.9000244140625,732.0499877929688,734.0,260917,2024-04-22
2024-04-29,726.5021362304688,727.4500122070312,795.0,719.0499877929688,771.0,1027596,2024-04-29
2024-05-06,708.9750366210938,709.9000244140625,756.0,700.5999755859375,750.0,375745,2024-05-06
2024-05-13,694.3441162109375,695.25,720.5499877929688,685.9500122070312,720.5499877929688,232543,2024-05-13
2024-05-20,693.6449584960938,694.5499877929688,718.9000244140625,680.5,699.2000122070312,196000,2024-05-20
2024-05-27,688.8013305664062,689.7000122070312,703.7000122070312,680.2999877929688,687.5499877929688,265901,2024-05-27
2024-06-03,688.9011840820312,689.7999877929688,710.0,658.2000122070312,710.0,716478,2024-06-03
2024-06-10,768.2476806640625,769.25,773.9000244140625,693.0,701.4000244140625,1112224,2024-06-10
2024-06-17,822.5267944335938,823.5999755859375,836.6500244140625,756.4500122070312,769.25,1449829,2024-06-17
2024-06-24,840.603271484375,841.7000122070312,850.0,796.5,830.0,1130609,2024-06-24
2024-07-01,818.7318115234375,819.7999877929688,868.9000244140625,815.5,868.9000244140625,780703,2024-07-01
2024-07-08,801.4044189453125,802.4500122070312,827.9000244140625,785.5499877929688,824.4500122070312,407649,2024-07-08
2024-07-15,800.156005859375,801.2000122070312,830.0,791.2999877929688,815.0,480690,2024-07-15
2024-07-22,834.7108764648438,835.7999877929688,841.5499877929688,775.0999755859375,810.0,664644,2024-07-22
2024-07-29,907.3661499023438,908.5499877929688,923.0,819.75,841.0,3231027,2024-07-29
2024-08-05,923.5450439453125,924.75,953.2000122070312,868.0,899.9500122070312,3114850,2024-08-05
2024-08-12,909.4634399414062,910.6500244140625,927.0,873.0,925.0,639237,2024-08-12
2024-08-19,912.3619384765625,913.0499877929688,935.0,901.0499877929688,922.0,532574,2024-08-19
2024-08-26,880.2861328125,880.9500122070312,966.0,877.0,923.0,1669713,2024-08-26
2024-09-02,881.2354125976562,881.9000244140625,909.9000244140625,876.7000122070312,882.9500122070312,325251,2024-09-02
2024-09-09,895.6744995117188,896.3499755859375,934.75,858.9000244140625,881.9000244140625,485842,2024-09-09
2024-09-16,912.2120971679688,912.9000244140625,933.0,888.0499877929688,901.0,585612,2024-09-16
2024-09-23,914.410400390625,915.0999755859375,972.7000122070312,904.5999755859375,904.5999755859375,1247749,2024-09-23
2024-09-30,876.0393676757812,876.7000122070312,916.2000122070312,869.0,915.0499877929688,304411,2024-09-30
2024-10-07,854.055908203125,854.7000122070312,884.6500244140625,821.0,877.0,337690,2024-10-07
2024-10-14,875.1400146484375,875.7999877929688,897.9500122070312,850.0,860.5999755859375,365257,2024-10-14
2024-10-21,763.8739624023438,764.4500122070312,870.0,744.2000122070312,870.0,497082,2024-10-21
2024-10-28,817.9331665039062,818.5499877929688,824.5,751.2999877929688,751.2999877929688,169787,2024-10-28
2024-11-04,817.1837158203125,817.7999877929688,854.0,790.4000244140625,818.5499877929688,249009,2024-11-04
2024-11-11,798.5977783203125,799.2000122070312,843.75,772.7999877929688,817.7999877929688,282641,2024-11-11
2024-11-18,774.7157592773438,775.2999877929688,799.0499877929688,754.0999755859375,791.9000244140625,140547,2024-11-18
2024-11-25,816.833984375,817.4500122070312,847.7000122070312,799.75,799.7999877929688,208207,2024-11-25
2024-12-02,821.7802734375,822.4000244140625,839.9500122070312,815.0,820.0,144558,2024-12-02
2024-12-09,825.5274658203125,826.1500244140625,884.7000122070312,813.0,825.0,418148,2024-12-09
2024-12-16,792.6522216796875,793.25,836.5,787.5499877929688,834.4000244140625,252471,2024-12-16
2024-12-23,796.3494262695312,796.9500122070312,811.0999755859375,779.4000244140625,795.25,89023,2024-12-23
2024-12-30,798.8975219726562,799.5,806.7999877929688,765.25,800.0,152866,2024-12-30
2025-01-06,818.9823608398438,819.5999755859375,841.0,762.0999755859375,802.5,355878,2025-01-06
2025-01-13,804.693115234375,805.2999877929688,839.9000244140625,770.5999755859375,815.9500122070312,395995,2025-01-13
2025-01-20,729.2999877929688,729.8499755859375,834.0,727.0,809.9000244140625,319432,2025-01-20
2025-01-27,705.5179443359375,706.0499877929688,738.4500122070312,685.0499877929688,729.9500122070312,226952,2025-01-27
2025-02-03,729.3999633789062,729.9500122070312,750.7000122070312,699.5999755859375,700.0,309369,2025-02-03
2025-02-10,637.0695190429688,637.5499877929688,734.9500122070312,631.0,720.0,182405,2025-02-10
2025-02-17,636.919677734375,637.4000244140625,655.0,608.0,637.0,190296,2025-02-17
2025-02-24,594.5516357421875,595.0,647.2999877929688,581.0,635.0,171909,2025-02-24
2025-03-03,663.6495361328125,664.1500244140625,677.0499877929688,569.0,604.9500122070312,208877,2025-03-03
2025-03-10,615.2360229492188,615.7000122070312,676.6500244140625,607.5499877929688,665.0,170351,2025-03-10
2025-03-17,627.0770874023438,627.5499877929688,634.0,602.0,617.4500122070312,289068,2025-03-17
2025-03-24,604.1943969726562,604.6500244140625,638.0,590.0499877929688,627.5499877929688,504348,2025-03-24
2025-03-31,620.3821411132812,620.8499755859375,633.0,593.0,604.6500244140625,140537,2025-03-31
2025-04-07,677.6889038085938,678.2000122070312,696.6500244140625,587.9500122070312,595.0,321036,2025-04-07
2025-04-14,680.48681640625,681.0,698.0,675.8499755859375,688.3499755859375,314099,2025-04-14
2025-04-21,698.8229370117188,699.3499755859375,715.4500122070312,672.0999755859375,691.2000122070312,1093730,2025-04-21
2025-04-28,667.5964965820312,668.0999755859375,700.0,648.7999877929688,697.0999755859375,273110,2025-04-28
2025-05-05,667.1968383789062,667.7000122070312,693.8499755859375,647.5,670.5999755859375,308516,2025-05-05
2025-05-12,712.9623413085938,713.5,719.0,678.7999877929688,680.0,399062,2025-05-12
2025-05-19,657.354248046875,657.8499755859375,714.0,648.0,713.9500122070312,481024,2025-05-19
2025-05-26,663.2498168945312,663.75,680.4500122070312,652.0,664.8499755859375,767162,2025-05-26
2025-06-02,686.6322021484375,687.1500244140625,697.0,663.7000122070312,666.7000122070312,335611,2025-06-02
2025-06-09,677.5390014648438,678.0499877929688,696.0,667.0999755859375,688.9500122070312,210300,2025-06-09
2025-06-16,669.1453857421875,669.6500244140625,693.5,658.2000122070312,680.0,185637,2025-06-16
2025-06-23,682.3499755859375,682.3499755859375,695.6500244140625,655.0,655.0,214308,2025-06-23
2025-06-30,685.3499755859375,685.3499755859375,696.0,666.0,685.5999755859375,368412,2025-06-30
2025-07-07,702.1500244140625,702.1500244140625,713.7999877929688,671.5499877929688,685.3499755859375,630838,2025-07-07
2025-07-14,742.5499877929688,742.5499877929688,766.0,694.4000244140625,709.1500244140625,1062991,2025-07-14
