Date,Adj Close_HINDCON.NS,Close_HINDCON.NS,High_HINDCON.NS,Low_HINDCON.NS,Open_HINDCON.NS,Volume_HINDCON.NS,Date
2021-02-08,4.650569915771484,4.800000190734863,5.179999828338623,4.800000190734863,5.179999828338623,20000,2021-02-08
2021-02-15,4.650569915771484,4.800000190734863,4.809999942779541,4.46999979019165,4.800000190734863,80000,2021-02-15
2021-02-22,4.573060035705566,4.71999979019165,4.800000190734863,4.010000228881836,4.460000038146973,440000,2021-02-22
2021-03-01,5.038117408752441,5.199999809265137,5.599999904632568,4.78000020980835,4.840000152587891,120000,2021-03-01
2021-03-08,4.650569915771484,4.800000190734863,5.199999809265137,4.800000190734863,5.199999809265137,20000,2021-03-08
2021-03-15,4.650569915771484,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0,2021-03-15
2021-03-22,4.718390941619873,4.869999885559082,4.869999885559082,4.800000190734863,4.800000190734863,100000,2021-03-22
2021-03-29,4.718390941619873,4.869999885559082,4.869999885559082,4.869999885559082,4.869999885559082,20000,2021-03-29
2021-04-05,4.166135787963867,4.300000190734863,4.699999809265137,4.199999809265137,4.699999809265137,100000,2021-04-05
2021-04-12,4.456796169281006,4.599999904632568,4.599999904632568,4.300000190734863,4.300000190734863,20000,2021-04-12
2021-04-19,4.166135787963867,4.300000190734863,4.599999904632568,4.300000190734863,4.599999904632568,20000,2021-04-19
2021-04-26,4.263021945953369,4.400000095367432,4.400000095367432,4.300000190734863,4.300000190734863,20000,2021-04-26
2021-05-03,5.280333995819092,5.449999809265137,5.460000038146973,4.400000095367432,4.400000095367432,460000,2021-05-03
2021-05-10,5.493485927581787,5.670000076293945,5.690000057220459,5.400000095367432,5.449999809265137,280000,2021-05-10
2021-05-17,7.566864490509033,7.809999942779541,7.809999942779541,5.440000057220459,5.599999904632568,2300000,2021-05-17
2021-05-24,6.646439075469971,6.860000133514404,8.59000015258789,6.510000228881836,8.59000015258789,2180000,2021-05-24
2021-05-31,6.646439075469971,6.860000133514404,7.579999923706055,6.739999771118164,7.090000152587891,1080000,2021-05-31
2021-06-07,6.413910865783691,6.619999885559082,7.199999809265137,6.610000133514404,7.199999809265137,280000,2021-06-07
2021-06-14,6.7239484786987305,6.940000057220459,6.949999809265137,6.610000133514404,6.889999866485596,300000,2021-06-14
2021-06-21,6.791769981384277,7.010000228881836,7.300000190734863,6.599999904632568,6.599999904632568,480000,2021-06-21
2021-06-28,7.712194919586182,7.960000038146973,8.199999809265137,6.710000038146973,6.710000038146973,1040000,2021-06-28
2021-07-05,9.804949760437012,10.119999885559082,10.119999885559082,8.350000381469727,8.350000381469727,1542860,2021-07-05
2021-07-12,12.469340324401855,12.869999885559082,12.869999885559082,10.5,10.619999885559082,4331265,2021-07-12
2021-07-19,15.133728981018066,15.619999885559082,15.619999885559082,12.489999771118164,12.899999618530273,2245290,2021-07-19
2021-07-26,14.445832252502441,14.90999984741211,16.3799991607666,12.9399995803833,16.3799991607666,3009980,2021-07-26
2021-08-02,13.787001609802246,14.229999542236328,15.069999694824219,13.40999984741211,15.0,1766680,2021-08-02
2021-08-09,13.583539962768555,14.020000457763672,14.84000015258789,12.729999542236328,14.739999771118164,928385,2021-08-09
2021-08-16,12.198057174682617,12.59000015258789,14.6899995803833,12.25,14.5600004196167,629455,2021-08-16
2021-08-23,12.25618839263916,12.649999618530273,13.4399995803833,12.039999961853027,13.149999618530273,613165,2021-08-23
2021-08-30,12.571182250976562,12.779999732971191,13.039999961853027,12.220000267028809,12.770000457763672,350135,2021-08-30
2021-09-06,12.049840927124023,12.25,12.960000038146973,11.920000076293945,12.800000190734863,242585,2021-09-06
2021-09-13,12.492488861083984,12.699999809265137,13.539999961853027,12.119999885559082,12.390000343322754,538400,2021-09-13
2021-09-20,12.335103034973145,12.539999961853027,13.140000343322754,12.140000343322754,12.420000076293945,306135,2021-09-20
2021-09-27,12.423632621765137,12.630000114440918,13.079999923706055,12.029999732971191,12.220000267028809,420560,2021-09-27
2021-10-04,13.230234146118164,13.449999809265137,14.5600004196167,12.199999809265137,13.09000015258789,650585,2021-10-04
2021-10-11,14.086018562316895,14.319999694824219,15.199999809265137,13.220000267028809,13.220000267028809,728570,2021-10-11
2021-10-18,12.118698120117188,12.319999694824219,14.789999961853027,12.0600004196167,14.789999961853027,699140,2021-10-18
2021-10-25,13.200725555419922,13.420000076293945,14.899999618530273,12.800000190734863,12.800000190734863,1321345,2021-10-25
2021-11-01,13.259744644165039,13.479999542236328,14.100000381469727,12.8100004196167,14.100000381469727,255775,2021-11-01
2021-11-08,12.590855598449707,12.800000190734863,14.380000114440918,12.3100004196167,13.729999542236328,609355,2021-11-08
2021-11-15,11.30225944519043,11.489999771118164,13.100000381469727,11.399999618530273,13.0,697455,2021-11-15
2021-11-22,11.62686824798584,11.819999694824219,12.649999618530273,10.890000343322754,11.489999771118164,864720,2021-11-22
2021-11-29,11.400626182556152,11.59000015258789,12.0,11.029999732971191,11.819999694824219,335640,2021-11-29
2021-12-06,11.489155769348145,11.680000305175781,12.170000076293945,11.319999694824219,12.15999984741211,251255,2021-12-06
2021-12-13,11.45964527130127,11.649999618530273,12.0,11.539999961853027,11.729999542236328,187880,2021-12-13
2021-12-20,11.607194900512695,11.800000190734863,12.1899995803833,11.199999809265137,11.239999771118164,262575,2021-12-20
2021-12-27,14.922130584716797,15.170000076293945,17.389999389648438,11.510000228881836,11.619999885559082,8901825,2021-12-27
2022-01-03,14.076183319091797,14.3100004196167,15.170000076293945,13.529999732971191,14.640000343322754,1730280,2022-01-03
2022-01-10,13.53516960144043,13.760000228881836,14.739999771118164,13.069999694824219,14.600000381469727,671275,2022-01-10
2022-01-17,13.554842948913574,13.779999732971191,15.0,12.670000076293945,13.699999809265137,1749335,2022-01-17
2022-01-24,13.259744644165039,13.479999542236328,13.979999542236328,12.539999961853027,13.430000305175781,441645,2022-01-24
2022-01-31,13.643372535705566,13.869999885559082,14.600000381469727,13.449999809265137,13.800000190734863,375660,2022-01-31
2022-02-07,13.063013076782227,13.279999732971191,14.329999923706055,13.029999732971191,14.279999732971191,770600,2022-02-07
2022-02-14,12.90562629699707,13.119999885559082,14.989999771118164,11.899999618530273,12.829999923706055,2870240,2022-02-14
2022-02-21,12.148208618164062,12.350000381469727,13.0,11.800000190734863,12.619999885559082,686380,2022-02-21
2022-02-28,12.2564115524292,12.460000038146973,12.899999618530273,11.890000343322754,12.020000457763672,213580,2022-02-28
2022-03-07,14.853275299072266,15.100000381469727,15.100000381469727,11.899999618530273,12.380000114440918,2647420,2022-03-07
2022-03-14,14.066346168518066,14.300000190734863,17.399999618530273,13.329999923706055,17.1200008392334,5439425,2022-03-14
2022-03-21,13.49582290649414,13.720000267028809,14.720000267028809,13.3100004196167,14.350000381469727,863510,2022-03-21
2022-03-28,13.948307037353516,14.180000305175781,14.399999618530273,13.229999542236328,14.399999618530273,728555,2022-03-28
2022-04-04,14.469647407531738,14.710000038146973,14.979999542236328,14.010000228881836,14.180000305175781,1003435,2022-04-04
2022-04-11,13.918797492980957,14.149999618530273,14.979999542236328,13.25,14.710000038146973,272700,2022-04-11
2022-04-18,13.899124145507812,14.130000114440918,14.6899995803833,13.899999618530273,14.199999809265137,301445,2022-04-18
2022-04-25,13.830268859863281,14.0600004196167,15.199999809265137,13.329999923706055,14.289999961853027,823220,2022-04-25
2022-05-02,13.230234146118164,13.449999809265137,14.800000190734863,13.329999923706055,14.0600004196167,453880,2022-05-02
2022-05-09,12.394124031066895,12.600000381469727,13.84000015258789,12.100000381469727,13.84000015258789,390590,2022-05-09
2022-05-16,13.023666381835938,13.239999771118164,13.800000190734863,12.4399995803833,12.789999961853027,263280,2022-05-16
2022-05-23,12.09902572631836,12.300000190734863,13.520000457763672,11.8100004196167,13.5,242655,2022-05-23
2022-05-30,12.610528945922852,12.819999694824219,13.180000305175781,12.100000381469727,12.260000228881836,197305,2022-05-30
2022-06-06,12.266247749328613,12.470000267028809,13.010000228881836,12.199999809265137,12.819999694824219,134250,2022-06-06
2022-06-13,10.800592422485352,10.979999542236328,12.729999542236328,10.819999694824219,12.579999923706055,257725,2022-06-13
2022-06-20,10.653043746948242,10.829999923706055,11.699999809265137,9.520000457763672,11.149999618530273,303325,2022-06-20
2022-06-27,11.026835441589355,11.210000038146973,12.800000190734863,10.699999809265137,10.850000381469727,161035,2022-06-27
2022-07-04,11.095691680908203,11.279999732971191,11.569999694824219,10.6899995803833,11.430000305175781,115390,2022-07-04
2022-07-11,11.636704444885254,11.829999923706055,11.979999542236328,11.199999809265137,11.4399995803833,188860,2022-07-11
2022-07-18,11.676051139831543,11.869999885559082,12.359999656677246,11.069999694824219,12.359999656677246,192230,2022-07-18
2022-07-25,12.21706485748291,12.420000076293945,12.979999542236328,11.479999542236328,12.079999923706055,368140,2022-07-25
2022-08-01,12.167881965637207,12.369999885559082,12.800000190734863,12.020000457763672,12.600000381469727,146770,2022-08-01
2022-08-08,12.433470726013184,12.640000343322754,13.600000381469727,11.829999923706055,12.600000381469727,232740,2022-08-08
2022-08-15,13.505660057067871,13.729999542236328,14.600000381469727,12.25,12.640000343322754,1036620,2022-08-15
2022-08-22,14.361506462097168,14.4399995803833,15.0,13.050000190734863,13.800000190734863,887580,2022-08-22
2022-08-29,14.421180725097656,14.5,14.699999809265137,12.6899995803833,13.800000190734863,417045,2022-08-29
2022-09-05,14.331669807434082,14.40999984741211,14.800000190734863,14.0600004196167,14.789999961853027,292680,2022-09-05
2022-09-12,18.528730392456055,18.6299991607666,20.969999313354492,14.0600004196167,14.6899995803833,14406740,2022-09-12
2022-09-19,17.4744930267334,17.56999969482422,19.440000534057617,17.1299991607666,19.440000534057617,2142865,2022-09-19
2022-09-26,15.336179733276367,15.420000076293945,17.799999237060547,15.069999694824219,17.799999237060547,1139775,2022-09-26
2022-10-03,17.265634536743164,17.360000610351562,17.760000228881836,15.420000076293945,15.600000381469727,1024440,2022-10-03
2022-10-10,27.48975372314453,27.639999389648438,27.639999389648438,17.170000076293945,17.75,20459825,2022-10-10
2022-10-17,21.373184204101562,21.489999771118164,29.360000610351562,21.31999969482422,28.209999084472656,8931290,2022-10-17
2022-10-24,21.174272537231445,21.290000915527344,22.600000381469727,20.420000076293945,20.420000076293945,550210,2022-10-24
2022-10-31,20.26921844482422,20.3799991607666,21.989999771118164,19.90999984741211,21.540000915527344,577095,2022-10-31
2022-11-07,19.74209976196289,19.850000381469727,20.790000915527344,19.43000030517578,19.649999618530273,376850,2022-11-07
2022-11-14,19.304489135742188,19.40999984741211,20.239999771118164,18.360000610351562,20.09000015258789,591255,2022-11-14
2022-11-21,18.906665802001953,19.010000228881836,19.959999084472656,17.600000381469727,19.760000228881836,535445,2022-11-21
2022-11-28,18.77737045288086,18.8799991607666,19.280000686645508,18.040000915527344,19.010000228881836,325445,2022-11-28
2022-12-05,18.51878547668457,18.6200008392334,20.780000686645508,18.200000762939453,18.799999237060547,730385,2022-12-05
2022-12-12,18.240306854248047,18.34000015258789,19.43000030517578,18.0,18.059999465942383,341385,2022-12-12
2022-12-19,16.509765625,16.600000381469727,19.139999389648438,16.600000381469727,18.1200008392334,581465,2022-12-19
2022-12-26,18.011558532714844,18.110000610351562,18.200000762939453,15.8100004196167,16.200000762939453,380340,2022-12-26
2023-01-02,17.941940307617188,18.040000915527344,18.889999389648438,17.600000381469727,18.889999389648438,259525,2023-01-02
2023-01-09,17.91210174560547,18.010000228881836,18.690000534057617,17.81999969482422,18.690000534057617,182995,2023-01-09
2023-01-16,18.35965347290039,18.459999084472656,18.940000534057617,17.920000076293945,18.0,348140,2023-01-16
2023-01-23,17.852428436279297,17.950000762939453,18.84000015258789,17.739999771118164,18.34000015258789,214745,2023-01-23
2023-01-30,17.305418014526367,17.399999618530273,18.360000610351562,17.059999465942383,17.799999237060547,268480,2023-01-30
2023-02-06,18.62818717956543,18.729999542236328,19.399999618530273,16.809999465942383,17.690000534057617,415885,2023-02-06
2023-02-13,18.15079689025879,18.25,19.360000610351562,17.90999984741211,19.200000762939453,228830,2023-02-13
2023-02-20,16.350635528564453,16.440000534057617,18.780000686645508,15.960000038146973,18.780000686645508,418930,2023-02-20
2023-02-27,17.414817810058594,17.510000228881836,18.0,15.359999656677246,16.06999969482422,292700,2023-02-27
2023-03-06,17.285524368286133,17.3799991607666,18.3799991607666,17.1299991607666,18.0,188055,2023-03-06
2023-03-13,15.903080940246582,15.989999771118164,17.600000381469727,15.699999809265137,17.56999969482422,228375,2023-03-13
2023-03-20,15.843408584594727,15.930000305175781,16.979999542236328,15.399999618530273,16.0,137925,2023-03-20
2023-03-27,15.743950843811035,15.829999923706055,16.68000030517578,15.319999694824219,16.68000030517578,204505,2023-03-27
2023-04-03,16.29096031188965,16.3799991607666,17.110000610351562,15.800000190734863,16.34000015258789,195265,2023-04-03
2023-04-10,18.807209014892578,18.90999984741211,19.649999618530273,15.890000343322754,16.989999771118164,1212105,2023-04-10
2023-04-17,18.84699249267578,18.950000762939453,20.600000381469727,18.6299991607666,19.200000762939453,1308420,2023-04-17
2023-04-24,18.34971046447754,18.450000762939453,19.600000381469727,17.920000076293945,19.600000381469727,490215,2023-04-24
2023-05-01,18.77737045288086,18.8799991607666,19.469999313354492,18.100000381469727,18.450000762939453,316115,2023-05-01
2023-05-08,18.34971046447754,18.450000762939453,19.600000381469727,18.399999618530273,19.200000762939453,312285,2023-05-08
2023-05-15,17.504329681396484,17.600000381469727,18.450000762939453,17.110000610351562,18.450000762939453,390795,2023-05-15
2023-05-22,18.071231842041016,18.170000076293945,19.5,17.40999984741211,17.600000381469727,676015,2023-05-22
2023-05-29,17.782806396484375,17.8799991607666,18.3799991607666,17.290000915527344,17.799999237060547,376850,2023-05-29
2023-06-05,18.290035247802734,18.389999389648438,19.18000030517578,17.639999389648438,17.81999969482422,793040,2023-06-05
2023-06-12,18.687862396240234,18.790000915527344,19.700000762939453,18.5,18.639999389648438,1291655,2023-06-12
2023-06-19,18.876827239990234,18.979999542236328,20.389999389648438,18.280000686645508,19.260000228881836,1293515,2023-06-19
2023-06-26,18.64807891845703,18.75,19.360000610351562,18.5,18.899999618530273,314500,2023-06-26
2023-07-03,18.17068862915039,18.270000457763672,19.100000381469727,18.010000228881836,19.100000381469727,589710,2023-07-03
2023-07-10,17.593839645385742,17.690000534057617,18.270000457763672,17.40999984741211,18.110000610351562,351450,2023-07-10
2023-07-17,17.73307991027832,17.829999923706055,18.079999923706055,17.450000762939453,18.020000457763672,312050,2023-07-17
2023-07-24,17.71318817138672,17.809999465942383,17.940000534057617,17.43000030517578,17.920000076293945,295115,2023-07-24
2023-07-31,22.725791931152344,22.850000381469727,23.239999771118164,17.799999237060547,17.959999084472656,6153215,2023-07-31
2023-08-07,26.276384353637695,26.420000076293945,29.299999237060547,23.239999771118164,23.489999771118164,6243460,2023-08-07
2023-08-14,27.469863891601562,27.6200008392334,28.600000381469727,26.25,27.739999771118164,879995,2023-08-14
2023-08-21,27.748340606689453,27.899999618530273,28.25,27.0,28.0,534345,2023-08-21
2023-08-28,28.742904663085938,28.899999618530273,29.899999618530273,27.540000915527344,28.389999389648438,842515,2023-08-28
2023-09-04,27.804601669311523,27.860000610351562,29.0,27.239999771118164,29.0,305045,2023-09-04
2023-09-11,24.67084503173828,24.719999313354492,28.399999618530273,24.399999618530273,28.0,425905,2023-09-11
2023-09-18,24.6508846282959,24.700000762939453,26.329999923706055,23.799999237060547,24.719999313354492,215745,2023-09-18
2023-09-25,26.03812026977539,26.09000015258789,26.600000381469727,24.010000228881836,24.700000762939453,284015,2023-09-25
2023-10-02,26.517166137695312,26.56999969482422,26.969999313354492,25.459999084472656,26.09000015258789,178725,2023-10-02
2023-10-09,25.72873878479004,25.780000686645508,26.389999389648438,24.40999984741211,26.040000915527344,189785,2023-10-09
2023-10-16,26.68682861328125,26.739999771118164,27.739999771118164,26.0,26.799999237060547,313155,2023-10-16
2023-10-23,25.69879722595215,25.75,26.799999237060547,23.350000381469727,26.799999237060547,172655,2023-10-23
2023-10-30,26.716768264770508,26.770000457763672,26.989999771118164,25.639999389648438,26.3799991607666,223560,2023-10-30
2023-11-06,29.990245819091797,30.049999237060547,30.049999237060547,26.0,27.969999313354492,664418,2023-11-06
2023-11-13,31.088058471679688,31.149999618530273,32.150001525878906,29.5,30.0,546680,2023-11-13
2023-11-20,37.9244384765625,38.0,38.79999923706055,32.5,32.5,1820161,2023-11-20
2023-11-27,36.82662582397461,36.900001525878906,39.599998474121094,34.70000076293945,38.0,800667,2023-11-27
2023-12-04,36.62702560424805,36.70000076293945,37.95000076293945,33.900001525878906,37.95000076293945,1181758,2023-12-04
2023-12-11,36.62702560424805,36.70000076293945,37.95000076293945,35.45000076293945,37.900001525878906,1031783,2023-12-11
2023-12-18,63.822837829589844,63.95000076293945,63.95000076293945,37.0,37.70000076293945,13225632,2023-12-18
2023-12-25,57.83477020263672,57.95000076293945,69.69999694824219,52.54999923706055,63.95000076293945,3216711,2023-12-25
2024-01-01,58.33377456665039,58.45000076293945,58.45000076293945,52.29999923706055,55.04999923706055,1359500,2024-01-01
2024-01-08,55.19003677368164,55.29999923706055,61.349998474121094,54.400001525878906,61.349998474121094,841545,2024-01-08
2024-01-15,56.88665771484375,57.0,59.0,52.54999923706055,55.29999923706055,434165,2024-01-15
2024-01-22,54.04232406616211,54.150001525878906,57.0,52.400001525878906,57.0,231425,2024-01-22
2024-01-29,52.046302795410156,52.150001525878906,55.400001525878906,48.599998474121094,55.400001525878906,773202,2024-01-29
2024-02-05,49.201969146728516,49.29999923706055,53.099998474121094,48.20000076293945,53.099998474121094,509471,2024-02-05
2024-02-12,59.5812873840332,59.70000076293945,59.70000076293945,49.0,49.45000076293945,600200,2024-02-12
2024-02-19,57.73496627807617,57.849998474121094,62.650001525878906,57.849998474121094,61.95000076293945,1170614,2024-02-19
2024-02-26,52.295806884765625,52.400001525878906,56.70000076293945,52.400001525878906,56.70000076293945,233030,2024-02-26
2024-03-04,52.89461135864258,53.0,53.0,50.29999923706055,51.29999923706055,253080,2024-03-04
2024-03-11,48.902565002441406,49.0,53.04999923706055,49.0,53.04999923706055,149619,2024-03-11
2024-03-18,44.910518646240234,45.0,48.099998474121094,45.0,48.04999923706055,132057,2024-03-18
2024-03-25,51.94649887084961,52.04999923706055,52.04999923706055,45.0,45.0,264640,2024-03-25
2024-04-01,53.44351577758789,53.54999923706055,55.0,49.25,52.900001525878906,323614,2024-04-01
2024-04-08,51.04829025268555,51.150001525878906,54.0,50.20000076293945,53.0,167039,2024-04-08
2024-04-15,48.95246505737305,49.04999923706055,51.0,48.599998474121094,51.0,181870,2024-04-15
2024-04-22,50.99838638305664,51.099998474121094,53.0,48.79999923706055,49.04999923706055,233226,2024-04-22
2024-04-29,59.53139114379883,59.650001525878906,61.70000076293945,52.0,52.5,792163,2024-04-29
2024-05-06,53.84272384643555,53.95000076293945,59.650001525878906,53.95000076293945,58.45000076293945,90832,2024-05-06
2024-05-13,53.14411544799805,53.25,53.25,50.25,52.900001525878906,184716,2024-05-13
2024-05-20,53.094215393066406,53.20000076293945,55.349998474121094,52.25,52.25,96476,2024-05-20
2024-05-27,49.40156936645508,49.5,52.150001525878906,49.5,52.150001525878906,93279,2024-05-27
2024-06-03,48.403560638427734,48.5,49.5,46.650001525878906,48.54999923706055,109097,2024-06-03
2024-06-10,50.06025695800781,50.15999984741211,51.9900016784668,49.0,50.099998474121094,386590,2024-06-10
2024-06-17,53.832740783691406,53.939998626708984,56.45000076293945,49.5,50.15999984741211,456841,2024-06-17
2024-06-24,50.68900680541992,50.790000915527344,55.0,50.0,55.0,226052,2024-06-24
2024-07-01,50.669044494628906,50.77000045776367,51.9900016784668,48.599998474121094,49.959999084472656,237794,2024-07-01
2024-07-08,49.81075668334961,49.90999984741211,51.45000076293945,48.349998474121094,50.849998474121094,215023,2024-07-08
2024-07-15,52.635128021240234,52.7400016784668,55.099998474121094,49.349998474121094,50.650001525878906,605484,2024-07-15
2024-07-22,52.235923767089844,52.34000015258789,53.9900016784668,50.0,51.400001525878906,288727,2024-07-22
2024-07-29,55.71898651123047,55.83000183105469,57.70000076293945,50.619998931884766,52.33000183105469,638425,2024-07-29
2024-08-05,51.287811279296875,51.38999938964844,57.0,48.400001525878906,54.79999923706055,706351,2024-08-05
2024-08-12,47.724910736083984,47.81999969482422,52.38999938964844,45.810001373291016,51.349998474121094,504917,2024-08-12
2024-08-19,56.5,56.5,59.0,49.9900016784668,50.97999954223633,1777786,2024-08-19
2024-08-26,53.290000915527344,53.290000915527344,58.29999923706055,52.720001220703125,57.650001525878906,753465,2024-08-26
2024-09-02,52.380001068115234,52.380001068115234,54.790000915527344,50.79999923706055,54.25,556378,2024-09-02
2024-09-09,51.95000076293945,51.95000076293945,54.290000915527344,50.900001525878906,53.0,616230,2024-09-09
2024-09-16,51.0099983215332,51.0099983215332,52.349998474121094,50.11000061035156,52.349998474121094,453647,2024-09-16
2024-09-23,48.90999984741211,48.90999984741211,51.150001525878906,48.61000061035156,50.349998474121094,523681,2024-09-23
2024-09-30,49.900001525878906,49.900001525878906,51.0,48.060001373291016,48.90999984741211,369794,2024-09-30
2024-10-07,49.22999954223633,49.22999954223633,51.45000076293945,45.5,49.900001525878906,504652,2024-10-07
2024-10-14,47.779998779296875,47.779998779296875,51.599998474121094,47.060001373291016,49.40999984741211,307519,2024-10-14
2024-10-21,43.2400016784668,43.2400016784668,49.22999954223633,42.029998779296875,47.29999923706055,398839,2024-10-21
2024-10-28,47.709999084472656,47.709999084472656,48.75,43.47999954223633,43.4900016784668,337622,2024-10-28
2024-11-04,46.58000183105469,46.58000183105469,47.70000076293945,45.75,47.70000076293945,248813,2024-11-04
2024-11-11,40.310001373291016,40.310001373291016,46.5,40.0,46.5,356658,2024-11-11
2024-11-18,39.310001373291016,39.310001373291016,42.130001068115234,38.0,42.119998931884766,313440,2024-11-18
2024-11-25,55.83000183105469,55.83000183105469,56.349998474121094,39.52000045776367,41.0,3947419,2024-11-25
2024-12-02,51.7400016784668,51.7400016784668,55.5,50.2400016784668,55.5,1393573,2024-12-02
2024-12-09,48.75,48.75,52.599998474121094,47.0,52.599998474121094,326797,2024-12-09
2024-12-16,46.470001220703125,46.470001220703125,49.97999954223633,44.20000076293945,49.0,198131,2024-12-16
2024-12-23,45.189998626708984,45.189998626708984,48.5,44.0,48.5,89408,2024-12-23
2024-12-30,44.779998779296875,44.779998779296875,45.70000076293945,43.029998779296875,44.5,115515,2024-12-30
2025-01-06,41.849998474121094,41.849998474121094,45.939998626708984,40.52000045776367,45.400001525878906,143459,2025-01-06
2025-01-13,42.0,42.0,42.75,40.0,41.849998474121094,137685,2025-01-13
2025-01-20,40.34000015258789,40.34000015258789,42.79999923706055,39.5,42.79999923706055,98207,2025-01-20
2025-01-27,43.560001373291016,43.560001373291016,44.900001525878906,38.31999969482422,40.33000183105469,155124,2025-01-27
2025-02-03,40.91999816894531,40.91999816894531,43.38999938964844,40.29999923706055,42.060001373291016,99401,2025-02-03
2025-02-10,39.15999984741211,39.15999984741211,41.70000076293945,37.150001525878906,41.70000076293945,124306,2025-02-10
2025-02-17,36.65999984741211,36.65999984741211,39.720001220703125,36.150001525878906,37.20000076293945,131688,2025-02-17
2025-02-24,35.77000045776367,35.77000045776367,39.150001525878906,35.0,36.65999984741211,89699,2025-02-24
2025-03-03,36.900001525878906,36.900001525878906,37.16999816894531,32.349998474121094,34.5,144602,2025-03-03
2025-03-10,32.099998474121094,32.099998474121094,38.099998474121094,32.0,36.900001525878906,136212,2025-03-10
2025-03-17,32.459999084472656,32.459999084472656,33.2400016784668,30.600000381469727,32.95000076293945,185407,2025-03-17
2025-03-24,32.099998474121094,32.099998474121094,33.59000015258789,31.399999618530273,32.459999084472656,421659,2025-03-24
2025-03-31,32.7400016784668,32.7400016784668,33.20000076293945,31.520000457763672,32.099998474121094,168363,2025-03-31
2025-04-07,32.77000045776367,32.77000045776367,33.08000183105469,30.1200008392334,32.0,132858,2025-04-07
2025-04-14,38.38999938964844,38.38999938964844,38.599998474121094,33.099998474121094,33.29999923706055,313853,2025-04-14
