Date,Adj Close_PDMJEPAPER.NS,Close_PDMJEPAPER.NS,High_PDMJEPAPER.NS,Low_PDMJEPAPER.NS,Open_PDMJEPAPER.NS,Volume_PDMJEPAPER.NS,Date
2020-07-13,14.009122848510742,14.350000381469727,15.449999809265137,14.149999618530273,14.449999809265137,409699,2020-07-13
2020-07-20,14.546056747436523,14.899999618530273,15.300000190734863,14.300000190734863,14.699999809265137,710996,2020-07-20
2020-07-27,12.88644027709961,13.199999809265137,15.0,13.100000381469727,15.0,307915,2020-07-27
2020-08-03,13.960310935974121,14.300000190734863,15.300000190734863,12.5,13.449999809265137,944199,2020-08-03
2020-08-10,14.643682479858398,15.0,16.649999618530273,14.0,14.949999809265137,1538513,2020-08-10
2020-08-17,14.594870567321777,14.949999809265137,15.350000381469727,14.350000381469727,15.300000190734863,688171,2020-08-17
2020-08-24,14.399620056152344,14.75,15.699999809265137,14.5,14.949999809265137,635578,2020-08-24
2020-08-31,14.009122848510742,14.350000381469727,14.949999809265137,13.649999618530273,14.899999618530273,455942,2020-08-31
2020-09-07,14.350809097290039,14.699999809265137,15.350000381469727,14.100000381469727,14.199999809265137,352349,2020-09-07
2020-09-14,13.911498069763184,14.25,15.149999618530273,14.050000190734863,14.800000190734863,186964,2020-09-14
2020-09-21,13.960310935974121,14.300000190734863,14.899999618530273,13.5,14.5,304248,2020-09-21
2020-09-28,14.204371452331543,14.550000190734863,14.800000190734863,14.149999618530273,14.199999809265137,179062,2020-09-28
2020-10-05,14.106746673583984,14.449999809265137,15.850000381469727,14.350000381469727,14.399999618530273,773042,2020-10-05
2020-10-12,13.667436599731445,14.0,14.800000190734863,13.949999809265137,14.399999618530273,163183,2020-10-12
2020-10-19,14.790118217468262,15.149999618530273,15.800000190734863,13.75,14.050000190734863,716680,2020-10-19
2020-10-26,15.473490715026855,15.850000381469727,17.0,14.5,15.0,4417430,2020-10-26
2020-11-02,16.596172332763672,17.0,18.549999237060547,15.649999618530273,16.25,1575975,2020-11-02
2020-11-09,17.523609161376953,17.950000762939453,18.399999618530273,16.5,17.049999237060547,596817,2020-11-09
2020-11-16,22.209583282470703,22.75,23.149999618530273,17.549999237060547,17.799999237060547,3900818,2020-11-16
2020-11-23,20.501155853271484,21.0,22.75,19.549999237060547,22.700000762939453,1399185,2020-11-23
2020-11-30,22.063146591186523,22.600000381469727,23.450000762939453,20.149999618530273,21.0,1177999,2020-11-30
2020-12-07,22.111957550048828,22.649999618530273,23.5,21.25,23.0,1858699,2020-12-07
2020-12-14,22.99057960510254,23.549999237060547,24.0,21.350000381469727,23.0,2028524,2020-12-14
2020-12-21,22.1607723236084,22.700000762939453,24.799999237060547,20.399999618530273,24.200000762939453,2012752,2020-12-21
2020-12-28,22.209583282470703,22.75,23.25,21.600000381469727,22.75,651782,2020-12-28
2021-01-04,22.111957550048828,22.649999618530273,24.399999618530273,22.200000762939453,23.899999618530273,1300693,2021-01-04
2021-01-11,22.063146591186523,22.600000381469727,23.700000762939453,21.850000381469727,22.600000381469727,777755,2021-01-11
2021-01-18,21.184528350830078,21.700000762939453,22.799999237060547,21.600000381469727,22.149999618530273,321337,2021-01-18
