Date,Adj Close_AVROIND.NS,Close_AVROIND.NS,High_AVROIND.NS,Low_AVROIND.NS,Open_AVROIND.NS,Volume_AVROIND.NS,Date
2020-07-13,14.032258033752441,14.032258033752441,14.596774101257324,13.870966911315918,14.596774101257324,12400,2020-07-13
2020-07-20,14.193548202514648,14.193548202514648,14.193548202514648,14.193548202514648,14.193548202514648,18600,2020-07-20
2020-07-27,13.22580623626709,13.22580623626709,14.193548202514648,13.22580623626709,14.193548202514648,6200,2020-07-27
2020-08-03,14.483869552612305,14.483869552612305,14.483869552612305,11.290322303771973,12.354838371276855,43400,2020-08-03
2020-08-10,15.483869552612305,15.483869552612305,15.483869552612305,15.161290168762207,15.161290168762207,24800,2020-08-10
2020-08-17,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-08-17
2020-08-24,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-08-24
2020-08-31,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-08-31
2020-09-07,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-09-07
2020-09-14,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-09-14
2020-09-21,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,15.483869552612305,0,2020-09-21
2020-09-28,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,6200,2020-09-28
2020-10-05,15.806450843811035,15.806450843811035,15.806450843811035,15.161290168762207,15.161290168762207,18600,2020-10-05
2020-10-12,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,6200,2020-10-12
2020-10-19,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,15.161290168762207,0,2020-10-19
2020-10-26,13.22580623626709,13.22580623626709,15.161290168762207,13.22580623626709,15.161290168762207,24800,2020-10-26
2020-11-02,13.22580623626709,13.22580623626709,13.22580623626709,13.22580623626709,13.22580623626709,0,2020-11-02
2020-11-09,13.22580623626709,13.22580623626709,13.22580623626709,13.22580623626709,13.22580623626709,0,2020-11-09
2020-11-16,15.17741870880127,15.17741870880127,15.419354438781738,12.741934776306152,13.22580623626709,105400,2020-11-16
2020-11-23,15.629032135009766,15.629032135009766,16.112903594970703,15.161290168762207,15.17741870880127,93000,2020-11-23
2020-11-30,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,0,2020-11-30
2020-12-07,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,0,2020-12-07
2020-12-14,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,0,2020-12-14
2020-12-21,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,0,2020-12-21
2020-12-28,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,15.629032135009766,0,2020-12-28
2021-01-04,13.467741012573242,13.467741012573242,15.629032135009766,13.387096405029297,15.629032135009766,18600,2021-01-04
2021-01-11,14.032258033752441,14.032258033752441,14.193548202514648,11.9354829788208,12.741934776306152,68200,2021-01-11
2021-01-18,15.806450843811035,15.806450843811035,15.822580337524414,14.032258033752441,14.032258033752441,31000,2021-01-18
2021-01-25,15.806450843811035,15.806450843811035,15.806450843811035,15.806450843811035,15.806450843811035,0,2021-01-25
2021-02-01,14.516128540039062,14.516128540039062,16.129032135009766,14.516128540039062,15.806450843811035,117800,2021-02-01
2021-02-08,13.22580623626709,13.22580623626709,14.516128540039062,13.22580623626709,14.516128540039062,6200,2021-02-08
2021-02-15,12.419354438781738,12.419354438781738,13.22580623626709,12.258064270019531,13.22580623626709,43400,2021-02-15
2021-02-22,12.419354438781738,12.419354438781738,12.419354438781738,12.419354438781738,12.419354438781738,12400,2021-02-22
2021-03-01,12.258064270019531,12.258064270019531,12.419354438781738,12.258064270019531,12.419354438781738,24800,2021-03-01
