Date,Adj Close_MOBIKWIK.NS,Close_MOBIKWIK.NS,High_MOBIKWIK.NS,Low_MOBIKWIK.NS,Open_MOBIKWIK.NS,Volume_MOBIKWIK.NS,Date
2024-12-16,487.95001220703125,487.95001220703125,605.0,440.0,440.0,99473139,2024-12-16
2024-12-23,627.7999877929688,627.7999877929688,698.2999877929688,477.6499938964844,514.0,268615767,2024-12-23
2024-12-30,600.3499755859375,600.3499755859375,658.0,577.0,629.9000244140625,102089563,2024-12-30
2025-01-06,551.2000122070312,551.2000122070312,637.7999877929688,539.0,601.5999755859375,118238367,2025-01-06
2025-01-13,471.29998779296875,471.29998779296875,551.3499755859375,456.1000061035156,544.9500122070312,104769897,2025-01-13
2025-01-20,398.1000061035156,398.1000061035156,491.5,395.0,476.04998779296875,47434818,2025-01-20
2025-01-27,420.0,420.0,442.95001220703125,366.6000061035156,395.0,123801971,2025-01-27
2025-02-03,391.1499938964844,391.1499938964844,418.79998779296875,385.25,412.8500061035156,31394670,2025-02-03
2025-02-10,326.8500061035156,326.8500061035156,389.8500061035156,323.0,389.8500061035156,23830444,2025-02-10
2025-02-17,311.3500061035156,311.3500061035156,339.20001220703125,308.54998779296875,320.3500061035156,25287986,2025-02-17
2025-02-24,275.8500061035156,275.8500061035156,315.5,273.29998779296875,308.79998779296875,15423253,2025-02-24
2025-03-03,284.95001220703125,284.95001220703125,289.25,261.3500061035156,277.3999938964844,22438795,2025-03-03
2025-03-10,270.6499938964844,270.6499938964844,287.0,261.1000061035156,285.0,8097145,2025-03-10
2025-03-17,320.3999938964844,320.3999938964844,354.3999938964844,231.10000610351562,269.54998779296875,135718320,2025-03-17
2025-03-24,304.04998779296875,304.04998779296875,337.0,296.79998779296875,325.95001220703125,22541955,2025-03-24
2025-03-31,283.95001220703125,283.95001220703125,312.0,280.8500061035156,304.04998779296875,8528748,2025-03-31
2025-04-07,267.3500061035156,267.3500061035156,281.29998779296875,251.10000610351562,251.14999389648438,7299922,2025-04-07
2025-04-14,278.5,278.5,287.1000061035156,267.3500061035156,267.3500061035156,4366970,2025-04-14
2025-04-21,263.6499938964844,263.6499938964844,285.1499938964844,260.0,280.1499938964844,6207147,2025-04-21
2025-04-28,249.5,249.5,269.3500061035156,247.8000030517578,262.95001220703125,4628888,2025-04-28
2025-05-05,231.0,231.0,255.60000610351562,227.25,251.35000610351562,6457547,2025-05-05
2025-05-12,274.1499938964844,274.1499938964844,284.1499938964844,237.1999969482422,240.0,11649199,2025-05-12
2025-05-19,267.54998779296875,267.54998779296875,283.04998779296875,262.0,274.8500061035156,7209150,2025-05-19
2025-05-26,279.79998779296875,279.79998779296875,287.3999938964844,268.6000061035156,268.8999938964844,3834467,2025-05-26
2025-06-02,270.0,270.0,281.1499938964844,269.0,280.04998779296875,2035516,2025-06-02
2025-06-09,266.8999938964844,266.8999938964844,300.8999938964844,262.54998779296875,272.04998779296875,6816873,2025-06-09
2025-06-16,243.4499969482422,243.4499969482422,272.3500061035156,229.3000030517578,266.8500061035156,7880249,2025-06-16
2025-06-23,254.0500030517578,254.0500030517578,282.29998779296875,229.75,240.0,93681534,2025-06-23
2025-06-30,248.4600067138672,248.4600067138672,258.3999938964844,237.6999969482422,255.0,23062908,2025-06-30
2025-07-07,252.25999450683594,252.25999450683594,256.8999938964844,238.0,249.0,10100177,2025-07-07
2025-07-14,269.7200012207031,269.7200012207031,272.79998779296875,250.39999389648438,254.0,8429633,2025-07-14
