Date,Adj Close_AIAENG.NS,Close_AIAENG.NS,High_AIAENG.NS,Low_AIAENG.NS,Open_AIAENG.NS,Volume_AIAENG.NS,Date
2021-05-24,1922.0511474609375,1952.6500244140625,2002.0,1882.0,2002.0,241775,2021-05-24
2021-05-31,1898.91943359375,1929.1500244140625,1975.0,1896.550048828125,1965.0,121155,2021-05-31
2021-06-07,1932.6326904296875,1963.4000244140625,2044.75,1922.6500244140625,1938.199951171875,226449,2021-06-07
2021-06-14,1952.122314453125,1983.199951171875,2030.0,1951.300048828125,1989.0,232979,2021-06-14
2021-06-21,2083.33349609375,2116.5,2135.0,1958.25,1958.25,173230,2021-06-21
2021-06-28,2117.342041015625,2151.050048828125,2179.5,2083.14990234375,2135.0,167553,2021-06-28
2021-07-05,2041.1058349609375,2073.60009765625,2222.0,2062.35009765625,2151.050048828125,339600,2021-07-05
2021-07-12,2014.6273193359375,2046.699951171875,2133.10009765625,2016.300048828125,2090.0,150277,2021-07-12
2021-07-19,1991.840087890625,2023.550048828125,2077.0,2015.0,2049.949951171875,46438,2021-07-19
2021-07-26,1969.34814453125,2000.699951171875,2046.050048828125,1963.050048828125,2010.0,74895,2021-07-26
2021-08-02,1918.11376953125,1948.6500244140625,2029.0,1937.050048828125,2018.949951171875,85478,2021-08-02
2021-08-09,1897.8857421875,1928.0999755859375,2000.0,1905.0,1954.0,305544,2021-08-09
2021-08-16,1929.3843994140625,1960.0999755859375,2040.0,1919.949951171875,1965.0,406720,2021-08-16
2021-08-23,1902.6107177734375,1932.9000244140625,1988.949951171875,1897.050048828125,1974.0,273121,2021-08-23
2021-08-30,2073.819580078125,2097.050048828125,2108.89990234375,1940.0,1963.449951171875,413783,2021-08-30
2021-09-06,2069.418701171875,2092.60009765625,2145.0,2022.25,2113.0,170120,2021-09-06
2021-09-13,2074.51171875,2097.75,2198.35009765625,2054.949951171875,2093.0,263653,2021-09-13
2021-09-20,1921.8717041015625,1943.4000244140625,2110.14990234375,1936.0,2095.300048828125,255679,2021-09-20
2021-09-27,1907.5322265625,1928.9000244140625,2006.449951171875,1910.9000244140625,1949.0,152079,2021-09-27
2021-10-04,1854.9215087890625,1875.699951171875,1987.9000244140625,1865.3499755859375,1941.75,684112,2021-10-04
2021-10-11,1866.2940673828125,1887.199951171875,1907.8499755859375,1840.0,1890.199951171875,696133,2021-10-11
2021-10-18,1916.08642578125,1937.550048828125,1947.0,1852.800048828125,1893.949951171875,645072,2021-10-18
2021-10-25,1896.4068603515625,1917.6500244140625,1965.0,1891.0999755859375,1948.0,189965,2021-10-25
2021-11-01,1884.787109375,1905.9000244140625,1974.9000244140625,1873.050048828125,1917.6500244140625,347990,2021-11-01
2021-11-08,1875.6888427734375,1896.699951171875,1920.0,1875.0,1919.8499755859375,240928,2021-11-08
2021-11-15,1868.8160400390625,1889.75,1906.0,1861.0,1905.0,51105,2021-11-15
2021-11-22,1838.752685546875,1859.3499755859375,1893.699951171875,1829.699951171875,1890.0,118886,2021-11-22
2021-11-29,1820.1610107421875,1840.550048828125,1925.0,1819.0999755859375,1850.0,314009,2021-11-29
2021-12-06,1843.2027587890625,1863.8499755859375,1908.3499755859375,1808.800048828125,1830.0,111343,2021-12-06
2021-12-13,1806.0194091796875,1826.25,1894.0,1793.0,1873.699951171875,102436,2021-12-13
2021-12-20,1783.125732421875,1803.0999755859375,1842.800048828125,1766.0,1830.0,160205,2021-12-20
2021-12-27,1851.7076416015625,1872.449951171875,1883.949951171875,1767.0,1823.0,80754,2021-12-27
2022-01-03,1819.6170654296875,1840.0,1887.9000244140625,1812.050048828125,1880.0,84614,2022-01-03
2022-01-10,1849.6802978515625,1870.4000244140625,1890.0,1820.050048828125,1826.0,221202,2022-01-10
2022-01-17,1877.9635009765625,1899.0,1944.0,1856.5999755859375,1875.0,136226,2022-01-17
2022-01-24,1857.1466064453125,1877.949951171875,1944.0,1792.300048828125,1895.0,192375,2022-01-24
2022-01-31,1831.6817626953125,1852.199951171875,2000.0,1824.3499755859375,1877.949951171875,267361,2022-01-31
2022-02-07,1844.6861572265625,1865.3499755859375,1929.0,1835.4000244140625,1835.4000244140625,220987,2022-02-07
2022-02-14,1764.5836181640625,1784.3499755859375,1880.0,1771.050048828125,1846.0,278306,2022-02-14
2022-02-21,1621.2886962890625,1639.449951171875,1783.8499755859375,1625.0,1766.199951171875,485962,2022-02-21
2022-02-28,1531.5439453125,1548.699951171875,1639.0,1517.0,1622.0,300264,2022-02-28
2022-03-07,1665.4935302734375,1684.1500244140625,1729.5,1475.050048828125,1548.699951171875,223296,2022-03-07
2022-03-14,1729.674560546875,1749.050048828125,1784.4000244140625,1654.8499755859375,1693.0,78716,2022-03-14
2022-03-21,1665.74072265625,1684.4000244140625,1758.75,1678.050048828125,1735.0,134457,2022-03-21
2022-03-28,1619.0635986328125,1637.199951171875,1686.25,1581.199951171875,1670.0999755859375,391054,2022-03-28
2022-04-04,1684.826904296875,1703.699951171875,1732.0999755859375,1633.8499755859375,1645.0,786595,2022-04-04
2022-04-11,1729.872314453125,1749.25,1762.0,1693.0,1706.5999755859375,413613,2022-04-11
2022-04-18,1862.48681640625,1883.3499755859375,1917.699951171875,1720.25,1749.25,508380,2022-04-18
2022-04-25,1915.9381103515625,1937.4000244140625,1951.0,1823.800048828125,1883.0,545551,2022-04-25
2022-05-02,1891.0172119140625,1912.199951171875,2020.0,1862.1500244140625,1940.0,376722,2022-05-02
2022-05-09,1793.460205078125,1813.550048828125,1909.9000244140625,1782.6500244140625,1894.800048828125,184069,2022-05-09
2022-05-16,1771.2093505859375,1791.050048828125,1849.0,1757.5,1822.9000244140625,206602,2022-05-16
2022-05-23,2048.404296875,2071.35009765625,2094.449951171875,1774.800048828125,1780.0,1105645,2022-05-23
2022-05-30,2222.15771484375,2247.050048828125,2350.0,2072.550048828125,2098.0,789022,2022-05-30
2022-06-06,2072.5341796875,2095.75,2273.5,2055.0,2256.949951171875,280963,2022-06-06
2022-06-13,2064.2763671875,2087.39990234375,2200.0,2025.0,2085.0,302847,2022-06-13
2022-06-20,2155.455078125,2179.60009765625,2211.14990234375,2080.050048828125,2103.0,267980,2022-06-20
2022-06-27,2187.644287109375,2212.14990234375,2263.949951171875,2127.85009765625,2210.0,202715,2022-06-27
2022-07-04,2268.736083984375,2294.14990234375,2428.85009765625,2210.949951171875,2212.14990234375,735605,2022-07-04
2022-07-11,2275.80712890625,2301.300048828125,2349.0,2243.25,2338.0,574676,2022-07-11
2022-07-18,2373.0673828125,2399.64990234375,2489.0,2301.35009765625,2308.800048828125,336117,2022-07-18
2022-07-25,2372.029296875,2398.60009765625,2415.050048828125,2307.0,2399.64990234375,238874,2022-07-25
2022-08-01,2352.54736328125,2378.89990234375,2508.5,2358.0,2412.35009765625,521900,2022-08-01
2022-08-08,2528.179931640625,2556.5,2654.10009765625,2363.300048828125,2378.050048828125,839068,2022-08-08
2022-08-15,2484.568359375,2512.39990234375,2580.0,2491.550048828125,2556.5,213830,2022-08-15
2022-08-22,2517.449951171875,2545.64990234375,2627.949951171875,2450.0,2519.10009765625,206402,2022-08-22
2022-08-29,2567.885009765625,2596.64990234375,2680.550048828125,2445.0,2445.0,252870,2022-08-29
2022-09-05,2529.18701171875,2548.75,2687.35009765625,2469.800048828125,2620.0,301332,2022-09-05
2022-09-12,2487.459716796875,2506.699951171875,2639.949951171875,2470.0,2560.0,161014,2022-09-12
2022-09-19,2595.6728515625,2615.75,2723.89990234375,2511.35009765625,2533.949951171875,285273,2022-09-19
2022-09-26,2489.9404296875,2509.199951171875,2621.0,2420.0,2621.0,354341,2022-09-26
2022-10-03,2506.413330078125,2525.800048828125,2539.0,2406.10009765625,2472.14990234375,345639,2022-10-03
2022-10-10,2578.406494140625,2598.35009765625,2628.050048828125,2490.050048828125,2502.800048828125,373814,2022-10-10
2022-10-17,2586.34521484375,2606.35009765625,2654.0,2560.25,2606.199951171875,194593,2022-10-17
2022-10-24,2618.595703125,2638.85009765625,2718.85009765625,2581.85009765625,2623.0,128690,2022-10-24
2022-10-31,2718.8203125,2739.85009765625,2814.0,2641.0,2651.0,195940,2022-10-31
2022-11-07,2573.643310546875,2593.550048828125,2775.0,2570.0,2745.0,103040,2022-11-07
2022-11-14,2638.640625,2659.050048828125,2821.25,2521.0,2591.0,677778,2022-11-14
2022-11-21,2619.637451171875,2639.89990234375,2790.0,2627.0,2676.300048828125,195810,2022-11-21
2022-11-28,2740.651611328125,2761.85009765625,2810.0,2615.949951171875,2636.0,464913,2022-11-28
2022-12-05,2731.4228515625,2752.550048828125,2874.75,2715.10009765625,2798.699951171875,291586,2022-12-05
2022-12-12,2651.887939453125,2672.39990234375,2792.75,2606.64990234375,2760.0,204077,2022-12-12
2022-12-19,2549.82763671875,2569.550048828125,2768.0,2531.300048828125,2651.0,205236,2022-12-19
2022-12-26,2545.2626953125,2564.949951171875,2649.14990234375,2493.300048828125,2515.050048828125,146494,2022-12-26
2023-01-02,2491.032470703125,2510.300048828125,2627.449951171875,2503.0,2569.449951171875,416739,2023-01-02
2023-01-09,2505.6689453125,2525.050048828125,2587.10009765625,2481.25,2510.300048828125,488732,2023-01-09
2023-01-16,2405.79150390625,2424.39990234375,2527.5,2383.5,2515.449951171875,336034,2023-01-16
2023-01-23,2578.80322265625,2598.75,2625.0,2420.64990234375,2429.39990234375,338709,2023-01-23
2023-01-30,2779.699462890625,2801.199951171875,2911.25,2570.0,2665.0,912430,2023-01-30
2023-02-06,2766.104736328125,2787.5,2839.0,2740.0,2810.0,282280,2023-02-06
2023-02-13,2755.685302734375,2777.0,2849.89990234375,2755.0,2815.800048828125,219387,2023-02-13
2023-02-20,2699.469970703125,2720.35009765625,2795.949951171875,2656.0,2779.949951171875,276199,2023-02-20
2023-02-27,2664.58984375,2685.199951171875,2727.64990234375,2640.0,2700.050048828125,294257,2023-02-27
2023-03-06,2778.856201171875,2800.35009765625,2829.85009765625,2675.0,2690.0,330163,2023-03-06
2023-03-13,2782.229736328125,2803.75,2829.89990234375,2712.60009765625,2800.35009765625,194222,2023-03-13
2023-03-20,2821.228271484375,2843.050048828125,2894.0,2642.699951171875,2752.0,239721,2023-03-20
2023-03-27,2880.8173828125,2903.10009765625,2960.0,2829.0,2865.60009765625,344895,2023-03-27
2023-04-03,2911.4306640625,2933.949951171875,2988.0,2886.0,2918.39990234375,193135,2023-04-03
2023-04-10,2860.42529296875,2882.550048828125,2962.14990234375,2851.550048828125,2939.75,207981,2023-04-10
2023-04-17,2758.4638671875,2779.800048828125,2940.300048828125,2732.60009765625,2885.10009765625,228995,2023-04-17
2023-04-24,2697.88232421875,2718.75,2820.050048828125,2620.0,2779.949951171875,375458,2023-04-24
2023-05-01,2726.312255859375,2747.39990234375,2840.0,2718.75,2718.75,169497,2023-05-01
2023-05-08,2722.243896484375,2743.300048828125,2788.050048828125,2664.449951171875,2765.0,257638,2023-05-08
2023-05-15,2802.919921875,2824.60009765625,2900.0,2711.89990234375,2745.0,341471,2023-05-15
2023-05-22,2778.955078125,2800.449951171875,2960.0,2790.050048828125,2832.949951171875,582156,2023-05-22
2023-05-29,3034.8759765625,3058.35009765625,3094.699951171875,2761.0,2834.0,1182698,2023-05-29
2023-06-05,3198.46044921875,3223.199951171875,3236.0,3002.0,3085.0,789234,2023-06-05
2023-06-12,3450.3125,3477.0,3498.949951171875,3196.300048828125,3225.25,456811,2023-06-12
2023-06-19,3286.181884765625,3311.60009765625,3460.0,3283.35009765625,3460.0,295644,2023-06-19
2023-06-26,3175.884765625,3200.449951171875,3363.699951171875,3180.0,3346.550048828125,263960,2023-06-26
2023-07-03,3183.12890625,3207.75,3265.0,3100.75,3205.0,527664,2023-07-03
2023-07-10,3337.53466796875,3363.35009765625,3402.35009765625,3182.0,3214.949951171875,294528,2023-07-10
2023-07-17,3485.6884765625,3512.64990234375,3570.0,3328.5,3359.949951171875,535553,2023-07-17
2023-07-24,3486.978759765625,3513.949951171875,3617.60009765625,3461.10009765625,3530.949951171875,236811,2023-07-24
2023-07-31,3386.4560546875,3412.64990234375,3564.0,3326.0,3532.39990234375,823412,2023-07-31
2023-08-07,3573.01318359375,3600.64990234375,3645.0,3425.60009765625,3449.0,549352,2023-08-07
2023-08-14,3595.63818359375,3623.449951171875,3668.550048828125,3510.0,3610.0,179527,2023-08-14
2023-08-21,3620.1484375,3648.14990234375,3703.35009765625,3575.0,3629.949951171875,479939,2023-08-21
2023-08-28,3675.37158203125,3703.800048828125,3744.0,3640.199951171875,3655.0,412281,2023-08-28
2023-09-04,3694.572998046875,3723.14990234375,3739.949951171875,3590.0,3720.0,252260,2023-09-04
2023-09-11,3659.99072265625,3688.300048828125,3824.0,3527.10009765625,3750.0,900817,2023-09-11
2023-09-18,3479.693603515625,3491.85009765625,3674.0,3455.0,3670.0,180254,2023-09-18
2023-09-25,3500.470947265625,3512.699951171875,3549.0,3365.25,3480.0,218247,2023-09-25
2023-10-02,3428.17333984375,3440.14990234375,3598.0,3406.0,3512.699951171875,245934,2023-10-02
2023-10-09,3368.980224609375,3380.75,3498.0,3355.64990234375,3422.300048828125,345290,2023-10-09
2023-10-16,3455.22900390625,3467.300048828125,3594.89990234375,3380.14990234375,3380.75,286254,2023-10-16
2023-10-23,3522.693359375,3535.0,3552.85009765625,3340.050048828125,3467.300048828125,141568,2023-10-23
2023-10-30,3751.792724609375,3764.89990234375,3796.0,3455.0,3553.0,322719,2023-10-30
2023-11-06,3547.10791015625,3559.5,3830.0,3455.050048828125,3765.10009765625,420462,2023-11-06
2023-11-13,3492.05029296875,3504.25,3658.199951171875,3499.75,3560.0,224392,2023-11-13
2023-11-20,3528.87158203125,3541.199951171875,3553.39990234375,3404.60009765625,3513.0,750909,2023-11-20
2023-11-27,3622.14599609375,3634.800048828125,3657.60009765625,3519.64990234375,3541.199951171875,250589,2023-11-27
2023-12-04,3730.21826171875,3743.25,3781.300048828125,3618.0,3650.0,237156,2023-12-04
2023-12-11,3587.566650390625,3600.10009765625,3770.39990234375,3570.10009765625,3723.25,239572,2023-12-11
2023-12-18,3561.8564453125,3574.300048828125,3630.0,3488.050048828125,3619.0,292099,2023-12-18
2023-12-25,3676.655517578125,3689.5,3700.0,3534.050048828125,3574.300048828125,210740,2023-12-25
2024-01-01,3611.732421875,3624.35009765625,3709.800048828125,3525.75,3707.949951171875,271160,2024-01-01
2024-01-08,3734.30419921875,3747.35009765625,3847.199951171875,3580.0,3650.0,642261,2024-01-08
2024-01-15,3700.42236328125,3713.35009765625,3815.449951171875,3601.0,3767.10009765625,304365,2024-01-15
2024-01-22,3881.34033203125,3894.89990234375,3989.0,3600.050048828125,3713.35009765625,264020,2024-01-22
2024-01-29,4445.6689453125,4461.2001953125,4630.0,3840.0,3939.0,1108091,2024-01-29
2024-02-05,3922.69580078125,3936.39990234375,4542.4501953125,3814.0,4468.25,774875,2024-02-05
2024-02-12,3846.462158203125,3859.89990234375,3990.0,3756.050048828125,3940.0,374109,2024-02-12
2024-02-19,3730.36767578125,3743.39990234375,3970.0,3715.25,3864.0,342491,2024-02-19
2024-02-26,3673.615966796875,3686.449951171875,3818.699951171875,3634.89990234375,3729.949951171875,276720,2024-02-26
2024-03-04,3686.271728515625,3699.14990234375,3765.0,3612.300048828125,3765.0,239291,2024-03-04
2024-03-11,3603.510986328125,3616.10009765625,3716.5,3554.10009765625,3708.5,187112,2024-03-11
2024-03-18,3783.233154296875,3796.449951171875,3819.5,3573.050048828125,3614.949951171875,317563,2024-03-18
2024-03-25,3901.619384765625,3915.25,3975.0,3722.0,3803.89990234375,243477,2024-03-25
2024-04-01,3981.739501953125,3995.64990234375,4049.949951171875,3865.0,3935.89990234375,168254,2024-04-01
2024-04-08,3909.9404296875,3923.60009765625,4206.39990234375,3901.0,4075.0,288324,2024-04-08
2024-04-15,3821.399658203125,3834.75,3917.949951171875,3773.39990234375,3900.0,118730,2024-04-15
2024-04-22,3890.906982421875,3904.5,3950.0,3812.60009765625,3860.0,314747,2024-04-22
2024-04-29,3695.58935546875,3708.5,3928.800048828125,3700.0,3904.60009765625,1375771,2024-04-29
2024-05-06,3751.195068359375,3764.300048828125,3897.89990234375,3715.0,3715.0,571349,2024-05-06
2024-05-13,3789.56103515625,3802.800048828125,3860.0,3646.050048828125,3777.64990234375,722663,2024-05-13
2024-05-20,3723.24267578125,3736.25,3811.949951171875,3592.050048828125,3792.64990234375,324954,2024-05-20
2024-05-27,3663.50146484375,3676.300048828125,3746.0,3625.0,3736.25,265365,2024-05-27
2024-06-03,3717.213623046875,3730.199951171875,3749.0,3567.35009765625,3725.0,785706,2024-06-03
2024-06-10,3962.955322265625,3976.800048828125,4005.0,3708.050048828125,3733.0,554889,2024-06-10
2024-06-17,4235.5029296875,4250.2998046875,4339.7001953125,3965.199951171875,3976.800048828125,524117,2024-06-17
2024-06-24,4164.00244140625,4178.5498046875,4336.89990234375,4051.10009765625,4250.2998046875,305914,2024-06-24
2024-07-01,4247.51123046875,4262.35009765625,4327.2001953125,4171.0,4222.85009765625,154403,2024-07-01
2024-07-08,4236.20068359375,4251.0,4424.0,4167.7001953125,4262.35009765625,318025,2024-07-08
2024-07-15,4257.8251953125,4272.7001953125,4699.9501953125,4186.89990234375,4260.0,835420,2024-07-15
2024-07-22,4380.2470703125,4395.5498046875,4537.10009765625,4225.5,4265.0,424598,2024-07-22
2024-07-29,4483.38671875,4499.0498046875,4795.0,4418.7001953125,4418.7001953125,373256,2024-07-29
2024-08-05,4691.70947265625,4708.10009765625,4748.0,4295.0,4450.0498046875,487715,2024-08-05
2024-08-12,4534.5087890625,4550.35009765625,4949.9501953125,4441.85009765625,4741.9501953125,897492,2024-08-12
2024-08-19,4406.9541015625,4422.35009765625,4641.25,4359.2998046875,4593.2998046875,246205,2024-08-19
2024-08-26,4295.25,4295.25,4498.0,4282.9501953125,4450.0,295478,2024-08-26
2024-09-02,4343.5,4343.5,4449.89990234375,4285.0498046875,4317.89990234375,268566,2024-09-02
2024-09-09,4336.5,4336.5,4419.2001953125,4209.2001953125,4300.0,412322,2024-09-09
2024-09-16,4294.7998046875,4294.7998046875,4358.0,4223.14990234375,4340.2998046875,239287,2024-09-16
2024-09-23,4290.14990234375,4290.14990234375,4444.0,4270.0,4270.0,197950,2024-09-23
2024-09-30,4257.35009765625,4257.35009765625,4397.9501953125,4157.60009765625,4300.0,329872,2024-09-30
2024-10-07,4074.35009765625,4074.35009765625,4270.0,4060.0,4212.2998046875,557265,2024-10-07
2024-10-14,4163.85009765625,4163.85009765625,4275.0,3996.14990234375,4074.35009765625,295312,2024-10-14
2024-10-21,3897.699951171875,3897.699951171875,4155.0,3776.89990234375,4150.25,151327,2024-10-21
2024-10-28,3852.699951171875,3852.699951171875,3949.0,3700.0,3897.050048828125,382990,2024-10-28
2024-11-04,3658.14990234375,3658.14990234375,3863.14990234375,3596.60009765625,3850.0,574864,2024-11-04
2024-11-11,3430.89990234375,3430.89990234375,3658.14990234375,3418.25,3658.14990234375,286058,2024-11-11
2024-11-18,3414.949951171875,3414.949951171875,3560.0,3337.0,3430.89990234375,141507,2024-11-18
2024-11-25,3499.25,3499.25,3549.949951171875,3427.35009765625,3432.89990234375,220644,2024-11-25
2024-12-02,3427.300048828125,3427.300048828125,3599.0,3412.39990234375,3539.10009765625,258240,2024-12-02
2024-12-09,3488.60009765625,3488.60009765625,3576.949951171875,3431.050048828125,3431.050048828125,566517,2024-12-09
2024-12-16,3362.699951171875,3362.699951171875,3557.0,3349.89990234375,3520.0,217327,2024-12-16
2024-12-23,3420.5,3420.5,3460.0,3280.10009765625,3362.75,304632,2024-12-23
2024-12-30,3381.75,3381.75,3445.949951171875,3348.199951171875,3438.5,369951,2024-12-30
2025-01-06,3364.14990234375,3364.14990234375,3466.14990234375,3320.0,3381.699951171875,126285,2025-01-06
2025-01-13,3501.5,3501.5,3543.25,3275.050048828125,3357.14990234375,152964,2025-01-13
2025-01-20,3625.0,3625.0,3717.85009765625,3483.60009765625,3539.300048828125,288568,2025-01-20
2025-01-27,3669.60009765625,3669.60009765625,3714.800048828125,3580.64990234375,3600.0,330707,2025-01-27
2025-02-03,3670.050048828125,3670.050048828125,3774.60009765625,3618.75,3657.0,129226,2025-02-03
2025-02-10,3441.5,3441.5,3703.949951171875,3391.5,3673.699951171875,600916,2025-02-10
2025-02-17,3394.10009765625,3394.10009765625,3494.0,3346.39990234375,3396.64990234375,161279,2025-02-17
2025-02-24,3141.25,3141.25,3360.199951171875,3105.0,3360.0,158969,2025-02-24
2025-03-03,3135.85009765625,3135.85009765625,3237.64990234375,3093.300048828125,3135.25,140248,2025-03-03
2025-03-10,3145.0,3145.0,3240.60009765625,3102.39990234375,3125.0,68233,2025-03-10
2025-03-17,3328.75,3328.75,3460.0,3128.85009765625,3145.0,233589,2025-03-17
2025-03-24,3351.699951171875,3351.699951171875,3435.60009765625,3301.25,3330.550048828125,174336,2025-03-24
2025-03-31,3190.64990234375,3190.64990234375,3359.449951171875,3151.699951171875,3351.699951171875,52625,2025-03-31
2025-04-07,3168.75,3168.75,3191.949951171875,3027.199951171875,3077.0,225233,2025-04-07
2025-04-14,3147.5,3147.5,3250.0,3135.39990234375,3168.75,82581,2025-04-14
2025-04-21,3177.199951171875,3177.199951171875,3215.0,3092.0,3159.89990234375,729048,2025-04-21
2025-04-28,3112.300048828125,3112.300048828125,3258.0,3095.0,3183.0,156426,2025-04-28
2025-05-05,3109.39990234375,3109.39990234375,3219.0,3080.0,3094.300048828125,153544,2025-05-05
2025-05-12,3309.699951171875,3309.699951171875,3353.89990234375,3131.5,3131.5,212335,2025-05-12
2025-05-19,3316.10009765625,3316.10009765625,3384.0,3198.0,3328.39990234375,507520,2025-05-19
2025-05-26,3497.89990234375,3497.89990234375,3620.0,3290.0,3348.89990234375,461905,2025-05-26
2025-06-02,3502.0,3502.0,3550.0,3406.60009765625,3496.0,151322,2025-06-02
2025-06-09,3443.800048828125,3443.800048828125,3550.0,3369.89990234375,3550.0,380696,2025-06-09
2025-06-16,3269.60009765625,3269.60009765625,3462.89990234375,3200.0,3430.0,785387,2025-06-16
2025-06-23,3332.10009765625,3332.10009765625,3361.39990234375,3252.0,3252.0,258467,2025-06-23
2025-06-30,3316.10009765625,3316.10009765625,3355.199951171875,3249.0,3340.0,260038,2025-06-30
2025-07-07,3359.699951171875,3359.699951171875,3529.39990234375,3284.300048828125,3316.10009765625,381581,2025-07-07
2025-07-14,3398.199951171875,3398.199951171875,3472.0,3330.89990234375,3359.699951171875,83559,2025-07-14
