Date,Adj Close_INDNIPPON.NS,Close_INDNIPPON.NS,High_INDNIPPON.NS,Low_INDNIPPON.NS,Open_INDNIPPON.NS,Volume_INDNIPPON.NS,Date
2020-07-13,259.94915771484375,283.3999938964844,288.0,276.1000061035156,283.04998779296875,19341,2020-07-13
2020-07-20,247.2910919189453,269.6000061035156,294.0,268.0,285.54998779296875,45360,2020-07-20
2020-07-27,245.3648223876953,267.5,281.8999938964844,264.8500061035156,271.0,40062,2020-07-27
2020-08-03,273.8454895019531,298.54998779296875,300.1000061035156,268.95001220703125,269.0,296697,2020-08-03
2020-08-10,338.7410583496094,369.29998779296875,406.0,295.6499938964844,299.6000061035156,935820,2020-08-10
2020-08-17,340.3462829589844,371.04998779296875,380.0,350.04998779296875,375.1000061035156,239711,2020-08-17
2020-08-24,339.0621032714844,369.6499938964844,379.5,354.04998779296875,376.0,167325,2020-08-24
2020-08-31,311.1318054199219,339.20001220703125,373.0,333.1000061035156,373.0,62858,2020-08-31
2020-09-07,292.6950378417969,319.1000061035156,346.79998779296875,316.20001220703125,333.5,38858,2020-09-07
2020-09-14,316.2225646972656,344.75,364.79998779296875,341.20001220703125,345.0,102619,2020-09-14
2020-09-21,314.4797668457031,342.8500061035156,361.79998779296875,314.0,349.6000061035156,92480,2020-09-21
2020-09-28,319.9832763671875,348.8500061035156,363.75,340.6499938964844,352.8500061035156,58870,2020-09-28
2020-10-05,304.11480712890625,331.54998779296875,357.8999938964844,328.0,350.04998779296875,30049,2020-10-05
2020-10-12,305.2613525390625,332.79998779296875,338.54998779296875,323.20001220703125,332.3999938964844,29299,2020-10-12
2020-10-19,309.0221252441406,336.8999938964844,340.0,323.1499938964844,332.79998779296875,23128,2020-10-19
2020-10-26,303.1517028808594,330.5,339.0,328.0,334.25,23169,2020-10-26
2020-11-02,300.6293029785156,327.75,334.3999938964844,325.6000061035156,330.0,39519,2020-11-02
2020-11-09,313.1039123535156,341.3500061035156,348.0,327.20001220703125,327.75,109349,2020-11-09
2020-11-16,322.1846923828125,351.25,362.04998779296875,331.3999938964844,339.20001220703125,85439,2020-11-16
