Date,Adj Close_PRECWIRE.NS,Close_PRECWIRE.NS,High_PRECWIRE.NS,Low_PRECWIRE.NS,Open_PRECWIRE.NS,Volume_PRECWIRE.NS,Date
2020-07-13,12.746012687683105,13.613332748413086,13.800000190734863,13.073332786560059,13.59333324432373,506055,2020-07-13
2020-07-20,12.933269500732422,13.813332557678223,14.933333396911621,13.600000381469727,13.733332633972168,1091024,2020-07-20
2020-07-27,12.352770805358887,13.19333267211914,14.073332786560059,13.066665649414062,14.073332786560059,372810,2020-07-27
2020-08-03,13.282816886901855,14.186665534973145,14.399999618530273,13.10666561126709,13.666666030883789,702801,2020-08-03
2020-08-10,13.295302391052246,14.199999809265137,16.733333587646484,13.960000038146973,14.613332748413086,1810717,2020-08-10
2020-08-17,16.640972137451172,17.773332595825195,18.266666412353516,14.206665992736816,14.279999732971191,2327526,2020-08-17
2020-08-24,17.134084701538086,18.299999237060547,19.50666618347168,16.66666603088379,17.799999237060547,2586966,2020-08-24
2020-08-31,16.241491317749023,17.34666633605957,18.299999237060547,16.293333053588867,18.299999237060547,676979,2020-08-31
2020-09-07,14.793364524841309,15.800000190734863,17.200000762939453,15.553333282470703,16.893333435058594,585710,2020-09-07
2020-09-14,15.386347770690918,16.433332443237305,17.733333587646484,15.880000114440918,15.993332862854004,755863,2020-09-14
2020-09-21,14.312734603881836,15.286665916442871,16.66666603088379,14.666666030883789,16.66666603088379,483561,2020-09-21
2020-09-28,19.019147872924805,20.31333351135254,20.38666534423828,15.279999732971191,15.460000038146973,7175556,2020-09-28
2020-10-05,16.591039657592773,17.719999313354492,20.459999084472656,17.3799991607666,20.3266658782959,2277538,2020-10-05
2020-10-12,16.179073333740234,17.280000686645508,18.18666648864746,16.52666664123535,17.799999237060547,910056,2020-10-12
2020-10-19,16.578556060791016,17.706666946411133,17.979999542236328,16.860000610351562,17.406665802001953,378186,2020-10-19
2020-10-26,15.935636520385742,17.020000457763672,17.940000534057617,16.600000381469727,17.50666618347168,334199,2020-10-26
2020-11-02,16.141618728637695,17.239999771118164,17.65999984741211,16.399999618530273,17.306665420532227,363974,2020-11-02
2020-11-09,18.057889938354492,19.286666870117188,19.733333587646484,16.713333129882812,17.239999771118164,1451421,2020-11-09
2020-11-16,18.975454330444336,20.266666412353516,22.926666259765625,18.766666412353516,18.766666412353516,5595531,2020-11-16
2020-11-23,19.100296020507812,20.399999618530273,20.866666793823242,19.366666793823242,20.266666412353516,729133,2020-11-23
2020-11-30,20.671934127807617,21.933332443237305,23.466665267944336,20.399999618530273,20.399999618530273,3536331,2020-11-30
2020-12-07,19.829978942871094,21.040000915527344,22.393333435058594,20.866666793823242,21.600000381469727,629983,2020-12-07
2020-12-14,19.44669532775879,20.633333206176758,22.0,20.04666519165039,21.81999969482422,717772,2020-12-14
2020-12-21,19.65404510498047,20.85333251953125,21.31999969482422,19.066665649414062,20.633333206176758,585246,2020-12-21
2020-12-28,19.698028564453125,20.899999618530273,21.453332901000977,20.04666519165039,20.68666648864746,810104,2020-12-28
2021-01-04,20.16299057006836,21.393333435058594,21.866666793823242,20.520000457763672,21.17333221435547,1544278,2021-01-04
2021-01-11,19.641481399536133,20.84000015258789,22.253332138061523,20.53333282470703,21.600000381469727,1232811,2021-01-11
2021-01-18,19.440412521362305,20.626665115356445,21.453332901000977,20.146665573120117,20.84000015258789,803384,2021-01-18
2021-01-25,17.970129013061523,19.066665649414062,21.066665649414062,18.706666946411133,21.00666618347168,470107,2021-01-25
2021-02-01,19.88652801513672,21.100000381469727,21.99333381652832,18.99333381652832,19.99333381652832,1073121,2021-02-01
2021-02-08,22.39983367919922,23.766666412353516,24.53333282470703,20.8799991607666,21.219999313354492,5775778,2021-02-08
2021-02-15,22.286731719970703,23.646665573120117,24.899999618530273,22.8799991607666,24.253332138061523,2838741,2021-02-15
2021-02-22,21.87203598022461,23.206666946411133,24.266666412353516,21.866666793823242,23.333332061767578,2687773,2021-02-22
2021-03-01,24.40323829650879,25.593332290649414,26.933332443237305,22.746665954589844,23.719999313354492,6584714,2021-03-01
2021-03-08,24.981698989868164,26.200000762939453,27.413333892822266,24.860000610351562,26.1200008392334,5177257,2021-03-08
2021-03-15,24.49223518371582,25.68666648864746,28.66666603088379,23.760000228881836,26.65333366394043,4190443,2021-03-15
2021-03-22,25.127897262573242,26.35333251953125,27.8266658782959,25.399999618530273,25.860000610351562,2956094,2021-03-22
2021-03-29,24.848209381103516,26.059999465942383,27.086666107177734,25.553333282470703,26.35333251953125,429209,2021-03-29
2021-04-05,24.74650001525879,25.953332901000977,26.53333282470703,25.066665649414062,26.53333282470703,1064655,2021-04-05
2021-04-12,23.316247940063477,24.453332901000977,25.47333335876465,24.1200008392334,25.206666946411133,808783,2021-04-12
2021-04-19,22.89670753479004,24.01333236694336,24.633333206176758,23.53333282470703,23.600000381469727,662677,2021-04-19
2021-04-26,25.115188598632812,26.34000015258789,27.600000381469727,23.639999389648438,24.53333282470703,1819934,2021-04-26
2021-05-03,25.235963821411133,26.466665267944336,27.466665267944336,25.079999923706055,25.600000381469727,1066184,2021-05-03
2021-05-10,25.979694366455078,27.246665954589844,30.520000457763672,26.0,26.66666603088379,3525810,2021-05-10
2021-05-17,25.801706314086914,27.059999465942383,29.200000762939453,26.67333221435547,27.200000762939453,881175,2021-05-17
2021-05-24,25.636430740356445,26.88666534423828,28.0,26.613332748413086,27.18666648864746,1375852,2021-05-24
2021-05-31,26.354738235473633,27.639999389648438,27.899999618530273,25.413333892822266,26.88666534423828,1515637,2021-05-31
2021-06-07,28.3316593170166,29.713333129882812,30.933332443237305,27.066665649414062,28.266666412353516,4196099,2021-06-07
2021-06-14,28.452436447143555,29.84000015258789,32.166664123535156,28.16666603088379,30.0,4080238,2021-06-14
2021-06-21,29.425006866455078,30.860000610351562,32.6533317565918,29.206666946411133,29.733333587646484,6955446,2021-06-21
2021-06-28,29.628419876098633,31.073333740234375,31.933332443237305,30.139999389648438,31.31333351135254,1837641,2021-06-28
2021-07-05,28.477859497070312,29.866666793823242,31.866666793823242,29.433332443237305,31.133333206176758,1439249,2021-07-05
2021-07-12,29.100818634033203,30.520000457763672,30.979999542236328,29.333332061767578,30.200000762939453,1072807,2021-07-12
2021-07-19,27.810415267944336,29.16666603088379,30.299999237060547,28.65333366394043,30.0,927846,2021-07-19
2021-07-26,28.941898345947266,30.35333251953125,32.30666732788086,28.299999237060547,29.16666603088379,2743755,2021-07-26
2021-08-02,28.217241287231445,29.593332290649414,31.15333366394043,28.16666603088379,30.600000381469727,1448106,2021-08-02
2021-08-09,28.6749210357666,30.073333740234375,31.253332138061523,25.906665802001953,29.920000076293945,2095461,2021-08-09
2021-08-16,28.77662467956543,30.18000030517578,31.586666107177734,28.8266658782959,31.066665649414062,1134171,2021-08-16
2021-08-23,29.908111572265625,31.366666793823242,34.0,29.200000762939453,30.399999618530273,5260221,2021-08-23
2021-08-30,30.973634719848633,32.19333267211914,33.30666732788086,30.206666946411133,31.85333251953125,1626486,2021-08-30
2021-09-06,30.941564559936523,32.15999984741211,34.400001525878906,31.66666603088379,33.32666778564453,2971333,2021-09-06
2021-09-13,31.499591827392578,32.7400016784668,34.93333435058594,31.02666664123535,32.53333282470703,8324242,2021-09-13
2021-09-20,30.428434371948242,31.626665115356445,32.7066650390625,30.84666633605957,32.400001525878906,1417056,2021-09-20
