Date,Adj Close_ASIANTILES.NS,Close_ASIANTILES.NS,High_ASIANTILES.NS,Low_ASIANTILES.NS,Open_ASIANTILES.NS,Volume_ASIANTILES.NS,Date
2020-07-13,131.99160766601562,134.67576599121094,137.77320861816406,129.90316772460938,130.8513641357422,295535,2020-07-13
2020-07-20,160.7999267578125,164.06991577148438,166.02952575683594,135.5923614501953,137.1726837158203,1661096,2020-07-20
2020-07-27,149.7102813720703,152.75474548339844,169.25338745117188,149.56246948242188,166.85128784179688,1521072,2020-07-27
2020-08-03,132.30136108398438,134.9918212890625,154.5563201904297,133.19024658203125,152.78634643554688,1392402,2020-08-03
2020-08-10,139.27114868164062,142.1033172607422,144.31578063964844,134.01202392578125,134.64414978027344,749603,2020-08-10
2020-08-17,148.44024658203125,151.45887756347656,152.78634643554688,142.229736328125,144.37899780273438,1539512,2020-08-17
2020-08-24,157.08273315429688,160.27711486816406,162.45797729492188,150.5106658935547,152.65992736816406,2346690,2020-08-24
2020-08-31,175.51385498046875,179.0830535888672,183.31832885742188,158.66517639160156,162.9952850341797,3325893,2020-08-31
2020-09-07,187.4088897705078,191.21998596191406,194.0645751953125,171.93995666503906,179.0830535888672,3247439,2020-09-07
2020-09-14,189.45333862304688,193.30601501464844,198.3630828857422,189.1023406982422,192.16818237304688,3207187,2020-09-14
2020-09-21,180.28427124023438,183.95046997070312,199.0584259033203,180.5685577392578,195.89776611328125,2284445,2020-09-21
2020-09-28,179.44790649414062,183.0970916748047,192.80032348632812,181.54837036132812,187.8064727783203,1930861,2020-09-28
2020-10-05,182.76239013671875,186.47898864746094,196.05580139160156,184.55099487304688,184.55099487304688,1973657,2020-10-05
2020-10-12,169.38046264648438,172.82493591308594,188.3121795654297,163.8170623779297,186.47898864746094,1526197,2020-10-12
2020-10-19,173.43841552734375,176.9654083251953,179.52554321289062,165.7134552001953,174.46849060058594,1570963,2020-10-19
2020-10-26,175.7616729736328,179.33590698242188,181.3903350830078,168.87411499023438,171.8451385498047,1208482,2020-10-26
2020-11-02,173.15960693359375,176.68093872070312,186.79505920410156,175.16383361816406,179.3675079345703,1801756,2020-11-02
2020-11-09,182.60751342773438,186.3209686279297,187.1111297607422,175.22703552246094,177.8820037841797,2204706,2020-11-09
2020-11-16,180.39532470703125,183.60279846191406,190.872314453125,180.53695678710938,184.64581298828125,697590,2020-11-16
2020-11-23,188.15892028808594,191.5044403076172,195.9609832763672,182.6862030029297,185.15151977539062,1615822,2020-11-23
2020-11-30,185.829833984375,189.1339569091797,193.36923217773438,149.0567626953125,191.5044403076172,1575216,2020-11-30
2020-12-07,178.7804718017578,181.95924377441406,191.4412384033203,177.8503875732422,190.90391540527344,1450076,2020-12-07
2020-12-14,178.8425750732422,182.0224609375,187.74325561523438,177.7555694580078,184.39295959472656,1002264,2020-12-14
2020-12-21,173.87387084960938,176.9654083251953,183.31832885742188,173.8363494873047,183.31832885742188,650742,2020-12-21
2020-12-28,175.1781463623047,178.29287719726562,179.52554321289062,175.7327423095703,177.629150390625,1113240,2020-12-28
2021-01-04,180.89218139648438,184.10850524902344,188.3121795654297,177.02862548828125,178.89340209960938,1907768,2021-01-04
2021-01-11,183.31443786621094,186.57382202148438,187.83807373046875,179.11465454101562,185.15151977539062,1827723,2021-01-11
2021-01-18,177.25880432128906,180.4105224609375,189.2603759765625,172.9197540283203,186.57382202148438,1374628,2021-01-18
2021-01-25,179.4015655517578,182.5913848876953,186.38417053222656,174.46849060058594,181.6431884765625,1440738,2021-01-25
2021-02-01,172.0416717529297,175.10061645507812,192.42103576660156,164.3543701171875,182.0224609375,4835283,2021-02-01
2021-02-08,162.75637817382812,165.65023803710938,179.39910888671875,164.9864959716797,173.8363494873047,1793089,2021-02-08
2021-02-15,154.06112670898438,156.80038452148438,166.25076293945312,151.39566040039062,165.58702087402344,1457774,2021-02-15
2021-02-22,116.42314147949219,118.49317932128906,157.9066162109375,102.5318374633789,157.9066162109375,9378207,2021-02-22
2021-03-01,111.64076232910156,113.62576293945312,129.5238800048828,112.51953125,124.53003692626953,4904909,2021-03-01
2021-03-08,105.3056411743164,107.17800903320312,115.04805755615234,102.72148132324219,113.84700775146484,3594117,2021-03-08
2021-03-15,101.61016845703125,103.41682434082031,112.26667785644531,100.19294738769531,111.25526428222656,6298147,2021-03-15
2021-03-22,86.79718780517578,88.34046936035156,108.72673797607422,87.55030822753906,101.77328491210938,11803059,2021-03-22
2021-03-29,98.44261169433594,100.19294738769531,100.19294738769531,87.32906341552734,88.34046936035156,6188394,2021-03-29
2021-04-05,107.54157257080078,109.45368957519531,112.0454330444336,98.73904418945312,101.14115142822266,5926113,2021-04-05
2021-04-12,99.15686798095703,100.91990661621094,107.3676528930664,98.67583465576172,104.45984649658203,1638794,2021-04-12
2021-04-19,98.53577423095703,100.28777313232422,102.68987274169922,96.08409118652344,98.043701171875,1414183,2021-04-19
2021-04-26,96.73462677001953,98.45458984375,103.89092254638672,98.043701171875,101.39400482177734,1072323,2021-04-26
2021-05-03,96.61040496826172,98.32816314697266,99.87688446044922,95.51517486572266,98.043701171875,955899,2021-05-03
2021-05-10,100.52325439453125,102.31059265136719,108.72673797607422,98.23333740234375,99.81367492675781,1992914,2021-05-10
2021-05-17,116.48524475097656,118.55638885498047,121.36937713623047,90.7425765991211,104.04895782470703,4866127,2021-05-17
2021-05-24,124.93206024169922,127.15338897705078,129.46067810058594,119.91547393798828,119.91547393798828,5289318,2021-05-24
2021-05-31,114.15616607666016,116.18589782714844,131.45188903808594,113.7837905883789,129.58709716796875,16125353,2021-05-31
2021-06-07,117.57215881347656,119.6626205444336,123.07613372802734,111.57132720947266,117.13409423828125,11489430,2021-06-07
2021-06-14,111.45442199707031,113.43611907958984,122.31758117675781,111.25526428222656,120.64242553710938,8888131,2021-06-14
2021-06-21,111.48548889160156,113.46772766113281,117.89265441894531,109.2324447631836,111.95060729980469,5524068,2021-06-21
2021-06-28,114.52882385253906,116.56517791748047,120.04190063476562,113.91021728515625,114.41592407226562,4164818,2021-06-28
2021-07-05,109.65327453613281,111.60293579101562,118.52478790283203,111.19205474853516,117.22891235351562,5368860,2021-07-05
2021-07-12,113.44190979003906,115.45894622802734,121.36937713623047,111.12883758544922,112.48792266845703,6047019,2021-07-12
2021-07-19,111.17494201660156,113.15166473388672,116.0594711303711,111.3184814453125,114.6055679321289,2096055,2021-07-19
2021-07-26,109.65327453613281,111.60293579101562,113.46772766113281,109.64332580566406,113.02523803710938,1558380,2021-07-26
2021-08-02,113.1003189086914,115.11127471923828,120.04190063476562,111.6345443725586,112.80398559570312,5900722,2021-08-02
2021-08-09,105.61619567871094,107.49407958984375,114.89002227783203,102.81629943847656,113.7837905883789,2335220,2021-08-09
2021-08-16,98.56684112548828,100.31938171386719,108.34745788574219,99.87688446044922,108.34745788574219,1117921,2021-08-16
2021-08-23,99.03265380859375,100.7934799194336,108.72673797607422,95.45195770263672,100.57222747802734,5869225,2021-08-23
2021-08-30,102.88339233398438,104.71269226074219,106.76712799072266,100.88829803466797,102.37380981445312,2321996,2021-08-30
2021-09-06,118.3885726928711,120.4935531616211,124.1584701538086,98.99189758300781,106.64070129394531,9927038,2021-09-06
2021-09-13,112.32583618164062,114.32302856445312,124.1584701538086,112.9393310546875,122.66258239746094,3935116,2021-09-13
2021-09-20,112.47280883789062,114.47261047363281,123.41053009033203,108.93783569335938,114.06124877929688,7986857,2021-09-20
2021-09-27,116.84532928466797,118.9228744506836,120.41875457763672,110.62071228027344,114.47261047363281,7263076,2021-09-27
2021-10-04,121.03412628173828,123.18614196777344,131.86227416992188,115.0335693359375,120.11958312988281,7531036,2021-10-04
2021-10-11,110.19469451904297,112.15399169921875,124.90641021728516,111.1816635131836,124.1584701538086,2892407,2021-10-11
2021-10-18,100.6160659790039,102.09416198730469,113.79946899414062,96.26021575927734,111.44344329833984,4590799,2021-10-18
2021-10-25,98.2573013305664,99.70074462890625,105.19812774658203,99.1023941040039,102.99169158935547,2463288,2021-10-25
2021-11-01,99.65782165527344,101.12184143066406,102.09416198730469,99.36417388916016,100.97225189208984,803323,2021-11-01
2021-11-08,103.67509460449219,105.19812774658203,109.57359313964844,101.15923309326172,102.65512084960938,2760586,2021-11-08
2021-11-15,99.73152923583984,101.1966323852539,109.57359313964844,100.52348327636719,109.57359313964844,1886165,2021-11-15
2021-11-22,94.35059356689453,95.73664855957031,102.2437515258789,93.15625,101.7201919555664,2028733,2021-11-22
2021-11-29,95.38256072998047,96.78377532958984,98.54143524169922,91.62297058105469,93.71720886230469,1035417,2021-11-29
2021-12-06,101.13204193115234,102.61772155761719,103.55265045166016,96.26021575927734,100.89745330810547,1167989,2021-12-06
2021-12-13,98.47843933105469,99.92513275146484,104.15100860595703,98.95280456542969,104.15100860595703,1161867,2021-12-13
2021-12-20,109.94055938720703,111.5556411743164,112.9393310546875,96.4845962524414,99.92513275146484,7112132,2021-12-20
2021-12-27,103.15911102294922,104.67456817626953,114.43521881103516,104.3379898071289,112.9393310546875,2906773,2021-12-27
2022-01-03,94.3137435913086,95.69925689697266,107.66633605957031,94.83911895751953,104.67456817626953,6664201,2022-01-03
2022-01-10,95.45626831054688,96.85856628417969,99.36417388916016,89.86530303955078,97.8682861328125,12948240,2022-01-10
2022-01-17,90.73873901367188,92.07173156738281,98.5788345336914,88.89297485351562,97.23253631591797,10222842,2022-01-17
2022-01-24,89.15393829345703,90.46365356445312,92.48310089111328,87.2101058959961,91.54817199707031,1671213,2022-01-24
2022-01-31,90.03848266601562,91.36119079589844,94.57733917236328,90.76283264160156,90.91242218017578,1787277,2022-01-31
2022-02-07,84.3995590209961,85.6394271850586,91.51077270507812,81.56314086914062,91.24899291992188,2150763,2022-02-07
2022-02-14,81.78279876708984,82.9842300415039,87.7336654663086,79.6558837890625,83.61997985839844,1789022,2022-02-14
2022-02-21,74.15367126464844,75.24302673339844,83.28340911865234,71.802490234375,83.0216293334961,2175180,2022-02-21
2022-02-28,74.81707763671875,75.91617584228516,78.42178344726562,73.97151947021484,74.0837173461914,1102714,2022-02-28
2022-03-07,76.438720703125,77.5616455078125,79.13232421875,72.62522888183594,74.71946716308594,2091021,2022-03-07
2022-03-14,79.57145690917969,80.74040222167969,83.39559936523438,75.16822814941406,78.42178344726562,1745657,2022-03-14
2022-03-21,75.77532196044922,76.88849639892578,84.74189758300781,76.58931732177734,81.4509506225586,2584204,2022-03-21
2022-03-28,75.0382080078125,76.14055633544922,77.67383575439453,73.67234802246094,76.88849639892578,3271931,2022-03-28
2022-04-04,85.4315185546875,86.6865463256836,90.72543334960938,77.15027618408203,78.42178344726562,7351087,2022-04-04
2022-04-11,92.98401641845703,94.3499984741211,104.80000305175781,87.8499984741211,90.0,5613613,2022-04-11
2022-04-18,81.502685546875,82.69999694824219,94.44999694824219,78.5999984741211,94.44999694824219,4600243,2022-04-18
2022-04-25,71.05615234375,72.0999984741211,84.75,63.900001525878906,82.5,8195225,2022-04-25
2022-05-02,75.93448638916016,77.05000305175781,78.94999694824219,65.94999694824219,71.80000305175781,4199485,2022-05-02
2022-05-09,69.33148956298828,70.3499984741211,86.44999694824219,69.8499984741211,76.80000305175781,16008550,2022-05-09
2022-05-16,60.264686584472656,61.150001525878906,72.0,59.900001525878906,72.0,9482570,2022-05-16
2022-05-23,52.774715423583984,53.54999923706055,61.849998474121094,47.599998474121094,61.0,20836695,2022-05-23
2022-05-30,49.62104034423828,50.349998474121094,54.45000076293945,48.25,54.0,6186136,2022-05-30
2022-06-06,46.81230545043945,47.5,51.849998474121094,47.20000076293945,49.849998474121094,4754502,2022-06-06
2022-06-13,41.599998474121094,41.599998474121094,47.099998474121094,40.5,46.900001525878906,7788738,2022-06-13
2022-06-20,46.099998474121094,46.099998474121094,47.25,39.5,40.54999923706055,3446608,2022-06-20
2022-06-27,40.75,40.75,47.54999923706055,39.650001525878906,47.54999923706055,10879503,2022-06-27
2022-07-04,42.20000076293945,42.20000076293945,42.5,38.79999923706055,41.599998474121094,6662698,2022-07-04
2022-07-11,41.20000076293945,41.20000076293945,45.5,39.75,42.0,6417025,2022-07-11
2022-07-18,46.45000076293945,46.45000076293945,48.0,41.29999923706055,41.849998474121094,4085077,2022-07-18
2022-07-25,46.29999923706055,46.29999923706055,47.54999923706055,45.0,47.0,1371025,2022-07-25
2022-08-01,51.900001525878906,51.900001525878906,53.0,46.099998474121094,46.29999923706055,4551451,2022-08-01
2022-08-08,52.70000076293945,52.70000076293945,56.5,50.099998474121094,52.400001525878906,3782927,2022-08-08
2022-08-15,55.20000076293945,55.20000076293945,57.0,47.54999923706055,52.70000076293945,4792146,2022-08-15
2022-08-22,60.0,60.0,61.95000076293945,54.70000076293945,54.79999923706055,4528793,2022-08-22
2022-08-29,66.75,66.75,68.0,57.20000076293945,57.349998474121094,5471107,2022-08-29
2022-09-05,63.29999923706055,63.29999923706055,70.0,62.599998474121094,66.1500015258789,5437548,2022-09-05
2022-09-12,62.150001525878906,62.150001525878906,66.75,61.70000076293945,63.0,2718406,2022-09-12
2022-09-19,58.45000076293945,58.45000076293945,64.9000015258789,58.150001525878906,62.849998474121094,1968576,2022-09-19
2022-09-26,55.79999923706055,55.79999923706055,58.0,52.650001525878906,58.0,2658934,2022-09-26
2022-10-03,57.54999923706055,57.54999923706055,59.0,55.0,56.900001525878906,905971,2022-10-03
2022-10-10,56.0,56.0,61.400001525878906,55.45000076293945,56.0,4153422,2022-10-10
2022-10-17,55.25,55.25,56.70000076293945,54.79999923706055,56.20000076293945,887382,2022-10-17
2022-10-24,55.25,55.25,56.25,54.5,55.849998474121094,760562,2022-10-24
2022-10-31,56.79999923706055,56.79999923706055,57.849998474121094,55.099998474121094,55.650001525878906,1151063,2022-10-31
2022-11-07,53.04999923706055,53.04999923706055,58.45000076293945,52.04999923706055,56.79999923706055,2887098,2022-11-07
2022-11-14,50.75,50.75,53.5,50.5,53.5,1131597,2022-11-14
2022-11-21,51.75,51.75,52.099998474121094,49.900001525878906,50.25,1535167,2022-11-21
2022-11-28,52.349998474121094,52.349998474121094,53.0,51.25,51.25,1634789,2022-11-28
2022-12-05,52.400001525878906,52.400001525878906,54.75,51.349998474121094,52.849998474121094,1800357,2022-12-05
2022-12-12,51.0,51.0,52.70000076293945,50.599998474121094,52.349998474121094,3229041,2022-12-12
2022-12-19,45.20000076293945,45.20000076293945,52.599998474121094,45.04999923706055,51.29999923706055,2347928,2022-12-19
2022-12-26,50.70000076293945,50.70000076293945,51.45000076293945,45.25,45.25,1720245,2022-12-26
2023-01-02,48.75,48.75,53.0,47.599998474121094,51.0,2183581,2023-01-02
2023-01-09,48.349998474121094,48.349998474121094,49.95000076293945,47.5,49.79999923706055,1574931,2023-01-09
2023-01-16,47.79999923706055,47.79999923706055,49.099998474121094,47.400001525878906,48.0,749011,2023-01-16
2023-01-23,44.349998474121094,44.349998474121094,48.5,44.04999923706055,48.29999923706055,2593359,2023-01-23
2023-01-30,40.79999923706055,40.79999923706055,47.599998474121094,40.20000076293945,44.95000076293945,4473447,2023-01-30
2023-02-06,40.400001525878906,40.400001525878906,42.400001525878906,40.0,41.0,2488651,2023-02-06
2023-02-13,41.04999923706055,41.04999923706055,42.349998474121094,39.54999923706055,40.54999923706055,3412031,2023-02-13
2023-02-20,39.599998474121094,39.599998474121094,41.20000076293945,39.04999923706055,41.04999923706055,1258645,2023-02-20
2023-02-27,40.150001525878906,40.150001525878906,41.349998474121094,38.099998474121094,39.79999923706055,2497369,2023-02-27
2023-03-06,40.0,40.0,41.0,39.5,40.0,1234546,2023-03-06
2023-03-13,37.150001525878906,37.150001525878906,40.150001525878906,36.0,40.0,3633098,2023-03-13
2023-03-20,36.650001525878906,36.650001525878906,38.599998474121094,36.04999923706055,37.95000076293945,2084205,2023-03-20
2023-03-27,35.04999923706055,35.04999923706055,36.900001525878906,34.04999923706055,36.0,3586747,2023-03-27
2023-04-03,40.45000076293945,40.45000076293945,40.5,35.400001525878906,35.70000076293945,1672374,2023-04-03
2023-04-10,40.599998474121094,40.599998474121094,41.5,39.599998474121094,40.79999923706055,2217634,2023-04-10
2023-04-17,51.45000076293945,51.45000076293945,52.0,39.79999923706055,40.75,21099312,2023-04-17
2023-04-24,48.95000076293945,48.95000076293945,51.900001525878906,46.79999923706055,51.900001525878906,5030068,2023-04-24
2023-05-01,48.04999923706055,48.04999923706055,49.849998474121094,46.79999923706055,48.95000076293945,2408017,2023-05-01
2023-05-08,53.900001525878906,53.900001525878906,57.400001525878906,48.79999923706055,49.45000076293945,13503380,2023-05-08
