Date,Adj Close_NEULANDLAB.NS,Close_NEULANDLAB.NS,High_NEULANDLAB.NS,Low_NEULANDLAB.NS,Open_NEULANDLAB.NS,Volume_NEULANDLAB.NS,Date
2020-07-13,674.0081787109375,682.5499877929688,735.0,628.7000122070312,644.9000244140625,552988,2020-07-13
2020-07-20,679.7850341796875,688.4000244140625,717.9000244140625,631.0,690.0,710991,2020-07-20
2020-07-27,771.2755126953125,781.0499877929688,794.9000244140625,675.0,710.0,1113838,2020-07-27
2020-08-03,799.6162719726562,809.75,911.0,765.0,780.0,3104739,2020-08-03
2020-08-10,792.5557250976562,802.5999755859375,855.0,782.75,818.0,932942,2020-08-10
2020-08-17,941.9129028320312,953.8499755859375,1001.0,797.0499877929688,812.0,1243994,2020-08-17
2020-08-24,949.56591796875,961.5999755859375,1144.800048828125,953.0,964.9500122070312,1572941,2020-08-24
2020-08-31,977.90673828125,990.2999877929688,1038.949951171875,860.0,962.0,739543,2020-08-31
2020-09-07,986.0535278320312,998.5499877929688,1060.0,960.0,998.2000122070312,503826,2020-09-07
2020-09-14,1179.15625,1194.0999755859375,1201.5,989.0,1009.4000244140625,1171944,2020-09-14
2020-09-21,1060.3619384765625,1073.800048828125,1201.050048828125,976.2999877929688,1196.0999755859375,709911,2020-09-21
2020-09-28,1163.208251953125,1177.949951171875,1189.800048828125,1085.550048828125,1090.0,625154,2020-09-28
2020-10-05,1244.8736572265625,1260.6500244140625,1295.0,1157.550048828125,1187.75,994849,2020-10-05
2020-10-12,1137.3363037109375,1151.75,1312.1500244140625,1108.8499755859375,1274.0,447889,2020-10-12
2020-10-19,1186.907958984375,1201.949951171875,1244.0,1150.050048828125,1156.0999755859375,315493,2020-10-19
2020-10-26,1182.217529296875,1197.199951171875,1244.800048828125,1083.050048828125,1210.0,391266,2020-10-26
2020-11-02,1203.3497314453125,1218.5999755859375,1335.0,1121.0,1183.699951171875,1119397,2020-11-02
2020-11-09,1095.8619384765625,1109.75,1226.0,1026.5,1219.9000244140625,587107,2020-11-09
2020-11-16,1019.470703125,1030.6500244140625,1109.75,1001.0,1103.699951171875,374603,2020-11-16
2020-11-23,1020.1137084960938,1031.300048828125,1077.699951171875,981.7000122070312,1040.0,603506,2020-11-23
2020-11-30,1107.3568115234375,1119.5,1148.0,1031.300048828125,1031.300048828125,567370,2020-11-30
2020-12-07,1078.4737548828125,1090.300048828125,1198.0,1075.0,1126.9000244140625,481813,2020-12-07
2020-12-14,1048.9473876953125,1060.449951171875,1108.0,1022.0,1085.0999755859375,433903,2020-12-14
2020-12-21,1070.016357421875,1081.75,1108.6500244140625,977.4000244140625,1065.800048828125,468616,2020-12-21
2020-12-28,1078.4737548828125,1090.300048828125,1163.4000244140625,1080.0,1087.0,365704,2020-12-28
2021-01-04,1085.5955810546875,1097.5,1164.9000244140625,1080.5,1095.0,329494,2021-01-04
2021-01-11,1208.052734375,1221.300048828125,1288.1500244140625,1095.0,1107.0,806414,2021-01-11
2021-01-18,1341.8851318359375,1356.5999755859375,1464.949951171875,1214.949951171875,1217.0,1688675,2021-01-18
2021-01-25,1275.265625,1289.25,1402.0,1270.199951171875,1363.4000244140625,297501,2021-01-25
2021-02-01,1483.3341064453125,1499.5999755859375,1560.0,1264.25,1291.0,945126,2021-02-01
2021-02-08,1946.603759765625,1967.949951171875,2091.550048828125,1502.550048828125,1512.800048828125,1764882,2021-02-08
2021-02-15,2137.36181640625,2160.800048828125,2350.0,1922.550048828125,1965.0,631054,2021-02-15
2021-02-22,2004.0240478515625,2026.0,2180.0,1955.0,2170.0,298052,2021-02-22
2021-03-01,1934.387939453125,1955.5999755859375,2110.0,1928.25,2088.0,206174,2021-03-01
2021-03-08,2010.3548583984375,2032.4000244140625,2116.949951171875,1865.25,1984.0,267453,2021-03-08
2021-03-15,1942.0042724609375,1963.300048828125,2126.89990234375,1924.699951171875,2036.0,165879,2021-03-15
2021-03-22,1998.929931640625,2020.8499755859375,2099.0,1956.0,1991.0,178286,2021-03-22
2021-03-29,2161.348876953125,2185.050048828125,2210.0,1953.550048828125,2020.8499755859375,255545,2021-03-29
2021-04-05,2361.850341796875,2387.75,2520.0,2199.0,2199.5,456332,2021-04-05
2021-04-12,2399.091796875,2425.39990234375,2544.5,2275.0,2396.550048828125,237672,2021-04-12
2021-04-19,2479.1640625,2506.35009765625,2844.39990234375,2353.949951171875,2409.89990234375,460429,2021-04-19
2021-04-26,2493.85302734375,2521.199951171875,2560.75,2405.0,2528.14990234375,259890,2021-04-26
2021-05-03,2650.97998046875,2680.050048828125,2725.0,2508.64990234375,2530.0,291735,2021-05-03
2021-05-10,2052.196044921875,2074.699951171875,2730.0,2034.199951171875,2704.85009765625,1305486,2021-05-10
2021-05-17,2161.794189453125,2185.5,2308.949951171875,1992.300048828125,2094.0,665389,2021-05-17
2021-05-24,2194.634033203125,2218.699951171875,2309.0,2178.199951171875,2190.0,231899,2021-05-24
2021-05-31,2070.69287109375,2093.39990234375,2240.0,2050.0,2237.0,373490,2021-05-31
2021-06-07,2052.245361328125,2074.75,2179.0,2002.0,2041.0,286290,2021-06-07
2021-06-14,1986.565673828125,2008.3499755859375,2139.39990234375,1915.0999755859375,2079.0,119876,2021-06-14
2021-06-21,1987.9998779296875,2009.800048828125,2100.0,1930.0,1990.300048828125,63651,2021-06-21
2021-06-28,2174.306884765625,2198.14990234375,2202.5,1970.0,2021.0,148330,2021-06-28
2021-07-05,2180.767578125,2201.35009765625,2244.0,2110.0,2208.0,92902,2021-07-05
2021-07-12,2178.04345703125,2198.60009765625,2273.14990234375,2190.0,2215.0,65635,2021-07-12
2021-07-19,2163.678955078125,2184.10009765625,2222.0,2075.0,2180.0,47840,2021-07-19
2021-07-26,1969.6104736328125,1988.199951171875,2200.0,1929.0,2199.699951171875,137390,2021-07-26
2021-08-02,1680.4398193359375,1696.300048828125,2045.0,1598.1500244140625,1930.1500244140625,359182,2021-08-02
2021-08-09,1684.7491455078125,1700.6500244140625,1750.0,1454.449951171875,1611.5,281119,2021-08-09
2021-08-16,1586.8233642578125,1601.800048828125,1719.0,1572.0,1705.0,89722,2021-08-16
2021-08-23,1657.9024658203125,1673.550048828125,1713.75,1447.050048828125,1601.800048828125,123755,2021-08-23
2021-08-30,1605.695068359375,1620.8499755859375,1724.0,1551.0,1713.0,69988,2021-08-30
2021-09-06,1755.4320068359375,1772.0,1772.0,1580.0,1620.0,63385,2021-09-06
2021-09-13,1599.80078125,1614.9000244140625,1847.9000244140625,1575.0,1824.0,127071,2021-09-13
2021-09-20,1523.025390625,1537.4000244140625,1646.949951171875,1530.0999755859375,1614.0,117702,2021-09-20
2021-09-27,1509.651611328125,1523.9000244140625,1620.0,1470.0,1520.0,104870,2021-09-27
2021-10-04,1488.4022216796875,1502.449951171875,1580.0,1500.0,1523.9000244140625,94934,2021-10-04
2021-10-11,1806.351318359375,1823.4000244140625,1823.4000244140625,1500.0,1502.449951171875,168293,2021-10-11
2021-10-18,1616.641845703125,1631.9000244140625,1874.0,1502.0,1860.0,214258,2021-10-18
2021-10-25,1654.2864990234375,1669.9000244140625,1715.75,1531.550048828125,1675.0,174637,2021-10-25
2021-11-01,1672.8612060546875,1688.6500244140625,1740.0,1630.0,1740.0,85019,2021-11-01
2021-11-08,1629.470703125,1644.8499755859375,1747.75,1608.0,1699.0,121183,2021-11-08
2021-11-15,1674.2481689453125,1690.050048828125,1705.0,1616.0,1625.25,132147,2021-11-15
2021-11-22,1665.7781982421875,1681.5,1749.0,1611.199951171875,1699.0,187159,2021-11-22
2021-11-29,1770.885986328125,1787.5999755859375,1847.3499755859375,1613.1500244140625,1681.0,244020,2021-11-29
2021-12-06,1699.41064453125,1715.449951171875,1838.0,1705.5,1804.699951171875,144291,2021-12-06
2021-12-13,1599.0577392578125,1614.1500244140625,1749.9000244140625,1558.300048828125,1720.0,128347,2021-12-13
2021-12-20,1538.5291748046875,1553.050048828125,1672.449951171875,1468.9000244140625,1614.1500244140625,152120,2021-12-20
2021-12-27,1530.6038818359375,1545.050048828125,1599.9000244140625,1524.449951171875,1572.0,69102,2021-12-27
2022-01-03,1567.6541748046875,1582.449951171875,1676.0,1540.800048828125,1560.5,135554,2022-01-03
2022-01-10,1674.8919677734375,1690.699951171875,1745.0,1554.800048828125,1582.75,147657,2022-01-10
2022-01-17,1536.844970703125,1551.3499755859375,1729.6500244140625,1511.0,1702.699951171875,99300,2022-01-17
2022-01-24,1462.4471435546875,1476.25,1550.0,1258.9000244140625,1550.0,120385,2022-01-24
2022-01-31,1291.90673828125,1304.0999755859375,1511.550048828125,1292.199951171875,1505.0,310523,2022-01-31
2022-02-07,1116.2149658203125,1126.75,1383.0,1122.5,1290.0,525551,2022-02-07
2022-02-14,1113.342041015625,1123.8499755859375,1205.0,1080.25,1120.0,186973,2022-02-14
2022-02-21,1046.81982421875,1056.699951171875,1159.9000244140625,1026.0,1100.0,207391,2022-02-21
2022-02-28,1125.5272216796875,1136.1500244140625,1180.0,1026.9000244140625,1068.3499755859375,243398,2022-02-28
2022-03-07,1201.361328125,1212.699951171875,1255.0,1080.3499755859375,1113.949951171875,260029,2022-03-07
2022-03-14,1152.621337890625,1163.5,1239.0,1147.0,1220.0,132491,2022-03-14
2022-03-21,1086.8917236328125,1097.1500244140625,1193.0999755859375,1090.0,1181.0,188817,2022-03-21
2022-03-28,1075.10302734375,1085.25,1125.0,994.5499877929688,1110.0,551498,2022-03-28
2022-04-04,1292.402099609375,1304.5999755859375,1345.0,1072.0,1097.0,626663,2022-04-04
2022-04-11,1409.942626953125,1423.25,1474.0,1309.9000244140625,1309.9000244140625,212010,2022-04-11
2022-04-18,1367.4932861328125,1380.4000244140625,1470.0,1366.0,1424.0,127370,2022-04-18
2022-04-25,1313.1065673828125,1325.5,1391.0,1311.8499755859375,1389.0,84474,2022-04-25
2022-05-02,1290.0245361328125,1302.199951171875,1345.0,1246.8499755859375,1320.0,100760,2022-05-02
2022-05-09,1031.2171630859375,1040.949951171875,1425.0,1030.0,1290.0,550590,2022-05-09
2022-05-16,1015.21826171875,1024.800048828125,1067.0,1012.5999755859375,1051.1500244140625,108746,2022-05-16
2022-05-23,1008.234130859375,1017.75,1045.0,967.0,1038.0,109369,2022-05-23
2022-05-30,1046.67138671875,1056.550048828125,1097.0,1025.0,1030.0,148790,2022-05-30
2022-06-06,1044.0955810546875,1053.949951171875,1082.5999755859375,1038.449951171875,1056.550048828125,70270,2022-06-06
2022-06-13,1039.687255859375,1049.5,1081.5,1013.0999755859375,1050.0,87487,2022-06-13
2022-06-20,1041.4208984375,1051.25,1074.4000244140625,1005.0,1054.75,99188,2022-06-20
2022-06-27,1174.46533203125,1185.550048828125,1213.800048828125,1040.0,1056.550048828125,157018,2022-06-27
2022-07-04,1352.2373046875,1365.0,1375.0,1169.25,1169.25,191911,2022-07-04
2022-07-11,1237.123779296875,1248.800048828125,1370.0,1175.0,1349.800048828125,475123,2022-07-11
2022-07-18,1316.3707275390625,1323.199951171875,1349.800048828125,1240.0,1250.0,100209,2022-07-18
2022-07-25,1294.5341796875,1301.25,1339.9000244140625,1257.5999755859375,1332.0,54877,2022-07-25
2022-08-01,1090.49267578125,1096.1500244140625,1370.0999755859375,1068.0,1308.0,491083,2022-08-01
2022-08-08,1085.7174072265625,1091.3499755859375,1106.550048828125,1072.5999755859375,1105.5999755859375,91391,2022-08-08
2022-08-15,1117.353271484375,1123.1500244140625,1148.0,1074.0,1091.3499755859375,108806,2022-08-15
2022-08-22,1183.2613525390625,1189.4000244140625,1238.0,1080.0,1126.0,147138,2022-08-22
2022-08-29,1261.356201171875,1267.9000244140625,1301.6500244140625,1146.699951171875,1155.0,162207,2022-08-29
2022-09-05,1201.86474609375,1208.0999755859375,1291.0,1180.199951171875,1285.0,125170,2022-09-05
2022-09-12,1259.26708984375,1265.800048828125,1279.949951171875,1200.0,1232.25,133925,2022-09-12
2022-09-19,1374.1212158203125,1381.25,1482.0,1213.800048828125,1276.0,1021982,2022-09-19
2022-09-26,1356.3135986328125,1363.3499755859375,1440.0,1260.75,1381.25,314822,2022-09-26
2022-10-03,1474.4010009765625,1482.050048828125,1539.8499755859375,1300.1500244140625,1365.0999755859375,412108,2022-10-03
2022-10-10,1519.168701171875,1527.050048828125,1620.0,1460.0,1460.0,342887,2022-10-10
2022-10-17,1489.9700927734375,1497.699951171875,1593.0,1462.199951171875,1519.9000244140625,191821,2022-10-17
2022-10-24,1469.0784912109375,1476.699951171875,1535.1500244140625,1430.0999755859375,1520.0,99235,2022-10-24
2022-10-31,1496.735107421875,1504.5,1535.0,1452.199951171875,1456.0,104073,2022-10-31
2022-11-07,1781.607177734375,1790.8499755859375,1888.0,1362.4000244140625,1500.0999755859375,823133,2022-11-07
2022-11-14,1787.3773193359375,1796.6500244140625,2002.0,1731.25,1789.0,705033,2022-11-14
2022-11-21,1762.7550048828125,1771.9000244140625,1828.0,1692.0,1808.949951171875,161996,2022-11-21
2022-11-28,1697.195068359375,1706.0,1824.800048828125,1627.800048828125,1788.0,114846,2022-11-28
2022-12-05,1609.6492919921875,1618.0,1758.949951171875,1608.050048828125,1719.949951171875,157782,2022-12-05
