Date,Adj Close_SANOFI.NS,Close_SANOFI.NS,High_SANOFI.NS,Low_SANOFI.NS,Open_SANOFI.NS,Volume_SANOFI.NS,Date
2021-01-11,7772.23388671875,8339.849609375,8493.5,8165.0,8252.0,190375,2021-01-11
2021-01-18,7834.02197265625,8406.150390625,8525.0,8201.25,8410.0,111599,2021-01-18
2021-01-25,7283.89794921875,7815.85009765625,8456.099609375,7786.25,8380.0,90387,2021-01-25
2021-02-01,7305.75146484375,7839.2998046875,8035.85009765625,7780.0,7850.0,167211,2021-02-01
2021-02-08,7249.92822265625,7779.39990234375,7999.0,7750.0,7910.0,134250,2021-02-08
2021-02-15,7364.8837890625,7902.75,7980.0,7761.2998046875,7832.0,116117,2021-02-15
2021-02-22,7706.85888671875,8269.7001953125,8354.7001953125,7871.0,7902.0,166656,2021-02-22
2021-03-01,7669.48779296875,8229.599609375,8400.0,8200.0,8349.900390625,116937,2021-03-01
2021-03-08,7744.7890625,8310.400390625,8375.75,8236.2001953125,8278.0,59930,2021-03-08
2021-03-15,7217.96337890625,7745.10009765625,8338.900390625,7676.0,8315.0,120537,2021-03-15
2021-03-22,7310.59814453125,7844.5,7945.0,7620.0,7790.0,147773,2021-03-22
2021-03-29,7450.20166015625,7994.2998046875,8040.0,7844.5,7844.5,138138,2021-03-29
2021-04-05,7658.86328125,8218.2001953125,8251.0,7940.89990234375,8037.5,179091,2021-04-05
2021-04-12,7499.9677734375,8047.7001953125,8259.9501953125,7990.0,8249.0,141129,2021-04-12
2021-04-19,7060.97802734375,7576.64990234375,7840.0,7560.0,7840.0,79844,2021-04-19
2021-04-26,7037.35302734375,7551.2998046875,7625.75,7424.0,7599.0,191199,2021-04-26
2021-05-03,7223.4150390625,7750.9501953125,7768.0,7500.0498046875,7540.0,139415,2021-05-03
2021-05-10,7222.623046875,7750.10009765625,7880.0,7726.9501953125,7795.0,59340,2021-05-10
2021-05-17,7261.0654296875,7791.35009765625,7890.0,7700.0,7794.0,103779,2021-05-17
2021-05-24,7191.6826171875,7716.89990234375,7800.0,7700.0,7800.0,53955,2021-05-24
2021-05-31,7230.544921875,7758.60009765625,7795.5,7703.0498046875,7747.0,38401,2021-05-31
2021-06-07,7190.890625,7716.0498046875,7820.0,7710.0,7791.9501953125,73443,2021-06-07
2021-06-14,7091.8251953125,7609.75,7905.0,7511.5498046875,7740.0,109249,2021-06-14
2021-06-21,7174.3486328125,7698.2998046875,7790.0,7565.0,7600.0498046875,69602,2021-06-21
2021-06-28,7173.6962890625,7697.60009765625,7749.85009765625,7601.0,7735.0,72719,2021-06-28
2021-07-05,7352.7685546875,7889.75,7950.0,7640.0,7705.0,78680,2021-07-05
2021-07-12,7419.44873046875,7961.2998046875,8090.0,7870.0,7930.0,117949,2021-07-12
2021-07-19,7448.38525390625,7992.35009765625,8119.9501953125,7882.0,7989.0,80127,2021-07-19
2021-07-26,7787.37744140625,8356.099609375,8377.0,7803.0,8010.7998046875,505560,2021-07-26
2021-08-02,8178.046875,8775.2998046875,9024.0498046875,8390.0,8390.0,255694,2021-08-02
2021-08-09,8008.34033203125,8593.2001953125,9285.0,8525.0,8805.0,231749,2021-08-09
2021-08-16,8049.25341796875,8637.099609375,8991.5498046875,8510.0,8600.0,87705,2021-08-16
2021-08-23,8195.474609375,8794.0,9035.0,7056.5498046875,8653.150390625,114211,2021-08-23
2021-08-30,7829.2685546875,8401.0498046875,9090.0,8300.0,8790.0,115634,2021-08-30
2021-09-06,7645.9560546875,8204.349609375,8542.75,8124.9501953125,8398.9501953125,140345,2021-09-06
2021-09-13,7377.5107421875,7916.2998046875,8247.7001953125,7880.2998046875,8225.0,180937,2021-09-13
2021-09-20,7543.44287109375,8094.35009765625,8250.0,7707.0,7900.0,171473,2021-09-20
2021-09-27,7338.74267578125,7874.7001953125,8172.39990234375,7775.0,8090.0,147430,2021-09-27
2021-10-04,7474.1064453125,8019.9501953125,8099.9501953125,7802.14990234375,7958.0,69443,2021-10-04
2021-10-11,7606.162109375,8161.64990234375,8195.0,7979.9501953125,8079.9501953125,53968,2021-10-11
2021-10-18,7806.80908203125,8376.9501953125,8449.0,7881.0,8170.0,107634,2021-10-18
2021-10-25,7778.80517578125,8346.900390625,8408.150390625,7903.39990234375,8394.9501953125,107630,2021-10-25
2021-11-01,7582.025390625,8135.75,8360.099609375,7935.10009765625,8349.900390625,56324,2021-11-01
2021-11-08,7726.1025390625,8290.349609375,8315.0,7931.60009765625,8156.0,89338,2021-11-08
2021-11-15,7613.8046875,8169.85009765625,8368.849609375,8100.0,8250.0,38748,2021-11-15
2021-11-22,7678.76025390625,8239.5498046875,8400.0,7921.5498046875,8170.0,64758,2021-11-22
2021-11-29,7354.30615234375,7891.39990234375,8190.0,7828.0,8150.0,126235,2021-11-29
2021-12-06,7142.47607421875,7664.10009765625,7925.0,7641.0,7924.64990234375,144944,2021-12-06
2021-12-13,7060.7919921875,7576.4501953125,7738.0,7491.5498046875,7710.0,75168,2021-12-13
2021-12-20,7222.85595703125,7750.35009765625,7797.0,7435.25,7570.0,43361,2021-12-20
2021-12-27,7350.39208984375,7887.2001953125,7940.0,7633.0498046875,7703.0,50202,2021-12-27
2022-01-03,6994.43701171875,7505.25,7899.0,7492.64990234375,7849.0,59561,2022-01-03
2022-01-10,7062.18994140625,7577.9501953125,7649.0,7490.0,7569.9501953125,48925,2022-01-10
2022-01-17,6825.05712890625,7323.5,7618.7998046875,7305.0,7598.0,101233,2022-01-17
2022-01-24,6754.6962890625,7248.0,7340.0,6945.0,7315.0,46077,2022-01-24
2022-01-31,6950.216796875,7457.7998046875,7589.0,7340.0,7340.0,38400,2022-01-31
2022-02-07,6763.22314453125,7257.14990234375,7541.0498046875,7231.35009765625,7500.0,21424,2022-02-07
2022-02-14,6803.01708984375,7299.85009765625,7370.0498046875,7165.0,7200.0,37091,2022-02-14
2022-02-21,6721.65869140625,7212.5498046875,7375.0,7068.7001953125,7250.0,111882,2022-02-21
2022-02-28,6622.45361328125,7106.10009765625,7599.9501953125,7091.0498046875,7212.25,63800,2022-02-28
2022-03-07,6801.666015625,7298.39990234375,7350.0,7003.10009765625,7106.10009765625,83988,2022-03-07
2022-03-14,7090.7998046875,7608.64990234375,7680.0,7306.0498046875,7325.0,83771,2022-03-14
2022-03-21,6848.49560546875,7348.64990234375,7725.0,7275.0,7720.0,132876,2022-03-21
2022-03-28,6949.70458984375,7457.25,7571.60009765625,7365.0,7365.0,107991,2022-03-28
2022-04-04,7314.7919921875,7849.0,7929.4501953125,7400.0,7400.0,143117,2022-04-04
2022-04-11,6798.26416015625,7294.75,7915.5,7240.0,7907.7001953125,129546,2022-04-11
2022-04-18,6524.73974609375,7001.25,7285.0,6998.0,7285.0,102796,2022-04-18
2022-04-25,6500.23046875,6974.9501953125,7200.0,6951.0,7000.0,127454,2022-04-25
2022-05-02,6395.759765625,6862.85009765625,7010.0,6825.25,6965.0,55105,2022-05-02
2022-05-09,6294.970703125,6754.7001953125,6887.39990234375,6351.0,6863.0,95375,2022-05-09
2022-05-16,6131.36865234375,6579.14990234375,6793.60009765625,6383.2001953125,6749.89990234375,43281,2022-05-16
2022-05-23,6077.1298828125,6520.9501953125,6749.7998046875,6400.0,6749.7998046875,47066,2022-05-23
2022-05-30,6390.6806640625,6857.39990234375,7035.9501953125,6551.2998046875,6595.9501953125,44678,2022-05-30
2022-06-06,6233.13623046875,6688.35009765625,6867.35009765625,6585.0,6858.0,27287,2022-06-06
2022-06-13,6077.6416015625,6521.5,6690.0,6455.0,6608.0,33721,2022-06-13
2022-06-20,5965.90283203125,6401.60009765625,6589.75,6352.0,6500.0,32133,2022-06-20
2022-06-27,5944.23583984375,6378.35009765625,6509.0,6333.0,6509.0,45722,2022-06-27
2022-07-04,6084.4921875,6528.85009765625,6545.0,6368.0498046875,6375.5,21195,2022-07-04
2022-07-11,6170.3701171875,6621.0,6863.9501953125,6470.0,6531.0,196454,2022-07-11
2022-07-18,6294.64453125,6754.35009765625,6889.9501953125,6604.75,6622.0,148961,2022-07-18
2022-07-25,5903.83544921875,6335.0,6814.14990234375,6328.0,6789.89990234375,167971,2022-07-25
2022-08-01,6097.30615234375,6542.60009765625,6633.0,6336.10009765625,6385.0,134191,2022-08-01
2022-08-08,5945.44677734375,6379.64990234375,6579.0,6375.0,6508.0,66938,2022-08-08
2022-08-15,5904.5341796875,6335.75,6445.9501953125,6330.0,6379.64990234375,85038,2022-08-15
2022-08-22,5818.37646484375,6243.2998046875,6367.89990234375,6230.0,6367.0,78180,2022-08-22
2022-08-29,5705.658203125,6122.35009765625,6227.0,6109.7001953125,6202.0498046875,66466,2022-08-29
2022-09-05,5702.2578125,6118.7001953125,6198.7001953125,6080.39990234375,6110.0,85400,2022-09-05
2022-09-12,5644.7099609375,6056.9501953125,6160.0,6000.0,6141.0,85837,2022-09-12
2022-09-19,5501.6572265625,5903.4501953125,6064.9501953125,5900.0,6056.9501953125,89676,2022-09-19
2022-09-26,5387.3544921875,5780.7998046875,5965.0,5757.85009765625,5910.0,110755,2022-09-26
2022-10-03,5516.61474609375,5919.5,6050.0,5811.2998046875,5848.0,109561,2022-10-03
2022-10-10,5352.77978515625,5743.7001953125,5925.0,5730.0,5920.0,138288,2022-10-10
2022-10-17,5185.96337890625,5564.7001953125,5755.0,5520.0,5755.0,124920,2022-10-17
2022-10-24,5192.765625,5572.0,5674.0,5550.0,5674.0,61889,2022-10-24
2022-10-31,5194.3505859375,5573.7001953125,5697.9501953125,5552.60009765625,5599.89990234375,82395,2022-10-31
2022-11-07,5195.46826171875,5574.89990234375,5638.39990234375,5570.0,5600.0,51400,2022-11-07
2022-11-14,5166.67138671875,5544.0,5614.0,5502.0,5574.89990234375,66263,2022-11-14
2022-11-21,5302.26904296875,5689.5,5699.89990234375,5454.0,5544.10009765625,210075,2022-11-21
2022-11-28,5351.80078125,5742.64990234375,5764.9501953125,5650.0,5689.0,62701,2022-11-28
2022-12-05,5491.40625,5892.4501953125,5915.0,5685.0,5779.9501953125,90790,2022-12-05
2022-12-12,5394.5771484375,5788.5498046875,5909.89990234375,5740.0,5909.89990234375,68576,2022-12-12
2022-12-19,5403.3837890625,5798.0,5879.9501953125,5755.0,5789.0498046875,65399,2022-12-19
2022-12-26,5454.68701171875,5853.0498046875,5947.7998046875,5786.0,5844.5,38633,2022-12-26
2023-01-02,5323.8896484375,5712.7001953125,5865.0,5700.0,5820.0,27426,2023-01-02
2023-01-09,5279.34326171875,5664.89990234375,5749.9501953125,5623.2001953125,5721.0,24071,2023-01-09
2023-01-16,5290.85302734375,5677.25,5699.75,5613.0498046875,5670.0,19673,2023-01-16
2023-01-23,5205.7666015625,5585.9501953125,5707.0498046875,5550.4501953125,5707.0498046875,23791,2023-01-23
2023-01-30,4989.22998046875,5353.60009765625,5619.89990234375,5343.2001953125,5619.89990234375,59930,2023-01-30
2023-02-06,4989.41650390625,5353.7998046875,5425.0,5202.10009765625,5360.0,81133,2023-02-06
2023-02-13,4996.5927734375,5361.5,5389.89990234375,5316.0,5375.0,23892,2023-02-13
2023-02-20,5184.51806640625,5563.14990234375,5626.5,5345.2998046875,5370.0,156133,2023-02-20
2023-02-27,5336.14501953125,5725.85009765625,5980.0,5575.10009765625,5590.0,305830,2023-02-27
2023-03-06,5366.33984375,5758.25,5815.2998046875,5708.0498046875,5797.0,50172,2023-03-06
2023-03-13,5348.5390625,5739.14990234375,5807.9501953125,5720.0,5779.10009765625,48058,2023-03-13
2023-03-20,5275.1494140625,5660.39990234375,5799.9501953125,5650.0,5710.0,48125,2023-03-20
2023-03-27,5345.04443359375,5735.39990234375,5790.0,5600.0,5675.0,113744,2023-03-27
2023-04-03,5519.41015625,5922.5,5937.0,5738.0,5800.0,64244,2023-04-03
2023-04-10,5532.876953125,5936.9501953125,6041.2001953125,5928.0,5935.0,102006,2023-04-10
2023-04-17,5551.283203125,5956.7001953125,6007.10009765625,5930.0,5959.0,150956,2023-04-17
2023-04-24,5190.99560546875,5570.10009765625,6023.9501953125,5550.0,5999.7998046875,284984,2023-04-24
2023-05-01,5347.14892578125,5551.0498046875,5599.0,5400.0,5570.10009765625,169351,2023-05-01
2023-05-08,6207.1064453125,6443.7998046875,6455.0,5425.0,5564.9501953125,1393165,2023-05-08
2023-05-15,6068.9736328125,6300.39990234375,6650.0,6250.14990234375,6416.60009765625,372272,2023-05-15
2023-05-22,6598.482421875,6850.10009765625,6910.0,6256.60009765625,6339.14990234375,275237,2023-05-22
2023-05-29,6749.619140625,7007.0,7040.0,6782.0,6880.0,132205,2023-05-29
2023-06-05,6718.650390625,6974.85009765625,7244.0,6939.0,7044.0,111372,2023-06-05
2023-06-12,6675.7841796875,6930.35009765625,7000.5498046875,6775.0,6975.0,105621,2023-06-12
2023-06-19,6530.76416015625,6779.7998046875,6966.9501953125,6755.0498046875,6966.9501953125,57556,2023-06-19
2023-06-26,6658.3974609375,6912.2998046875,6969.4501953125,6771.10009765625,6771.10009765625,85791,2023-06-26
2023-07-03,6659.21630859375,6913.14990234375,7069.9501953125,6881.0,6912.64990234375,44340,2023-07-03
2023-07-10,6648.427734375,6901.9501953125,6982.0,6850.0,6907.5,32552,2023-07-10
2023-07-17,6658.92724609375,6912.85009765625,7075.0,6900.0,6900.0,52561,2023-07-17
2023-07-24,6682.47900390625,6937.2998046875,6996.0,6872.60009765625,6913.0,51478,2023-07-24
2023-07-31,6724.14013671875,6980.5498046875,7109.7998046875,6856.0498046875,6973.0,61532,2023-07-31
2023-08-07,6862.8994140625,7124.60009765625,7590.0,7025.4501953125,7567.0,219236,2023-08-07
2023-08-14,6882.8388671875,7145.2998046875,7225.0,7000.0,7085.10009765625,74380,2023-08-14
2023-08-21,6856.2529296875,7117.7001953125,7235.0,7095.0,7140.0,39046,2023-08-21
2023-08-28,6854.51904296875,7115.89990234375,7175.10009765625,7041.0,7114.5498046875,70950,2023-08-28
2023-09-04,6867.71533203125,7129.60009765625,7182.39990234375,7066.25,7133.2998046875,42898,2023-09-04
2023-09-11,6917.46826171875,7181.25,7345.0,7090.0,7149.9501953125,73519,2023-09-11
2023-09-18,6845.6083984375,7106.64990234375,7250.0,7080.2001953125,7201.39990234375,27504,2023-09-18
2023-09-25,6942.56103515625,7207.2998046875,7219.9501953125,7048.0,7100.0,68124,2023-09-25
2023-10-02,7069.1826171875,7338.75,7444.89990234375,7160.0,7207.2998046875,61564,2023-10-02
2023-10-09,7199.60986328125,7474.14990234375,7542.35009765625,7227.0498046875,7286.7998046875,138164,2023-10-09
2023-10-16,7201.19873046875,7475.7998046875,7547.9501953125,7364.10009765625,7519.9501953125,63534,2023-10-16
2023-10-23,7218.7783203125,7494.0498046875,7511.9501953125,7250.0498046875,7475.7998046875,86895,2023-10-23
2023-10-30,7345.7373046875,7625.85009765625,7640.0,7344.35009765625,7375.0,102511,2023-10-30
2023-11-06,7469.517578125,7754.35009765625,7860.0498046875,7542.0498046875,7640.0,103960,2023-11-06
2023-11-13,7420.48681640625,7703.4501953125,7838.0,7642.60009765625,7804.75,30463,2023-11-13
2023-11-20,7734.560546875,8029.5,8080.0,7550.5,7703.9501953125,153643,2023-11-20
2023-11-27,7916.859375,8218.75,8236.0,7913.25,8029.5,67764,2023-11-27
2023-12-04,7831.5615234375,8130.2001953125,8280.0,8058.0,8250.0,92275,2023-12-04
2023-12-11,7750.40625,8045.9501953125,8230.0,7922.35009765625,8160.0,108687,2023-12-11
2023-12-18,7715.24755859375,8009.4501953125,8167.39990234375,7854.25,8049.89990234375,85693,2023-12-18
2023-12-25,7771.21240234375,8067.5498046875,8077.0,7940.0,8009.4501953125,54153,2023-12-25
2024-01-01,8108.06689453125,8417.25,8440.0,8025.60009765625,8067.5498046875,55648,2024-01-01
2024-01-08,8151.26953125,8462.099609375,8599.0,8274.9501953125,8440.0498046875,39872,2024-01-08
2024-01-15,8098.67578125,8407.5,8500.0,8200.0498046875,8490.0,65667,2024-01-15
2024-01-22,8033.4619140625,8339.7998046875,8539.25,8142.10009765625,8407.5,51884,2024-01-22
2024-01-29,8593.94140625,8921.650390625,8990.0,8257.650390625,8261.150390625,112579,2024-01-29
2024-02-05,8489.7138671875,8813.4501953125,9093.7998046875,8640.0,8920.0,65457,2024-02-05
2024-02-12,8524.392578125,8849.4501953125,9099.0,8620.0498046875,8815.0,57695,2024-02-12
2024-02-19,8799.3076171875,9134.849609375,9380.0,8944.849609375,8990.0,64025,2024-02-19
2024-02-26,8347.728515625,8666.0498046875,9260.0,8590.0,9260.0,94511,2024-02-26
2024-03-04,8157.86865234375,8468.9501953125,8788.7998046875,8349.400390625,8726.0,52092,2024-03-04
2024-03-11,7506.53564453125,7747.10009765625,8468.7998046875,7714.75,8450.0,120599,2024-03-11
2024-03-18,7372.7724609375,7609.0498046875,7979.9501953125,7505.0,7749.89990234375,101200,2024-03-18
2024-03-25,7861.994140625,8113.9501953125,8200.0,7561.0498046875,7608.0498046875,143343,2024-03-25
2024-04-01,8300.63671875,8566.650390625,8839.0,8071.5,8125.39990234375,118623,2024-04-01
2024-04-08,8205.2431640625,8468.2001953125,8688.2998046875,8380.0498046875,8637.0,54288,2024-04-08
2024-04-15,8002.63671875,8259.099609375,8618.0,8232.2001953125,8468.2001953125,72926,2024-04-15
2024-04-22,8017.22021484375,8274.150390625,8350.0,8101.0,8260.0498046875,61881,2024-04-22
2024-04-29,8356.4482421875,8624.25,8700.0,8256.150390625,8350.0,114934,2024-04-29
2024-05-06,7817.1552734375,7958.89990234375,8851.0,7901.0,8535.25,76903,2024-05-06
2024-05-13,8711.2919921875,8869.25,9009.900390625,7772.2998046875,7995.0,208845,2024-05-13
2024-05-20,8691.1572265625,8848.75,9060.0,8790.0498046875,8851.9501953125,71666,2024-05-20
2024-05-27,8473.6513671875,8627.2998046875,8984.9501953125,8335.0,8900.0,75626,2024-05-27
2024-06-03,9403.1474609375,9573.650390625,9630.0,8307.0,8550.0,163280,2024-06-03
2024-06-10,6716.90576171875,6838.7001953125,10524.9501953125,5892.7998046875,9772.9501953125,433642,2024-06-10
2024-06-17,6726.23681640625,6848.2001953125,7539.60009765625,6780.0,6838.7001953125,94593,2024-06-17
2024-06-24,6384.23779296875,6500.0,6960.0,6450.0,6960.0,68622,2024-06-24
2024-07-01,6460.7998046875,6577.9501953125,6680.0,6511.10009765625,6614.0,115374,2024-07-01
2024-07-08,6264.017578125,6377.60009765625,6600.0,6363.0498046875,6599.9501953125,55900,2024-07-08
2024-07-15,6236.71240234375,6349.7998046875,6500.0,6300.0,6444.0,48033,2024-07-15
2024-07-22,6556.71044921875,6675.60009765625,6866.89990234375,6292.25,6349.7998046875,86045,2024-07-22
2024-07-29,6450.04443359375,6567.0,6687.9501953125,6503.0,6577.9501953125,175494,2024-07-29
2024-08-05,6485.501953125,6603.10009765625,6699.89990234375,6382.35009765625,6425.35009765625,53739,2024-08-05
2024-08-12,6600.810546875,6720.5,6908.0,6560.10009765625,6640.0,88726,2024-08-12
2024-08-19,6734.29052734375,6856.39990234375,7033.64990234375,6666.0,6749.0,68342,2024-08-19
2024-08-26,6687.73486328125,6809.0,6999.0,6705.0,6966.0,122105,2024-08-26
2024-09-02,7220.52392578125,7351.4501953125,7600.0,6700.0,6865.0,170886,2024-09-02
2024-09-09,7028.65283203125,7156.10009765625,7490.0,7134.0498046875,7332.25,64006,2024-09-09
2024-09-16,7081.69140625,7210.10009765625,7260.0,7102.0498046875,7156.10009765625,92876,2024-09-16
2024-09-23,6631.55322265625,6751.7998046875,7400.0,6705.0,7225.0,161878,2024-09-23
2024-09-30,6745.09423828125,6867.39990234375,7248.75,6762.0,6835.9501953125,66030,2024-09-30
2024-10-07,6791.9453125,6915.10009765625,7039.0,6649.9501953125,6970.39990234375,83092,2024-10-07
2024-10-14,6644.61669921875,6765.10009765625,7090.0,6728.10009765625,6984.25,77321,2024-10-14
2024-10-21,6258.12451171875,6371.60009765625,6970.85009765625,6335.0,6779.75,80001,2024-10-21
2024-10-28,6651.63916015625,6772.25,6899.0,6262.0498046875,6352.39990234375,46444,2024-10-28
2024-11-04,6336.994140625,6451.89990234375,6822.64990234375,6439.9501953125,6777.0,28751,2024-11-04
2024-11-11,6069.10205078125,6179.14990234375,6430.0498046875,6099.0,6426.0,50232,2024-11-11
2024-11-18,5946.22998046875,6054.0498046875,6335.0,6009.0498046875,6179.14990234375,55205,2024-11-18
2024-11-25,6276.68798828125,6390.5,6585.0,6036.0498046875,6081.0,75380,2024-11-25
2024-12-02,6131.126953125,6242.2998046875,6500.0,6206.0498046875,6432.25,56820,2024-12-02
2024-12-09,6103.9208984375,6214.60009765625,6354.64990234375,6090.0,6242.0,58907,2024-12-09
2024-12-16,6052.25732421875,6162.0,6250.0,6070.0,6232.39990234375,72625,2024-12-16
2024-12-23,6003.3447265625,6112.2001953125,6236.2998046875,6049.0,6209.9501953125,40765,2024-12-23
2024-12-30,6026.5732421875,6135.85009765625,6177.75,6062.0498046875,6113.10009765625,39214,2024-12-30
2025-01-06,5776.8017578125,5881.5498046875,6210.0,5791.0,6210.0,99322,2025-01-06
2025-01-13,5340.85693359375,5437.7001953125,5908.14990234375,5427.0498046875,5908.14990234375,90030,2025-01-13
2025-01-20,5239.59326171875,5334.60009765625,5574.25,5319.39990234375,5510.0,165714,2025-01-20
2025-01-27,5386.1357421875,5483.7998046875,5547.7998046875,5182.89990234375,5334.60009765625,61869,2025-01-27
2025-02-03,5374.25146484375,5471.7001953125,5540.0,5392.0498046875,5483.7998046875,35764,2025-02-03
2025-02-10,5058.03515625,5149.75,5479.10009765625,5079.0498046875,5475.0,89614,2025-02-10
2025-02-17,4984.2724609375,5074.64990234375,5428.0,5055.0,5139.9501953125,104026,2025-02-17
2025-02-24,4922.29638671875,5011.5498046875,5324.39990234375,4902.0,5059.35009765625,450149,2025-02-24
2025-03-03,5383.92578125,5481.5498046875,5499.89990234375,4902.0,5011.5498046875,108947,2025-03-03
2025-03-10,5487.64501953125,5587.14990234375,5785.0,5419.5,5430.0,123800,2025-03-10
2025-03-17,5770.41748046875,5875.0498046875,5905.0,5521.5,5620.0,84361,2025-03-17
2025-03-24,5623.43310546875,5725.39990234375,6216.25,5575.0,5945.0,276688,2025-03-24
2025-03-31,5899.28125,6006.25,6084.2998046875,5691.0498046875,5725.39990234375,67633,2025-03-31
2025-04-07,6089.18798828125,6199.60009765625,6248.5,5634.0,5710.0,72772,2025-04-07
2025-04-14,6110.69775390625,6221.5,6300.0,6145.5,6199.60009765625,41461,2025-04-14
2025-04-21,6161.28076171875,6273.0,6717.0,6201.0,6261.0,156633,2025-04-21
2025-04-28,5899.5,5899.5,6232.0,5864.5,6216.0,69246,2025-04-28
2025-05-05,5825.5,5825.5,5943.0,5672.0,5943.0,45607,2025-05-05
2025-05-12,6286.0,6286.0,6355.5,5832.0,5875.0,92223,2025-05-12
2025-05-19,6275.5,6275.5,6397.0,6205.0,6343.0,55620,2025-05-19
2025-05-26,6192.5,6192.5,6349.0,6175.0,6275.5,39145,2025-05-26
2025-06-02,6147.0,6147.0,6267.5,6113.5,6199.0,34003,2025-06-02
2025-06-09,6147.5,6147.5,6226.5,6090.0,6177.5,28210,2025-06-09
2025-06-16,6007.0,6007.0,6155.0,5995.5,6112.5,30621,2025-06-16
2025-06-23,6192.0,6192.0,6225.0,5970.0,6000.0,40673,2025-06-23
2025-06-30,6081.0,6081.0,6410.0,6047.0,6224.0,61259,2025-06-30
2025-07-07,5911.0,5911.0,6085.5,5876.5,6081.0,69811,2025-07-07
2025-07-14,5968.0,5968.0,5989.5,5873.0,5911.0,8776,2025-07-14
