Date,Adj Close_JINDWORLD.NS,Close_JINDWORLD.NS,High_JINDWORLD.NS,Low_JINDWORLD.NS,Open_JINDWORLD.NS,Volume_JINDWORLD.NS,Date
2020-07-13,9.313971519470215,9.319999694824219,10.079999923706055,8.8100004196167,9.8100004196167,128475,2020-07-13
2020-07-20,8.934216499328613,8.9399995803833,9.399999618530273,8.710000038146973,9.399999618530273,112835,2020-07-20
2020-07-27,8.894243240356445,8.899999618530273,9.199999809265137,8.760000228881836,9.0,118925,2020-07-27
2020-08-03,8.994178771972656,9.0,9.350000381469727,8.470000267028809,8.800000190734863,143055,2020-08-03
2020-08-10,9.18405532836914,9.1899995803833,9.630000114440918,8.819999694824219,9.399999618530273,171745,2020-08-10
2020-08-17,9.8836030960083,9.890000343322754,10.170000076293945,9.100000381469727,9.600000381469727,195115,2020-08-17
2020-08-24,10.713066101074219,10.720000267028809,11.25,9.920000076293945,10.09000015258789,818765,2020-08-24
2020-08-31,9.813648223876953,9.819999694824219,11.25,9.399999618530273,10.699999809265137,396675,2020-08-31
2020-09-07,9.833635330200195,9.84000015258789,10.25,9.40999984741211,10.0,226395,2020-09-07
2020-09-14,9.973544120788574,9.979999542236328,10.3100004196167,9.600000381469727,10.0,964300,2020-09-14
2020-09-21,9.563809394836426,9.569999694824219,10.3100004196167,9.390000343322754,10.3100004196167,407425,2020-09-21
2020-09-28,9.403913497924805,9.40999984741211,9.989999771118164,9.350000381469727,9.979999542236328,320465,2020-09-28
2020-10-05,9.383926391601562,9.390000343322754,10.300000190734863,8.800000190734863,9.760000228881836,765885,2020-10-05
2020-10-12,9.803654670715332,9.8100004196167,10.300000190734863,8.84000015258789,9.699999809265137,676720,2020-10-12
2020-10-19,9.78366756439209,9.789999961853027,10.020000457763672,9.520000457763672,10.0,3263860,2020-10-19
2020-10-26,9.853621482849121,9.859999656677246,10.180000305175781,9.65999984741211,9.949999809265137,4485795,2020-10-26
2020-11-02,9.973544120788574,9.979999542236328,10.600000381469727,9.609999656677246,9.920000076293945,5580065,2020-11-02
2020-11-09,10.233376502990723,10.239999771118164,10.899999618530273,9.600000381469727,10.0,4496065,2020-11-09
2020-11-16,9.953557968139648,9.960000038146973,11.0,9.859999656677246,10.079999923706055,3533270,2020-11-16
2020-11-23,10.193402290344238,10.199999809265137,10.350000381469727,9.720000267028809,10.140000343322754,3848725,2020-11-23
2020-11-30,9.5438232421875,9.550000190734863,10.350000381469727,9.229999542236328,10.199999809265137,3665240,2020-11-30
2020-12-07,9.853621482849121,9.859999656677246,10.100000381469727,9.399999618530273,9.75,5256700,2020-12-07
2020-12-14,11.382633209228516,11.390000343322754,12.680000305175781,9.75,9.989999771118164,8374885,2020-12-14
2020-12-21,11.252717018127441,11.260000228881836,11.5600004196167,9.8100004196167,11.5600004196167,4829745,2020-12-21
2020-12-28,10.982891082763672,10.989999771118164,11.800000190734863,10.819999694824219,11.399999618530273,5202040,2020-12-28
2021-01-04,11.572509765625,11.579999923706055,13.180000305175781,11.020000457763672,11.140000343322754,8887355,2021-01-04
2021-01-11,11.48256778717041,11.489999771118164,12.180000305175781,11.0600004196167,12.180000305175781,5765600,2021-01-11
2021-01-18,12.052199363708496,12.0600004196167,13.140000343322754,10.789999961853027,11.949999809265137,8909195,2021-01-18
2021-01-25,11.572509765625,11.579999923706055,12.630000114440918,11.4399995803833,12.369999885559082,4309290,2021-01-25
2021-02-01,12.561868667602539,12.569999694824219,12.779999732971191,11.579999923706055,11.989999771118164,6149805,2021-02-01
2021-02-08,12.252070426940918,12.260000228881836,13.529999732971191,11.960000038146973,12.760000228881836,6181170,2021-02-08
2021-02-15,11.402619361877441,11.40999984741211,12.479999542236328,11.140000343322754,12.399999618530273,5367105,2021-02-15
2021-02-22,11.192755699157715,11.199999809265137,12.569999694824219,11.050000190734863,11.739999771118164,5070245,2021-02-22
2021-03-01,10.932923316955566,10.9399995803833,11.579999923706055,10.199999809265137,11.579999923706055,4509075,2021-03-01
2021-03-08,10.793014526367188,10.800000190734863,11.460000038146973,10.25,11.09000015258789,3216950,2021-03-08
2021-03-15,10.133441925048828,10.140000343322754,10.989999771118164,10.010000228881836,10.989999771118164,4878320,2021-03-15
2021-03-22,9.803654670715332,9.8100004196167,10.34000015258789,9.760000228881836,10.199999809265137,4920755,2021-03-22
2021-03-29,9.87360954284668,9.880000114440918,10.199999809265137,9.579999923706055,9.8100004196167,2477630,2021-03-29
2021-04-05,9.743693351745605,9.75,10.199999809265137,9.609999656677246,10.199999809265137,3979940,2021-04-05
2021-04-12,9.12409496307373,9.130000114440918,9.800000190734863,9.0,9.779999732971191,3396305,2021-04-12
2021-04-19,8.974190711975098,8.979999542236328,9.739999771118164,8.800000190734863,9.0600004196167,3348490,2021-04-19
2021-04-26,9.134088516235352,9.140000343322754,9.5600004196167,9.010000228881836,9.5,4010065,2021-04-26
2021-05-03,10.30333137512207,10.3100004196167,10.890000343322754,9.0,9.25,5322005,2021-05-03
2021-05-10,10.603137016296387,10.609999656677246,11.4399995803833,10.010000228881836,10.960000038146973,4822260,2021-05-10
2021-05-17,10.663098335266113,10.670000076293945,11.199999809265137,10.239999771118164,10.539999961853027,4684260,2021-05-17
2021-05-24,10.243370056152344,10.25,10.890000343322754,10.119999885559082,10.739999771118164,4343290,2021-05-24
2021-05-31,10.483214378356934,10.489999771118164,11.0,10.079999923706055,10.399999618530273,4742765,2021-05-31
2021-06-07,11.232728958129883,11.239999771118164,11.649999618530273,10.130000114440918,10.630000114440918,6246200,2021-06-07
2021-06-14,13.4512939453125,13.460000038146973,14.350000381469727,10.699999809265137,11.300000190734863,28947250,2021-06-14
2021-06-21,12.671798706054688,12.680000305175781,14.399999618530273,12.34000015258789,13.359999656677246,8301315,2021-06-21
2021-06-28,12.791720390319824,12.800000190734863,13.149999618530273,12.40999984741211,12.600000381469727,5913405,2021-06-28
2021-07-05,15.090232849121094,15.100000381469727,15.569999694824219,12.84000015258789,12.960000038146973,19396045,2021-07-05
2021-07-12,15.210155487060547,15.220000267028809,18.1200008392334,15.069999694824219,15.5,38214475,2021-07-12
2021-07-19,15.699838638305664,15.710000038146973,16.299999237060547,14.0600004196167,15.199999809265137,15102970,2021-07-19
2021-07-26,14.900355339050293,14.90999984741211,16.0,14.729999542236328,15.619999885559082,12138935,2021-07-26
2021-08-02,14.310736656188965,14.319999694824219,15.3100004196167,13.680000305175781,15.079999923706055,9423465,2021-08-02
2021-08-09,13.821054458618164,13.829999923706055,14.65999984741211,12.470000267028809,14.399999618530273,7858980,2021-08-09
2021-08-16,12.691784858703613,12.699999809265137,14.640000343322754,12.640000343322754,14.600000381469727,5433385,2021-08-16
2021-08-23,13.081533432006836,13.09000015258789,13.779999732971191,11.550000190734863,12.75,7081365,2021-08-23
2021-08-30,12.491914749145508,12.5,13.5600004196167,12.359999656677246,12.90999984741211,5534360,2021-08-30
2021-09-06,16.739166259765625,16.75,17.399999618530273,12.649999618530273,12.680000305175781,40153825,2021-09-06
2021-09-13,17.188875198364258,17.200000762939453,18.350000381469727,16.200000762939453,16.950000762939453,16828475,2021-09-13
2021-09-20,17.43871307373047,17.450000762939453,18.559999465942383,16.520000457763672,16.889999389648438,12739660,2021-09-20
2021-09-27,18.767852783203125,18.780000686645508,19.540000915527344,17.299999237060547,17.639999389648438,13767990,2021-09-27
