Date,Adj Close_CIGNITITEC.NS,Close_CIGNITITEC.NS,High_CIGNITITEC.NS,Low_CIGNITITEC.NS,Open_CIGNITITEC.NS,Volume_CIGNITITEC.NS,Date
2021-02-08,355.01409912109375,360.1499938964844,374.75,355.95001220703125,370.5,295852,2021-02-08
2021-02-15,353.9791259765625,359.1000061035156,370.0,352.3999938964844,362.0,143481,2021-02-15
2021-02-22,347.62109375,352.6499938964844,373.8999938964844,338.79998779296875,359.5,203384,2021-02-22
2021-03-01,336.1864929199219,341.04998779296875,360.0,338.0,352.6499938964844,211591,2021-03-01
2021-03-08,334.4614562988281,339.29998779296875,347.95001220703125,333.45001220703125,342.79998779296875,177321,2021-03-08
2021-03-15,323.5198059082031,328.20001220703125,346.0,310.25,341.0,270113,2021-03-15
2021-03-22,323.6676025390625,328.3500061035156,350.29998779296875,313.5,329.8500061035156,585452,2021-03-22
2021-03-29,338.995849609375,343.8999938964844,347.0,311.0,328.3500061035156,214555,2021-03-29
2021-04-05,416.1792907714844,422.20001220703125,439.0,331.8999938964844,345.0,1081194,2021-04-05
2021-04-12,403.660400390625,409.5,421.3500061035156,401.1499938964844,416.29998779296875,375669,2021-04-12
2021-04-19,392.2257995605469,397.8999938964844,420.04998779296875,391.70001220703125,404.29998779296875,287467,2021-04-19
2021-04-26,393.2115478515625,398.8999938964844,421.0,388.3999938964844,404.79998779296875,826044,2021-04-26
2021-05-03,372.7081604003906,378.1000061035156,405.5,375.0,395.0,208668,2021-05-03
2021-05-10,368.02587890625,373.3500061035156,382.45001220703125,362.6499938964844,377.0,203708,2021-05-10
2021-05-17,413.32061767578125,419.29998779296875,436.0,377.04998779296875,383.0,854685,2021-05-17
2021-05-24,408.5398254394531,414.45001220703125,432.0,409.5,427.0,247949,2021-05-24
2021-05-31,455.5141296386719,459.3500061035156,470.0,408.1000061035156,411.0,966998,2021-05-31
2021-06-07,463.1002502441406,467.0,474.45001220703125,441.20001220703125,455.1000061035156,737522,2021-06-07
2021-06-14,487.79229736328125,491.8999938964844,509.0,451.04998779296875,474.70001220703125,1596648,2021-06-14
2021-06-21,551.60498046875,556.25,595.0,485.04998779296875,487.8999938964844,3644914,2021-06-21
2021-06-28,650.571533203125,656.0499877929688,678.0,560.0,565.0,2891871,2021-06-28
2021-07-05,612.9384765625,618.0999755859375,676.0,600.2999877929688,663.2000122070312,1279421,2021-07-05
2021-07-12,641.6466674804688,647.0499877929688,665.0,615.0,615.0,1427273,2021-07-12
2021-07-19,596.3283081054688,601.3499755859375,654.75,600.0,638.7999877929688,572863,2021-07-19
2021-07-26,567.5209350585938,572.2999877929688,602.9000244140625,552.25,590.25,742183,2021-07-26
2021-08-02,548.7291259765625,553.3499755859375,596.3499755859375,534.0499877929688,575.0,511766,2021-08-02
2021-08-09,528.5986938476562,533.0499877929688,563.9000244140625,500.0,556.0,568963,2021-08-09
2021-08-16,518.3351440429688,522.7000122070312,549.0,510.0,533.7000122070312,288785,2021-08-16
2021-08-23,529.7391357421875,534.2000122070312,538.7000122070312,495.5,524.9000244140625,608122,2021-08-23
2021-08-30,527.5574951171875,532.0,548.7000122070312,524.4000244140625,536.0,301311,2021-08-30
2021-09-06,569.5042114257812,574.2999877929688,590.0,529.5999755859375,529.5999755859375,699102,2021-09-06
2021-09-13,564.8434448242188,569.5999755859375,586.9000244140625,544.0,580.6500244140625,529628,2021-09-13
2021-09-20,548.6300048828125,553.25,568.0,537.9500122070312,560.0,263057,2021-09-20
2021-09-27,600.4932861328125,605.5499877929688,618.4000244140625,546.0,553.5,862023,2021-09-27
2021-10-04,621.169189453125,626.4000244140625,632.0,574.5999755859375,608.5999755859375,1062381,2021-10-04
2021-10-11,609.8643798828125,615.0,646.5,601.7000122070312,630.4500122070312,692327,2021-10-11
2021-10-18,584.9243774414062,589.8499755859375,624.0,556.25,624.0,842217,2021-10-18
2021-10-25,593.2542114257812,598.25,609.0,577.0,592.7999877929688,659128,2021-10-25
2021-11-01,630.2427368164062,635.5499877929688,652.0,586.0499877929688,600.0,782959,2021-11-01
2021-11-08,653.1002807617188,658.5999755859375,664.7999877929688,621.5999755859375,632.0,808086,2021-11-08
2021-11-15,608.5752563476562,613.7000122070312,670.7999877929688,603.0,660.0,547122,2021-11-15
2021-11-22,603.3195190429688,608.4000244140625,645.0,586.0,615.0,687642,2021-11-22
2021-11-29,582.9906616210938,587.9000244140625,607.0,575.0,607.0,239699,2021-11-29
2021-12-06,596.7745971679688,601.7999877929688,621.1500244140625,578.9500122070312,590.0,292980,2021-12-06
2021-12-13,560.579345703125,565.2999877929688,617.9500122070312,561.3499755859375,604.8499755859375,306559,2021-12-13
2021-12-20,538.96142578125,543.5,580.7999877929688,533.3499755859375,540.0,469603,2021-12-20
2021-12-27,536.5814208984375,541.0999755859375,559.1500244140625,536.1500244140625,545.0,237702,2021-12-27
2022-01-03,574.2145385742188,579.0499877929688,586.9500122070312,538.7000122070312,543.0,249501,2022-01-03
2022-01-10,576.2969970703125,581.1500244140625,609.7999877929688,571.25,575.0,308078,2022-01-10
2022-01-17,536.9781494140625,541.5,590.7999877929688,531.9000244140625,576.0,187002,2022-01-17
2022-01-24,508.02197265625,512.2999877929688,549.9000244140625,487.0,549.9000244140625,322145,2022-01-24
2022-01-31,491.0151672363281,495.1499938964844,524.7999877929688,490.0,522.0499877929688,456292,2022-01-31
2022-02-07,531.4249267578125,535.9000244140625,547.7999877929688,493.8999938964844,497.0,523760,2022-02-07
2022-02-14,516.0047607421875,520.3499755859375,546.75,502.04998779296875,526.5,334355,2022-02-14
2022-02-21,503.3116149902344,507.54998779296875,545.25,500.0,507.29998779296875,514658,2022-02-21
2022-02-28,509.6086120605469,513.9000244140625,524.75,496.70001220703125,505.0,252161,2022-02-28
2022-03-07,496.7667541503906,500.95001220703125,527.5,475.25,512.9000244140625,414733,2022-03-07
2022-03-14,475.59503173828125,479.6000061035156,504.79998779296875,476.3999938964844,501.0,351477,2022-03-14
2022-03-21,425.8638000488281,429.45001220703125,482.0,422.5,479.0,1697361,2022-03-21
2022-03-28,457.64617919921875,461.5,465.29998779296875,410.0,435.8999938964844,1109067,2022-03-28
2022-04-04,471.2317810058594,475.20001220703125,494.79998779296875,462.0,462.0,507127,2022-04-04
2022-04-11,465.08355712890625,469.0,479.25,460.0,475.0,117809,2022-04-11
2022-04-18,442.4243469238281,446.1499938964844,471.8999938964844,439.3999938964844,469.5,482679,2022-04-18
2022-04-25,432.85491943359375,436.5,453.04998779296875,428.79998779296875,444.0,294164,2022-04-25
2022-05-02,409.00579833984375,412.45001220703125,435.1499938964844,408.0,435.0,278995,2022-05-02
2022-05-09,403.9483642578125,407.3500061035156,416.95001220703125,357.20001220703125,402.0,841771,2022-05-09
2022-05-16,419.9139404296875,423.45001220703125,430.79998779296875,334.6499938964844,409.3999938964844,2285565,2022-05-16
2022-05-23,451.1012878417969,454.8999938964844,459.8999938964844,407.79998779296875,422.1000061035156,504268,2022-05-23
2022-05-30,456.50579833984375,460.3500061035156,472.0,452.8999938964844,454.8999938964844,609281,2022-05-30
2022-06-06,456.4066162109375,460.25,462.3999938964844,447.8999938964844,460.0,233889,2022-06-06
2022-06-13,432.9045104980469,436.54998779296875,459.0,428.95001220703125,459.0,365918,2022-06-13
2022-06-20,443.2348327636719,444.45001220703125,454.20001220703125,415.0,438.75,342137,2022-06-20
2022-06-27,471.55718994140625,472.8500061035156,489.0,428.0,446.70001220703125,587791,2022-06-27
2022-07-04,482.8262634277344,484.1499938964844,493.0,449.0,464.04998779296875,372693,2022-07-04
2022-07-11,512.4949340820312,513.9000244140625,519.0,471.0,476.8999938964844,343110,2022-07-11
2022-07-18,528.650634765625,530.0999755859375,535.0,511.0,516.0,472979,2022-07-18
2022-07-25,500.6274719238281,502.0,532.4500122070312,492.0,530.0999755859375,303751,2022-07-25
2022-08-01,534.7339477539062,536.2000122070312,542.9000244140625,516.25,520.5999755859375,408922,2022-08-01
2022-08-08,573.8267822265625,575.4000244140625,581.0,535.5,544.0,444144,2022-08-08
2022-08-15,561.4108276367188,562.9500122070312,587.0,557.3499755859375,575.4000244140625,258908,2022-08-15
2022-08-22,578.3145141601562,579.9000244140625,609.5499877929688,565.0,570.0,762416,2022-08-22
2022-08-29,572.1812744140625,573.75,595.7999877929688,555.5,570.0,379052,2022-08-29
2022-09-05,589.6832885742188,591.2999877929688,596.0,566.0999755859375,576.6500244140625,417698,2022-09-05
2022-09-12,562.5078125,564.0499877929688,600.0,560.1500244140625,597.2000122070312,538707,2022-09-12
2022-09-19,562.2584838867188,563.7999877929688,581.7999877929688,555.5,564.0499877929688,359944,2022-09-19
2022-09-26,551.4381713867188,552.9500122070312,561.9000244140625,524.3499755859375,561.9000244140625,624359,2022-09-26
2022-10-03,538.5235595703125,540.0,556.9000244140625,535.4000244140625,555.0,361955,2022-10-03
2022-10-10,540.268798828125,541.75,563.0499877929688,516.5999755859375,537.0,326648,2022-10-10
2022-10-17,567.0952758789062,568.6500244140625,594.0,533.3499755859375,544.3499755859375,1032758,2022-10-17
2022-10-24,614.5152587890625,616.2000122070312,633.0,570.0,589.0,1013461,2022-10-24
2022-10-31,591.2290649414062,592.8499755859375,632.5,588.5499877929688,620.0999755859375,583786,2022-10-31
2022-11-07,579.4613037109375,581.0499877929688,605.2999877929688,572.7999877929688,590.0999755859375,499013,2022-11-07
2022-11-14,559.2168579101562,560.75,589.5499877929688,557.5,581.5,421158,2022-11-14
2022-11-21,535.6314697265625,537.0999755859375,558.0,524.2000122070312,557.2999877929688,348401,2022-11-21
2022-11-28,545.45458984375,546.9500122070312,553.9500122070312,516.2999877929688,539.5,404977,2022-11-28
2022-12-05,544.9061279296875,546.4000244140625,580.0,532.9000244140625,548.75,473366,2022-12-05
2022-12-12,547.349365234375,548.8499755859375,555.2000122070312,539.2000122070312,546.4000244140625,621579,2022-12-12
2022-12-19,526.3070678710938,527.75,552.4000244140625,525.0,548.0,467749,2022-12-19
2022-12-26,525.7586059570312,527.2000122070312,541.75,522.3499755859375,530.4000244140625,442582,2022-12-26
2023-01-02,558.4688720703125,560.0,578.5,525.5,529.8499755859375,419420,2023-01-02
2023-01-09,564.801513671875,566.3499755859375,580.0,551.4500122070312,565.0,589335,2023-01-09
2023-01-16,567.3446044921875,568.9000244140625,576.4500122070312,540.0999755859375,565.9500122070312,503978,2023-01-16
2023-01-23,578.8131103515625,580.4000244140625,589.0,571.1500244140625,575.8499755859375,287387,2023-01-23
2023-01-30,605.8888549804688,607.5499877929688,638.4000244140625,579.5,583.0999755859375,933383,2023-01-30
2023-02-06,670.0130615234375,671.8499755859375,712.0,598.0,610.5999755859375,1522813,2023-02-06
2023-02-13,724.4139404296875,726.4000244140625,733.7000122070312,673.0,673.0,1181555,2023-02-13
2023-02-20,708.5574340820312,710.5,732.0,694.0,731.9500122070312,530126,2023-02-20
2023-02-27,747.0020141601562,749.0499877929688,758.5,698.0,714.0,1024463,2023-02-27
2023-03-06,779.9117431640625,782.0499877929688,797.4500122070312,751.5499877929688,772.0,982842,2023-03-06
2023-03-13,766.8974609375,769.0,805.0,742.25,775.0999755859375,729686,2023-03-13
2023-03-20,763.2075805664062,765.2999877929688,797.9000244140625,743.0,770.0499877929688,771090,2023-03-20
2023-03-27,743.9603271484375,746.0,769.1500244140625,590.0,767.4000244140625,717257,2023-03-27
2023-04-03,790.5326538085938,792.7000122070312,815.0,748.8499755859375,762.0,604917,2023-04-03
2023-04-10,817.9574584960938,820.2000122070312,836.5,774.0,794.8499755859375,472802,2023-04-10
2023-04-17,792.7266845703125,794.9000244140625,818.25,740.0,813.0,594828,2023-04-17
2023-04-24,861.0393676757812,863.4000244140625,865.0,784.7999877929688,798.0,813092,2023-04-24
2023-05-01,876.6465454101562,879.0499877929688,895.9000244140625,815.0999755859375,863.4000244140625,857649,2023-05-01
2023-05-08,865.128173828125,867.5,907.7000122070312,856.0,887.0,459807,2023-05-08
2023-05-15,850.2688598632812,852.5999755859375,880.5,805.5499877929688,876.0,541997,2023-05-15
2023-05-22,834.1630249023438,836.4500122070312,871.0,831.0,859.5,386541,2023-05-22
2023-05-29,917.7339477539062,920.25,938.0,809.0999755859375,840.1500244140625,878533,2023-05-29
2023-06-05,897.0905151367188,899.5499877929688,935.0,896.1500244140625,930.6500244140625,474569,2023-06-05
2023-06-12,865.2278442382812,867.5999755859375,913.5499877929688,841.7999877929688,912.9000244140625,563725,2023-06-12
2023-06-19,843.5872192382812,845.9000244140625,904.9000244140625,838.7999877929688,869.9000244140625,537808,2023-06-19
2023-06-26,848.9225463867188,851.25,860.0,825.2999877929688,845.0,433851,2023-06-26
2023-07-03,815.6637573242188,817.9000244140625,863.9500122070312,788.5999755859375,860.0,817138,2023-07-03
2023-07-10,804.3946533203125,806.5999755859375,827.6500244140625,786.0499877929688,823.0,618873,2023-07-10
2023-07-17,793.8734741210938,796.0499877929688,855.0,792.0,813.0,705178,2023-07-17
2023-07-24,789.3858032226562,791.5499877929688,809.0,770.0,799.0,682277,2023-07-24
2023-07-31,781.8065795898438,783.9500122070312,814.9500122070312,760.0,814.9500122070312,711367,2023-07-31
2023-08-07,775.224609375,777.3499755859375,791.4000244140625,758.0499877929688,787.0,516748,2023-08-07
2023-08-14,768.0941772460938,770.2000122070312,783.8499755859375,763.25,778.7000122070312,251808,2023-08-14
2023-08-21,778.0668334960938,780.2000122070312,793.9000244140625,766.6500244140625,770.2000122070312,481312,2023-08-21
2023-08-28,801.602294921875,803.7999877929688,817.0,776.0,786.9500122070312,543783,2023-08-28
2023-09-04,819.5032348632812,821.75,850.0999755859375,801.0,809.8499755859375,722302,2023-09-04
2023-09-11,807.9349975585938,810.1500244140625,836.0,800.0,824.9500122070312,567880,2023-09-11
2023-09-18,787.1917724609375,789.3499755859375,821.5,785.0,813.0,287235,2023-09-18
2023-09-25,781.0087890625,783.1500244140625,801.1500244140625,780.0,786.7000122070312,273677,2023-09-25
2023-10-02,821.946533203125,824.2000122070312,836.0,781.2999877929688,783.1500244140625,709770,2023-10-02
2023-10-09,918.8308715820312,921.3499755859375,927.0,812.2999877929688,824.2000122070312,1507616,2023-10-09
2023-10-16,1005.4434814453125,1008.2000122070312,1020.0,930.0499877929688,930.0499877929688,1673539,2023-10-16
2023-10-23,961.2645874023438,963.9000244140625,1019.0,911.6500244140625,1012.0499877929688,762520,2023-10-23
2023-10-30,1086.8702392578125,1089.8499755859375,1140.0,951.4000244140625,965.9500122070312,2246620,2023-10-30
2023-11-06,1072.509521484375,1075.449951171875,1156.0,1045.0,1099.0,1430411,2023-11-06
2023-11-13,1078.84228515625,1081.800048828125,1126.75,1075.199951171875,1120.0,495342,2023-11-13
2023-11-20,1178.75,1178.75,1188.0,1061.9000244140625,1085.050048828125,1890234,2023-11-20
2023-11-27,1140.050048828125,1140.050048828125,1204.0,1125.25,1178.75,871951,2023-11-27
2023-12-04,1087.5999755859375,1087.5999755859375,1160.550048828125,1078.050048828125,1160.0,715968,2023-12-04
2023-12-11,1101.9000244140625,1101.9000244140625,1133.0,1051.0,1093.050048828125,1230433,2023-12-11
2023-12-18,1125.75,1125.75,1154.0,1054.050048828125,1120.0,1084353,2023-12-18
2023-12-25,1067.0,1067.0,1141.800048828125,1064.449951171875,1125.75,462977,2023-12-25
2024-01-01,1062.300048828125,1062.300048828125,1084.0,1020.0,1074.0,909771,2024-01-01
2024-01-08,1058.949951171875,1058.949951171875,1097.0,1033.5999755859375,1066.0,698833,2024-01-08
2024-01-15,1085.8499755859375,1085.8499755859375,1089.9000244140625,1001.0,1070.0,689561,2024-01-15
2024-01-22,985.5999755859375,985.5999755859375,1085.8499755859375,942.0999755859375,1085.8499755859375,664282,2024-01-22
2024-01-29,1017.9000244140625,1017.9000244140625,1032.0,977.5499877929688,986.0,539797,2024-01-29
2024-02-05,1027.9000244140625,1027.9000244140625,1059.050048828125,982.6500244140625,1027.0,982960,2024-02-05
2024-02-12,1000.7000122070312,1000.7000122070312,1059.949951171875,980.5,1029.050048828125,944749,2024-02-12
2024-02-19,1095.699951171875,1095.699951171875,1117.0,1000.0999755859375,1004.0,1193991,2024-02-19
2024-02-26,1057.949951171875,1057.949951171875,1118.0,999.9000244140625,1099.0,596606,2024-02-26
2024-03-04,1099.800048828125,1099.800048828125,1109.050048828125,1030.550048828125,1065.9000244140625,747448,2024-03-04
2024-03-11,1233.550048828125,1233.550048828125,1243.0,1082.0,1115.949951171875,2611438,2024-03-11
2024-03-18,1280.449951171875,1280.449951171875,1285.0,1206.1500244140625,1250.0,1140688,2024-03-18
2024-03-25,1265.8499755859375,1265.8499755859375,1295.0,1201.199951171875,1280.449951171875,601200,2024-03-25
2024-04-01,1327.800048828125,1327.800048828125,1351.75,1240.0,1266.0,1036490,2024-04-01
2024-04-08,1260.8499755859375,1260.8499755859375,1338.5,1255.050048828125,1338.5,530872,2024-04-08
2024-04-15,1225.550048828125,1225.550048828125,1291.9000244140625,1182.0,1239.5999755859375,796594,2024-04-15
2024-04-22,1301.449951171875,1301.449951171875,1315.4000244140625,1230.0,1243.199951171875,1101506,2024-04-22
2024-04-29,1323.0,1323.0,1384.0,1302.0,1324.9000244140625,3203485,2024-04-29
2024-05-06,1301.5,1301.5,1334.5999755859375,1292.0,1330.0,1523871,2024-05-06
2024-05-13,1313.0999755859375,1313.0999755859375,1337.0,1285.0,1316.0,678538,2024-05-13
2024-05-20,1316.8499755859375,1316.8499755859375,1332.0,1301.0999755859375,1325.5,648628,2024-05-20
2024-05-27,1319.25,1319.25,1331.5999755859375,1304.0,1318.9000244140625,552490,2024-05-27
2024-06-03,1349.550048828125,1349.550048828125,1358.4000244140625,1280.0,1329.9000244140625,1065570,2024-06-03
2024-06-10,1345.8499755859375,1345.8499755859375,1354.4000244140625,1334.0,1350.0,1146282,2024-06-10
2024-06-17,1351.449951171875,1351.449951171875,1369.0,1335.0,1345.0,599522,2024-06-17
2024-06-24,1360.25,1360.25,1375.0,1335.3499755859375,1350.0,703665,2024-06-24
2024-07-01,1368.199951171875,1368.199951171875,1415.0,1364.8499755859375,1364.8499755859375,4451928,2024-07-01
2024-07-08,1356.949951171875,1356.949951171875,1378.8499755859375,1345.0,1378.699951171875,1134962,2024-07-08
2024-07-15,1341.9000244140625,1341.9000244140625,1369.0,1336.0,1360.0,413590,2024-07-15
2024-07-22,1364.5999755859375,1364.5999755859375,1378.0,1332.0,1339.0,789061,2024-07-22
2024-07-29,1367.0999755859375,1367.0999755859375,1378.9000244140625,1351.199951171875,1370.0,966894,2024-07-29
2024-08-05,1355.75,1355.75,1380.75,1345.5,1354.4000244140625,389392,2024-08-05
2024-08-12,1363.5999755859375,1363.5999755859375,1374.0,1350.050048828125,1351.0,312420,2024-08-12
2024-08-19,1367.75,1367.75,1387.0,1360.0,1364.949951171875,351213,2024-08-19
2024-08-26,1379.8499755859375,1379.8499755859375,1387.0,1360.0999755859375,1367.9000244140625,265021,2024-08-26
2024-09-02,1370.800048828125,1370.800048828125,1389.800048828125,1366.0,1389.0,188317,2024-09-02
2024-09-09,1388.4000244140625,1388.4000244140625,1396.0,1365.199951171875,1370.0,456663,2024-09-09
2024-09-16,1391.800048828125,1391.800048828125,1398.9000244140625,1377.550048828125,1395.0,590278,2024-09-16
2024-09-23,1379.300048828125,1379.300048828125,1393.0,1375.0999755859375,1390.0,471253,2024-09-23
2024-09-30,1384.0999755859375,1384.0999755859375,1397.5,1375.0,1378.0999755859375,335240,2024-09-30
2024-10-07,1390.449951171875,1390.449951171875,1396.5,1365.5999755859375,1384.0,443088,2024-10-07
2024-10-14,1394.75,1394.75,1401.949951171875,1381.0,1397.449951171875,600883,2024-10-14
2024-10-21,1512.25,1512.25,1552.800048828125,1366.5999755859375,1397.199951171875,4454446,2024-10-21
2024-10-28,1416.800048828125,1416.800048828125,1546.3499755859375,1400.0,1515.0,952815,2024-10-28
2024-11-04,1412.8499755859375,1412.8499755859375,1429.300048828125,1401.25,1415.5,674922,2024-11-04
2024-11-11,1372.949951171875,1372.949951171875,1420.9000244140625,1365.050048828125,1415.0,563465,2024-11-11
2024-11-18,1504.949951171875,1504.949951171875,1523.4000244140625,1312.1500244140625,1360.0,960234,2024-11-18
2024-11-25,1663.4000244140625,1663.4000244140625,1690.300048828125,1508.699951171875,1508.699951171875,1011115,2024-11-25
2024-12-02,1782.75,1782.75,1793.75,1660.0,1698.0,642371,2024-12-02
2024-12-09,1875.9000244140625,1875.9000244140625,1949.949951171875,1784.050048828125,1790.050048828125,1197855,2024-12-09
2024-12-16,1872.050048828125,1872.050048828125,1970.0,1850.050048828125,1889.0,578792,2024-12-16
2024-12-23,1849.4000244140625,1849.4000244140625,1902.949951171875,1807.25,1902.949951171875,218942,2024-12-23
2024-12-30,1757.1500244140625,1757.1500244140625,1784.949951171875,1705.199951171875,1725.0,1155597,2024-12-30
2025-01-06,1682.3499755859375,1682.3499755859375,1770.699951171875,1658.75,1733.0999755859375,871980,2025-01-06
2025-01-13,1579.25,1579.25,1667.8499755859375,1517.6500244140625,1651.050048828125,804257,2025-01-13
2025-01-20,1656.699951171875,1656.699951171875,1705.0,1475.800048828125,1552.300048828125,2178120,2025-01-20
2025-01-27,1435.550048828125,1435.550048828125,1644.1500244140625,1425.9000244140625,1644.1500244140625,1041096,2025-01-27
2025-02-03,1531.449951171875,1531.449951171875,1547.3499755859375,1382.9000244140625,1404.0,791583,2025-02-03
2025-02-10,1396.6500244140625,1396.6500244140625,1539.0,1377.0999755859375,1539.0,470777,2025-02-10
2025-02-17,1362.3499755859375,1362.3499755859375,1416.0,1335.0999755859375,1375.699951171875,493961,2025-02-17
2025-02-24,1323.9000244140625,1323.9000244140625,1396.699951171875,1283.5999755859375,1355.0,354576,2025-02-24
2025-03-03,1397.050048828125,1397.050048828125,1449.800048828125,1298.050048828125,1325.0,880307,2025-03-03
2025-03-10,1335.25,1335.25,1410.949951171875,1318.699951171875,1400.050048828125,368742,2025-03-10
2025-03-17,1413.25,1413.25,1432.9000244140625,1318.75,1334.0,571909,2025-03-17
2025-03-24,1464.1500244140625,1464.1500244140625,1487.800048828125,1395.550048828125,1415.0,874442,2025-03-24
2025-03-31,1221.050048828125,1221.050048828125,1467.300048828125,1213.4000244140625,1464.1500244140625,774346,2025-03-31
2025-04-07,1172.3499755859375,1172.3499755859375,1233.8499755859375,1033.25,1033.25,466260,2025-04-07
2025-04-14,1219.699951171875,1219.699951171875,1268.9000244140625,1167.199951171875,1193.0,387762,2025-04-14
2025-04-21,1345.800048828125,1345.800048828125,1377.9000244140625,1241.0999755859375,1251.0,654104,2025-04-21
2025-04-28,1354.5,1354.5,1391.4000244140625,1324.5999755859375,1349.9000244140625,213867,2025-04-28
2025-05-05,1415.800048828125,1415.800048828125,1492.0,1343.0999755859375,1359.4000244140625,1917425,2025-05-05
2025-05-12,1560.699951171875,1560.699951171875,1588.0,1447.0,1461.9000244140625,621951,2025-05-12
2025-05-19,1543.199951171875,1543.199951171875,1583.800048828125,1511.5,1560.0,515214,2025-05-19
2025-05-26,1589.300048828125,1589.300048828125,1621.9000244140625,1518.0999755859375,1560.0,652660,2025-05-26
2025-06-02,1634.4000244140625,1634.4000244140625,1648.9000244140625,1567.0999755859375,1590.0,1334885,2025-06-02
2025-06-09,1661.5999755859375,1661.5999755859375,1748.0,1610.0999755859375,1635.5,547397,2025-06-09
2025-06-16,1703.300048828125,1703.300048828125,1727.5,1652.9000244140625,1676.0,340092,2025-06-16
2025-06-23,1779.199951171875,1779.199951171875,1829.800048828125,1678.0,1678.0,438573,2025-06-23
2025-06-30,1822.5999755859375,1822.5999755859375,1834.0,1769.0,1784.800048828125,314678,2025-06-30
2025-07-07,1758.300048828125,1758.300048828125,1866.9000244140625,1738.0999755859375,1835.0,292195,2025-07-07
2025-07-14,1777.199951171875,1777.199951171875,1801.199951171875,1729.300048828125,1750.0,87991,2025-07-14
