Date,Adj Close_SOMATEX.NS,Close_SOMATEX.NS,High_SOMATEX.NS,Low_SOMATEX.NS,Open_SOMATEX.NS,Volume_SOMATEX.NS,Date
2022-04-04,8.5,8.5,9.0,7.5,7.650000095367432,100728,2022-04-04
2022-04-11,8.699999809265137,8.699999809265137,9.25,8.350000381469727,8.5,55733,2022-04-11
2022-04-18,8.100000381469727,8.100000381469727,8.899999618530273,7.900000095367432,8.350000381469727,79680,2022-04-18
2022-04-25,7.449999809265137,7.449999809265137,8.199999809265137,7.199999809265137,8.0,68743,2022-04-25
2022-05-02,7.449999809265137,7.449999809265137,7.949999809265137,7.099999904632568,7.099999904632568,66830,2022-05-02
2022-05-09,6.800000190734863,6.800000190734863,7.849999904632568,6.550000190734863,7.199999809265137,69731,2022-05-09
2022-05-16,6.699999809265137,6.699999809265137,7.349999904632568,6.5,6.949999809265137,52584,2022-05-16
2022-05-23,6.699999809265137,6.699999809265137,7.349999904632568,6.550000190734863,6.550000190734863,26813,2022-05-23
2022-05-30,6.949999809265137,6.949999809265137,7.449999809265137,6.599999904632568,6.599999904632568,41396,2022-05-30
2022-06-06,7.150000095367432,7.150000095367432,7.5,6.650000095367432,6.849999904632568,61122,2022-06-06
2022-06-13,6.400000095367432,6.400000095367432,7.400000095367432,6.400000095367432,7.300000190734863,28979,2022-06-13
2022-06-20,6.699999809265137,6.699999809265137,6.800000190734863,5.949999809265137,6.400000095367432,30671,2022-06-20
2022-06-27,6.550000190734863,6.550000190734863,7.0,6.150000095367432,7.0,31697,2022-06-27
2022-07-04,7.0,7.0,7.0,6.099999904632568,6.300000190734863,46527,2022-07-04
2022-07-11,8.449999809265137,8.449999809265137,8.850000381469727,6.650000095367432,7.300000190734863,128967,2022-07-11
2022-07-18,7.599999904632568,7.599999904632568,8.800000190734863,7.5,8.800000190734863,76068,2022-07-18
2022-07-25,7.699999809265137,7.699999809265137,7.949999809265137,7.150000095367432,7.300000190734863,57238,2022-07-25
2022-08-01,7.550000190734863,7.550000190734863,8.149999618530273,7.150000095367432,7.75,51950,2022-08-01
2022-08-08,7.349999904632568,7.349999904632568,7.849999904632568,7.0,7.25,58025,2022-08-08
2022-08-15,6.800000190734863,6.800000190734863,7.550000190734863,6.75,7.349999904632568,75716,2022-08-15
2022-08-22,7.150000095367432,7.150000095367432,7.5,6.650000095367432,6.800000190734863,53127,2022-08-22
2022-08-29,7.349999904632568,7.349999904632568,7.800000190734863,6.900000095367432,6.900000095367432,94393,2022-08-29
2022-09-05,7.650000095367432,7.650000095367432,8.0,7.0,7.699999809265137,124863,2022-09-05
2022-09-12,7.699999809265137,7.699999809265137,8.050000190734863,7.5,7.5,78454,2022-09-12
2022-09-19,7.650000095367432,7.650000095367432,8.199999809265137,7.449999809265137,7.599999904632568,65004,2022-09-19
2022-09-26,7.300000190734863,7.300000190734863,7.75,7.050000190734863,7.650000095367432,27995,2022-09-26
2022-10-03,7.900000095367432,7.900000095367432,8.100000381469727,7.349999904632568,7.349999904632568,78910,2022-10-03
2022-10-10,7.0,7.0,8.199999809265137,7.0,8.199999809265137,73905,2022-10-10
2022-10-17,7.099999904632568,7.099999904632568,7.199999809265137,6.75,7.0,30901,2022-10-17
2022-10-24,7.199999809265137,7.199999809265137,7.599999904632568,6.949999809265137,6.949999809265137,24590,2022-10-24
2022-10-31,7.099999904632568,7.099999904632568,7.449999809265137,6.800000190734863,7.349999904632568,49644,2022-10-31
2022-11-07,7.599999904632568,7.599999904632568,7.650000095367432,7.099999904632568,7.099999904632568,82806,2022-11-07
2022-11-14,7.550000190734863,7.550000190734863,8.25,7.25,7.900000095367432,182435,2022-11-14
2022-11-21,7.5,7.5,7.949999809265137,7.349999904632568,7.699999809265137,53551,2022-11-21
2022-11-28,7.5,7.5,7.699999809265137,7.150000095367432,7.699999809265137,55083,2022-11-28
2022-12-05,8.75,8.75,9.600000381469727,7.150000095367432,7.800000190734863,370587,2022-12-05
2022-12-12,8.850000381469727,8.850000381469727,9.199999809265137,8.0,9.100000381469727,155378,2022-12-12
2022-12-19,9.199999809265137,9.199999809265137,11.149999618530273,8.850000381469727,9.350000381469727,589358,2022-12-19
2022-12-26,9.199999809265137,9.199999809265137,9.649999618530273,8.600000381469727,8.75,295978,2022-12-26
2023-01-02,9.600000381469727,9.600000381469727,9.600000381469727,8.850000381469727,9.199999809265137,129268,2023-01-02
2023-01-09,9.199999809265137,9.199999809265137,9.699999809265137,9.100000381469727,9.600000381469727,90082,2023-01-09
2023-01-16,9.350000381469727,9.350000381469727,10.0,9.199999809265137,9.199999809265137,184621,2023-01-16
2023-01-23,8.899999618530273,8.899999618530273,9.699999809265137,8.850000381469727,9.699999809265137,176144,2023-01-23
2023-01-30,9.100000381469727,9.100000381469727,9.550000190734863,8.550000190734863,9.149999618530273,132130,2023-01-30
2023-02-06,13.0,13.0,13.0,9.0,9.100000381469727,189012,2023-02-06
2023-02-13,16.5,16.5,16.5,13.0,13.649999618530273,1107690,2023-02-13
2023-02-20,21.0,21.0,21.0,17.299999237060547,17.299999237060547,1322438,2023-02-20
2023-02-27,25.649999618530273,25.649999618530273,26.75,22.049999237060547,22.049999237060547,362022,2023-02-27
2023-03-06,31.049999237060547,31.049999237060547,31.049999237060547,24.399999618530273,24.399999618530273,1055185,2023-03-06
2023-03-13,39.5,39.5,39.5,31.700000762939453,32.54999923706055,736648,2023-03-13
2023-03-20,45.5,45.5,50.25,39.5,39.5,523490,2023-03-20
2023-03-27,37.099998474121094,37.099998474121094,43.25,37.099998474121094,43.25,13073,2023-03-27
2023-04-03,31.850000381469727,31.850000381469727,35.25,31.850000381469727,35.25,19582,2023-04-03
2023-04-10,28.700000762939453,28.700000762939453,30.25,26.0,30.25,485705,2023-04-10
2023-04-17,22.299999237060547,22.299999237060547,28.399999618530273,22.299999237060547,28.399999618530273,507437,2023-04-17
2023-04-24,19.049999237060547,19.049999237060547,23.25,18.200000762939453,21.600000381469727,895113,2023-04-24
2023-05-01,17.149999618530273,17.149999618530273,19.049999237060547,15.699999809265137,19.049999237060547,336575,2023-05-01
2023-05-08,21.75,21.75,21.75,18.0,18.0,575249,2023-05-08
2023-05-15,27.549999237060547,27.549999237060547,27.549999237060547,22.200000762939453,22.799999237060547,726500,2023-05-15
2023-05-22,21.399999618530273,21.399999618530273,28.700000762939453,21.399999618530273,28.700000762939453,600924,2023-05-22
2023-05-29,24.799999237060547,24.799999237060547,24.799999237060547,20.350000381469727,20.350000381469727,1221966,2023-05-29
2023-06-05,28.549999237060547,28.549999237060547,30.0,25.600000381469727,25.600000381469727,880938,2023-06-05
2023-06-12,27.0,27.0,28.149999618530273,24.149999618530273,28.149999618530273,584102,2023-06-12
2023-06-19,28.799999237060547,28.799999237060547,30.600000381469727,25.649999618530273,27.0,847344,2023-06-19
2023-06-26,26.600000381469727,26.600000381469727,29.5,26.299999237060547,28.450000762939453,274635,2023-06-26
2023-07-03,27.350000381469727,27.350000381469727,30.600000381469727,26.899999618530273,26.899999618530273,276726,2023-07-03
2023-07-10,26.899999618530273,26.899999618530273,28.0,26.049999237060547,27.350000381469727,191365,2023-07-10
2023-07-17,25.700000762939453,25.700000762939453,27.75,25.049999237060547,27.5,176275,2023-07-17
2023-07-24,23.200000762939453,23.200000762939453,26.200000762939453,23.0,25.399999618530273,122374,2023-07-24
2023-07-31,23.100000381469727,23.100000381469727,24.0,22.149999618530273,23.950000762939453,96188,2023-07-31
2023-08-07,22.600000381469727,22.600000381469727,24.100000381469727,22.100000381469727,23.100000381469727,140812,2023-08-07
2023-08-14,22.25,22.25,24.0,22.149999618530273,23.399999618530273,93760,2023-08-14
2023-08-21,21.799999237060547,21.799999237060547,22.950000762939453,21.049999237060547,22.5,78597,2023-08-21
2023-08-28,19.149999618530273,19.149999618530273,22.450000762939453,19.149999618530273,22.450000762939453,216252,2023-08-28
2023-09-04,22.5,22.5,22.5,18.200000762939453,18.299999237060547,221826,2023-09-04
2023-09-11,21.399999618530273,21.399999618530273,23.600000381469727,21.399999618530273,23.399999618530273,90198,2023-09-11
2023-09-18,19.799999237060547,19.799999237060547,21.0,19.799999237060547,21.0,27849,2023-09-18
2023-09-25,18.899999618530273,18.899999618530273,19.799999237060547,18.899999618530273,19.399999618530273,25880,2023-09-25
2023-10-02,18.899999618530273,18.899999618530273,18.899999618530273,18.299999237060547,18.899999618530273,25321,2023-10-02
2023-10-09,19.149999618530273,19.149999618530273,19.25,18.799999237060547,18.899999618530273,23986,2023-10-09
2023-10-16,21.75,21.75,23.25,20.100000381469727,20.100000381469727,112072,2023-10-16
2023-10-23,19.350000381469727,19.350000381469727,21.700000762939453,18.649999618530273,20.700000762939453,111720,2023-10-23
2023-10-30,19.299999237060547,19.299999237060547,20.549999237060547,19.0,19.200000762939453,50278,2023-10-30
2023-11-06,20.25,20.25,21.950000762939453,19.100000381469727,19.350000381469727,113493,2023-11-06
2023-11-13,19.399999618530273,19.399999618530273,20.950000762939453,19.100000381469727,20.299999237060547,61374,2023-11-13
2023-11-20,19.899999618530273,19.899999618530273,20.350000381469727,19.0,19.25,78473,2023-11-20
2023-11-27,19.75,19.75,20.350000381469727,19.149999618530273,19.899999618530273,57348,2023-11-27
2023-12-04,19.600000381469727,19.600000381469727,20.350000381469727,19.200000762939453,20.0,108114,2023-12-04
2023-12-11,20.299999237060547,20.299999237060547,21.049999237060547,19.200000762939453,20.200000762939453,107819,2023-12-11
2023-12-18,19.700000762939453,19.700000762939453,21.350000381469727,18.799999237060547,21.25,80850,2023-12-18
2023-12-25,21.899999618530273,21.899999618530273,23.799999237060547,19.700000762939453,19.700000762939453,152775,2023-12-25
2024-01-01,21.600000381469727,21.600000381469727,22.5,21.049999237060547,22.299999237060547,52740,2024-01-01
2024-01-08,22.299999237060547,22.299999237060547,22.299999237060547,21.200000762939453,21.25,34839,2024-01-08
2024-01-15,20.899999618530273,20.899999618530273,22.600000381469727,20.899999618530273,22.600000381469727,28958,2024-01-15
2024-01-22,19.350000381469727,19.350000381469727,20.899999618530273,19.299999237060547,20.899999618530273,26205,2024-01-22
2024-01-29,21.25,21.25,21.25,19.450000762939453,19.700000762939453,41252,2024-01-29
2024-02-05,24.5,24.5,26.649999618530273,21.25,22.200000762939453,331732,2024-02-05
2024-02-12,24.5,24.5,25.399999618530273,21.049999237060547,23.299999237060547,152136,2024-02-12
2024-02-19,23.850000381469727,23.850000381469727,26.950000762939453,22.399999618530273,25.700000762939453,267859,2024-02-19
2024-02-26,27.600000381469727,27.600000381469727,28.899999618530273,25.0,25.0,927869,2024-02-26
2024-03-04,31.799999237060547,31.799999237060547,31.799999237060547,27.100000381469727,30.350000381469727,390674,2024-03-04
2024-03-11,30.5,30.5,36.75,30.399999618530273,33.349998474121094,503658,2024-03-11
2024-03-18,36.54999923706055,36.54999923706055,37.5,29.049999237060547,29.049999237060547,424998,2024-03-18
2024-03-25,33.599998474121094,33.599998474121094,37.5,33.29999923706055,36.54999923706055,201345,2024-03-25
2024-04-01,32.849998474121094,32.849998474121094,35.25,32.599998474121094,34.900001525878906,139142,2024-04-01
2024-04-08,31.549999237060547,31.549999237060547,33.849998474121094,31.049999237060547,33.5,101782,2024-04-08
2024-04-15,33.150001525878906,33.150001525878906,33.150001525878906,29.25,31.950000762939453,88510,2024-04-15
2024-04-22,38.20000076293945,38.20000076293945,42.20000076293945,34.79999923706055,34.79999923706055,891065,2024-04-22
2024-04-29,33.95000076293945,33.95000076293945,39.900001525878906,33.25,39.900001525878906,143385,2024-04-29
2024-05-06,33.849998474121094,33.849998474121094,35.0,31.350000381469727,35.0,207900,2024-05-06
2024-05-13,32.95000076293945,32.95000076293945,37.5,32.5,33.849998474121094,154757,2024-05-13
2024-05-20,34.45000076293945,34.45000076293945,38.04999923706055,32.20000076293945,33.599998474121094,202350,2024-05-20
2024-05-27,34.0,34.0,35.0,32.75,32.75,153685,2024-05-27
2024-06-03,33.79999923706055,33.79999923706055,35.349998474121094,32.45000076293945,34.0,152256,2024-06-03
2024-06-10,35.36000061035156,35.36000061035156,37.81999969482422,33.099998474121094,33.79999923706055,127172,2024-06-10
2024-06-17,34.209999084472656,34.209999084472656,36.400001525878906,33.099998474121094,35.36000061035156,117821,2024-06-17
2024-06-24,34.04999923706055,34.04999923706055,34.880001068115234,33.150001525878906,34.880001068115234,72237,2024-06-24
2024-07-01,34.31999969482422,34.31999969482422,35.0,32.560001373291016,34.400001525878906,140507,2024-07-01
2024-07-08,34.400001525878906,34.400001525878906,36.47999954223633,33.11000061035156,34.31999969482422,127133,2024-07-08
2024-07-15,34.2400016784668,34.2400016784668,35.099998474121094,32.79999923706055,35.099998474121094,49066,2024-07-15
2024-07-22,34.0099983215332,34.0099983215332,34.75,32.599998474121094,34.2400016784668,59162,2024-07-22
2024-07-29,35.15999984741211,35.15999984741211,36.79999923706055,34.0,34.689998626708984,78856,2024-07-29
2024-08-05,34.70000076293945,34.70000076293945,36.5,32.209999084472656,35.0,141377,2024-08-05
2024-08-12,33.939998626708984,33.939998626708984,35.099998474121094,33.02000045776367,35.099998474121094,120924,2024-08-12
2024-08-19,34.16999816894531,34.16999816894531,36.189998626708984,33.11000061035156,34.400001525878906,409328,2024-08-19
2024-08-26,35.06999969482422,35.06999969482422,35.5,33.5099983215332,34.9900016784668,467782,2024-08-26
2024-09-02,35.84000015258789,35.84000015258789,37.900001525878906,35.0,36.4900016784668,603898,2024-09-02
2024-09-09,36.560001373291016,36.560001373291016,37.5,35.15999984741211,36.72999954223633,368806,2024-09-09
2024-09-16,36.0,36.0,37.88999938964844,34.54999923706055,37.84000015258789,301558,2024-09-16
2024-09-23,39.61000061035156,39.61000061035156,39.61000061035156,34.79999923706055,37.5,287464,2024-09-23
2024-09-30,38.45000076293945,38.45000076293945,43.56999969482422,36.54999923706055,41.09000015258789,1674480,2024-09-30
2024-10-07,51.59000015258789,51.59000015258789,55.29999923706055,35.25,39.20000076293945,3805472,2024-10-07
2024-10-14,44.36000061035156,44.36000061035156,53.0099983215332,43.2400016784668,53.0,1099856,2024-10-14
2024-10-21,44.56999969482422,44.56999969482422,53.650001525878906,37.310001373291016,44.45000076293945,2524990,2024-10-21
2024-10-28,46.959999084472656,46.959999084472656,49.5,42.56999969482422,46.5,793811,2024-10-28
2024-11-04,45.220001220703125,45.220001220703125,53.5,44.22999954223633,47.599998474121094,1189041,2024-11-04
2024-11-11,45.5,45.5,48.5,43.459999084472656,45.45000076293945,812764,2024-11-11
2024-11-18,44.08000183105469,44.08000183105469,47.29999923706055,43.15999984741211,46.20000076293945,263329,2024-11-18
2024-11-25,65.80000305175781,65.80000305175781,65.80000305175781,44.400001525878906,45.189998626708984,5325724,2024-11-25
2024-12-02,54.31999969482422,54.31999969482422,64.70999908447266,54.20000076293945,64.70999908447266,1480976,2024-12-02
2024-12-09,55.380001068115234,55.380001068115234,58.25,51.810001373291016,54.290000915527344,334063,2024-12-09
2024-12-16,50.33000183105469,50.33000183105469,56.20000076293945,49.70000076293945,55.380001068115234,167836,2024-12-16
2024-12-23,46.349998474121094,46.349998474121094,51.38999938964844,45.15999984741211,51.0,86202,2024-12-23
2024-12-30,45.209999084472656,45.209999084472656,48.34000015258789,44.70000076293945,47.5,150936,2024-12-30
2025-01-06,40.779998779296875,40.779998779296875,47.470001220703125,40.0099983215332,46.29999923706055,153886,2025-01-06
2025-01-13,42.2599983215332,42.2599983215332,44.0,38.79999923706055,40.689998626708984,82753,2025-01-13
2025-01-20,40.4900016784668,40.4900016784668,46.45000076293945,40.25,42.97999954223633,71762,2025-01-20
2025-01-27,40.31999969482422,40.31999969482422,42.400001525878906,37.58000183105469,40.4900016784668,81184,2025-01-27
2025-02-03,40.150001525878906,40.150001525878906,41.959999084472656,39.0,39.0,38314,2025-02-03
2025-02-10,38.52000045776367,38.52000045776367,40.15999984741211,36.34000015258789,40.15999984741211,75125,2025-02-10
2025-02-17,40.11000061035156,40.11000061035156,40.95000076293945,37.0099983215332,37.0099983215332,73155,2025-02-17
2025-02-24,39.0,39.0,41.25,37.25,40.310001373291016,64065,2025-02-24
2025-03-03,40.11000061035156,40.11000061035156,40.75,38.0,39.88999938964844,85234,2025-03-03
2025-03-10,38.0,38.0,40.900001525878906,34.529998779296875,40.439998626708984,375062,2025-03-10
2025-03-17,38.27000045776367,38.27000045776367,39.88999938964844,35.27000045776367,37.11000061035156,76280,2025-03-17
2025-03-24,37.650001525878906,37.650001525878906,39.9900016784668,35.81999969482422,38.650001525878906,126052,2025-03-24
2025-03-31,40.43000030517578,40.43000030517578,42.400001525878906,37.060001373291016,37.650001525878906,123658,2025-03-31
2025-04-07,39.40999984741211,39.40999984741211,40.779998779296875,36.59000015258789,40.43000030517578,54296,2025-04-07
2025-04-14,51.540000915527344,51.540000915527344,54.959999084472656,39.0099983215332,39.40999984741211,1448149,2025-04-14
2025-04-21,42.61000061035156,42.61000061035156,52.189998626708984,42.0,51.540000915527344,338100,2025-04-21
2025-04-28,43.66999816894531,43.66999816894531,46.900001525878906,42.11000061035156,42.68000030517578,180005,2025-04-28
2025-05-05,42.18000030517578,42.18000030517578,44.5,41.279998779296875,42.220001220703125,103837,2025-05-05
2025-05-12,45.81999969482422,45.81999969482422,49.9900016784668,42.54999923706055,42.9900016784668,345195,2025-05-12
2025-05-19,43.84000015258789,43.84000015258789,47.4900016784668,43.0,45.599998474121094,71404,2025-05-19
2025-05-26,45.810001373291016,45.810001373291016,48.779998779296875,43.2599983215332,43.2599983215332,484525,2025-05-26
2025-06-02,43.65999984741211,43.65999984741211,46.13999938964844,41.5099983215332,45.790000915527344,166690,2025-06-02
2025-06-09,44.61000061035156,44.61000061035156,48.45000076293945,41.65999984741211,43.650001525878906,403171,2025-06-09
2025-06-16,43.58000183105469,43.58000183105469,48.97999954223633,42.5,44.61000061035156,505474,2025-06-16
2025-06-23,43.70000076293945,43.70000076293945,44.97999954223633,43.04999923706055,43.58000183105469,195526,2025-06-23
2025-06-30,45.459999084472656,45.459999084472656,45.97999954223633,41.7599983215332,43.790000915527344,278027,2025-06-30
