Date,Adj Close_SOMATEX.NS,Close_SOMATEX.NS,High_SOMATEX.NS,Low_SOMATEX.NS,Open_SOMATEX.NS,Volume_SOMATEX.NS,Date
2020-07-13,2.8499999046325684,2.8499999046325684,2.8499999046325684,2.75,2.75,150004,2020-07-13
2020-07-20,2.950000047683716,2.950000047683716,2.950000047683716,2.799999952316284,2.8499999046325684,15044,2020-07-20
2020-07-27,2.700000047683716,2.700000047683716,2.950000047683716,2.700000047683716,2.9000000953674316,16930,2020-07-27
2020-08-03,2.700000047683716,2.700000047683716,2.799999952316284,2.700000047683716,2.700000047683716,6597,2020-08-03
2020-08-10,3.0999999046325684,3.0999999046325684,3.1500000953674316,2.700000047683716,2.700000047683716,109796,2020-08-10
2020-08-17,3.200000047683716,3.200000047683716,3.450000047683716,3.049999952316284,3.25,81580,2020-08-17
2020-08-24,3.25,3.25,3.4000000953674316,3.049999952316284,3.299999952316284,24577,2020-08-24
2020-08-31,3.0999999046325684,3.0999999046325684,3.25,3.0999999046325684,3.25,57939,2020-08-31
2020-09-07,3.0,3.0,3.0999999046325684,2.8499999046325684,3.049999952316284,42088,2020-09-07
2020-09-14,3.049999952316284,3.049999952316284,3.049999952316284,2.8499999046325684,3.0,255597,2020-09-14
2020-09-21,2.8499999046325684,2.8499999046325684,3.3499999046325684,2.700000047683716,3.0,72230,2020-09-21
2020-09-28,2.75,2.75,2.8499999046325684,2.5999999046325684,2.75,20749,2020-09-28
2020-10-05,3.450000047683716,3.450000047683716,3.549999952316284,2.700000047683716,2.8499999046325684,90829,2020-10-05
2020-10-12,3.5,3.5,3.549999952316284,3.25,3.549999952316284,15702,2020-10-12
2020-10-19,3.4000000953674316,3.4000000953674316,3.5,3.200000047683716,3.5,2770,2020-10-19
2020-10-26,3.0999999046325684,3.0999999046325684,3.4000000953674316,3.0999999046325684,3.4000000953674316,1350,2020-10-26
2020-11-02,3.0,3.0,3.049999952316284,3.0,3.049999952316284,1711,2020-11-02
2020-11-09,2.9000000953674316,2.9000000953674316,3.0,2.8499999046325684,3.0,6879,2020-11-09
2020-11-16,2.8499999046325684,2.8499999046325684,2.9000000953674316,2.799999952316284,2.9000000953674316,2261,2020-11-16
2020-11-23,2.700000047683716,2.700000047683716,2.799999952316284,2.700000047683716,2.799999952316284,5000,2020-11-23
2020-11-30,2.6500000953674316,2.6500000953674316,2.700000047683716,2.5,2.700000047683716,9400,2020-11-30
2020-12-07,2.6500000953674316,2.6500000953674316,2.700000047683716,2.549999952316284,2.549999952316284,10571,2020-12-07
2020-12-14,2.700000047683716,2.700000047683716,2.700000047683716,2.6500000953674316,2.6500000953674316,1775,2020-12-14
2020-12-21,2.799999952316284,2.799999952316284,2.799999952316284,2.5999999046325684,2.5999999046325684,1264,2020-12-21
2020-12-28,2.700000047683716,2.700000047683716,2.799999952316284,2.700000047683716,2.799999952316284,2239,2020-12-28
2021-01-04,2.950000047683716,2.950000047683716,2.950000047683716,2.6500000953674316,2.6500000953674316,10953,2021-01-04
2021-01-11,3.3499999046325684,3.3499999046325684,3.549999952316284,3.049999952316284,3.049999952316284,142801,2021-01-11
2021-01-18,3.25,3.25,3.549999952316284,3.200000047683716,3.3499999046325684,61068,2021-01-18
2021-01-25,2.8499999046325684,2.8499999046325684,3.25,2.8499999046325684,3.0999999046325684,57796,2021-01-25
2021-02-01,3.5999999046325684,3.5999999046325684,3.5999999046325684,2.799999952316284,2.8499999046325684,213174,2021-02-01
2021-02-08,4.900000095367432,4.900000095367432,4.900000095367432,3.950000047683716,3.950000047683716,150050,2021-02-08
2021-02-15,6.099999904632568,6.099999904632568,6.099999904632568,5.099999904632568,5.099999904632568,496079,2021-02-15
2021-02-22,7.699999809265137,7.699999809265137,7.699999809265137,6.400000095367432,6.400000095367432,567654,2021-02-22
2021-03-01,8.550000190734863,8.550000190734863,8.550000190734863,7.650000095367432,8.050000190734863,424580,2021-03-01
2021-03-08,9.350000381469727,9.350000381469727,10.25,8.949999809265137,8.949999809265137,219027,2021-03-08
2021-03-15,7.349999904632568,7.349999904632568,8.899999618530273,7.349999904632568,8.899999618530273,46252,2021-03-15
2021-03-22,6.25,6.25,7.449999809265137,6.25,7.0,229003,2021-03-22
2021-03-29,5.900000095367432,5.900000095367432,6.25,5.449999809265137,6.25,66520,2021-03-29
2021-04-05,4.75,4.75,5.900000095367432,4.699999809265137,5.900000095367432,107417,2021-04-05
2021-04-12,5.150000095367432,5.150000095367432,5.150000095367432,4.550000190734863,4.699999809265137,36275,2021-04-12
2021-04-19,6.150000095367432,6.150000095367432,6.150000095367432,5.150000095367432,5.400000095367432,65353,2021-04-19
2021-04-26,6.150000095367432,6.150000095367432,6.75,6.099999904632568,6.449999809265137,87026,2021-04-26
2021-05-03,5.5,5.5,5.849999904632568,5.099999904632568,5.849999904632568,138287,2021-05-03
2021-05-10,6.0,6.0,6.050000190734863,5.199999809265137,5.699999809265137,173357,2021-05-10
2021-05-17,6.349999904632568,6.349999904632568,6.699999809265137,5.900000095367432,6.25,75331,2021-05-17
2021-05-24,5.849999904632568,5.849999904632568,6.599999904632568,5.599999904632568,6.599999904632568,134981,2021-05-24
2021-05-31,5.75,5.75,6.0,5.349999904632568,5.800000190734863,245323,2021-05-31
2021-06-07,8.0,8.0,8.0,5.699999809265137,6.300000190734863,522236,2021-06-07
2021-06-14,8.350000381469727,8.350000381469727,9.449999809265137,8.350000381469727,8.350000381469727,465376,2021-06-14
2021-06-21,7.25,7.25,8.5,7.050000190734863,8.350000381469727,160943,2021-06-21
2021-06-28,7.349999904632568,7.349999904632568,7.650000095367432,6.550000190734863,7.400000095367432,107419,2021-06-28
2021-07-05,6.650000095367432,6.650000095367432,7.650000095367432,6.449999809265137,7.349999904632568,90528,2021-07-05
2021-07-12,7.099999904632568,7.099999904632568,7.199999809265137,6.599999904632568,6.949999809265137,98481,2021-07-12
2021-07-19,7.5,7.5,7.5,6.75,6.849999904632568,114348,2021-07-19
2021-07-26,8.100000381469727,8.100000381469727,8.649999618530273,7.550000190734863,7.849999904632568,300829,2021-07-26
2021-08-02,7.599999904632568,7.599999904632568,8.350000381469727,6.800000190734863,7.800000190734863,119164,2021-08-02
2021-08-09,7.150000095367432,7.150000095367432,8.199999809265137,6.300000190734863,7.5,143574,2021-08-09
2021-08-16,6.650000095367432,6.650000095367432,7.199999809265137,6.050000190734863,7.150000095367432,83308,2021-08-16
2021-08-23,7.599999904632568,7.599999904632568,7.599999904632568,5.699999809265137,6.5,157047,2021-08-23
2021-08-30,8.100000381469727,8.100000381469727,8.800000190734863,7.800000190734863,8.300000190734863,515094,2021-08-30
2021-09-06,8.149999618530273,8.149999618530273,8.5,7.75,8.149999618530273,155216,2021-09-06
2021-09-13,8.649999618530273,8.649999618530273,9.800000190734863,8.149999618530273,8.550000190734863,380369,2021-09-13
2021-09-20,8.350000381469727,8.350000381469727,8.850000381469727,7.849999904632568,8.649999618530273,190486,2021-09-20
2021-09-27,8.050000190734863,8.050000190734863,8.550000190734863,7.699999809265137,8.199999809265137,107811,2021-09-27
2021-10-04,8.050000190734863,8.050000190734863,8.350000381469727,7.800000190734863,8.350000381469727,136436,2021-10-04
2021-10-11,7.849999904632568,7.849999904632568,8.600000381469727,7.849999904632568,8.300000190734863,178979,2021-10-11
2021-10-18,7.400000095367432,7.400000095367432,8.5,7.25,7.849999904632568,178143,2021-10-18
2021-10-25,6.849999904632568,6.849999904632568,7.75,6.599999904632568,7.75,177115,2021-10-25
2021-11-01,9.5,9.5,9.5,6.599999904632568,6.849999904632568,154416,2021-11-01
2021-11-08,11.949999809265137,11.949999809265137,11.949999809265137,9.050000190734863,9.949999809265137,526820,2021-11-08
2021-11-15,13.75,13.75,13.75,12.300000190734863,12.5,460264,2021-11-15
2021-11-22,13.100000381469727,13.100000381469727,13.100000381469727,13.100000381469727,13.100000381469727,17568,2021-11-22
2021-11-29,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,7442,2021-11-29
2021-12-06,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,2349,2021-12-06
2021-12-13,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,2866,2021-12-13
2021-12-20,10.75,10.75,10.75,10.75,10.75,200,2021-12-20
2021-12-27,10.25,10.25,10.25,10.25,10.25,2,2021-12-27
2022-01-03,9.75,9.75,9.75,9.75,9.75,2886,2022-01-03
2022-01-10,7.650000095367432,7.650000095367432,9.300000190734863,7.650000095367432,9.300000190734863,82428,2022-01-10
2022-01-17,7.099999904632568,7.099999904632568,7.300000190734863,6.400000095367432,7.300000190734863,141331,2022-01-17
2022-01-24,6.75,6.75,7.400000095367432,6.449999809265137,6.75,76389,2022-01-24
2022-01-31,6.550000190734863,6.550000190734863,7.300000190734863,6.300000190734863,6.75,60359,2022-01-31
2022-02-07,5.699999809265137,5.699999809265137,6.849999904632568,5.699999809265137,6.849999904632568,35331,2022-02-07
2022-02-14,7.099999904632568,7.099999904632568,7.099999904632568,5.5,5.5,29027,2022-02-14
2022-02-21,8.949999809265137,8.949999809265137,8.949999809265137,7.449999809265137,7.449999809265137,159419,2022-02-21
2022-02-28,9.75,9.75,10.75,8.550000190734863,9.149999618530273,286366,2022-02-28
2022-03-07,9.850000381469727,9.850000381469727,10.149999618530273,8.449999809265137,9.300000190734863,187659,2022-03-07
2022-03-14,8.949999809265137,8.949999809265137,10.100000381469727,8.75,9.649999618530273,106562,2022-03-14
2022-03-21,7.849999904632568,7.849999904632568,9.25,7.800000190734863,8.949999809265137,95715,2022-03-21
2022-03-28,7.5,7.5,8.199999809265137,7.050000190734863,7.699999809265137,223947,2022-03-28
