Date,Adj Close_SAGILITY.NS,Close_SAGILITY.NS,High_SAGILITY.NS,Low_SAGILITY.NS,Open_SAGILITY.NS,Volume_SAGILITY.NS,Date
2024-11-11,28.510000228881836,28.510000228881836,32.869998931884766,27.020000457763672,31.059999465942383,317613242,2024-11-11
2024-11-18,28.020000457763672,28.020000457763672,30.100000381469727,27.760000228881836,28.899999618530273,52593855,2024-11-18
2024-11-25,37.02000045776367,37.02000045776367,37.77000045776367,28.1200008392334,28.739999771118164,300300373,2024-11-25
2024-12-02,39.439998626708984,39.439998626708984,39.59000015258789,34.900001525878906,37.29999923706055,138137512,2024-12-02
2024-12-09,39.7599983215332,39.7599983215332,43.47999954223633,38.7599983215332,39.4900016784668,211901810,2024-12-09
2024-12-16,45.16999816894531,45.16999816894531,46.09000015258789,40.16999816894531,40.400001525878906,207190429,2024-12-16
2024-12-23,53.86000061035156,53.86000061035156,53.86000061035156,44.29999923706055,47.0,156621018,2024-12-23
2024-12-30,52.81999969482422,52.81999969482422,56.400001525878906,46.560001373291016,55.290000915527344,172090903,2024-12-30
2025-01-06,49.7400016784668,49.7400016784668,55.0,48.540000915527344,54.27000045776367,127391182,2025-01-06
2025-01-13,48.70000076293945,48.70000076293945,50.900001525878906,46.0,47.29999923706055,38425545,2025-01-13
2025-01-20,47.97999954223633,47.97999954223633,49.400001525878906,45.0,49.400001525878906,30718065,2025-01-20
2025-01-27,48.599998474121094,48.599998474121094,50.099998474121094,41.310001373291016,46.95000076293945,33056355,2025-01-27
2025-02-03,52.619998931884766,52.619998931884766,55.2400016784668,46.599998474121094,47.5099983215332,46344762,2025-02-03
2025-02-10,47.40999984741211,47.40999984741211,52.47999954223633,47.380001068115234,52.0,39773890,2025-02-10
2025-02-17,45.689998626708984,45.689998626708984,48.349998474121094,45.40999984741211,45.560001373291016,27962712,2025-02-17
2025-02-24,42.86000061035156,42.86000061035156,45.81999969482422,41.29999923706055,45.04999923706055,15271657,2025-02-24
2025-03-03,43.95000076293945,43.95000076293945,44.95000076293945,40.0099983215332,43.2400016784668,22816340,2025-03-03
2025-03-10,42.02000045776367,42.02000045776367,44.900001525878906,40.29999923706055,44.59000015258789,18476069,2025-03-10
2025-03-17,43.439998626708984,43.439998626708984,44.40999984741211,41.0,42.88999938964844,33797449,2025-03-17
2025-03-24,42.90999984741211,42.90999984741211,45.61000061035156,41.40999984741211,43.959999084472656,35034518,2025-03-24
2025-03-31,40.4900016784668,40.4900016784668,44.20000076293945,40.099998474121094,42.90999984741211,26060909,2025-03-31
2025-04-07,39.869998931884766,39.869998931884766,40.0099983215332,37.77000045776367,38.459999084472656,26480730,2025-04-07
2025-04-14,43.310001373291016,43.310001373291016,43.88999938964844,39.869998931884766,39.869998931884766,29880052,2025-04-14
2025-04-21,40.869998931884766,40.869998931884766,43.900001525878906,40.43000030517578,43.70000076293945,23701468,2025-04-21
2025-04-28,41.34000015258789,41.34000015258789,42.7599983215332,40.540000915527344,41.0099983215332,17210347,2025-04-28
2025-05-05,40.83000183105469,40.83000183105469,42.0,38.75,41.61000061035156,19380874,2025-05-05
2025-05-12,46.779998779296875,46.779998779296875,48.349998474121094,42.029998779296875,42.099998474121094,87138081,2025-05-12
2025-05-19,42.45000076293945,42.45000076293945,48.689998626708984,42.209999084472656,47.5,47100300,2025-05-19
2025-05-26,39.529998779296875,39.529998779296875,43.439998626708984,38.63999938964844,42.900001525878906,351443306,2025-05-26
2025-06-02,38.88999938964844,38.88999938964844,39.65999984741211,38.150001525878906,39.5,110668663,2025-06-02
2025-06-09,38.90999984741211,38.90999984741211,41.59000015258789,38.29999923706055,39.0,164927498,2025-06-09
2025-06-16,40.150001525878906,40.150001525878906,42.810001373291016,37.599998474121094,39.150001525878906,238534808,2025-06-16
2025-06-23,41.790000915527344,41.790000915527344,43.150001525878906,39.79999923706055,39.900001525878906,128450696,2025-06-23
2025-06-30,42.7400016784668,42.7400016784668,44.29999923706055,40.630001068115234,41.79999923706055,262091662,2025-06-30
2025-07-07,44.790000915527344,44.790000915527344,45.900001525878906,40.900001525878906,42.79999923706055,256115087,2025-07-07
2025-07-14,44.91999816894531,44.91999816894531,46.130001068115234,44.220001220703125,45.0099983215332,72427067,2025-07-14
