Date,Adj Close_GABRIEL.NS,Close_GABRIEL.NS,High_GABRIEL.NS,Low_GABRIEL.NS,Open_GABRIEL.NS,Volume_GABRIEL.NS,Date
2020-07-13,88.5986557006836,93.55000305175781,94.5999984741211,91.8499984741211,94.0,237695,2020-07-13
2020-07-20,83.53181457519531,88.19999694824219,94.80000305175781,87.0999984741211,94.80000305175781,323254,2020-07-20
2020-07-27,80.7379379272461,85.25,92.0,81.19999694824219,88.9000015258789,542292,2020-07-27
2020-08-03,83.63349151611328,87.44999694824219,89.0,83.69999694824219,88.05000305175781,555160,2020-08-03
2020-08-10,85.1158447265625,89.0,94.1500015258789,85.6500015258789,87.1500015258789,1158399,2020-08-10
2020-08-17,95.4923095703125,99.8499984741211,108.44999694824219,88.5,89.9000015258789,3239452,2020-08-17
2020-08-24,110.12459564208984,115.1500015258789,127.0,99.8499984741211,100.0,6229997,2020-08-24
2020-08-31,102.85627746582031,107.55000305175781,117.0999984741211,102.30000305175781,116.0,1007324,2020-08-31
2020-09-07,98.2657699584961,102.75,110.25,98.5,108.94999694824219,441538,2020-09-07
2020-09-14,106.49044799804688,111.3499984741211,114.80000305175781,104.5,108.0,1498607,2020-09-14
2020-09-21,100.895751953125,105.5,112.0999984741211,97.05000305175781,112.0999984741211,767703,2020-09-21
2020-09-28,100.7044677734375,105.30000305175781,108.9000015258789,104.0,106.5,447515,2020-09-28
2020-10-05,96.73558807373047,101.1500015258789,108.6500015258789,100.80000305175781,108.0,532207,2020-10-05
2020-10-12,91.2365493774414,95.4000015258789,102.25,95.0999984741211,101.5,497517,2020-10-12
2020-10-19,94.48815155029297,98.80000305175781,105.0,90.55000305175781,95.30000305175781,1200184,2020-10-19
2020-10-26,90.08889770507812,94.19999694824219,102.75,93.0,99.9000015258789,521476,2020-10-26
2020-11-02,96.30521392822266,100.69999694824219,102.0,92.0999984741211,94.3499984741211,1084338,2020-11-02
2020-11-09,99.36557006835938,103.9000015258789,106.9000015258789,97.1500015258789,101.0,1551538,2020-11-09
2020-11-16,101.37391662597656,106.0,112.75,103.0,103.44999694824219,1258471,2020-11-16
2020-11-23,102.28555297851562,106.75,110.6500015258789,103.4000015258789,107.80000305175781,839524,2020-11-23
2020-11-30,101.56692504882812,106.0,108.75,104.1500015258789,106.75,547105,2020-11-30
2020-12-07,107.8429946899414,112.55000305175781,122.0,107.5999984741211,107.6500015258789,3373062,2020-12-07
2020-12-14,103.24373626708984,107.75,114.9000015258789,106.0999984741211,113.69999694824219,998752,2020-12-14
2020-12-21,97.25511932373047,101.5,108.44999694824219,95.0,108.44999694824219,1421054,2020-12-21
2020-12-28,102.5730209350586,107.05000305175781,111.9000015258789,100.5,102.25,1856643,2020-12-28
2021-01-04,112.1548080444336,117.05000305175781,131.39999389648438,107.25,110.0,8211846,2021-01-04
2021-01-11,106.30989837646484,110.94999694824219,119.3499984741211,110.5999984741211,117.3499984741211,1399372,2021-01-11
2021-01-18,109.7114486694336,114.5,123.4000015258789,107.0999984741211,112.19999694824219,2957794,2021-01-18
2021-01-25,107.69926452636719,112.4000015258789,117.5,108.0,114.5999984741211,1047735,2021-01-25
2021-02-01,113.01715087890625,117.94999694824219,119.5,109.30000305175781,113.30000305175781,1672300,2021-02-01
2021-02-08,110.14262390136719,114.94999694824219,122.5,113.9000015258789,119.0,3212607,2021-02-08
2021-02-15,110.28634643554688,115.0999984741211,118.5,109.69999694824219,115.5999984741211,1556800,2021-02-15
2021-02-22,109.80724334716797,114.5999984741211,117.75,112.25,115.69999694824219,2482825,2021-02-22
2021-03-01,120.82630920410156,126.0999984741211,134.9499969482422,115.05000305175781,117.0,6689454,2021-03-01
2021-03-08,111.05289459228516,115.9000015258789,128.64999389648438,98.0,127.30000305175781,4886196,2021-03-08
2021-03-15,106.07035827636719,110.69999694824219,117.75,104.5999984741211,117.5,2598792,2021-03-15
2021-03-22,101.99810791015625,106.44999694824219,114.8499984741211,104.0,110.69999694824219,2026245,2021-03-22
2021-03-29,98.78820037841797,103.0999984741211,106.44999694824219,102.75,106.44999694824219,1260406,2021-03-29
2021-04-05,106.64527130126953,111.30000305175781,113.80000305175781,96.19999694824219,103.0999984741211,6739143,2021-04-05
2021-04-12,100.46501922607422,104.8499984741211,108.94999694824219,100.55000305175781,108.94999694824219,1593569,2021-04-12
2021-04-19,101.56692504882812,106.0,106.80000305175781,99.5999984741211,101.0,809324,2021-04-19
2021-04-26,101.75855255126953,106.19999694824219,109.6500015258789,103.5999984741211,105.19999694824219,932707,2021-04-26
2021-05-03,100.80038452148438,105.19999694824219,108.75,104.1500015258789,105.05000305175781,882418,2021-05-03
2021-05-10,101.56692504882812,106.0,109.80000305175781,105.4000015258789,106.9000015258789,860847,2021-05-10
2021-05-17,112.20270538330078,117.0999984741211,123.3499984741211,105.5,106.0,7722190,2021-05-17
2021-05-24,115.31678009033203,120.3499984741211,131.5,117.44999694824219,117.44999694824219,7268081,2021-05-24
2021-05-31,123.31758117675781,128.6999969482422,129.6999969482422,116.0,120.55000305175781,4789584,2021-05-31
2021-06-07,122.31148529052734,127.6500015258789,134.8000030517578,126.3499984741211,131.0,4533694,2021-06-07
2021-06-14,115.26886749267578,120.30000305175781,128.0,116.0,127.5,2650562,2021-06-14
2021-06-21,115.1251449584961,120.1500015258789,124.80000305175781,115.75,118.5,2520435,2021-06-21
2021-06-28,115.98751068115234,121.05000305175781,123.5,118.25,121.0,1496078,2021-06-28
2021-07-05,120.49095153808594,125.75,129.6999969482422,120.5,121.9000015258789,5305046,2021-07-05
2021-07-12,124.13204193115234,129.5500030517578,134.14999389648438,124.5999984741211,126.75,5263954,2021-07-12
2021-07-19,119.77232360839844,125.0,129.3000030517578,121.5,128.25,1600718,2021-07-19
2021-07-26,133.57008361816406,139.39999389648438,146.0,124.3499984741211,125.8499984741211,14603148,2021-07-26
2021-08-02,136.3322296142578,141.5,144.9499969482422,125.05000305175781,140.4499969482422,7465780,2021-08-02
2021-08-09,144.1363983154297,149.60000610351562,155.85000610351562,129.75,146.0,13583237,2021-08-09
2021-08-16,135.4169464111328,140.5500030517578,162.8000030517578,139.0500030517578,149.3000030517578,8967433,2021-08-16
2021-08-23,131.9002227783203,136.89999389648438,145.4499969482422,133.0,142.25,6890967,2021-08-23
2021-08-30,137.0066375732422,142.1999969482422,147.3000030517578,137.6999969482422,137.6999969482422,6810858,2021-08-30
2021-09-06,137.10299682617188,142.3000030517578,145.75,137.5,145.6999969482422,2838002,2021-09-06
2021-09-13,141.92039489746094,147.3000030517578,151.5500030517578,140.0,142.3000030517578,6732272,2021-09-13
2021-09-20,142.7875518798828,148.1999969482422,152.1999969482422,140.10000610351562,144.0,4551444,2021-09-20
2021-09-27,149.9173126220703,155.60000610351562,158.5,143.14999389648438,148.1999969482422,6158698,2021-09-27
2021-10-04,148.56838989257812,154.1999969482422,162.89999389648438,150.8000030517578,156.9499969482422,4646769,2021-10-04
2021-10-11,150.54351806640625,156.25,168.14999389648438,154.0,154.0,4016198,2021-10-11
2021-10-18,146.15969848632812,151.6999969482422,158.1999969482422,144.10000610351562,157.3000030517578,3549622,2021-10-18
2021-10-25,148.32749938964844,153.9499969482422,164.25,151.10000610351562,161.8000030517578,4379058,2021-10-25
2021-11-01,151.07345581054688,156.8000030517578,158.39999389648438,150.1999969482422,155.0,1720590,2021-11-01
2021-11-08,146.44874572753906,152.0,157.0,150.5,156.5,1218371,2021-11-08
2021-11-15,136.95848083496094,142.14999389648438,154.5,141.0,152.75,2010760,2021-11-15
2021-11-22,131.70753479003906,136.6999969482422,144.6999969482422,134.14999389648438,143.0,1503378,2021-11-22
2021-11-29,135.60440063476562,140.1999969482422,144.10000610351562,128.5500030517578,135.6999969482422,2277201,2021-11-29
2021-12-06,135.7010955810547,140.3000030517578,141.89999389648438,135.5,141.0,937397,2021-12-06
2021-12-13,132.4125518798828,136.89999389648438,145.89999389648438,135.0,140.39999389648438,2383186,2021-12-13
2021-12-20,130.4781036376953,134.89999389648438,146.3000030517578,129.39999389648438,136.89999389648438,1062000,2021-12-20
2021-12-27,134.5887908935547,139.14999389648438,145.4499969482422,132.0,133.25,2423646,2021-12-27
2022-01-03,135.12075805664062,139.6999969482422,144.0500030517578,138.0,140.0,1502436,2022-01-03
2022-01-10,135.79782104492188,140.39999389648438,151.8000030517578,138.8000030517578,139.60000610351562,5225141,2022-01-10
2022-01-17,131.977294921875,136.4499969482422,144.5,135.25,140.39999389648438,2368655,2022-01-17
2022-01-24,126.56087493896484,130.85000610351562,137.60000610351562,127.9000015258789,137.60000610351562,1366182,2022-01-24
2022-01-31,128.30186462402344,132.64999389648438,135.9499969482422,128.3000030517578,135.0,2051912,2022-01-31
2022-02-07,122.93378448486328,127.0999984741211,135.0,126.0,133.0,1681910,2022-02-07
2022-02-14,116.84029388427734,120.80000305175781,126.5,118.55000305175781,125.0,1242110,2022-02-14
2022-02-21,105.86231994628906,109.44999694824219,119.05000305175781,107.0,117.9000015258789,4077139,2022-02-21
2022-02-28,109.1992416381836,112.9000015258789,118.5999984741211,107.0999984741211,109.3499984741211,3378409,2022-02-28
2022-03-07,114.95420837402344,118.8499984741211,119.9000015258789,109.30000305175781,113.4000015258789,2540909,2022-03-07
2022-03-14,118.19438934326172,122.19999694824219,125.30000305175781,115.1500015258789,119.80000305175781,2231996,2022-03-14
2022-03-21,111.61729431152344,115.4000015258789,123.25,115.1500015258789,123.0,1140836,2022-03-21
2022-03-28,113.6484603881836,117.5,118.5999984741211,111.05000305175781,115.0,1963002,2022-03-28
2022-04-04,119.4034194946289,123.44999694824219,125.0,117.94999694824219,117.94999694824219,1619849,2022-04-04
2022-04-11,117.85587310791016,121.8499984741211,126.80000305175781,121.05000305175781,124.5,796513,2022-04-11
2022-04-18,117.17881774902344,121.1500015258789,124.8499984741211,116.80000305175781,120.5999984741211,873065,2022-04-18
2022-04-25,115.67961883544922,119.5999984741211,122.3499984741211,116.9000015258789,119.5,674337,2022-04-25
2022-05-02,108.13530731201172,111.80000305175781,119.9000015258789,110.0,116.5,672837,2022-05-02
2022-05-09,104.9434814453125,108.5,112.0,102.0,112.0,993055,2022-05-09
2022-05-16,106.29759216308594,109.9000015258789,112.5,105.9000015258789,110.0,489161,2022-05-16
2022-05-23,115.4861831665039,119.4000015258789,119.94999694824219,104.4000015258789,110.69999694824219,2177624,2022-05-23
2022-05-30,112.87467956542969,116.69999694824219,122.94999694824219,116.1500015258789,120.9000015258789,1001911,2022-05-30
2022-06-06,113.55174255371094,117.4000015258789,121.9000015258789,114.5999984741211,117.5,752883,2022-06-06
2022-06-13,116.64683532714844,120.5999984741211,122.4000015258789,111.4000015258789,116.9000015258789,1651749,2022-06-13
2022-06-20,115.34109497070312,119.25,125.0,114.5,122.4000015258789,1629927,2022-06-20
2022-06-27,126.60921478271484,130.89999389648438,137.25,121.0,123.3499984741211,5022249,2022-06-27
2022-07-04,131.5420379638672,136.0,138.0,130.89999389648438,131.4499969482422,2541388,2022-07-04
2022-07-11,129.3657989501953,133.75,140.25,130.4499969482422,135.9499969482422,2050744,2022-07-11
2022-07-18,132.4608917236328,136.9499969482422,141.6999969482422,134.8000030517578,135.1999969482422,2590612,2022-07-18
2022-07-25,125.64201354980469,129.89999389648438,137.89999389648438,128.39999389648438,136.89999389648438,1464959,2022-07-25
2022-08-01,133.6327667236328,137.10000610351562,142.89999389648438,130.64999389648438,130.8000030517578,4621055,2022-08-01
2022-08-08,138.16514587402344,141.75,145.39999389648438,136.1999969482422,137.8000030517578,2695782,2022-08-08
2022-08-15,141.6253662109375,145.3000030517578,150.4499969482422,141.0,141.75,3149250,2022-08-15
2022-08-22,149.61801147460938,153.5,155.0,141.60000610351562,144.89999389648438,3707517,2022-08-22
2022-08-29,161.75314331054688,165.9499969482422,169.39999389648438,147.8000030517578,150.0,4090766,2022-08-29
2022-09-05,163.36141967773438,167.60000610351562,171.89999389648438,162.5,166.8000030517578,2712822,2022-09-05
2022-09-12,157.1232452392578,161.1999969482422,175.5,158.75,168.8000030517578,2755891,2022-09-12
2022-09-19,153.51683044433594,157.5,168.89999389648438,155.6999969482422,161.89999389648438,1443383,2022-09-19
2022-09-26,149.81295776367188,153.6999969482422,155.6999969482422,144.25,155.6999969482422,1683686,2022-09-26
2022-10-03,152.24972534179688,156.1999969482422,158.0,148.14999389648438,153.6999969482422,852253,2022-10-03
2022-10-10,150.15408325195312,154.0500030517578,156.14999389648438,148.5,156.14999389648438,816114,2022-10-10
2022-10-17,146.25526428222656,150.0500030517578,157.5,149.0500030517578,152.10000610351562,579503,2022-10-17
2022-10-24,147.4736328125,151.3000030517578,154.89999389648438,150.0,153.0,337922,2022-10-24
2022-10-31,157.0258026123047,161.10000610351562,165.6999969482422,149.0,152.5,1778372,2022-10-31
2022-11-07,154.5890350341797,158.60000610351562,164.64999389648438,156.3000030517578,162.5,1435990,2022-11-07
2022-11-14,177.4947052001953,182.10000610351562,185.0,160.0,160.3000030517578,9489314,2022-11-14
2022-11-21,179.03501892089844,182.75,186.39999389648438,175.8000030517578,183.6999969482422,3110996,2022-11-21
2022-11-28,185.45188903808594,189.3000030517578,200.89999389648438,187.0,188.60000610351562,6152545,2022-11-28
2022-12-05,177.3206024169922,181.0,192.0,178.35000610351562,190.9499969482422,2140778,2022-12-05
2022-12-12,185.30491638183594,189.14999389648438,195.85000610351562,176.85000610351562,179.75,3017859,2022-12-12
2022-12-19,156.69850158691406,159.9499969482422,198.4499969482422,158.0,191.75,4804609,2022-12-19
2022-12-26,182.072021484375,185.85000610351562,188.39999389648438,159.89999389648438,163.0,2501068,2022-12-26
2023-01-02,183.9823760986328,187.8000030517578,197.0,185.0,187.8000030517578,2115670,2023-01-02
2023-01-09,182.75779724121094,186.5500030517578,192.3000030517578,180.60000610351562,189.0500030517578,1847552,2023-01-09
2023-01-16,179.1330108642578,182.85000610351562,189.85000610351562,179.0,187.5,834754,2023-01-16
2023-01-23,169.1893310546875,172.6999969482422,184.9499969482422,169.0,184.9499969482422,1017023,2023-01-23
2023-01-30,157.67819213867188,160.9499969482422,182.0,159.1999969482422,172.9499969482422,1555888,2023-01-30
2023-02-06,159.98040771484375,163.3000030517578,167.39999389648438,159.0,160.9499969482422,1269934,2023-02-06
2023-02-13,157.13937377929688,160.39999389648438,165.0,152.8000030517578,165.0,1400948,2023-02-13
2023-02-20,156.60057067871094,159.85000610351562,168.0,157.1999969482422,162.8000030517578,1142917,2023-02-20
2023-02-27,149.302001953125,152.39999389648438,161.0,150.5500030517578,159.5,1318080,2023-02-27
2023-03-06,148.9591064453125,152.0500030517578,158.8000030517578,149.1999969482422,151.0500030517578,1227523,2023-03-06
2023-03-13,144.7465057373047,147.75,152.35000610351562,141.10000610351562,151.0,2394477,2023-03-13
2023-03-20,132.69656372070312,135.4499969482422,149.75,134.0500030517578,145.10000610351562,2221961,2023-03-20
2023-03-27,133.2843475341797,136.0500030517578,139.4499969482422,129.4499969482422,135.4499969482422,1653918,2023-03-27
2023-04-03,143.13006591796875,146.10000610351562,147.0,135.6999969482422,139.39999389648438,1165502,2023-04-03
2023-04-10,142.5912322998047,145.5500030517578,149.3000030517578,143.0,147.89999389648438,683202,2023-04-10
2023-04-17,147.1956787109375,150.25,155.0,141.6999969482422,145.5500030517578,2086451,2023-04-17
2023-04-24,150.96743774414062,154.10000610351562,155.5,148.5,151.1999969482422,1264133,2023-04-24
2023-05-01,162.57655334472656,165.9499969482422,169.89999389648438,154.10000610351562,154.10000610351562,3059380,2023-05-01
2023-05-08,168.79745483398438,172.3000030517578,178.10000610351562,163.35000610351562,166.5,5905642,2023-05-08
2023-05-15,167.13201904296875,170.60000610351562,177.0500030517578,167.0,173.5,1422437,2023-05-15
2023-05-22,169.1893310546875,172.6999969482422,175.0,167.1999969482422,171.5,1825780,2023-05-22
2023-05-29,175.36126708984375,179.0,185.14999389648438,171.60000610351562,174.10000610351562,3038559,2023-05-29
2023-06-05,177.66351318359375,181.35000610351562,187.89999389648438,179.10000610351562,179.64999389648438,2264622,2023-06-05
2023-06-12,187.46022033691406,191.35000610351562,193.25,182.89999389648438,182.9499969482422,3003715,2023-06-12
2023-06-19,185.20697021484375,189.0500030517578,193.9499969482422,185.5500030517578,192.85000610351562,1955672,2023-06-19
2023-06-26,192.06466674804688,196.0500030517578,198.1999969482422,186.75,189.0500030517578,2002851,2023-06-26
2023-07-03,200.19593811035156,204.35000610351562,206.89999389648438,191.5500030517578,197.39999389648438,4201188,2023-07-03
2023-07-10,199.11831665039062,203.25,208.60000610351562,200.5500030517578,204.35000610351562,1941618,2023-07-10
2023-07-17,209.50283813476562,213.85000610351562,214.39999389648438,198.3000030517578,203.9499969482422,3328025,2023-07-17
2023-07-24,213.07862854003906,217.5,226.10000610351562,214.0,215.85000610351562,3094845,2023-07-24
2023-07-31,215.57679748535156,220.0500030517578,231.5500030517578,216.0,217.5,2542485,2023-07-31
2023-08-07,222.48348999023438,227.10000610351562,234.3000030517578,216.5500030517578,219.8000030517578,2134468,2023-08-07
2023-08-14,244.89288330078125,248.10000610351562,252.0,218.6999969482422,226.6999969482422,6120947,2023-08-14
2023-08-21,303.77178955078125,307.75,314.95001220703125,244.3000030517578,258.0,25125192,2023-08-21
2023-08-28,313.8892822265625,318.0,328.29998779296875,311.0,312.54998779296875,7481957,2023-08-28
2023-09-04,308.8058776855469,312.8500061035156,339.6499938964844,302.0,321.0,3275450,2023-09-04
2023-09-11,313.4450988769531,317.54998779296875,320.0,280.54998779296875,315.0,2848522,2023-09-11
2023-09-18,308.9045715332031,312.95001220703125,320.0,303.95001220703125,317.54998779296875,1303755,2023-09-18
2023-09-25,326.1783447265625,330.45001220703125,335.0,313.0,319.20001220703125,1904308,2023-09-25
2023-10-02,341.5766906738281,346.04998779296875,357.8999938964844,321.1000061035156,330.45001220703125,4102083,2023-10-02
2023-10-09,338.4674072265625,342.8999938964844,359.3500061035156,325.54998779296875,340.45001220703125,3305374,2023-10-09
2023-10-16,337.4309997558594,341.8500061035156,358.79998779296875,338.25,344.70001220703125,1814722,2023-10-16
2023-10-23,327.4615478515625,331.75,344.79998779296875,305.29998779296875,342.70001220703125,2534212,2023-10-23
2023-10-30,336.2464904785156,340.6499938964844,348.1499938964844,323.3999938964844,333.0,2436132,2023-10-30
2023-11-06,357.1724548339844,361.8500061035156,369.95001220703125,332.70001220703125,345.79998779296875,3294243,2023-11-06
2023-11-13,398.1853332519531,403.3999938964844,428.0,361.1000061035156,365.04998779296875,13002859,2023-11-13
2023-11-20,406.078125,409.8999938964844,424.79998779296875,390.70001220703125,405.45001220703125,2137623,2023-11-20
2023-11-27,410.1894226074219,414.04998779296875,432.0,401.1000061035156,409.8999938964844,3266851,2023-11-27
2023-12-04,411.8240661621094,415.70001220703125,443.95001220703125,406.6499938964844,419.70001220703125,1427223,2023-12-04
2023-12-11,407.36602783203125,411.20001220703125,419.29998779296875,401.1499938964844,417.6499938964844,930673,2023-12-11
2023-12-18,399.8368835449219,403.6000061035156,423.0,381.0,412.8500061035156,1621885,2023-12-18
2023-12-25,389.434814453125,393.1000061035156,407.20001220703125,390.0,403.6000061035156,770896,2023-12-25
2024-01-01,397.21160888671875,400.95001220703125,406.0,390.79998779296875,400.0,837308,2024-01-01
2024-01-08,388.1468811035156,391.79998779296875,411.04998779296875,383.20001220703125,405.0,922646,2024-01-08
2024-01-15,383.6888427734375,387.29998779296875,394.29998779296875,360.3500061035156,392.0,1668259,2024-01-15
2024-01-22,373.43536376953125,376.95001220703125,394.95001220703125,370.8500061035156,387.29998779296875,556840,2024-01-22
2024-01-29,380.6177673339844,384.20001220703125,392.0,363.79998779296875,377.0,1451707,2024-01-29
2024-02-05,368.085693359375,371.54998779296875,404.70001220703125,365.0,376.70001220703125,1801882,2024-02-05
2024-02-12,361.2005310058594,364.6000061035156,375.25,341.0,370.0,2227987,2024-02-12
2024-02-19,356.9901428222656,360.3500061035156,378.0,350.1499938964844,365.04998779296875,932808,2024-02-19
2024-02-26,341.3869934082031,344.6000061035156,364.0,340.5,362.8999938964844,906922,2024-02-26
2024-03-04,324.84271240234375,327.8999938964844,350.0,325.6000061035156,350.0,750755,2024-03-04
2024-03-11,304.781494140625,307.6499938964844,328.95001220703125,271.54998779296875,328.0,2789776,2024-03-11
2024-03-18,333.5606689453125,336.70001220703125,353.20001220703125,318.5,321.5,4987719,2024-03-18
2024-03-25,330.73724365234375,333.8500061035156,342.70001220703125,332.0,340.0,762882,2024-03-25
2024-04-01,358.3770751953125,361.75,369.8999938964844,332.0,334.0,2177557,2024-04-01
2024-04-08,356.0489807128906,359.3999938964844,373.5,351.1000061035156,365.0,987815,2024-04-08
2024-04-15,340.7430419921875,343.95001220703125,358.0,326.0,326.0,963611,2024-04-15
2024-04-22,346.6375427246094,349.8999938964844,359.0,343.95001220703125,344.3999938964844,791343,2024-04-22
2024-04-29,378.63641357421875,382.20001220703125,401.0,350.0,354.0,6124167,2024-04-29
2024-05-06,364.7174072265625,368.1499938964844,385.29998779296875,350.1000061035156,383.8500061035156,1377647,2024-05-06
2024-05-13,365.46038818359375,368.8999938964844,382.75,353.0,369.95001220703125,1206300,2024-05-13
2024-05-20,385.22442626953125,388.8500061035156,400.79998779296875,367.0,376.79998779296875,2431459,2024-05-20
2024-05-27,353.9190368652344,357.25,393.0,355.0,393.0,1280898,2024-05-27
2024-06-03,379.4784851074219,383.04998779296875,386.8500061035156,335.0,375.1000061035156,2322079,2024-06-03
2024-06-10,410.3380432128906,414.20001220703125,421.0,379.8500061035156,384.0,4425404,2024-06-10
2024-06-17,417.8176574707031,421.75,441.0,414.20001220703125,414.20001220703125,3843321,2024-06-17
2024-06-24,479.5863037109375,484.1000061035156,517.0,420.3999938964844,421.75,10635714,2024-06-24
2024-07-01,492.6632080078125,497.29998779296875,514.0,469.54998779296875,486.1000061035156,3016131,2024-07-01
2024-07-08,486.8182373046875,491.3999938964844,509.79998779296875,483.1499938964844,500.75,1707656,2024-07-08
