Date,Adj Close_DELTAMAGNT.NS,Close_DELTAMAGNT.NS,High_DELTAMAGNT.NS,Low_DELTAMAGNT.NS,Open_DELTAMAGNT.NS,Volume_DELTAMAGNT.NS,Date
2020-07-13,21.25,21.25,22.950000762939453,20.799999237060547,21.950000762939453,7281,2020-07-13
2020-07-20,21.100000381469727,21.100000381469727,23.399999618530273,20.850000381469727,21.850000381469727,23987,2020-07-20
2020-07-27,20.950000762939453,20.950000762939453,21.649999618530273,19.75,20.799999237060547,12779,2020-07-27
2020-08-03,20.649999618530273,20.649999618530273,21.950000762939453,20.25,21.0,16428,2020-08-03
2020-08-10,21.0,21.0,21.899999618530273,20.100000381469727,21.600000381469727,37742,2020-08-10
2020-08-17,21.149999618530273,21.149999618530273,21.75,20.5,20.899999618530273,53240,2020-08-17
2020-08-24,21.100000381469727,21.100000381469727,22.299999237060547,20.5,21.700000762939453,46179,2020-08-24
2020-08-31,20.700000762939453,20.700000762939453,21.450000762939453,20.049999237060547,21.0,17964,2020-08-31
2020-09-07,19.450000762939453,19.450000762939453,21.0,19.049999237060547,21.0,17867,2020-09-07
2020-09-14,19.850000381469727,19.850000381469727,20.0,18.649999618530273,19.899999618530273,16106,2020-09-14
2020-09-21,18.0,18.0,19.700000762939453,17.0,19.100000381469727,15757,2020-09-21
2020-09-28,18.600000381469727,18.600000381469727,19.600000381469727,18.0,18.0,9784,2020-09-28
2020-10-05,19.5,19.5,20.950000762939453,17.75,17.75,35791,2020-10-05
2020-10-12,17.950000762939453,17.950000762939453,19.5,17.299999237060547,19.0,15104,2020-10-12
2020-10-19,18.299999237060547,18.299999237060547,19.100000381469727,17.149999618530273,17.950000762939453,10299,2020-10-19
2020-10-26,19.149999618530273,19.149999618530273,19.299999237060547,17.399999618530273,17.850000381469727,19563,2020-10-26
2020-11-02,17.75,17.75,19.149999618530273,17.649999618530273,19.149999618530273,16141,2020-11-02
2020-11-09,19.350000381469727,19.350000381469727,20.649999618530273,17.5,18.450000762939453,22159,2020-11-09
2020-11-16,19.350000381469727,19.350000381469727,19.850000381469727,18.649999618530273,18.850000381469727,13041,2020-11-16
2020-11-23,25.399999618530273,25.399999618530273,25.399999618530273,18.75,19.350000381469727,95036,2020-11-23
2020-11-30,28.850000381469727,28.850000381469727,30.75,25.399999618530273,25.399999618530273,116416,2020-11-30
2020-12-07,28.0,28.0,29.450000762939453,24.799999237060547,27.600000381469727,42018,2020-12-07
2020-12-14,27.25,27.25,28.75,25.75,27.100000381469727,44973,2020-12-14
2020-12-21,26.549999237060547,26.549999237060547,27.299999237060547,24.700000762939453,26.850000381469727,25259,2020-12-21
2020-12-28,28.0,28.0,28.0,25.200000762939453,26.549999237060547,26815,2020-12-28
2021-01-04,27.799999237060547,27.799999237060547,30.0,27.25,27.25,36307,2021-01-04
2021-01-11,26.399999618530273,26.399999618530273,28.799999237060547,26.149999618530273,27.75,16659,2021-01-11
2021-01-18,26.200000762939453,26.200000762939453,27.350000381469727,24.299999237060547,25.549999237060547,15446,2021-01-18
2021-01-25,24.700000762939453,24.700000762939453,26.899999618530273,23.100000381469727,24.899999618530273,21144,2021-01-25
2021-02-01,26.450000762939453,26.450000762939453,27.950000762939453,24.299999237060547,25.75,60201,2021-02-01
2021-02-08,26.600000381469727,26.600000381469727,27.0,24.799999237060547,26.200000762939453,17753,2021-02-08
2021-02-15,32.150001525878906,32.150001525878906,34.0,24.549999237060547,24.549999237060547,192758,2021-02-15
2021-02-22,30.200000762939453,30.200000762939453,33.75,30.0,33.75,65442,2021-02-22
2021-03-01,36.45000076293945,36.45000076293945,36.75,29.049999237060547,30.100000381469727,76801,2021-03-01
2021-03-08,31.950000762939453,31.950000762939453,37.900001525878906,30.700000762939453,37.900001525878906,32505,2021-03-08
2021-03-15,31.600000381469727,31.600000381469727,34.04999923706055,29.600000381469727,30.649999618530273,58860,2021-03-15
2021-03-22,30.899999618530273,30.899999618530273,33.150001525878906,29.5,32.25,32462,2021-03-22
2021-03-29,31.450000762939453,31.450000762939453,32.599998474121094,30.25,30.899999618530273,11280,2021-03-29
2021-04-05,29.899999618530273,29.899999618530273,32.849998474121094,28.350000381469727,32.849998474121094,15379,2021-04-05
2021-04-12,28.75,28.75,29.0,27.25,28.75,7269,2021-04-12
2021-04-19,27.0,27.0,28.899999618530273,25.850000381469727,28.75,17763,2021-04-19
2021-04-26,28.799999237060547,28.799999237060547,31.5,26.950000762939453,27.0,19984,2021-04-26
2021-05-03,28.450000762939453,28.450000762939453,31.0,27.450000762939453,29.899999618530273,29646,2021-05-03
2021-05-10,30.5,30.5,30.799999237060547,27.799999237060547,28.350000381469727,36039,2021-05-10
2021-05-17,29.549999237060547,29.549999237060547,30.950000762939453,28.5,30.350000381469727,33022,2021-05-17
2021-05-24,32.20000076293945,32.20000076293945,33.54999923706055,29.049999237060547,30.25,65806,2021-05-24
2021-05-31,40.150001525878906,40.150001525878906,40.150001525878906,32.650001525878906,33.79999923706055,148706,2021-05-31
2021-06-07,51.150001525878906,51.150001525878906,51.150001525878906,41.04999923706055,42.150001525878906,161080,2021-06-07
2021-06-14,42.650001525878906,42.650001525878906,53.599998474121094,41.099998474121094,53.599998474121094,151750,2021-06-14
2021-06-21,51.54999923706055,51.54999923706055,54.25,40.70000076293945,44.45000076293945,62524,2021-06-21
2021-06-28,50.5,50.5,56.45000076293945,50.25,53.0,40913,2021-06-28
2021-07-05,58.650001525878906,58.650001525878906,59.95000076293945,50.5,52.75,70202,2021-07-05
2021-07-12,55.45000076293945,55.45000076293945,60.900001525878906,53.400001525878906,60.900001525878906,19699,2021-07-12
2021-07-19,53.099998474121094,53.099998474121094,57.29999923706055,52.04999923706055,54.54999923706055,19115,2021-07-19
2021-07-26,54.25,54.25,55.5,51.400001525878906,53.20000076293945,21709,2021-07-26
2021-08-02,54.29999923706055,54.29999923706055,59.599998474121094,53.150001525878906,53.599998474121094,53168,2021-08-02
2021-08-09,53.400001525878906,53.400001525878906,57.45000076293945,50.849998474121094,55.0,45754,2021-08-09
2021-08-16,49.95000076293945,49.95000076293945,55.0,45.349998474121094,55.0,29815,2021-08-16
2021-08-23,51.849998474121094,51.849998474121094,55.95000076293945,50.29999923706055,51.0,73654,2021-08-23
2021-08-30,55.79999923706055,55.79999923706055,56.45000076293945,48.54999923706055,51.849998474121094,56336,2021-08-30
2021-09-06,54.20000076293945,54.20000076293945,58.54999923706055,52.95000076293945,58.54999923706055,13713,2021-09-06
2021-09-13,56.349998474121094,56.349998474121094,58.70000076293945,51.0,55.29999923706055,74869,2021-09-13
2021-09-20,53.099998474121094,53.099998474121094,57.54999923706055,51.25,57.54999923706055,43667,2021-09-20
2021-09-27,52.5,52.5,54.0,50.5,52.95000076293945,23396,2021-09-27
2021-10-04,58.20000076293945,58.20000076293945,58.20000076293945,51.099998474121094,52.5,57767,2021-10-04
2021-10-11,70.69999694824219,70.69999694824219,70.69999694824219,58.849998474121094,61.0,78586,2021-10-11
2021-10-18,72.0999984741211,72.0999984741211,74.8499984741211,65.25,74.19999694824219,158082,2021-10-18
