Date,Adj Close_GANESHBE.NS,Close_GANESHBE.NS,High_GANESHBE.NS,Low_GANESHBE.NS,Open_GANESHBE.NS,Volume_GANESHBE.NS,Date
2021-09-13,86.5999984741211,86.5999984741211,105.9000015258789,80.05000305175781,98.69999694824219,1121641,2021-09-13
2021-09-20,85.8499984741211,85.8499984741211,89.9000015258789,82.55000305175781,84.9000015258789,532200,2021-09-20
2021-09-27,86.4000015258789,86.4000015258789,88.5,83.05000305175781,86.44999694824219,366933,2021-09-27
2021-10-04,93.4000015258789,93.4000015258789,100.5,86.0,86.0,982877,2021-10-04
2021-10-11,89.3499984741211,89.3499984741211,97.0,88.5,94.69999694824219,342903,2021-10-11
2021-10-18,86.05000305175781,86.05000305175781,95.0,85.05000305175781,91.0,464729,2021-10-18
2021-10-25,86.5999984741211,86.5999984741211,91.6500015258789,84.0999984741211,88.94999694824219,395722,2021-10-25
2021-11-01,85.75,85.75,87.9000015258789,85.05000305175781,87.9000015258789,117143,2021-11-01
2021-11-08,87.94999694824219,87.94999694824219,92.3499984741211,84.0999984741211,84.0999984741211,243972,2021-11-08
2021-11-15,82.19999694824219,82.19999694824219,85.80000305175781,81.44999694824219,83.1500015258789,259314,2021-11-15
2021-11-22,79.8499984741211,79.8499984741211,83.55000305175781,76.1500015258789,82.1500015258789,227987,2021-11-22
2021-11-29,77.75,77.75,84.8499984741211,76.0999984741211,78.0,236975,2021-11-29
2021-12-06,98.0999984741211,98.0999984741211,103.44999694824219,77.5,79.0,2429704,2021-12-06
2021-12-13,103.25,103.25,114.94999694824219,93.0999984741211,100.0,3308159,2021-12-13
2021-12-20,99.0,99.0,105.80000305175781,94.0,104.30000305175781,906450,2021-12-20
2021-12-27,100.05000305175781,100.05000305175781,107.19999694824219,98.5,99.0,561717,2021-12-27
2022-01-03,104.0,104.0,110.69999694824219,99.94999694824219,101.8499984741211,1108994,2022-01-03
2022-01-10,99.75,99.75,105.19999694824219,98.25,104.69999694824219,832926,2022-01-10
2022-01-17,99.6500015258789,99.6500015258789,105.44999694824219,99.0,101.69999694824219,650569,2022-01-17
2022-01-24,103.0999984741211,103.0999984741211,112.19999694824219,93.0,101.94999694824219,1065619,2022-01-24
2022-01-31,102.5,102.5,109.9000015258789,99.0,105.0,1107076,2022-01-31
2022-02-07,99.44999694824219,99.44999694824219,103.4000015258789,98.05000305175781,102.0999984741211,338355,2022-02-07
2022-02-14,91.4000015258789,91.4000015258789,100.0,91.05000305175781,95.25,540991,2022-02-14
2022-02-21,90.0999984741211,90.0999984741211,94.0,86.6500015258789,91.05000305175781,404167,2022-02-21
2022-02-28,98.0,98.0,102.44999694824219,87.9000015258789,89.9000015258789,1065261,2022-02-28
2022-03-07,97.9000015258789,97.9000015258789,102.5,90.3499984741211,96.9000015258789,515615,2022-03-07
2022-03-14,107.19999694824219,107.19999694824219,114.6500015258789,98.05000305175781,99.80000305175781,1442257,2022-03-14
2022-03-21,101.94999694824219,101.94999694824219,110.0,101.0,106.69999694824219,433241,2022-03-21
2022-03-28,106.3499984741211,106.3499984741211,107.94999694824219,97.94999694824219,103.4000015258789,630524,2022-03-28
2022-04-04,121.6500015258789,121.6500015258789,124.9000015258789,104.6500015258789,106.3499984741211,2541503,2022-04-04
2022-04-11,122.4000015258789,122.4000015258789,132.6999969482422,119.05000305175781,125.44999694824219,2787645,2022-04-11
2022-04-18,129.39999389648438,129.39999389648438,134.9499969482422,116.05000305175781,122.9000015258789,2984578,2022-04-18
2022-04-25,131.0,131.0,139.5,126.30000305175781,127.0999984741211,2230717,2022-04-25
2022-05-02,120.30000305175781,120.30000305175781,132.3000030517578,118.0,128.10000610351562,1116753,2022-05-02
2022-05-09,106.5999984741211,106.5999984741211,122.19999694824219,98.80000305175781,120.0,1694947,2022-05-09
2022-05-16,125.0999984741211,125.0999984741211,127.5,106.05000305175781,106.5999984741211,995244,2022-05-16
2022-05-23,123.30000305175781,123.30000305175781,130.4499969482422,111.25,128.0,929024,2022-05-23
2022-05-30,122.94999694824219,122.94999694824219,127.69999694824219,114.8499984741211,119.0999984741211,1215635,2022-05-30
2022-06-06,126.1500015258789,126.1500015258789,134.85000610351562,122.0,124.0,2848980,2022-06-06
2022-06-13,115.80000305175781,115.80000305175781,124.8499984741211,110.5999984741211,124.8499984741211,1076983,2022-06-13
2022-06-20,114.30000305175781,114.30000305175781,116.8499984741211,105.4000015258789,115.75,688232,2022-06-20
2022-06-27,118.9000015258789,118.9000015258789,122.80000305175781,112.1500015258789,114.5,769233,2022-06-27
2022-07-04,132.0500030517578,132.0500030517578,133.60000610351562,117.25,119.69999694824219,1358204,2022-07-04
2022-07-11,135.25,135.25,139.5,125.1500015258789,131.0,1916206,2022-07-11
2022-07-18,135.10000610351562,135.10000610351562,142.9499969482422,133.39999389648438,135.75,1230511,2022-07-18
2022-07-25,136.5,136.5,140.0,132.5500030517578,134.89999389648438,1058024,2022-07-25
2022-08-01,135.4499969482422,135.4499969482422,144.6999969482422,133.5,137.89999389648438,1849366,2022-08-01
2022-08-08,129.60000610351562,129.60000610351562,137.0,128.64999389648438,135.0500030517578,493436,2022-08-08
2022-08-15,127.0999984741211,127.0999984741211,133.75,126.0999984741211,129.60000610351562,370900,2022-08-15
2022-08-22,121.75,121.75,127.94999694824219,121.05000305175781,127.0999984741211,416609,2022-08-22
2022-08-29,127.1500015258789,127.1500015258789,129.5,120.8499984741211,121.0,482202,2022-08-29
2022-09-05,126.0999984741211,126.0999984741211,132.39999389648438,125.5,127.94999694824219,450845,2022-09-05
2022-09-12,125.5,125.5,131.8000030517578,123.0,128.0,479982,2022-09-12
2022-09-19,123.4000015258789,123.4000015258789,129.9499969482422,122.5,127.0,340310,2022-09-19
2022-09-26,127.0,127.0,127.94999694824219,118.80000305175781,123.5,539664,2022-09-26
2022-10-03,132.1999969482422,132.1999969482422,132.9499969482422,124.0,128.0,650032,2022-10-03
2022-10-10,128.85000610351562,128.85000610351562,136.60000610351562,127.8499984741211,132.89999389648438,915810,2022-10-10
2022-10-17,135.0,135.0,139.5,127.25,128.85000610351562,1416052,2022-10-17
2022-10-24,144.35000610351562,144.35000610351562,148.0,137.0,137.39999389648438,1562093,2022-10-24
2022-10-31,151.60000610351562,151.60000610351562,155.75,141.1999969482422,146.9499969482422,2589036,2022-10-31
2022-11-07,142.25,142.25,155.0,140.10000610351562,154.5500030517578,835247,2022-11-07
2022-11-14,143.60000610351562,143.60000610351562,144.75,139.1999969482422,142.25,454189,2022-11-14
2022-11-21,148.60000610351562,148.60000610351562,150.9499969482422,137.8000030517578,141.60000610351562,929436,2022-11-21
2022-11-28,146.6999969482422,146.6999969482422,150.9499969482422,145.0,149.75,1154975,2022-11-28
2022-12-05,149.10000610351562,149.10000610351562,154.39999389648438,145.5,147.0,678632,2022-12-05
2022-12-12,148.0500030517578,148.0500030517578,154.89999389648438,144.25,147.60000610351562,825357,2022-12-12
2022-12-19,135.10000610351562,135.10000610351562,153.89999389648438,134.10000610351562,148.5500030517578,936198,2022-12-19
2022-12-26,143.60000610351562,143.60000610351562,148.75,136.10000610351562,138.0,308138,2022-12-26
2023-01-02,137.1999969482422,137.1999969482422,145.75,136.25,145.75,526700,2023-01-02
2023-01-09,136.25,136.25,142.10000610351562,133.5,139.0,534163,2023-01-09
2023-01-16,140.0500030517578,140.0500030517578,143.39999389648438,135.3000030517578,138.5,420577,2023-01-16
2023-01-23,136.14999389648438,136.14999389648438,142.6999969482422,135.0,141.10000610351562,226943,2023-01-23
2023-01-30,142.60000610351562,142.60000610351562,145.0,132.25,138.0,595581,2023-01-30
2023-02-06,146.25,146.25,148.1999969482422,138.4499969482422,143.60000610351562,882421,2023-02-06
2023-02-13,162.5500030517578,162.5500030517578,173.0,145.35000610351562,148.0,8361934,2023-02-13
2023-02-20,165.8000030517578,165.8000030517578,175.6999969482422,159.25,163.1999969482422,4873503,2023-02-20
2023-02-27,165.9499969482422,165.9499969482422,168.6999969482422,159.6999969482422,165.9499969482422,1015746,2023-02-27
2023-03-06,175.14999389648438,175.14999389648438,179.8000030517578,165.1999969482422,167.8000030517578,2122975,2023-03-06
2023-03-13,159.35000610351562,159.35000610351562,176.35000610351562,156.1999969482422,173.3000030517578,922712,2023-03-13
2023-03-20,157.5500030517578,157.5500030517578,161.39999389648438,154.5500030517578,160.3000030517578,509858,2023-03-20
2023-03-27,162.39999389648438,162.39999389648438,169.6999969482422,156.85000610351562,158.5,1301703,2023-03-27
2023-04-03,167.64999389648438,167.64999389648438,169.0,162.14999389648438,162.35000610351562,386134,2023-04-03
2023-04-10,174.5500030517578,174.5500030517578,177.1999969482422,166.14999389648438,167.64999389648438,967373,2023-04-10
2023-04-17,175.14999389648438,175.14999389648438,176.6999969482422,166.3000030517578,173.0,625278,2023-04-17
2023-04-24,167.10000610351562,167.10000610351562,177.89999389648438,166.14999389648438,176.6999969482422,857716,2023-04-24
2023-05-01,162.1999969482422,162.1999969482422,170.8000030517578,162.0,167.10000610351562,445243,2023-05-01
2023-05-08,146.75,146.75,164.8000030517578,142.0,162.1999969482422,1371856,2023-05-08
2023-05-15,147.5,147.5,152.5,145.1999969482422,149.0,679021,2023-05-15
2023-05-22,151.14999389648438,151.14999389648438,152.8000030517578,141.39999389648438,147.5,586940,2023-05-22
