Date,Adj Close_MOLDTECH.NS,Close_MOLDTECH.NS,High_MOLDTECH.NS,Low_MOLDTECH.NS,Open_MOLDTECH.NS,Volume_MOLDTECH.NS,Date
2020-07-13,32.0545539855957,34.5,36.0,32.5,34.900001525878906,50318,2020-07-13
2020-07-20,31.264806747436523,33.650001525878906,36.599998474121094,32.900001525878906,35.0,92896,2020-07-20
2020-07-27,30.42859649658203,32.75,34.45000076293945,32.5,34.45000076293945,68303,2020-07-27
2020-08-03,36.93242645263672,39.75,42.04999923706055,31.950000762939453,32.75,568849,2020-08-03
2020-08-10,37.025333404541016,39.849998474121094,43.0,36.0,40.0,426156,2020-08-10
2020-08-17,37.62925720214844,40.5,43.75,38.349998474121094,39.900001525878906,496827,2020-08-17
2020-08-24,42.60003662109375,45.849998474121094,48.5,39.54999923706055,40.5,1412856,2020-08-24
2020-08-31,37.86153793334961,40.75,47.20000076293945,39.25,47.20000076293945,214736,2020-08-31
2020-09-07,37.86153793334961,40.75,44.45000076293945,38.20000076293945,40.75,167881,2020-09-07
2020-09-14,40.09142303466797,43.150001525878906,46.70000076293945,40.75,41.599998474121094,420196,2020-09-14
2020-09-21,37.11824035644531,39.95000076293945,44.79999923706055,38.400001525878906,43.04999923706055,142754,2020-09-21
2020-09-28,38.09382247924805,41.0,42.25,39.5,39.95000076293945,95979,2020-09-28
2020-10-05,36.37495040893555,39.150001525878906,42.099998474121094,38.75,40.70000076293945,128545,2020-10-05
2020-10-12,36.3284912109375,39.099998474121094,43.5,38.599998474121094,38.70000076293945,424932,2020-10-12
2020-10-19,36.79305648803711,39.599998474121094,40.400001525878906,38.5,40.400001525878906,197456,2020-10-19
2020-10-26,50.265254974365234,54.099998474121094,57.400001525878906,40.04999923706055,40.650001525878906,1810235,2020-10-26
2020-11-02,46.455875396728516,50.0,57.0,48.54999923706055,55.29999923706055,405289,2020-11-02
2020-11-09,45.99131774902344,49.5,50.70000076293945,45.650001525878906,49.70000076293945,218971,2020-11-09
2020-11-16,44.829925537109375,48.25,50.599998474121094,47.0,48.29999923706055,87040,2020-11-16
2020-11-23,44.31890869140625,47.70000076293945,49.20000076293945,46.900001525878906,48.25,85190,2020-11-23
2020-11-30,46.50232696533203,50.04999923706055,51.0,47.150001525878906,47.70000076293945,99445,2020-11-30
2020-12-07,50.125885009765625,53.95000076293945,57.0,51.349998474121094,52.5,201756,2020-12-07
2020-12-14,49.196773529052734,52.95000076293945,54.95000076293945,51.599998474121094,54.900001525878906,83327,2020-12-14
2020-12-21,48.73221206665039,52.45000076293945,54.04999923706055,48.45000076293945,52.0,80165,2020-12-21
2020-12-28,48.778663635253906,52.5,54.5,50.70000076293945,51.099998474121094,156623,2020-12-28
2021-01-04,45.89840316772461,49.400001525878906,54.0,48.650001525878906,52.599998474121094,208111,2021-01-04
2021-01-11,45.4338493347168,48.900001525878906,50.75,47.75,49.349998474121094,131721,2021-01-11
2021-01-18,44.551185607910156,47.95000076293945,49.45000076293945,47.0,49.45000076293945,74143,2021-01-18
2021-01-25,43.7149772644043,47.04999923706055,48.75,46.25,47.70000076293945,35817,2021-01-25
2021-02-01,43.807891845703125,47.150001525878906,49.5,46.20000076293945,47.75,65978,2021-02-01
2021-02-08,41.94965744018555,45.150001525878906,50.75,44.79999923706055,50.75,145706,2021-02-08
2021-02-15,38.976478576660156,41.95000076293945,45.20000076293945,41.79999923706055,45.20000076293945,126213,2021-02-15
2021-02-22,39.25521469116211,42.25,44.20000076293945,38.54999923706055,41.650001525878906,85097,2021-02-22
2021-03-01,41.53155517578125,44.70000076293945,46.75,40.95000076293945,43.400001525878906,288313,2021-03-01
2021-03-08,41.02054214477539,44.150001525878906,46.75,43.29999923706055,46.20000076293945,130889,2021-03-08
2021-03-15,38.04736328125,40.95000076293945,46.0,38.849998474121094,44.5,105675,2021-03-15
2021-03-22,37.96957015991211,40.29999923706055,42.45000076293945,38.70000076293945,41.75,53115,2021-03-22
2021-03-29,38.34644317626953,40.70000076293945,42.79999923706055,38.79999923706055,40.29999923706055,34963,2021-03-29
2021-04-05,40.560546875,43.04999923706055,45.650001525878906,39.5,40.70000076293945,84238,2021-04-05
2021-04-12,37.545597076416016,39.849998474121094,43.099998474121094,39.04999923706055,43.04999923706055,54582,2021-04-12
2021-04-19,38.25222396850586,40.599998474121094,43.20000076293945,38.29999923706055,39.20000076293945,59140,2021-04-19
2021-04-26,43.2928581237793,45.95000076293945,51.900001525878906,40.70000076293945,41.45000076293945,603259,2021-04-26
2021-05-03,43.24574279785156,45.900001525878906,48.95000076293945,43.29999923706055,46.75,158525,2021-05-03
2021-05-10,41.69115447998047,44.25,49.0,44.04999923706055,49.0,78692,2021-05-10
2021-05-17,51.301326751708984,54.45000076293945,57.0,42.5,44.150001525878906,787338,2021-05-17
2021-05-24,54.03362274169922,57.349998474121094,64.9000015258789,53.099998474121094,56.0,1714189,2021-05-24
2021-05-31,56.059295654296875,59.5,61.79999923706055,56.099998474121094,56.099998474121094,447492,2021-05-31
2021-06-07,55.541099548339844,58.95000076293945,65.30000305175781,56.849998474121094,59.5,920059,2021-06-07
2021-06-14,56.15351104736328,59.599998474121094,63.900001525878906,57.150001525878906,60.0,898752,2021-06-14
2021-06-21,65.15127563476562,69.1500015258789,74.75,58.0,58.0,3561642,2021-06-21
2021-06-28,71.08695983886719,75.44999694824219,77.3499984741211,64.5,70.0,1931310,2021-06-28
