Date,Adj Close_SHIVAMILLS.NS,Close_SHIVAMILLS.NS,High_SHIVAMILLS.NS,Low_SHIVAMILLS.NS,Open_SHIVAMILLS.NS,Volume_SHIVAMILLS.NS,Date
2020-07-13,23.353662490844727,23.899999618530273,24.899999618530273,23.350000381469727,24.75,10209,2020-07-13
2020-07-20,23.25594711303711,23.799999237060547,28.600000381469727,23.25,23.5,48373,2020-07-20
2020-07-27,21.887950897216797,22.399999618530273,23.899999618530273,22.100000381469727,23.799999237060547,43092,2020-07-27
2020-08-03,22.571950912475586,23.100000381469727,24.799999237060547,21.75,22.299999237060547,30693,2020-08-03
2020-08-10,22.669666290283203,23.200000762939453,25.200000762939453,22.350000381469727,23.100000381469727,55923,2020-08-10
2020-08-17,26.138513565063477,26.75,27.75,19.950000762939453,23.25,232372,2020-08-17
2020-08-24,25.112516403198242,25.700000762939453,27.399999618530273,25.25,26.0,50962,2020-08-24
2020-08-31,24.23308753967285,24.799999237060547,27.799999237060547,21.200000762939453,26.799999237060547,31240,2020-08-31
2020-09-07,22.620805740356445,23.149999618530273,25.350000381469727,22.649999618530273,24.799999237060547,29196,2020-09-07
2020-09-14,22.571950912475586,23.100000381469727,24.299999237060547,22.700000762939453,22.700000762939453,17277,2020-09-14
2020-09-21,21.839094161987305,22.350000381469727,23.700000762939453,21.0,23.299999237060547,13354,2020-09-21
2020-09-28,23.9399471282959,24.5,25.299999237060547,21.899999618530273,22.5,33634,2020-09-28
2020-10-05,24.086517333984375,24.649999618530273,26.450000762939453,23.799999237060547,24.0,85658,2020-10-05
2020-10-12,22.47423553466797,23.0,24.899999618530273,22.850000381469727,24.200000762939453,11427,2020-10-12
2020-10-19,22.913949966430664,23.450000762939453,24.850000381469727,22.200000762939453,24.0,27273,2020-10-19
2020-10-26,22.13223648071289,22.649999618530273,24.450000762939453,20.950000762939453,23.5,9637,2020-10-26
2020-11-02,22.47423553466797,23.0,23.600000381469727,22.149999618530273,23.0,5652,2020-11-02
2020-11-09,22.962804794311523,23.5,23.899999618530273,21.75,23.100000381469727,9538,2020-11-09
2020-11-16,25.06365966796875,25.649999618530273,26.450000762939453,22.200000762939453,22.5,35217,2020-11-16
2020-11-23,25.210227966308594,25.799999237060547,28.399999618530273,24.350000381469727,26.0,44916,2020-11-23
2020-11-30,27.11565399169922,27.75,30.899999618530273,25.700000762939453,25.799999237060547,162009,2020-11-30
2020-12-07,27.946226119995117,28.600000381469727,29.799999237060547,26.549999237060547,28.450000762939453,98597,2020-12-07
2020-12-14,28.97222137451172,29.649999618530273,31.25,27.700000762939453,29.450000762939453,61139,2020-12-14
2020-12-21,28.8745059967041,29.549999237060547,31.700000762939453,28.200000762939453,29.950000762939453,85465,2020-12-21
2020-12-28,31.659358978271484,32.400001525878906,33.5,29.75,30.350000381469727,92189,2020-12-28
2021-01-04,37.66877365112305,38.54999923706055,39.95000076293945,32.0,33.79999923706055,652014,2021-01-04
2021-01-11,33.90678024291992,34.70000076293945,42.400001525878906,33.75,39.5,282188,2021-01-11
2021-01-18,32.392215728759766,33.150001525878906,35.79999923706055,32.0,33.150001525878906,24487,2021-01-18
2021-01-25,30.779932022094727,31.5,33.0,29.700000762939453,33.0,27010,2021-01-25
2021-02-01,32.58763885498047,33.349998474121094,35.400001525878906,31.700000762939453,33.04999923706055,20072,2021-02-01
2021-02-08,36.54506301879883,37.400001525878906,38.54999923706055,35.0,35.0,72135,2021-02-08
2021-02-15,39.67190933227539,40.599998474121094,40.599998474121094,35.5,39.0,122603,2021-02-15
2021-02-22,39.96505355834961,40.900001525878906,43.400001525878906,39.79999923706055,42.54999923706055,37598,2021-02-22
2021-03-01,45.82789993286133,46.900001525878906,49.20000076293945,41.900001525878906,41.900001525878906,85195,2021-03-01
2021-03-08,47.73332214355469,48.849998474121094,49.95000076293945,45.0,45.0,30251,2021-03-08
2021-03-15,43.82475662231445,44.849998474121094,50.95000076293945,42.599998474121094,46.599998474121094,16392,2021-03-15
2021-03-22,43.04304504394531,44.04999923706055,45.25,40.599998474121094,42.70000076293945,25742,2021-03-22
2021-03-29,42.40790557861328,43.400001525878906,44.04999923706055,41.04999923706055,44.04999923706055,5801,2021-03-29
2021-04-05,43.97132873535156,45.0,45.0,41.75,42.04999923706055,10850,2021-04-05
2021-04-12,41.18648147583008,42.150001525878906,44.0,41.0,42.849998474121094,7278,2021-04-12
2021-04-19,40.4536247253418,41.400001525878906,45.0,40.04999923706055,42.099998474121094,5711,2021-04-19
2021-04-26,46.07218551635742,47.150001525878906,48.5,43.349998474121094,43.400001525878906,50179,2021-04-26
2021-05-03,47.098182678222656,48.20000076293945,48.54999923706055,44.20000076293945,47.5,45626,2021-05-03
2021-05-10,54.671024322509766,55.95000076293945,55.95000076293945,47.79999923706055,48.70000076293945,155809,2021-05-10
2021-05-17,58.62844467163086,60.0,63.70000076293945,56.150001525878906,58.599998474121094,297006,2021-05-17
2021-05-24,61.120147705078125,62.54999923706055,62.79999923706055,56.04999923706055,59.400001525878906,244981,2021-05-24
2021-05-31,77.38954162597656,79.19999694824219,79.19999694824219,63.79999923706055,65.5,463678,2021-05-31
2021-06-07,70.50070190429688,72.1500015258789,83.75,70.80000305175781,83.1500015258789,359380,2021-06-07
2021-06-14,78.95297241210938,80.80000305175781,86.0,68.75,70.5,359217,2021-06-14
2021-06-21,74.5069808959961,76.25,81.6500015258789,70.4000015258789,80.80000305175781,368465,2021-06-21
2021-06-28,87.55180358886719,89.5999984741211,89.6500015258789,77.05000305175781,78.4000015258789,361247,2021-06-28
2021-07-05,84.71809387207031,86.69999694824219,98.69999694824219,82.5,90.94999694824219,210711,2021-07-05
2021-07-12,88.72438049316406,90.80000305175781,96.5999984741211,83.5,89.05000305175781,230106,2021-07-12
2021-07-19,87.6495132446289,89.69999694824219,94.6500015258789,87.0,92.0,193038,2021-07-19
2021-07-26,101.1340560913086,103.5,114.30000305175781,90.55000305175781,92.4000015258789,221221,2021-07-26
2021-08-02,102.20891571044922,104.5999984741211,113.1500015258789,100.25,105.9000015258789,254267,2021-08-02
2021-08-09,88.52894592285156,90.5999984741211,109.0,87.19999694824219,109.0,273781,2021-08-09
2021-08-16,77.43840026855469,79.25,92.0,79.0,90.5999984741211,81313,2021-08-16
2021-08-23,79.636962890625,81.5,83.0,71.55000305175781,80.9000015258789,132675,2021-08-23
2021-08-30,85.6463851928711,87.6500015258789,94.94999694824219,84.0,84.5,179622,2021-08-30
2021-09-06,86.52581024169922,88.55000305175781,91.4000015258789,86.3499984741211,87.75,54602,2021-09-06
2021-09-13,85.2817153930664,86.30000305175781,90.5,84.0999984741211,89.5,77153,2021-09-13
2021-09-20,84.19468688964844,85.19999694824219,87.94999694824219,77.5,85.0999984741211,56409,2021-09-20
2021-09-27,86.26991271972656,87.30000305175781,88.9000015258789,82.5,87.5,51644,2021-09-27
2021-10-04,105.29277801513672,106.55000305175781,110.44999694824219,88.94999694824219,88.94999694824219,217941,2021-10-04
2021-10-11,93.43437194824219,94.55000305175781,111.69999694824219,91.25,106.55000305175781,138390,2021-10-11
2021-10-18,100.99410247802734,102.19999694824219,109.8499984741211,96.19999694824219,97.0,135202,2021-10-18
2021-10-25,95.55899810791016,96.69999694824219,107.55000305175781,94.05000305175781,100.0,168244,2021-10-25
2021-11-01,120.11578369140625,121.55000305175781,129.0,95.55000305175781,99.44999694824219,368636,2021-11-01
2021-11-08,118.78170776367188,120.19999694824219,128.64999389648438,112.25,124.94999694824219,294636,2021-11-08
2021-11-15,102.37757873535156,103.5999984741211,123.5,101.80000305175781,121.05000305175781,213378,2021-11-15
2021-11-22,97.23893737792969,98.4000015258789,109.44999694824219,96.19999694824219,101.0999984741211,83626,2021-11-22
2021-11-29,101.58702850341797,102.80000305175781,104.30000305175781,94.8499984741211,97.0999984741211,135642,2021-11-29
2021-12-06,108.356201171875,109.6500015258789,114.9000015258789,97.75,104.80000305175781,154205,2021-12-06
2021-12-13,105.78688049316406,107.05000305175781,118.0,105.6500015258789,108.19999694824219,146004,2021-12-13
2021-12-20,108.356201171875,109.6500015258789,113.75,103.80000305175781,107.94999694824219,55545,2021-12-20
2021-12-27,151.24411010742188,153.0500030517578,173.60000610351562,109.0,112.30000305175781,1853681,2021-12-27
2022-01-03,147.19247436523438,148.9499969482422,165.0,146.3000030517578,157.8000030517578,241656,2022-01-03
2022-01-10,147.88421630859375,149.64999389648438,173.89999389648438,147.64999389648438,149.0,391730,2022-01-10
2022-01-17,177.72789001464844,179.85000610351562,204.8000030517578,149.9499969482422,151.9499969482422,920526,2022-01-17
2022-01-24,173.0833282470703,175.14999389648438,186.1999969482422,162.5500030517578,181.0,153576,2022-01-24
2022-01-31,169.72344970703125,171.75,181.89999389648438,160.4499969482422,176.0,114072,2022-01-31
2022-02-07,148.1312713623047,149.89999389648438,178.39999389648438,144.10000610351562,176.39999389648438,195571,2022-02-07
2022-02-14,124.90856170654297,126.4000015258789,149.0,125.0999984741211,149.0,102186,2022-02-14
2022-02-21,107.21976470947266,108.5,128.9499969482422,107.69999694824219,128.9499969482422,159340,2022-02-21
2022-02-28,113.09955596923828,114.44999694824219,119.80000305175781,105.25,111.94999694824219,50664,2022-02-28
2022-03-07,104.05752563476562,105.30000305175781,113.6500015258789,101.75,112.55000305175781,163179,2022-03-07
2022-03-14,101.24114990234375,102.44999694824219,108.9000015258789,99.5999984741211,108.80000305175781,98658,2022-03-14
2022-03-21,102.13053131103516,103.3499984741211,110.5,102.1500015258789,103.0999984741211,78645,2022-03-21
2022-03-28,105.98451232910156,107.25,107.25,94.05000305175781,106.4000015258789,113216,2022-03-28
2022-04-04,123.5744857788086,125.05000305175781,136.8000030517578,108.19999694824219,111.9000015258789,98211,2022-04-04
2022-04-11,122.53687286376953,124.0,130.5,117.05000305175781,129.5,75226,2022-04-11
2022-04-18,120.56047058105469,122.0,130.0,117.5,124.80000305175781,81402,2022-04-18
2022-04-25,109.69026947021484,111.0,123.94999694824219,110.05000305175781,123.94999694824219,54630,2022-04-25
2022-05-02,106.33038330078125,107.5999984741211,113.25,104.55000305175781,109.05000305175781,32949,2022-05-02
2022-05-09,93.82964324951172,94.94999694824219,109.1500015258789,91.0999984741211,103.5,71204,2022-05-09
2022-05-16,99.0177001953125,100.19999694824219,106.3499984741211,93.1500015258789,99.0,47935,2022-05-16
2022-05-23,94.27433776855469,95.4000015258789,101.94999694824219,88.0999984741211,101.75,59689,2022-05-23
2022-05-30,93.6814193725586,94.80000305175781,99.94999694824219,94.6500015258789,97.0999984741211,53455,2022-05-30
2022-06-06,90.51917266845703,91.5999984741211,99.44999694824219,89.6500015258789,94.80000305175781,43507,2022-06-06
2022-06-13,81.13127136230469,82.0999984741211,93.44999694824219,80.19999694824219,93.44999694824219,32449,2022-06-13
2022-06-20,84.3429183959961,85.3499984741211,90.80000305175781,75.0,82.0,41129,2022-06-20
2022-06-27,92.14970397949219,93.25,100.0,84.94999694824219,85.3499984741211,39613,2022-06-27
2022-07-04,94.22492980957031,95.3499984741211,98.9000015258789,91.55000305175781,96.0,35381,2022-07-04
2022-07-11,93.23672485351562,94.3499984741211,96.30000305175781,92.05000305175781,95.3499984741211,24121,2022-07-11
2022-07-18,101.68584442138672,102.9000015258789,102.9000015258789,91.9000015258789,94.0,89183,2022-07-18
2022-07-25,100.10472106933594,101.30000305175781,111.9000015258789,97.69999694824219,104.5,98579,2022-07-25
2022-08-01,98.91887664794922,100.0999984741211,103.9000015258789,96.05000305175781,103.9000015258789,63437,2022-08-01
2022-08-08,96.59661102294922,97.75,101.44999694824219,89.94999694824219,100.75,99335,2022-08-08
2022-08-15,101.43879699707031,102.6500015258789,117.30000305175781,97.75,97.75,154419,2022-08-15
2022-08-22,107.30000305175781,107.30000305175781,111.5999984741211,99.0,104.55000305175781,59983,2022-08-22
2022-08-29,133.5500030517578,133.5500030517578,133.60000610351562,103.19999694824219,105.0999984741211,707039,2022-08-29
2022-09-05,132.10000610351562,132.10000610351562,149.0,130.35000610351562,144.9499969482422,577561,2022-09-05
2022-09-12,122.8499984741211,122.8499984741211,134.6999969482422,122.0,131.3000030517578,95842,2022-09-12
2022-09-19,118.55000305175781,118.55000305175781,131.0,117.19999694824219,122.05000305175781,54291,2022-09-19
2022-09-26,113.30000305175781,113.30000305175781,119.69999694824219,111.05000305175781,118.55000305175781,33811,2022-09-26
2022-10-03,126.55000305175781,126.55000305175781,139.85000610351562,110.1500015258789,115.0,433215,2022-10-03
2022-10-10,127.94999694824219,127.94999694824219,139.0,118.0999984741211,126.0,307165,2022-10-10
2022-10-17,117.55000305175781,117.55000305175781,130.0,117.0999984741211,130.0,66165,2022-10-17
2022-10-24,117.0999984741211,117.0999984741211,126.8499984741211,116.80000305175781,118.69999694824219,41363,2022-10-24
2022-10-31,118.05000305175781,118.05000305175781,122.44999694824219,115.6500015258789,117.80000305175781,69253,2022-10-31
2022-11-07,118.8499984741211,118.8499984741211,134.0,118.0999984741211,118.0999984741211,168861,2022-11-07
2022-11-14,101.25,101.25,113.30000305175781,100.0999984741211,111.0,176512,2022-11-14
2022-11-21,102.75,102.75,105.0,100.0,105.0,33578,2022-11-21
2022-11-28,102.8499984741211,102.8499984741211,104.9000015258789,100.8499984741211,104.75,35966,2022-11-28
2022-12-05,102.75,102.75,104.5,100.0,101.5,36493,2022-12-05
2022-12-12,100.55000305175781,100.55000305175781,105.5,99.5999984741211,100.75,38746,2022-12-12
2022-12-19,86.44999694824219,86.44999694824219,102.4000015258789,83.1500015258789,100.5999984741211,69145,2022-12-19
2022-12-26,96.25,96.25,98.19999694824219,84.3499984741211,84.3499984741211,57456,2022-12-26
2023-01-02,98.44999694824219,98.44999694824219,102.0,92.0,97.94999694824219,98093,2023-01-02
2023-01-09,100.3499984741211,100.3499984741211,111.9000015258789,96.0999984741211,99.9000015258789,175462,2023-01-09
2023-01-16,97.75,97.75,106.44999694824219,96.9000015258789,101.5,51993,2023-01-16
2023-01-23,94.94999694824219,94.94999694824219,99.9000015258789,93.25,97.6500015258789,18847,2023-01-23
2023-01-30,91.75,91.75,97.0,90.25,92.6500015258789,24074,2023-01-30
2023-02-06,92.69999694824219,92.69999694824219,95.05000305175781,88.19999694824219,91.80000305175781,36044,2023-02-06
2023-02-13,85.94999694824219,85.94999694824219,92.0,84.05000305175781,89.55000305175781,27099,2023-02-13
2023-02-20,80.69999694824219,80.69999694824219,86.6500015258789,79.5,83.75,19193,2023-02-20
2023-02-27,82.44999694824219,82.44999694824219,84.1500015258789,80.0999984741211,80.0999984741211,16460,2023-02-27
2023-03-06,86.30000305175781,86.30000305175781,88.9000015258789,82.05000305175781,84.0999984741211,12877,2023-03-06
2023-03-13,79.69999694824219,79.69999694824219,87.0,78.0999984741211,86.25,27406,2023-03-13
2023-03-20,75.69999694824219,75.69999694824219,83.69999694824219,72.0,72.0,22042,2023-03-20
2023-03-27,68.3499984741211,68.3499984741211,74.8499984741211,60.650001525878906,73.80000305175781,98533,2023-03-27
2023-04-03,74.69999694824219,74.69999694824219,75.9000015258789,67.05000305175781,67.05000305175781,19307,2023-04-03
2023-04-10,72.30000305175781,72.30000305175781,76.0,71.69999694824219,76.0,17522,2023-04-10
2023-04-17,87.4000015258789,87.4000015258789,92.9000015258789,70.1500015258789,70.1500015258789,236468,2023-04-17
2023-04-24,98.80000305175781,98.80000305175781,98.80000305175781,80.69999694824219,87.0,304020,2023-04-24
2023-05-01,85.25,85.25,98.80000305175781,85.25,98.80000305175781,154882,2023-05-01
2023-05-08,81.0,81.0,86.0,80.0,85.25,40996,2023-05-08
2023-05-15,78.5,78.5,80.75,77.25,80.55000305175781,22271,2023-05-15
2023-05-22,79.69999694824219,79.69999694824219,84.69999694824219,76.3499984741211,78.5,22535,2023-05-22
2023-05-29,77.94999694824219,77.94999694824219,82.0,77.0,79.69999694824219,22148,2023-05-29
2023-06-05,77.1500015258789,77.1500015258789,80.0,73.0,79.0,34701,2023-06-05
2023-06-12,74.8499984741211,74.8499984741211,78.8499984741211,74.0,77.19999694824219,39338,2023-06-12
2023-06-19,72.9000015258789,72.9000015258789,75.1500015258789,71.5,74.5999984741211,38143,2023-06-19
2023-06-26,73.19999694824219,73.19999694824219,75.94999694824219,71.0,72.9000015258789,14168,2023-06-26
2023-07-03,72.5,72.5,75.0999984741211,70.1500015258789,74.94999694824219,21813,2023-07-03
2023-07-10,70.05000305175781,70.05000305175781,73.9000015258789,68.19999694824219,70.55000305175781,20971,2023-07-10
2023-07-17,70.94999694824219,70.94999694824219,73.0,69.0,69.4000015258789,23239,2023-07-17
2023-07-24,72.4000015258789,72.4000015258789,72.9000015258789,69.1500015258789,70.94999694824219,16354,2023-07-24
2023-07-31,74.19999694824219,74.19999694824219,77.0,72.44999694824219,73.0,21859,2023-07-31
2023-08-07,70.9000015258789,70.9000015258789,76.0,69.25,76.0,26307,2023-08-07
2023-08-14,68.80000305175781,68.80000305175781,73.6500015258789,68.19999694824219,73.6500015258789,18423,2023-08-14
2023-08-21,70.80000305175781,70.80000305175781,72.5,68.75,70.19999694824219,33433,2023-08-21
2023-08-28,72.8499984741211,72.8499984741211,75.05000305175781,69.5,71.0999984741211,57019,2023-08-28
2023-09-04,77.69999694824219,77.69999694824219,78.3499984741211,72.25,72.25,80888,2023-09-04
2023-09-11,74.5,74.5,79.69999694824219,73.0,77.1500015258789,57445,2023-09-11
2023-09-18,71.6500015258789,71.6500015258789,76.0,71.25,74.1500015258789,30148,2023-09-18
2023-09-25,72.9000015258789,72.9000015258789,76.3499984741211,71.75,71.94999694824219,208489,2023-09-25
2023-10-02,79.0999984741211,79.0999984741211,79.0999984741211,71.55000305175781,72.9000015258789,76535,2023-10-02
2023-10-09,79.5,79.5,83.9000015258789,72.0999984741211,79.1500015258789,266260,2023-10-09
2023-10-16,81.3499984741211,81.3499984741211,90.0999984741211,77.69999694824219,79.5,274970,2023-10-16
2023-10-23,79.5,79.5,83.0,72.30000305175781,81.3499984741211,351409,2023-10-23
2023-10-30,75.9000015258789,75.9000015258789,81.4000015258789,74.94999694824219,79.80000305175781,71096,2023-10-30
2023-11-06,77.3499984741211,77.3499984741211,81.9000015258789,75.1500015258789,75.1500015258789,34285,2023-11-06
2023-11-13,77.30000305175781,77.30000305175781,79.4000015258789,76.19999694824219,77.80000305175781,26339,2023-11-13
2023-11-20,84.5999984741211,84.5999984741211,88.5,77.94999694824219,77.94999694824219,267084,2023-11-20
2023-11-27,84.19999694824219,84.19999694824219,86.0,81.1500015258789,84.5999984741211,45204,2023-11-27
2023-12-04,86.94999694824219,86.94999694824219,92.0,82.1500015258789,84.1500015258789,129638,2023-12-04
2023-12-11,101.0,101.0,116.5,84.69999694824219,89.0,1152838,2023-12-11
2023-12-18,91.44999694824219,91.44999694824219,104.44999694824219,88.0,101.0999984741211,154526,2023-12-18
2023-12-25,96.0999984741211,96.0999984741211,104.8499984741211,89.1500015258789,91.44999694824219,281532,2023-12-25
2024-01-01,100.0,100.0,103.44999694824219,92.0,97.30000305175781,211938,2024-01-01
2024-01-08,101.0999984741211,101.0999984741211,108.9000015258789,97.8499984741211,100.0,222763,2024-01-08
2024-01-15,95.75,95.75,103.94999694824219,92.3499984741211,103.94999694824219,69589,2024-01-15
2024-01-22,107.6500015258789,107.6500015258789,110.69999694824219,94.55000305175781,95.75,328162,2024-01-22
2024-01-29,108.25,108.25,113.0,101.0,109.05000305175781,601047,2024-01-29
2024-02-05,97.30000305175781,97.30000305175781,112.8499984741211,93.19999694824219,109.8499984741211,319020,2024-02-05
2024-02-12,94.25,94.25,97.30000305175781,82.19999694824219,97.30000305175781,86351,2024-02-12
2024-02-19,93.44999694824219,93.44999694824219,96.69999694824219,91.0,94.0,59224,2024-02-19
2024-02-26,99.69999694824219,99.69999694824219,103.0,86.5999984741211,92.4000015258789,438885,2024-02-26
2024-03-04,90.25,90.25,102.69999694824219,88.5,98.80000305175781,100827,2024-03-04
2024-03-11,89.19999694824219,89.19999694824219,92.5,82.1500015258789,88.19999694824219,110122,2024-03-11
2024-03-18,86.30000305175781,86.30000305175781,90.0,83.3499984741211,88.9000015258789,28341,2024-03-18
2024-03-25,82.75,82.75,89.80000305175781,81.0,86.30000305175781,56602,2024-03-25
2024-04-01,96.19999694824219,96.19999694824219,105.4000015258789,83.0,83.0,1106423,2024-04-01
2024-04-08,91.9000015258789,91.9000015258789,97.19999694824219,91.0,96.25,97888,2024-04-08
2024-04-15,93.05000305175781,93.05000305175781,98.55000305175781,87.69999694824219,91.5,81762,2024-04-15
2024-04-22,92.30000305175781,92.30000305175781,94.80000305175781,91.05000305175781,93.1500015258789,60498,2024-04-22
2024-04-29,98.5999984741211,98.5999984741211,115.3499984741211,92.1500015258789,93.5999984741211,1161282,2024-04-29
2024-05-06,100.30000305175781,100.30000305175781,119.3499984741211,91.5,98.4000015258789,1571432,2024-05-06
2024-05-13,96.9000015258789,96.9000015258789,105.55000305175781,95.0,100.94999694824219,275230,2024-05-13
2024-05-20,97.0,97.0,100.69999694824219,96.30000305175781,98.75,118857,2024-05-20
2024-05-27,91.30000305175781,91.30000305175781,98.9000015258789,90.1500015258789,98.0999984741211,210223,2024-05-27
2024-06-03,90.25,90.25,96.0,73.8499984741211,93.44999694824219,182831,2024-06-03
2024-06-10,94.3499984741211,94.3499984741211,98.0,90.5,91.80000305175781,92395,2024-06-10
2024-06-17,93.62999725341797,93.62999725341797,96.0,91.51000213623047,94.3499984741211,55691,2024-06-17
2024-06-24,92.23999786376953,92.23999786376953,100.98999786376953,90.45999908447266,92.0,312060,2024-06-24
2024-07-01,92.7699966430664,92.7699966430664,95.5,91.38999938964844,92.30000305175781,65349,2024-07-01
2024-07-08,90.75,90.75,94.4000015258789,90.0,94.4000015258789,46600,2024-07-08
2024-07-15,87.83999633789062,87.83999633789062,94.5,87.02999877929688,94.5,47071,2024-07-15
2024-07-22,94.62000274658203,94.62000274658203,98.4000015258789,88.19999694824219,89.36000061035156,126514,2024-07-22
2024-07-29,94.91000366210938,94.91000366210938,98.75,92.5,94.16000366210938,74857,2024-07-29
2024-08-05,92.04000091552734,92.04000091552734,97.9800033569336,91.0,93.30000305175781,103973,2024-08-05
2024-08-12,89.22000122070312,89.22000122070312,93.45999908447266,84.0,91.0,60773,2024-08-12
2024-08-19,95.6500015258789,95.6500015258789,99.36000061035156,87.61000061035156,90.5199966430664,353657,2024-08-19
2024-08-26,97.2699966430664,97.2699966430664,113.0,94.22000122070312,95.9800033569336,617391,2024-08-26
2024-09-02,91.54000091552734,91.54000091552734,99.5,91.05000305175781,99.5,76281,2024-09-02
2024-09-09,96.0199966430664,96.0199966430664,101.69999694824219,89.30999755859375,91.0,205422,2024-09-09
2024-09-16,93.0999984741211,93.0999984741211,99.0,90.55000305175781,99.0,74741,2024-09-16
2024-09-23,92.72000122070312,92.72000122070312,102.0,91.0999984741211,93.77999877929688,451133,2024-09-23
2024-09-30,88.97000122070312,88.97000122070312,94.02999877929688,88.38999938964844,94.0,177823,2024-09-30
2024-10-07,90.4800033569336,90.4800033569336,94.80000305175781,83.5,88.81999969482422,98244,2024-10-07
2024-10-14,94.44999694824219,94.44999694824219,99.3499984741211,90.0,91.0199966430664,222437,2024-10-14
2024-10-21,89.55999755859375,89.55999755859375,95.87999725341797,88.9000015258789,95.5,43726,2024-10-21
2024-10-28,95.98999786376953,95.98999786376953,98.44999694824219,88.79000091552734,92.0,69234,2024-10-28
2024-11-04,97.81999969482422,97.81999969482422,108.0,90.86000061035156,96.69999694824219,300062,2024-11-04
2024-11-11,87.08999633789062,87.08999633789062,101.95999908447266,85.55000305175781,99.77999877929688,128767,2024-11-11
2024-11-18,85.54000091552734,85.54000091552734,93.5,83.16999816894531,86.83999633789062,76804,2024-11-18
2024-11-25,86.81999969482422,86.81999969482422,88.83000183105469,84.51000213623047,86.36000061035156,54400,2024-11-25
