Date,Adj Close_KRITI.NS,Close_KRITI.NS,High_KRITI.NS,Low_KRITI.NS,Open_KRITI.NS,Volume_KRITI.NS,Date
2020-07-13,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-07-13
2020-07-20,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-07-20
2020-07-27,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-07-27
2020-08-03,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-08-03
2020-08-10,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-08-10
2020-08-17,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-08-17
2020-08-24,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-08-24
2020-08-31,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-08-31
2020-09-07,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-09-07
2020-09-14,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-09-14
2020-09-21,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-09-21
2020-09-28,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-09-28
2020-10-05,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-10-05
2020-10-12,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-10-12
2020-10-19,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-10-19
2020-10-26,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-10-26
2020-11-02,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-11-02
2020-11-09,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-11-09
2020-11-16,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-11-16
2020-11-23,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-11-23
2020-11-30,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-11-30
2020-12-07,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-12-07
2020-12-14,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-12-14
2020-12-21,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-12-21
2020-12-28,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2020-12-28
2021-01-04,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-01-04
2021-01-11,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-01-11
2021-01-18,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-01-18
2021-01-25,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-01-25
2021-02-01,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-02-01
2021-02-08,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-02-08
2021-02-15,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-02-15
2021-02-22,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-02-22
2021-03-01,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-03-01
2021-03-08,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-03-08
2021-03-15,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-03-15
2021-03-22,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-03-22
2021-03-29,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-03-29
2021-04-05,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-04-05
2021-04-12,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-04-12
2021-04-19,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-04-19
2021-04-26,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-04-26
2021-05-03,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-05-03
2021-05-10,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-05-10
2021-05-17,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-05-17
2021-05-24,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-05-24
2021-05-31,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-05-31
2021-06-07,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-06-07
2021-06-14,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-06-14
2021-06-21,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-06-21
2021-06-28,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-06-28
2021-07-05,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-07-05
2021-07-12,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-07-12
2021-07-19,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-07-19
2021-07-26,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-07-26
2021-08-02,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-08-02
2021-08-09,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-08-09
2021-08-16,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-08-16
2021-08-23,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-08-23
2021-08-30,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-08-30
2021-09-06,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-09-06
2021-09-13,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-09-13
2021-09-20,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-09-20
2021-09-27,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-09-27
2021-10-04,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-10-04
2021-10-11,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-10-11
2021-10-18,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-10-18
2021-10-25,7.667092323303223,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2021-10-25
2021-11-01,118.79015350341797,119.30000305175781,124.94999694824219,109.94999694824219,118.75,61785,2021-11-01
2021-11-08,126.90531921386719,127.44999694824219,144.6999969482422,115.0999984741211,119.9000015258789,614147,2021-11-08
2021-11-15,121.97647094726562,122.5,131.8000030517578,118.1500015258789,127.0,185530,2021-11-15
2021-11-22,120.88117980957031,121.4000015258789,128.5,111.0,123.94999694824219,174086,2021-11-22
