Date,Adj Close_JAMNAAUTO.NS,Close_JAMNAAUTO.NS,High_JAMNAAUTO.NS,Low_JAMNAAUTO.NS,Open_JAMNAAUTO.NS,Volume_JAMNAAUTO.NS,Date
2020-11-16,53.788143157958984,57.650001525878906,59.400001525878906,48.099998474121094,48.099998474121094,11789556,2020-11-16
2020-11-23,52.52857208251953,56.29999923706055,62.0,54.099998474121094,60.0,10565786,2020-11-23
2020-11-30,51.87546920776367,55.599998474121094,57.349998474121094,55.29999923706055,56.29999923706055,3521818,2020-11-30
2020-12-07,50.8025016784668,54.45000076293945,56.45000076293945,53.0,55.45000076293945,5597529,2020-12-07
2020-12-14,53.22833251953125,57.04999923706055,59.5,54.70000076293945,55.04999923706055,12355984,2020-12-14
2020-12-21,54.39460754394531,58.29999923706055,59.349998474121094,50.0,57.25,7936216,2020-12-21
2020-12-28,56.540523529052734,60.599998474121094,63.0,57.849998474121094,58.04999923706055,8483943,2020-12-28
2021-01-04,59.1529655456543,63.400001525878906,65.94999694824219,59.0,61.150001525878906,13157588,2021-01-04
2021-01-11,59.572811126708984,63.849998474121094,68.19999694824219,60.599998474121094,63.75,13420368,2021-01-11
2021-01-18,57.053688049316406,61.150001525878906,64.94999694824219,59.5,63.5,4310152,2021-01-18
2021-01-25,57.38024139404297,61.5,62.5,58.45000076293945,61.349998474121094,2781368,2021-01-25
2021-02-01,65.77735137939453,70.5,73.9000015258789,60.650001525878906,62.400001525878906,16242318,2021-02-01
2021-02-08,63.63142013549805,68.19999694824219,73.5,67.0,73.0,5677495,2021-02-08
2021-02-15,62.231903076171875,66.69999694824219,71.9000015258789,65.8499984741211,68.9000015258789,5384857,2021-02-15
2021-02-22,65.03042602539062,69.44999694824219,70.4000015258789,65.5,67.4000015258789,3926997,2021-02-22
2021-03-01,65.5454330444336,70.0,76.5,68.0,70.0,11699285,2021-03-01
2021-03-08,66.80951690673828,71.3499984741211,72.05000305175781,68.19999694824219,70.55000305175781,6296618,2021-03-08
2021-03-15,64.9367904663086,69.3499984741211,74.94999694824219,61.849998474121094,71.5999984741211,8179385,2021-03-15
2021-03-22,64.3281478881836,68.69999694824219,72.0,67.19999694824219,69.19999694824219,3923663,2021-03-22
2021-03-29,64.42180633544922,68.80000305175781,69.25,66.5,68.69999694824219,1401875,2021-03-29
2021-04-05,67.41815948486328,72.0,73.4000015258789,67.6500015258789,68.94999694824219,4985371,2021-04-05
2021-04-12,61.00407409667969,65.1500015258789,70.75,64.25,70.5,3032936,2021-04-12
2021-04-19,61.79997634887695,66.0,67.4000015258789,60.849998474121094,63.849998474121094,4164111,2021-04-19
2021-04-26,63.95361328125,68.30000305175781,69.8499984741211,65.0999984741211,65.3499984741211,5019180,2021-04-26
2021-05-03,66.3881607055664,70.9000015258789,74.44999694824219,66.05000305175781,66.05000305175781,8197023,2021-05-03
2021-05-10,64.1877212524414,68.55000305175781,72.0,68.05000305175781,71.0,2551939,2021-05-10
2021-05-17,72.5213394165039,77.44999694824219,79.9000015258789,68.05000305175781,68.5999984741211,15266011,2021-05-17
2021-05-24,77.71814727783203,83.0,86.30000305175781,79.0999984741211,80.80000305175781,23018945,2021-05-24
2021-05-31,75.28362274169922,80.4000015258789,86.5,78.55000305175781,83.0,11065645,2021-05-31
2021-06-07,80.43360900878906,85.9000015258789,88.0,79.80000305175781,81.0,10223797,2021-06-07
2021-06-14,79.68450927734375,85.0999984741211,89.0999984741211,82.0,86.44999694824219,10419196,2021-06-14
2021-06-21,78.42042541503906,83.75,87.80000305175781,82.19999694824219,83.0,3307253,2021-06-21
2021-06-28,78.84178924560547,84.19999694824219,85.94999694824219,80.44999694824219,84.0999984741211,3870251,2021-06-28
2021-07-05,79.1227035522461,84.5,89.0999984741211,83.8499984741211,84.9000015258789,5369765,2021-07-05
2021-07-12,81.3699722290039,86.9000015258789,89.69999694824219,85.0,85.0,4784438,2021-07-12
2021-07-19,80.24634552001953,85.69999694824219,88.0,83.75,86.25,2136324,2021-07-19
2021-07-26,84.13224792480469,89.8499984741211,91.0,84.19999694824219,86.25,5010804,2021-07-26
2021-08-02,82.35315704345703,87.94999694824219,91.0,84.94999694824219,90.0,4603946,2021-08-02
2021-08-09,80.01224517822266,85.44999694824219,89.30000305175781,81.5,89.0,3371880,2021-08-09
2021-08-16,77.06270599365234,82.30000305175781,84.3499984741211,80.05000305175781,82.5,2084548,2021-08-16
2021-08-23,82.02543640136719,87.5999984741211,94.6500015258789,78.5999984741211,80.30000305175781,17656140,2021-08-23
2021-08-30,80.52725219726562,86.0,93.25,85.6500015258789,87.9000015258789,3816400,2021-08-30
2021-09-06,80.52725219726562,86.0,88.55000305175781,85.19999694824219,86.8499984741211,2794294,2021-09-06
2021-09-13,90.3122329711914,96.44999694824219,100.0,84.25,85.4000015258789,18818910,2021-09-13
2021-09-20,85.23905944824219,90.5,96.30000305175781,88.4000015258789,94.80000305175781,6035204,2021-09-20
2021-09-27,84.81523132324219,90.05000305175781,94.5,87.80000305175781,91.1500015258789,3803129,2021-09-27
2021-10-04,88.53559875488281,94.0,99.25,88.80000305175781,90.69999694824219,7678833,2021-10-04
2021-10-11,93.1507568359375,98.9000015258789,100.80000305175781,92.75,94.4000015258789,9961003,2021-10-11
2021-10-18,88.58269500732422,94.05000305175781,102.0,89.80000305175781,100.0,5367486,2021-10-18
2021-10-25,91.78504180908203,97.44999694824219,100.9000015258789,93.9000015258789,99.0,5942974,2021-10-25
2021-11-01,94.84611511230469,100.69999694824219,105.5,95.0,97.44999694824219,6218018,2021-11-01
2021-11-08,98.04846954345703,104.0999984741211,111.5,99.5,101.4000015258789,15950246,2021-11-08
2021-11-15,104.21770477294922,110.6500015258789,113.19999694824219,103.94999694824219,105.0,9079452,2021-11-15
2021-11-22,100.1205825805664,106.30000305175781,112.0,100.0,112.0,8347940,2021-11-22
2021-11-29,94.66165924072266,100.05000305175781,106.19999694824219,85.1500015258789,106.19999694824219,5440396,2021-11-29
2021-12-06,105.96806335449219,112.0,118.9000015258789,98.6500015258789,101.5,10266060,2021-12-06
2021-12-13,98.91930389404297,104.55000305175781,114.69999694824219,100.4000015258789,113.44999694824219,4498146,2021-12-13
2021-12-20,95.08741760253906,100.5,104.0999984741211,99.0,102.75,2929123,2021-12-20
2021-12-27,97.59469604492188,103.1500015258789,106.4000015258789,99.0999984741211,100.5,3064001,2021-12-27
2022-01-03,102.89310455322266,108.75,110.55000305175781,100.5999984741211,103.69999694824219,7072624,2022-01-03
2022-01-10,113.3006820678711,119.75,122.5999984741211,109.1500015258789,109.5999984741211,12475305,2022-01-10
2022-01-17,107.4345932006836,113.55000305175781,125.0,104.5999984741211,120.94999694824219,21918859,2022-01-17
2022-01-24,99.06121826171875,104.69999694824219,113.80000305175781,103.0,112.25,7749855,2022-01-24
2022-01-31,101.899658203125,107.69999694824219,109.8499984741211,103.44999694824219,106.5,8852576,2022-01-31
2022-02-07,101.14273834228516,106.9000015258789,111.69999694824219,103.0,108.5999984741211,6161992,2022-02-07
2022-02-14,97.40546417236328,102.94999694824219,106.0,95.0,95.0,4199730,2022-02-14
2022-02-21,92.4382095336914,97.69999694824219,101.5,94.5,101.19999694824219,4497989,2022-02-21
2022-02-28,94.18859100341797,99.55000305175781,103.30000305175781,95.19999694824219,96.9000015258789,2772229,2022-02-28
2022-03-07,93.33705139160156,98.6500015258789,101.5,95.5,97.5,3051961,2022-03-07
2022-03-14,97.54739379882812,103.0999984741211,104.6500015258789,98.25,99.30000305175781,3801965,2022-03-14
2022-03-21,93.90473937988281,99.25,105.0,97.0,103.0,4004035,2022-03-21
2022-03-28,96.9323959350586,102.44999694824219,102.9000015258789,96.8499984741211,98.5,3417285,2022-03-28
2022-04-04,101.80503845214844,107.5999984741211,110.80000305175781,102.05000305175781,102.9000015258789,6705671,2022-04-04
2022-04-11,99.91275024414062,105.5999984741211,109.44999694824219,104.05000305175781,107.4000015258789,1530870,2022-04-11
2022-04-18,108.00228118896484,114.1500015258789,115.94999694824219,102.19999694824219,105.3499984741211,10898421,2022-04-18
2022-04-25,104.359619140625,110.30000305175781,119.30000305175781,107.0999984741211,112.5999984741211,10620730,2022-04-25
2022-05-02,96.55394744873047,102.05000305175781,109.94999694824219,100.05000305175781,108.5,2402817,2022-05-02
2022-05-09,100.48043823242188,106.19999694824219,108.9000015258789,97.5,101.94999694824219,5094236,2022-05-09
2022-05-16,107.62381744384766,113.75,117.9000015258789,105.8499984741211,106.44999694824219,5167115,2022-05-16
2022-05-23,106.20460510253906,112.25,123.75,110.5,117.5,11246983,2022-05-23
2022-05-30,106.39383697509766,112.44999694824219,117.0,109.0,113.5999984741211,7207499,2022-05-30
2022-06-06,100.57506561279297,106.30000305175781,113.8499984741211,105.5999984741211,112.5,2894819,2022-06-06
2022-06-13,99.25045776367188,104.9000015258789,112.5,101.05000305175781,103.5,8545949,2022-06-13
2022-06-20,104.83271026611328,110.80000305175781,112.5,100.05000305175781,104.55000305175781,5725432,2022-06-20
2022-06-27,118.17332458496094,124.9000015258789,129.8000030517578,110.5,112.69999694824219,22414032,2022-06-27
2022-07-04,121.72135162353516,128.64999389648438,135.5,125.44999694824219,128.5,22026057,2022-07-04
2022-07-11,120.7279052734375,127.5999984741211,132.8000030517578,125.80000305175781,128.0,5490656,2022-07-11
2022-07-18,118.6937026977539,125.44999694824219,131.4499969482422,125.0,129.0,5686506,2022-07-18
2022-07-25,119.2140884399414,126.0,130.5,122.3499984741211,126.25,7332090,2022-07-25
2022-08-01,115.47681427001953,122.05000305175781,132.89999389648438,119.55000305175781,126.0,8301521,2022-08-01
2022-08-08,110.65147399902344,116.94999694824219,127.25,116.3499984741211,122.9000015258789,4666298,2022-08-08
2022-08-15,110.90882873535156,116.25,119.3499984741211,113.0,116.94999694824219,3517920,2022-08-15
2022-08-22,111.86287689208984,117.25,119.44999694824219,113.5,116.0,4428642,2022-08-22
2022-08-29,112.62612915039062,118.05000305175781,121.5,113.5,114.0,4121602,2022-08-29
2022-09-05,115.34517669677734,120.9000015258789,126.75,118.25,118.75,6210978,2022-09-05
2022-09-12,112.38761138916016,117.80000305175781,122.94999694824219,117.0,121.80000305175781,3116455,2022-09-12
2022-09-19,111.00423431396484,116.3499984741211,119.80000305175781,116.0,117.80000305175781,2146526,2022-09-19
2022-09-26,108.57140350341797,113.80000305175781,117.69999694824219,109.0,115.5,3348082,2022-09-26
2022-10-03,105.90003204345703,111.0,113.3499984741211,110.5,112.5,2617269,2022-10-03
2022-10-10,101.22518157958984,106.0999984741211,111.75,105.0999984741211,108.5999984741211,3282736,2022-10-10
2022-10-17,106.09085083007812,111.19999694824219,116.19999694824219,105.0999984741211,106.0,4636400,2022-10-17
2022-10-24,104.27814483642578,109.30000305175781,112.1500015258789,108.6500015258789,112.0999984741211,1222573,2022-10-24
2022-10-31,103.75341796875,108.75,114.6500015258789,108.5,109.5,3494486,2022-10-31
2022-11-07,103.65802001953125,108.6500015258789,109.5,103.6500015258789,109.30000305175781,3822389,2022-11-07
2022-11-14,102.03611755371094,106.94999694824219,111.19999694824219,105.55000305175781,108.5,3171021,2022-11-14
2022-11-21,101.68769836425781,105.80000305175781,107.9000015258789,104.5,106.94999694824219,2079491,2022-11-21
2022-11-28,108.12728118896484,112.5,114.4000015258789,105.75,106.25,4845888,2022-11-28
2022-12-05,103.8982925415039,108.0999984741211,114.0,107.0,113.0,2172116,2022-12-05
2022-12-12,103.12939453125,107.30000305175781,115.5,106.80000305175781,108.5,5136121,2022-12-12
2022-12-19,94.95977783203125,98.80000305175781,107.8499984741211,96.94999694824219,107.8499984741211,3661867,2022-12-19
2022-12-26,100.67851257324219,104.75,107.4000015258789,97.05000305175781,98.5999984741211,2343144,2022-12-26
2023-01-02,98.90042114257812,102.9000015258789,107.9000015258789,102.0,105.5,2539251,2023-01-02
2023-01-09,100.63044738769531,104.69999694824219,107.44999694824219,102.75,103.5,2189595,2023-01-09
2023-01-16,99.52515411376953,103.55000305175781,107.25,102.69999694824219,104.94999694824219,2775833,2023-01-16
2023-01-23,99.57319641113281,103.5999984741211,105.5,102.5999984741211,104.0999984741211,1554257,2023-01-23
2023-01-30,103.94634246826172,108.1500015258789,109.9000015258789,102.25,102.69999694824219,3563228,2023-01-30
2023-02-06,100.77462005615234,104.8499984741211,108.44999694824219,103.0,108.0,2217128,2023-02-06
2023-02-13,100.53433227539062,104.5999984741211,106.3499984741211,103.69999694824219,104.5,1254104,2023-02-13
2023-02-20,98.1795654296875,102.1500015258789,105.4000015258789,99.4000015258789,104.5999984741211,2160555,2023-02-20
2023-02-27,97.6989974975586,101.6500015258789,102.9000015258789,100.5999984741211,102.1500015258789,825792,2023-02-27
2023-03-06,99.52515411376953,103.55000305175781,105.5,101.6500015258789,102.19999694824219,1116250,2023-03-06
2023-03-13,96.54563903808594,100.44999694824219,103.30000305175781,97.5,103.30000305175781,1862064,2023-03-13
2023-03-20,94.81560516357422,98.6500015258789,102.8499984741211,97.69999694824219,102.1500015258789,1302922,2023-03-20
2023-03-27,95.7767333984375,99.6500015258789,101.30000305175781,94.4000015258789,98.0,1691020,2023-03-27
2023-04-03,96.01701354980469,99.9000015258789,102.5,99.1500015258789,99.69999694824219,681406,2023-04-03
2023-04-10,98.27568054199219,102.25,104.30000305175781,99.19999694824219,100.0,1262392,2023-04-10
2023-04-17,98.41984558105469,102.4000015258789,102.9000015258789,99.3499984741211,102.30000305175781,1280737,2023-04-17
2023-04-24,100.58238983154297,104.6500015258789,108.0,101.80000305175781,102.30000305175781,2849412,2023-04-24
2023-05-01,99.71737670898438,103.75,106.6500015258789,103.5,104.6500015258789,4471894,2023-05-01
2023-05-08,100.14988708496094,104.19999694824219,105.30000305175781,101.4000015258789,104.25,2357201,2023-05-08
2023-05-15,96.73786926269531,100.6500015258789,104.5,99.0,103.55000305175781,1696600,2023-05-15
2023-05-22,99.81348419189453,103.8499984741211,105.30000305175781,99.94999694824219,100.6500015258789,2978724,2023-05-22
2023-05-29,96.44952392578125,100.3499984741211,103.5,98.30000305175781,103.5,4568072,2023-05-29
2023-06-05,95.24811553955078,99.0999984741211,102.44999694824219,98.9000015258789,100.5,5185523,2023-06-05
2023-06-12,94.14280700683594,97.94999694824219,99.80000305175781,97.30000305175781,99.4000015258789,4595430,2023-06-12
2023-06-19,96.16119384765625,100.05000305175781,108.0,95.9000015258789,98.19999694824219,58833143,2023-06-19
2023-06-26,97.98733520507812,101.94999694824219,104.19999694824219,98.8499984741211,100.5999984741211,8412725,2023-06-26
2023-07-03,107.74281311035156,112.0999984741211,114.0,102.05000305175781,102.44999694824219,31663742,2023-07-03
2023-07-10,107.8869857788086,112.25,116.69999694824219,108.25,113.5,20696865,2023-07-10
2023-07-17,104.90748596191406,109.1500015258789,114.1500015258789,108.4000015258789,113.05000305175781,9610294,2023-07-17
2023-07-24,105.33707427978516,108.5,111.0,105.3499984741211,110.0,7203042,2023-07-24
2023-07-31,107.86128997802734,111.0999984741211,113.30000305175781,108.0,109.1500015258789,9676756,2023-07-31
2023-08-07,106.06521606445312,109.25,114.3499984741211,108.55000305175781,111.80000305175781,7664610,2023-08-07
2023-08-14,105.82250213623047,109.0,114.75,108.4000015258789,110.0,9351032,2023-08-14
2023-08-21,105.33707427978516,108.5,110.8499984741211,106.5999984741211,109.19999694824219,5726810,2023-08-21
2023-08-28,118.1037368774414,121.6500015258789,122.75,110.0,110.0,39476056,2023-08-28
2023-09-04,119.26875305175781,122.8499984741211,127.0999984741211,121.25,123.3499984741211,18503345,2023-09-04
2023-09-11,118.49208068847656,122.05000305175781,124.69999694824219,113.80000305175781,123.80000305175781,12679818,2023-09-11
2023-09-18,114.89993286132812,118.3499984741211,126.19999694824219,117.8499984741211,122.94999694824219,10449293,2023-09-18
2023-09-25,113.5407485961914,116.94999694824219,121.55000305175781,116.4000015258789,119.0,5429499,2023-09-25
2023-10-02,116.06494903564453,119.55000305175781,121.0,114.8499984741211,116.94999694824219,4016172,2023-10-02
2023-10-09,116.74455261230469,120.25,121.5999984741211,113.5999984741211,118.5,6016148,2023-10-09
2023-10-16,114.17179870605469,117.5999984741211,123.5999984741211,117.0,121.19999694824219,5789085,2023-10-16
2023-10-23,106.74481201171875,109.94999694824219,118.0,102.3499984741211,118.0,6193046,2023-10-23
2023-10-30,106.50209045410156,109.69999694824219,110.4000015258789,105.25,107.5,4757448,2023-10-30
2023-11-06,108.34671020507812,111.5999984741211,118.5,110.9000015258789,111.5999984741211,7363310,2023-11-06
2023-11-13,106.89043426513672,110.0999984741211,113.19999694824219,109.05000305175781,112.9000015258789,3416744,2023-11-13
2023-11-20,111.73197174072266,113.94999694824219,116.30000305175781,109.69999694824219,111.69999694824219,9806846,2023-11-20
2023-11-27,109.47674560546875,111.6500015258789,114.80000305175781,111.5,113.94999694824219,3299437,2023-11-27
2023-12-04,107.80982971191406,109.94999694824219,114.0,109.4000015258789,112.9000015258789,5531108,2023-12-04
2023-12-11,107.07443237304688,109.19999694824219,111.75,109.0,110.4000015258789,5152579,2023-12-11
2023-12-18,105.89778900146484,108.0,109.94999694824219,104.69999694824219,109.0999984741211,7016046,2023-12-18
2023-12-25,109.52576446533203,111.69999694824219,112.94999694824219,107.6500015258789,108.0,7117321,2023-12-25
2024-01-01,108.54523468017578,110.69999694824219,112.5999984741211,108.9000015258789,112.0,7559900,2024-01-01
2024-01-08,111.78099822998047,114.0,117.0,107.44999694824219,110.69999694824219,25085396,2024-01-08
2024-01-15,110.26116943359375,112.44999694824219,115.44999694824219,106.69999694824219,114.94999694824219,9588401,2024-01-15
2024-01-22,108.79036712646484,110.94999694824219,113.6500015258789,108.0,112.44999694824219,3902756,2024-01-22
2024-01-29,116.19340515136719,118.5,121.0,112.0,112.0,30118930,2024-01-29
2024-02-05,120.70387268066406,123.0999984741211,135.35000610351562,119.0,120.0,66045715,2024-02-05
2024-02-12,115.21287536621094,117.5,124.19999694824219,111.80000305175781,124.0,15281512,2024-02-12
2024-02-19,113.2518081665039,115.5,117.9000015258789,112.05000305175781,117.9000015258789,9337240,2024-02-19
2024-02-26,127.6656723022461,130.1999969482422,133.4499969482422,114.75,115.9000015258789,94422780,2024-02-26
2024-03-04,127.71469116210938,130.25,139.6999969482422,127.1500015258789,136.4499969482422,60785677,2024-03-04
2024-03-11,119.42918395996094,121.80000305175781,132.39999389648438,107.30000305175781,132.0,53878007,2024-03-11
2024-03-18,125.9497299194336,128.4499969482422,130.9499969482422,121.55000305175781,122.69999694824219,46929673,2024-03-18
2024-03-25,129.67576599121094,132.25,136.5,125.1500015258789,128.4499969482422,36605631,2024-03-25
2024-04-01,134.5294189453125,137.1999969482422,141.39999389648438,132.14999389648438,133.60000610351562,40044626,2024-04-01
2024-04-08,132.9605712890625,135.60000610351562,142.35000610351562,133.5,138.0,25326057,2024-04-08
2024-04-15,127.22443389892578,129.75,135.14999389648438,127.0,131.0,17667107,2024-04-15
2024-04-22,129.57769775390625,132.14999389648438,136.89999389648438,128.5500030517578,131.10000610351562,22087507,2024-04-22
2024-04-29,136.04925537109375,138.75,144.0,132.6999969482422,133.0,33398302,2024-04-29
2024-05-06,125.36141204833984,127.8499984741211,138.85000610351562,124.05000305175781,138.75,16395607,2024-05-06
2024-05-13,132.3722381591797,135.0,135.89999389648438,125.0,128.0,9361611,2024-05-13
2024-05-20,127.71469116210938,130.25,136.85000610351562,129.1999969482422,134.9499969482422,9412538,2024-05-20
2024-05-27,118.30155944824219,120.6500015258789,131.6999969482422,119.94999694824219,131.0,10206163,2024-05-27
2024-06-03,120.94900512695312,123.3499984741211,125.0,105.80000305175781,125.0,11483223,2024-06-03
2024-06-10,125.93993377685547,128.44000244140625,130.39999389648438,123.0,124.19999694824219,10804844,2024-06-10
2024-06-17,126.62630462646484,129.13999938964844,132.39999389648438,126.0,128.44000244140625,9059059,2024-06-17
2024-06-24,121.0078353881836,123.41000366210938,132.0,122.87999725341797,129.0,10423797,2024-06-24
2024-07-01,125.41044616699219,127.9000015258789,128.5,122.01000213623047,123.4000015258789,8764345,2024-07-01
2024-07-08,123.60625457763672,126.05999755859375,130.60000610351562,124.80000305175781,128.5,12735873,2024-07-08
2024-07-15,122.1158447265625,124.54000091552734,131.39999389648438,124.0,126.48999786376953,8125101,2024-07-15
2024-07-22,133.41160583496094,136.05999755859375,139.0,121.95999908447266,124.9800033569336,19669001,2024-07-22
2024-07-29,137.0003662109375,139.72000122070312,149.66000366210938,136.07000732421875,138.5399932861328,37205109,2024-07-29
2024-08-05,125.74382781982422,128.24000549316406,136.0,126.3499984741211,135.0,12061095,2024-08-05
2024-08-12,124.97900390625,127.45999908447266,131.0,124.0999984741211,128.3000030517578,6005615,2024-08-12
2024-08-19,124.62601470947266,127.0999984741211,128.99000549316406,126.0,128.39999389648438,5809552,2024-08-19
2024-08-26,123.26306915283203,125.70999908447266,131.42999267578125,124.0199966430664,128.60000610351562,14123931,2024-08-26
2024-09-02,121.01656341552734,122.19000244140625,128.0,121.25,126.0,11719962,2024-09-02
2024-09-09,130.9502410888672,132.22000122070312,133.3000030517578,117.76000213623047,122.0,22738881,2024-09-09
2024-09-16,121.2047348022461,122.37999725341797,133.99000549316406,120.0,132.4499969482422,15625621,2024-09-16
2024-09-23,119.97664642333984,121.13999938964844,125.29000091552734,120.05000305175781,124.0,12174998,2024-09-23
2024-09-30,113.06368255615234,114.16000366210938,121.0,113.20999908447266,121.0,10422557,2024-09-30
2024-10-07,117.3124771118164,118.44999694824219,118.8499984741211,108.66000366210938,115.4000015258789,12040572,2024-10-07
2024-10-14,117.91661834716797,119.05999755859375,123.5,113.9000015258789,118.44999694824219,18213008,2024-10-14
2024-10-21,106.00215148925781,107.02999877929688,119.0999984741211,105.8499984741211,119.06999969482422,8363605,2024-10-21
2024-10-28,112.61799621582031,113.70999908447266,114.4000015258789,105.55000305175781,107.37000274658203,4814555,2024-10-28
2024-11-04,109.54776763916016,110.61000061035156,113.9800033569336,108.61000061035156,113.9000015258789,4568797,2024-11-04
2024-11-11,103.25875091552734,104.26000213623047,110.98999786376953,103.69999694824219,110.1500015258789,3944702,2024-11-11
2024-11-18,98.87129974365234,99.83000183105469,104.27999877929688,96.51000213623047,101.51000213623047,7038026,2024-11-18
2024-11-25,101.98114013671875,102.97000122070312,107.69999694824219,99.16000366210938,102.5,6680665,2024-11-25
2024-12-02,104.69999694824219,104.69999694824219,106.95999908447266,102.18000030517578,102.97000122070312,5688578,2024-12-02
2024-12-09,101.7699966430664,101.7699966430664,105.62000274658203,100.19000244140625,104.9000015258789,4879636,2024-12-09
2024-12-16,96.66999816894531,96.66999816894531,103.23999786376953,96.25,102.0,4478373,2024-12-16
2024-12-23,96.29000091552734,96.29000091552734,98.5,95.51000213623047,97.9800033569336,2804636,2024-12-23
2024-12-30,103.6500015258789,103.6500015258789,106.0,96.05000305175781,96.4000015258789,6362292,2024-12-30
2025-01-06,94.79000091552734,94.79000091552734,103.6500015258789,94.25,103.6500015258789,3673266,2025-01-06
2025-01-13,90.9000015258789,90.9000015258789,94.4800033569336,87.30000305175781,93.98999786376953,5012481,2025-01-13
2025-01-20,88.30000305175781,88.30000305175781,95.5999984741211,87.98999786376953,91.4000015258789,3997032,2025-01-20
2025-01-27,93.55999755859375,93.55999755859375,95.5,83.1500015258789,87.76000213623047,5440841,2025-01-27
2025-02-03,90.44999694824219,90.44999694824219,93.44000244140625,88.91000366210938,93.4000015258789,3925398,2025-02-03
2025-02-10,83.80000305175781,83.80000305175781,90.44999694824219,78.0,90.44999694824219,5527172,2025-02-10
2025-02-17,76.48999786376953,76.48999786376953,86.1500015258789,76.08999633789062,83.79000091552734,11171293,2025-02-17
2025-02-24,71.19000244140625,71.19000244140625,77.5,70.58000183105469,75.88999938964844,9272044,2025-02-24
2025-03-03,74.95999908447266,74.95999908447266,76.0,68.56999969482422,71.5999984741211,7148275,2025-03-03
2025-03-10,71.18000030517578,71.18000030517578,75.69000244140625,70.54000091552734,74.98999786376953,4398743,2025-03-10
2025-03-17,79.08000183105469,79.08000183105469,79.5999984741211,70.77999877929688,71.83999633789062,7509281,2025-03-17
2025-03-24,75.37000274658203,75.37000274658203,81.41000366210938,74.51000213623047,80.4000015258789,10458876,2025-03-24
2025-03-31,74.97000122070312,74.97000122070312,77.44000244140625,74.0,75.37000274658203,4638479,2025-03-31
2025-04-07,72.16000366210938,72.16000366210938,73.9000015258789,69.69999694824219,70.0,5433461,2025-04-07
2025-04-14,77.37000274658203,77.37000274658203,77.75,72.16000366210938,72.16000366210938,2077391,2025-04-14
2025-04-21,83.36000061035156,83.36000061035156,88.4000015258789,77.19999694824219,78.0,12685214,2025-04-21
2025-04-28,80.16000366210938,80.16000366210938,84.94000244140625,79.62999725341797,83.4000015258789,3294605,2025-04-28
2025-05-05,82.95999908447266,82.95999908447266,83.80000305175781,74.05999755859375,80.5999984741211,4489462,2025-05-05
2025-05-12,87.66999816894531,87.66999816894531,89.4000015258789,83.76000213623047,84.51000213623047,5335284,2025-05-12
2025-05-19,90.55999755859375,90.55999755859375,92.30000305175781,87.20999908447266,88.9000015258789,5756615,2025-05-19
2025-05-26,92.29000091552734,92.29000091552734,94.25,88.69999694824219,91.0,4086345,2025-05-26
2025-06-02,88.80000305175781,88.80000305175781,92.4000015258789,86.36000061035156,92.0,3480941,2025-06-02
2025-06-09,89.05000305175781,89.05000305175781,93.94999694824219,88.0,89.30999755859375,4224435,2025-06-09
2025-06-16,89.29000091552734,89.29000091552734,93.30000305175781,86.5999984741211,89.05000305175781,8158554,2025-06-16
2025-06-23,95.08999633789062,95.08999633789062,96.88999938964844,87.87999725341797,89.0,8843048,2025-06-23
