Date,Adj Close_NAVNETEDUL.NS,Close_NAVNETEDUL.NS,High_NAVNETEDUL.NS,Low_NAVNETEDUL.NS,Open_NAVNETEDUL.NS,Volume_NAVNETEDUL.NS,Date
2020-12-07,81.49151611328125,87.30000305175781,95.5,79.69999694824219,81.5999984741211,1800382,2020-12-07
2020-12-14,78.3644027709961,83.94999694824219,89.5,83.25,88.0,1140697,2020-12-14
2020-12-21,77.33759307861328,82.8499984741211,89.0,78.4000015258789,83.94999694824219,992123,2020-12-21
2020-12-28,80.0913314819336,85.80000305175781,86.5,81.55000305175781,84.5,1045794,2020-12-28
2021-01-04,79.1578598022461,84.80000305175781,87.0,83.0999984741211,86.5,755279,2021-01-04
2021-01-11,81.77156066894531,87.5999984741211,89.25,83.1500015258789,85.0999984741211,1782131,2021-01-11
2021-01-18,76.12410736083984,81.55000305175781,88.0999984741211,81.0,88.0,511360,2021-01-18
2021-01-25,76.07742309570312,81.5,86.0,79.69999694824219,81.5999984741211,487902,2021-01-25
2021-02-01,76.77751922607422,82.25,85.0,81.0999984741211,82.0,437512,2021-02-01
2021-02-08,77.19759368896484,82.69999694824219,84.69999694824219,80.3499984741211,82.5999984741211,435508,2021-02-08
2021-02-15,80.7447509765625,86.5,89.3499984741211,80.55000305175781,82.69999694824219,1011397,2021-02-15
2021-02-22,80.97811889648438,86.75,91.0,84.0999984741211,86.5,1339337,2021-02-22
2021-03-01,79.90463256835938,85.5999984741211,91.0,85.0,87.0,593375,2021-03-01
2021-03-08,81.72488403320312,87.55000305175781,93.4000015258789,84.05000305175781,86.0999984741211,2059231,2021-03-08
2021-03-15,79.39122772216797,85.05000305175781,95.19999694824219,81.5,88.44999694824219,4654128,2021-03-15
2021-03-22,76.31078338623047,81.75,86.5999984741211,81.05000305175781,86.5999984741211,884162,2021-03-22
2021-03-29,78.08438110351562,83.6500015258789,85.19999694824219,79.44999694824219,81.75,673179,2021-03-29
2021-04-05,76.12410736083984,81.55000305175781,84.25,80.4000015258789,83.19999694824219,413216,2021-04-05
2021-04-12,70.56997680664062,75.5999984741211,81.94999694824219,75.0,81.94999694824219,347029,2021-04-12
2021-04-19,69.77652740478516,74.75,76.0999984741211,73.25,75.5999984741211,220976,2021-04-19
2021-04-26,69.63651275634766,74.5999984741211,76.94999694824219,74.0,75.0,522237,2021-04-26
2021-05-03,69.82321166992188,74.80000305175781,76.05000305175781,73.0999984741211,73.0999984741211,400375,2021-05-03
2021-05-10,68.56301879882812,73.44999694824219,75.80000305175781,72.94999694824219,75.80000305175781,515814,2021-05-10
2021-05-17,71.83014678955078,76.94999694824219,83.0,72.69999694824219,73.5,5158286,2021-05-17
2021-05-24,78.41107940673828,84.0,94.0,76.6500015258789,76.6500015258789,12131357,2021-05-24
2021-05-31,82.4716567993164,88.3499984741211,89.0,82.05000305175781,84.0,1822483,2021-05-31
2021-06-07,85.4587631225586,91.55000305175781,92.80000305175781,87.19999694824219,88.94999694824219,2838769,2021-06-07
2021-06-14,86.71893310546875,92.9000015258789,96.0,88.3499984741211,91.94999694824219,3647118,2021-06-14
2021-06-21,88.95924377441406,95.30000305175781,99.5,89.1500015258789,89.1500015258789,2200449,2021-06-21
2021-06-28,85.78546905517578,91.9000015258789,95.94999694824219,91.05000305175781,95.30000305175781,1232796,2021-06-28
2021-07-05,91.94633483886719,98.5,107.5,91.1500015258789,92.9000015258789,6010499,2021-07-05
2021-07-12,91.29290008544922,97.80000305175781,101.75,96.9000015258789,98.5,1142956,2021-07-12
2021-07-19,90.17274475097656,96.5999984741211,98.55000305175781,94.6500015258789,97.80000305175781,884905,2021-07-19
2021-07-26,93.06649017333984,99.69999694824219,105.4000015258789,95.0,97.44999694824219,3515430,2021-07-26
2021-08-02,94.18665313720703,100.9000015258789,106.0,98.6500015258789,106.0,2497815,2021-08-02
2021-08-09,96.28694915771484,103.1500015258789,105.75,98.0,102.44999694824219,2300702,2021-08-09
2021-08-16,93.95328521728516,100.6500015258789,105.80000305175781,99.0,103.75,1843894,2021-08-16
2021-08-23,94.23332214355469,100.94999694824219,103.25,98.55000305175781,101.8499984741211,2497003,2021-08-23
2021-08-30,93.39320373535156,100.05000305175781,106.30000305175781,99.5999984741211,101.4000015258789,2064991,2021-08-30
2021-09-06,95.07344055175781,101.8499984741211,104.5,99.5,100.1500015258789,1016434,2021-09-06
2021-09-13,96.05358123779297,102.9000015258789,109.9000015258789,100.25,102.4000015258789,1616970,2021-09-13
2021-09-20,96.193603515625,103.05000305175781,103.94999694824219,99.0,101.5,2497389,2021-09-20
2021-09-27,105.5019302368164,111.9000015258789,120.94999694824219,104.19999694824219,104.5999984741211,7624545,2021-09-27
2021-10-04,110.78173828125,117.5,119.0999984741211,111.0,115.0,2659230,2021-10-04
2021-10-11,108.75466918945312,115.3499984741211,121.55000305175781,115.0,118.30000305175781,2012441,2021-10-11
2021-10-18,99.09072875976562,105.0999984741211,116.25,104.0999984741211,116.0,1287758,2021-10-18
2021-10-25,99.37358093261719,105.4000015258789,110.80000305175781,101.44999694824219,104.80000305175781,1129648,2021-10-25
2021-11-01,102.10777282714844,108.30000305175781,109.9000015258789,103.0,103.0,395781,2021-11-01
2021-11-08,105.31336975097656,111.69999694824219,114.5999984741211,105.5,108.5999984741211,1050058,2021-11-08
2021-11-15,101.3063735961914,107.44999694824219,116.0,106.0999984741211,112.80000305175781,808390,2021-11-15
2021-11-22,94.565185546875,100.30000305175781,107.25,99.4000015258789,106.44999694824219,1121428,2021-11-22
2021-11-29,94.47089385986328,100.19999694824219,102.80000305175781,94.19999694824219,97.1500015258789,1773584,2021-11-29
2021-12-06,93.43379211425781,99.0999984741211,102.0999984741211,96.9000015258789,99.75,976750,2021-12-06
2021-12-13,89.75677490234375,95.19999694824219,101.94999694824219,94.0999984741211,99.19999694824219,2120571,2021-12-13
2021-12-20,84.4298324584961,89.55000305175781,94.5999984741211,89.0,93.0,663756,2021-12-20
2021-12-27,83.67557525634766,88.75,94.0,86.55000305175781,89.0,1730911,2021-12-27
2022-01-03,80.4228286743164,85.30000305175781,89.9000015258789,84.5,88.9000015258789,1477386,2022-01-03
2022-01-10,83.76985168457031,88.8499984741211,89.9000015258789,84.75,86.5999984741211,2787459,2022-01-10
2022-01-17,87.63542938232422,92.94999694824219,97.5,88.94999694824219,89.80000305175781,4594611,2022-01-17
2022-01-24,87.35258483886719,92.6500015258789,96.0,89.0,94.25,1246798,2022-01-24
2022-01-31,89.89820861816406,95.3499984741211,101.69999694824219,88.5,94.30000305175781,6456572,2022-01-31
2022-02-07,84.00556182861328,89.0999984741211,97.0,88.80000305175781,95.30000305175781,1265143,2022-02-07
2022-02-14,82.8270263671875,87.8499984741211,91.0,85.25,88.25,1223526,2022-02-14
2022-02-21,79.15001678466797,83.94999694824219,88.80000305175781,81.0,88.5999984741211,1280446,2022-02-21
2022-02-28,79.71571350097656,84.55000305175781,88.5,82.0999984741211,83.0,764858,2022-02-28
2022-03-07,80.32855224609375,85.19999694824219,90.9000015258789,82.30000305175781,83.0,1588722,2022-03-07
2022-03-14,82.54418182373047,87.55000305175781,88.5999984741211,84.5,85.0999984741211,1168161,2022-03-14
2022-03-21,83.95842742919922,89.05000305175781,95.0,87.0,87.94999694824219,2776937,2022-03-21
2022-03-28,88.48397064208984,93.8499984741211,94.5,86.30000305175781,89.0,1164699,2022-03-28
2022-04-04,101.54206848144531,107.69999694824219,110.8499984741211,94.5999984741211,95.0,2796950,2022-04-04
2022-04-11,101.6834945678711,107.8499984741211,111.5,106.1500015258789,107.69999694824219,1085447,2022-04-11
2022-04-18,97.01652526855469,102.9000015258789,108.69999694824219,100.69999694824219,106.0,1222636,2022-04-18
2022-04-25,96.96937561035156,102.8499984741211,105.5,99.5,101.0,945939,2022-04-25
2022-05-02,94.32947540283203,100.05000305175781,105.0,99.0,101.0,743570,2022-05-02
2022-05-09,84.00556182861328,89.0999984741211,100.8499984741211,88.0,99.6500015258789,714252,2022-05-09
2022-05-16,86.36260986328125,91.5999984741211,99.0,89.0999984741211,89.30000305175781,2413812,2022-05-16
2022-05-23,82.54418182373047,87.55000305175781,92.75,83.0,92.75,1321343,2022-05-23
2022-05-30,91.453857421875,97.0,98.5999984741211,87.55000305175781,88.5999984741211,3036349,2022-05-30
2022-06-06,84.9012451171875,90.05000305175781,96.5999984741211,89.0,96.0,781602,2022-06-06
2022-06-13,83.25129699707031,88.30000305175781,93.25,87.0,89.19999694824219,1192456,2022-06-13
2022-06-20,87.02259063720703,92.30000305175781,93.0,84.75,88.9000015258789,835254,2022-06-20
2022-06-27,90.0867691040039,95.55000305175781,97.69999694824219,91.94999694824219,93.5,809415,2022-06-27
2022-07-04,95.13087463378906,100.9000015258789,102.0,95.1500015258789,96.5,2781227,2022-07-04
2022-07-11,88.7668228149414,94.1500015258789,102.5999984741211,93.05000305175781,101.6500015258789,1170429,2022-07-11
2022-07-18,94.89517211914062,100.6500015258789,107.19999694824219,93.5,95.5,1856569,2022-07-18
2022-07-25,101.82491302490234,108.0,108.5,100.4000015258789,101.0,2714577,2022-07-25
2022-08-01,123.0512466430664,128.64999389648438,136.39999389648438,104.55000305175781,108.9000015258789,24091777,2022-08-01
2022-08-08,121.37741088867188,126.9000015258789,135.0,122.5,130.5,4522142,2022-08-08
2022-08-15,123.91210174560547,129.5500030517578,141.5,124.69999694824219,126.9000015258789,8007666,2022-08-15
2022-08-22,133.0943145751953,139.14999389648438,144.5,126.69999694824219,129.0,7994846,2022-08-22
2022-08-29,131.3726348876953,137.35000610351562,145.0,132.5,135.0,3565509,2022-08-29
2022-09-05,133.1421356201172,139.1999969482422,145.0,135.5500030517578,138.39999389648438,3405363,2022-09-05
2022-09-12,133.47689819335938,139.5500030517578,151.0,138.39999389648438,140.4499969482422,6327296,2022-09-12
2022-09-19,130.27268981933594,136.1999969482422,140.9499969482422,134.0,140.85000610351562,2158027,2022-09-19
2022-09-26,127.16412353515625,132.9499969482422,135.9499969482422,127.0999984741211,134.4499969482422,1733271,2022-09-26
2022-10-03,124.19904327392578,129.85000610351562,134.89999389648438,127.75,134.89999389648438,1131666,2022-10-03
2022-10-10,120.18182373046875,125.6500015258789,133.39999389648438,121.5,129.85000610351562,1718879,2022-10-10
2022-10-17,127.49889373779297,133.3000030517578,137.35000610351562,125.05000305175781,125.05000305175781,2273313,2022-10-17
2022-10-24,130.70309448242188,136.64999389648438,140.0,132.39999389648438,135.0,893262,2022-10-24
2022-10-31,136.96804809570312,143.1999969482422,144.8000030517578,136.39999389648438,139.4499969482422,2093490,2022-10-31
2022-11-07,121.71218872070312,127.25,146.5,118.4000015258789,143.1999969482422,5484200,2022-11-07
2022-11-14,122.8121337890625,128.39999389648438,131.89999389648438,122.55000305175781,126.5999984741211,2026515,2022-11-14
2022-11-21,119.70357513427734,125.1500015258789,129.85000610351562,124.0999984741211,129.0,1080792,2022-11-21
2022-11-28,123.0034408569336,128.60000610351562,129.5,124.8499984741211,125.69999694824219,1221363,2022-11-28
2022-12-05,123.95992279052734,129.60000610351562,135.8000030517578,127.25,129.6999969482422,1485166,2022-12-05
2022-12-12,126.39894104003906,132.14999389648438,135.89999389648438,130.35000610351562,130.89999389648438,879008,2022-12-12
2022-12-19,113.72557067871094,118.9000015258789,137.0,115.5,133.6999969482422,1711765,2022-12-19
2022-12-26,119.51227569580078,124.94999694824219,125.94999694824219,111.0,115.5,1669137,2022-12-26
2023-01-02,112.48213958740234,117.5999984741211,125.44999694824219,116.25,125.0,818502,2023-01-02
2023-01-09,112.72126770019531,117.8499984741211,119.9000015258789,116.05000305175781,118.5,389357,2023-01-09
2023-01-16,110.5213623046875,115.55000305175781,119.75,115.19999694824219,118.19999694824219,423726,2023-01-16
2023-01-23,102.1999740600586,106.8499984741211,117.5,106.0999984741211,116.1500015258789,767910,2023-01-23
2023-01-30,105.73896026611328,110.55000305175781,116.4000015258789,107.05000305175781,107.05000305175781,1174321,2023-01-30
2023-02-06,100.62178039550781,105.19999694824219,112.6500015258789,104.0,111.1500015258789,863435,2023-02-06
2023-02-13,95.69591522216797,100.05000305175781,111.9000015258789,99.19999694824219,105.94999694824219,2238275,2023-02-13
2023-02-20,95.60025024414062,99.94999694824219,106.5,99.0,100.5999984741211,1950490,2023-02-20
2023-02-27,92.7308120727539,96.94999694824219,100.6500015258789,95.4000015258789,100.5999984741211,868992,2023-02-27
2023-03-06,93.20904541015625,97.44999694824219,101.05000305175781,95.94999694824219,97.0,800132,2023-03-06
2023-03-13,88.23535919189453,92.25,99.5,90.9000015258789,97.44999694824219,2700824,2023-03-13
2023-03-20,85.46156311035156,89.3499984741211,92.69999694824219,89.0999984741211,91.8499984741211,926888,2023-03-20
2023-03-27,91.200439453125,95.3499984741211,97.4000015258789,88.44999694824219,89.80000305175781,1380084,2023-03-27
2023-04-03,94.69160461425781,99.0,100.30000305175781,94.80000305175781,95.94999694824219,635590,2023-04-03
2023-04-10,102.10433197021484,106.75,108.4000015258789,98.1500015258789,99.9000015258789,1324405,2023-04-10
2023-04-17,109.23011016845703,114.19999694824219,115.19999694824219,104.30000305175781,105.94999694824219,1342436,2023-04-17
2023-04-24,110.04312133789062,115.05000305175781,119.0,111.44999694824219,114.1500015258789,924481,2023-04-24
2023-05-01,109.42140197753906,114.4000015258789,117.80000305175781,113.44999694824219,115.05000305175781,666868,2023-05-01
2023-05-08,101.76956176757812,106.4000015258789,116.1500015258789,100.80000305175781,114.44999694824219,2228494,2023-05-08
2023-05-15,107.31714630126953,112.19999694824219,117.9000015258789,105.8499984741211,106.4000015258789,2347045,2023-05-15
2023-05-22,115.3515853881836,120.5999984741211,122.5,111.05000305175781,112.80000305175781,1594796,2023-05-22
2023-05-29,120.42093658447266,125.9000015258789,128.6999969482422,117.4000015258789,121.25,1553634,2023-05-29
2023-06-05,121.37741088867188,126.9000015258789,128.25,121.80000305175781,125.9000015258789,1068884,2023-06-05
2023-06-12,120.51658630371094,126.0,130.9499969482422,125.1500015258789,127.55000305175781,1039805,2023-06-12
2023-06-19,117.6949691772461,123.05000305175781,127.94999694824219,121.6500015258789,126.55000305175781,577833,2023-06-19
2023-06-26,117.12107849121094,122.44999694824219,126.69999694824219,121.0999984741211,123.05000305175781,661265,2023-06-26
2023-07-03,122.1904296875,127.75,131.0,120.0,122.5,1845568,2023-07-03
2023-07-10,125.3946533203125,131.10000610351562,135.8000030517578,126.5999984741211,128.39999389648438,1684666,2023-07-10
2023-07-17,137.68540954589844,143.9499969482422,145.1999969482422,131.75,131.75,2784478,2023-07-17
2023-07-24,137.2550048828125,143.5,151.75,141.10000610351562,144.10000610351562,2929289,2023-07-24
2023-07-31,137.35064697265625,143.60000610351562,160.89999389648438,141.0500030517578,144.25,9012704,2023-07-31
2023-08-07,137.2550048828125,143.5,149.0,140.9499969482422,144.1999969482422,2261649,2023-08-07
2023-08-14,152.49818420410156,156.5500030517578,157.5,140.5500030517578,144.0,3389383,2023-08-14
2023-08-21,151.23182678222656,155.25,162.0,152.3000030517578,157.35000610351562,4332099,2023-08-21
2023-08-28,156.19984436035156,160.35000610351562,163.5,153.0500030517578,156.0500030517578,5509033,2023-08-28
2023-09-04,155.07960510253906,159.1999969482422,166.10000610351562,156.64999389648438,162.9499969482422,2313422,2023-09-04
2023-09-11,151.91371154785156,155.9499969482422,162.0,145.5,159.75,2583326,2023-09-11
2023-09-18,150.64735412597656,154.64999389648438,161.5,151.5500030517578,155.9499969482422,1406728,2023-09-18
2023-09-25,150.30642700195312,154.3000030517578,155.5500030517578,150.35000610351562,155.3000030517578,715679,2023-09-25
2023-10-02,161.21653747558594,165.5,171.10000610351562,152.0500030517578,154.3000030517578,5967226,2023-10-02
2023-10-09,161.70361328125,166.0,173.5,160.25,160.39999389648438,3209208,2023-10-09
2023-10-16,160.97300720214844,165.25,175.89999389648438,163.25,166.0500030517578,2528393,2023-10-16
2023-10-23,151.76760864257812,155.8000030517578,166.10000610351562,148.10000610351562,165.25,1005595,2023-10-23
2023-10-30,147.77371215820312,151.6999969482422,156.60000610351562,148.25,156.60000610351562,983004,2023-10-30
2023-11-06,131.06759643554688,134.5500030517578,154.0,134.0,152.75,3020143,2023-11-06
2023-11-13,137.54547119140625,141.1999969482422,144.39999389648438,136.64999389648438,139.0,1905614,2023-11-13
2023-11-20,134.62310791015625,138.1999969482422,142.85000610351562,137.0,142.85000610351562,885894,2023-11-20
2023-11-27,140.0294647216797,143.75,147.0,136.60000610351562,138.1999969482422,1364563,2023-11-27
2023-12-04,139.49371337890625,143.1999969482422,148.5,141.6999969482422,144.75,1329363,2023-12-04
2023-12-11,143.29278564453125,147.10000610351562,152.39999389648438,141.4499969482422,143.9499969482422,1908542,2023-12-11
2023-12-18,138.86053466796875,142.5500030517578,150.5,138.0,148.0,1732614,2023-12-18
2023-12-25,147.1892547607422,151.10000610351562,153.6999969482422,141.9499969482422,142.5500030517578,1295517,2023-12-25
2024-01-01,151.08572387695312,155.10000610351562,163.25,150.64999389648438,151.85000610351562,2020960,2024-01-01
2024-01-08,148.69911193847656,152.64999389648438,160.0,152.0,158.0,1117764,2024-01-08
2024-01-15,143.7311248779297,147.5500030517578,156.9499969482422,144.1999969482422,155.85000610351562,1018525,2024-01-15
2024-01-22,143.3901824951172,147.1999969482422,157.6999969482422,144.0,147.5500030517578,1133849,2024-01-22
2024-01-29,156.54078674316406,160.6999969482422,167.6999969482422,145.1999969482422,148.9499969482422,3445622,2024-01-29
2024-02-05,150.01419067382812,154.0,161.4499969482422,148.60000610351562,160.8000030517578,2531699,2024-02-05
2024-02-12,150.25772094726562,154.25,156.0,145.0,154.0,1224664,2024-02-12
2024-02-19,152.59559631347656,156.64999389648438,165.0,153.9499969482422,153.9499969482422,2276581,2024-02-19
2024-02-26,146.26382446289062,150.14999389648438,160.9499969482422,147.0500030517578,156.85000610351562,722308,2024-02-26
2024-03-04,144.7052459716797,148.5500030517578,155.14999389648438,146.0,152.8000030517578,468092,2024-03-04
2024-03-11,137.4480743408203,141.10000610351562,150.35000610351562,129.0,149.60000610351562,1163354,2024-03-11
2024-03-18,135.88946533203125,139.5,147.6999969482422,138.8000030517578,142.5,757659,2024-03-18
2024-03-25,134.1847686767578,137.75,142.60000610351562,134.75,139.5,497994,2024-03-25
2024-04-01,139.54241943359375,143.25,146.1999969482422,138.0,138.0,679651,2024-04-01
2024-04-08,142.6595916748047,146.4499969482422,147.14999389648438,141.0,143.89999389648438,509116,2024-04-08
2024-04-15,144.9487762451172,148.8000030517578,151.4499969482422,139.0,139.0,1003655,2024-04-15
2024-04-22,145.4845428466797,149.35000610351562,153.85000610351562,147.89999389648438,147.89999389648438,993991,2024-04-22
2024-04-29,146.11770629882812,150.0,152.5,143.6999969482422,149.9499969482422,620247,2024-04-29
2024-05-06,148.21206665039062,152.14999389648438,162.89999389648438,143.89999389648438,150.0,5566699,2024-05-06
2024-05-13,153.86195373535156,157.9499969482422,161.0,146.1999969482422,152.9499969482422,1178945,2024-05-13
2024-05-20,151.23182678222656,155.25,168.64999389648438,153.10000610351562,156.5500030517578,2294274,2024-05-20
2024-05-27,144.5104217529297,148.35000610351562,157.85000610351562,146.4499969482422,157.60000610351562,883172,2024-05-27
2024-06-03,144.9000701904297,148.75,155.0,135.10000610351562,152.89999389648438,1615165,2024-06-03
2024-06-10,150.42332458496094,154.4199981689453,155.0,146.14999389648438,150.64999389648438,1948384,2024-06-10
2024-06-17,149.439453125,153.41000366210938,155.8000030517578,150.6699981689453,154.4199981689453,1407840,2024-06-17
2024-06-24,152.5274200439453,156.5800018310547,157.8000030517578,148.89999389648438,153.39999389648438,1590609,2024-06-24
2024-07-01,154.26133728027344,158.36000061035156,163.0,152.9600067138672,157.0,2102673,2024-07-01
2024-07-08,149.98497009277344,153.97000122070312,159.58999633789062,151.16000366210938,158.6999969482422,1210187,2024-07-08
2024-07-15,147.44252014160156,151.36000061035156,160.5,150.92999267578125,154.0500030517578,957302,2024-07-15
2024-07-22,151.40716552734375,155.42999267578125,160.0,147.8699951171875,151.1999969482422,1915928,2024-07-22
2024-07-29,162.30755615234375,166.6199951171875,171.0,155.97999572753906,155.97999572753906,7051609,2024-07-29
2024-08-05,159.1708984375,163.39999389648438,170.89999389648438,159.00999450683594,164.0,5974379,2024-08-05
2024-08-12,154.22238159179688,158.32000732421875,179.08999633789062,152.64999389648438,165.5,8944593,2024-08-12
2024-08-19,157.78152465820312,159.5399932861328,162.60000610351562,154.57000732421875,159.07000732421875,2096371,2024-08-19
2024-08-26,156.9705810546875,158.72000122070312,162.6199951171875,156.10000610351562,160.0,1475146,2024-08-26
2024-09-02,152.29270935058594,153.99000549316406,162.0,152.10000610351562,154.00999450683594,2252198,2024-09-02
2024-09-09,150.10707092285156,151.77999877929688,155.9499969482422,150.42999267578125,152.10000610351562,1129547,2024-09-09
2024-09-16,150.70045471191406,152.3800048828125,153.4499969482422,144.1699981689453,151.91000366210938,1010376,2024-09-16
2024-09-23,143.20401000976562,144.8000030517578,155.0,141.36000061035156,155.0,1023596,2024-09-23
2024-09-30,142.54139709472656,144.1300048828125,149.75,139.0,145.85000610351562,802518,2024-09-30
2024-10-07,141.6216278076172,143.1999969482422,148.0,137.75,144.1300048828125,723738,2024-10-07
2024-10-14,136.29104614257812,137.80999755859375,144.0,136.11000061035156,143.25,753416,2024-10-14
2024-10-21,134.85702514648438,136.36000061035156,142.5,132.0,138.39999389648438,921801,2024-10-21
2024-10-28,143.4809112548828,145.0800018310547,145.39999389648438,134.0800018310547,137.5,743305,2024-10-28
2024-11-04,138.1997833251953,139.74000549316406,146.47999572753906,135.6999969482422,144.89999389648438,620265,2024-11-04
2024-11-11,134.34275817871094,135.83999633789062,139.7100067138672,134.10000610351562,139.7100067138672,424781,2024-11-11
2024-11-18,135.09439086914062,136.60000610351562,140.47999572753906,135.0,136.99000549316406,352165,2024-11-18
2024-11-25,139.5800018310547,139.5800018310547,140.99000549316406,135.67999267578125,140.99000549316406,519960,2024-11-25
2024-12-02,146.5399932861328,146.5399932861328,147.8000030517578,139.82000732421875,139.8800048828125,736420,2024-12-02
2024-12-09,141.0,141.0,149.85000610351562,139.13999938964844,148.0,1058760,2024-12-09
2024-12-16,137.4499969482422,137.4499969482422,144.38999938964844,135.8000030517578,141.0,471423,2024-12-16
2024-12-23,141.88999938964844,141.88999938964844,143.0,134.89999389648438,137.0,309642,2024-12-23
2024-12-30,145.3300018310547,145.3300018310547,149.0,139.00999450683594,139.39999389648438,468815,2024-12-30
2025-01-06,136.75999450683594,136.75999450683594,145.75999450683594,136.10000610351562,145.0,372096,2025-01-06
2025-01-13,138.5800018310547,138.5800018310547,144.8800048828125,135.27000427246094,136.10000610351562,544661,2025-01-13
2025-01-20,142.4499969482422,142.4499969482422,147.6999969482422,137.11000061035156,139.3000030517578,471234,2025-01-20
2025-01-27,142.5500030517578,142.5500030517578,147.99000549316406,136.6199951171875,139.85000610351562,1002413,2025-01-27
2025-02-03,140.4499969482422,140.4499969482422,152.0,137.7899932861328,143.89999389648438,2471565,2025-02-03
2025-02-10,130.00999450683594,130.00999450683594,141.77999877929688,127.51000213623047,140.3699951171875,633934,2025-02-10
2025-02-17,133.24000549316406,133.24000549316406,136.47000122070312,127.80000305175781,127.80999755859375,340795,2025-02-17
2025-02-24,138.75,138.75,141.24000549316406,131.2100067138672,132.5,992289,2025-02-24
2025-03-03,136.4499969482422,136.4499969482422,139.00999450683594,133.35000610351562,136.64999389648438,663229,2025-03-03
2025-03-10,134.27000427246094,134.27000427246094,144.89999389648438,127.94999694824219,137.14999389648438,1194664,2025-03-10
2025-03-17,136.10000610351562,136.10000610351562,137.24000549316406,133.02000427246094,134.35000610351562,640382,2025-03-17
2025-03-24,139.6300048828125,139.6300048828125,142.8000030517578,135.55999755859375,137.8800048828125,1073973,2025-03-24
2025-03-31,139.50999450683594,139.50999450683594,144.0,137.3699951171875,139.6300048828125,448183,2025-03-31
2025-04-07,139.97999572753906,139.97999572753906,140.66000366210938,131.89999389648438,133.89999389648438,383330,2025-04-07
2025-04-14,141.6300048828125,141.6300048828125,144.0,139.61000061035156,140.0,320369,2025-04-14
2025-04-21,144.3699951171875,144.3699951171875,148.1300048828125,140.11000061035156,142.60000610351562,755474,2025-04-21
2025-04-28,139.3300018310547,139.3300018310547,146.10000610351562,139.3300018310547,144.3699951171875,309949,2025-04-28
2025-05-05,144.02000427246094,144.02000427246094,145.0,132.75999450683594,139.61000061035156,878084,2025-05-05
2025-05-12,148.47999572753906,148.47999572753906,149.9499969482422,142.1999969482422,145.0,780996,2025-05-12
2025-05-19,142.1699981689453,142.1699981689453,158.0,140.85000610351562,148.97999572753906,2144467,2025-05-19
2025-05-26,141.00999450683594,141.00999450683594,143.9499969482422,140.1199951171875,142.97000122070312,285782,2025-05-26
2025-06-02,141.1999969482422,141.1999969482422,146.38999938964844,139.6999969482422,140.5,484818,2025-06-02
2025-06-09,140.25,140.25,144.24000549316406,138.10000610351562,141.9600067138672,475503,2025-06-09
2025-06-16,140.35000610351562,140.35000610351562,142.5,139.55999755859375,139.55999755859375,270337,2025-06-16
2025-06-23,143.3000030517578,143.3000030517578,144.0,138.14999389648438,138.14999389648438,435272,2025-06-23
2025-06-30,143.2899932861328,143.2899932861328,145.99000549316406,141.6999969482422,143.86000061035156,509937,2025-06-30
2025-07-07,143.5399932861328,143.5399932861328,147.83999633789062,141.99000549316406,143.0,456952,2025-07-07
