Date,Adj Close_GRWRHITECH.NS,Close_GRWRHITECH.NS,High_GRWRHITECH.NS,Low_GRWRHITECH.NS,Open_GRWRHITECH.NS,Volume_GRWRHITECH.NS,Date
2022-06-27,652.6041870117188,668.2999877929688,694.4500122070312,660.2000122070312,690.0,19703,2022-06-27
2022-07-04,659.9768676757812,675.8499755859375,700.0499877929688,651.0,669.0999755859375,53519,2022-07-04
2022-07-11,773.7406616210938,792.3499755859375,804.9500122070312,672.3499755859375,677.0,451754,2022-07-11
2022-07-18,832.38037109375,852.4000244140625,929.0,800.0999755859375,803.7000122070312,417169,2022-07-18
2022-07-25,868.9996948242188,889.9000244140625,905.0,820.0499877929688,869.9500122070312,144475,2022-07-25
2022-08-01,799.7160034179688,818.9500122070312,896.5999755859375,810.0,896.5999755859375,171749,2022-08-01
2022-08-08,818.123291015625,837.7999877929688,853.9500122070312,801.9500122070312,818.9500122070312,110958,2022-08-08
2022-08-15,798.788330078125,818.0,853.2999877929688,807.2999877929688,837.7999877929688,79433,2022-08-15
2022-08-22,785.6053466796875,804.5,829.0,797.8499755859375,815.0,83592,2022-08-22
2022-08-29,802.1572875976562,821.4500122070312,844.0,776.9500122070312,792.0,112086,2022-08-29
2022-09-05,787.411865234375,806.3499755859375,847.0,804.0,829.9000244140625,123113,2022-09-05
2022-09-12,763.9266967773438,782.2999877929688,816.4000244140625,772.0,813.25,175663,2022-09-12
2022-09-19,685.9033813476562,702.4000244140625,782.9000244140625,694.9500122070312,782.9000244140625,207224,2022-09-19
2022-09-26,751.562255859375,759.7999877929688,774.9000244140625,652.5,700.0,194701,2022-09-26
2022-10-03,776.2911987304688,784.7999877929688,789.75,732.9000244140625,756.0,147556,2022-10-03
2022-10-10,701.46142578125,709.1500244140625,783.0,689.5999755859375,776.0999755859375,244096,2022-10-10
2022-10-17,665.4066162109375,672.7000122070312,717.0,664.5999755859375,716.9500122070312,86968,2022-10-17
2022-10-24,678.5130004882812,685.9500122070312,695.2000122070312,661.0,678.0,117143,2022-10-24
2022-10-31,698.147705078125,705.7999877929688,724.7999877929688,615.75,689.0,84414,2022-10-31
2022-11-07,752.254638671875,760.5,769.2999877929688,705.0999755859375,712.25,87587,2022-11-07
2022-11-14,696.1199340820312,703.75,767.0,696.5999755859375,765.0,59533,2022-11-14
2022-11-21,674.6057739257812,682.0,722.3499755859375,681.0,704.5499877929688,78280,2022-11-21
2022-11-28,709.2757568359375,717.0499877929688,726.0499877929688,669.0499877929688,695.6500244140625,115702,2022-11-28
2022-12-05,695.3780517578125,703.0,729.0,695.2000122070312,707.0,42757,2022-12-05
2022-12-12,691.9654541015625,699.5499877929688,727.0,670.0,717.7999877929688,126440,2022-12-12
2022-12-19,625.939208984375,632.7999877929688,709.7999877929688,630.0,699.5499877929688,100320,2022-12-19
2022-12-26,650.865966796875,658.0,675.0,633.0,633.0,76954,2022-12-26
2023-01-02,643.0515747070312,650.0999755859375,692.0,648.0999755859375,665.0,97758,2023-01-02
2023-01-09,632.2203979492188,639.1500244140625,663.5999755859375,630.0,659.8499755859375,107952,2023-01-09
2023-01-16,626.7305297851562,633.5999755859375,656.9500122070312,627.0,645.5499877929688,172022,2023-01-16
2023-01-23,613.1790771484375,619.9000244140625,645.5499877929688,610.0,639.9500122070312,38435,2023-01-23
2023-01-30,615.8497314453125,622.5999755859375,636.9500122070312,594.0,619.9000244140625,113753,2023-01-30
2023-02-06,628.5604858398438,635.4500122070312,706.7000122070312,620.0499877929688,629.3499755859375,166528,2023-02-06
2023-02-13,626.1370239257812,633.0,645.0,601.0,634.0,139596,2023-02-13
2023-02-20,608.2332763671875,614.9000244140625,638.3499755859375,608.9500122070312,633.0499877929688,95714,2023-02-20
2023-02-27,597.8966064453125,604.4500122070312,626.8499755859375,597.0499877929688,619.7999877929688,74798,2023-02-27
2023-03-06,603.1390991210938,609.75,617.8499755859375,595.4000244140625,613.5,88924,2023-03-06
2023-03-13,539.48681640625,545.4000244140625,614.5999755859375,541.0999755859375,614.5999755859375,188276,2023-03-13
2023-03-20,535.6785278320312,541.5499877929688,591.9000244140625,536.6500244140625,554.0499877929688,145661,2023-03-20
2023-03-27,520.54443359375,526.25,549.6500244140625,491.3500061035156,549.6500244140625,364986,2023-03-27
2023-04-03,535.3323364257812,541.2000122070312,545.5999755859375,518.5999755859375,538.9000244140625,125742,2023-04-03
2023-04-10,543.24560546875,549.2000122070312,563.2999877929688,530.0,546.5999755859375,174310,2023-04-10
2023-04-17,563.0782470703125,569.25,598.2000122070312,540.8499755859375,557.4500122070312,146285,2023-04-17
2023-04-24,545.223876953125,551.2000122070312,574.9500122070312,541.0,574.9500122070312,183607,2023-04-24
2023-05-01,574.6513671875,580.9500122070312,590.7000122070312,551.2000122070312,551.2000122070312,83223,2023-05-01
2023-05-08,600.1221923828125,606.7000122070312,618.4000244140625,569.0,580.9500122070312,105342,2023-05-08
2023-05-15,638.9465942382812,645.9500122070312,654.0,597.8499755859375,615.7999877929688,228861,2023-05-15
2023-05-22,651.360595703125,658.5,676.5,616.7000122070312,662.0,261775,2023-05-22
2023-05-29,767.9822998046875,776.4000244140625,785.7999877929688,652.5999755859375,663.0,529582,2023-05-29
2023-06-05,798.4483642578125,807.2000122070312,820.0,746.0,790.0,299030,2023-06-05
2023-06-12,773.6699829101562,782.1500244140625,819.0,758.5,805.0,180240,2023-06-12
2023-06-19,857.9957275390625,867.4000244140625,881.75,781.0,791.7999877929688,334990,2023-06-19
2023-06-26,872.7835693359375,882.3499755859375,904.0,852.9500122070312,859.0,148437,2023-06-26
2023-07-03,880.0538940429688,889.7000122070312,909.0,874.5,894.9500122070312,173045,2023-07-03
2023-07-10,876.9874877929688,886.5999755859375,898.4500122070312,831.5499877929688,871.0,252342,2023-07-10
2023-07-17,871.9922485351562,881.5499877929688,926.0,868.0499877929688,886.6500244140625,226824,2023-07-17
2023-07-24,965.6160888671875,976.2000122070312,980.0,817.75,890.3499755859375,592425,2023-07-24
2023-07-31,945.2393798828125,955.5999755859375,1020.0,931.5,970.0,524360,2023-07-31
2023-08-07,947.2672119140625,957.6500244140625,1028.050048828125,911.0,966.2000122070312,450842,2023-08-07
2023-08-14,907.0579223632812,917.0,968.0,893.0,968.0,294589,2023-08-14
2023-08-21,1137.2349853515625,1149.699951171875,1159.8499755859375,913.0,929.8499755859375,873943,2023-08-21
2023-08-28,1223.6380615234375,1237.050048828125,1264.0,1122.1500244140625,1172.0,336826,2023-08-28
2023-09-04,1343.078857421875,1357.800048828125,1413.800048828125,1183.5999755859375,1240.0,402867,2023-09-04
2023-09-11,1244.459716796875,1258.0999755859375,1397.25,1234.0,1360.0,154237,2023-09-11
2023-09-18,1242.8770751953125,1256.5,1310.0,1205.5,1269.9000244140625,85933,2023-09-18
2023-09-25,1457.7022705078125,1462.199951171875,1475.0,1255.0,1265.0,282120,2023-09-25
2023-10-02,1537.85498046875,1542.5999755859375,1558.9000244140625,1411.050048828125,1462.199951171875,349188,2023-10-02
2023-10-09,1517.318359375,1522.0,1634.0,1494.0,1500.0,445115,2023-10-09
2023-10-16,1401.0272216796875,1405.3499755859375,1544.0999755859375,1372.050048828125,1525.0,225488,2023-10-16
2023-10-23,1418.9718017578125,1423.3499755859375,1447.0,1270.0,1411.949951171875,181573,2023-10-23
2023-10-30,1473.90234375,1478.449951171875,1537.199951171875,1395.9000244140625,1446.0,92342,2023-10-30
2023-11-06,1388.4659423828125,1392.75,1584.0,1290.9000244140625,1509.8499755859375,426349,2023-11-06
2023-11-13,1428.9410400390625,1433.3499755859375,1490.050048828125,1385.0,1439.0,88044,2023-11-13
2023-11-20,1388.565673828125,1392.8499755859375,1492.0999755859375,1353.800048828125,1433.4000244140625,71240,2023-11-20
2023-11-27,1403.9183349609375,1408.25,1465.199951171875,1392.8499755859375,1392.8499755859375,76168,2023-11-27
2023-12-04,1415.632080078125,1420.0,1510.949951171875,1401.25,1422.25,101340,2023-12-04
2023-12-11,1366.1348876953125,1370.3499755859375,1438.8499755859375,1359.300048828125,1392.0,103120,2023-12-11
2023-12-18,1320.475830078125,1324.550048828125,1408.9000244140625,1297.5,1365.3499755859375,92644,2023-12-18
2023-12-25,1397.587890625,1401.9000244140625,1454.800048828125,1314.800048828125,1324.550048828125,85708,2023-12-25
2024-01-01,1381.93603515625,1386.199951171875,1442.25,1358.050048828125,1401.9000244140625,73003,2024-01-01
2024-01-08,1640.388671875,1645.449951171875,1672.0,1425.0,1440.0,341412,2024-01-08
2024-01-15,1662.4207763671875,1667.550048828125,1699.25,1588.550048828125,1645.449951171875,81821,2024-01-15
2024-01-22,1647.1177978515625,1652.199951171875,1778.949951171875,1630.0,1667.550048828125,87137,2024-01-22
2024-01-29,1594.380615234375,1599.300048828125,1748.8499755859375,1540.300048828125,1659.0,131661,2024-01-29
2024-02-05,1938.6683349609375,1944.6500244140625,2051.0,1560.050048828125,1634.550048828125,601313,2024-02-05
2024-02-12,2027.2449951171875,2033.5,2136.60009765625,1775.050048828125,1945.0,342174,2024-02-12
2024-02-19,2130.07763671875,2136.64990234375,2200.0,1991.4000244140625,2047.5,177211,2024-02-19
2024-02-26,1914.5926513671875,1920.5,2191.10009765625,1861.800048828125,2169.89990234375,167365,2024-02-26
2024-03-04,1760.916748046875,1766.3499755859375,1924.699951171875,1715.0,1924.699951171875,162057,2024-03-04
2024-03-11,1640.3388671875,1645.4000244140625,1766.3499755859375,1563.25,1766.3499755859375,216453,2024-03-11
2024-03-18,1768.9420166015625,1774.4000244140625,1798.0,1602.3499755859375,1645.300048828125,142266,2024-03-18
2024-03-25,1743.1217041015625,1748.5,1827.5999755859375,1685.1500244140625,1774.4000244140625,130538,2024-03-25
2024-04-01,1802.2890625,1807.8499755859375,1855.0,1678.4000244140625,1755.0,139937,2024-04-01
2024-04-08,1747.8570556640625,1753.25,1833.5999755859375,1736.0,1820.0,77904,2024-04-08
2024-04-15,1688.8392333984375,1694.050048828125,1764.25,1650.300048828125,1720.0,65397,2024-04-15
2024-04-22,1746.4613037109375,1751.8499755859375,1790.0,1660.5999755859375,1694.050048828125,106370,2024-04-22
2024-04-29,1770.3377685546875,1775.800048828125,1852.9000244140625,1750.050048828125,1755.050048828125,86316,2024-04-29
2024-05-06,1623.29150390625,1628.300048828125,1780.0999755859375,1513.25,1780.0999755859375,312336,2024-05-06
2024-05-13,1644.775146484375,1649.8499755859375,1700.0,1579.3499755859375,1630.0,81968,2024-05-13
2024-05-20,1642.08349609375,1647.1500244140625,1686.449951171875,1591.050048828125,1664.5999755859375,85994,2024-05-20
2024-05-27,1798.5506591796875,1804.0999755859375,1858.199951171875,1553.25,1648.699951171875,498798,2024-05-27
2024-06-03,2063.931884765625,2070.300048828125,2082.449951171875,1551.0,1888.0,371056,2024-06-03
2024-06-10,2172.04833984375,2178.75,2192.0,1955.5999755859375,2097.0,283228,2024-06-10
2024-06-17,1988.3150634765625,1994.449951171875,2185.0,1942.4000244140625,2178.75,459921,2024-06-17
2024-06-24,2349.151611328125,2356.39990234375,2422.050048828125,1957.5,1994.800048828125,866261,2024-06-24
2024-07-01,2533.682373046875,2541.5,2640.0,2362.0,2387.800048828125,885526,2024-07-01
2024-07-08,2258.581298828125,2265.550048828125,2585.0,2250.199951171875,2541.5,390509,2024-07-08
2024-07-15,2254.493896484375,2261.449951171875,2458.89990234375,2205.949951171875,2279.699951171875,387269,2024-07-15
2024-07-22,2445.155517578125,2452.699951171875,2464.300048828125,2184.300048828125,2260.0,427506,2024-07-22
2024-07-29,2506.8154296875,2514.550048828125,2564.64990234375,2380.64990234375,2493.25,381595,2024-07-29
2024-08-05,3182.2314453125,3192.050048828125,3400.0,2300.0,2405.0,1369354,2024-08-05
2024-08-12,3220.9619140625,3230.89990234375,3297.050048828125,2990.0,3223.949951171875,423560,2024-08-12
2024-08-19,3343.28466796875,3353.60009765625,3548.0,3211.699951171875,3279.949951171875,359667,2024-08-19
2024-08-26,3287.25732421875,3297.39990234375,3500.75,3090.60009765625,3400.0,686262,2024-08-26
2024-09-02,3383.41064453125,3393.85009765625,3589.949951171875,3172.0,3297.39990234375,631815,2024-09-02
2024-09-09,3251.4677734375,3261.5,3462.85009765625,3150.0,3420.300048828125,339129,2024-09-09
2024-09-16,3239.10595703125,3249.10009765625,3320.0,3113.39990234375,3287.0,297326,2024-09-16
2024-09-23,3571.550048828125,3571.550048828125,3618.0,3190.0,3249.10009765625,528940,2024-09-23
2024-09-30,3792.0,3792.0,3994.949951171875,3423.050048828125,3601.0,585322,2024-09-30
2024-10-07,3824.85009765625,3824.85009765625,3949.949951171875,3393.800048828125,3793.949951171875,383924,2024-10-07
2024-10-14,4020.25,4020.25,4218.0,3792.39990234375,3850.0,364729,2024-10-14
2024-10-21,3548.75,3548.75,4083.949951171875,3462.35009765625,4020.25,371406,2024-10-21
2024-10-28,4050.10009765625,4050.10009765625,4153.60009765625,3474.050048828125,3550.0,250276,2024-10-28
2024-11-04,3991.85009765625,3991.85009765625,4314.75,3910.89990234375,4030.0,268641,2024-11-04
2024-11-11,4275.7998046875,4275.7998046875,4418.0,3712.75,3950.0,681103,2024-11-11
2024-11-18,4719.14990234375,4719.14990234375,4870.0498046875,4251.5,4320.0,717469,2024-11-18
2024-11-25,4937.0498046875,4937.0498046875,5000.0,4601.0,4780.0,367790,2024-11-25
2024-12-02,4959.89990234375,4959.89990234375,5199.89990234375,4872.75,4880.0,260652,2024-12-02
2024-12-09,5076.0,5076.0,5349.75,4950.0498046875,5001.0,462435,2024-12-09
2024-12-16,5001.14990234375,5001.14990234375,5378.10009765625,4958.35009765625,5070.0,279121,2024-12-16
2024-12-23,5204.35009765625,5204.35009765625,5375.0,4782.89990234375,5024.75,315723,2024-12-23
2024-12-30,5102.35009765625,5102.35009765625,5254.64990234375,4890.0,5125.0,228093,2024-12-30
2025-01-06,4286.14990234375,4286.14990234375,5127.0,4160.0498046875,5102.35009765625,597902,2025-01-06
2025-01-13,4163.25,4163.25,4424.25,3943.25,4200.0,418634,2025-01-13
2025-01-20,3823.800048828125,3823.800048828125,4277.9501953125,3774.800048828125,4183.0,302909,2025-01-20
2025-01-27,3487.0,3487.0,3801.0,3200.0,3700.050048828125,675843,2025-01-27
2025-02-03,3383.85009765625,3383.85009765625,4045.0,3150.5,3487.0,971678,2025-02-03
2025-02-10,3887.800048828125,3887.800048828125,4130.0,3241.35009765625,3404.949951171875,1242283,2025-02-10
2025-02-17,4207.25,4207.25,4266.4501953125,3522.35009765625,3850.0,567862,2025-02-17
2025-02-24,3770.800048828125,3770.800048828125,4310.0,3690.0,4185.0,391138,2025-02-24
2025-03-03,4214.0498046875,4214.0498046875,4543.9501953125,3701.550048828125,3945.0,729767,2025-03-03
2025-03-10,3858.199951171875,3858.199951171875,4353.0,3820.0,4219.9501953125,409734,2025-03-10
2025-03-17,4187.75,4187.75,4348.0,3847.300048828125,3876.60009765625,667463,2025-03-17
2025-03-24,3944.75,3944.75,4267.25,3821.10009765625,4250.0,463222,2025-03-24
2025-03-31,2686.39990234375,2686.39990234375,3947.0,2603.35009765625,3944.75,1701896,2025-03-31
2025-04-07,2649.75,2649.75,2660.550048828125,2317.35009765625,2417.800048828125,730713,2025-04-07
2025-04-14,3173.199951171875,3173.199951171875,3272.0,2914.699951171875,2914.699951171875,522343,2025-04-14
2025-04-21,3324.699951171875,3324.699951171875,3489.5,3010.300048828125,3196.5,449591,2025-04-21
2025-04-28,3193.39990234375,3193.39990234375,3399.89990234375,3133.0,3300.0,136265,2025-04-28
2025-05-05,3199.5,3199.5,3316.0,2855.0,3180.0,334769,2025-05-05
2025-05-12,4006.5,4006.5,4014.300048828125,3275.10009765625,3357.89990234375,679956,2025-05-12
2025-05-19,4215.60009765625,4215.60009765625,4474.0,3932.5,4025.39990234375,521375,2025-05-19
2025-05-26,4696.5,4696.5,4782.89990234375,4151.0,4290.0,315473,2025-05-26
2025-06-02,4475.89990234375,4475.89990234375,4776.89990234375,4457.5,4750.10009765625,195696,2025-06-02
2025-06-09,4277.2001953125,4277.2001953125,4585.0,4025.0,4520.5,152378,2025-06-09
2025-06-16,4028.5,4028.5,4365.0,3978.10009765625,4282.0,156834,2025-06-16
2025-06-23,4174.7998046875,4174.7998046875,4212.0,3971.0,4000.0,197854,2025-06-23
2025-06-30,4027.39990234375,4027.39990234375,4244.7001953125,4001.39990234375,4180.0,130824,2025-06-30
2025-07-07,3603.89990234375,3603.89990234375,4022.89990234375,3598.300048828125,4022.89990234375,269746,2025-07-07
2025-07-14,3694.0,3694.0,3750.0,3575.0,3604.10009765625,89667,2025-07-14
