Date,Adj Close_GREENPANEL.NS,Close_GREENPANEL.NS,High_GREENPANEL.NS,Low_GREENPANEL.NS,Open_GREENPANEL.NS,Volume_GREENPANEL.NS,Date
2021-03-01,170.39540100097656,172.64999389648438,186.0,167.0500030517578,175.10000610351562,627719,2021-03-01
2021-03-08,176.9585723876953,179.3000030517578,179.3000030517578,155.85000610351562,173.0,12214763,2021-03-08
2021-03-15,164.42442321777344,166.60000610351562,184.6999969482422,157.60000610351562,183.0,4459025,2021-03-15
2021-03-22,154.9497833251953,157.0,169.6999969482422,150.35000610351562,166.60000610351562,3425918,2021-03-22
2021-03-29,165.9541778564453,168.14999389648438,168.14999389648438,151.5500030517578,157.0,752384,2021-03-29
2021-04-05,193.341796875,195.89999389648438,197.0,171.0500030517578,175.89999389648438,3882954,2021-04-05
2021-04-12,205.92529296875,208.64999389648438,208.64999389648438,179.25,195.0,1793077,2021-04-12
2021-04-19,207.94851684570312,210.6999969482422,219.0500030517578,198.25,219.0500030517578,2962059,2021-04-19
2021-04-26,229.36514282226562,232.39999389648438,234.39999389648438,202.10000610351562,213.5,2654470,2021-04-26
2021-05-03,228.7236328125,231.75,241.5,218.0,233.89999389648438,2425721,2021-05-03
2021-05-10,237.06329345703125,240.1999969482422,245.0,227.10000610351562,236.0,1739114,2021-05-10
2021-05-17,253.05172729492188,256.3999938964844,268.0,234.5500030517578,252.1999969482422,5982608,2021-05-17
2021-05-24,260.45379638671875,263.8999938964844,267.1499938964844,240.60000610351562,261.0,3561647,2021-05-24
2021-05-31,246.29119873046875,249.5500030517578,264.8999938964844,242.10000610351562,263.8999938964844,1247428,2021-05-31
2021-06-07,238.83978271484375,242.0,263.5,237.3000030517578,252.39999389648438,1605126,2021-06-07
2021-06-14,220.68006896972656,223.60000610351562,246.0,220.0,242.0,1182276,2021-06-14
2021-06-21,224.23304748535156,227.1999969482422,238.39999389648438,215.0,215.0,916150,2021-06-21
2021-06-28,246.5872802734375,249.85000610351562,252.6999969482422,222.0,225.0,1866242,2021-06-28
2021-07-05,238.1982879638672,241.35000610351562,258.0,231.1999969482422,257.0,1115496,2021-07-05
2021-07-12,243.62646484375,246.85000610351562,252.1999969482422,233.0,244.6999969482422,2060500,2021-07-12
2021-07-19,232.27662658691406,235.35000610351562,250.0,222.5,249.0,507461,2021-07-19
2021-07-26,249.30136108398438,252.60000610351562,260.79998779296875,231.0500030517578,240.0,1757332,2021-07-26
2021-08-02,244.26795959472656,247.5,278.45001220703125,242.35000610351562,265.20001220703125,1934655,2021-08-02
2021-08-09,243.87318420410156,247.10000610351562,252.3000030517578,227.89999389648438,246.5,997923,2021-08-09
2021-08-16,241.89930725097656,245.10000610351562,267.79998779296875,239.9499969482422,251.0,1329905,2021-08-16
2021-08-23,247.32748413085938,250.60000610351562,254.14999389648438,222.0,247.8000030517578,1720951,2021-08-23
2021-08-30,255.37103271484375,258.75,262.8999938964844,246.0500030517578,252.0,1169620,2021-08-30
2021-09-06,290.16070556640625,294.0,294.0,262.8999938964844,262.8999938964844,1991591,2021-09-06
2021-09-13,304.81683349609375,308.8500061035156,317.45001220703125,286.0,296.04998779296875,2786436,2021-09-13
2021-09-20,311.52801513671875,315.6499938964844,324.0,297.45001220703125,310.0,1395405,2021-09-20
2021-09-27,320.8546142578125,325.1000061035156,326.0,303.20001220703125,325.79998779296875,1097641,2021-09-27
2021-10-04,331.7602844238281,336.1499938964844,355.0,326.04998779296875,329.8999938964844,989775,2021-10-04
2021-10-11,344.34381103515625,348.8999938964844,350.3500061035156,329.1499938964844,337.0,919025,2021-10-11
2021-10-18,314.9329833984375,319.1000061035156,359.0,313.1000061035156,352.0,1141734,2021-10-18
2021-10-25,380.6138610839844,385.6499938964844,386.70001220703125,306.25,319.25,4108483,2021-10-25
2021-11-01,394.3323974609375,399.54998779296875,405.8500061035156,376.29998779296875,398.0,1261647,2021-11-01
2021-11-08,393.9869384765625,399.20001220703125,422.0,381.54998779296875,399.54998779296875,1721687,2021-11-08
2021-11-15,362.3554992675781,367.1499938964844,403.79998779296875,362.0,395.0,1812368,2021-11-15
2021-11-22,368.72125244140625,373.6000061035156,400.0,350.3500061035156,373.79998779296875,1918275,2021-11-22
2021-11-29,384.1668701171875,389.25,396.0,355.0,362.25,1077422,2021-11-29
2021-12-06,384.3149108886719,389.3999938964844,414.8999938964844,375.1499938964844,386.3999938964844,1901970,2021-12-06
2021-12-13,392.70391845703125,397.8999938964844,434.70001220703125,390.3500061035156,400.0,2414589,2021-12-13
2021-12-20,399.8099060058594,405.1000061035156,409.8999938964844,368.25,394.0,2328563,2021-12-20
2021-12-27,414.3179016113281,419.79998779296875,446.1000061035156,401.1499938964844,403.0,1637290,2021-12-27
2022-01-03,436.0306396484375,441.79998779296875,447.79998779296875,415.79998779296875,420.0,1512888,2022-01-03
2022-01-10,445.8507080078125,451.75,469.0,439.0,441.79998779296875,1220773,2022-01-10
2022-01-17,466.87255859375,473.04998779296875,492.5,451.5,453.8999938964844,2137379,2022-01-17
2022-01-24,500.8233642578125,507.45001220703125,538.5,432.6000061035156,476.0,3241143,2022-01-24
2022-01-31,508.2747497558594,515.0,533.0,502.5,518.4000244140625,1593198,2022-01-31
2022-02-07,483.3567199707031,488.3500061035156,523.1500244140625,483.29998779296875,510.0,1342233,2022-02-07
2022-02-14,465.98614501953125,470.79998779296875,492.0,453.6499938964844,480.0,1401125,2022-02-14
2022-02-21,465.98614501953125,470.79998779296875,487.8999938964844,442.54998779296875,470.0,1789351,2022-02-21
2022-02-28,467.47076416015625,472.29998779296875,491.0,460.20001220703125,468.0,797035,2022-02-28
2022-03-07,500.9747009277344,506.1499938964844,514.4500122070312,432.0,466.8500061035156,2029374,2022-03-07
2022-03-14,556.74853515625,562.5,575.0,509.04998779296875,510.0,2142557,2022-03-14
2022-03-21,534.72607421875,540.25,594.4000244140625,535.0,575.0,1689676,2022-03-21
2022-03-28,571.9910888671875,577.9000244140625,606.9500122070312,531.0,544.7999877929688,1932479,2022-03-28
2022-04-04,578.2266845703125,584.2000122070312,595.7000122070312,562.0999755859375,581.0,1561501,2022-04-04
2022-04-11,557.5403442382812,563.2999877929688,591.8499755859375,554.2999877929688,584.2000122070312,679917,2022-04-11
2022-04-18,587.876953125,593.9500122070312,611.0,550.0,562.0,1431373,2022-04-18
2022-04-25,599.1603393554688,605.3499755859375,625.7000122070312,570.0999755859375,593.9500122070312,1748067,2022-04-25
2022-05-02,565.1121215820312,570.9500122070312,616.9000244140625,532.0499877929688,605.3499755859375,2595163,2022-05-02
2022-05-09,481.8720397949219,486.8500061035156,579.6500244140625,475.1499938964844,571.0,2459107,2022-05-09
2022-05-16,492.0172424316406,497.1000061035156,539.7000122070312,468.95001220703125,486.8500061035156,1738393,2022-05-16
2022-05-23,463.9571228027344,468.75,506.0,435.45001220703125,502.95001220703125,1448756,2022-05-23
2022-05-30,495.5804443359375,500.70001220703125,515.0,469.3999938964844,473.5,2159189,2022-05-30
2022-06-06,470.3906555175781,475.25,502.29998779296875,464.0,499.0,712144,2022-06-06
2022-06-13,433.5215148925781,438.0,474.04998779296875,420.0,460.0,1094096,2022-06-13
2022-06-20,425.60333251953125,430.0,454.0,427.54998779296875,448.0,857935,2022-06-20
2022-06-27,435.9959411621094,440.5,443.95001220703125,424.0,435.0,945038,2022-06-27
2022-07-04,443.86468505859375,448.45001220703125,458.0,426.04998779296875,440.5,975206,2022-07-04
2022-07-11,466.72845458984375,471.54998779296875,481.04998779296875,443.75,448.45001220703125,1165850,2022-07-11
2022-07-18,508.0020751953125,513.25,523.0,473.95001220703125,474.70001220703125,1805925,2022-07-18
2022-07-25,435.550537109375,440.04998779296875,509.5,435.29998779296875,509.5,2492563,2022-07-25
2022-08-01,438.6683654785156,443.20001220703125,458.45001220703125,440.8500061035156,442.95001220703125,1177378,2022-08-01
2022-08-08,438.8168029785156,443.3500061035156,451.0,433.5,443.20001220703125,1124151,2022-08-08
2022-08-15,450.05078125,454.70001220703125,465.0,436.0,443.3500061035156,1251341,2022-08-15
2022-08-22,436.44134521484375,440.95001220703125,455.6499938964844,432.25,454.70001220703125,961691,2022-08-22
2022-08-29,445.5968017578125,450.20001220703125,459.0,425.6499938964844,436.0,941579,2022-08-29
2022-09-05,431.5419616699219,436.0,456.95001220703125,430.1499938964844,450.20001220703125,1231731,2022-09-05
2022-09-12,424.2671203613281,428.6499938964844,446.70001220703125,422.5,443.79998779296875,2602451,2022-09-12
2022-09-19,423.7722473144531,428.1499938964844,443.8999938964844,425.29998779296875,425.29998779296875,1017990,2022-09-19
2022-09-26,421.4957580566406,425.8500061035156,435.0,382.20001220703125,425.0,1017127,2022-09-26
2022-10-03,403.8282775878906,408.0,427.0,406.5,425.8500061035156,978284,2022-10-03
2022-10-10,376.5599670410156,380.45001220703125,414.5,375.8500061035156,405.0,1332466,2022-10-10
2022-10-17,358.10064697265625,361.79998779296875,384.5,351.1000061035156,380.45001220703125,1601372,2022-10-17
2022-10-24,375.27325439453125,379.1499938964844,388.0,365.1000061035156,370.1000061035156,936065,2022-10-24
2022-10-31,371.7100524902344,375.54998779296875,380.95001220703125,362.29998779296875,380.0,886650,2022-10-31
2022-11-07,372.3039245605469,376.1499938964844,393.5,365.1000061035156,382.0,1881593,2022-11-07
2022-11-14,340.631103515625,344.1499938964844,380.45001220703125,338.5,378.0,1873611,2022-11-14
2022-11-21,352.9538269042969,356.6000061035156,362.45001220703125,330.3999938964844,342.79998779296875,1687759,2022-11-21
2022-11-28,384.4286804199219,388.3999938964844,399.8999938964844,353.3999938964844,358.5,3442561,2022-11-28
2022-12-05,348.6482849121094,352.25,390.3999938964844,351.0,388.70001220703125,1516891,2022-12-05
2022-12-12,336.37506103515625,339.8500061035156,358.1499938964844,339.0,353.79998779296875,1292094,2022-12-12
2022-12-19,305.7910461425781,308.95001220703125,345.45001220703125,305.0,339.0,1379490,2022-12-19
2022-12-26,333.9006652832031,337.3500061035156,340.0,308.1499938964844,310.6000061035156,914922,2022-12-26
2023-01-02,318.70758056640625,322.0,344.6000061035156,318.0,339.0,966914,2023-01-02
2023-01-09,322.5182189941406,325.8500061035156,330.95001220703125,312.0,325.45001220703125,1064100,2023-01-09
2023-01-16,319.9942932128906,323.29998779296875,332.5,319.25,328.3999938964844,588872,2023-01-16
2023-01-23,309.6016540527344,312.79998779296875,327.8999938964844,312.0,320.45001220703125,567732,2023-01-23
2023-01-30,283.8180236816406,286.75,331.1499938964844,276.25,312.79998779296875,2575802,2023-01-30
2023-02-06,281.3435974121094,284.25,291.1000061035156,266.95001220703125,289.8999938964844,1687158,2023-02-06
2023-02-13,282.4173889160156,283.79998779296875,297.79998779296875,278.04998779296875,288.8999938964844,1106568,2023-02-13
2023-02-20,275.1529541015625,276.5,289.75,275.54998779296875,287.0,763442,2023-02-20
2023-02-27,283.6612854003906,285.04998779296875,299.70001220703125,267.3500061035156,276.45001220703125,1506851,2023-02-27
2023-03-06,287.9403381347656,289.3500061035156,292.95001220703125,280.0,285.04998779296875,789112,2023-03-06
2023-03-13,272.7148742675781,274.04998779296875,291.75,263.3500061035156,287.95001220703125,1615499,2023-03-13
2023-03-20,267.54022216796875,268.8500061035156,283.54998779296875,263.0,274.04998779296875,932145,2023-03-20
2023-03-27,270.7246398925781,272.04998779296875,274.0,255.0,268.8500061035156,1183098,2023-03-27
2023-04-03,278.9344177246094,280.29998779296875,283.54998779296875,271.04998779296875,279.8999938964844,520149,2023-04-03
2023-04-10,273.3119812011719,274.6499938964844,293.79998779296875,273.6000061035156,280.95001220703125,738554,2023-04-10
2023-04-17,292.1696472167969,293.6000061035156,321.95001220703125,269.5,272.20001220703125,10067182,2023-04-17
2023-04-24,296.84674072265625,298.29998779296875,308.95001220703125,288.0,294.0,1900946,2023-04-24
2023-05-01,308.53948974609375,310.04998779296875,313.0,298.04998779296875,298.29998779296875,1443643,2023-05-01
2023-05-08,330.68109130859375,332.29998779296875,336.0,296.25,300.20001220703125,4236194,2023-05-08
2023-05-15,325.0088806152344,326.6000061035156,339.8999938964844,323.54998779296875,339.8999938964844,1232184,2023-05-15
2023-05-22,321.4263916015625,323.0,329.5,317.0,326.6000061035156,1163229,2023-05-22
2023-05-29,317.59515380859375,319.1499938964844,331.8999938964844,315.3999938964844,327.0,1641626,2023-05-29
2023-06-05,328.6908264160156,330.29998779296875,335.70001220703125,318.0,322.95001220703125,1364398,2023-06-05
2023-06-12,339.438232421875,341.1000061035156,353.6000061035156,327.1000061035156,333.5,3229152,2023-06-12
2023-06-19,318.34149169921875,319.8999938964844,344.5,319.04998779296875,342.8999938964844,1601659,2023-06-19
2023-06-26,330.9796447753906,332.6000061035156,346.5,309.29998779296875,316.25,6237197,2023-06-26
2023-07-03,344.1153259277344,345.79998779296875,353.5,329.6499938964844,334.8999938964844,1985125,2023-07-03
2023-07-10,351.4295349121094,353.1499938964844,362.0,341.0,348.0,1886481,2023-07-10
2023-07-17,348.3446350097656,350.04998779296875,369.0,347.0,360.0,1910414,2023-07-17
2023-07-24,339.438232421875,341.1000061035156,367.0,331.45001220703125,358.0,2840512,2023-07-24
2023-07-31,332.67132568359375,334.29998779296875,348.5,323.1499938964844,334.1499938964844,1986545,2023-07-31
2023-08-07,330.7806091308594,332.3999938964844,346.29998779296875,327.25,336.6000061035156,1106804,2023-08-07
2023-08-14,331.17864990234375,332.79998779296875,343.1499938964844,328.0,331.8999938964844,745134,2023-08-14
2023-08-21,365.4608459472656,367.25,373.8500061035156,331.79998779296875,333.8500061035156,3603567,2023-08-21
2023-08-28,379.64141845703125,381.5,387.95001220703125,361.3500061035156,370.1000061035156,2839397,2023-08-28
2023-09-04,381.5819396972656,383.45001220703125,388.0,371.54998779296875,384.3999938964844,1506079,2023-09-04
2023-09-11,383.721435546875,385.6000061035156,397.5,363.54998779296875,386.0,2233071,2023-09-11
2023-09-18,375.0140686035156,376.8500061035156,394.0,371.25,392.95001220703125,891187,2023-09-18
2023-09-25,378.0989685058594,379.95001220703125,383.3999938964844,365.0,377.79998779296875,1836591,2023-09-25
2023-10-02,372.5262451171875,374.3500061035156,381.25,366.54998779296875,379.95001220703125,519969,2023-10-02
2023-10-09,369.0433044433594,370.8500061035156,380.25,362.70001220703125,366.0,515345,2023-10-09
2023-10-16,367.1525573730469,368.95001220703125,388.75,368.0,371.79998779296875,1149470,2023-10-16
2023-10-23,356.2061767578125,357.95001220703125,370.75,332.29998779296875,368.95001220703125,1231796,2023-10-23
2023-10-30,335.3581848144531,337.0,363.6499938964844,322.54998779296875,363.0,2151843,2023-10-30
2023-11-06,321.27716064453125,322.8500061035156,344.6000061035156,319.8999938964844,337.0,1156396,2023-11-06
2023-11-13,327.6957092285156,329.29998779296875,337.0,325.1499938964844,333.45001220703125,969797,2023-11-13
2023-11-20,338.7914123535156,340.45001220703125,348.0,326.5,330.3500061035156,1661510,2023-11-20
2023-11-27,348.69293212890625,350.3999938964844,353.45001220703125,337.6499938964844,340.45001220703125,1436249,2023-11-27
2023-12-04,338.1445617675781,339.79998779296875,357.0,335.0,356.0,1036228,2023-12-04
2023-12-11,358.74371337890625,360.5,365.54998779296875,337.75,341.3999938964844,1898300,2023-12-11
2023-12-18,367.1525573730469,368.95001220703125,394.29998779296875,352.54998779296875,360.5,2155328,2023-12-18
2023-12-25,426.1139221191406,428.20001220703125,443.5,368.1499938964844,368.95001220703125,7153817,2023-12-25
2024-01-01,438.0554504394531,440.20001220703125,449.8999938964844,409.29998779296875,428.20001220703125,2375851,2024-01-01
2024-01-08,411.883544921875,413.8999938964844,441.45001220703125,408.29998779296875,439.95001220703125,872823,2024-01-08
2024-01-15,393.72247314453125,395.6499938964844,423.29998779296875,387.6499938964844,410.20001220703125,1535497,2024-01-15
2024-01-22,394.3692932128906,396.29998779296875,418.3500061035156,384.29998779296875,395.6499938964844,1211902,2024-01-22
2024-01-29,389.19464111328125,391.1000061035156,419.0,379.0,402.95001220703125,2192847,2024-01-29
2024-02-05,381.3829040527344,383.25,397.95001220703125,374.8500061035156,396.5,1024121,2024-02-05
2024-02-12,359.6479187011719,360.0,386.0,358.0,383.29998779296875,992709,2024-02-12
2024-02-19,379.4285583496094,379.79998779296875,385.3999938964844,358.04998779296875,361.0,977381,2024-02-19
2024-02-26,374.33355712890625,374.70001220703125,400.95001220703125,365.29998779296875,381.75,1462335,2024-02-26
2024-03-04,358.3991394042969,358.75,386.8999938964844,354.8500061035156,384.70001220703125,649834,2024-03-04
2024-03-11,318.9377746582031,319.25,358.5,315.0,358.5,1822786,2024-03-11
2024-03-18,319.4872131347656,319.79998779296875,322.8500061035156,303.6499938964844,320.45001220703125,1956440,2024-03-18
2024-03-25,314.4421691894531,314.75,329.79998779296875,305.1000061035156,319.79998779296875,1239290,2024-03-25
2024-04-01,330.1268310546875,330.45001220703125,334.0,315.0,317.79998779296875,1095317,2024-04-01
2024-04-08,321.2355041503906,321.54998779296875,336.6000061035156,319.8999938964844,335.3999938964844,776651,2024-04-08
2024-04-15,316.0406188964844,316.3500061035156,325.0,309.1499938964844,319.0,950238,2024-04-15
2024-04-22,316.98968505859375,317.29998779296875,325.6499938964844,310.0,319.5,1714579,2024-04-22
2024-04-29,305.20123291015625,305.5,322.0,302.8999938964844,322.0,1362988,2024-04-29
2024-05-06,292.7633972167969,293.04998779296875,310.0,287.1499938964844,310.0,1961682,2024-05-06
2024-05-13,297.00921630859375,297.29998779296875,299.5,289.0,295.0,700501,2024-05-13
2024-05-20,306.3001403808594,306.6000061035156,309.95001220703125,296.45001220703125,302.5,605045,2024-05-20
2024-05-27,295.2609558105469,295.54998779296875,308.20001220703125,290.0,306.6000061035156,878921,2024-05-27
2024-06-03,296.65960693359375,296.95001220703125,309.5,267.95001220703125,309.5,1988916,2024-06-03
2024-06-10,320.7359924316406,321.04998779296875,323.79998779296875,298.04998779296875,299.8999938964844,1480983,2024-06-10
2024-06-17,312.1444396972656,312.45001220703125,327.70001220703125,310.1000061035156,321.04998779296875,1189952,2024-06-17
2024-06-24,326.3804931640625,326.70001220703125,333.20001220703125,303.1000061035156,314.95001220703125,1794771,2024-06-24
2024-07-01,330.8760986328125,331.20001220703125,335.8999938964844,324.1000061035156,327.8500061035156,1371070,2024-07-01
2024-07-08,316.73992919921875,317.04998779296875,334.0,312.0,331.20001220703125,953683,2024-07-08
2024-07-15,319.4872131347656,319.79998779296875,327.75,313.20001220703125,318.5,639316,2024-07-15
2024-07-22,319.5871276855469,319.8999938964844,323.6000061035156,313.3500061035156,321.0,550249,2024-07-22
2024-07-29,354.8526306152344,355.20001220703125,373.45001220703125,320.0,320.0,5450444,2024-07-29
2024-08-05,364.5431213378906,364.8999938964844,379.0,337.54998779296875,351.20001220703125,2067777,2024-08-05
2024-08-12,352.7047119140625,353.04998779296875,364.95001220703125,340.3500061035156,364.95001220703125,513771,2024-08-12
2024-08-19,381.82623291015625,382.20001220703125,384.20001220703125,355.0,355.0,1316685,2024-08-19
2024-08-26,395.0133056640625,395.3999938964844,403.0,382.0,383.0,1797675,2024-08-26
2024-09-02,396.9613952636719,397.3500061035156,412.95001220703125,388.29998779296875,391.79998779296875,1436734,2024-09-02
2024-09-09,385.32281494140625,385.70001220703125,415.79998779296875,383.79998779296875,391.95001220703125,1784008,2024-09-09
2024-09-16,382.5255126953125,382.8999938964844,409.3999938964844,380.45001220703125,383.0,901100,2024-09-16
2024-09-23,382.57550048828125,382.95001220703125,396.5,371.8500061035156,383.0,1005902,2024-09-23
2024-09-30,388.719482421875,389.1000061035156,401.3500061035156,375.0,382.95001220703125,902785,2024-09-30
2024-10-07,398.5098876953125,398.8999938964844,425.0,372.95001220703125,389.1000061035156,2331535,2024-10-07
2024-10-14,403.2552185058594,403.6499938964844,427.0,396.04998779296875,399.1000061035156,1851254,2024-10-14
2024-10-21,369.48828125,369.8500061035156,404.70001220703125,358.3999938964844,400.25,1187285,2024-10-21
2024-10-28,385.2728271484375,385.6499938964844,395.45001220703125,357.04998779296875,369.0,702324,2024-10-28
2024-11-04,371.83599853515625,372.20001220703125,389.75,368.04998779296875,384.0,428767,2024-11-04
2024-11-11,341.6156005859375,341.95001220703125,370.8999938964844,338.0,370.8999938964844,551669,2024-11-11
2024-11-18,333.423583984375,333.75,344.75,325.5,342.0,266618,2024-11-18
2024-11-25,347.01031494140625,347.3500061035156,352.1499938964844,328.45001220703125,334.75,372925,2024-11-25
2024-12-02,352.80462646484375,353.1499938964844,364.6000061035156,345.04998779296875,347.3500061035156,1157501,2024-12-02
2024-12-09,394.6136779785156,395.0,418.79998779296875,347.6499938964844,358.25,3047941,2024-12-09
2024-12-16,363.2444152832031,363.6000061035156,403.70001220703125,354.3500061035156,393.04998779296875,543328,2024-12-16
2024-12-23,342.81439208984375,343.1499938964844,372.45001220703125,342.3500061035156,363.6000061035156,284419,2024-12-23
2024-12-30,367.34039306640625,367.70001220703125,383.1000061035156,341.5,347.6000061035156,687237,2024-12-30
2025-01-06,349.55780029296875,349.8999938964844,369.0,347.3999938964844,367.70001220703125,297760,2025-01-06
2025-01-13,342.6146240234375,342.95001220703125,348.79998779296875,326.0,345.0,398412,2025-01-13
2025-01-20,330.3266296386719,330.6499938964844,348.45001220703125,323.8500061035156,340.8999938964844,215223,2025-01-20
2025-01-27,353.3540954589844,353.70001220703125,355.5,312.0,325.0,425831,2025-01-27
2025-02-03,351.8555603027344,352.20001220703125,395.0,343.0,359.0,1397874,2025-02-03
2025-02-10,320.3863830566406,320.70001220703125,356.54998779296875,312.04998779296875,354.0,469822,2025-02-10
2025-02-17,303.95245361328125,304.25,321.95001220703125,294.04998779296875,315.0,543884,2025-02-17
2025-02-24,268.95001220703125,268.95001220703125,303.5,264.04998779296875,300.0,468980,2025-02-24
2025-03-03,264.3999938964844,264.3999938964844,275.0,233.14999389648438,268.5,1781399,2025-03-03
2025-03-10,228.3000030517578,228.3000030517578,269.0,227.1999969482422,269.0,569976,2025-03-10
2025-03-17,231.8000030517578,231.8000030517578,238.64999389648438,222.85000610351562,229.85000610351562,900729,2025-03-17
2025-03-24,226.89999389648438,226.89999389648438,242.5,225.3000030517578,235.39999389648438,1081750,2025-03-24
2025-03-31,217.85000610351562,217.85000610351562,236.66000366210938,215.0,226.89999389648438,536061,2025-03-31
2025-04-07,227.64999389648438,227.64999389648438,233.0,202.80999755859375,212.39999389648438,1068647,2025-04-07
2025-04-14,234.72999572753906,234.72999572753906,240.52999877929688,230.0,230.0,258966,2025-04-14
2025-04-21,233.55999755859375,233.55999755859375,251.27000427246094,232.32000732421875,236.89999389648438,564518,2025-04-21
2025-04-28,230.00999450683594,230.00999450683594,239.25,225.91000366210938,233.55999755859375,584027,2025-04-28
2025-05-05,219.97000122070312,219.97000122070312,238.0,213.64999389648438,231.86000061035156,435550,2025-05-05
2025-05-12,253.3800048828125,253.3800048828125,255.99000549316406,225.74000549316406,230.0,935791,2025-05-12
2025-05-19,255.83999633789062,255.83999633789062,260.6600036621094,238.3699951171875,251.3000030517578,1727914,2025-05-19
2025-05-26,255.13999938964844,255.13999938964844,269.55999755859375,251.35000610351562,259.70001220703125,4563436,2025-05-26
2025-06-02,272.1499938964844,272.1499938964844,279.70001220703125,252.0,253.25,1806131,2025-06-02
2025-06-09,270.70001220703125,270.70001220703125,284.0,264.29998779296875,275.0,1199591,2025-06-09
2025-06-16,264.1499938964844,264.1499938964844,273.29998779296875,256.6499938964844,270.0,572162,2025-06-16
2025-06-23,267.20001220703125,267.20001220703125,271.45001220703125,258.54998779296875,260.0,423008,2025-06-23
2025-06-30,290.54998779296875,290.54998779296875,295.70001220703125,265.20001220703125,268.25,1130323,2025-06-30
2025-07-07,282.0,282.0,297.79998779296875,277.0,297.79998779296875,549952,2025-07-07
2025-07-14,290.95001220703125,290.95001220703125,293.5,277.1000061035156,282.6499938964844,240190,2025-07-14
