Date,Adj Close_BANG.NS,Close_BANG.NS,High_BANG.NS,Low_BANG.NS,Open_BANG.NS,Volume_BANG.NS,Date
2020-07-13,17.700000762939453,17.700000762939453,19.299999237060547,17.100000381469727,18.350000381469727,13162,2020-07-13
2020-07-20,16.950000762939453,16.950000762939453,18.5,16.5,17.75,32295,2020-07-20
2020-07-27,15.800000190734863,15.800000190734863,17.0,15.25,16.950000762939453,26270,2020-07-27
2020-08-03,16.450000762939453,16.450000762939453,17.0,15.050000190734863,15.350000381469727,17900,2020-08-03
2020-08-10,17.149999618530273,17.149999618530273,18.200000762939453,15.199999809265137,16.450000762939453,26315,2020-08-10
2020-08-17,17.950000762939453,17.950000762939453,18.350000381469727,16.600000381469727,18.0,23771,2020-08-17
2020-08-24,19.200000762939453,19.200000762939453,20.0,17.950000762939453,17.950000762939453,43740,2020-08-24
2020-08-31,18.950000762939453,18.950000762939453,20.0,17.5,19.350000381469727,18314,2020-08-31
2020-09-07,18.200000762939453,18.200000762939453,18.950000762939453,16.799999237060547,18.950000762939453,9012,2020-09-07
2020-09-14,17.649999618530273,17.649999618530273,19.0,17.100000381469727,19.0,7440,2020-09-14
2020-09-21,17.799999237060547,17.799999237060547,18.0,16.299999237060547,17.200000762939453,4823,2020-09-21
2020-09-28,18.0,18.0,18.450000762939453,16.549999237060547,17.350000381469727,3355,2020-09-28
2020-10-05,20.399999618530273,20.399999618530273,22.799999237060547,17.100000381469727,17.700000762939453,123513,2020-10-05
2020-10-12,19.350000381469727,19.350000381469727,23.899999618530273,18.549999237060547,21.600000381469727,42208,2020-10-12
2020-10-19,20.649999618530273,20.649999618530273,21.0,18.200000762939453,20.100000381469727,27244,2020-10-19
2020-10-26,19.149999618530273,19.149999618530273,20.75,18.450000762939453,20.700000762939453,10130,2020-10-26
2020-11-02,19.799999237060547,19.799999237060547,20.5,18.200000762939453,19.149999618530273,12252,2020-11-02
2020-11-09,20.899999618530273,20.899999618530273,23.700000762939453,18.450000762939453,20.5,39280,2020-11-09
2020-11-16,19.700000762939453,19.700000762939453,20.799999237060547,19.5,20.600000381469727,11767,2020-11-16
2020-11-23,20.0,20.0,20.850000381469727,19.049999237060547,20.100000381469727,6739,2020-11-23
2020-11-30,23.450000762939453,23.450000762939453,24.700000762939453,19.299999237060547,20.0,114996,2020-11-30
2020-12-07,23.75,23.75,26.0,22.5,24.600000381469727,138410,2020-12-07
2020-12-14,32.75,32.75,34.75,23.549999237060547,24.700000762939453,529363,2020-12-14
2020-12-21,30.049999237060547,30.049999237060547,32.5,26.850000381469727,31.950000762939453,149835,2020-12-21
2020-12-28,30.899999618530273,30.899999618530273,31.899999618530273,29.049999237060547,30.049999237060547,41358,2020-12-28
2021-01-04,29.700000762939453,29.700000762939453,31.950000762939453,29.399999618530273,31.950000762939453,51154,2021-01-04
2021-01-11,30.649999618530273,30.649999618530273,31.450000762939453,28.049999237060547,30.549999237060547,80895,2021-01-11
2021-01-18,27.049999237060547,27.049999237060547,31.600000381469727,26.5,31.299999237060547,148322,2021-01-18
2021-01-25,26.399999618530273,26.399999618530273,28.049999237060547,24.850000381469727,27.950000762939453,56802,2021-01-25
2021-02-01,26.5,26.5,28.5,24.700000762939453,26.0,49866,2021-02-01
2021-02-08,27.149999618530273,27.149999618530273,27.450000762939453,25.399999618530273,26.799999237060547,28862,2021-02-08
