Date,Adj Close_MRF.NS,Close_MRF.NS,High_MRF.NS,Low_MRF.NS,Open_MRF.NS,Volume_MRF.NS,Date
2021-10-18,80388.546875,80800.3984375,86900.0,80080.0,85300.0,106518,2021-10-18
2021-10-25,76914.109375,77308.1484375,81499.953125,76650.0,81499.953125,56520,2021-10-25
2021-11-01,78012.8203125,78412.5,79390.0,77250.0,77694.0,23456,2021-11-01
2021-11-08,77776.3828125,78174.8515625,80489.8515625,76900.0,78880.0,66696,2021-11-08
2021-11-15,77069.8984375,77464.75,79665.953125,77299.0,78400.0,47292,2021-11-15
2021-11-22,74809.96875,75190.3515625,77899.0,74511.0,77842.0,49692,2021-11-22
2021-11-29,73508.53125,73882.296875,75996.0,73050.0,74905.0,64289,2021-11-29
2021-12-06,73845.515625,74221.0,75275.0,72954.796875,73950.0,31978,2021-12-06
2021-12-13,72190.9765625,72558.046875,75111.0,72100.0,74680.0,35648,2021-12-13
2021-12-20,69736.125,70090.703125,72199.8984375,68700.0,72000.0,57286,2021-12-20
2021-12-27,72966.9765625,73338.0,73699.25,69010.0,70089.0,38745,2021-12-27
2022-01-03,73813.96875,74189.296875,74573.953125,73113.6484375,73589.953125,32355,2022-01-03
2022-01-10,75749.484375,76134.6484375,76300.0,73918.0,74210.0,32747,2022-01-10
2022-01-17,72329.3359375,72697.1015625,77299.8984375,72054.3515625,76134.6484375,48844,2022-01-17
2022-01-24,70966.8671875,71327.703125,72989.953125,69459.546875,72700.0,41723,2022-01-24
2022-01-31,69652.25,70006.3984375,72680.0,69851.8984375,72180.0,49128,2022-01-31
2022-02-07,67888.265625,68233.453125,70919.6015625,68038.203125,70398.953125,58890,2022-02-07
2022-02-14,65306.89453125,65638.953125,67866.0,65007.05078125,67866.0,72726,2022-02-14
2022-02-21,65322.53125,65651.703125,66799.953125,63000.0,65574.8984375,111204,2022-02-21
2022-02-28,65580.8359375,65911.296875,66980.0,64450.0,65252.0,63291,2022-02-28
2022-03-07,67557.859375,67898.296875,68094.046875,63741.6015625,65140.0,62093,2022-03-07
2022-03-14,68612.0546875,68957.796875,69889.0,67405.046875,68034.0,37915,2022-03-14
2022-03-21,66167.671875,66501.1015625,69860.0,65900.0,69652.6484375,43530,2022-03-21
2022-03-28,66151.8515625,66485.203125,66878.3515625,64701.44921875,66500.0,44770,2022-03-28
2022-04-04,67443.0078125,67782.8515625,68194.1484375,66708.6484375,66710.0,41496,2022-04-04
2022-04-11,67109.140625,67447.296875,68121.0,66565.296875,67500.0,26339,2022-04-11
2022-04-18,68797.1875,69143.8515625,70100.0,65800.0,67003.0,56896,2022-04-18
2022-04-25,72364.359375,72729.0,73400.0,68235.3515625,68550.0,64591,2022-04-25
2022-05-02,69563.0546875,69913.6015625,73310.6484375,69250.0,72000.0,30918,2022-05-02
2022-05-09,71689.65625,72050.8984375,73280.6015625,66680.0,69601.0,90181,2022-05-09
2022-05-16,73733.3984375,74104.953125,74849.953125,71400.1015625,71780.0,50110,2022-05-16
2022-05-23,74280.546875,74654.8515625,75690.0,73066.296875,74500.0,39578,2022-05-23
2022-05-30,76076.9921875,76460.3515625,78165.6484375,74862.1484375,74900.0,57211,2022-05-30
2022-06-06,69601.5078125,69952.25,76672.8515625,69718.5,76390.0,42579,2022-06-06
2022-06-13,67782.9765625,68124.546875,69551.0,65878.3515625,69000.0,44350,2022-06-13
2022-06-20,70199.2734375,70553.0,70775.0,66491.453125,68260.796875,37499,2022-06-20
2022-06-27,71832.3125,72194.296875,72599.75,70300.0,71200.0,36329,2022-06-27
2022-07-04,75663.6796875,76044.953125,76454.0,71056.453125,71900.0,38174,2022-07-04
2022-07-11,79159.2109375,79558.1015625,79729.6484375,75300.0,76000.0,44374,2022-07-11
2022-07-18,79002.4921875,79400.6015625,80998.953125,79136.296875,79602.0,44207,2022-07-18
2022-07-25,83397.8984375,83818.1484375,83970.0,79531.796875,79600.0,50200,2022-07-25
2022-08-01,88608.9453125,88895.453125,89499.8984375,83998.3515625,84000.0,70579,2022-08-01
2022-08-08,82862.9296875,83130.8515625,88900.0,82101.0,88500.046875,57399,2022-08-08
2022-08-15,86546.0625,86825.8984375,88361.8515625,83130.8515625,83130.8515625,73867,2022-08-15
2022-08-22,84997.40625,85272.25,86876.953125,83800.0,86808.953125,52611,2022-08-22
2022-08-29,84085.0234375,84356.8984375,86263.796875,83479.0,84629.953125,34465,2022-08-29
2022-09-05,83936.640625,84208.046875,86449.8984375,84013.0,84889.0,36108,2022-09-05
2022-09-12,85835.3046875,86112.8515625,93887.0,83750.0,84550.0,142654,2022-09-12
2022-09-19,82332.9296875,82599.1484375,87600.0,82169.8984375,87299.953125,100902,2022-09-19
2022-09-26,81391.3828125,81654.546875,82399.5,78689.953125,82399.5,82826,2022-09-26
2022-10-03,82502.890625,82769.6484375,83856.1015625,80100.0,82100.0,39521,2022-10-03
2022-10-10,81087.9609375,81350.1484375,83200.0,80735.25,81825.0,43564,2022-10-10
2022-10-17,85946.8984375,86224.796875,88187.8984375,80789.046875,81390.0,72546,2022-10-17
2022-10-24,89080.265625,89368.296875,89550.0,85890.0,87319.0,55334,2022-10-24
2022-10-31,90954.0625,91248.1484375,92099.953125,89300.046875,89368.296875,57848,2022-10-31
2022-11-07,85878.703125,86156.3984375,96000.0,85100.0,91698.0,150327,2022-11-07
2022-11-14,87808.7734375,88092.703125,88394.8515625,85200.0,86587.203125,58545,2022-11-14
2022-11-21,89617.890625,89904.6015625,90388.0,87220.0,88300.0,42145,2022-11-21
2022-11-28,94252.6640625,94554.203125,95151.203125,89930.046875,90000.0,70645,2022-11-28
2022-12-05,91218.8828125,91510.703125,95243.6484375,90065.1484375,94711.953125,54404,2022-12-05
2022-12-12,88828.5859375,89112.75,91947.296875,88600.0,91730.0,31392,2022-12-12
2022-12-19,85796.53125,86071.0,90230.953125,85774.25,89113.0,32926,2022-12-19
2022-12-26,88253.1171875,88535.453125,89250.0,85201.046875,85802.453125,30755,2022-12-26
2023-01-02,92844.484375,93141.5,93400.0,87398.0,88600.0,67892,2023-01-02
2023-01-09,89426.875,89712.953125,94480.0,88573.0,93600.0,59715,2023-01-09
2023-01-16,89271.3984375,89557.0,91198.8984375,89000.0,90100.0,35240,2023-01-16
2023-01-23,87979.6484375,88261.1015625,90949.3984375,86911.3515625,89995.0,24188,2023-01-23
2023-01-30,92557.2578125,92853.3515625,93449.0,88062.75,88360.0,46641,2023-01-30
2023-02-06,88786.8671875,89070.8984375,93241.453125,87351.0,92785.0,64587,2023-02-06
2023-02-13,88456.7109375,88739.703125,89971.703125,87500.0,89408.0,32470,2023-02-13
2023-02-20,86523.9140625,86800.703125,90445.0,86001.0,89000.0,38632,2023-02-20
2023-02-27,86090.640625,86363.1484375,87399.3984375,84640.0,86786.0,33435,2023-02-27
2023-03-06,84842.640625,85111.203125,87250.0,84351.0,86400.0,20951,2023-03-06
2023-03-13,82640.2109375,82901.796875,85591.546875,81380.046875,85330.0,36450,2023-03-13
2023-03-20,83613.8203125,83878.5,85710.0,82235.3515625,83556.0,22032,2023-03-20
2023-03-27,83782.015625,84047.203125,84549.8984375,81786.5,83878.0,18874,2023-03-27
2023-04-03,83740.484375,84005.546875,84746.5,83325.75,84047.203125,9073,2023-04-03
2023-04-10,85247.109375,85516.953125,85794.203125,83750.0,83750.0,14040,2023-04-10
2023-04-17,86244.40625,86517.3984375,87495.0,85001.0,85499.0,18378,2023-04-17
2023-04-24,88725.9453125,89006.796875,89300.0,86086.0,86945.0,22552,2023-04-24
2023-05-01,98302.8828125,98614.046875,98974.6484375,88002.046875,89006.796875,126084,2023-05-01
2023-05-08,96384.0625,96689.1484375,99933.5,96575.046875,98620.0,65921,2023-05-08
2023-05-15,95932.984375,96236.6484375,98400.0,95150.0,96705.0,47526,2023-05-15
2023-05-22,97572.9453125,97881.796875,98171.0,95225.296875,96356.6484375,44700,2023-05-22
2023-05-29,96064.4296875,96368.5,98650.75,96067.546875,98050.0,33017,2023-05-29
2023-06-05,98080.5,98390.953125,99230.5,96227.6484375,96880.0,36048,2023-06-05
2023-06-12,99577.3046875,99892.5,100849.6015625,98152.75,98335.1015625,52078,2023-06-12
2023-06-19,99178.1171875,99492.046875,100950.0,98280.1015625,100000.0,34826,2023-06-19
2023-06-26,100940.9765625,101260.5,101648.296875,99071.796875,99799.953125,25359,2023-06-26
2023-07-03,100908.234375,101227.6484375,101974.953125,99000.0,101073.0,35340,2023-07-03
2023-07-10,101818.90625,102141.203125,102494.953125,100400.25,101177.0,28011,2023-07-10
2023-07-17,101767.1171875,102089.25,102990.0,101550.0,102141.203125,16115,2023-07-17
2023-07-24,102379.0546875,102534.1484375,103263.5,101750.0,102100.0,15375,2023-07-24
2023-07-31,111128.1484375,111296.5,111997.0,101400.046875,102270.0,60034,2023-07-31
2023-08-07,105828.9296875,105989.25,111500.0,105600.046875,111472.0,42328,2023-08-07
2023-08-14,107597.34375,107760.3515625,108000.0,104807.0,105711.046875,20947,2023-08-14
2023-08-21,108377.8125,108542.0,109399.0,107568.1015625,108500.0,22907,2023-08-21
2023-08-28,107820.8125,107984.1484375,109778.6484375,107559.046875,108523.703125,21298,2023-08-28
2023-09-04,108693.734375,108858.3984375,109885.6015625,107347.546875,108499.0,22108,2023-09-04
2023-09-11,109068.625,109233.8515625,112727.953125,107476.796875,109450.0,40567,2023-09-11
2023-09-18,108490.6953125,108655.046875,109798.75,108060.0,109666.0,18554,2023-09-18
2023-09-25,107133.296875,107295.6015625,110500.0,106800.0,108999.953125,30915,2023-09-25
2023-10-02,107387.5625,107550.25,108600.6015625,106441.1015625,107295.6015625,15933,2023-10-02
2023-10-09,108927.734375,109092.75,109250.0,106405.0,107350.0,18327,2023-10-09
2023-10-16,109338.96875,109504.6015625,113439.296875,108320.953125,108990.1015625,34431,2023-10-16
2023-10-23,108027.140625,108190.796875,110400.0,107075.953125,109350.0,23793,2023-10-23
2023-10-30,107560.3046875,107723.25,111800.0,107300.0,108190.796875,47198,2023-10-30
2023-11-06,108131.890625,108295.703125,109108.953125,107008.046875,108895.0,26619,2023-11-06
2023-11-13,111306.6328125,111475.25,112599.8984375,107033.046875,108500.0,31192,2023-11-13
2023-11-20,111282.6484375,111448.203125,111999.953125,110617.546875,111339.0,15261,2023-11-20
2023-11-27,111243.796875,111409.296875,112989.953125,111110.5,111448.203125,25298,2023-11-27
2023-12-04,117774.1875,117949.3984375,119000.0,110856.203125,112000.0,34524,2023-12-04
2023-12-11,119905.65625,120084.046875,121193.3515625,117616.1015625,117950.0,30861,2023-12-11
2023-12-18,119366.71875,119544.296875,120699.953125,115500.046875,120086.0,29586,2023-12-18
2023-12-25,129386.765625,129579.25,130399.3515625,119544.296875,119544.296875,38162,2023-12-25
2024-01-01,132504.125,132701.25,133500.046875,127257.1015625,129570.0,40107,2024-01-01
2024-01-08,134151.515625,134351.09375,134639.90625,130210.0,133401.0,30981,2024-01-08
2024-01-15,139224.828125,139431.953125,150254.15625,133650.046875,134699.0,78081,2024-01-15
2024-01-22,136654.65625,136857.953125,147849.796875,136105.25,139431.953125,52939,2024-01-22
2024-01-29,140732.5,140941.84375,144750.0,136333.046875,136857.15625,76025,2024-01-29
2024-02-05,136879.71875,137083.34375,144827.546875,136300.0,142885.0,69336,2024-02-05
2024-02-12,147834.5625,148054.5,150199.40625,137555.0,137600.0,94376,2024-02-12
2024-02-19,150501.09375,150725.0,151445.0,147129.546875,148998.40625,45633,2024-02-19
2024-02-26,144973.25,145186.0,151224.75,144100.0,150850.0,111868,2024-02-26
2024-03-04,143745.71875,143956.65625,147144.953125,143528.203125,145625.0,26688,2024-03-04
2024-03-11,141104.984375,141312.046875,145337.296875,137545.84375,144500.0,57924,2024-03-11
2024-03-18,131110.546875,131302.953125,141300.0,129614.6015625,141300.0,65720,2024-03-18
2024-03-25,133191.90625,133387.34375,134000.0,130700.046875,131995.0,26134,2024-03-25
2024-04-01,135266.09375,135464.59375,137554.953125,134500.0,135995.0,39280,2024-04-01
2024-04-08,131523.5,131716.5,135799.0,130775.25,134807.0,28595,2024-04-08
2024-04-15,128968.390625,129157.6484375,131503.09375,127312.1015625,131399.5,26739,2024-04-15
2024-04-22,130046.9140625,130237.75,131651.0,128200.0,129900.0,25712,2024-04-22
2024-04-29,128372.015625,128560.3984375,135582.40625,127767.8984375,131000.0,60096,2024-04-29
2024-05-06,127408.7421875,127595.703125,129450.0,123111.1015625,129450.0,51638,2024-05-06
2024-05-13,128954.3671875,129143.6015625,129589.1484375,125623.1484375,127595.703125,37675,2024-05-13
2024-05-20,130847.5390625,131039.546875,131497.0,127560.0,129143.6015625,34752,2024-05-20
2024-05-27,125247.6953125,125431.5,132800.0,125027.546875,130800.0,50473,2024-05-27
2024-06-03,127093.953125,127280.453125,128900.0,116347.8515625,128900.0,65086,2024-06-03
2024-06-10,125396.6875,125580.703125,128200.0,125387.0,128199.0,32983,2024-06-10
2024-06-17,125105.7109375,125289.296875,127100.0,124615.3515625,125580.703125,21787,2024-06-17
2024-06-24,129269.453125,129459.1484375,130837.3984375,124500.0,125694.0,49910,2024-06-24
2024-07-01,128762.09375,128951.046875,130650.0,127701.5,129600.5,36916,2024-07-01
2024-07-08,129500.859375,129690.8984375,131999.0,128058.953125,129174.0,43466,2024-07-08
2024-07-15,127935.8046875,128123.546875,134350.0,127500.0,130220.0,49503,2024-07-15
2024-07-22,138666.859375,138870.34375,139995.0,126225.6015625,128123.546875,91820,2024-07-22
2024-07-29,138353.125,138360.34375,143849.90625,138001.0,138880.5,46783,2024-07-29
2024-08-05,136904.5625,136911.703125,142500.0,132000.0,136800.0,82052,2024-08-05
2024-08-12,136080.109375,136087.203125,138500.0,134500.0,137100.0,36393,2024-08-12
2024-08-19,138512.359375,138519.59375,140500.0,134500.5,136280.0,31157,2024-08-19
2024-08-26,134826.421875,134833.453125,140500.0,133390.0,139999.546875,40962,2024-08-26
2024-09-02,134253.75,134260.75,136700.0,134000.0,135450.0,23441,2024-09-02
2024-09-09,137346.796875,137353.953125,137599.953125,132600.0,135000.0,24719,2024-09-09
2024-09-16,135927.3125,135934.40625,138509.0,133300.0,137800.0,34886,2024-09-16
2024-09-23,140966.546875,140973.90625,142383.90625,136050.0,136050.0,40154,2024-09-23
2024-09-30,133401.78125,133408.75,141884.84375,133000.0,141000.0,27906,2024-09-30
2024-10-07,132190.703125,132197.59375,135500.0,130555.0,135377.0,25144,2024-10-07
2024-10-14,129437.8984375,129444.6484375,132900.0,128618.0,132197.59375,24016,2024-10-14
2024-10-21,122745.390625,122751.796875,132000.0,121875.046875,130100.0,33664,2024-10-21
2024-10-28,123323.8671875,123330.296875,124298.0,120750.0,122900.0,22663,2024-10-28
2024-11-04,119348.0703125,119354.296875,123830.296875,117401.046875,123750.0,47022,2024-11-04
2024-11-11,120545.4609375,120551.75,125154.046875,119925.296875,120101.0,44819,2024-11-11
2024-11-18,124590.5078125,124597.0,124742.796875,119024.1484375,119088.1015625,29721,2024-11-18
2024-11-25,125247.8671875,125251.296875,126200.0,122702.6484375,126000.0,38813,2024-11-25
2024-12-02,130631.9765625,130635.546875,132200.0,124261.0,125100.0,39641,2024-12-02
2024-12-09,133231.609375,133235.25,133500.0,130800.546875,131240.0,25995,2024-12-09
2024-12-16,128054.3984375,128057.8984375,133442.796875,127556.1015625,133240.25,23655,2024-12-16
2024-12-23,131550.203125,131553.796875,132674.953125,128060.0,128060.0,16850,2024-12-23
2024-12-30,126359.0390625,126362.5,131873.59375,125125.75,130955.0,32056,2024-12-30
2025-01-06,117101.34375,117104.546875,126919.25,117000.046875,126800.0,35334,2025-01-06
2025-01-13,113945.53125,113948.6484375,117000.0,112652.1484375,117000.0,32048,2025-01-13
2025-01-20,111481.5,111484.546875,115294.796875,110525.6015625,113948.6484375,30433,2025-01-20
2025-01-27,114180.328125,114183.453125,114606.25,110100.0,111479.0,38472,2025-01-27
2025-02-03,112872.015625,112875.1015625,115419.953125,110000.0,114100.0,48005,2025-02-03
2025-02-10,109471.859375,109474.8515625,113393.3515625,106335.0,113000.0,35241,2025-02-10
2025-02-17,109263.296875,109263.296875,110400.0,108000.0,109200.0,20688,2025-02-17
2025-02-24,105373.703125,105373.703125,109500.0,103824.1015625,109260.0,26526,2025-02-24
2025-03-03,107202.953125,107202.953125,108650.0,102124.046875,105500.0,35917,2025-03-03
2025-03-10,105041.6015625,105041.6015625,108197.953125,104800.0,107839.0,21805,2025-03-10
2025-03-17,112050.1484375,112050.1484375,112799.953125,105200.0,105200.0,24001,2025-03-17
2025-03-24,112677.75,112677.75,116000.0,112084.3515625,112990.0,37643,2025-03-24
2025-03-31,113236.953125,113236.953125,115275.796875,111900.0,112677.75,16335,2025-03-31
2025-04-07,117544.3984375,117544.3984375,118749.953125,108001.0,110000.0,34920,2025-04-07
2025-04-14,126475.0,126475.0,126860.0,117544.3984375,117544.3984375,40448,2025-04-14
2025-04-21,128655.0,128655.0,130700.0,126300.0,127475.0,42038,2025-04-21
2025-04-28,134995.0,134995.0,135740.0,128495.0,128500.0,30402,2025-04-28
2025-05-05,137675.0,137675.0,143275.0,131500.0,135310.0,64957,2025-05-05
2025-05-12,140265.0,140265.0,142460.0,139000.0,140400.0,34309,2025-05-12
2025-05-19,143670.0,143670.0,143955.0,139410.0,139410.0,33550,2025-05-19
2025-05-26,138865.0,138865.0,147435.0,137165.0,144000.0,68810,2025-05-26
2025-06-02,139530.0,139530.0,141900.0,135800.0,138400.0,58619,2025-06-02
2025-06-09,137620.0,137620.0,141335.0,135000.0,139540.0,35423,2025-06-09
2025-06-16,134430.0,134430.0,138875.0,132740.0,136800.0,39219,2025-06-16
2025-06-23,143215.0,143215.0,145700.0,134400.0,134430.0,45630,2025-06-23
2025-06-30,143965.0,143965.0,148075.0,141690.0,144000.0,31388,2025-06-30
2025-07-07,148240.0,148240.0,151900.0,142200.0,144660.0,49504,2025-07-07
2025-07-14,150785.0,150785.0,151300.0,147005.0,148240.0,21594,2025-07-14
