Date,Adj Close_ACI.NS,Close_ACI.NS,High_ACI.NS,Low_ACI.NS,Open_ACI.NS,Volume_ACI.NS,Date
2022-11-21,526.3604736328125,534.0,538.7999877929688,440.20001220703125,450.0,36579876,2022-11-21
2022-11-28,514.4829711914062,521.9500122070312,554.4500122070312,502.6000061035156,527.9500122070312,3750670,2022-11-28
2022-12-05,513.7437133789062,521.2000122070312,534.4500122070312,502.0,524.5999755859375,1793714,2022-12-05
2022-12-12,501.32391357421875,508.6000061035156,554.5,501.0,520.0,2286668,2022-12-12
2022-12-19,479.5400695800781,486.5,517.4500122070312,471.6499938964844,507.95001220703125,1405630,2022-12-19
2022-12-26,518.7213745117188,526.25,532.7999877929688,477.0,483.25,1151214,2022-12-26
2023-01-02,554.255615234375,562.2999877929688,578.7000122070312,523.0,528.9000244140625,1854224,2023-01-02
2023-01-09,606.7930908203125,615.5999755859375,629.0,547.0499877929688,565.1500244140625,2039852,2023-01-09
2023-01-16,596.6405029296875,605.2999877929688,653.5999755859375,600.25,619.0,1719143,2023-01-16
2023-01-23,612.4115600585938,621.2999877929688,658.5999755859375,604.8499755859375,608.3499755859375,2372450,2023-01-23
2023-01-30,642.6231689453125,651.9500122070312,668.0,618.2999877929688,621.9000244140625,860123,2023-01-30
2023-02-06,635.9696655273438,645.2000122070312,679.7999877929688,616.5499877929688,655.0,1034395,2023-02-06
2023-02-13,629.3162231445312,638.4500122070312,731.7999877929688,606.25,677.4500122070312,2632276,2023-02-13
2023-02-20,625.2256469726562,634.2999877929688,644.9000244140625,607.0,640.8499755859375,1797339,2023-02-20
2023-02-27,639.5182495117188,648.7999877929688,656.9500122070312,620.6500244140625,633.7999877929688,2067082,2023-02-27
2023-03-06,626.802734375,635.9000244140625,652.0499877929688,616.2999877929688,652.0499877929688,455854,2023-03-06
2023-03-13,613.3480224609375,622.25,654.0,615.6500244140625,639.0,803350,2023-03-13
2023-03-20,644.2001953125,653.5499877929688,660.0,612.3499755859375,619.0,727835,2023-03-20
2023-03-27,641.14453125,650.4500122070312,669.25,634.0499877929688,656.8499755859375,947264,2023-03-27
2023-04-03,611.179443359375,620.0499877929688,658.0,618.0499877929688,658.0,834768,2023-04-03
2023-04-10,575.0538940429688,583.4000244140625,625.9000244140625,574.25,625.9000244140625,658674,2023-04-10
2023-04-17,535.9710083007812,543.75,582.7999877929688,526.0,582.7999877929688,1369094,2023-04-17
2023-04-24,542.969482421875,550.8499755859375,564.3499755859375,536.2999877929688,549.0,645694,2023-04-24
2023-05-01,541.1459350585938,549.0,560.6500244140625,537.2000122070312,550.8499755859375,299261,2023-05-01
2023-05-08,540.7515869140625,548.5999755859375,558.2999877929688,534.2999877929688,549.9500122070312,488278,2023-05-08
2023-05-15,532.274658203125,540.0,552.9000244140625,522.7000122070312,552.7000122070312,511167,2023-05-15
2023-05-22,524.1919555664062,531.7999877929688,546.2999877929688,525.1500244140625,543.9000244140625,323192,2023-05-22
2023-05-29,537.1046142578125,544.9000244140625,568.1500244140625,539.0499877929688,566.0,1212371,2023-05-29
2023-06-05,574.856689453125,583.2000122070312,609.3499755859375,546.6500244140625,547.5,1911891,2023-06-05
2023-06-12,558.0999145507812,566.2000122070312,591.4500122070312,561.3499755859375,585.7000122070312,918614,2023-06-12
2023-06-19,527.4447631835938,535.0999755859375,576.25,510.0,573.0,3054385,2023-06-19
2023-06-26,528.5783081054688,536.25,544.7000122070312,529.0499877929688,537.5,909723,2023-06-26
2023-07-03,526.9027099609375,534.5499877929688,553.75,532.0499877929688,545.0,859914,2023-07-03
2023-07-10,522.3685302734375,529.9500122070312,548.25,526.7000122070312,543.0,815827,2023-07-10
2023-07-17,522.3192138671875,529.9000244140625,536.0,527.7999877929688,533.7999877929688,612264,2023-07-17
2023-07-24,518.06103515625,523.0999755859375,538.75,519.0,533.0,651069,2023-07-24
2023-07-31,510.58380126953125,515.5499877929688,528.5,494.1499938964844,524.9500122070312,2016590,2023-07-31
2023-08-07,514.5947265625,519.5999755859375,525.5,507.0,524.75,1015931,2023-08-07
2023-08-14,553.1696166992188,558.5499877929688,569.0,504.0,504.0,1922801,2023-08-14
2023-08-21,588.1295166015625,593.8499755859375,600.0,546.5499877929688,562.7999877929688,1546168,2023-08-21
2023-08-28,657.9009399414062,664.2999877929688,685.0,593.2999877929688,601.9500122070312,3759781,2023-08-28
2023-09-04,627.1005859375,633.2000122070312,673.6500244140625,622.0499877929688,673.5499877929688,1231808,2023-09-04
2023-09-11,606.4017944335938,612.2999877929688,653.0,595.9000244140625,637.8499755859375,1285346,2023-09-11
2023-09-18,580.1075439453125,585.75,621.9500122070312,583.7000122070312,619.9000244140625,673934,2023-09-18
2023-09-25,583.1776733398438,588.8499755859375,605.0,580.0499877929688,594.0,757038,2023-09-25
2023-10-02,581.8406982421875,587.5,617.5,584.5,588.8499755859375,643449,2023-10-02
2023-10-09,643.4910888671875,649.75,672.5,589.0,589.0,6252831,2023-10-09
2023-10-16,626.5062866210938,632.5999755859375,689.0,629.0,655.5999755859375,1682452,2023-10-16
2023-10-23,601.549072265625,607.4000244140625,635.5999755859375,572.9500122070312,633.0,1101317,2023-10-23
2023-10-30,512.3169555664062,517.2999877929688,609.9000244140625,510.04998779296875,608.2999877929688,2045663,2023-10-30
2023-11-06,522.0224609375,527.0999755859375,543.7000122070312,520.2000122070312,530.0,1633000,2023-11-06
2023-11-13,524.8450927734375,529.9500122070312,545.7000122070312,526.9500122070312,540.0,792034,2023-11-13
2023-11-20,555.404541015625,559.75,565.2000122070312,516.0,529.9000244140625,2816952,2023-11-20
2023-11-27,586.808837890625,591.4000244140625,594.9000244140625,549.0999755859375,559.75,1715790,2023-11-27
2023-12-04,617.4193725585938,622.25,628.7999877929688,581.5499877929688,599.0,2064759,2023-12-04
2023-12-11,625.506103515625,630.4000244140625,647.7999877929688,597.0999755859375,612.0,1589832,2023-12-11
2023-12-18,643.6640625,648.7000122070312,676.5,600.0,634.0,9524025,2023-12-18
2023-12-25,644.6563110351562,649.7000122070312,673.9000244140625,638.5,648.7000122070312,2117448,2023-12-25
2024-01-01,632.402099609375,637.3499755859375,677.0999755859375,635.0,653.4000244140625,3148867,2024-01-01
2024-01-08,618.3123779296875,623.1500244140625,646.9000244140625,611.5499877929688,639.0,2168525,2024-01-08
2024-01-15,612.309326171875,617.0999755859375,628.5499877929688,592.9500122070312,623.1500244140625,1029480,2024-01-15
2024-01-22,616.7743530273438,621.5999755859375,626.4000244140625,600.0,617.0999755859375,570164,2024-01-22
2024-01-29,614.64111328125,619.4500122070312,639.0,615.0,622.1500244140625,1109878,2024-01-29
2024-02-05,634.1385498046875,639.0999755859375,644.0,608.0,643.0,2851212,2024-02-05
2024-02-12,654.0328979492188,659.1500244140625,664.2999877929688,622.0,643.5999755859375,2389024,2024-02-12
2024-02-19,785.0217895507812,789.9500122070312,799.8499755859375,665.0,669.0,11259715,2024-02-19
2024-02-26,726.7376708984375,731.2999877929688,837.7000122070312,721.0999755859375,789.9500122070312,5079852,2024-02-26
2024-03-04,683.6581420898438,687.9500122070312,745.9500122070312,679.0499877929688,745.9500122070312,2189280,2024-03-04
2024-03-11,592.8779907226562,596.5999755859375,696.9000244140625,571.2999877929688,694.7999877929688,7367370,2024-03-11
2024-03-18,634.7650756835938,638.75,643.0,596.0499877929688,615.5499877929688,3265247,2024-03-18
2024-03-25,664.8263549804688,669.0,676.9500122070312,628.6500244140625,638.75,1124604,2024-03-25
2024-04-01,622.6411743164062,626.5499877929688,689.7000122070312,623.2000122070312,665.0,2259697,2024-04-01
2024-04-08,690.2666625976562,694.5999755859375,704.9000244140625,608.1500244140625,631.0,5968542,2024-04-08
2024-04-15,679.4346313476562,683.7000122070312,716.5499877929688,645.1500244140625,688.0,3619033,2024-04-15
2024-04-22,663.03759765625,667.2000122070312,703.0999755859375,665.0,690.9500122070312,1560256,2024-04-22
2024-04-29,653.5968627929688,657.7000122070312,673.0,630.0,672.7999877929688,1671755,2024-04-29
2024-05-06,625.3243408203125,629.25,669.5999755859375,616.4000244140625,660.4500122070312,1541004,2024-05-06
2024-05-13,617.9207763671875,621.7999877929688,649.7000122070312,583.5499877929688,628.5499877929688,2805826,2024-05-13
2024-05-20,621.1505126953125,625.0499877929688,631.0,611.5,621.0499877929688,949731,2024-05-20
2024-05-27,617.5233764648438,621.4000244140625,626.8499755859375,603.2999877929688,625.0499877929688,964452,2024-05-27
2024-06-03,610.1694946289062,614.0,645.0,581.0999755859375,645.0,1330040,2024-06-03
2024-06-10,668.6026611328125,672.7999877929688,686.9000244140625,608.0999755859375,620.1500244140625,5435849,2024-06-10
2024-06-17,692.353515625,696.7000122070312,704.25,641.3499755859375,672.7999877929688,3343393,2024-06-17
2024-06-24,665.7836303710938,669.0,709.2000122070312,654.0,689.7000122070312,13280549,2024-06-24
2024-07-01,743.4583740234375,747.0499877929688,759.9000244140625,673.2999877929688,676.0,11887396,2024-07-01
2024-07-08,708.8754272460938,712.2999877929688,749.7999877929688,695.0,747.0499877929688,2818074,2024-07-08
2024-07-15,681.0100708007812,684.2999877929688,714.7000122070312,680.5,714.7000122070312,1741917,2024-07-15
2024-07-22,729.2271728515625,732.75,747.4000244140625,660.0499877929688,678.0,2871321,2024-07-22
2024-07-29,767.7410888671875,771.4500122070312,806.9000244140625,732.75,735.0,5284161,2024-07-29
2024-08-05,708.6266479492188,712.0499877929688,753.2999877929688,674.0,682.3499755859375,7393393,2024-08-05
2024-08-12,746.1454467773438,749.75,755.0,695.9000244140625,713.9500122070312,2417342,2024-08-12
2024-08-19,797.3480834960938,801.2000122070312,832.0,747.4500122070312,750.4000244140625,4305718,2024-08-19
2024-08-26,739.278564453125,742.8499755859375,814.2999877929688,734.0,811.0999755859375,1963261,2024-08-26
2024-09-02,715.841796875,719.2999877929688,753.8499755859375,702.25,740.0499877929688,3706364,2024-09-02
2024-09-09,704.8449096679688,708.25,734.0,699.0,717.0,1509717,2024-09-09
2024-09-16,692.3055419921875,695.6500244140625,719.9000244140625,689.1500244140625,713.5999755859375,1348573,2024-09-16
2024-09-23,693.4002075195312,696.75,708.7999877929688,682.0,699.9500122070312,1278906,2024-09-23
2024-09-30,700.7646484375,704.1500244140625,729.5499877929688,689.0999755859375,696.8499755859375,1597238,2024-09-30
2024-10-07,669.1174926757812,672.3499755859375,710.0,665.5499877929688,704.25,1608198,2024-10-07
2024-10-14,655.7322387695312,658.9000244140625,680.0,631.9000244140625,673.9000244140625,959542,2024-10-14
2024-10-21,593.98046875,596.8499755859375,662.0,590.0499877929688,658.0,1203972,2024-10-21
2024-10-28,646.576416015625,649.7000122070312,694.5999755859375,622.0999755859375,630.7999877929688,7546850,2024-10-28
2024-11-04,676.5316772460938,679.7999877929688,699.0,636.0999755859375,649.4500122070312,2252541,2024-11-04
2024-11-11,676.5316772460938,679.7999877929688,696.7999877929688,631.0,650.0,1518196,2024-11-11
2024-11-18,676.5814819335938,679.8499755859375,703.9000244140625,659.0,671.4500122070312,905849,2024-11-18
2024-11-25,709.0247802734375,712.4500122070312,721.9000244140625,680.7999877929688,686.9500122070312,1489421,2024-11-25
2024-12-02,692.15625,695.5,730.0,687.0,710.0,1359410,2024-12-02
2024-12-09,666.0822143554688,669.2999877929688,715.3499755859375,660.8499755859375,694.0,1519120,2024-12-09
2024-12-16,652.19921875,655.3499755859375,677.5,650.0,662.5499877929688,932164,2024-12-16
2024-12-23,659.2153930664062,662.4000244140625,671.5,638.0999755859375,656.0,496510,2024-12-23
2024-12-30,657.4240112304688,660.5999755859375,674.1500244140625,656.0499877929688,663.0499877929688,435543,2024-12-30
2025-01-06,618.561767578125,621.5499877929688,666.2999877929688,615.0499877929688,661.0999755859375,907165,2025-01-06
2025-01-13,597.2646484375,600.1500244140625,622.6500244140625,593.0499877929688,619.9000244140625,601848,2025-01-13
2025-01-20,562.8807373046875,565.5999755859375,605.0,561.0999755859375,602.7000122070312,516987,2025-01-20
2025-01-27,584.028564453125,586.8499755859375,644.5999755859375,504.6000061035156,561.0,7639027,2025-01-27
2025-02-03,560.6415405273438,563.3499755859375,601.0,542.1500244140625,584.0499877929688,1512760,2025-02-03
2025-02-10,422.55865478515625,424.6000061035156,559.7999877929688,417.3999938964844,551.0,4948495,2025-02-10
2025-02-17,480.77740478515625,483.1000061035156,494.20001220703125,408.3500061035156,420.70001220703125,11533472,2025-02-17
2025-02-24,500.83050537109375,503.25,514.4500122070312,461.25,478.0,3113690,2025-02-24
2025-03-03,529.1437377929688,531.7000122070312,549.25,472.75,495.1499938964844,2848696,2025-03-03
2025-03-10,569.1007080078125,571.8499755859375,576.5,506.0,531.5499877929688,2219918,2025-03-10
2025-03-17,559.8951416015625,562.5999755859375,578.7999877929688,540.2000122070312,575.0,1447475,2025-03-17
2025-03-24,515.4100952148438,517.9000244140625,570.0,492.04998779296875,562.0,3449618,2025-03-24
2025-03-31,520.734375,523.25,555.9000244140625,502.0,517.9000244140625,1258412,2025-03-31
2025-04-07,598.2100830078125,601.0999755859375,616.4000244140625,480.0,480.0,2481376,2025-04-07
2025-04-14,635.57958984375,638.6500244140625,647.0,601.0999755859375,601.0999755859375,1261095,2025-04-14
2025-04-21,653.5427856445312,656.7000122070312,670.0,622.5499877929688,635.2000122070312,2205965,2025-04-21
2025-04-28,606.42041015625,609.3499755859375,667.5,560.0499877929688,653.9500122070312,2421669,2025-04-28
2025-05-05,551.2868041992188,553.9500122070312,628.5,544.2999877929688,571.2999877929688,2521317,2025-05-05
2025-05-12,595.373779296875,598.25,614.0,568.0,568.0,1387509,2025-05-12
2025-05-19,621.0,624.0,633.8499755859375,602.0,602.0,1242133,2025-05-19
2025-05-26,622.9903564453125,626.0,638.5,619.2999877929688,625.0,761106,2025-05-26
2025-06-02,642.2000122070312,642.2000122070312,650.2999877929688,614.0,625.0,871573,2025-06-02
2025-06-09,636.25,636.25,653.4000244140625,610.0,642.2000122070312,817891,2025-06-09
2025-06-16,633.0499877929688,633.0499877929688,639.0,605.5499877929688,634.0999755859375,693996,2025-06-16
2025-06-23,628.6500244140625,628.6500244140625,646.4000244140625,612.9500122070312,615.0,629337,2025-06-23
2025-06-30,636.3499755859375,636.3499755859375,660.0,611.5499877929688,630.9000244140625,885747,2025-06-30
2025-07-07,673.2000122070312,673.2000122070312,679.2000122070312,627.75,636.3499755859375,1011371,2025-07-07
2025-07-14,698.5999755859375,698.5999755859375,699.7000122070312,661.0999755859375,675.0,549871,2025-07-14
