Date,Adj Close_BLUEDART.NS,Close_BLUEDART.NS,High_BLUEDART.NS,Low_BLUEDART.NS,Open_BLUEDART.NS,Volume_BLUEDART.NS,Date
2020-07-13,1930.422607421875,1965.0,2002.449951171875,1950.0,1993.6500244140625,21357,2020-07-13
2020-07-20,2184.570068359375,2223.699951171875,2299.89990234375,1950.0,1976.0999755859375,354947,2020-07-20
2020-07-27,2029.9893798828125,2066.35009765625,2250.0,2048.0,2233.0,78590,2020-07-27
2020-08-03,1963.4805908203125,1998.6500244140625,2059.199951171875,1943.0,2046.0,122661,2020-08-03
2020-08-10,1875.309814453125,1908.9000244140625,2030.0,1900.0,2019.9000244140625,131599,2020-08-10
2020-08-17,1968.5889892578125,2003.8499755859375,2050.0,1873.050048828125,1924.949951171875,245087,2020-08-17
2020-08-24,2216.302001953125,2256.0,2294.0,2016.0,2060.0,546541,2020-08-24
2020-08-31,2248.721435546875,2289.0,2327.89990234375,2096.699951171875,2286.25,269294,2020-08-31
2020-09-07,2861.200927734375,2912.449951171875,2978.800048828125,2310.0,2320.0,1391607,2020-09-07
2020-09-14,2717.96630859375,2766.64990234375,3038.60009765625,2750.0,2880.0,265897,2020-09-14
2020-09-21,2828.2900390625,2878.949951171875,2898.800048828125,2431.85009765625,2796.5,166656,2020-09-21
2020-09-28,3188.537353515625,3245.64990234375,3345.0,2860.25,2899.89990234375,439856,2020-09-28
2020-10-05,3077.673583984375,3132.800048828125,3310.0,3080.0,3265.0,163700,2020-10-05
2020-10-12,3013.129638671875,3067.10009765625,3178.85009765625,2936.89990234375,3150.0,183269,2020-10-12
2020-10-19,3192.5654296875,3249.75,3275.0,2903.10009765625,3113.14990234375,112734,2020-10-19
2020-10-26,3631.258056640625,3696.300048828125,3789.89990234375,3155.10009765625,3268.0,668557,2020-10-26
2020-11-02,3657.63525390625,3723.14990234375,3994.89990234375,3563.550048828125,3696.300048828125,411984,2020-11-02
2020-11-09,4089.79443359375,4163.0498046875,4209.0,3712.0,3800.0,233324,2020-11-09
2020-11-16,3945.08642578125,4015.75,4299.7998046875,4000.0,4086.0,112815,2020-11-16
2020-11-23,3925.04541015625,3995.35009765625,4071.64990234375,3850.0,4036.35009765625,84332,2020-11-23
2020-11-30,3850.0390625,3919.0,3998.0,3885.0,3995.35009765625,86119,2020-11-30
2020-12-07,3781.516357421875,3849.25,3994.0,3806.199951171875,3921.0,73668,2020-12-07
2020-12-14,3799.789306640625,3867.85009765625,3953.64990234375,3728.5,3880.0,71353,2020-12-14
2020-12-21,3856.62109375,3925.699951171875,3945.050048828125,3709.0,3837.300048828125,87739,2020-12-21
2020-12-28,3997.93994140625,4069.550048828125,4170.9501953125,3932.10009765625,3950.0,154245,2020-12-28
2021-01-04,3925.880615234375,3996.199951171875,4145.0,3963.25,4111.0,109212,2021-01-04
2021-01-11,3829.998046875,3898.60009765625,4067.199951171875,3875.10009765625,4019.949951171875,68733,2021-01-11
2021-01-18,4144.5146484375,4218.75,4372.89990234375,3832.25,3900.0,403405,2021-01-18
2021-01-25,3903.62890625,3973.550048828125,4470.0,3950.10009765625,4249.89990234375,282192,2021-01-25
2021-02-01,4257.19677734375,4333.4501953125,4451.0,3820.050048828125,3973.550048828125,387641,2021-02-01
2021-02-08,4516.6982421875,4597.60009765625,4765.0,4311.75,4368.7998046875,348308,2021-02-08
2021-02-15,4615.38037109375,4698.0498046875,4949.0,4600.0,4620.0,254772,2021-02-15
2021-02-22,4613.072265625,4695.7001953125,4785.0,4501.0,4671.0,93221,2021-02-22
2021-03-01,4718.28662109375,4802.7998046875,4899.0,4555.0,4744.0,88130,2021-03-01
2021-03-08,5460.05126953125,5557.85009765625,5635.0,4822.0,4888.0,385561,2021-03-08
2021-03-15,5179.3291015625,5272.10009765625,5740.0,5111.10009765625,5614.0,170990,2021-03-15
2021-03-22,5228.9404296875,5322.60009765625,5482.0,4825.0,5315.0,139724,2021-03-22
2021-03-29,5492.81396484375,5591.2001953125,5845.0,5239.89990234375,5322.60009765625,188652,2021-03-29
2021-04-05,5199.1240234375,5292.25,5599.0,5215.0,5599.0,71943,2021-04-05
2021-04-12,5099.65576171875,5191.0,5390.9501953125,5121.0,5292.25,71976,2021-04-12
2021-04-19,5095.923828125,5187.2001953125,5250.14990234375,4980.75,5235.0,87102,2021-04-19
2021-04-26,5152.017578125,5244.2998046875,5499.0,4952.0,5214.5,147311,2021-04-26
2021-05-03,5205.70654296875,5298.9501953125,5649.9501953125,5180.0,5180.0,298534,2021-05-03
2021-05-10,5154.32666015625,5246.64990234375,5470.0,5202.0,5377.2998046875,132434,2021-05-10
2021-05-17,5854.9765625,5959.85009765625,6145.0,5273.7998046875,5300.0,482340,2021-05-17
2021-05-24,5989.17333984375,6096.4501953125,6177.5,5970.5498046875,6044.0,180689,2021-05-24
2021-05-31,5928.8046875,6035.0,6155.0,5970.0,6100.0498046875,142405,2021-05-31
2021-06-07,5858.0224609375,5962.9501953125,6173.0,5900.0,6050.0,148696,2021-06-07
2021-06-14,5490.505859375,5588.85009765625,5999.9501953125,5555.0,5962.9501953125,155541,2021-06-14
2021-06-21,5745.978515625,5848.89990234375,5929.0,5545.85009765625,5590.0,120982,2021-06-21
2021-06-28,5816.66259765625,5920.85009765625,5949.7001953125,5680.0,5865.0,145010,2021-06-28
2021-07-05,5790.2861328125,5894.0,5979.89990234375,5781.0,5959.0,114619,2021-07-05
2021-07-12,5696.908203125,5798.9501953125,5984.0,5786.5498046875,5894.0,116035,2021-07-12
2021-07-19,5592.2822265625,5692.4501953125,5875.0,5600.0,5818.0,76074,2021-07-19
2021-07-26,5385.89013671875,5468.2001953125,5737.2998046875,5339.10009765625,5690.0,114134,2021-07-26
2021-08-02,5463.84912109375,5547.35009765625,5869.9501953125,5339.10009765625,5444.0,322895,2021-08-02
2021-08-09,5612.03369140625,5697.7998046875,5725.0,5306.5,5550.0,95422,2021-08-09
2021-08-16,5657.4892578125,5743.9501953125,5840.0,5660.0,5724.0,50925,2021-08-16
2021-08-23,5605.23779296875,5690.89990234375,5875.0,5598.14990234375,5755.0,148302,2021-08-23
2021-08-30,6202.1162109375,6296.89990234375,6339.0,5658.0498046875,5745.0,333106,2021-08-30
2021-09-06,6326.17041015625,6422.85009765625,6544.0,6130.0,6311.0,375187,2021-09-06
2021-09-13,6385.75927734375,6483.35009765625,6510.0,6333.85009765625,6510.0,151309,2021-09-13
2021-09-20,6357.1962890625,6454.35009765625,6544.0,6176.0,6480.0,136548,2021-09-20
2021-09-27,6323.06787109375,6419.7001953125,6619.0,6322.25,6454.0,114385,2021-09-27
2021-10-04,6333.95166015625,6430.75,6610.0,6301.10009765625,6422.0,94671,2021-10-04
2021-10-11,6410.62890625,6508.60009765625,6595.0,6385.0,6470.0,79887,2021-10-11
2021-10-18,6172.419921875,6266.75,6538.0,5933.4501953125,6500.0,107447,2021-10-18
2021-10-25,6554.5302734375,6654.7001953125,6779.7998046875,6021.0,6220.0,167103,2021-10-25
2021-11-01,6722.51318359375,6825.25,7059.0,6625.5,6655.0,193966,2021-11-01
2021-11-08,6841.54443359375,6946.10009765625,7275.0,6826.2998046875,6830.0,114882,2021-11-08
2021-11-15,6769.396484375,6872.85009765625,7173.75,6680.0,6899.0,80324,2021-11-15
2021-11-22,6695.673828125,6798.0,6996.0,6507.0498046875,6934.0498046875,66501,2021-11-22
2021-11-29,6483.958984375,6583.0498046875,6909.9501953125,6445.0498046875,6732.25,79012,2021-11-29
2021-12-06,6373.0048828125,6470.39990234375,6624.0,6344.7998046875,6602.0,93264,2021-12-06
