Date,Adj Close_ENIL.NS,Close_ENIL.NS,High_ENIL.NS,Low_ENIL.NS,Open_ENIL.NS,Volume_ENIL.NS,Date
2020-12-21,153.3949737548828,157.3000030517578,168.9499969482422,148.85000610351562,166.75,135657,2020-12-21
2020-12-28,172.3621063232422,176.75,184.0,156.0500030517578,159.89999389648438,3458645,2020-12-28
2021-01-04,166.9986572265625,171.25,189.3000030517578,169.5500030517578,178.0,2103709,2021-01-04
2021-01-11,161.4889373779297,165.60000610351562,177.1999969482422,161.14999389648438,172.14999389648438,671221,2021-01-11
2021-01-18,150.8107452392578,154.64999389648438,165.89999389648438,153.0,165.89999389648438,541297,2021-01-18
2021-01-25,144.76466369628906,148.4499969482422,157.8000030517578,139.3000030517578,154.6999969482422,533184,2021-01-25
2021-02-01,151.3470916748047,155.1999969482422,165.14999389648438,148.0,152.85000610351562,405742,2021-02-01
2021-02-08,167.77880859375,172.0500030517578,174.0,153.25,156.3000030517578,728501,2021-02-08
2021-02-15,155.930419921875,159.89999389648438,172.35000610351562,157.89999389648438,167.0,209478,2021-02-15
2021-02-22,154.90650939941406,158.85000610351562,164.5,157.0,160.39999389648438,194218,2021-02-22
2021-03-01,168.21763610839844,172.5,177.0,158.25,159.8000030517578,527814,2021-03-01
2021-03-08,167.2912139892578,171.5500030517578,175.0,163.3000030517578,173.0500030517578,212781,2021-03-08
2021-03-15,146.27618408203125,150.0,178.85000610351562,145.0500030517578,171.0500030517578,404064,2021-03-15
2021-03-22,147.1538543701172,150.89999389648438,159.8000030517578,146.3000030517578,153.0,482610,2021-03-22
2021-03-29,142.86309814453125,146.5,153.89999389648438,142.85000610351562,150.89999389648438,152940,2021-03-29
2021-04-05,147.25137329101562,151.0,163.0,140.10000610351562,148.5,386420,2021-04-05
2021-04-12,141.6441192626953,145.25,149.5500030517578,140.0,148.0,217975,2021-04-12
2021-04-19,140.66896057128906,144.25,148.14999389648438,140.5,145.0,113514,2021-04-19
2021-04-26,142.4730224609375,146.10000610351562,151.8000030517578,143.9499969482422,145.64999389648438,187933,2021-04-26
2021-05-03,143.4481964111328,147.10000610351562,149.9499969482422,143.0500030517578,149.0,205556,2021-05-03
2021-05-10,146.324951171875,150.0500030517578,157.39999389648438,146.60000610351562,148.8000030517578,250033,2021-05-10
2021-05-17,152.1272430419922,156.0,157.0500030517578,147.10000610351562,150.5,289539,2021-05-17
2021-05-24,174.70254516601562,179.14999389648438,194.1999969482422,157.10000610351562,159.10000610351562,1759388,2021-05-24
2021-05-31,169.53411865234375,173.85000610351562,182.89999389648438,168.5500030517578,179.5,574341,2021-05-31
2021-06-07,181.48001098632812,186.10000610351562,204.85000610351562,173.1999969482422,179.0,2114386,2021-06-07
2021-06-14,174.8975830078125,179.35000610351562,212.0,173.0,193.39999389648438,2636310,2021-06-14
2021-06-21,172.50839233398438,176.89999389648438,187.0,175.0500030517578,175.0500030517578,378135,2021-06-21
2021-06-28,167.87631225585938,172.14999389648438,179.35000610351562,169.25,177.8000030517578,695566,2021-06-28
2021-07-05,181.2362060546875,185.85000610351562,197.5,172.1999969482422,174.9499969482422,1632265,2021-07-05
2021-07-12,182.7477264404297,187.39999389648438,194.60000610351562,185.0500030517578,191.9499969482422,637951,2021-07-12
2021-07-19,191.37803649902344,196.25,206.39999389648438,184.0500030517578,188.89999389648438,1174779,2021-07-19
2021-07-26,203.95777893066406,209.14999389648438,226.25,184.0500030517578,197.64999389648438,1858339,2021-07-26
2021-08-02,201.03224182128906,206.14999389648438,226.9499969482422,205.0,210.64999389648438,1063029,2021-08-02
2021-08-09,200.54466247558594,205.64999389648438,213.9499969482422,186.0,208.25,599733,2021-08-09
2021-08-16,182.4064178466797,187.0500030517578,207.89999389648438,186.14999389648438,207.89999389648438,369108,2021-08-16
2021-08-23,178.31069946289062,182.85000610351562,193.5,172.5,193.5,396602,2021-08-23
2021-08-30,197.3265838623047,202.35000610351562,210.5,182.39999389648438,185.39999389648438,259715,2021-08-30
2021-09-06,202.83631896972656,208.0,221.9499969482422,196.4499969482422,202.35000610351562,611950,2021-09-06
2021-09-13,192.645751953125,197.5500030517578,212.0,196.0500030517578,208.89999389648438,270927,2021-09-13
2021-09-20,182.06509399414062,186.6999969482422,200.0,183.10000610351562,192.5500030517578,311086,2021-09-20
2021-09-27,179.36489868164062,183.0,191.9499969482422,179.14999389648438,190.0,235065,2021-09-27
2021-10-04,186.91195678710938,190.6999969482422,196.0,183.14999389648438,186.64999389648438,215813,2021-10-04
2021-10-11,182.69735717773438,186.39999389648438,193.85000610351562,184.0,190.85000610351562,151091,2021-10-11
2021-10-18,180.00198364257812,183.64999389648438,191.4499969482422,181.0,185.0500030517578,187952,2021-10-18
2021-10-25,173.87612915039062,177.39999389648438,195.85000610351562,176.10000610351562,186.9499969482422,343856,2021-10-25
2021-11-01,186.4709014892578,190.25,191.4499969482422,177.0,182.10000610351562,147026,2021-11-01
2021-11-08,205.87759399414062,210.0500030517578,216.39999389648438,187.0,187.0,572714,2021-11-08
2021-11-15,193.13580322265625,197.0500030517578,213.89999389648438,196.0,210.0,100007,2021-11-15
2021-11-22,182.15829467773438,185.85000610351562,202.1999969482422,185.10000610351562,195.10000610351562,131160,2021-11-22
2021-11-29,181.22715759277344,184.89999389648438,194.89999389648438,176.0,181.14999389648438,131107,2021-11-29
2021-12-06,182.94239807128906,186.64999389648438,193.0,176.5500030517578,188.5,146514,2021-12-06
2021-12-13,172.20989990234375,175.6999969482422,199.89999389648438,175.0500030517578,186.64999389648438,370879,2021-12-13
2021-12-20,161.03636169433594,164.3000030517578,176.35000610351562,162.0500030517578,175.25,291128,2021-12-20
2021-12-27,168.2403564453125,171.64999389648438,173.6999969482422,161.60000610351562,164.8000030517578,120008,2021-12-27
2022-01-03,168.14234924316406,171.5500030517578,176.8000030517578,169.6999969482422,175.0,110113,2022-01-03
2022-01-10,172.0138702392578,175.5,179.0,169.5,173.5,139776,2022-01-10
2022-01-17,164.66285705566406,168.0,178.75,165.5,176.6999969482422,122764,2022-01-17
2022-01-24,169.073486328125,172.5,178.0,158.85000610351562,170.0,167295,2022-01-24
2022-01-31,170.59268188476562,174.0500030517578,180.85000610351562,167.0,176.39999389648438,80283,2022-01-31
2022-02-07,184.31460571289062,188.0500030517578,205.60000610351562,173.0500030517578,173.0500030517578,1367670,2022-02-07
2022-02-14,191.56759643554688,195.4499969482422,198.1999969482422,177.0,185.0,413985,2022-02-14
2022-02-21,179.5119171142578,183.14999389648438,196.89999389648438,166.5500030517578,196.89999389648438,238768,2022-02-21
2022-02-28,181.66822814941406,185.35000610351562,188.0,165.10000610351562,179.5,333308,2022-02-28
2022-03-07,198.33053588867188,202.35000610351562,214.89999389648438,176.10000610351562,182.9499969482422,445101,2022-03-07
2022-03-14,211.80740356445312,216.10000610351562,227.0,199.0,204.0,637473,2022-03-14
2022-03-21,197.74244689941406,201.75,217.0,199.3000030517578,214.0,180953,2022-03-21
2022-03-28,204.99546813964844,209.14999389648438,213.0,192.5,201.75,205822,2022-03-28
2022-04-04,199.99676513671875,204.0500030517578,217.4499969482422,200.3000030517578,215.0,152940,2022-04-04
2022-04-11,202.44711303710938,206.5500030517578,222.9499969482422,200.60000610351562,203.85000610351562,350178,2022-04-11
2022-04-18,197.69345092773438,201.6999969482422,206.89999389648438,194.0,204.0,298656,2022-04-18
2022-04-25,192.30270385742188,196.1999969482422,204.0500030517578,191.5500030517578,201.39999389648438,147549,2022-04-25
2022-05-02,199.99676513671875,204.0500030517578,227.0,193.60000610351562,195.6999969482422,941372,2022-05-02
2022-05-09,194.60601806640625,198.5500030517578,216.0,191.6999969482422,195.0,646712,2022-05-09
2022-05-16,190.6854705810547,194.5500030517578,207.85000610351562,193.0,200.0,173363,2022-05-16
2022-05-23,175.83639526367188,179.39999389648438,196.75,171.4499969482422,195.89999389648438,147843,2022-05-23
2022-05-30,181.71722412109375,185.39999389648438,194.8000030517578,177.10000610351562,182.0500030517578,110613,2022-05-30
2022-06-06,180.44305419921875,184.10000610351562,192.0,180.5500030517578,187.0,42985,2022-06-06
2022-06-13,169.26950073242188,172.6999969482422,185.75,162.0500030517578,185.75,94440,2022-06-13
2022-06-20,169.22048950195312,172.64999389648438,174.9499969482422,162.25,170.10000610351562,36125,2022-06-20
2022-06-27,169.95558166503906,173.39999389648438,180.0,168.1999969482422,180.0,36089,2022-06-27
2022-07-04,178.58079528808594,182.1999969482422,184.75,172.25,174.5,45530,2022-07-04
2022-07-11,175.0032958984375,178.5500030517578,189.14999389648438,173.5,180.0,82447,2022-07-11
2022-07-18,178.62979125976562,182.25,190.0,177.64999389648438,177.64999389648438,96249,2022-07-18
2022-07-25,180.2470245361328,183.89999389648438,186.10000610351562,177.60000610351562,180.5,52625,2022-07-25
2022-08-01,179.5609130859375,183.1999969482422,186.9499969482422,181.1999969482422,186.60000610351562,56964,2022-08-01
2022-08-08,166.91717529296875,170.3000030517578,192.5500030517578,162.39999389648438,184.9499969482422,234263,2022-08-08
2022-08-15,167.01519775390625,170.39999389648438,179.4499969482422,168.0,170.3000030517578,108831,2022-08-15
2022-08-22,171.08274841308594,174.5500030517578,177.4499969482422,168.0,171.5,98858,2022-08-22
2022-08-29,170.59268188476562,174.0500030517578,177.4499969482422,168.5,168.5,63097,2022-08-29
2022-09-05,168.33836364746094,171.75,175.5,169.5,174.0500030517578,177318,2022-09-05
2022-09-12,165.05490112304688,168.39999389648438,184.39999389648438,167.0,173.64999389648438,272442,2022-09-12
2022-09-19,164.76087951660156,168.10000610351562,177.0,165.35000610351562,169.39999389648438,118350,2022-09-19
2022-09-26,163.92103576660156,166.25,169.89999389648438,157.5500030517578,167.0,133654,2022-09-26
2022-10-03,162.78713989257812,165.10000610351562,170.14999389648438,158.14999389648438,165.0,74440,2022-10-03
2022-10-10,159.68125915527344,161.9499969482422,168.35000610351562,159.3000030517578,160.5,95833,2022-10-10
2022-10-17,158.7938690185547,161.0500030517578,164.9499969482422,155.1999969482422,160.4499969482422,70764,2022-10-17
2022-10-24,155.6387176513672,157.85000610351562,166.0,157.14999389648438,162.0,44527,2022-10-24
2022-10-31,155.78660583496094,158.0,163.0500030517578,156.5500030517578,157.5,63312,2022-10-31
2022-11-07,161.6532440185547,163.9499969482422,167.9499969482422,159.0,159.14999389648438,81137,2022-11-07
2022-11-14,149.1804656982422,151.3000030517578,165.0,151.0,164.0,168829,2022-11-14
2022-11-21,158.54736328125,160.8000030517578,164.60000610351562,144.8000030517578,152.0,233244,2022-11-21
2022-11-28,155.09640502929688,157.3000030517578,164.60000610351562,153.1999969482422,159.9499969482422,341344,2022-11-28
2022-12-05,152.33563232421875,154.5,160.4499969482422,154.0,157.0,116210,2022-12-05
2022-12-12,154.75131225585938,156.9499969482422,160.0,153.0,154.8000030517578,111861,2022-12-12
2022-12-19,145.7294921875,147.8000030517578,158.89999389648438,146.0,156.1999969482422,174243,2022-12-19
2022-12-26,151.5961456298828,153.75,157.8000030517578,145.10000610351562,149.0,86414,2022-12-26
2023-01-02,147.1591796875,149.25,157.0,147.10000610351562,153.75,97258,2023-01-02
2023-01-09,146.56756591796875,148.64999389648438,151.75,143.0,150.75,62639,2023-01-09
2023-01-16,142.17991638183594,144.1999969482422,150.0500030517578,143.5,150.0500030517578,37571,2023-01-16
2023-01-23,134.83428955078125,136.75,149.89999389648438,133.89999389648438,146.35000610351562,69955,2023-01-23
2023-01-30,132.71441650390625,134.60000610351562,149.5,131.0,136.5,199645,2023-01-30
2023-02-06,141.5883331298828,143.60000610351562,146.1999969482422,129.85000610351562,136.0,87988,2023-02-06
2023-02-13,130.742431640625,132.60000610351562,143.0,130.14999389648438,143.0,129788,2023-02-13
2023-02-20,124.33348083496094,126.0999984741211,133.1999969482422,123.8499984741211,132.1999969482422,207182,2023-02-20
2023-02-27,124.03768920898438,125.80000305175781,127.94999694824219,121.4000015258789,125.05000305175781,92164,2023-02-27
2023-03-06,123.34748840332031,125.0999984741211,127.19999694824219,121.55000305175781,125.80000305175781,84571,2023-03-06
2023-03-13,115.90325927734375,117.55000305175781,126.5,112.69999694824219,126.5,169126,2023-03-13
2023-03-20,114.17777252197266,115.80000305175781,135.0,111.0,117.6500015258789,487089,2023-03-20
2023-03-27,115.16376495361328,116.80000305175781,132.8000030517578,110.0,114.05000305175781,528961,2023-03-27
2023-04-03,125.86177062988281,127.6500015258789,133.0,116.19999694824219,117.9000015258789,360481,2023-04-03
2023-04-10,127.88304901123047,129.6999969482422,133.25,122.25,126.5999984741211,53241,2023-04-10
2023-04-17,122.26290130615234,124.0,129.4499969482422,121.0999984741211,128.85000610351562,74369,2023-04-17
2023-04-24,128.3760528564453,130.1999969482422,133.64999389648438,122.0,122.0,76144,2023-04-24
2023-05-01,114.02987670898438,115.6500015258789,134.1999969482422,114.3499984741211,130.1999969482422,177331,2023-05-01
2023-05-08,114.91726684570312,116.55000305175781,123.0,115.0,117.30000305175781,93027,2023-05-08
2023-05-15,118.41753387451172,120.0999984741211,129.0,116.0,116.0,147931,2023-05-15
2023-05-22,117.82594299316406,119.5,123.9000015258789,116.69999694824219,121.9000015258789,138181,2023-05-22
2023-05-29,117.28363800048828,118.94999694824219,121.69999694824219,118.1500015258789,121.69999694824219,118293,2023-05-29
2023-06-05,118.2696304321289,119.94999694824219,124.0,118.0999984741211,120.6500015258789,221890,2023-06-05
2023-06-12,127.29145812988281,129.10000610351562,132.5500030517578,120.0,121.8499984741211,334632,2023-06-12
2023-06-19,129.1155242919922,130.9499969482422,132.0,125.05000305175781,129.9499969482422,182751,2023-06-19
2023-06-26,132.02420043945312,133.89999389648438,140.0,128.10000610351562,131.89999389648438,274113,2023-06-26
2023-07-03,135.52447509765625,137.4499969482422,140.5,131.8000030517578,135.5,197775,2023-07-03
2023-07-10,135.42588806152344,137.35000610351562,139.6999969482422,132.0,137.4499969482422,130862,2023-07-10
2023-07-17,138.03875732421875,140.0,147.0,132.5,137.35000610351562,470127,2023-07-17
2023-07-24,144.7928009033203,146.85000610351562,159.0,139.10000610351562,142.0500030517578,1164674,2023-07-24
2023-07-31,148.24375915527344,150.35000610351562,152.9499969482422,140.25,146.9499969482422,308395,2023-07-31
2023-08-07,150.70875549316406,152.85000610351562,162.6999969482422,145.0,151.75,347995,2023-08-07
2023-08-14,151.00453186035156,153.14999389648438,157.3000030517578,148.3000030517578,153.8000030517578,188688,2023-08-14
2023-08-21,145.7294921875,147.8000030517578,156.89999389648438,146.60000610351562,151.60000610351562,160673,2023-08-21
2023-08-28,154.1597137451172,156.35000610351562,163.0,145.0,149.0,419543,2023-08-28
2023-09-04,158.94175720214844,161.1999969482422,166.60000610351562,154.0500030517578,158.5,487480,2023-09-04
2023-09-11,146.76478576660156,148.85000610351562,162.5,141.35000610351562,161.0,471403,2023-09-11
2023-09-18,150.10296630859375,151.1999969482422,154.0,144.0,149.9499969482422,82514,2023-09-18
2023-09-25,157.3003692626953,158.4499969482422,160.5,148.3000030517578,152.0,296817,2023-09-25
2023-10-02,175.46759033203125,176.75,186.0,158.0,158.4499969482422,1810600,2023-10-02
2023-10-09,185.49432373046875,186.85000610351562,188.39999389648438,168.0,173.39999389648438,1027862,2023-10-09
2023-10-16,185.29576110839844,186.64999389648438,197.89999389648438,182.85000610351562,185.0,766202,2023-10-16
2023-10-23,173.43246459960938,174.6999969482422,187.0500030517578,166.89999389648438,186.0,365288,2023-10-23
2023-10-30,174.42520141601562,175.6999969482422,180.85000610351562,169.0,174.6999969482422,169262,2023-10-30
2023-11-06,184.94830322265625,186.3000030517578,189.0,169.8000030517578,176.1999969482422,370420,2023-11-06
2023-11-13,182.9628143310547,184.3000030517578,189.9499969482422,180.3000030517578,187.0,251969,2023-11-13
2023-11-20,191.30186462402344,192.6999969482422,197.89999389648438,184.1999969482422,186.85000610351562,602003,2023-11-20
2023-11-27,184.35264587402344,185.6999969482422,194.8000030517578,184.0,192.6999969482422,213583,2023-11-27
2023-12-04,200.2862091064453,201.75,213.0,183.8000030517578,187.3000030517578,2472671,2023-12-04
2023-12-11,194.1808319091797,195.60000610351562,208.25,194.85000610351562,203.3000030517578,439654,2023-12-11
2023-12-18,186.8841552734375,188.25,197.85000610351562,174.85000610351562,193.39999389648438,426299,2023-12-18
2023-12-25,181.2255096435547,182.5500030517578,191.4499969482422,180.5,188.25,192685,2023-12-25
2024-01-01,186.68560791015625,188.0500030517578,193.5,181.3000030517578,185.1999969482422,443373,2024-01-01
2024-01-08,229.8203582763672,231.5,238.0500030517578,189.5500030517578,189.9499969482422,4226510,2024-01-08
2024-01-15,242.77566528320312,244.5500030517578,259.70001220703125,226.10000610351562,235.4499969482422,2409637,2024-01-15
2024-01-22,245.10861206054688,246.89999389648438,254.60000610351562,221.6999969482422,244.5500030517578,656646,2024-01-22
2024-01-29,239.3010711669922,241.0500030517578,257.0,239.8000030517578,255.0,731129,2024-01-29
2024-02-05,287.00244140625,289.1000061035156,318.70001220703125,241.0500030517578,241.0500030517578,5666895,2024-02-05
2024-02-12,305.7156677246094,307.95001220703125,315.6000061035156,244.4499969482422,290.8999938964844,4410502,2024-02-12
2024-02-19,337.6820373535156,340.1499938964844,350.95001220703125,303.8500061035156,310.5,3082793,2024-02-19
2024-02-26,337.93023681640625,340.3999938964844,358.79998779296875,315.5,344.5,1117896,2024-02-26
2024-03-04,317.032958984375,319.3500061035156,350.0,309.95001220703125,348.70001220703125,650005,2024-03-04
2024-03-11,276.2311706542969,278.25,321.3500061035156,264.04998779296875,319.25,990352,2024-03-11
2024-03-18,280.6985168457031,282.75,298.6499938964844,265.79998779296875,280.1499938964844,799743,2024-03-18
2024-03-25,258.2624816894531,260.1499938964844,296.79998779296875,256.0,282.75,680742,2024-03-25
2024-04-01,274.990234375,277.0,288.20001220703125,262.5,262.5,496066,2024-04-01
2024-04-08,264.1693115234375,266.1000061035156,284.3999938964844,264.3500061035156,278.04998779296875,238535,2024-04-08
2024-04-15,259.9997863769531,261.8999938964844,276.29998779296875,250.75,258.0,369642,2024-04-15
2024-04-22,267.395751953125,269.3500061035156,285.8500061035156,259.8999938964844,266.0,570837,2024-04-22
2024-04-29,263.4743957519531,265.3999938964844,278.79998779296875,261.6499938964844,269.3500061035156,377189,2024-04-29
2024-05-06,239.747802734375,241.5,279.0,237.89999389648438,277.20001220703125,688052,2024-05-06
2024-05-13,239.7974395751953,241.5500030517578,245.8000030517578,235.0,240.60000610351562,271320,2024-05-13
2024-05-20,231.5080108642578,233.1999969482422,241.89999389648438,231.5500030517578,239.5500030517578,328696,2024-05-20
2024-05-27,219.59507751464844,221.1999969482422,237.75,218.10000610351562,235.0,384715,2024-05-27
2024-06-03,222.0769500732422,223.6999969482422,231.0,197.9499969482422,231.0,377765,2024-06-03
2024-06-10,228.9864501953125,230.66000366210938,235.0,217.85000610351562,224.9499969482422,582840,2024-06-10
2024-06-17,238.2388153076172,239.97999572753906,243.0,217.50999450683594,230.66000366210938,470794,2024-06-17
2024-06-24,241.78292846679688,243.5500030517578,273.3800048828125,236.02000427246094,240.0,1700597,2024-06-24
2024-07-01,253.56680297851562,255.4199981689453,273.0,242.00999450683594,244.39999389648438,654755,2024-07-01
2024-07-08,247.431640625,249.24000549316406,265.5899963378906,246.05999755859375,256.0,412148,2024-07-08
2024-07-15,234.89328002929688,236.61000061035156,256.70001220703125,233.35000610351562,250.0,236472,2024-07-15
2024-07-22,242.7458953857422,244.52000427246094,251.0,224.0,235.5,347249,2024-07-22
2024-07-29,232.3518524169922,234.0500030517578,262.0,226.0,247.4199981689453,745573,2024-07-29
2024-08-05,217.9074249267578,219.5,229.85000610351562,210.0,225.0,394332,2024-08-05
2024-08-12,206.78868103027344,208.3000030517578,232.5,201.4499969482422,216.0,281632,2024-08-12
2024-08-19,215.1773681640625,216.75,219.9499969482422,209.1999969482422,209.1999969482422,280908,2024-08-19
2024-08-26,211.15675354003906,212.6999969482422,224.89999389648438,210.8000030517578,217.0,289306,2024-08-26
2024-09-02,205.2797088623047,206.77999877929688,216.5,205.14999389648438,215.8000030517578,240804,2024-09-02
2024-09-09,202.42059326171875,203.89999389648438,209.0,192.32000732421875,209.0,257692,2024-09-09
2024-09-16,197.78448486328125,199.22999572753906,213.6999969482422,198.42999267578125,205.10000610351562,202006,2024-09-16
2024-09-23,220.4600067138672,220.4600067138672,235.9499969482422,198.1999969482422,198.1999969482422,1009257,2024-09-23
2024-09-30,217.58999633789062,217.58999633789062,238.5500030517578,215.88999938964844,217.10000610351562,404707,2024-09-30
2024-10-07,211.72999572753906,211.72999572753906,218.89999389648438,200.35000610351562,218.89999389648438,154092,2024-10-07
2024-10-14,200.10000610351562,200.10000610351562,219.97999572753906,197.5,212.3000030517578,168781,2024-10-14
2024-10-21,182.1199951171875,182.1199951171875,203.11000061035156,180.1999969482422,199.89999389648438,151067,2024-10-21
2024-10-28,193.17999267578125,193.17999267578125,198.3000030517578,175.00999450683594,184.8300018310547,224654,2024-10-28
2024-11-04,193.1999969482422,193.1999969482422,200.0,192.0,193.0500030517578,144751,2024-11-04
2024-11-11,185.36000061035156,185.36000061035156,198.0,177.8000030517578,193.1999969482422,113611,2024-11-11
2024-11-18,183.5,183.5,194.0,175.0,182.60000610351562,168528,2024-11-18
2024-11-25,182.0500030517578,182.0500030517578,190.9499969482422,175.0,186.39999389648438,149301,2024-11-25
2024-12-02,191.02000427246094,191.02000427246094,198.5,182.0500030517578,183.0,257756,2024-12-02
2024-12-09,186.17999267578125,186.17999267578125,195.91000366210938,183.47999572753906,192.89999389648438,127277,2024-12-09
2024-12-16,176.55999755859375,176.55999755859375,189.89999389648438,175.14999389648438,186.17999267578125,111924,2024-12-16
2024-12-23,178.10000610351562,178.10000610351562,182.7899932861328,175.0,178.3300018310547,54797,2024-12-23
2024-12-30,177.8800048828125,177.8800048828125,182.6999969482422,175.10000610351562,176.60000610351562,80737,2024-12-30
2025-01-06,166.13999938964844,166.13999938964844,181.39999389648438,165.10000610351562,177.10000610351562,108315,2025-01-06
2025-01-13,166.52000427246094,166.52000427246094,168.24000549316406,155.10000610351562,166.0,165396,2025-01-13
2025-01-20,162.8800048828125,162.8800048828125,172.33999633789062,158.7100067138672,166.60000610351562,66634,2025-01-20
2025-01-27,152.38999938964844,152.38999938964844,165.99000549316406,145.10000610351562,165.99000549316406,119186,2025-01-27
2025-02-03,154.66000366210938,154.66000366210938,165.2100067138672,150.2100067138672,152.0,94858,2025-02-03
2025-02-10,146.72999572753906,146.72999572753906,163.60000610351562,135.80999755859375,152.25,288096,2025-02-10
2025-02-17,147.08999633789062,147.08999633789062,154.47999572753906,140.1699981689453,143.0,184864,2025-02-17
2025-02-24,141.75,141.75,147.7899932861328,135.00999450683594,144.89999389648438,75137,2025-02-24
2025-03-03,138.4499969482422,138.4499969482422,143.64999389648438,130.0,143.0,197853,2025-03-03
2025-03-10,127.41000366210938,127.41000366210938,139.00999450683594,125.1500015258789,137.1999969482422,116987,2025-03-10
2025-03-17,131.97999572753906,131.97999572753906,134.3300018310547,124.5,129.0,176959,2025-03-17
2025-03-24,124.83000183105469,124.83000183105469,138.89999389648438,123.16999816894531,131.14999389648438,435307,2025-03-24
2025-03-31,133.99000549316406,133.99000549316406,137.35000610351562,124.83000183105469,124.83000183105469,55765,2025-03-31
2025-04-07,131.99000549316406,131.99000549316406,133.99000549316406,121.0,128.0,63168,2025-04-07
2025-04-14,144.6300048828125,144.6300048828125,146.99000549316406,131.99000549316406,131.99000549316406,46869,2025-04-14
2025-04-21,138.0399932861328,138.0399932861328,147.9499969482422,136.24000549316406,146.0,63731,2025-04-21
2025-04-28,133.14999389648438,133.14999389648438,139.8000030517578,130.82000732421875,139.8000030517578,39375,2025-04-28
2025-05-05,128.35000610351562,128.35000610351562,135.0,125.63999938964844,131.00999450683594,54402,2025-05-05
2025-05-12,144.5,144.5,145.9499969482422,130.6999969482422,130.6999969482422,87876,2025-05-12
2025-05-19,146.6199951171875,146.6199951171875,154.39999389648438,145.8000030517578,147.39999389648438,171174,2025-05-19
2025-05-26,149.80999755859375,149.80999755859375,151.83999633789062,142.1199951171875,146.5500030517578,72249,2025-05-26
2025-06-02,147.6199951171875,147.6199951171875,154.58999633789062,144.10000610351562,151.5,127962,2025-06-02
2025-06-09,145.86000061035156,145.86000061035156,155.6999969482422,141.22000122070312,147.00999450683594,184471,2025-06-09
2025-06-16,142.5,142.5,149.0,138.0,147.0,99833,2025-06-16
2025-06-23,148.61000061035156,148.61000061035156,153.89999389648438,141.11000061035156,142.5,133233,2025-06-23
2025-06-30,154.83999633789062,154.83999633789062,159.0,146.7100067138672,149.0500030517578,208076,2025-06-30
2025-07-07,145.63999938964844,145.63999938964844,154.57000732421875,145.02000427246094,153.0,97711,2025-07-07
2025-07-14,149.67999267578125,149.67999267578125,150.0,143.10000610351562,145.63999938964844,30709,2025-07-14
