Date,Adj Close_DANGEE.NS,Close_DANGEE.NS,High_DANGEE.NS,Low_DANGEE.NS,Open_DANGEE.NS,Volume_DANGEE.NS,Date
2020-07-13,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-07-13
2020-07-20,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-07-20
2020-07-27,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-07-27
2020-08-03,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-08-03
2020-08-10,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-08-10
2020-08-17,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-08-17
2020-08-24,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-08-24
2020-08-31,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,5.093332767486572,0,2020-08-31
2020-09-07,5.400000095367432,5.400000095367432,5.400000095367432,5.093332767486572,5.093332767486572,36000,2020-09-07
2020-09-14,6.300000190734863,6.300000190734863,6.466666221618652,5.666666030883789,5.666666030883789,48000,2020-09-14
2020-09-21,6.300000190734863,6.300000190734863,6.300000190734863,6.266665935516357,6.300000190734863,60000,2020-09-21
2020-09-28,6.300000190734863,6.300000190734863,6.300000190734863,6.300000190734863,6.300000190734863,0,2020-09-28
2020-10-05,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,12000,2020-10-05
2020-10-12,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,0,2020-10-12
2020-10-19,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,0,2020-10-19
2020-10-26,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,0,2020-10-26
2020-11-02,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,6.133333206176758,0,2020-11-02
2020-11-09,7.360000133514404,7.360000133514404,7.360000133514404,6.133333206176758,6.133333206176758,39135,2020-11-09
2020-11-16,8.25333309173584,8.25333309173584,11.649999618530273,7.360000133514404,7.360000133514404,2014410,2020-11-16
2020-11-23,7.933332920074463,7.933332920074463,8.466666221618652,7.1366658210754395,8.25333309173584,997215,2020-11-23
2020-11-30,8.319999694824219,8.319999694824219,8.5,7.933332920074463,7.933332920074463,292320,2020-11-30
2020-12-07,8.283332824707031,8.283332824707031,8.630000114440918,8.0,8.366665840148926,220095,2020-12-07
2020-12-14,8.859999656677246,8.859999656677246,9.336666107177734,8.333333015441895,8.399999618530273,8593545,2020-12-14
2020-12-21,8.723333358764648,8.723333358764648,9.100000381469727,8.25,8.933333396911621,461085,2020-12-21
2020-12-28,8.920000076293945,8.920000076293945,9.033332824707031,8.670000076293945,8.926666259765625,740550,2020-12-28
2021-01-04,8.546666145324707,8.546666145324707,9.09333324432373,8.333333015441895,8.933333396911621,1008885,2021-01-04
2021-01-11,8.329999923706055,8.329999923706055,8.680000305175781,7.306665897369385,8.336666107177734,1527510,2021-01-11
2021-01-18,7.233333110809326,7.233333110809326,8.466666221618652,7.070000171661377,8.466666221618652,2005545,2021-01-18
2021-01-25,7.166666030883789,7.166666030883789,7.586666107177734,7.063333034515381,7.586666107177734,3501120,2021-01-25
2021-02-01,8.59666633605957,8.59666633605957,8.806666374206543,7.1533331871032715,7.453332901000977,3215775,2021-02-01
2021-02-08,8.936665534973145,8.936665534973145,9.463333129882812,8.529999732971191,8.739999771118164,3267570,2021-02-08
2021-02-15,8.823332786560059,8.823332786560059,9.186665534973145,8.666666030883789,9.09666633605957,3454785,2021-02-15
2021-02-22,8.680000305175781,8.680000305175781,9.109999656677246,8.466666221618652,8.986665725708008,3677565,2021-02-22
2021-03-01,8.873332977294922,8.873332977294922,9.333333015441895,8.569999694824219,8.816665649414062,2292150,2021-03-01
2021-03-08,8.796666145324707,8.796666145324707,9.0,8.600000381469727,8.703332901000977,1417635,2021-03-08
2021-03-15,8.583333015441895,8.583333015441895,9.0,8.533332824707031,8.616665840148926,1919370,2021-03-15
2021-03-22,8.633333206176758,8.633333206176758,8.859999656677246,8.579999923706055,8.819999694824219,2019075,2021-03-22
2021-03-29,8.69666576385498,8.69666576385498,8.966666221618652,8.609999656677246,8.633333206176758,727635,2021-03-29
2021-04-05,8.793333053588867,8.793333053588867,8.933333396911621,8.583333015441895,8.680000305175781,2162625,2021-04-05
2021-04-12,9.00666618347168,9.00666618347168,9.126666069030762,8.633333206176758,8.923333168029785,1698990,2021-04-12
2021-04-19,9.316665649414062,9.316665649414062,9.640000343322754,8.726666450500488,8.899999618530273,1733640,2021-04-19
2021-04-26,11.466666221618652,11.466666221618652,11.666666030883789,9.390000343322754,9.390000343322754,1673355,2021-04-26
2021-05-03,10.933333396911621,10.933333396911621,11.85666561126709,10.266666412353516,11.333333015441895,445530,2021-05-03
2021-05-10,10.789999961853027,10.789999961853027,10.976666450500488,10.399999618530273,10.399999618530273,231720,2021-05-10
2021-05-17,10.133333206176758,10.133333206176758,10.84000015258789,9.706665992736816,10.833333015441895,655035,2021-05-17
2021-05-24,11.266666412353516,11.266666412353516,11.366665840148926,9.873332977294922,10.133333206176758,381570,2021-05-24
2021-05-31,11.199999809265137,11.199999809265137,11.793333053588867,10.733332633972168,11.066665649414062,781170,2021-05-31
2021-06-07,11.289999961853027,11.289999961853027,11.793333053588867,10.800000190734863,11.066665649414062,885390,2021-06-07
2021-06-14,11.34666633605957,11.34666633605957,11.69333267211914,11.0,11.199999809265137,656655,2021-06-14
2021-06-21,12.00666618347168,12.00666618347168,12.5,11.133333206176758,11.783332824707031,313515,2021-06-21
2021-06-28,12.180000305175781,12.180000305175781,12.666666030883789,11.800000190734863,12.460000038146973,1326900,2021-06-28
2021-07-05,12.396665573120117,12.396665573120117,12.630000114440918,12.033332824707031,12.600000381469727,245415,2021-07-05
2021-07-12,12.206665992736816,12.206665992736816,12.833333015441895,12.100000381469727,12.729999542236328,360030,2021-07-12
2021-07-19,12.416666030883789,12.416666030883789,12.699999809265137,12.066665649414062,12.59666633605957,252195,2021-07-19
2021-07-26,12.406665802001953,12.406665802001953,12.496665954589844,12.100000381469727,12.323332786560059,420540,2021-07-26
2021-08-02,12.136666297912598,12.136666297912598,12.800000190734863,12.100000381469727,12.800000190734863,895905,2021-08-02
2021-08-09,12.260000228881836,12.260000228881836,13.066665649414062,12.100000381469727,12.496665954589844,2073135,2021-08-09
2021-08-16,12.176666259765625,12.176666259765625,12.906665802001953,12.100000381469727,12.906665802001953,329970,2021-08-16
2021-08-23,12.770000457763672,12.770000457763672,12.933333396911621,12.183333396911621,12.933333396911621,791760,2021-08-23
2021-08-30,12.963333129882812,12.963333129882812,13.316665649414062,12.600000381469727,13.133333206176758,1512750,2021-08-30
2021-09-06,13.186665534973145,13.186665534973145,13.266666412353516,12.676666259765625,13.0,287640,2021-09-06
2021-09-13,13.0600004196167,13.0600004196167,13.666666030883789,12.883333206176758,13.133333206176758,362325,2021-09-13
2021-09-20,12.800000190734863,12.800000190734863,13.216666221618652,12.569999694824219,13.0600004196167,317655,2021-09-20
2021-09-27,12.713333129882812,12.713333129882812,13.0,12.543333053588867,12.996665954589844,164100,2021-09-27
2021-10-04,12.69666576385498,12.69666576385498,13.296666145324707,12.41333293914795,12.733332633972168,197640,2021-10-04
2021-10-11,12.75666618347168,12.75666618347168,13.09666633605957,12.460000038146973,12.683333396911621,302250,2021-10-11
2021-10-18,12.583333015441895,12.583333015441895,13.466666221618652,12.433333396911621,12.716666221618652,167955,2021-10-18
2021-10-25,12.59000015258789,12.59000015258789,13.896665573120117,12.34000015258789,12.829999923706055,357180,2021-10-25
2021-11-01,13.616665840148926,13.616665840148926,15.25,12.566665649414062,13.25333309173584,1840425,2021-11-01
2021-11-08,13.283332824707031,13.283332824707031,13.59000015258789,13.016666412353516,13.466666221618652,237345,2021-11-08
2021-11-15,13.1899995803833,13.1899995803833,13.666666030883789,13.143333435058594,13.300000190734863,135105,2021-11-15
2021-11-22,13.776665687561035,13.776665687561035,14.85666561126709,13.133333206176758,13.333333015441895,637530,2021-11-22
2021-11-29,13.563332557678223,13.563332557678223,14.533332824707031,13.016666412353516,13.800000190734863,532755,2021-11-29
2021-12-06,13.243332862854004,13.243332862854004,13.899999618530273,13.143333435058594,13.899999618530273,416730,2021-12-06
2021-12-13,13.406665802001953,13.406665802001953,13.710000038146973,13.133333206176758,13.466666221618652,314640,2021-12-13
2021-12-20,13.223333358764648,13.223333358764648,13.533332824707031,13.066665649414062,13.34000015258789,584190,2021-12-20
2021-12-27,13.243332862854004,13.243332862854004,13.666666030883789,13.066665649414062,13.300000190734863,383070,2021-12-27
2022-01-03,14.393333435058594,14.393333435058594,14.466666221618652,13.183333396911621,13.206665992736816,972255,2022-01-03
2022-01-10,14.013333320617676,14.013333320617676,14.600000381469727,13.899999618530273,14.399999618530273,417825,2022-01-10
2022-01-17,13.833333015441895,13.833333015441895,14.386666297912598,13.8100004196167,14.053333282470703,228540,2022-01-17
