Date,Adj Close_PIIND.NS,Close_PIIND.NS,High_PIIND.NS,Low_PIIND.NS,Open_PIIND.NS,Volume_PIIND.NS,Date
2020-07-13,1657.3323974609375,1678.8499755859375,1748.3499755859375,1661.949951171875,1740.0,446112,2020-07-13
2020-07-20,1775.15283203125,1798.199951171875,1838.0,1677.0,1680.300048828125,1203501,2020-07-20
2020-07-27,1737.9853515625,1760.550048828125,1827.0,1752.5,1798.199951171875,633377,2020-07-27
2020-08-03,1921.4532470703125,1946.4000244140625,2160.0,1769.949951171875,1769.949951171875,2972514,2020-08-03
2020-08-10,1914.7401123046875,1939.5999755859375,1988.699951171875,1868.0,1974.5,1519936,2020-08-10
2020-08-17,1963.211181640625,1988.699951171875,2024.9000244140625,1889.0,1945.5,1041770,2020-08-17
2020-08-24,1941.838623046875,1967.050048828125,2097.5,1959.0,2008.0,1173327,2020-08-24
2020-08-31,1859.31005859375,1883.449951171875,1990.0,1806.0999755859375,1975.0,1369675,2020-08-31
2020-09-07,1844.156982421875,1868.0999755859375,1922.4000244140625,1825.0,1899.0,1192762,2020-09-07
2020-09-14,2010.3984375,2036.5,2070.0,1879.0,1885.0,2638115,2020-09-14
2020-09-21,1890.7352294921875,1914.3499755859375,2052.0,1860.949951171875,2018.949951171875,1552994,2020-09-21
2020-09-28,1921.303466796875,1945.300048828125,2010.0,1897.949951171875,1911.0,1279663,2020-09-28
2020-10-05,1995.9708251953125,2020.9000244140625,2080.0,1966.300048828125,1966.300048828125,995584,2020-10-05
2020-10-12,2055.7734375,2081.449951171875,2109.89990234375,2008.550048828125,2030.0,1208811,2020-10-12
2020-10-19,2131.2314453125,2157.85009765625,2225.0,2081.449951171875,2101.14990234375,1856654,2020-10-19
2020-10-26,2170.095703125,2197.199951171875,2239.0,2060.0,2159.199951171875,1971048,2020-10-26
2020-11-02,2287.28271484375,2315.85009765625,2343.949951171875,2191.550048828125,2199.0,1843148,2020-11-02
2020-11-09,2317.80126953125,2346.75,2360.050048828125,2218.60009765625,2335.0,2439457,2020-11-09
2020-11-16,2402.048583984375,2432.050048828125,2474.85009765625,2338.550048828125,2339.550048828125,2548898,2020-11-16
2020-11-23,2181.157958984375,2208.39990234375,2517.0,2142.0,2432.0,11855164,2020-11-23
2020-11-30,2340.517578125,2369.75,2378.699951171875,2208.39990234375,2208.39990234375,2236460,2020-11-30
2020-12-07,2276.566162109375,2305.0,2650.0,2281.0,2345.0,1742806,2020-12-07
2020-12-14,2263.874267578125,2292.14990234375,2378.199951171875,2227.0,2316.39990234375,2660688,2020-12-14
2020-12-21,2199.5283203125,2227.0,2313.64990234375,2168.0,2287.800048828125,926797,2020-12-21
2020-12-28,2236.56591796875,2264.5,2279.89990234375,2190.14990234375,2250.0,907987,2020-12-28
2021-01-04,2310.788818359375,2339.64990234375,2359.0,2180.0,2275.0,2851440,2021-01-04
2021-01-11,2211.03466796875,2238.64990234375,2400.0,2218.199951171875,2363.89990234375,1627472,2021-01-11
2021-01-18,2128.219482421875,2154.800048828125,2249.449951171875,2150.0,2238.64990234375,1391904,2021-01-18
2021-01-25,1993.7978515625,2018.699951171875,2163.5,1987.5,2154.0,1142622,2021-01-25
2021-02-01,2218.78759765625,2246.5,2339.89990234375,1981.0,2046.050048828125,4636970,2021-02-01
2021-02-08,2197.552978515625,2225.0,2290.0,2200.0,2254.0,1217084,2021-02-08
2021-02-15,2235.721923828125,2260.60009765625,2294.35009765625,2200.0,2235.0,1607486,2021-02-15
2021-02-22,2153.141357421875,2177.10009765625,2280.0,2137.10009765625,2269.35009765625,1169499,2021-02-22
2021-03-01,2238.392578125,2263.300048828125,2357.949951171875,2150.85009765625,2150.85009765625,2375567,2021-03-01
2021-03-08,2223.705810546875,2248.449951171875,2314.5,2233.35009765625,2264.300048828125,595094,2021-03-08
2021-03-15,2253.82080078125,2278.89990234375,2305.5,2123.0,2250.0,1160110,2021-03-15
2021-03-22,2247.73828125,2272.75,2327.949951171875,2245.0,2289.0,1351238,2021-03-22
2021-03-29,2225.041015625,2249.800048828125,2304.0,2228.0,2272.75,616919,2021-03-29
2021-04-05,2530.4921875,2558.64990234375,2669.0,2201.85009765625,2247.0,3872620,2021-04-05
2021-04-12,2467.888671875,2495.35009765625,2549.35009765625,2355.5,2500.10009765625,1663078,2021-04-12
2021-04-19,2494.78955078125,2522.550048828125,2637.0,2404.0,2431.35009765625,1829091,2021-04-19
2021-04-26,2484.00927734375,2511.64990234375,2629.35009765625,2487.14990234375,2561.0,1407921,2021-04-26
2021-05-03,2530.541748046875,2558.699951171875,2709.199951171875,2470.0,2519.0,1651368,2021-05-03
2021-05-10,2667.7646484375,2697.449951171875,2795.0,2561.0,2581.699951171875,2009093,2021-05-10
2021-05-17,2537.217041015625,2565.449951171875,2770.0,2543.75,2719.0,4445887,2021-05-17
2021-05-24,2577.617431640625,2606.300048828125,2638.89990234375,2521.0,2567.800048828125,2076537,2021-05-24
2021-05-31,2680.27587890625,2710.10009765625,2717.0,2580.0,2618.0,1329268,2021-05-31
2021-06-07,2804.147216796875,2835.35009765625,2889.199951171875,2680.050048828125,2730.0,2128732,2021-06-07
2021-06-14,2821.80078125,2853.199951171875,2928.64990234375,2758.949951171875,2827.0,1331647,2021-06-14
2021-06-21,2867.640869140625,2899.550048828125,2914.949951171875,2763.0,2794.949951171875,1019756,2021-06-21
2021-06-28,2993.836181640625,3027.14990234375,3036.64990234375,2878.5,2910.0,1507094,2021-06-28
2021-07-05,2959.221435546875,2992.14990234375,3049.0,2939.050048828125,3049.0,813364,2021-07-05
2021-07-12,2940.282470703125,2973.0,3019.0,2939.699951171875,3014.0,861105,2021-07-12
2021-07-19,2992.69921875,3026.0,3309.75,2954.0,2965.0,3679091,2021-07-19
2021-07-26,2917.733642578125,2950.199951171875,3169.949951171875,2893.35009765625,3015.0,2478008,2021-07-26
2021-08-02,3109.499267578125,3144.10009765625,3379.0,2956.0,2960.0,5728716,2021-08-02
2021-08-09,3107.32373046875,3141.89990234375,3188.949951171875,3024.89990234375,3145.0,1500988,2021-08-09
2021-08-16,3147.179931640625,3182.199951171875,3238.64990234375,3109.300048828125,3130.5,923370,2021-08-16
2021-08-23,3158.15771484375,3193.300048828125,3212.699951171875,3061.050048828125,3183.25,896131,2021-08-23
2021-08-30,3385.181640625,3422.85009765625,3456.949951171875,3201.0,3201.0,2048088,2021-08-30
2021-09-06,3369.555908203125,3407.050048828125,3494.699951171875,3315.10009765625,3437.699951171875,1067489,2021-09-06
2021-09-13,3428.129150390625,3464.25,3534.89990234375,3360.699951171875,3414.0,1513240,2021-09-13
2021-09-20,3170.444580078125,3203.85009765625,3443.949951171875,3151.0,3400.0,1671023,2021-09-20
2021-09-27,3068.12255859375,3100.449951171875,3273.39990234375,3091.0,3214.75,2401485,2021-09-27
2021-10-04,3248.125732421875,3282.35009765625,3323.949951171875,3093.85009765625,3109.800048828125,1653696,2021-10-04
2021-10-11,3279.693359375,3314.25,3367.800048828125,3223.10009765625,3304.0,1073580,2021-10-11
2021-10-18,2999.59423828125,3031.199951171875,3406.89990234375,3010.0,3314.0,2035639,2021-10-18
2021-10-25,2968.67041015625,2999.949951171875,3070.60009765625,2865.0,3054.0,1728725,2021-10-25
2021-11-01,2738.842041015625,2767.699951171875,3012.300048828125,2703.0,2997.0,2687541,2021-11-01
2021-11-08,2709.303466796875,2737.85009765625,2810.0,2700.89990234375,2799.0,1661340,2021-11-08
2021-11-15,2840.817138671875,2870.75,2935.949951171875,2749.050048828125,2758.64990234375,1930807,2021-11-15
2021-11-22,2902.46826171875,2933.050048828125,3031.89990234375,2785.0,2885.89990234375,1722802,2021-11-22
2021-11-29,2861.400634765625,2891.550048828125,3044.949951171875,2841.800048828125,2900.10009765625,1950586,2021-11-29
2021-12-06,2885.002197265625,2915.39990234375,2964.5,2833.14990234375,2904.0,608183,2021-12-06
2021-12-13,2935.37109375,2966.300048828125,3106.5,2876.050048828125,2930.0,1489965,2021-12-13
2021-12-20,2872.632080078125,2902.89990234375,2991.800048828125,2762.449951171875,2930.14990234375,1358477,2021-12-20
