Date,Adj Close_PRIMO.NS,Close_PRIMO.NS,High_PRIMO.NS,Low_PRIMO.NS,Open_PRIMO.NS,Volume_PRIMO.NS,Date
2025-04-21,27.34000015258789,27.34000015258789,29.479999542236328,26.559999465942383,28.790000915527344,405322,2025-04-21
2025-04-28,25.030000686645508,25.030000686645508,27.790000915527344,24.989999771118164,27.790000915527344,194428,2025-04-28
2025-05-05,24.3700008392334,24.3700008392334,25.989999771118164,23.40999984741211,25.700000762939453,243809,2025-05-05
2025-05-12,25.760000228881836,25.760000228881836,27.040000915527344,23.8799991607666,26.200000762939453,723577,2025-05-12
2025-05-19,25.270000457763672,25.270000457763672,26.600000381469727,24.209999084472656,25.770000457763672,487352,2025-05-19
2025-05-26,25.959999084472656,25.959999084472656,26.770000457763672,25.100000381469727,25.270000457763672,806315,2025-05-26
2025-06-02,24.610000610351562,24.610000610351562,26.950000762939453,23.75,26.100000381469727,807892,2025-06-02
2025-06-09,28.100000381469727,28.100000381469727,29.34000015258789,24.6200008392334,24.940000534057617,2624987,2025-06-09
2025-06-16,26.420000076293945,26.420000076293945,28.799999237060547,25.100000381469727,28.790000915527344,716530,2025-06-16
2025-06-23,25.809999465942383,25.809999465942383,27.100000381469727,25.399999618530273,25.420000076293945,568948,2025-06-23
2025-06-30,27.690000534057617,27.690000534057617,28.700000762939453,25.309999465942383,25.790000915527344,743382,2025-06-30
2025-07-07,25.709999084472656,25.709999084472656,28.440000534057617,25.489999771118164,28.440000534057617,335373,2025-07-07
2025-07-14,26.200000762939453,26.200000762939453,26.899999618530273,25.68000030517578,25.700000762939453,126749,2025-07-14
