Date,Adj Close_BEML.NS,Close_BEML.NS,High_BEML.NS,Low_BEML.NS,Open_BEML.NS,Volume_BEML.NS,Date
2020-07-13,526.6231079101562,547.0882568359375,551.6361083984375,510.1159973144531,534.792236328125,2774027,2020-07-13
2020-07-20,543.12060546875,564.2268676757812,591.2191162109375,539.8453979492188,551.6361083984375,7135142,2020-07-20
2020-07-27,519.3267822265625,539.5084838867188,566.7955322265625,534.792236328125,566.7955322265625,1928955,2020-07-27
2020-08-03,532.2979125976562,552.9835815429688,563.8057861328125,530.6654663085938,537.3187866210938,2870737,2020-08-03
2020-08-10,566.954833984375,588.9873046875,619.8536987304688,559.2579345703125,576.0596923828125,6926083,2020-08-10
2020-08-17,582.60107421875,605.2416381835938,621.8749389648438,587.9766845703125,593.6614990234375,4311350,2020-08-17
2020-08-24,576.8046264648438,599.219970703125,618.843017578125,568.4799194335938,612.27392578125,3671746,2020-08-24
2020-08-31,546.0390014648438,567.2587280273438,612.8634643554688,552.39404296875,604.6942138671875,2617852,2020-08-31
2020-09-07,501.69439697265625,521.1907958984375,571.8486938476562,514.57958984375,563.4267578125,1971056,2020-09-07
2020-09-14,524.6369018554688,545.02490234375,551.1728515625,527.0440673828125,528.8969116210938,1927690,2020-09-14
2020-09-21,491.8648986816406,507.67364501953125,548.3515625,492.17730712890625,545.74072265625,1713909,2020-09-21
2020-09-28,500.1062316894531,516.1798095703125,534.1605834960938,509.6528015136719,511.7161560058594,1126642,2020-09-28
2020-10-05,507.4499206542969,523.759521484375,543.1299438476562,504.5154113769531,517.9483642578125,1480969,2020-10-05
2020-10-12,491.2121276855469,506.9998779296875,534.7080078125,501.94671630859375,526.5808715820312,1512773,2020-10-12
2020-10-19,510.67291259765625,527.086181640625,546.9197998046875,502.4099426269531,509.5264587402344,2355678,2020-10-19
2020-10-26,502.3499755859375,518.4957885742188,542.7088623046875,511.2108459472656,530.075927734375,1384204,2020-10-26
2020-11-02,505.9403076171875,522.2014770507812,544.0563354492188,501.6519470214844,517.106201171875,1450353,2020-11-02
2020-11-09,504.7978820800781,521.0223999023438,532.0551147460938,512.558349609375,526.3281860351562,1096917,2020-11-09
2020-11-16,534.78466796875,551.9729614257812,588.6925659179688,513.611083984375,513.611083984375,3274882,2020-11-16
2020-11-23,590.8416137695312,609.8316040039062,621.9591674804688,557.7420043945312,564.2689819335938,5338704,2020-11-23
2020-11-30,602.9995727539062,622.3802490234375,630.5916137695312,598.2935791015625,609.8316040039062,2682597,2020-11-30
2020-12-07,629.4369506835938,649.6672973632812,670.04833984375,602.630859375,623.2224731445312,4458584,2020-12-07
2020-12-14,748.6904907226562,772.7537231445312,798.3984985351562,648.5724487304688,649.3304443359375,11282228,2020-12-14
2020-12-21,803.6456909179688,829.4754028320312,886.8286743164062,697.8828125,767.9111328125,10476729,2020-12-21
2020-12-28,795.9349365234375,821.5166625976562,854.8253784179688,805.1360473632812,839.5817260742188,5411322,2020-12-28
2021-01-04,803.15625,828.9700927734375,885.144287109375,821.3482055664062,885.144287109375,6502766,2021-01-04
2021-01-11,771.822998046875,796.6298828125,841.3502807617188,794.0612182617188,833.5178833007812,2216348,2021-01-11
2021-01-18,757.625244140625,781.9757080078125,825.51708984375,775.8276977539062,807.66259765625,3015648,2021-01-18
2021-01-25,743.1825561523438,767.0689086914062,793.7664184570312,747.951171875,789.9765625,1333647,2021-01-25
2021-02-01,767.8656005859375,792.5452270507812,819.2427368164062,756.2888793945312,771.7009887695312,2668167,2021-02-01
2021-02-08,792.7933959960938,818.2742309570312,846.3192138671875,796.2509155273438,798.3984985351562,4815093,2021-02-08
2021-02-15,797.0773315429688,822.6957397460938,869.2268676757812,788.3764038085938,818.3163452148438,4050765,2021-02-15
2021-02-22,885.7571411132812,908.68359375,924.7273559570312,800.2933959960938,827.0330200195312,7013133,2021-02-22
2021-03-01,968.7135009765625,993.7871704101562,1052.3616943359375,909.56787109375,917.9898071289062,7727792,2021-03-01
2021-03-08,1167.0533447265625,1197.2608642578125,1298.8292236328125,1044.908203125,1044.908203125,18151062,2021-03-08
2021-03-15,1102.2811279296875,1130.8118896484375,1217.72607421875,1040.6551513671875,1209.893798828125,6983771,2021-03-15
2021-03-22,1048.2630615234375,1075.3956298828125,1195.8712158203125,1047.097900390625,1170.6475830078125,4968188,2021-03-22
2021-03-29,1083.2762451171875,1111.3150634765625,1122.558349609375,1053.919677734375,1075.3956298828125,1363745,2021-03-29
2021-04-05,1040.176513671875,1067.0999755859375,1106.6409912109375,1015.30517578125,1099.0611572265625,3294768,2021-04-05
2021-04-12,997.7749633789062,1023.6007690429688,1047.4769287109375,973.195556640625,1023.2638549804688,1676875,2021-04-12
2021-04-19,926.1065063476562,950.0773315429688,1003.4723510742188,942.4133911132812,969.3635864257812,1179414,2021-04-19
2021-04-26,958.1643676757812,982.9649658203125,1030.8436279296875,951.6775512695312,955.0462646484375,1663791,2021-04-26
2021-05-03,964.77294921875,989.74462890625,1035.98095703125,960.941650390625,978.5855712890625,1720502,2021-05-03
2021-05-10,1063.7376708984375,1091.2708740234375,1158.0146484375,992.0606689453125,994.6293334960938,5532545,2021-05-10
2021-05-17,1079.3355712890625,1107.2725830078125,1143.192138671875,1078.764404296875,1101.1246337890625,4098188,2021-05-17
2021-05-24,1076.4622802734375,1104.324951171875,1136.8756103515625,1097.3768310546875,1110.009765625,2323275,2021-05-24
2021-05-31,1105.1134033203125,1133.7174072265625,1150.4349365234375,1081.5435791015625,1110.009765625,3337702,2021-05-31
2021-06-07,1088.8583984375,1117.0419921875,1161.257080078125,1099.271728515625,1144.16064453125,2470347,2021-06-07
2021-06-14,1126.5399169921875,1155.6986083984375,1200.124267578125,1105.7987060546875,1155.4881591796875,7870903,2021-06-14
2021-06-21,1103.3482666015625,1131.90673828125,1176.75341796875,1121.8846435546875,1125.169189453125,1787154,2021-06-21
2021-06-28,1103.7176513671875,1132.28564453125,1162.1414794921875,1115.905029296875,1139.8233642578125,2451227,2021-06-28
2021-07-05,1070.5926513671875,1098.30322265625,1147.150390625,1096.703125,1139.4864501953125,2426791,2021-07-05
2021-07-12,1072.85009765625,1100.6192626953125,1141.00244140625,1091.4814453125,1106.6409912109375,3380771,2021-07-12
2021-07-19,1059.674072265625,1087.10205078125,1113.2100830078125,1064.5313720703125,1091.4814453125,1046568,2021-07-19
2021-07-26,1069.8126220703125,1097.503173828125,1112.8731689453125,1076.2799072265625,1087.607421875,1113031,2021-07-26
2021-08-02,1102.239990234375,1130.769775390625,1156.9197998046875,1086.0072021484375,1102.429931640625,1955814,2021-08-02
2021-08-09,1079.25341796875,1107.1883544921875,1127.52734375,1064.783935546875,1124.3270263671875,698425,2021-08-09
2021-08-16,1055.897705078125,1083.22802734375,1115.736572265625,1067.9842529296875,1107.483154296875,764397,2021-08-16
2021-08-23,1066.0771484375,1093.671142578125,1109.84130859375,1072.111083984375,1092.9132080078125,707890,2021-08-23
2021-08-30,1103.6358642578125,1132.2015380859375,1161.3834228515625,1095.7344970703125,1099.0611572265625,1675728,2021-08-30
2021-09-06,1092.552734375,1120.8319091796875,1153.887939453125,1117.21044921875,1137.802001953125,791235,2021-09-06
2021-09-13,1163.1949462890625,1193.302490234375,1258.235595703125,1122.7689208984375,1126.769287109375,4805899,2021-09-13
2021-09-20,1132.3138427734375,1160.4991455078125,1214.4415283203125,1155.7828369140625,1178.732666015625,1115088,2021-09-20
2021-09-27,1170.1136474609375,1199.239990234375,1227.074462890625,1145.55029296875,1165.5943603515625,1882572,2021-09-27
2021-10-04,1243.7825927734375,1274.7425537109375,1319.1260986328125,1193.5130615234375,1199.2821044921875,3687370,2021-10-04
2021-10-11,1363.8385009765625,1397.786865234375,1414.8834228515625,1266.7838134765625,1287.7122802734375,3273342,2021-10-11
2021-10-18,1294.689208984375,1326.9163818359375,1427.263671875,1271.710693359375,1397.1973876953125,2437309,2021-10-18
2021-10-25,1319.2178955078125,1352.0557861328125,1396.3551025390625,1284.427734375,1334.032958984375,1475098,2021-10-25
2021-11-01,1314.6986083984375,1347.423828125,1409.4091796875,1338.70703125,1352.5611572265625,882267,2021-11-01
2021-11-08,1330.7635498046875,1363.888671875,1431.727294921875,1339.2545166015625,1343.2969970703125,1607204,2021-11-08
2021-11-15,1333.2696533203125,1366.457275390625,1413.95703125,1330.8326416015625,1355.929931640625,1286700,2021-11-15
2021-11-22,1362.318359375,1396.2288818359375,1496.7445068359375,1305.5667724609375,1360.140869140625,2489489,2021-11-22
2021-11-29,1552.262939453125,1590.901611328125,1726.49462890625,1320.810546875,1396.3551025390625,12056359,2021-11-29
2021-12-06,1596.2669677734375,1636.0009765625,1755.9713134765625,1601.8079833984375,1616.0831298828125,6388009,2021-12-06
2021-12-13,1466.5968017578125,1503.10302734375,1674.0260009765625,1486.4697265625,1633.8533935546875,1535630,2021-12-13
2021-12-20,1359.6885986328125,1393.5338134765625,1536.1590576171875,1390.1650390625,1452.7821044921875,1599034,2021-12-20
2021-12-27,1350.1976318359375,1383.8065185546875,1414.041259765625,1322.4527587890625,1352.5611572265625,1732137,2021-12-27
2022-01-03,1501.8905029296875,1539.2752685546875,1616.8411865234375,1365.025634765625,1389.61767578125,5083754,2022-01-03
2022-01-10,1561.7130126953125,1600.5867919921875,1625.2630615234375,1526.2633056640625,1534.0535888671875,1888193,2022-01-10
2022-01-17,1483.2369384765625,1520.157470703125,1646.486328125,1483.3536376953125,1595.112548828125,1963943,2022-01-17
2022-01-24,1477.197265625,1513.96728515625,1587.5328369140625,1452.31884765625,1520.3680419921875,1515568,2022-01-24
2022-01-31,1496.9189453125,1534.179931640625,1574.6473388671875,1491.69140625,1521.926025390625,947529,2022-01-31
2022-02-07,1526.871337890625,1564.8779296875,1621.2205810546875,1502.134521484375,1542.054443359375,1826490,2022-02-07
