Date,Adj Close_TREJHARA.NS,Close_TREJHARA.NS,High_TREJHARA.NS,Low_TREJHARA.NS,Open_TREJHARA.NS,Volume_TREJHARA.NS,Date
2020-07-13,8.698529243469238,8.75,9.550000190734863,8.699999809265137,9.550000190734863,69770,2020-07-13
2020-07-20,9.046470642089844,9.100000381469727,9.149999618530273,8.399999618530273,9.149999618530273,37580,2020-07-20
2020-07-27,8.748234748840332,8.800000190734863,9.300000190734863,8.699999809265137,9.100000381469727,33596,2020-07-27
2020-08-03,9.742352485656738,9.800000190734863,9.949999809265137,8.800000190734863,9.199999809265137,35185,2020-08-03
2020-08-10,8.300882339477539,8.350000381469727,9.800000190734863,8.350000381469727,9.649999618530273,60304,2020-08-10
2020-08-17,8.94705867767334,9.0,9.449999809265137,8.399999618530273,8.899999618530273,25496,2020-08-17
2020-08-24,10.487940788269043,10.550000190734863,10.699999809265137,9.0,9.449999809265137,26502,2020-08-24
2020-08-31,10.537647247314453,10.600000381469727,10.600000381469727,10.0,10.0,17348,2020-08-31
2020-09-07,10.139999389648438,10.199999809265137,10.850000381469727,9.949999809265137,10.399999618530273,7211,2020-09-07
2020-09-14,12.973235130310059,13.050000190734863,13.050000190734863,10.899999618530273,11.199999809265137,58560,2020-09-14
2020-09-21,16.452646255493164,16.549999237060547,16.549999237060547,13.699999809265137,13.699999809265137,21483,2020-09-21
2020-09-28,14.862058639526367,14.949999809265137,17.600000381469727,14.949999809265137,17.350000381469727,21819,2020-09-28
2020-10-05,15.30941104888916,15.399999618530273,15.399999618530273,13.300000190734863,14.25,48406,2020-10-05
2020-10-12,16.601764678955078,16.700000762939453,17.399999618530273,15.199999809265137,16.149999618530273,101897,2020-10-12
2020-10-19,20.975881576538086,21.100000381469727,21.100000381469727,16.149999618530273,16.149999618530273,128632,2020-10-19
2020-10-26,17.943822860717773,18.049999237060547,22.649999618530273,18.049999237060547,22.149999618530273,84947,2020-10-26
2020-11-02,19.236175537109375,19.350000381469727,19.350000381469727,16.450000762939453,18.899999618530273,47643,2020-11-02
2020-11-09,21.82088279724121,21.950000762939453,22.100000381469727,19.149999618530273,20.299999237060547,143600,2020-11-09
2020-11-16,26.44352912902832,26.600000381469727,26.600000381469727,21.049999237060547,21.049999237060547,20168,2020-11-16
2020-11-23,33.1538200378418,33.349998474121094,33.349998474121094,26.549999237060547,27.899999618530273,203094,2020-11-23
2020-11-30,40.212059020996094,40.45000076293945,40.45000076293945,33.349998474121094,33.349998474121094,33655,2020-11-30
2020-12-07,46.32587814331055,46.599998474121094,51.5,39.5,42.45000076293945,436625,2020-12-07
