Date,Adj Close_IRCTC.NS,Close_IRCTC.NS,High_IRCTC.NS,Low_IRCTC.NS,Open_IRCTC.NS,Volume_IRCTC.NS,Date
2021-01-25,282.1488952636719,291.2200012207031,299.739990234375,283.4100036621094,286.6000061035156,28756395,2021-01-25
2021-02-01,301.31280517578125,311.0,313.6000061035156,290.2300109863281,293.95001220703125,52892065,2021-02-01
2021-02-08,335.5907287597656,346.3800048828125,353.5400085449219,312.3999938964844,313.9599914550781,108197995,2021-02-08
2021-02-15,324.6427307128906,335.0799865722656,349.0,331.19000244140625,346.79998779296875,43614640,2021-02-15
2021-02-22,340.9678955078125,351.92999267578125,361.989990234375,318.55999755859375,335.0,51687690,2021-02-22
2021-03-01,376.07904052734375,388.1700134277344,403.1600036621094,355.1099853515625,357.5899963378906,135977605,2021-03-01
2021-03-08,385.08935546875,397.4700012207031,414.6000061035156,385.32000732421875,392.0,65823085,2021-03-08
2021-03-15,359.5310974121094,371.0899963378906,401.2900085449219,340.6000061035156,401.2900085449219,76264820,2021-03-15
2021-03-22,338.5942077636719,349.4800109863281,375.79998779296875,341.0,371.3999938964844,48016915,2021-03-22
2021-03-29,339.4371032714844,350.3500061035156,355.8900146484375,347.0,349.4800109863281,17519905,2021-03-29
2021-04-05,335.3969421386719,346.17999267578125,350.739990234375,334.6000061035156,345.20001220703125,36464395,2021-04-05
2021-04-12,315.3514099121094,325.489990234375,339.5400085449219,314.69000244140625,336.0400085449219,30798845,2021-04-12
2021-04-19,331.7347106933594,342.3999938964844,343.5799865722656,310.0,310.0,24772215,2021-04-19
2021-04-26,347.1200866699219,358.2799987792969,363.6000061035156,342.92999267578125,344.3800048828125,32791525,2021-04-26
2021-05-03,328.1306457519531,338.67999267578125,357.80999755859375,336.29998779296875,352.20001220703125,19417060,2021-05-03
2021-05-10,338.642578125,349.5299987792969,365.79998779296875,338.19000244140625,340.0,25627580,2021-05-10
2021-05-17,360.80029296875,372.3999938964844,378.94000244140625,348.6000061035156,352.6300048828125,34694625,2021-05-17
2021-05-24,367.4368591308594,379.25,388.2300109863281,373.4800109863281,374.0,30695125,2021-05-24
2021-05-31,372.368408203125,384.3399963378906,389.7200012207031,377.6000061035156,381.9700012207031,12016115,2021-05-31
2021-06-07,405.70654296875,418.75,436.79998779296875,385.3399963378906,387.79998779296875,88048270,2021-06-07
2021-06-14,389.80767822265625,402.3399963378906,427.9700012207031,395.7300109863281,417.989990234375,29152290,2021-06-14
2021-06-21,400.881591796875,413.7699890136719,425.6700134277344,396.2300109863281,400.0,24029845,2021-06-21
2021-06-28,399.27337646484375,412.1099853515625,425.3800048828125,404.2900085449219,416.79998779296875,31085900,2021-06-28
2021-07-05,428.0870056152344,441.8500061035156,449.6000061035156,413.6300048828125,416.79998779296875,60623840,2021-07-05
2021-07-12,470.212646484375,485.3299865722656,491.4800109863281,443.45001220703125,445.7900085449219,61541235,2021-07-12
2021-07-19,450.58380126953125,465.07000732421875,495.989990234375,463.20001220703125,480.9800109863281,36228670,2021-07-19
2021-07-26,451.73663330078125,466.260009765625,473.0,452.57000732421875,466.8999938964844,23562525,2021-07-26
2021-08-02,482.02288818359375,497.5199890136719,507.0,484.4700012207031,493.79998779296875,67406675,2021-08-02
2021-08-09,515.5645751953125,532.1400146484375,545.77001953125,499.4700012207031,500.0799865722656,106787120,2021-08-09
2021-08-16,512.7742919921875,529.260009765625,550.0,522.2000122070312,534.760009765625,35119735,2021-08-16
2021-08-23,513.2393188476562,529.739990234375,536.989990234375,507.1099853515625,533.0,39615005,2021-08-23
2021-08-30,556.1012573242188,573.97998046875,579.4600219726562,531.7999877929688,533.5999755859375,42539940,2021-08-30
2021-09-06,638.4730224609375,659.0,684.530029296875,575.8300170898438,577.1199951171875,155769170,2021-09-06
2021-09-13,748.6121215820312,772.6799926757812,803.9400024414062,662.0,663.0,205414690,2021-09-13
2021-09-20,714.8670043945312,737.8499755859375,769.9600219726562,710.0,769.760009765625,79387305,2021-09-20
2021-09-27,736.0794067382812,758.719970703125,795.0,740.2000122070312,747.02001953125,87018185,2021-09-27
2021-10-04,946.2064819335938,975.3099975585938,992.8400268554688,761.6799926757812,762.52001953125,226416905,2021-10-04
2021-10-11,1060.1031494140625,1092.7099609375,1118.800048828125,945.0,980.97998046875,133859445,2021-10-11
2021-10-18,896.92236328125,924.510009765625,1279.260009765625,875.4600219726562,1118.800048828125,286717970,2021-10-18
2021-10-25,820.4640502929688,845.7000122070312,983.0,639.4500122070312,937.0,248818483,2021-10-25
2021-11-01,797.7138061523438,822.25,885.0,809.25,874.2000122070312,52049811,2021-11-01
2021-11-08,839.0425415039062,864.8499755859375,876.0,779.8499755859375,819.0,42086141,2021-11-08
2021-11-15,864.0726928710938,890.6500244140625,929.0,869.0,877.9500122070312,45604976,2021-11-15
2021-11-22,798.4898681640625,823.0499877929688,919.7000122070312,820.0,912.0,44515640,2021-11-22
2021-11-29,795.4338989257812,819.9000244140625,831.4500122070312,750.5499877929688,786.0,67160682,2021-11-29
2021-12-06,832.3484497070312,857.9500122070312,869.9500122070312,798.2000122070312,815.0,25670140,2021-12-06
2021-12-13,807.5609130859375,832.4000244140625,878.2000122070312,825.4500122070312,862.5,17768552,2021-12-13
2021-12-20,812.2176513671875,837.2000122070312,847.3499755859375,780.7000122070312,807.0,20174373,2021-12-20
2021-12-27,806.9303588867188,831.75,876.5999755859375,823.0,823.0,20732030,2021-12-27
2022-01-03,835.2589721679688,860.9500122070312,888.0,825.0,831.9000244140625,24408198,2022-01-03
2022-01-10,875.7631225585938,902.7000122070312,908.0,848.25,862.5,28913215,2022-01-10
2022-01-17,835.9865112304688,861.7000122070312,918.6500244140625,850.2999877929688,910.0,24309429,2022-01-17
2022-01-24,819.3968505859375,844.5999755859375,860.1500244140625,784.7999877929688,859.5,23025868,2022-01-24
2022-01-31,830.214111328125,855.75,899.9000244140625,848.5999755859375,855.0,22902877,2022-01-31
2022-02-07,805.9601440429688,830.75,868.5499877929688,821.5,858.75,19914335,2022-02-07
2022-02-14,791.9899291992188,816.3499755859375,838.0,791.5,819.5,16415115,2022-02-14
2022-02-21,778.0137939453125,800.0,819.0,735.0,810.0,29193632,2022-02-21
2022-02-28,726.7135009765625,747.25,822.0,730.0,780.2999877929688,26023723,2022-02-28
2022-03-07,736.925048828125,757.75,772.0,708.4000244140625,740.0,23619564,2022-03-07
2022-03-14,749.2760620117188,770.4500122070312,779.5999755859375,738.5499877929688,743.0,11555688,2022-03-14
2022-03-21,748.886962890625,770.0499877929688,785.5999755859375,752.0999755859375,773.0499877929688,11396005,2022-03-21
2022-03-28,776.2633056640625,798.2000122070312,802.6500244140625,758.5999755859375,771.0,16656113,2022-03-28
2022-04-04,768.6290283203125,790.3499755859375,840.9500122070312,784.0,803.9500122070312,19584240,2022-04-04
2022-04-11,758.855224609375,780.2999877929688,809.0,776.4000244140625,790.3499755859375,6727656,2022-04-11
2022-04-18,734.4450073242188,755.2000122070312,778.0,742.8499755859375,778.0,9338154,2022-04-18
2022-04-25,725.44921875,745.9500122070312,766.6500244140625,740.0,745.0,8158691,2022-04-25
2022-05-02,685.1869506835938,704.5499877929688,744.7000122070312,700.0,740.0,6363138,2022-05-02
2022-05-09,633.8866577148438,651.7999877929688,702.4500122070312,618.0,699.0,13403771,2022-05-09
2022-05-16,644.0496215820312,662.25,692.6500244140625,639.5499877929688,657.8499755859375,11002144,2022-05-16
2022-05-23,634.5189208984375,652.4500122070312,676.4000244140625,625.25,665.0,12116254,2022-05-23
2022-05-30,647.113037109375,665.4000244140625,713.0,662.8499755859375,663.5,23728945,2022-05-30
2022-06-06,626.9332885742188,644.6500244140625,665.0,641.1500244140625,665.0,7336569,2022-06-06
2022-06-13,578.0155639648438,594.3499755859375,635.0,581.4500122070312,635.0,11343867,2022-06-13
2022-06-20,580.1065673828125,596.5,603.0,568.4500122070312,590.0,11444891,2022-06-20
2022-06-27,563.281982421875,579.2000122070312,623.5,575.0,605.0499877929688,11618559,2022-06-27
2022-07-04,572.8125610351562,589.0,591.0,557.0,581.5,9867062,2022-07-04
2022-07-11,575.0008544921875,591.25,605.5999755859375,581.0,587.5999755859375,9396296,2022-07-11
2022-07-18,592.992431640625,609.75,617.4000244140625,595.25,595.7999877929688,9039370,2022-07-18
2022-07-25,619.5906372070312,637.0999755859375,640.0,588.7999877929688,609.2999877929688,12579546,2022-07-25
2022-08-01,624.6964111328125,642.3499755859375,654.9000244140625,631.0499877929688,646.3499755859375,10937423,2022-08-01
2022-08-08,648.1341552734375,666.4500122070312,691.3499755859375,642.4000244140625,643.0,22282989,2022-08-08
2022-08-15,714.9461059570312,735.1500244140625,752.75,666.0,666.4500122070312,39006274,2022-08-15
2022-08-22,700.4639282226562,718.6500244140625,733.75,698.2999877929688,719.0,24715690,2022-08-22
2022-08-29,694.61572265625,712.6500244140625,726.2000122070312,666.0,666.0,14473034,2022-08-29
2022-09-05,693.7872314453125,711.7999877929688,724.0,701.5999755859375,716.25,8173755,2022-09-05
2022-09-12,685.2099609375,703.0,738.0,692.0,715.0,14531121,2022-09-12
2022-09-19,668.4451904296875,685.7999877929688,715.0,684.0,704.9000244140625,9472004,2022-09-19
2022-09-26,688.134033203125,706.0,712.0,661.0,680.0,17169567,2022-09-26
2022-10-03,716.6438598632812,735.25,737.5999755859375,700.0999755859375,705.9500122070312,11454907,2022-10-03
2022-10-10,704.5576171875,722.8499755859375,746.5999755859375,706.5499877929688,725.5,12019505,2022-10-10
2022-10-17,724.7338256835938,743.5499877929688,756.0,712.3499755859375,719.2000122070312,14331370,2022-10-17
2022-10-24,720.6887817382812,739.4000244140625,750.4500122070312,735.25,749.0,5462170,2022-10-24
2022-10-31,739.305419921875,758.5,766.4500122070312,738.0,744.0,14349055,2022-10-31
2022-11-07,728.876220703125,747.7999877929688,774.9000244140625,738.0,762.2999877929688,10375754,2022-11-07
2022-11-14,699.9277954101562,718.0999755859375,765.0,714.3499755859375,751.7000122070312,12558517,2022-11-14
2022-11-21,703.436767578125,721.7000122070312,727.9500122070312,710.5999755859375,711.0,5057707,2022-11-21
2022-11-28,711.6242065429688,730.0999755859375,739.9000244140625,719.0,720.0,7354976,2022-11-28
2022-12-05,703.8753662109375,722.1500244140625,742.5,712.4500122070312,733.0,8952099,2022-12-05
2022-12-12,655.140625,672.1500244140625,739.9000244140625,668.1500244140625,720.9500122070312,27502475,2022-12-12
2022-12-19,591.8829956054688,607.25,681.5999755859375,605.0,675.75,23002222,2022-12-19
2022-12-26,623.5117797851562,639.7000122070312,645.5499877929688,606.0,610.0999755859375,11692417,2022-12-26
2023-01-02,620.1491088867188,636.25,654.7999877929688,631.0,643.0,6271536,2023-01-02
2023-01-09,625.2662353515625,641.5,644.2999877929688,634.5999755859375,639.4500122070312,3877105,2023-01-09
2023-01-16,625.217529296875,641.4500122070312,651.9500122070312,633.6500244140625,643.0,5150630,2023-01-16
2023-01-23,596.3665771484375,611.8499755859375,647.4000244140625,601.0,644.7000122070312,5155253,2023-01-23
2023-01-30,611.5717163085938,627.4500122070312,652.7999877929688,610.0,613.9500122070312,7947181,2023-01-30
2023-02-06,627.8491821289062,644.1500244140625,656.7000122070312,625.0,627.0,7153822,2023-02-06
2023-02-13,633.4536743164062,649.9000244140625,653.0,631.0,644.1500244140625,4137266,2023-02-13
2023-02-20,592.4677124023438,607.8499755859375,652.9000244140625,601.0,649.9000244140625,6136358,2023-02-20
2023-02-27,601.69091796875,613.9500122070312,617.5,595.0,606.0,4879225,2023-02-27
2023-03-06,599.7308959960938,611.9500122070312,621.4000244140625,604.5499877929688,615.5499877929688,3247884,2023-03-06
2023-03-13,599.4368286132812,611.6500244140625,619.0,595.7000122070312,607.1500244140625,5067894,2023-03-13
2023-03-20,588.0684204101562,600.0499877929688,609.9000244140625,598.0999755859375,606.0,3841105,2023-03-20
2023-03-27,561.362548828125,572.7999877929688,599.9500122070312,557.0999755859375,598.0499877929688,6709158,2023-03-27
2023-04-03,558.5204467773438,569.9000244140625,579.6500244140625,564.5499877929688,577.0,4822282,2023-04-03
2023-04-10,580.816162109375,592.6500244140625,594.0,570.1500244140625,570.1500244140625,5095452,2023-04-10
2023-04-17,590.9595336914062,603.0,613.8499755859375,584.1500244140625,592.6500244140625,5534178,2023-04-17
2023-04-24,605.4640502929688,617.7999877929688,619.6500244140625,597.2999877929688,603.0,5190532,2023-04-24
2023-05-01,612.9122924804688,625.4000244140625,635.5499877929688,617.7999877929688,617.7999877929688,6068510,2023-05-01
2023-05-08,615.9013061523438,628.4500122070312,637.2000122070312,618.0,628.0,4016991,2023-05-08
2023-05-15,598.1627807617188,610.3499755859375,636.7000122070312,604.0999755859375,625.0,3847540,2023-05-15
2023-05-22,611.8832397460938,624.3499755859375,636.2999877929688,607.0999755859375,610.3499755859375,4722738,2023-05-22
2023-05-29,632.5618896484375,645.4500122070312,659.0999755859375,626.25,630.0,20873061,2023-05-29
2023-06-05,627.36767578125,640.1500244140625,657.7999877929688,636.0,636.0,6693327,2023-06-05
2023-06-12,651.7214965820312,665.0,670.6500244140625,638.5999755859375,641.9500122070312,8643230,2023-06-12
2023-06-19,615.2642822265625,627.7999877929688,675.0,625.5999755859375,662.0,10908491,2023-06-19
2023-06-26,622.41845703125,635.0999755859375,641.5,621.6500244140625,625.0,4288261,2023-06-26
2023-07-03,618.0574340820312,630.6500244140625,640.0499877929688,627.0,635.7999877929688,4291330,2023-07-03
2023-07-10,610.4131469726562,622.8499755859375,632.0,614.3499755859375,631.75,5708653,2023-07-10
2023-07-17,610.6581420898438,623.0999755859375,630.4000244140625,620.0,622.0499877929688,4173488,2023-07-17
2023-07-24,618.0574340820312,630.6500244140625,631.9500122070312,615.5999755859375,623.2000122070312,4868114,2023-07-24
2023-07-31,640.5001220703125,653.5499877929688,668.9000244140625,630.5999755859375,632.5,12197959,2023-07-31
2023-08-07,649.271484375,662.5,679.7000122070312,635.0999755859375,658.0,14861634,2023-08-07
2023-08-14,630.5527954101562,643.4000244140625,663.6500244140625,638.5499877929688,663.6500244140625,7119121,2023-08-14
2023-08-21,647.1001586914062,658.25,670.0,640.4000244140625,643.4000244140625,8819650,2023-08-21
2023-08-28,676.6902465820312,688.3499755859375,689.6500244140625,656.1500244140625,659.0,15603597,2023-08-28
2023-09-04,713.2601928710938,725.5499877929688,758.0,692.0499877929688,693.5499877929688,27792735,2023-09-04
2023-09-11,683.8666381835938,695.6500244140625,733.4000244140625,680.5499877929688,733.0,15961735,2023-09-11
2023-09-18,652.11376953125,663.3499755859375,697.8499755859375,661.0,696.0499877929688,5119268,2023-09-18
2023-09-25,669.3173217773438,680.8499755859375,692.2000122070312,667.0,667.0,8654184,2023-09-25
2023-10-02,707.6076049804688,719.7999877929688,726.5,676.7999877929688,680.8499755859375,13390259,2023-10-02
2023-10-09,692.22265625,704.1500244140625,711.7999877929688,693.2000122070312,709.0,6326513,2023-10-09
2023-10-16,680.3766479492188,692.0999755859375,719.4000244140625,690.0,705.0,6985852,2023-10-16
2023-10-23,648.1815185546875,659.3499755859375,692.6500244140625,635.5499877929688,692.6500244140625,5901667,2023-10-23
2023-10-30,652.3594970703125,663.5999755859375,670.0,649.7000122070312,661.7000122070312,4637422,2023-10-30
2023-11-06,661.0596923828125,672.4500122070312,690.0,664.4000244140625,670.5,6893172,2023-11-06
2023-11-13,695.368408203125,707.3499755859375,711.5,669.0499877929688,677.0,7191214,2023-11-13
2023-11-20,683.579345703125,692.7999877929688,719.9000244140625,691.5999755859375,709.9000244140625,9660346,2023-11-20
2023-11-27,691.9661865234375,701.2999877929688,710.0,692.7999877929688,692.7999877929688,5642175,2023-11-27
2023-12-04,739.5740356445312,749.5499877929688,769.8499755859375,706.0,708.0,29774106,2023-12-04
2023-12-11,770.4574584960938,780.8499755859375,799.9500122070312,750.0,750.9500122070312,21819908,2023-12-11
2023-12-18,849.4420776367188,860.9000244140625,916.5,779.0999755859375,784.8499755859375,127039662,2023-12-18
2023-12-25,875.6881103515625,887.5,895.0,858.9500122070312,860.9000244140625,25655310,2023-12-25
2024-01-01,893.8432006835938,905.9000244140625,923.4500122070312,866.7999877929688,892.0,35373824,2024-01-01
2024-01-08,938.540283203125,951.2000122070312,962.0,905.8499755859375,914.2000122070312,34389653,2024-01-08
2024-01-15,970.7063598632812,983.7999877929688,988.7999877929688,870.2999877929688,961.0,36910413,2024-01-15
2024-01-22,957.3860473632812,970.2999877929688,1046.9000244140625,909.0999755859375,983.7999877929688,31042613,2024-01-22
2024-01-29,954.623291015625,967.5,993.5,958.0499877929688,983.9000244140625,16561553,2024-01-29
2024-02-05,926.650634765625,939.1500244140625,972.7999877929688,916.0,971.9000244140625,11860457,2024-02-05
2024-02-12,928.1306762695312,940.6500244140625,968.0,877.0,941.9500122070312,17986573,2024-02-12
2024-02-19,952.008544921875,964.8499755859375,971.0,917.0999755859375,942.0,15512442,2024-02-19
2024-02-26,916.9317016601562,929.2999877929688,989.9000244140625,912.4000244140625,966.9500122070312,17736721,2024-02-26
2024-03-04,924.7266235351562,937.2000122070312,946.4500122070312,911.5499877929688,934.7999877929688,6631606,2024-03-04
2024-03-11,900.3553466796875,912.5,961.0,862.75,937.2000122070312,15527666,2024-03-11
2024-03-18,916.3397216796875,928.7000122070312,943.9000244140625,882.7999877929688,912.5,10563689,2024-03-18
2024-03-25,917.326416015625,929.7000122070312,940.2000122070312,920.1500244140625,928.7000122070312,4948772,2024-03-25
2024-04-01,989.6015625,1002.9500122070312,1037.949951171875,930.0,930.0499877929688,24678624,2024-04-01
2024-04-08,1043.5736083984375,1057.6500244140625,1068.800048828125,998.0,1005.0,19114475,2024-04-08
2024-04-15,978.7973022460938,992.0,1048.25,970.5,1044.949951171875,13305484,2024-04-15
2024-04-22,1030.5491943359375,1044.449951171875,1059.0,995.0,1004.9500122070312,9854268,2024-04-22
2024-04-29,1038.442626953125,1052.449951171875,1076.449951171875,1034.199951171875,1052.0,11667792,2024-04-29
2024-05-06,982.2999877929688,995.5499877929688,1057.199951171875,982.7000122070312,1055.0,11109670,2024-05-06
2024-05-13,1087.92529296875,1102.5999755859375,1113.4000244140625,973.5,999.7000122070312,14792031,2024-05-13
2024-05-20,1094.2894287109375,1109.050048828125,1138.9000244140625,1087.550048828125,1093.699951171875,13011936,2024-05-20
2024-05-27,1006.7698974609375,1020.3499755859375,1119.75,998.0,1116.0999755859375,19916167,2024-05-27
2024-06-03,964.7369384765625,977.75,1084.949951171875,845.2999877929688,1084.949951171875,31789210,2024-06-03
2024-06-10,1004.6484985351562,1018.2000122070312,1037.0,972.5999755859375,990.0,18831708,2024-06-10
2024-06-17,998.8270874023438,1012.2999877929688,1046.0,1002.9000244140625,1018.2000122070312,12396390,2024-06-17
2024-06-24,976.0838623046875,989.25,1037.949951171875,983.3499755859375,1020.0,16612808,2024-06-24
2024-07-01,1012.5420532226562,1026.199951171875,1034.449951171875,989.0499877929688,990.0,13045955,2024-07-01
2024-07-08,1029.1678466796875,1043.050048828125,1059.449951171875,993.75,1030.0,18342966,2024-07-08
2024-07-15,975.935791015625,989.0999755859375,1047.4000244140625,985.0,1046.8499755859375,9341304,2024-07-15
2024-07-22,971.0516967773438,984.1500244140625,1015.7000122070312,940.0499877929688,990.0,14121220,2024-07-22
2024-07-29,953.5379638671875,966.4000244140625,1000.7999877929688,963.6500244140625,990.0,5838122,2024-07-29
2024-08-05,914.613037109375,926.9500122070312,954.0,915.9000244140625,945.0,7232467,2024-08-05
2024-08-12,912.4422607421875,924.75,933.25,906.2999877929688,926.4500122070312,5913501,2024-08-12
2024-08-19,911.0115966796875,923.2999877929688,942.4000244140625,922.0,926.0,5475524,2024-08-19
2024-08-26,924.3209228515625,932.7999877929688,948.0,914.4000244140625,927.7999877929688,6881591,2024-08-26
2024-09-02,927.9873046875,936.5,952.5499877929688,925.4500122070312,938.9500122070312,8760441,2024-09-02
2024-09-09,928.3836669921875,936.9000244140625,957.0999755859375,918.9500122070312,928.0499877929688,7507353,2024-09-09
2024-09-16,886.1213989257812,894.25,941.9500122070312,866.0499877929688,937.5,9361352,2024-09-16
2024-09-23,916.4927978515625,924.9000244140625,928.0,893.9000244140625,898.25,7246199,2024-09-23
2024-09-30,864.8168334960938,872.75,934.0,868.0499877929688,920.0,9436817,2024-09-30
2024-10-07,881.1172485351562,889.2000122070312,894.6500244140625,843.2999877929688,877.1500244140625,7056366,2024-10-07
2024-10-14,872.9918212890625,881.0,900.4000244140625,862.7000122070312,889.2000122070312,5509170,2024-10-14
2024-10-21,804.7180786132812,812.0999755859375,884.7000122070312,798.0999755859375,879.6500244140625,6375865,2024-10-21
2024-10-28,824.1895141601562,831.75,856.9500122070312,806.5,812.0999755859375,4945585,2024-10-28
2024-11-04,824.9326782226562,832.5,863.2999877929688,792.0999755859375,833.0,11527312,2024-11-04
2024-11-11,792.3316650390625,799.5999755859375,843.7999877929688,791.0,828.0999755859375,3807766,2024-11-11
2024-11-18,805.2692260742188,808.5999755859375,815.6500244140625,783.0,801.9000244140625,3664886,2024-11-18
2024-11-25,812.5889892578125,815.9500122070312,831.0,810.0,820.0,5601319,2024-11-25
2024-12-02,827.1785888671875,830.5999755859375,843.9000244140625,809.0999755859375,815.0,5901238,2024-12-02
2024-12-09,832.0086669921875,835.4500122070312,859.7000122070312,820.2000122070312,830.5999755859375,6592912,2024-12-09
2024-12-16,781.01953125,784.25,843.9000244140625,781.0,835.0,4414690,2024-12-16
2024-12-23,776.0401611328125,779.25,792.9500122070312,777.2000122070312,786.7999877929688,3383033,2024-12-23
2024-12-30,793.0198974609375,796.2999877929688,804.5,765.0999755859375,779.25,5885740,2024-12-30
2025-01-06,775.9406127929688,779.1500244140625,802.9500122070312,755.2999877929688,796.0,9770801,2025-01-06
2025-01-13,775.9903564453125,779.2000122070312,781.9000244140625,743.75,779.1500244140625,6681501,2025-01-13
2025-01-20,784.2561645507812,787.5,802.5,757.0999755859375,781.0,5915069,2025-01-20
2025-01-27,791.426513671875,794.7000122070312,831.75,736.2999877929688,779.1500244140625,13996784,2025-01-27
2025-02-03,770.9113159179688,774.0999755859375,797.5499877929688,758.7999877929688,788.0,5087786,2025-02-03
2025-02-10,729.582275390625,732.5999755859375,787.3499755859375,722.0499877929688,770.0,7336302,2025-02-10
2025-02-17,728.0884399414062,731.0999755859375,743.9000244140625,709.2999877929688,725.0,4734207,2025-02-17
2025-02-24,670.9500122070312,670.9500122070312,728.2000122070312,661.5499877929688,723.0499877929688,5625208,2025-02-24
2025-03-03,700.6500244140625,700.6500244140625,711.7000122070312,656.0499877929688,673.0499877929688,5848216,2025-03-03
2025-03-10,689.0499877929688,689.0499877929688,708.5,675.0,703.0499877929688,3115480,2025-03-10
2025-03-17,722.2000122070312,722.2000122070312,725.9000244140625,687.7999877929688,689.2999877929688,4777925,2025-03-17
2025-03-24,727.5,727.5,735.2000122070312,701.0,730.0,12780556,2025-03-24
2025-03-31,714.0999755859375,714.0999755859375,739.7999877929688,709.25,727.5,5058368,2025-03-31
2025-04-07,730.7000122070312,730.7000122070312,735.4500122070312,656.0,656.0,3865840,2025-04-07
2025-04-14,769.4000244140625,769.4000244140625,770.75,730.7000122070312,730.7000122070312,3256248,2025-04-14
2025-04-21,751.8499755859375,751.8499755859375,787.0999755859375,748.2000122070312,773.7000122070312,4969125,2025-04-21
2025-04-28,747.4500122070312,747.4500122070312,773.8499755859375,746.0999755859375,748.2000122070312,2850619,2025-04-28
2025-05-05,722.5499877929688,722.5499877929688,766.9500122070312,706.25,750.0,4696748,2025-05-05
2025-05-12,809.0499877929688,809.0499877929688,815.0,737.3499755859375,740.5,7671707,2025-05-12
2025-05-19,783.0499877929688,783.0499877929688,820.25,775.0,813.9000244140625,5190252,2025-05-19
2025-05-26,756.0,756.0,800.0,754.4000244140625,784.0,12094793,2025-05-26
2025-06-02,779.6500244140625,779.6500244140625,785.5999755859375,749.5499877929688,756.0,7362233,2025-06-02
2025-06-09,770.6500244140625,770.6500244140625,797.5,753.75,781.0,6234353,2025-06-09
2025-06-16,756.5999755859375,756.5999755859375,773.7999877929688,743.2999877929688,770.0,4414320,2025-06-16
2025-06-23,785.25,785.25,789.2000122070312,746.5,746.5,4721538,2025-06-23
2025-06-30,781.1500244140625,781.1500244140625,789.9000244140625,768.5,788.5499877929688,4381080,2025-06-30
2025-07-07,773.7000122070312,773.7000122070312,798.5999755859375,770.0499877929688,782.6500244140625,4249175,2025-07-07
2025-07-14,773.9500122070312,773.9500122070312,777.5999755859375,767.25,773.7000122070312,945343,2025-07-14
