Date,Adj Close_GOKEX.NS,Close_GOKEX.NS,High_GOKEX.NS,Low_GOKEX.NS,Open_GOKEX.NS,Volume_GOKEX.NS,Date
2022-10-31,357.43212890625,357.8999938964844,389.70001220703125,356.1000061035156,382.0,1960472,2022-10-31
2022-11-07,363.0248107910156,363.5,378.45001220703125,357.1000061035156,360.0,1072359,2022-11-07
2022-11-14,360.2284851074219,360.70001220703125,376.5,355.6499938964844,365.6000061035156,895537,2022-11-14
2022-11-21,380.85150146484375,381.3500061035156,391.79998779296875,355.54998779296875,359.3500061035156,1179460,2022-11-21
2022-11-28,387.6925354003906,388.20001220703125,403.0,371.8999938964844,381.0,1514305,2022-11-28
2022-12-05,368.3678283691406,368.8500061035156,393.0,364.5,390.45001220703125,1550152,2022-12-05
2022-12-12,379.2535705566406,379.75,388.8999938964844,363.0,369.8999938964844,1089027,2022-12-12
2022-12-19,341.1534423828125,341.6000061035156,387.8500061035156,328.3999938964844,380.0,1155971,2022-12-19
2022-12-26,365.1719970703125,365.6499938964844,370.70001220703125,335.6000061035156,341.6000061035156,746799,2022-12-26
2023-01-02,362.1260070800781,362.6000061035156,377.04998779296875,361.0,364.5,519733,2023-01-02
2023-01-09,385.79498291015625,386.29998779296875,392.79998779296875,359.5,364.25,1145565,2023-01-09
2023-01-16,374.2601013183594,374.75,386.70001220703125,372.1000061035156,385.1000061035156,841612,2023-01-16
2023-01-23,366.1207580566406,366.6000061035156,385.0,361.0,373.5,411143,2023-01-23
2023-01-30,351.63970947265625,352.1000061035156,373.54998779296875,347.45001220703125,364.04998779296875,518563,2023-01-30
2023-02-06,370.3652038574219,370.8500061035156,377.3500061035156,349.04998779296875,355.0,531771,2023-02-06
2023-02-13,392.0867919921875,392.6000061035156,420.0,356.1499938964844,369.0,2590178,2023-02-13
2023-02-20,401.3246765136719,401.8500061035156,429.0,395.75,398.5,1906641,2023-02-20
2023-02-27,400.6255798339844,401.1499938964844,416.20001220703125,381.6000061035156,404.70001220703125,800898,2023-02-27
2023-03-06,385.4454650878906,385.95001220703125,411.70001220703125,383.20001220703125,401.1499938964844,11613664,2023-03-06
2023-03-13,374.01043701171875,374.5,391.25,371.0,386.04998779296875,1133594,2023-03-13
2023-03-20,369.21673583984375,369.70001220703125,378.0,362.8500061035156,376.1499938964844,589125,2023-03-20
2023-03-27,355.53460693359375,356.0,370.95001220703125,344.45001220703125,370.95001220703125,762273,2023-03-27
2023-04-03,358.7803649902344,359.25,366.70001220703125,355.0,364.0,429487,2023-04-03
2023-04-10,355.38482666015625,355.8500061035156,364.20001220703125,351.0,359.0,992888,2023-04-10
2023-04-17,357.3822021484375,357.8500061035156,369.0,352.6000061035156,354.95001220703125,956422,2023-04-17
2023-04-24,363.6240234375,364.1000061035156,365.95001220703125,355.04998779296875,359.0,1333397,2023-04-24
2023-05-01,387.642578125,388.1499938964844,393.70001220703125,364.1000061035156,364.1000061035156,1392118,2023-05-01
2023-05-08,385.79498291015625,386.29998779296875,402.3999938964844,380.3500061035156,389.0,712647,2023-05-08
2023-05-15,396.8804931640625,397.3999938964844,409.45001220703125,382.20001220703125,386.0,875245,2023-05-15
2023-05-22,392.43634033203125,392.95001220703125,400.0,373.6000061035156,397.8999938964844,718208,2023-05-22
2023-05-29,456.2028503417969,456.79998779296875,461.79998779296875,394.20001220703125,398.95001220703125,3476464,2023-05-29
2023-06-05,455.9531555175781,456.54998779296875,474.79998779296875,447.25,459.3999938964844,1600794,2023-06-05
2023-06-12,482.31866455078125,482.95001220703125,497.3999938964844,460.0,460.5,2693603,2023-06-12
2023-06-19,477.425048828125,478.04998779296875,519.25,475.0,484.0,2410302,2023-06-19
2023-06-26,482.4684753417969,483.1000061035156,492.0,473.75,478.0,684606,2023-06-26
2023-07-03,513.627685546875,514.2999877929688,522.0999755859375,480.0,485.0,1765885,2023-07-03
2023-07-10,533.2520141601562,533.9500122070312,540.6500244140625,501.04998779296875,518.3499755859375,1504690,2023-07-10
2023-07-17,533.4017944335938,534.0999755859375,558.9500122070312,526.2000122070312,531.7999877929688,1038409,2023-07-17
2023-07-24,528.7079467773438,529.4000244140625,555.5,523.0499877929688,535.9000244140625,802013,2023-07-24
2023-07-31,496.7997131347656,497.45001220703125,547.8499755859375,494.25,533.9500122070312,798041,2023-07-31
2023-08-07,500.3450622558594,501.0,517.4000244140625,482.04998779296875,497.45001220703125,1675817,2023-08-07
2023-08-14,560.6161499023438,561.3499755859375,578.9500122070312,499.5,500.0,2110178,2023-08-14
2023-08-21,604.3089599609375,605.0999755859375,618.0,557.2999877929688,569.0,2309223,2023-08-21
2023-08-28,769.84228515625,770.8499755859375,882.4000244140625,600.4500122070312,610.0,17633010,2023-08-28
2023-09-04,769.3929443359375,770.4000244140625,807.7999877929688,752.0,774.0,1820029,2023-09-04
2023-09-11,774.5860595703125,775.5999755859375,802.0,740.0499877929688,765.0,1141588,2023-09-11
2023-09-18,780.6500244140625,780.6500244140625,835.0,724.0,790.2000122070312,2628698,2023-09-18
2023-09-25,759.5499877929688,759.5499877929688,788.9000244140625,747.9500122070312,780.6500244140625,880091,2023-09-25
2023-10-02,806.7999877929688,806.7999877929688,819.9000244140625,746.0499877929688,759.5499877929688,1271029,2023-10-02
2023-10-09,867.6500244140625,867.6500244140625,884.0,763.0,809.9500122070312,2246020,2023-10-09
2023-10-16,937.5999755859375,937.5999755859375,989.0,876.3499755859375,880.0,4985948,2023-10-16
2023-10-23,854.75,854.75,946.9000244140625,817.0999755859375,940.0,1966998,2023-10-23
2023-10-30,777.9500122070312,777.9500122070312,882.9000244140625,771.0,859.75,3084609,2023-10-30
2023-11-06,820.8499755859375,820.8499755859375,824.4500122070312,779.6500244140625,789.0,1313057,2023-11-06
2023-11-13,881.0999755859375,881.0999755859375,891.7000122070312,808.4000244140625,818.0,1212050,2023-11-13
2023-11-20,951.5,951.5,966.4000244140625,882.0999755859375,882.0999755859375,1454415,2023-11-20
2023-11-27,956.5499877929688,956.5499877929688,1002.2000122070312,908.0999755859375,951.5,3018485,2023-11-27
2023-12-04,898.4000244140625,898.4000244140625,1022.9500122070312,886.0,985.0999755859375,2342905,2023-12-04
2023-12-11,895.25,895.25,915.9500122070312,875.0,897.0,1090346,2023-12-11
2023-12-18,877.5999755859375,877.5999755859375,915.6500244140625,855.0999755859375,899.2000122070312,775972,2023-12-18
2023-12-25,825.9000244140625,825.9000244140625,880.9000244140625,813.0,877.5999755859375,1343060,2023-12-25
2024-01-01,839.5999755859375,839.5999755859375,862.0,810.5,825.9000244140625,1094837,2024-01-01
2024-01-08,916.2000122070312,916.2000122070312,933.9000244140625,807.0,841.5999755859375,1945826,2024-01-08
2024-01-15,924.0999755859375,924.0999755859375,929.0,845.0999755859375,926.4000244140625,1175636,2024-01-15
2024-01-22,915.7999877929688,915.7999877929688,940.0,869.2000122070312,924.0999755859375,791404,2024-01-22
2024-01-29,934.3499755859375,934.3499755859375,987.0,902.0,917.7999877929688,3270727,2024-01-29
2024-02-05,898.25,898.25,952.0,873.0,939.7999877929688,1221839,2024-02-05
2024-02-12,880.0499877929688,880.0499877929688,902.4000244140625,857.2000122070312,898.25,1237413,2024-02-12
2024-02-19,838.4000244140625,838.4000244140625,907.4000244140625,825.6500244140625,878.0,1690973,2024-02-19
2024-02-26,844.7000122070312,844.7000122070312,863.4000244140625,823.4000244140625,834.75,1329198,2024-02-26
2024-03-04,799.3499755859375,799.3499755859375,856.2999877929688,778.75,843.0,2144260,2024-03-04
2024-03-11,732.4000244140625,732.4000244140625,820.0,686.7000122070312,806.9500122070312,3883181,2024-03-11
2024-03-18,722.1500244140625,722.1500244140625,758.4500122070312,712.0499877929688,741.9000244140625,770960,2024-03-18
2024-03-25,705.9000244140625,705.9000244140625,730.0,700.0,722.1500244140625,562943,2024-03-25
2024-04-01,779.5499877929688,779.5499877929688,788.6500244140625,709.0499877929688,719.0,1219098,2024-04-01
2024-04-08,792.0499877929688,792.0499877929688,806.5999755859375,772.2000122070312,789.4500122070312,507151,2024-04-08
2024-04-15,809.4000244140625,809.4000244140625,828.4500122070312,759.5499877929688,772.7999877929688,541021,2024-04-15
2024-04-22,796.75,796.75,824.9000244140625,781.0999755859375,814.9000244140625,469654,2024-04-22
2024-04-29,856.1500244140625,856.1500244140625,890.9000244140625,795.7000122070312,805.0,1377633,2024-04-29
2024-05-06,824.9000244140625,824.9000244140625,862.4500122070312,795.4000244140625,857.2999877929688,445846,2024-05-06
2024-05-13,838.7999877929688,838.7999877929688,852.0,810.0499877929688,824.75,201193,2024-05-13
2024-05-20,860.1500244140625,860.1500244140625,878.0,824.0,849.0,385997,2024-05-20
2024-05-27,848.8499755859375,848.8499755859375,872.0,800.0999755859375,872.0,647815,2024-05-27
2024-06-03,828.5499877929688,828.5499877929688,878.0,727.2000122070312,861.4000244140625,1640003,2024-06-03
2024-06-10,812.9500122070312,812.9500122070312,849.0,799.0999755859375,832.2000122070312,602811,2024-06-10
2024-06-17,905.75,905.75,923.9500122070312,810.0999755859375,812.9500122070312,1456178,2024-06-17
2024-06-24,940.0499877929688,940.0499877929688,975.2999877929688,883.0,917.9500122070312,1473434,2024-06-24
2024-07-01,940.0,940.0,994.7000122070312,935.2999877929688,940.5,902485,2024-07-01
2024-07-08,921.8499755859375,921.8499755859375,968.4000244140625,901.0,940.0,5309247,2024-07-08
2024-07-15,896.8499755859375,896.8499755859375,956.7000122070312,886.0999755859375,927.7999877929688,476080,2024-07-15
2024-07-22,965.7999877929688,965.7999877929688,1042.0999755859375,881.0499877929688,888.0499877929688,1368778,2024-07-22
2024-07-29,951.75,951.75,1017.6500244140625,930.0,969.7999877929688,926888,2024-07-29
2024-08-05,921.7000122070312,921.7000122070312,1128.0,891.0999755859375,950.0,7840997,2024-08-05
2024-08-12,900.9000244140625,900.9000244140625,927.7999877929688,861.3499755859375,926.5,1264122,2024-08-12
2024-08-19,934.1500244140625,934.1500244140625,947.5,895.5,905.5999755859375,714305,2024-08-19
2024-08-26,939.7999877929688,939.7999877929688,975.7999877929688,914.75,943.0,760931,2024-08-26
2024-09-02,923.4500122070312,923.4500122070312,959.5,918.2999877929688,944.4000244140625,432126,2024-09-02
2024-09-09,920.3499755859375,920.3499755859375,936.9500122070312,893.2000122070312,924.25,540845,2024-09-09
2024-09-16,999.9500122070312,999.9500122070312,1022.9500122070312,915.4000244140625,921.0,1520105,2024-09-16
2024-09-23,978.9500122070312,978.9500122070312,1004.0,938.5,1000.0,574816,2024-09-23
2024-09-30,935.75,935.75,998.0,905.0,981.0,494031,2024-09-30
2024-10-07,932.1500244140625,932.1500244140625,942.0999755859375,871.0,911.0999755859375,722913,2024-10-07
2024-10-14,902.4000244140625,902.4000244140625,935.9500122070312,883.9500122070312,932.1500244140625,322802,2024-10-14
2024-10-21,838.0499877929688,838.0499877929688,907.4500122070312,825.0,899.0,383336,2024-10-21
2024-10-28,899.8499755859375,899.8499755859375,912.9500122070312,820.4500122070312,844.7000122070312,211628,2024-10-28
2024-11-04,877.5,877.5,910.0,856.9000244140625,899.8499755859375,332624,2024-11-04
2024-11-11,840.0,840.0,877.9500122070312,817.2000122070312,870.0,584340,2024-11-11
2024-11-18,882.4500122070312,882.4500122070312,914.0,840.0,848.0499877929688,461190,2024-11-18
2024-11-25,962.0499877929688,962.0499877929688,966.2999877929688,877.0,899.0,758178,2024-11-25
2024-12-02,971.4000244140625,971.4000244140625,981.5,936.25,970.8499755859375,1034534,2024-12-02
2024-12-09,1200.4000244140625,1200.4000244140625,1210.0,982.0,982.0,5349007,2024-12-09
2024-12-16,1188.3499755859375,1188.3499755859375,1262.1500244140625,1156.050048828125,1204.0,2468376,2024-12-16
2024-12-23,1105.8499755859375,1105.8499755859375,1194.4000244140625,1087.449951171875,1189.949951171875,685742,2024-12-23
2024-12-30,1139.949951171875,1139.949951171875,1158.3499755859375,1078.550048828125,1092.0,610204,2024-12-30
2025-01-06,1051.0999755859375,1051.0999755859375,1150.9000244140625,1022.5499877929688,1139.949951171875,759903,2025-01-06
2025-01-13,1086.0,1086.0,1136.949951171875,981.25,1030.0,721328,2025-01-13
2025-01-20,1003.3499755859375,1003.3499755859375,1120.6500244140625,991.0,1085.0,371870,2025-01-20
2025-01-27,943.5499877929688,943.5499877929688,992.9500122070312,868.0,991.0,666432,2025-01-27
2025-02-03,954.25,954.25,985.25,890.0,890.0,476379,2025-02-03
2025-02-10,918.9000244140625,918.9000244140625,1025.0,892.0999755859375,1008.9000244140625,1974067,2025-02-10
2025-02-17,945.0,945.0,979.6500244140625,873.3499755859375,922.9500122070312,1371395,2025-02-17
2025-02-24,813.5499877929688,813.5499877929688,925.0,785.9500122070312,918.9500122070312,964545,2025-02-24
2025-03-03,812.2999877929688,812.2999877929688,844.9500122070312,735.0,823.0,1564371,2025-03-03
2025-03-10,867.4500122070312,867.4500122070312,915.5,754.0,808.4000244140625,1075384,2025-03-10
2025-03-17,879.8499755859375,879.8499755859375,898.8499755859375,835.5499877929688,867.4500122070312,554458,2025-03-17
2025-03-24,806.3499755859375,806.3499755859375,891.6500244140625,801.9500122070312,886.8499755859375,780083,2025-03-24
2025-03-31,834.25,834.25,921.8499755859375,790.0999755859375,806.3499755859375,2860428,2025-03-31
2025-04-07,783.4500122070312,783.4500122070312,828.8499755859375,751.0,775.0,1044999,2025-04-07
2025-04-14,826.8499755859375,826.8499755859375,868.9000244140625,793.5,799.9000244140625,1388046,2025-04-14
2025-04-21,849.5,849.5,883.0,820.5,826.0499877929688,1480814,2025-04-21
2025-04-28,869.9500122070312,869.9500122070312,877.4000244140625,841.5,849.0,565221,2025-04-28
2025-05-05,967.25,967.25,1039.5999755859375,836.0499877929688,869.2999877929688,9231406,2025-05-05
2025-05-12,1014.75,1014.75,1060.0,975.7999877929688,1000.0,2266825,2025-05-12
2025-05-19,928.0499877929688,928.0499877929688,1056.0,925.0,1025.0,2413556,2025-05-19
2025-05-26,990.8499755859375,990.8499755859375,995.0,925.0,934.0,1168295,2025-05-26
2025-06-02,925.4000244140625,925.4000244140625,987.2000122070312,917.0,980.0499877929688,783245,2025-06-02
2025-06-09,916.1500244140625,916.1500244140625,958.0,901.0499877929688,941.0,696655,2025-06-09
2025-06-16,867.5999755859375,867.5999755859375,945.0,864.0,907.0499877929688,711139,2025-06-16
2025-06-23,886.0499877929688,886.0499877929688,917.9500122070312,851.0,865.0,902242,2025-06-23
2025-06-30,931.0999755859375,931.0999755859375,945.0,883.5499877929688,886.0499877929688,926442,2025-06-30
2025-07-07,915.0499877929688,915.0499877929688,975.0,896.0,925.0499877929688,5036132,2025-07-07
2025-07-14,922.8499755859375,922.8499755859375,934.4000244140625,908.0999755859375,915.0,252986,2025-07-14
