Date,Adj Close_CREST.NS,Close_CREST.NS,High_CREST.NS,Low_CREST.NS,Open_CREST.NS,Volume_CREST.NS,Date
2020-07-13,60.352542877197266,61.54999923706055,64.9000015258789,58.099998474121094,62.54999923706055,18471,2020-07-13
2020-07-20,57.55799102783203,58.70000076293945,62.79999923706055,58.0,61.5,29297,2020-07-20
2020-07-27,62.6077995300293,63.849998474121094,66.9000015258789,57.599998474121094,58.0,23899,2020-07-27
2020-08-03,78.59068298339844,80.1500015258789,80.1500015258789,60.20000076293945,63.70000076293945,80796,2020-08-03
2020-08-10,82.65995025634766,84.30000305175781,97.9000015258789,80.19999694824219,87.80000305175781,312788,2020-08-10
2020-08-17,91.92610168457031,93.75,96.69999694824219,79.0999984741211,84.30000305175781,152053,2020-08-17
2020-08-24,85.16033172607422,86.8499984741211,95.0,83.30000305175781,91.5999984741211,57713,2020-08-24
2020-08-31,79.81636810302734,81.4000015258789,95.0,75.0,85.6500015258789,24811,2020-08-31
2020-09-07,77.25296020507812,78.30000305175781,86.94999694824219,75.30000305175781,78.30000305175781,31137,2020-09-07
2020-09-14,87.46456146240234,88.6500015258789,93.80000305175781,76.0,79.0999984741211,175384,2020-09-14
2020-09-21,77.54894256591797,78.5999984741211,88.9000015258789,75.6500015258789,84.5999984741211,47602,2020-09-21
2020-09-28,87.1192398071289,88.30000305175781,88.44999694824219,78.0,78.8499984741211,50138,2020-09-28
2020-10-05,82.82740020751953,83.94999694824219,93.9000015258789,81.30000305175781,88.19999694824219,140677,2020-10-05
2020-10-12,80.50881958007812,81.5999984741211,89.5,79.05000305175781,82.0,22589,2020-10-12
2020-10-19,82.08743286132812,83.19999694824219,86.0,77.19999694824219,77.19999694824219,33368,2020-10-19
2020-10-26,80.7554931640625,81.8499984741211,86.5,79.94999694824219,83.1500015258789,47532,2020-10-26
2020-11-02,88.30318450927734,89.5,92.9000015258789,80.1500015258789,81.05000305175781,142557,2020-11-02
2020-11-09,84.70198822021484,85.8499984741211,96.80000305175781,80.30000305175781,87.55000305175781,125668,2020-11-09
2020-11-16,87.16857147216797,88.3499984741211,92.80000305175781,85.19999694824219,85.25,70672,2020-11-16
2020-11-23,95.20957946777344,96.5,97.9000015258789,87.0,88.4000015258789,246081,2020-11-23
