Date,Adj Close_MARICO.NS,Close_MARICO.NS,High_MARICO.NS,Low_MARICO.NS,Open_MARICO.NS,Volume_MARICO.NS,Date
2021-10-18,535.0284423828125,562.75,607.7000122070312,553.75,606.9000244140625,8364994,2021-10-18
2021-10-25,540.4476318359375,568.4500122070312,581.9000244140625,548.6500244140625,564.5,10396382,2021-10-25
2021-11-01,530.3697509765625,557.8499755859375,577.4000244140625,550.5999755859375,571.0,5676490,2021-11-01
2021-11-08,519.864013671875,546.7999877929688,568.5499877929688,544.4000244140625,559.9000244140625,8275137,2021-11-08
2021-11-15,517.8954467773438,541.7999877929688,559.5,536.6500244140625,550.7999877929688,4935504,2021-11-15
2021-11-22,519.568359375,543.5499877929688,554.0,526.5,540.5999755859375,6677435,2021-11-22
2021-11-29,508.2889404296875,531.75,544.0999755859375,520.5,536.0,12339957,2021-11-29
2021-12-06,503.12713623046875,526.3499755859375,533.5,517.25,530.0499877929688,4248476,2021-12-06
2021-12-13,478.2743225097656,500.3500061035156,531.1500244140625,497.5,525.0499877929688,5246545,2021-12-13
2021-12-20,483.2926940917969,505.6000061035156,513.0999755859375,488.54998779296875,497.70001220703125,5594939,2021-12-20
2021-12-27,490.0316467285156,512.6500244140625,516.0,495.0,505.6000061035156,3601380,2021-12-27
2022-01-03,482.0022277832031,504.25,518.5,497.1000061035156,513.5499877929688,4846969,2022-01-03
2022-01-10,477.5096130371094,499.54998779296875,509.45001220703125,496.04998779296875,505.0,4559787,2022-01-10
2022-01-17,456.7670593261719,477.8500061035156,503.1000061035156,475.0,502.0,7047241,2022-01-17
2022-01-24,450.69720458984375,471.5,476.79998779296875,455.6499938964844,476.70001220703125,6402917,2022-01-24
2022-01-31,488.0242919921875,510.54998779296875,511.6499938964844,474.45001220703125,479.0,10159092,2022-01-31
2022-02-07,483.2961730957031,499.29998779296875,524.0,494.54998779296875,521.0499877929688,7159429,2022-02-07
2022-02-14,488.57147216796875,504.75,507.8500061035156,486.6000061035156,490.0,5874760,2022-02-14
2022-02-21,478.98883056640625,494.8500061035156,511.0,477.0,504.0,8595453,2022-02-21
2022-02-28,484.9900817871094,501.04998779296875,518.4000244140625,485.79998779296875,493.75,8540303,2022-02-28
2022-03-07,491.28173828125,507.54998779296875,509.0,476.8999938964844,490.0,8462300,2022-03-07
2022-03-14,507.3012390136719,524.0999755859375,535.0,504.1499938964844,508.5,7309620,2022-03-14
2022-03-21,462.77569580078125,478.1000061035156,523.8499755859375,473.70001220703125,523.0,8964153,2022-03-21
2022-03-28,501.6387634277344,518.25,520.7000122070312,468.5,479.54998779296875,9332226,2022-03-28
2022-04-04,501.2031555175781,517.7999877929688,547.8499755859375,510.54998779296875,522.6500244140625,13297403,2022-04-04
2022-04-11,503.0423278808594,519.7000122070312,525.0,512.8499755859375,519.9500122070312,2896717,2022-04-11
2022-04-18,506.4301452636719,523.2000122070312,525.3499755859375,500.75,521.0,6954588,2022-04-18
2022-04-25,504.9781799316406,521.7000122070312,546.3499755859375,503.0,517.7000122070312,11752545,2022-04-25
2022-05-02,487.50677490234375,503.6499938964844,537.0999755859375,499.0,519.7999877929688,6385166,2022-05-02
2022-05-09,484.02215576171875,500.04998779296875,513.0,487.04998779296875,502.20001220703125,7741295,2022-05-09
2022-05-16,511.6086120605469,528.5499877929688,531.4500122070312,492.45001220703125,505.1499938964844,9188998,2022-05-16
2022-05-23,509.2371520996094,526.0999755859375,539.9000244140625,516.4000244140625,533.7999877929688,7411306,2022-05-23
2022-05-30,496.9926452636719,513.4500122070312,551.9000244140625,512.1500244140625,527.5999755859375,12119444,2022-05-30
2022-06-06,476.76251220703125,492.54998779296875,516.0,483.1000061035156,513.4000244140625,7074240,2022-06-06
2022-06-13,458.2263488769531,473.3999938964844,503.3999938964844,471.04998779296875,485.0,9002911,2022-06-13
2022-06-20,466.7442932128906,482.20001220703125,495.5,473.1499938964844,474.75,7859165,2022-06-20
2022-06-27,475.4557800292969,491.20001220703125,493.0,473.5,485.6000061035156,6848122,2022-06-27
2022-07-04,487.6035461425781,503.75,508.75,480.1499938964844,491.8999938964844,6799138,2022-07-04
2022-07-11,490.265380859375,506.5,514.0,497.0,504.0,5392242,2022-07-11
2022-07-18,514.1737060546875,531.2000122070312,533.2000122070312,503.6000061035156,509.6000061035156,6315943,2022-07-18
2022-07-25,501.3968200683594,518.0,531.75,504.25,531.2000122070312,6580286,2022-07-25
2022-08-01,503.0423278808594,519.7000122070312,537.1500244140625,514.5499877929688,523.7000122070312,6549514,2022-08-01
2022-08-08,493.89520263671875,510.25,529.9000244140625,506.29998779296875,524.2000122070312,6338742,2022-08-08
2022-08-15,499.4125061035156,515.9500122070312,520.7999877929688,507.5,510.25,3720765,2022-08-15
2022-08-22,499.07366943359375,515.5999755859375,526.9500122070312,509.1000061035156,515.0,6138271,2022-08-22
2022-08-29,506.7689208984375,523.5499877929688,531.6500244140625,505.0,510.25,5987180,2022-08-29
2022-09-05,504.9781799316406,521.7000122070312,527.0499877929688,513.4500122070312,523.4000244140625,3100589,2022-09-05
2022-09-12,492.34649658203125,508.6499938964844,538.7999877929688,506.1000061035156,523.9500122070312,6966316,2022-09-12
2022-09-19,525.547119140625,542.9500122070312,554.3499755859375,505.70001220703125,510.70001220703125,12100742,2022-09-19
2022-09-26,520.6105346679688,537.8499755859375,553.0,522.75,542.7999877929688,12958547,2022-09-26
2022-10-03,504.5910339355469,521.2999877929688,541.7999877929688,515.2000122070312,540.0,7742660,2022-10-03
2022-10-10,495.1051330566406,511.5,523.9000244140625,502.1000061035156,511.0,5990652,2022-10-10
2022-10-17,502.5099792480469,519.1500244140625,526.7000122070312,510.0,513.0,4515574,2022-10-17
2022-10-24,502.3163757324219,518.9500122070312,524.5499877929688,512.6500244140625,524.5,4335213,2022-10-24
2022-10-31,521.9172973632812,539.2000122070312,542.0,516.5,520.0,5491153,2022-10-31
2022-11-07,483.1510009765625,499.1499938964844,525.0,496.54998779296875,523.6500244140625,9208574,2022-11-07
2022-11-14,470.5192565917969,486.1000061035156,505.54998779296875,482.0,501.6499938964844,7484728,2022-11-14
2022-11-21,470.6644592285156,486.25,494.3500061035156,482.1499938964844,485.54998779296875,7361773,2022-11-21
2022-11-28,487.7003479003906,503.8500061035156,509.95001220703125,481.5,484.1000061035156,12094791,2022-11-28
2022-12-05,506.9624938964844,523.75,526.0,498.3500061035156,504.95001220703125,8126920,2022-12-05
2022-12-12,497.7186279296875,514.2000122070312,535.0,512.4500122070312,527.7000122070312,8190881,2022-12-12
2022-12-19,499.0252990722656,515.5499877929688,529.7999877929688,513.0,515.0,4605743,2022-12-19
2022-12-26,493.508056640625,509.8500061035156,523.6500244140625,509.0,513.8499755859375,2557482,2022-12-26
2023-01-02,496.6054382324219,513.0499877929688,524.9000244140625,501.0,509.8500061035156,5729878,2023-01-02
2023-01-09,480.6343078613281,496.54998779296875,520.4500122070312,490.3999938964844,514.9000244140625,6046768,2023-01-09
2023-01-16,489.007080078125,505.20001220703125,510.0,494.29998779296875,497.6499938964844,7735173,2023-01-16
2023-01-23,487.6519470214844,503.79998779296875,511.54998779296875,497.1499938964844,507.0,3533606,2023-01-23
2023-01-30,478.0692443847656,493.8999938964844,508.1499938964844,492.1000061035156,504.0,6799556,2023-01-30
2023-02-06,479.2791748046875,495.1499938964844,511.5,491.5,493.8999938964844,6420163,2023-02-06
2023-02-13,473.810302734375,489.5,498.8500061035156,488.1000061035156,495.1499938964844,5080908,2023-02-13
2023-02-20,482.81219482421875,498.79998779296875,505.3999938964844,486.0,492.25,4905839,2023-02-20
2023-02-27,483.4897766113281,499.5,501.54998779296875,485.1000061035156,499.5,5647435,2023-02-27
2023-03-06,480.6827392578125,496.6000061035156,503.79998779296875,491.1000061035156,500.20001220703125,3612069,2023-03-06
2023-03-13,474.78424072265625,486.1000061035156,499.0,480.20001220703125,494.5,7849309,2023-03-13
2023-03-20,466.0914306640625,477.20001220703125,485.0,475.6000061035156,485.0,4312500,2023-03-20
2023-03-27,468.630859375,479.79998779296875,483.0,470.0,477.20001220703125,5605459,2023-03-27
2023-04-03,468.1425476074219,479.29998779296875,485.5,475.8500061035156,483.25,4450503,2023-04-03
2023-04-10,465.70068359375,476.79998779296875,482.5,473.1000061035156,478.0,5342420,2023-04-10
2023-04-17,462.2333679199219,473.25,482.29998779296875,462.70001220703125,475.8500061035156,8765257,2023-04-17
2023-04-24,484.8444519042969,496.3999938964844,499.8999938964844,470.45001220703125,475.75,10382725,2023-04-24
2023-05-01,482.1096496582031,493.6000061035156,504.3500061035156,492.04998779296875,496.3999938964844,3077164,2023-05-01
2023-05-08,528.8945922851562,541.5,549.5,511.0,511.0,15835162,2023-05-08
2023-05-15,513.51123046875,525.75,542.0,522.0,542.0,4886941,2023-05-15
2023-05-22,531.43408203125,544.0999755859375,545.0,522.0,525.6500244140625,4747895,2023-05-22
2023-05-29,536.6595458984375,549.4500122070312,558.75,538.7000122070312,547.2999877929688,6980343,2023-05-29
2023-06-05,520.7877807617188,533.2000122070312,553.9500122070312,532.2999877929688,549.0,5163387,2023-06-05
2023-06-12,535.3898315429688,548.1500244140625,553.4500122070312,528.4500122070312,536.8499755859375,7350426,2023-06-12
2023-06-19,516.197265625,528.5,550.8499755859375,520.4000244140625,548.1500244140625,4995395,2023-06-19
2023-06-26,518.5901489257812,530.9500122070312,532.4500122070312,521.0499877929688,529.9500122070312,6631248,2023-06-26
2023-07-03,505.01373291015625,517.0499877929688,542.0499877929688,513.2999877929688,534.8499755859375,10135440,2023-07-03
2023-07-10,526.892333984375,539.4500122070312,547.7999877929688,516.5499877929688,518.0,7126965,2023-07-10
2023-07-17,526.1109619140625,538.6500244140625,543.0,525.7000122070312,539.4000244140625,4965494,2023-07-17
2023-07-24,560.9798583984375,574.3499755859375,578.1500244140625,531.0499877929688,538.25,14062309,2023-07-24
2023-07-31,562.7868041992188,576.2000122070312,581.8499755859375,554.7000122070312,574.9500122070312,12792614,2023-07-31
2023-08-07,563.5194091796875,576.9500122070312,587.9000244140625,572.25,576.1500244140625,10025475,2023-08-07
2023-08-14,537.9292602539062,550.75,576.1500244140625,547.6500244140625,576.1500244140625,3602056,2023-08-14
2023-08-21,547.1593017578125,560.2000122070312,570.7999877929688,546.0499877929688,550.7000122070312,5515706,2023-08-21
2023-08-28,556.0962524414062,569.3499755859375,575.9500122070312,552.2000122070312,560.2000122070312,10130948,2023-08-28
2023-09-04,572.9935913085938,586.6500244140625,591.2000122070312,566.5499877929688,569.3499755859375,7437866,2023-09-04
2023-09-11,566.6449584960938,580.1500244140625,591.75,575.25,586.0499877929688,7897785,2023-09-11
2023-09-18,560.5404052734375,573.9000244140625,584.8499755859375,568.6500244140625,581.25,4776333,2023-09-18
2023-09-25,548.5755004882812,561.6500244140625,586.75,556.0,573.0999755859375,6723156,2023-09-25
2023-10-02,524.9389038085938,537.4500122070312,595.0,536.6500244140625,561.6500244140625,14097007,2023-10-02
2023-10-09,529.5783081054688,542.2000122070312,543.3499755859375,532.4500122070312,535.0499877929688,4245928,2023-10-09
2023-10-16,528.9922485351562,541.5999755859375,550.5,536.6500244140625,542.2999877929688,4063850,2023-10-16
2023-10-23,525.23193359375,537.75,547.5999755859375,533.4000244140625,540.0,3687518,2023-10-23
2023-10-30,515.7576904296875,528.0499877929688,545.75,521.8499755859375,537.1500244140625,7334928,2023-10-30
2023-11-06,509.115966796875,521.25,537.0,516.25,532.25,5962584,2023-11-06
2023-11-13,520.537841796875,529.9500122070312,530.7999877929688,516.0499877929688,520.0,6366225,2023-11-13
2023-11-20,514.3497314453125,523.6500244140625,535.0,521.7999877929688,530.7999877929688,5209433,2023-11-20
2023-11-27,527.3644409179688,536.9000244140625,541.5999755859375,521.3499755859375,523.6500244140625,6966763,2023-11-27
2023-12-04,521.0780639648438,530.5,545.9500122070312,526.5,539.0,8806540,2023-12-04
2023-12-11,525.694580078125,535.2000122070312,546.8499755859375,529.0999755859375,530.5,7465463,2023-12-11
2023-12-18,513.56396484375,522.8499755859375,551.9000244140625,520.8499755859375,535.0,11354208,2023-12-18
2023-12-25,538.7583618164062,548.5,553.8499755859375,522.8499755859375,522.8499755859375,5799365,2023-12-25
2024-01-01,536.3027954101562,546.0,557.5,537.4000244140625,550.0,5659921,2024-01-01
2024-01-08,523.4354248046875,532.9000244140625,536.9000244140625,520.0,530.0,8201116,2024-01-08
2024-01-15,520.83251953125,530.25,535.0,517.8499755859375,535.0,4138271,2024-01-15
2024-01-22,515.77392578125,525.0999755859375,534.4000244140625,515.6500244140625,530.25,4050486,2024-01-22
2024-01-29,520.0958251953125,529.5,554.7000122070312,508.6000061035156,508.6000061035156,12438345,2024-01-29
2024-02-05,511.40301513671875,520.6500244140625,534.3499755859375,516.6500244140625,528.0,4341877,2024-02-05
2024-02-12,514.4970703125,523.7999877929688,528.5499877929688,515.5,520.5,5376229,2024-02-12
2024-02-19,520.7343139648438,530.1500244140625,545.2000122070312,523.5,524.4500122070312,9775919,2024-02-19
2024-02-26,514.9390869140625,524.25,532.7999877929688,519.9000244140625,525.0999755859375,11907892,2024-02-26
2024-03-04,505.4604187011719,514.5999755859375,529.9000244140625,503.3500061035156,529.0,7017369,2024-03-04
2024-03-11,497.5038757324219,500.1499938964844,515.0,492.1499938964844,514.5999755859375,9619451,2024-03-11
2024-03-18,495.1165771484375,497.75,504.0,486.29998779296875,500.1499938964844,6545721,2024-03-18
2024-03-25,494.56951904296875,497.20001220703125,499.95001220703125,490.79998779296875,497.75,4281358,2024-03-25
2024-04-01,506.8044128417969,509.5,510.8500061035156,490.54998779296875,497.20001220703125,6543644,2024-04-01
2024-04-08,511.82769775390625,514.5499877929688,521.0,507.1499938964844,511.5,4399844,2024-04-08
2024-04-15,502.62664794921875,505.29998779296875,515.9500122070312,495.1499938964844,510.1499938964844,6771506,2024-04-15
2024-04-22,515.1102294921875,517.8499755859375,518.7000122070312,503.1499938964844,515.5499877929688,6873774,2024-04-22
2024-04-29,514.165283203125,516.9000244140625,524.0,510.45001220703125,520.5,4989418,2024-04-29
2024-05-06,584.0436401367188,587.1500244140625,598.5,518.25,520.9000244140625,55452190,2024-05-06
2024-05-13,591.4044189453125,594.5499877929688,612.4000244140625,582.2999877929688,590.8499755859375,14933318,2024-05-13
2024-05-20,600.804443359375,604.0,613.7000122070312,585.0,597.0499877929688,12189046,2024-05-20
2024-05-27,592.399169921875,595.5499877929688,615.9000244140625,590.6500244140625,612.9000244140625,12708134,2024-05-27
2024-06-03,649.5452270507812,653.0,667.2000122070312,588.25,609.0,29157846,2024-06-03
2024-06-10,616.0732421875,619.3499755859375,661.3499755859375,605.3499755859375,655.0,22352981,2024-06-10
2024-06-17,606.5737915039062,609.7999877929688,630.5999755859375,609.0,619.3499755859375,7254899,2024-06-17
2024-06-24,609.7568359375,613.0,624.9000244140625,607.0,610.0,9802457,2024-06-24
2024-07-01,612.0943603515625,615.3499755859375,622.9000244140625,601.0,614.2000122070312,14670413,2024-07-01
2024-07-08,646.6605224609375,650.0999755859375,655.7999877929688,629.0,632.0,21739511,2024-07-08
2024-07-15,665.1124267578125,668.6500244140625,686.25,646.7000122070312,658.9500122070312,12824804,2024-07-15
2024-07-22,676.1536865234375,679.75,682.0,649.0999755859375,669.9500122070312,10953948,2024-07-22
2024-07-29,658.8955078125,662.4000244140625,691.0,659.5999755859375,679.5,8734092,2024-07-29
2024-08-05,649.5452270507812,653.0,682.0,626.25,656.1500244140625,23600936,2024-08-05
2024-08-12,657.5526123046875,661.0499877929688,665.75,637.7000122070312,648.0,8854407,2024-08-12
2024-08-19,674.6119384765625,678.2000122070312,688.6500244140625,660.7999877929688,666.2000122070312,7380555,2024-08-19
2024-08-26,643.7261962890625,647.1500244140625,692.7999877929688,644.75,681.0,15620551,2024-08-26
2024-09-02,661.7304077148438,665.25,673.9500122070312,633.0,648.0,16463119,2024-09-02
2024-09-09,678.342041015625,681.9500122070312,690.2000122070312,660.5,665.0,11938554,2024-09-09
2024-09-16,705.2489624023438,709.0,710.5,675.5499877929688,683.0499877929688,9077184,2024-09-16
2024-09-23,688.7864990234375,692.4500122070312,713.5,681.5499877929688,709.0499877929688,21963579,2024-09-23
2024-09-30,686.5484008789062,690.2000122070312,719.8499755859375,680.5,680.5,11018938,2024-09-30
2024-10-07,681.873291015625,685.5,704.6500244140625,673.7999877929688,686.25,7005441,2024-10-07
2024-10-14,665.7589721679688,669.2999877929688,692.5,654.5999755859375,685.5,9593468,2024-10-14
2024-10-21,636.7134399414062,640.0999755859375,670.0999755859375,631.0499877929688,665.0999755859375,7542971,2024-10-21
2024-10-28,642.5325317382812,645.9500122070312,687.0,616.8499755859375,640.0999755859375,21370838,2024-10-28
2024-11-04,626.5177001953125,629.8499755859375,650.0,624.7999877929688,642.5999755859375,6352901,2024-11-04
2024-11-11,589.1166381835938,592.25,628.2999877929688,589.0499877929688,625.0,12546107,2024-11-11
2024-11-18,595.9801635742188,599.1500244140625,601.6500244140625,579.5999755859375,592.25,4602604,2024-11-18
2024-11-25,641.537841796875,644.9500122070312,664.0999755859375,598.7999877929688,604.1500244140625,24856108,2024-11-25
2024-12-02,630.297607421875,633.6500244140625,649.1500244140625,627.0499877929688,637.0999755859375,6364437,2024-12-02
2024-12-09,636.4150390625,639.7999877929688,648.5999755859375,600.5499877929688,621.0999755859375,13600569,2024-12-09
2024-12-16,624.6277465820312,627.9500122070312,648.0,626.0,639.6500244140625,9612036,2024-12-16
2024-12-23,629.2531127929688,632.5999755859375,645.7000122070312,620.2000122070312,625.1500244140625,4193796,2024-12-23
2024-12-30,657.4531860351562,660.9500122070312,663.6500244140625,628.2000122070312,632.5999755859375,7624069,2024-12-30
2025-01-06,670.3346557617188,673.9000244140625,679.5999755859375,623.25,667.0,12294266,2025-01-06
2025-01-13,660.8849487304688,664.4000244140625,675.25,645.4000244140625,671.0,8805748,2025-01-13
2025-01-20,662.6754150390625,666.2000122070312,674.3499755859375,655.3499755859375,667.4500122070312,5957088,2025-01-20
2025-01-27,690.5272827148438,694.2000122070312,736.9000244140625,654.25,661.0499877929688,13473879,2025-01-27
2025-02-03,645.8150634765625,649.25,690.0499877929688,644.9500122070312,688.4000244140625,7939104,2025-02-03
2025-02-10,633.75,633.75,652.0,620.2999877929688,648.4500122070312,7650865,2025-02-10
2025-02-17,624.7999877929688,624.7999877929688,644.6500244140625,613.5999755859375,625.5,6175189,2025-02-17
2025-02-24,600.5999755859375,600.5999755859375,625.8499755859375,598.0499877929688,611.0,6889193,2025-02-24
2025-03-03,609.6500244140625,609.6500244140625,613.3499755859375,577.8499755859375,596.7999877929688,12841994,2025-03-03
2025-03-10,606.2999877929688,606.2999877929688,615.0,592.7000122070312,609.9500122070312,7783100,2025-03-10
2025-03-17,630.7999877929688,630.7999877929688,634.5499877929688,601.0,601.0,5009272,2025-03-17
2025-03-24,651.6500244140625,651.6500244140625,661.0,622.2000122070312,635.2000122070312,6591314,2025-03-24
2025-03-31,677.2999877929688,677.2999877929688,682.0,641.0,651.6500244140625,9657833,2025-03-31
2025-04-07,709.9500122070312,709.9500122070312,714.6500244140625,647.5499877929688,650.0,14750156,2025-04-07
2025-04-14,714.7999877929688,714.7999877929688,726.2999877929688,701.4000244140625,709.9500122070312,10400384,2025-04-14
2025-04-21,710.4000244140625,710.4000244140625,722.7999877929688,694.0999755859375,714.7999877929688,11353715,2025-04-21
2025-04-28,698.7999877929688,698.7999877929688,723.9500122070312,696.0,707.7000122070312,7556917,2025-04-28
2025-05-05,723.2999877929688,723.2999877929688,740.2000122070312,707.0,709.7999877929688,20292629,2025-05-05
2025-05-12,724.4000244140625,724.4000244140625,739.0,716.0999755859375,734.9500122070312,13205501,2025-05-12
2025-05-19,700.8499755859375,700.8499755859375,726.7999877929688,695.0999755859375,724.4000244140625,10949653,2025-05-19
2025-05-26,716.4500122070312,716.4500122070312,727.9000244140625,702.3499755859375,704.0,11745050,2025-05-26
2025-06-02,698.6500244140625,698.6500244140625,718.7999877929688,697.0,715.0499877929688,7738580,2025-06-02
2025-06-09,691.2000122070312,691.2000122070312,708.75,681.8499755859375,700.4500122070312,9044656,2025-06-09
2025-06-16,693.2999877929688,693.2999877929688,696.7999877929688,680.2999877929688,685.5999755859375,9396173,2025-06-16
2025-06-23,731.6500244140625,731.6500244140625,735.7000122070312,687.5499877929688,691.0,13670272,2025-06-23
2025-06-30,728.5999755859375,728.5999755859375,744.4500122070312,705.3499755859375,729.4500122070312,13498545,2025-06-30
2025-07-07,725.6500244140625,725.6500244140625,739.0,721.0499877929688,728.9500122070312,9291272,2025-07-07
