Date,Adj Close_BECTORFOOD.NS,Close_BECTORFOOD.NS,High_BECTORFOOD.NS,Low_BECTORFOOD.NS,Open_BECTORFOOD.NS,Volume_BECTORFOOD.NS,Date
2022-09-05,374.4968566894531,379.04998779296875,390.70001220703125,347.79998779296875,353.0,2212372,2022-09-05
2022-09-12,361.55419921875,365.95001220703125,385.0,355.5,384.0,658044,2022-09-12
2022-09-19,352.9093322753906,357.20001220703125,383.25,353.75,366.5,511141,2022-09-19
2022-09-26,359.5511779785156,362.6499938964844,368.0,339.8999938964844,352.95001220703125,370659,2022-09-26
2022-10-03,373.58026123046875,376.79998779296875,380.0,351.79998779296875,356.3500061035156,343130,2022-10-03
2022-10-10,373.87774658203125,377.1000061035156,397.95001220703125,368.3500061035156,372.0,813274,2022-10-10
2022-10-17,381.66070556640625,384.95001220703125,405.0,370.0,382.0,1348932,2022-10-17
2022-10-24,379.0828857421875,382.3500061035156,401.0,380.0,389.6499938964844,390836,2022-10-24
2022-10-31,382.8504333496094,386.1499938964844,389.8999938964844,380.0,385.0,311028,2022-10-31
2022-11-07,407.68634033203125,411.20001220703125,424.0,388.6000061035156,388.70001220703125,1897344,2022-11-07
2022-11-14,404.76153564453125,408.25,412.3999938964844,386.75,411.20001220703125,1041546,2022-11-14
2022-11-21,422.5582275390625,426.20001220703125,434.3999938964844,400.5,405.04998779296875,1647495,2022-11-21
2022-11-28,427.91204833984375,431.6000061035156,448.75,423.04998779296875,425.0,1276774,2022-11-28
2022-12-05,429.4983825683594,433.20001220703125,442.79998779296875,428.0,434.8999938964844,735606,2022-12-05
2022-12-12,430.7872619628906,434.5,451.8500061035156,430.95001220703125,433.20001220703125,1082721,2022-12-12
2022-12-19,391.22821044921875,394.6000061035156,444.45001220703125,389.0,432.04998779296875,1071081,2022-12-19
2022-12-26,416.1137390136719,419.70001220703125,430.8999938964844,392.6000061035156,394.6000061035156,560694,2022-12-26
2023-01-02,438.0744934082031,441.8500061035156,443.5,416.0,420.8999938964844,690926,2023-01-02
2023-01-09,434.1582336425781,437.8999938964844,454.79998779296875,432.20001220703125,443.6499938964844,838177,2023-01-09
2023-01-16,469.1566467285156,473.20001220703125,478.3999938964844,435.75,440.0,1754801,2023-01-16
2023-01-23,468.9087219238281,472.95001220703125,478.04998779296875,459.8999938964844,474.0,1025528,2023-01-23
2023-01-30,459.3411560058594,463.29998779296875,484.0,446.1000061035156,471.04998779296875,725466,2023-01-30
2023-02-06,509.16180419921875,513.5499877929688,531.0,455.1000061035156,463.0,2697646,2023-02-06
2023-02-13,537.7653198242188,542.4000244140625,553.0,517.0,517.7999877929688,1847874,2023-02-13
2023-02-20,521.7592163085938,525.0499877929688,557.3499755859375,503.54998779296875,544.7999877929688,1031815,2023-02-20
2023-02-27,521.2127075195312,524.5,545.0,498.0,527.0,860766,2023-02-27
2023-03-06,558.5769653320312,562.0999755859375,574.7000122070312,519.9500122070312,526.7999877929688,1717788,2023-03-06
2023-03-13,548.7887573242188,552.25,564.9500122070312,511.20001220703125,564.7999877929688,1398571,2023-03-13
2023-03-20,530.0072021484375,533.3499755859375,555.7999877929688,527.0,555.7999877929688,648353,2023-03-20
2023-03-27,530.603515625,533.9500122070312,557.7000122070312,505.75,533.3499755859375,731809,2023-03-27
2023-04-03,569.7565307617188,573.3499755859375,586.0,535.75,535.7999877929688,1107228,2023-04-03
2023-04-10,569.8558959960938,573.4500122070312,579.9500122070312,558.0499877929688,573.3499755859375,655078,2023-04-10
2023-04-17,593.8544921875,597.5999755859375,600.0,562.5,572.5,1597476,2023-04-17
2023-04-24,614.1763305664062,618.0499877929688,621.0,586.25,597.9000244140625,1443248,2023-04-24
2023-05-01,625.8527221679688,629.7999877929688,659.0,600.0,618.0499877929688,1224080,2023-05-01
2023-05-08,622.1759033203125,626.0999755859375,641.0,617.0,631.0,1012335,2023-05-08
2023-05-15,647.0191650390625,651.0999755859375,668.0,621.1500244140625,626.0999755859375,1349683,2023-05-15
2023-05-22,712.3074340820312,716.7999877929688,733.75,640.0,651.0999755859375,2836976,2023-05-22
2023-05-29,774.4157104492188,779.2999877929688,813.9500122070312,725.0,729.9000244140625,5521743,2023-05-29
2023-06-05,759.1123046875,763.9000244140625,815.0,757.25,787.0999755859375,1065268,2023-06-05
2023-06-12,818.984619140625,824.1500244140625,850.0,763.9000244140625,763.9000244140625,942428,2023-06-12
2023-06-19,845.0701293945312,850.4000244140625,852.0,775.0499877929688,825.0,965336,2023-06-19
2023-06-26,801.8924560546875,806.9500122070312,857.25,792.25,852.0499877929688,404912,2023-06-26
2023-07-03,798.1162719726562,803.1500244140625,836.9000244140625,786.5,813.0,995663,2023-07-03
2023-07-10,819.8789672851562,825.0499877929688,856.0,788.0499877929688,798.0,863374,2023-07-10
2023-07-17,834.4869384765625,839.75,859.7000122070312,814.5999755859375,825.25,651245,2023-07-17
2023-07-24,874.2857666015625,879.7999877929688,909.0,800.0499877929688,833.1500244140625,1473031,2023-07-24
2023-07-31,891.8251953125,897.4500122070312,928.8499755859375,861.2000122070312,887.0,1288928,2023-07-31
2023-08-07,1083.814208984375,1090.6500244140625,1100.0,926.0,935.0,2511059,2023-08-07
2023-08-14,1068.212646484375,1074.949951171875,1134.949951171875,1006.0,1095.0,801504,2023-08-14
2023-08-21,1044.9097900390625,1051.5,1084.800048828125,1012.1500244140625,1074.949951171875,620325,2023-08-21
2023-08-28,1034.4754638671875,1041.0,1092.5,1022.0499877929688,1045.050048828125,1087827,2023-08-28
2023-09-04,1052.26318359375,1058.9000244140625,1064.9000244140625,1007.5999755859375,1042.949951171875,533605,2023-09-04
2023-09-11,942.1080322265625,948.0499877929688,1074.9000244140625,918.0,1070.0,885159,2023-09-11
2023-09-18,982.751708984375,988.9500122070312,993.9500122070312,926.0,948.0499877929688,648859,2023-09-18
2023-09-25,1038.080322265625,1042.699951171875,1047.0,980.0,991.0,606092,2023-09-25
2023-10-02,1033.699951171875,1038.300048828125,1050.9000244140625,1002.75,1042.699951171875,212560,2023-10-02
2023-10-09,1152.4713134765625,1157.5999755859375,1195.5,1000.0499877929688,1036.0999755859375,1244248,2023-10-09
2023-10-16,1142.2667236328125,1147.3499755859375,1183.800048828125,1120.25,1167.0,667629,2023-10-16
2023-10-23,1090.5469970703125,1095.4000244140625,1155.0,963.0999755859375,1145.0,1831962,2023-10-23
2023-10-30,1132.31103515625,1137.3499755859375,1169.9000244140625,1070.050048828125,1091.699951171875,693967,2023-10-30
2023-11-06,1212.0064697265625,1217.4000244140625,1287.550048828125,1132.1500244140625,1148.0,1476886,2023-11-06
2023-11-13,1321.56884765625,1327.449951171875,1373.949951171875,1240.699951171875,1255.949951171875,1406839,2023-11-13
2023-11-20,1220.9168701171875,1226.3499755859375,1347.75,1212.050048828125,1335.0,947498,2023-11-20
2023-11-27,1213.94775390625,1219.3499755859375,1239.75,1170.0,1226.3499755859375,931488,2023-11-27
2023-12-04,1150.2313232421875,1155.3499755859375,1249.4000244140625,1132.0,1249.4000244140625,978589,2023-12-04
2023-12-11,1134.8995361328125,1139.949951171875,1200.0,1125.0,1155.3499755859375,816496,2023-12-11
2023-12-18,1142.6650390625,1147.75,1163.0,1092.699951171875,1140.0,792782,2023-12-18
2023-12-25,1113.046875,1118.0,1166.949951171875,1093.0999755859375,1147.75,553299,2023-12-25
2024-01-01,1193.4390869140625,1198.75,1233.4000244140625,1113.0999755859375,1120.0,1140052,2024-01-01
2024-01-08,1187.565185546875,1192.8499755859375,1213.300048828125,1154.0,1198.75,397540,2024-01-08
2024-01-15,1177.410400390625,1182.6500244140625,1246.0,1157.0,1192.8499755859375,729287,2024-01-15
2024-01-22,1177.8583984375,1183.0999755859375,1192.699951171875,1143.4000244140625,1182.6500244140625,329778,2024-01-22
2024-01-29,1179.1029052734375,1184.3499755859375,1214.0999755859375,1160.0,1194.0,561258,2024-01-29
2024-02-05,1070.2373046875,1075.0,1265.949951171875,1018.0,1180.050048828125,2064426,2024-02-05
2024-02-12,1028.1744384765625,1032.75,1048.0,975.75,1016.0499877929688,1715311,2024-02-12
2024-02-19,1135.845458984375,1140.9000244140625,1145.4000244140625,1005.0,1032.75,1127529,2024-02-19
2024-02-26,1091.9039306640625,1095.449951171875,1167.0,1052.050048828125,1142.0,1152713,2024-02-26
2024-03-04,1042.9129638671875,1046.300048828125,1108.9000244140625,1020.0,1102.199951171875,786367,2024-03-04
2024-03-11,1036.58349609375,1039.949951171875,1057.9000244140625,964.2999877929688,1030.0999755859375,969940,2024-03-11
2024-03-18,1047.9466552734375,1051.3499755859375,1063.1500244140625,1020.0,1052.5,436933,2024-03-18
2024-03-25,1111.091552734375,1114.699951171875,1121.800048828125,1043.699951171875,1051.3499755859375,470902,2024-03-25
2024-04-01,1139.69873046875,1143.4000244140625,1160.0,1101.4000244140625,1124.9000244140625,494652,2024-04-01
2024-04-08,1113.2845458984375,1116.9000244140625,1164.0,1104.8499755859375,1151.550048828125,383781,2024-04-08
2024-04-15,1046.5013427734375,1049.9000244140625,1127.949951171875,1030.0,1080.0,696455,2024-04-15
2024-04-22,1229.90576171875,1233.9000244140625,1271.949951171875,1049.9000244140625,1070.0,1643529,2024-04-22
2024-04-29,1270.3243408203125,1274.449951171875,1314.5999755859375,1233.9000244140625,1233.9000244140625,755974,2024-04-29
2024-05-06,1229.158203125,1233.1500244140625,1287.1500244140625,1188.75,1278.0,565691,2024-05-06
2024-05-13,1294.0972900390625,1298.300048828125,1313.0,1200.0,1233.1500244140625,838912,2024-05-13
2024-05-20,1222.130859375,1226.0999755859375,1323.0,1215.0,1282.0,398287,2024-05-20
2024-05-27,1260.805419921875,1264.9000244140625,1314.0,1188.8499755859375,1242.0,1006263,2024-05-27
2024-06-03,1467.03564453125,1471.800048828125,1545.5999755859375,1202.0,1275.199951171875,2399265,2024-06-03
2024-06-10,1394.42138671875,1398.949951171875,1494.4000244140625,1388.25,1494.4000244140625,908325,2024-06-10
2024-06-17,1460.0084228515625,1464.75,1565.949951171875,1398.949951171875,1398.949951171875,1276858,2024-06-17
2024-06-24,1370.5987548828125,1375.050048828125,1478.199951171875,1361.9000244140625,1453.0,636147,2024-06-24
2024-07-01,1429.35791015625,1434.0,1442.6500244140625,1371.9000244140625,1380.0,591673,2024-07-01
2024-07-08,1408.126953125,1412.699951171875,1466.3499755859375,1380.0,1445.0,669312,2024-07-08
2024-07-15,1425.4207763671875,1430.050048828125,1490.5999755859375,1399.4000244140625,1413.0,1069319,2024-07-15
2024-07-22,1408.2764892578125,1412.8499755859375,1462.800048828125,1360.5,1427.800048828125,762888,2024-07-22
2024-07-29,1390.384521484375,1394.9000244140625,1459.9000244140625,1314.199951171875,1419.949951171875,744085,2024-07-29
2024-08-05,1409.7716064453125,1414.3499755859375,1423.5,1318.550048828125,1322.3499755859375,870325,2024-08-05
2024-08-12,1455.822021484375,1460.550048828125,1495.0,1400.9000244140625,1415.0,743299,2024-08-12
2024-08-19,1535.9617919921875,1540.949951171875,1548.0,1441.0,1460.0,1005710,2024-08-19
2024-08-26,1603.2930908203125,1608.5,1632.0,1511.4000244140625,1544.6500244140625,1378631,2024-08-26
2024-09-02,1800.25341796875,1806.0999755859375,1848.9000244140625,1568.949951171875,1625.0,2491111,2024-09-02
2024-09-09,1855.52392578125,1861.550048828125,2009.0,1677.050048828125,1769.0,3154726,2024-09-09
2024-09-16,2108.85107421875,2115.699951171875,2200.0,1784.9000244140625,1820.0,2716473,2024-09-16
2024-09-23,1949.6373291015625,1953.949951171875,2098.0,1880.050048828125,2044.0999755859375,1276760,2024-09-23
2024-09-30,1835.4400634765625,1839.5,1973.949951171875,1831.5999755859375,1957.9000244140625,665840,2024-09-30
2024-10-07,1844.0709228515625,1848.1500244140625,1889.949951171875,1780.050048828125,1850.0,754363,2024-10-07
2024-10-14,1842.27490234375,1846.3499755859375,1954.449951171875,1788.050048828125,1835.0,582032,2024-10-14
2024-10-21,1693.304443359375,1697.050048828125,1856.199951171875,1643.4000244140625,1846.0,847189,2024-10-21
2024-10-28,1863.9769287109375,1868.0999755859375,1913.5,1702.75,1713.949951171875,487190,2024-10-28
2024-11-04,1806.603759765625,1810.5999755859375,1877.9000244140625,1780.0,1862.199951171875,390694,2024-11-04
2024-11-11,1628.6973876953125,1632.300048828125,1800.0,1586.3499755859375,1800.0,681225,2024-11-11
2024-11-18,1697.295654296875,1701.050048828125,1740.8499755859375,1609.0999755859375,1632.25,287225,2024-11-18
2024-11-25,1810.295654296875,1814.300048828125,1854.300048828125,1700.0,1700.0,548502,2024-11-25
2024-12-02,1859.6864013671875,1863.800048828125,1976.699951171875,1790.199951171875,1791.0999755859375,343038,2024-12-02
2024-12-09,1781.5592041015625,1785.5,1884.699951171875,1766.050048828125,1862.949951171875,467107,2024-12-09
2024-12-16,1635.133056640625,1638.75,1815.5,1629.449951171875,1812.25,927187,2024-12-16
2024-12-23,1636.230712890625,1639.8499755859375,1689.5999755859375,1607.699951171875,1635.6500244140625,293666,2024-12-23
2024-12-30,1606.9454345703125,1610.5,1656.0,1601.0,1651.9000244140625,428553,2024-12-30
2025-01-06,1556.8563232421875,1560.300048828125,1634.0,1539.050048828125,1624.949951171875,438287,2025-01-06
2025-01-13,1486.262451171875,1489.550048828125,1554.550048828125,1470.0,1551.0,821456,2025-01-13
2025-01-20,1483.0196533203125,1486.300048828125,1515.75,1467.0,1489.550048828125,448134,2025-01-20
2025-01-27,1525.874755859375,1529.25,1667.0999755859375,1429.9000244140625,1479.75,557466,2025-01-27
2025-02-03,1473.2412109375,1476.5,1553.0999755859375,1430.1500244140625,1540.0,1113355,2025-02-03
2025-02-10,1356.25,1359.25,1480.949951171875,1340.0,1472.199951171875,300082,2025-02-10
2025-02-17,1372.61376953125,1375.6500244140625,1401.0,1284.0,1359.949951171875,402910,2025-02-17
2025-02-24,1320.8499755859375,1320.8499755859375,1365.0,1299.8499755859375,1364.9000244140625,441301,2025-02-24
2025-03-03,1429.949951171875,1429.949951171875,1440.699951171875,1276.0,1328.0,312373,2025-03-03
2025-03-10,1497.25,1497.25,1558.949951171875,1367.5,1442.4000244140625,1002051,2025-03-10
2025-03-17,1560.699951171875,1560.699951171875,1600.0,1433.800048828125,1497.25,241430,2025-03-17
2025-03-24,1461.4000244140625,1461.4000244140625,1578.9000244140625,1453.0999755859375,1568.449951171875,283790,2025-03-24
2025-03-31,1504.75,1504.75,1538.949951171875,1441.199951171875,1461.4000244140625,157187,2025-03-31
2025-04-07,1586.199951171875,1586.199951171875,1611.0,1320.0,1359.0,278285,2025-04-07
2025-04-14,1559.9000244140625,1559.9000244140625,1637.800048828125,1542.0,1586.199951171875,185701,2025-04-14
2025-04-21,1558.300048828125,1558.300048828125,1654.0,1548.699951171875,1559.9000244140625,315605,2025-04-21
2025-04-28,1473.0999755859375,1473.0999755859375,1568.9000244140625,1462.5999755859375,1550.0999755859375,222028,2025-04-28
2025-05-05,1447.5,1447.5,1489.9000244140625,1370.0,1477.9000244140625,254099,2025-05-05
2025-05-12,1569.5,1569.5,1575.0,1481.300048828125,1498.5999755859375,301112,2025-05-12
2025-05-19,1522.699951171875,1522.699951171875,1605.0,1510.0,1570.0,180676,2025-05-19
2025-05-26,1459.0999755859375,1459.0999755859375,1545.0,1410.199951171875,1522.699951171875,535937,2025-05-26
2025-06-02,1401.5999755859375,1401.5999755859375,1528.0,1398.4000244140625,1500.0,458592,2025-06-02
2025-06-09,1380.699951171875,1380.699951171875,1408.699951171875,1362.0,1402.0999755859375,481683,2025-06-09
2025-06-16,1368.5,1368.5,1408.699951171875,1353.9000244140625,1382.4000244140625,382613,2025-06-16
2025-06-23,1362.0,1362.0,1389.5999755859375,1335.4000244140625,1350.0,780693,2025-06-23
2025-06-30,1356.0999755859375,1356.0999755859375,1380.0,1334.9000244140625,1368.800048828125,779005,2025-06-30
2025-07-07,1451.9000244140625,1451.9000244140625,1459.800048828125,1350.0999755859375,1357.9000244140625,694546,2025-07-07
2025-07-14,1462.4000244140625,1462.4000244140625,1468.0,1431.9000244140625,1451.699951171875,126889,2025-07-14
