Date,Adj Close_SCPL.NS,Close_SCPL.NS,High_SCPL.NS,Low_SCPL.NS,Open_SCPL.NS,Volume_SCPL.NS,Date
2023-12-11,336.6000061035156,336.6000061035156,347.3999938964844,327.95001220703125,342.8999938964844,81895,2023-12-11
2023-12-18,339.0,339.0,356.95001220703125,325.04998779296875,337.0,116472,2023-12-18
2023-12-25,334.5,334.5,349.8999938964844,332.8500061035156,339.0,61955,2023-12-25
2024-01-01,347.25,347.25,375.5,331.1000061035156,338.0,171092,2024-01-01
2024-01-08,343.1000061035156,343.1000061035156,359.45001220703125,337.04998779296875,359.45001220703125,100816,2024-01-08
2024-01-15,339.20001220703125,339.20001220703125,347.29998779296875,328.0,343.1000061035156,79494,2024-01-15
2024-01-22,341.3500061035156,341.3500061035156,346.70001220703125,321.25,339.20001220703125,56001,2024-01-22
2024-01-29,334.0,334.0,350.79998779296875,326.0,341.3500061035156,94591,2024-01-29
2024-02-05,324.54998779296875,324.54998779296875,339.8999938964844,318.25,339.8999938964844,121633,2024-02-05
2024-02-12,354.75,354.75,359.5,319.25,329.8500061035156,134504,2024-02-12
2024-02-19,419.04998779296875,419.04998779296875,483.70001220703125,357.0,361.20001220703125,1252953,2024-02-19
2024-02-26,408.1000061035156,408.1000061035156,439.75,381.29998779296875,439.75,103685,2024-02-26
2024-03-04,396.0,396.0,421.70001220703125,385.0,420.95001220703125,90201,2024-03-04
2024-03-11,346.6000061035156,346.6000061035156,406.8500061035156,336.75,406.8500061035156,165386,2024-03-11
2024-03-18,367.8500061035156,367.8500061035156,372.20001220703125,347.20001220703125,347.20001220703125,91190,2024-03-18
2024-03-25,349.0,349.0,375.0,345.0,367.8500061035156,65395,2024-03-25
2024-04-01,417.25,417.25,451.8999938964844,352.54998779296875,360.0,465767,2024-04-01
2024-04-08,421.79998779296875,421.79998779296875,438.95001220703125,414.20001220703125,418.0,94211,2024-04-08
2024-04-15,407.04998779296875,407.04998779296875,434.95001220703125,401.8999938964844,418.0,107964,2024-04-15
2024-04-22,421.8500061035156,421.8500061035156,429.70001220703125,408.0,412.25,87666,2024-04-22
2024-04-29,409.3500061035156,409.3500061035156,427.70001220703125,404.54998779296875,418.0,44294,2024-04-29
2024-05-06,426.6499938964844,426.6499938964844,434.29998779296875,399.0,411.5,103899,2024-05-06
2024-05-13,459.29998779296875,459.29998779296875,513.2999877929688,455.0,487.0,1306474,2024-05-13
2024-05-20,530.2999877929688,530.2999877929688,537.0,442.8500061035156,465.0,758525,2024-05-20
2024-05-27,517.5999755859375,517.5999755859375,545.9500122070312,486.95001220703125,533.9500122070312,306283,2024-05-27
2024-06-03,515.5499877929688,515.5499877929688,540.0,450.5,540.0,290871,2024-06-03
2024-06-10,570.4000244140625,570.4000244140625,626.75,511.5,519.5999755859375,1403701,2024-06-10
2024-06-17,589.4500122070312,589.4500122070312,610.0,562.0,570.4000244140625,299288,2024-06-17
2024-06-24,558.2999877929688,558.2999877929688,587.3499755859375,535.5999755859375,583.5999755859375,123129,2024-06-24
2024-07-01,574.0,574.0,605.7000122070312,540.0999755859375,561.2000122070312,181683,2024-07-01
2024-07-08,610.4000244140625,610.4000244140625,622.0,538.0,576.2999877929688,352292,2024-07-08
2024-07-15,435.1000061035156,435.1000061035156,634.5,432.1000061035156,626.9500122070312,1432716,2024-07-15
2024-07-22,426.1499938964844,426.1499938964844,455.45001220703125,419.0,435.1000061035156,199394,2024-07-22
2024-07-29,419.3500061035156,419.3500061035156,439.8999938964844,412.0,432.0,110594,2024-07-29
2024-08-05,408.29998779296875,408.29998779296875,419.0,393.0,413.0,112027,2024-08-05
2024-08-12,402.20001220703125,402.20001220703125,419.45001220703125,384.25,405.0,77186,2024-08-12
2024-08-19,416.04998779296875,416.04998779296875,442.0,401.6000061035156,406.29998779296875,132374,2024-08-19
2024-08-26,406.54998779296875,406.54998779296875,445.45001220703125,404.0,420.0,162886,2024-08-26
2024-09-02,397.5,397.5,415.3999938964844,395.20001220703125,406.54998779296875,75740,2024-09-02
2024-09-09,388.95001220703125,388.95001220703125,407.8999938964844,385.70001220703125,398.0,136157,2024-09-09
2024-09-16,389.8999938964844,389.8999938964844,406.6000061035156,376.79998779296875,391.0,80244,2024-09-16
2024-09-23,367.6499938964844,367.6499938964844,392.3500061035156,363.0,389.8999938964844,75411,2024-09-23
2024-09-30,371.70001220703125,371.70001220703125,380.3500061035156,360.0,374.0,55504,2024-09-30
2024-10-07,365.04998779296875,365.04998779296875,383.45001220703125,338.54998779296875,379.0,114495,2024-10-07
2024-10-14,364.3999938964844,364.3999938964844,370.70001220703125,350.0,365.04998779296875,32567,2024-10-14
2024-10-21,342.45001220703125,342.45001220703125,371.0,337.75,364.0,24367,2024-10-21
2024-10-28,352.45001220703125,352.45001220703125,360.0,335.04998779296875,352.0,34249,2024-10-28
2024-11-04,367.20001220703125,367.20001220703125,376.8500061035156,342.0,349.5,29180,2024-11-04
2024-11-11,317.0,317.0,375.0,314.04998779296875,367.20001220703125,39108,2024-11-11
2024-11-18,306.25,306.25,326.8999938964844,300.0,326.8999938964844,18352,2024-11-18
2024-11-25,314.1000061035156,314.1000061035156,317.0,301.0,309.0,34702,2024-11-25
2024-12-02,347.79998779296875,347.79998779296875,347.79998779296875,312.0,315.8999938964844,47148,2024-12-02
2024-12-09,336.70001220703125,336.70001220703125,358.0,325.0,347.8999938964844,37673,2024-12-09
2024-12-16,333.29998779296875,333.29998779296875,345.45001220703125,332.0,336.70001220703125,14120,2024-12-16
2024-12-23,320.3500061035156,320.3500061035156,334.0,315.0,333.5,16010,2024-12-23
2024-12-30,332.8999938964844,332.8999938964844,336.8999938964844,314.1499938964844,320.3500061035156,13130,2024-12-30
2025-01-06,319.1000061035156,319.1000061035156,339.79998779296875,313.54998779296875,331.0,45361,2025-01-06
2025-01-13,325.70001220703125,325.70001220703125,339.0,303.3500061035156,339.0,43218,2025-01-13
2025-01-20,322.04998779296875,322.04998779296875,337.0,319.95001220703125,321.0,33878,2025-01-20
2025-01-27,324.54998779296875,324.54998779296875,334.95001220703125,295.0,319.0,58740,2025-01-27
2025-02-03,330.04998779296875,330.04998779296875,334.0,317.0,323.04998779296875,23709,2025-02-03
2025-02-10,287.1499938964844,287.1499938964844,330.0,285.0,325.0,85197,2025-02-10
2025-02-17,300.1499938964844,300.1499938964844,302.0,262.6000061035156,286.04998779296875,66473,2025-02-17
2025-02-24,295.04998779296875,295.04998779296875,307.54998779296875,275.0,301.54998779296875,39613,2025-02-24
2025-03-03,309.79998779296875,309.79998779296875,319.8999938964844,278.95001220703125,299.54998779296875,81759,2025-03-03
2025-03-10,294.70001220703125,294.70001220703125,319.70001220703125,290.0,319.70001220703125,53451,2025-03-10
2025-03-17,338.1499938964844,338.1499938964844,340.0,287.54998779296875,294.70001220703125,120602,2025-03-17
2025-03-24,313.54998779296875,313.54998779296875,354.0,310.0,349.8500061035156,206111,2025-03-24
2025-03-31,321.3999938964844,321.3999938964844,334.95001220703125,311.1000061035156,313.54998779296875,63414,2025-03-31
2025-04-07,320.3500061035156,320.3500061035156,333.95001220703125,297.79998779296875,315.54998779296875,67947,2025-04-07
2025-04-14,328.0,328.0,336.20001220703125,321.75,322.8999938964844,52567,2025-04-14
2025-04-21,331.75,331.75,368.95001220703125,324.75,328.0,149667,2025-04-21
2025-04-28,317.5,317.5,338.29998779296875,315.0,338.29998779296875,45049,2025-04-28
2025-05-05,298.79998779296875,298.79998779296875,319.1000061035156,287.29998779296875,319.1000061035156,99737,2025-05-05
2025-05-12,318.04998779296875,318.04998779296875,324.45001220703125,305.0,305.0,72295,2025-05-12
2025-05-19,346.25,346.25,359.8999938964844,314.0,322.0,200929,2025-05-19
2025-05-26,331.70001220703125,331.70001220703125,357.0,328.29998779296875,350.0,142887,2025-05-26
2025-06-02,331.3500061035156,331.3500061035156,346.0,321.04998779296875,333.0,81332,2025-06-02
2025-06-09,330.45001220703125,330.45001220703125,350.25,327.04998779296875,333.20001220703125,67827,2025-06-09
2025-06-16,311.79998779296875,311.79998779296875,329.95001220703125,307.3999938964844,328.04998779296875,48111,2025-06-16
2025-06-23,309.0,309.0,315.25,300.0,306.1000061035156,57272,2025-06-23
2025-06-30,308.8500061035156,308.8500061035156,314.0,300.1000061035156,314.0,53365,2025-06-30
2025-07-07,304.0,304.0,316.25,302.0,305.0,40224,2025-07-07
2025-07-14,300.3999938964844,300.3999938964844,307.0,298.04998779296875,306.6000061035156,20880,2025-07-14
