Date,Adj Close_PGEL.NS,Close_PGEL.NS,High_PGEL.NS,Low_PGEL.NS,Open_PGEL.NS,Volume_PGEL.NS,Date
2022-05-30,86.8316879272461,86.86000061035156,100.4000015258789,75.5999984741211,75.5999984741211,31793070,2022-05-30
2022-06-06,92.33988952636719,92.37000274658203,97.7699966430664,88.27999877929688,89.2750015258789,5176020,2022-06-06
2022-06-13,85.252197265625,85.27999877929688,94.5,84.5,90.5,3299360,2022-06-13
2022-06-20,86.9366455078125,86.96499633789062,88.38999938964844,80.5,84.31500244140625,1224730,2022-06-20
2022-06-27,89.04096221923828,89.06999969482422,93.77999877929688,85.1050033569336,89.9000015258789,488460,2022-06-27
2022-07-04,93.10963439941406,93.13999938964844,94.80000305175781,86.4000015258789,86.9000015258789,486600,2022-07-04
2022-07-11,90.7803955078125,90.80999755859375,94.98999786376953,90.0,91.15499877929688,226590,2022-07-11
2022-07-18,92.92969512939453,92.95999908447266,94.5,89.0,93.46499633789062,315740,2022-07-18
2022-07-25,93.69444274902344,93.7249984741211,95.30000305175781,89.0,95.0,517240,2022-07-25
2022-08-01,92.25991821289062,92.29000091552734,96.0,91.97000122070312,95.3949966430664,480620,2022-08-01
2022-08-08,89.36585235595703,89.3949966430664,94.0999984741211,86.59500122070312,92.01000213623047,627110,2022-08-08
2022-08-15,90.34054565429688,90.37000274658203,92.9000015258789,88.5,89.3949966430664,456600,2022-08-15
2022-08-22,86.3818359375,86.41000366210938,90.98999786376953,85.5,90.98999786376953,390190,2022-08-22
2022-08-29,88.88101959228516,88.91000366210938,94.48999786376953,82.0999984741211,84.9000015258789,359020,2022-08-29
2022-09-05,91.22525024414062,91.25499725341797,93.0,87.9000015258789,88.91000366210938,453600,2022-09-05
2022-09-12,102.76148986816406,102.79499816894531,104.4000015258789,90.0,91.69999694824219,5320650,2022-09-12
2022-09-19,104.50592041015625,104.54000091552734,111.0,101.05000305175781,104.30000305175781,2113530,2022-09-19
2022-09-26,102.48158264160156,102.51499938964844,105.9000015258789,97.69999694824219,100.5,1234600,2022-09-26
2022-10-03,102.97642517089844,103.01000213623047,107.08499908447266,99.36000061035156,102.5,873690,2022-10-03
2022-10-10,105.0057601928711,105.04000091552734,114.38999938964844,102.0,103.0,4010850,2022-10-10
2022-10-17,111.65359497070312,111.69000244140625,112.9000015258789,103.19999694824219,105.83000183105469,1592960,2022-10-17
2022-10-24,106.36031341552734,106.3949966430664,112.5,106.0,111.69000244140625,488240,2022-10-24
2022-10-31,101.43692779541016,101.47000122070312,108.69000244140625,98.01000213623047,107.45999908447266,768690,2022-10-31
2022-11-07,99.59751892089844,99.62999725341797,105.0,98.0250015258789,102.98999786376953,895270,2022-11-07
2022-11-14,103.33130645751953,103.36499786376953,108.86000061035156,99.9000015258789,99.9000015258789,2373760,2022-11-14
2022-11-21,101.15201568603516,101.18499755859375,104.80000305175781,98.47000122070312,103.80000305175781,901800,2022-11-21
2022-11-28,98.83277130126953,98.86499786376953,101.30000305175781,95.55500030517578,101.30000305175781,1046990,2022-11-28
2022-12-05,103.86613464355469,103.9000015258789,106.19999694824219,98.92500305175781,99.5,1134640,2022-12-05
2022-12-12,110.87884521484375,110.91500091552734,118.0,102.73999786376953,105.45999908447266,2604610,2022-12-12
2022-12-19,104.88579559326172,104.91999816894531,116.0,104.0,111.47000122070312,2038400,2022-12-19
2022-12-26,112.55329132080078,112.58999633789062,115.13500213623047,101.90499877929688,103.04000091552734,1998430,2022-12-26
2023-01-02,114.9525146484375,114.98999786376953,115.5,108.19999694824219,112.5999984741211,1271610,2023-01-02
2023-01-09,115.07747650146484,115.11499786376953,118.80000305175781,113.05500030517578,116.87999725341797,1069950,2023-01-09
2023-01-16,114.50765991210938,114.54499816894531,117.41999816894531,111.5999984741211,115.4800033569336,690410,2023-01-16
2023-01-23,106.49028015136719,106.5250015258789,122.98999786376953,105.0,114.4749984741211,1950110,2023-01-23
2023-01-30,109.9741439819336,110.01000213623047,113.19999694824219,100.25,108.0,3318300,2023-01-30
2023-02-06,118.21644592285156,118.25499725341797,119.5,109.30999755859375,118.0,4681290,2023-02-06
2023-02-13,132.39683532714844,132.44000244140625,132.88999938964844,116.5,118.3550033569336,5022470,2023-02-13
2023-02-20,133.65142822265625,133.69500732421875,139.64999389648438,129.0,134.0,4592900,2023-02-20
2023-02-27,139.8094024658203,139.85499572753906,143.0,130.61000061035156,133.5,3774860,2023-02-27
2023-03-06,142.28860473632812,142.3350067138672,144.38999938964844,137.85000610351562,139.86500549316406,1244850,2023-03-06
2023-03-13,139.47451782226562,139.52000427246094,143.3800048828125,133.57000732421875,141.0050048828125,1498180,2023-03-13
2023-03-20,129.99261474609375,130.03500366210938,138.63999938964844,129.1999969482422,138.63999938964844,1569160,2023-03-20
2023-03-27,133.1915740966797,133.23500061035156,137.10000610351562,128.6999969482422,131.0,1097900,2023-03-27
2023-04-03,142.04867553710938,142.09500122070312,142.6999969482422,132.58999633789062,133.23500061035156,703870,2023-04-03
2023-04-10,143.68814086914062,143.73500061035156,146.39999389648438,140.33999633789062,142.0,1732590,2023-04-10
2023-04-17,140.45919799804688,140.5050048828125,146.6999969482422,137.3300018310547,143.5,1816220,2023-04-17
2023-04-24,138.45985412597656,138.5050048828125,143.89999389648438,136.10499572753906,141.0,1569140,2023-04-24
2023-05-01,146.89710998535156,146.94500732421875,147.38999938964844,137.1999969482422,138.5050048828125,1748110,2023-05-01
2023-05-08,147.6918487548828,147.74000549316406,148.99000549316406,144.5050048828125,148.89999389648438,1512180,2023-05-08
2023-05-15,145.0677032470703,145.11500549316406,148.8000030517578,142.28500366210938,148.8000030517578,1380290,2023-05-15
2023-05-22,155.97914123535156,156.02999877929688,157.1999969482422,142.8300018310547,146.3000030517578,5038550,2023-05-22
2023-05-29,164.78128051757812,164.8350067138672,170.60000610351562,155.52000427246094,159.27499389648438,7859420,2023-05-29
2023-06-05,164.74127197265625,164.7949981689453,167.8000030517578,161.6999969482422,166.22500610351562,1581630,2023-06-05
2023-06-12,164.2914276123047,164.34500122070312,169.5,163.10499572753906,166.0,1780220,2023-06-12
2023-06-19,156.74388122558594,156.7949981689453,165.22500610351562,155.10000610351562,165.22500610351562,1531480,2023-06-19
2023-06-26,157.8235321044922,157.875,165.47500610351562,155.00999450683594,158.125,1131510,2023-06-26
2023-07-03,157.43865966796875,157.49000549316406,160.2949981689453,152.39999389648438,157.94000244140625,1650400,2023-07-03
2023-07-10,157.46865844726562,157.52000427246094,164.0,153.00999450683594,158.0,1746860,2023-07-10
2023-07-17,147.5918731689453,147.63999938964844,162.13499450683594,146.64999389648438,159.0,1731940,2023-07-17
2023-07-24,151.6155548095703,151.6649932861328,153.2949981689453,145.11500549316406,148.8000030517578,1256690,2023-07-24
2023-07-31,156.23904418945312,156.2899932861328,158.0,148.60499572753906,152.97500610351562,1665280,2023-07-31
2023-08-07,162.40704345703125,162.4600067138672,171.60499572753906,158.65499877929688,160.5,4457750,2023-08-07
2023-08-14,162.80691528320312,162.86000061035156,165.39999389648438,158.25999450683594,164.39999389648438,1124020,2023-08-14
2023-08-21,171.7239990234375,171.77999877929688,173.30499267578125,158.23500061035156,164.38999938964844,2488990,2023-08-21
2023-08-28,199.62991333007812,199.69500732421875,214.39500427246094,170.61500549316406,174.6999969482422,17217440,2023-08-28
2023-09-04,180.52613830566406,180.5850067138672,203.7550048828125,177.36500549316406,199.89999389648438,7759930,2023-09-04
2023-09-11,182.1656036376953,182.22500610351562,186.1999969482422,173.10499572753906,181.0,3242600,2023-09-11
2023-09-18,177.39715576171875,177.4550018310547,184.8000030517578,172.9550018310547,184.0,1404410,2023-09-18
2023-09-25,177.55210876464844,177.61000061035156,182.60000610351562,172.55499267578125,176.75999450683594,2327470,2023-09-25
2023-10-02,180.9459991455078,181.0050048828125,184.6999969482422,171.0,177.61000061035156,2354940,2023-10-02
2023-10-09,196.5908966064453,196.65499877929688,198.97000122070312,179.1999969482422,179.1999969482422,4534140,2023-10-09
2023-10-16,210.44638061523438,210.51499938964844,211.5,190.9949951171875,196.5050048828125,6071390,2023-10-16
2023-10-23,199.5149383544922,199.5800018310547,218.49000549316406,177.3699951171875,210.51499938964844,4896900,2023-10-23
2023-10-30,198.99510192871094,199.05999755859375,203.9199981689453,192.60000610351562,201.69500732421875,2495680,2023-10-30
2023-11-06,202.5989227294922,202.6649932861328,208.99000549316406,197.5,202.0,2478960,2023-11-06
2023-11-13,225.6614227294922,225.73500061035156,228.0,202.2050018310547,203.60000610351562,4146810,2023-11-13
2023-11-20,238.07736206054688,238.15499877929688,246.21499633789062,223.6999969482422,224.0,4957210,2023-11-20
2023-11-27,234.87841796875,234.9550018310547,242.49000549316406,230.22000122070312,238.15499877929688,4771480,2023-11-27
2023-12-04,227.0909423828125,227.1649932861328,238.49000549316406,224.0,236.1999969482422,1709160,2023-12-04
2023-12-11,243.0657501220703,243.14500427246094,252.14500427246094,225.9250030517578,227.89999389648438,1797950,2023-12-11
2023-12-18,245.26502990722656,245.34500122070312,256.9599914550781,229.58999633789062,241.10000610351562,2219240,2023-12-18
2023-12-25,237.28262329101562,237.36000061035156,248.4250030517578,234.60499572753906,245.34500122070312,1155440,2023-12-25
2024-01-01,222.7173614501953,222.7899932861328,240.33999633789062,221.30499267578125,237.36000061035156,1585480,2024-01-01
2024-01-08,216.05455017089844,216.125,223.99000549316406,211.40499877929688,223.88999938964844,1832700,2024-01-08
2024-01-15,209.67662048339844,209.7449951171875,219.0,202.6999969482422,219.0,2813060,2024-01-15
2024-01-22,206.10279846191406,206.1699981689453,212.77499389648438,204.27000427246094,209.7449951171875,689540,2024-01-22
2024-01-29,198.710205078125,198.77499389648438,205.22500610351562,183.23500061035156,183.23500061035156,4964020,2024-01-29
2024-02-05,200.0547637939453,200.1199951171875,209.10000610351562,192.4499969482422,201.4550018310547,3477440,2024-02-05
2024-02-12,187.06399536132812,187.125,203.2899932861328,174.0749969482422,202.4949951171875,6881650,2024-02-12
2024-02-19,184.474853515625,184.53500366210938,192.4600067138672,183.8000030517578,189.6300048828125,2686910,2024-02-19
2024-02-26,183.250244140625,183.30999755859375,189.8000030517578,178.5800018310547,187.10000610351562,1558960,2024-02-26
2024-03-04,164.40640258789062,164.4600067138672,185.97999572753906,164.0,184.97500610351562,3233600,2024-03-04
2024-03-11,166.2008056640625,166.2550048828125,167.60000610351562,146.7050018310547,164.4550018310547,7475590,2024-03-11
2024-03-18,164.64132690429688,164.69500732421875,176.13999938964844,162.3000030517578,166.5,5339750,2024-03-18
2024-03-25,166.14581298828125,166.1999969482422,171.375,154.4250030517578,164.69500732421875,5453080,2024-03-25
2024-04-01,180.48114013671875,180.5399932861328,186.60000610351562,171.0,172.0,3997330,2024-04-01
2024-04-08,183.74008178710938,183.8000030517578,186.3000030517578,179.2050018310547,181.77000427246094,2084070,2024-04-08
2024-04-15,190.97772216796875,191.0399932861328,192.5,176.5,180.0,4175040,2024-04-15
2024-04-22,195.7711639404297,195.8350067138672,212.4949951171875,190.5,195.60000610351562,5708670,2024-04-22
2024-04-29,215.2947998046875,215.36500549316406,226.25,197.97999572753906,197.97999572753906,6412310,2024-04-29
2024-05-06,206.28773498535156,206.35499572753906,225.39999389648438,195.5,225.39999389648438,4470440,2024-05-06
2024-05-13,219.4134521484375,219.48500061035156,221.89999389648438,200.5,204.10000610351562,3500100,2024-05-13
2024-05-20,260.065185546875,260.1499938964844,264.0,212.06500244140625,212.06500244140625,23579830,2024-05-20
2024-05-27,258.9305725097656,259.0150146484375,267.79998779296875,250.0,262.0,6659010,2024-05-27
2024-06-03,281.25830078125,281.3500061035156,288.0,231.11000061035156,275.0,15317760,2024-06-03
2024-06-10,294.2490539550781,294.3450012207031,301.6000061035156,284.7049865722656,286.0050048828125,8356210,2024-06-10
2024-06-17,320.54547119140625,320.6499938964844,330.0,291.2550048828125,294.3450012207031,9743660,2024-06-17
2024-06-24,355.3541259765625,355.4700012207031,359.1000061035156,318.1700134277344,320.6000061035156,8598920,2024-06-24
2024-07-01,368.6748046875,368.7950134277344,405.0,356.1000061035156,360.75,10144140,2024-07-01
2024-07-08,376.47723388671875,376.6000061035156,407.79998779296875,368.2099914550781,372.45001220703125,9988484,2024-07-08
2024-07-15,350.185791015625,350.29998779296875,379.8999938964844,344.1499938964844,378.0,3575050,2024-07-15
2024-07-22,441.4560546875,441.6000061035156,468.8999938964844,337.0,347.0,15483395,2024-07-22
2024-07-29,434.2583923339844,434.3999938964844,467.0,420.3500061035156,443.6000061035156,4908955,2024-07-29
2024-08-05,430.3096923828125,430.45001220703125,440.6000061035156,404.0,408.0,3252527,2024-08-05
2024-08-12,489.94024658203125,490.1000061035156,495.0,414.45001220703125,431.1000061035156,6076721,2024-08-12
2024-08-19,557.9680786132812,558.1500244140625,592.0,499.04998779296875,500.0,8946815,2024-08-19
2024-08-26,524.9788208007812,525.1500244140625,566.9000244140625,487.1499938964844,564.0999755859375,7825368,2024-08-26
2024-09-02,601.65380859375,601.8499755859375,623.0,511.0,537.0,8106036,2024-09-02
2024-09-09,614.1997680664062,614.4000244140625,647.7000122070312,581.2000122070312,610.2999877929688,7485505,2024-09-09
2024-09-16,613.2999877929688,613.5,648.0,594.0999755859375,618.9500122070312,10828375,2024-09-16
2024-09-23,663.9835205078125,664.2000122070312,694.0,610.0,618.0999755859375,7036085,2024-09-23
2024-09-30,609.8499755859375,609.8499755859375,667.0499877929688,588.0,662.8499755859375,4240333,2024-09-30
2024-10-07,611.0499877929688,611.0499877929688,636.9000244140625,532.2000122070312,615.0499877929688,7512828,2024-10-07
2024-10-14,616.0999755859375,616.0999755859375,632.9000244140625,574.0999755859375,613.6500244140625,4884953,2024-10-14
2024-10-21,566.0,566.0,620.0,546.9500122070312,620.0,4818528,2024-10-21
2024-10-28,641.1500244140625,641.1500244140625,651.0999755859375,555.0499877929688,566.0,3255182,2024-10-28
2024-11-04,689.7000122070312,689.7000122070312,695.0,609.5,640.0,5313368,2024-11-04
2024-11-11,628.75,628.75,710.0,618.0,701.0499877929688,8111728,2024-11-11
2024-11-18,684.1500244140625,684.1500244140625,719.0,610.9000244140625,631.0,5943929,2024-11-18
2024-11-25,723.0,723.0,732.0,669.5,706.0,6795414,2024-11-25
2024-12-02,813.5,813.5,825.0,720.0499877929688,723.0,10792444,2024-12-02
2024-12-09,916.5499877929688,916.5499877929688,953.0,812.2000122070312,825.0,10297178,2024-12-09
2024-12-16,918.9500122070312,918.9500122070312,1019.0,890.8499755859375,933.0,10846910,2024-12-16
2024-12-23,993.25,993.25,1009.7000122070312,896.8499755859375,925.0,7069537,2024-12-23
2024-12-30,1016.6500244140625,1016.6500244140625,1036.0,967.0,1003.0,6411249,2024-12-30
2025-01-06,881.8499755859375,881.8499755859375,1054.199951171875,870.0499877929688,1017.7999877929688,7275953,2025-01-06
2025-01-13,861.5,861.5,913.9000244140625,815.5,864.4500122070312,6657863,2025-01-13
2025-01-20,745.9500122070312,745.9500122070312,874.9500122070312,718.0999755859375,865.9500122070312,7565189,2025-01-20
2025-01-27,800.5,800.5,821.0,597.0499877929688,716.3499755859375,13949186,2025-01-27
2025-02-03,863.5999755859375,863.5999755859375,925.0,776.0999755859375,802.4500122070312,9306341,2025-02-03
2025-02-10,759.9000244140625,759.9000244140625,880.0,750.5999755859375,878.0,7654513,2025-02-10
2025-02-17,826.5499877929688,826.5499877929688,844.7000122070312,716.0,750.0,7668891,2025-02-17
2025-02-24,794.7999877929688,794.7999877929688,829.6500244140625,741.0999755859375,815.0,5322289,2025-02-24
2025-03-03,877.0499877929688,877.0499877929688,895.0,781.2999877929688,798.7999877929688,8963956,2025-03-03
2025-03-10,835.0,835.0,915.0,827.4000244140625,879.0,5434738,2025-03-10
2025-03-17,946.2000122070312,946.2000122070312,952.0,815.1500244140625,830.0,7445097,2025-03-17
2025-03-24,916.5999755859375,916.5999755859375,990.0,857.2999877929688,942.7000122070312,9264218,2025-03-24
2025-03-31,871.6500244140625,871.6500244140625,959.9000244140625,836.2999877929688,916.5999755859375,6351023,2025-03-31
2025-04-07,917.7999877929688,917.7999877929688,923.0,714.7000122070312,714.7000122070312,9972320,2025-04-07
2025-04-14,948.4500122070312,948.4500122070312,975.0,917.7999877929688,917.7999877929688,3570361,2025-04-14
2025-04-21,871.1500244140625,871.1500244140625,1008.0,858.5499877929688,960.0,7620731,2025-04-21
2025-04-28,827.0,827.0,916.7000122070312,823.2000122070312,870.0,5609363,2025-04-28
2025-05-05,798.4500122070312,798.4500122070312,865.0,780.4000244140625,835.0,7806075,2025-05-05
2025-05-12,804.0499877929688,804.0499877929688,898.5,800.0,855.0,12249021,2025-05-12
2025-05-19,774.4000244140625,774.4000244140625,830.7000122070312,745.6500244140625,804.0,12416275,2025-05-19
