Date,Adj Close_PGEL.NS,Close_PGEL.NS,High_PGEL.NS,Low_PGEL.NS,Open_PGEL.NS,Volume_PGEL.NS,Date
2020-07-13,3.98370099067688,3.984999895095825,4.284999847412109,3.825000047683716,4.284999847412109,705900,2020-07-13
2020-07-20,4.003694534301758,4.005000114440918,4.300000190734863,3.819999933242798,3.990000009536743,805350,2020-07-20
2020-07-27,4.168640613555908,4.170000076293945,4.170000076293945,3.549999952316284,3.940000057220459,1029550,2020-07-27
2020-08-03,5.058350563049316,5.059999942779541,5.550000190734863,4.315000057220459,4.315000057220459,4971030,2020-08-03
2020-08-10,4.69846773147583,4.699999809265137,5.059999942779541,4.300000190734863,5.059999942779541,3673850,2020-08-10
2020-08-17,5.148321151733398,5.150000095367432,5.644999980926514,4.755000114440918,4.840000152587891,3938030,2020-08-17
2020-08-24,4.998370170593262,5.0,5.465000152587891,4.940000057220459,5.099999904632568,3314850,2020-08-24
2020-08-31,4.998370170593262,5.0,5.199999809265137,4.610000133514404,5.119999885559082,2290110,2020-08-31
2020-09-07,6.247962474822998,6.25,6.25,5.0,5.005000114440918,3579460,2020-09-07
2020-09-14,7.702488422393799,7.704999923706055,7.75,6.5,6.559999942779541,7936150,2020-09-14
2020-09-21,7.502553462982178,7.505000114440918,7.880000114440918,6.840000152587891,7.84499979019165,2640040,2020-09-21
2020-09-28,8.817124366760254,8.819999694824219,8.819999694824219,7.599999904632568,7.599999904632568,1867310,2020-09-28
2020-10-05,9.406932830810547,9.40999984741211,10.399999618530273,8.8100004196167,9.239999771118164,1852060,2020-10-05
2020-10-12,8.88210391998291,8.885000228881836,9.395000457763672,7.675000190734863,9.395000457763672,922940,2020-10-12
2020-10-19,10.566554069519043,10.569999694824219,10.654999732971191,9.300000190734863,9.324999809265137,2099780,2020-10-19
2020-10-26,10.571552276611328,10.574999809265137,11.640000343322754,10.199999809265137,11.055000305175781,890140,2020-10-26
2020-11-02,10.996414184570312,11.0,11.350000381469727,9.904999732971191,11.095000267028809,768890,2020-11-02
2020-11-09,14.580245971679688,14.585000038146973,14.585000038146973,11.0,11.0,1549590,2020-11-09
2020-11-16,12.880800247192383,12.885000228881836,15.3100004196167,12.869999885559082,13.895000457763672,2419130,2020-11-16
2020-11-23,14.450287818908691,14.454999923706055,15.585000038146973,12.699999809265137,12.885000228881836,2483280,2020-11-23
2020-11-30,15.210040092468262,15.21500015258789,16.3799991607666,14.404999732971191,14.454999923706055,2500440,2020-11-30
2020-12-07,15.739867210388184,15.744999885559082,16.520000457763672,14.619999885559082,14.619999885559082,1249370,2020-12-07
2020-12-14,15.82483959197998,15.829999923706055,17.19499969482422,15.550000190734863,15.899999618530273,1449910,2020-12-14
2020-12-21,14.895142555236816,14.899999618530273,15.869999885559082,13.71500015258789,15.755000114440918,833340,2020-12-21
2020-12-28,13.775507926940918,13.779999732971191,15.399999618530273,13.609999656677246,15.0,1159810,2020-12-28
2021-01-04,15.270020484924316,15.274999618530273,15.289999961853027,13.079999923706055,14.1850004196167,4733860,2021-01-04
2021-01-11,13.795501708984375,13.800000190734863,15.774999618530273,13.744999885559082,15.489999771118164,1894010,2021-01-11
2021-01-18,14.270346641540527,14.274999618530273,14.600000381469727,13.109999656677246,13.78499984741211,1375740,2021-01-18
2021-01-25,17.334346771240234,17.34000015258789,17.34000015258789,14.199999809265137,14.5,1428100,2021-01-25
2021-02-01,22.112791061401367,22.1200008392334,22.1200008392334,17.104999542236328,17.309999465942383,4605330,2021-02-01
2021-02-08,25.126806259155273,25.135000228881836,26.8799991607666,23.225000381469727,23.225000381469727,2269210,2021-02-08
2021-02-15,26.44137954711914,26.450000762939453,27.5,22.690000534057617,25.0,1606910,2021-02-15
2021-02-22,30.200151443481445,30.209999084472656,30.209999084472656,25.209999084472656,26.9950008392334,1699510,2021-02-22
2021-03-01,37.23285675048828,37.244998931884766,37.70000076293945,30.31999969482422,31.719999313354492,4970350,2021-03-01
2021-03-08,45.250244140625,45.26499938964844,45.26499938964844,38.0,39.10499954223633,1565620,2021-03-08
2021-03-15,38.70737838745117,38.720001220703125,49.900001525878906,38.720001220703125,47.525001525878906,1333850,2021-03-15
2021-03-22,36.9029655456543,36.915000915527344,42.685001373291016,35.01499938964844,36.78499984741211,3223720,2021-03-22
2021-03-29,39.022274017333984,39.03499984741211,42.470001220703125,36.915000915527344,36.915000915527344,943360,2021-03-29
2021-04-05,37.972618103027344,37.98500061035156,40.0,35.220001220703125,39.099998474121094,1042640,2021-04-05
2021-04-12,31.949581146240234,31.959999084472656,39.0099983215332,31.655000686645508,36.314998626708984,1296260,2021-04-12
2021-04-19,32.484405517578125,32.494998931884766,35.13999938964844,28.850000381469727,30.364999771118164,1088550,2021-04-19
2021-04-26,33.31913757324219,33.33000183105469,35.119998931884766,29.700000762939453,32.5,2143360,2021-04-26
2021-05-03,37.267845153808594,37.279998779296875,37.279998779296875,31.764999389648438,33.01499938964844,2561300,2021-05-03
2021-05-10,31.61469078063965,31.625,39.13999938964844,31.325000762939453,39.13999938964844,4900230,2021-05-10
2021-05-17,35.61338806152344,35.625,35.625,30.795000076293945,32.494998931884766,4262760,2021-05-17
2021-05-24,41.19157028198242,41.20500183105469,45.45500183105469,37.404998779296875,37.404998779296875,6103730,2021-05-24
2021-05-31,44.45550537109375,44.470001220703125,45.400001525878906,38.834999084472656,42.404998779296875,3023070,2021-05-31
2021-06-07,42.236228942871094,42.25,49.02000045776367,41.61000061035156,46.689998626708984,4098740,2021-06-07
2021-06-14,39.392154693603516,39.404998779296875,43.224998474121094,39.16999816894531,42.29999923706055,1869020,2021-06-14
2021-06-21,42.001304626464844,42.01499938964844,45.79999923706055,37.755001068115234,39.20000076293945,2112150,2021-06-21
2021-06-28,40.801692962646484,40.814998626708984,44.9900016784668,40.5,42.01499938964844,1777310,2021-06-28
2021-07-05,41.741390228271484,41.755001068115234,44.290000915527344,40.349998474121094,40.95000076293945,2265350,2021-07-05
2021-07-12,39.177223205566406,39.189998626708984,42.5,38.79999923706055,41.81999969482422,1328580,2021-07-12
2021-07-19,37.912635803222656,37.92499923706055,40.689998626708984,36.54499816894531,39.29999923706055,1284430,2021-07-19
2021-07-26,37.52276611328125,37.53499984741211,39.08000183105469,36.30500030517578,38.20000076293945,1593210,2021-07-26
2021-08-02,36.64305114746094,36.654998779296875,40.599998474121094,36.39500045776367,36.70000076293945,1805830,2021-08-02
2021-08-09,34.313812255859375,34.32500076293945,38.43000030517578,32.52000045776367,38.43000030517578,1185990,2021-08-09
2021-08-16,31.14484405517578,31.155000686645508,36.0,30.31999969482422,33.709999084472656,1433370,2021-08-16
2021-08-23,35.248504638671875,35.2599983215332,37.599998474121094,29.084999084472656,31.155000686645508,1785960,2021-08-23
2021-08-30,36.473106384277344,36.48500061035156,38.20000076293945,33.11000061035156,36.400001525878906,1288380,2021-08-30
2021-09-06,35.59339141845703,35.60499954223633,37.20000076293945,34.65999984741211,37.20000076293945,484020,2021-09-06
2021-09-13,40.53178024291992,40.54499816894531,42.125,35.0,36.0,2172580,2021-09-13
2021-09-20,41.1265869140625,41.13999938964844,43.400001525878906,38.724998474121094,39.099998474121094,2111290,2021-09-20
2021-09-27,40.116920471191406,40.130001068115234,43.025001525878906,39.54999923706055,41.689998626708984,1984470,2021-09-27
2021-10-04,48.969032287597656,48.98500061035156,49.724998474121094,39.779998779296875,40.16999816894531,6084540,2021-10-04
2021-10-11,54.55720901489258,54.57500076293945,59.650001525878906,50.0,50.5,10310430,2021-10-11
2021-10-18,47.009674072265625,47.025001525878906,55.599998474121094,42.560001373291016,55.599998474121094,3418390,2021-10-18
2021-10-25,50.103660583496094,50.119998931884766,53.0,43.099998474121094,47.599998474121094,3197080,2021-10-25
2021-11-01,52.67782211303711,52.69499969482422,53.0,49.845001220703125,50.154998779296875,1581390,2021-11-01
2021-11-08,52.527870178222656,52.54499816894531,56.900001525878906,52.099998474121094,53.29999923706055,2090010,2021-11-08
2021-11-15,51.638160705566406,51.654998779296875,54.9900016784668,50.29999923706055,54.9900016784668,1652530,2021-11-15
2021-11-22,56.7814826965332,56.79999923706055,62.0,48.11000061035156,50.61000061035156,6197670,2021-11-22
2021-11-29,61.16505813598633,61.185001373291016,65.4800033569336,50.5,57.79999923706055,8477220,2021-11-29
2021-12-06,63.679237365722656,63.70000076293945,67.4749984741211,58.5,61.76499938964844,6492910,2021-12-06
2021-12-13,66.52330780029297,66.54499816894531,74.3949966430664,63.58000183105469,64.3499984741211,9306970,2021-12-13
2021-12-20,70.08714294433594,70.11000061035156,73.25,60.97999954223633,66.00499725341797,6030630,2021-12-20
2021-12-27,80.25382995605469,80.27999877929688,86.19999694824219,68.55500030517578,71.0,11316460,2021-12-27
2022-01-03,84.35249328613281,84.37999725341797,87.1449966430664,76.25499725341797,80.98999786376953,7837190,2022-01-03
2022-01-10,82.59806823730469,82.625,86.19999694824219,78.44999694824219,84.5,4411740,2022-01-10
2022-01-17,75.31044006347656,75.33499908447266,83.9000015258789,72.91500091552734,82.58000183105469,2750460,2022-01-17
2022-01-24,76.16016387939453,76.18499755859375,80.7249984741211,70.19999694824219,75.5,3413080,2022-01-24
2022-01-31,75.11051177978516,75.13500213623047,78.9000015258789,73.4800033569336,76.11000061035156,2822330,2022-01-31
2022-02-07,71.31674194335938,71.33999633789062,79.4000015258789,70.62000274658203,75.69999694824219,3370500,2022-02-07
2022-02-14,64.56893920898438,64.58999633789062,71.0,63.060001373291016,70.0,4561810,2022-02-14
2022-02-21,63.449310302734375,63.470001220703125,64.98999786376953,55.68000030517578,64.4000015258789,3905570,2022-02-21
2022-02-28,63.01945114135742,63.040000915527344,67.23999786376953,60.20000076293945,62.5,3391930,2022-02-28
2022-03-07,67.79289245605469,67.81500244140625,68.5,59.55500030517578,60.099998474121094,1557700,2022-03-07
2022-03-14,67.20808410644531,67.2300033569336,69.4000015258789,64.45500183105469,68.19999694824219,564300,2022-03-14
2022-03-21,70.7369384765625,70.76000213623047,72.87999725341797,66.9749984741211,68.0,1845140,2022-03-21
2022-03-28,74.94556427001953,74.97000122070312,77.75499725341797,68.58000183105469,71.3550033569336,2506670,2022-03-28
2022-04-04,76.72498321533203,76.75,79.5,73.76000213623047,77.0,1622650,2022-04-04
2022-04-11,74.72063446044922,74.74500274658203,77.80000305175781,71.5,77.49500274658203,1841980,2022-04-11
2022-04-18,78.58937072753906,78.61499786376953,84.31500244140625,73.70500183105469,74.5,5532730,2022-04-18
2022-04-25,78.85428619384766,78.87999725341797,82.81999969482422,75.0999984741211,78.5,3084630,2022-04-25
2022-05-02,74.05585479736328,74.08000183105469,79.27999877929688,72.5,76.5999984741211,2032200,2022-05-02
2022-05-09,62.54460525512695,62.564998626708984,74.8949966430664,59.48500061035156,74.11499786376953,2037290,2022-05-09
2022-05-16,67.44300079345703,67.46499633789062,68.99500274658203,59.64500045776367,62.56999969482422,1565530,2022-05-16
2022-05-23,69.1574478149414,69.18000030517578,75.0,65.9000015258789,68.98999786376953,3389660,2022-05-23
