Date,Adj Close_DEVIT.NS,Close_DEVIT.NS,High_DEVIT.NS,Low_DEVIT.NS,Open_DEVIT.NS,Volume_DEVIT.NS,Date
2020-12-21,31.985750198364258,32.5,33.375,32.5,33.375,66000,2020-12-21
2020-12-28,30.86192512512207,31.237499237060547,33.75,30.0,32.5,138000,2020-12-28
2021-01-04,30.627281188964844,31.0,31.237499237060547,31.0,31.237499237060547,18000,2021-01-04
2021-01-11,29.145315170288086,29.5,31.0,29.5,31.0,54000,2021-01-11
2021-01-18,30.997772216796875,31.375,32.57500076293945,29.5,29.5,24000,2021-01-18
2021-01-25,32.183345794677734,32.57500076293945,32.57500076293945,28.862499237060547,31.375,12000,2021-01-25
2021-02-01,33.467716217041016,33.875,33.875,32.57500076293945,32.57500076293945,6000,2021-02-01
2021-02-08,30.8742733001709,31.25,31.25,31.25,31.25,6000,2021-02-08
2021-02-15,31.491762161254883,31.875,32.625,30.0,31.25,90000,2021-02-15
2021-02-22,31.034820556640625,31.412500381469727,32.125,27.537500381469727,31.875,18000,2021-02-22
2021-03-01,32.09689712524414,32.48749923706055,32.48749923706055,31.412500381469727,31.412500381469727,6000,2021-03-01
2021-03-08,31.368263244628906,31.75,32.48749923706055,26.299999237060547,32.48749923706055,54000,2021-03-08
2021-03-15,30.602582931518555,30.975000381469727,31.75,27.9375,31.75,54000,2021-03-15
2021-03-22,26.440731048583984,26.762500762939453,32.6875,26.762500762939453,30.975000381469727,18000,2021-03-22
2021-03-29,27.663349151611328,28.0,29.712499618530273,26.762500762939453,26.762500762939453,108000,2021-03-29
2021-04-05,29.132965087890625,29.487499237060547,29.487499237060547,28.0,28.0,6000,2021-04-05
2021-04-12,27.89799690246582,28.237499237060547,29.487499237060547,26.25,29.487499237060547,18000,2021-04-12
2021-04-19,27.601600646972656,27.9375,28.237499237060547,25.0,28.237499237060547,72000,2021-04-19
2021-04-26,27.6510009765625,27.987499237060547,27.987499237060547,27.5,27.5,12000,2021-04-26
2021-05-03,26.922367095947266,27.25,27.25,27.0,27.0,12000,2021-05-03
2021-05-10,22.686418533325195,22.962499618530273,27.274999618530273,21.549999237060547,26.25,54000,2021-05-10
2021-05-17,21.78488540649414,22.049999237060547,22.962499618530273,22.049999237060547,22.962499618530273,12000,2021-05-17
2021-05-24,23.19275665283203,23.475000381469727,23.487499237060547,22.049999237060547,22.049999237060547,12000,2021-05-24
2021-05-31,23.34095001220703,23.625,23.75,21.25,23.475000381469727,24000,2021-05-31
2021-06-07,24.699417114257812,25.0,27.875,25.0,27.875,12000,2021-06-07
2021-06-14,25.93439292907715,26.25,27.375,24.75,24.75,66000,2021-06-14
2021-06-21,27.169363021850586,27.5,27.5,26.25,26.25,18000,2021-06-21
2021-06-28,27.169363021850586,27.5,27.5,27.5,27.5,0,2021-06-28
2021-07-05,26.18138313293457,26.5,29.5,26.5,27.5,12000,2021-07-05
2021-07-12,28.89832305908203,29.25,29.75,22.75,27.0,144000,2021-07-12
2021-07-19,28.89832305908203,29.25,29.25,29.25,29.25,6000,2021-07-19
2021-07-26,26.922367095947266,27.25,29.0,24.75,27.5,120000,2021-07-26
2021-08-02,26.08258819580078,26.399999618530273,26.399999618530273,25.0,25.0,24000,2021-08-02
2021-08-09,25.922039031982422,26.237499237060547,26.399999618530273,26.237499237060547,26.399999618530273,6000,2021-08-09
2021-08-16,28.404333114624023,28.75,28.75,21.375,26.237499237060547,42000,2021-08-16
2021-08-23,26.804241180419922,27.0,28.75,27.0,28.75,18000,2021-08-23
2021-08-30,26.04726791381836,26.237499237060547,26.987499237060547,25.75,26.0,48000,2021-08-30
2021-09-06,30.52705192565918,30.75,32.125,25.049999237060547,26.600000381469727,138000,2021-09-06
2021-09-13,32.1402702331543,32.375,35.5,30.0,30.5,294000,2021-09-13
2021-09-20,33.50530242919922,33.75,35.349998474121094,32.75,33.75,108000,2021-09-20
2021-09-27,32.760738372802734,33.0,35.474998474121094,32.5,35.25,168000,2021-09-27
2021-10-04,33.75349044799805,34.0,35.25,31.0,33.0,354000,2021-10-04
2021-10-11,38.34495544433594,38.625,38.724998474121094,33.75,35.349998474121094,348000,2021-10-11
2021-10-18,37.79894256591797,38.07500076293945,41.25,37.25,39.5,234000,2021-10-18
2021-10-25,34.24986267089844,34.5,38.75,33.0,38.75,120000,2021-10-25
2021-11-01,35.73898696899414,36.0,36.0,35.5,35.5,12000,2021-11-01
2021-11-08,35.98717498779297,36.25,36.25,36.0,36.0,12000,2021-11-08
2021-11-15,35.98717498779297,36.25,36.25,36.25,36.25,0,2021-11-15
2021-11-22,31.470163345336914,31.700000762939453,36.5,31.700000762939453,36.5,78000,2021-11-22
2021-11-29,30.27886390686035,30.5,31.75,30.0,31.700000762939453,156000,2021-11-29
2021-12-06,29.78249168395996,30.0,30.5,30.0,30.5,24000,2021-12-06
2021-12-13,29.78249168395996,30.0,33.5,30.0,30.0,60000,2021-12-13
2021-12-20,33.331573486328125,33.57500076293945,35.0,30.0,30.0,222000,2021-12-20
2021-12-27,36.607643127441406,36.875,37.5,33.57500076293945,33.57500076293945,162000,2021-12-27
2022-01-03,34.746238708496094,35.0,38.974998474121094,35.0,37.0,102000,2022-01-03
2022-01-10,56.09035873413086,56.5,59.0,36.54999923706055,37.5,588000,2022-01-10
2022-01-17,53.11210250854492,53.5,57.5,53.5,54.04999923706055,114000,2022-01-17
2022-01-24,54.35304260253906,54.75,55.375,47.125,48.25,198000,2022-01-24
2022-01-31,57.5794792175293,58.0,59.0,51.0,53.0,180000,2022-01-31
2022-02-07,64.0323486328125,64.5,64.5,57.625,58.04999923706055,246000,2022-02-07
2022-02-14,61.922760009765625,62.375,70.1500015258789,61.650001525878906,66.4749984741211,300788,2022-02-14
2022-02-21,54.402679443359375,54.79999923706055,62.275001525878906,51.25,61.275001525878906,53142,2022-02-21
2022-02-28,54.402679443359375,54.79999923706055,57.0,52.04999923706055,53.0,61306,2022-02-28
2022-03-07,59.96208190917969,60.400001525878906,61.75,52.5,52.75,56018,2022-03-07
2022-03-14,64.90100860595703,65.375,65.375,60.04999923706055,60.474998474121094,89090,2022-03-14
2022-03-21,69.49247741699219,70.0,71.4000015258789,65.1500015258789,67.5,311260,2022-03-21
2022-03-28,66.26603698730469,66.75,73.4000015258789,63.67499923706055,73.4000015258789,253488,2022-03-28
2022-04-04,67.33323669433594,67.82499694824219,70.0,66.0,66.75,123184,2022-04-04
2022-04-11,75.30005645751953,75.8499984741211,78.32499694824219,67.82499694824219,69.4749984741211,473524,2022-04-11
2022-04-18,88.37953186035156,89.0250015258789,91.4000015258789,77.9000015258789,79.625,689042,2022-04-18
2022-04-25,106.0752944946289,106.8499984741211,113.44999694824219,93.4749984741211,93.4749984741211,3054482,2022-04-25
2022-05-02,91.95343780517578,92.625,111.0,92.625,108.25,524538,2022-05-02
2022-05-09,78.55132293701172,79.125,88.0,71.7249984741211,88.0,180440,2022-05-09
2022-05-16,91.53150939941406,92.19999694824219,92.2750015258789,81.5,83.07499694824219,393100,2022-05-16
2022-05-23,87.53570556640625,88.17500305175781,99.5,85.25,96.6500015258789,198426,2022-05-23
2022-05-30,82.44786834716797,83.05000305175781,92.0,81.75,90.94999694824219,84746,2022-05-30
2022-06-06,89.24819946289062,89.9000015258789,90.4000015258789,79.5,82.5,118284,2022-06-06
2022-06-13,78.25348663330078,78.82499694824219,92.4000015258789,75.5999984741211,90.0,119948,2022-06-13
2022-06-20,80.48717498779297,81.07499694824219,82.44999694824219,74.0,82.44999694824219,288030,2022-06-20
2022-06-27,87.5605239868164,88.19999694824219,96.25,82.5,85.0,603666,2022-06-27
2022-07-04,87.51087951660156,88.1500015258789,92.2249984741211,81.5,87.5250015258789,295182,2022-07-04
2022-07-11,83.91217041015625,84.5250015258789,89.5,81.32499694824219,89.0,312940,2022-07-11
2022-07-18,84.28445434570312,84.9000015258789,86.75,80.0,86.75,242636,2022-07-18
2022-07-25,95.50251770019531,96.19999694824219,97.5,87.44999694824219,89.125,1363286,2022-07-25
2022-08-01,97.83547973632812,98.55000305175781,101.4000015258789,93.9749984741211,98.0,986846,2022-08-01
2022-08-08,93.51701354980469,94.19999694824219,101.9749984741211,91.17500305175781,98.0,452844,2022-08-08
2022-08-15,95.92443084716797,96.625,99.17500305175781,91.3499984741211,94.19999694824219,325416,2022-08-15
2022-08-22,104.7350845336914,105.5,108.69999694824219,94.75,96.5,815528,2022-08-22
2022-08-29,110.07112121582031,110.875,111.75,100.0,105.44999694824219,714534,2022-08-29
2022-09-05,107.76297760009766,108.55000305175781,114.0250015258789,103.0999984741211,112.25,452526,2022-09-05
2022-09-12,109.20246124267578,110.0,116.9000015258789,97.69999694824219,109.9000015258789,754820,2022-09-12
2022-09-19,108.01116943359375,108.80000305175781,113.9000015258789,105.19999694824219,113.5,983860,2022-09-19
2022-09-26,107.70680236816406,108.25,111.0,103.0999984741211,110.5,403100,2022-09-26
2022-10-03,110.06988525390625,110.625,111.82499694824219,105.0250015258789,108.25,210202,2022-10-03
2022-10-10,115.5671615600586,116.1500015258789,127.30000305175781,109.5,111.0,1681552,2022-10-10
2022-10-17,114.57218933105469,115.1500015258789,123.44999694824219,115.0,116.92500305175781,246176,2022-10-17
2022-10-24,110.0201416015625,110.57499694824219,121.30000305175781,109.5250015258789,120.5,181150,2022-10-24
2022-10-31,104.05024719238281,104.57499694824219,112.5,92.7750015258789,112.5,287246,2022-10-31
2022-11-07,107.23418426513672,107.7750015258789,113.9749984741211,101.05000305175781,109.5,315454,2022-11-07
2022-11-14,109.72164916992188,110.2750015258789,117.2249984741211,105.2750015258789,112.2249984741211,382306,2022-11-14
2022-11-21,137.65577697753906,138.35000610351562,142.0,110.82499694824219,114.32499694824219,1918477,2022-11-21
2022-11-28,124.322998046875,124.94999694824219,143.5500030517578,124.0,139.0,988662,2022-11-28
2022-12-05,127.0592041015625,127.69999694824219,133.6999969482422,118.30000305175781,124.94999694824219,392676,2022-12-05
2022-12-12,120.69132232666016,121.30000305175781,128.9499969482422,120.05000305175781,128.89999389648438,190465,2022-12-12
2022-12-19,93.22981262207031,93.69999694824219,125.94999694824219,91.3499984741211,121.25,190579,2022-12-19
2022-12-26,127.65619659423828,128.3000030517578,133.0,93.5,93.9000015258789,823226,2022-12-26
2023-01-02,125.61647033691406,126.25,130.0,124.0,130.0,200935,2023-01-02
2023-01-09,119.04960632324219,119.6500015258789,129.0,115.0,127.94999694824219,187031,2023-01-09
2023-01-16,112.83096313476562,113.4000015258789,123.4000015258789,110.6500015258789,121.80000305175781,56368,2023-01-16
2023-01-23,105.71684265136719,106.25,116.0,105.55000305175781,114.94999694824219,49323,2023-01-23
2023-01-30,96.31426239013672,96.80000305175781,109.30000305175781,94.25,101.55000305175781,68936,2023-01-30
2023-02-06,96.76200103759766,97.25,98.94999694824219,92.0,97.94999694824219,66342,2023-02-06
2023-02-13,110.49275207519531,111.05000305175781,111.30000305175781,93.30000305175781,96.94999694824219,64881,2023-02-13
2023-02-20,111.13948822021484,111.69999694824219,117.6500015258789,106.3499984741211,115.0,62073,2023-02-20
2023-02-27,103.52788543701172,104.05000305175781,111.94999694824219,99.30000305175781,107.19999694824219,50032,2023-02-27
2023-03-06,99.64745330810547,100.1500015258789,105.5999984741211,97.0999984741211,100.0,136896,2023-03-06
2023-03-13,91.83684539794922,92.30000305175781,102.4000015258789,90.0,102.19999694824219,153968,2023-03-13
2023-03-20,92.63282775878906,93.0999984741211,98.4000015258789,85.94999694824219,94.5999984741211,163598,2023-03-20
2023-03-27,93.22981262207031,93.69999694824219,94.69999694824219,81.0,92.0,178329,2023-03-27
2023-04-03,98.30422973632812,98.80000305175781,101.0,92.80000305175781,96.0,31169,2023-04-03
2023-04-10,98.25447845458984,98.75,101.30000305175781,96.0999984741211,101.0,28000,2023-04-10
2023-04-17,99.3987045288086,99.9000015258789,102.1500015258789,94.6500015258789,100.75,71624,2023-04-17
2023-04-24,97.85648345947266,98.3499984741211,103.94999694824219,96.0999984741211,103.94999694824219,81166,2023-04-24
2023-05-01,96.66250610351562,97.1500015258789,103.69999694824219,95.8499984741211,98.3499984741211,95756,2023-05-01
2023-05-08,93.42881774902344,93.9000015258789,100.0,93.30000305175781,99.1500015258789,67865,2023-05-08
2023-05-15,110.94049072265625,111.5,120.94999694824219,93.94999694824219,94.0999984741211,474705,2023-05-15
2023-05-22,111.73648834228516,112.30000305175781,116.69999694824219,105.5999984741211,111.0,212009,2023-05-22
2023-05-29,142.1829376220703,142.89999389648438,151.39999389648438,111.0,114.0,1696762,2023-05-29
2023-06-05,133.77532958984375,134.4499969482422,143.0,131.5,142.9499969482422,489031,2023-06-05
2023-06-12,135.66580200195312,136.35000610351562,137.3000030517578,125.0,136.39999389648438,722746,2023-06-12
2023-06-19,148.99855041503906,149.75,163.9499969482422,143.14999389648438,143.14999389648438,1011013,2023-06-19
2023-06-26,140.19296264648438,140.89999389648438,150.8000030517578,137.0,149.75,142645,2023-06-26
2023-07-03,129.24815368652344,129.89999389648438,142.0,128.0,141.0,232872,2023-07-03
2023-07-10,130.7406463623047,131.39999389648438,137.0,129.0500030517578,129.0500030517578,66826,2023-07-10
2023-07-17,128.40243530273438,129.0500030517578,136.0,128.0500030517578,132.39999389648438,96209,2023-07-17
2023-07-24,128.35267639160156,129.0,131.8000030517578,126.0,128.25,148673,2023-07-24
2023-07-31,127.50694274902344,128.14999389648438,130.0,126.0,130.0,69311,2023-07-31
2023-08-07,128.60142517089844,129.25,131.64999389648438,127.0,129.85000610351562,132166,2023-08-07
2023-08-14,128.40243530273438,129.0500030517578,131.0,127.5,129.25,225735,2023-08-14
2023-08-21,128.3029327392578,128.9499969482422,132.3000030517578,127.5,127.5999984741211,223132,2023-08-21
2023-08-28,127.55669403076172,128.1999969482422,130.39999389648438,127.0,127.5,96154,2023-08-28
2023-09-04,137.55625915527344,138.25,141.0,129.85000610351562,129.85000610351562,180413,2023-09-04
2023-09-11,135.76528930664062,136.4499969482422,141.0,130.10000610351562,139.89999389648438,83395,2023-09-11
2023-09-18,144.7698974609375,145.5,156.75,134.0500030517578,134.0500030517578,189596,2023-09-18
2023-09-25,134.5474853515625,135.0,147.0,133.9499969482422,147.0,135607,2023-09-25
2023-10-02,132.65386962890625,133.10000610351562,139.0,130.8000030517578,135.0,80435,2023-10-02
2023-10-09,145.3611297607422,145.85000610351562,149.3000030517578,130.0500030517578,130.0500030517578,430166,2023-10-09
2023-10-16,139.38124084472656,139.85000610351562,149.8000030517578,138.10000610351562,147.9499969482422,230602,2023-10-16
2023-10-23,138.3845977783203,138.85000610351562,143.85000610351562,128.0500030517578,140.1999969482422,173164,2023-10-23
2023-10-30,133.002685546875,133.4499969482422,141.75,132.9499969482422,141.75,67463,2023-10-30
2023-11-06,134.24850463867188,134.6999969482422,136.9499969482422,133.1999969482422,134.5500030517578,90879,2023-11-06
2023-11-13,135.9926300048828,136.4499969482422,140.9499969482422,134.0500030517578,137.0,261140,2023-11-13
2023-11-20,126.37498474121094,126.80000305175781,138.60000610351562,126.0999984741211,138.60000610351562,200186,2023-11-20
2023-11-27,126.22547912597656,126.6500015258789,132.4499969482422,125.6500015258789,126.80000305175781,134018,2023-11-27
2023-12-04,126.6739730834961,127.0999984741211,130.89999389648438,122.0,126.05000305175781,156036,2023-12-04
2023-12-11,159.06503295898438,159.60000610351562,164.0,126.1500015258789,127.0999984741211,1270938,2023-12-11
2023-12-18,167.03822326660156,167.60000610351562,174.0,153.0,159.60000610351562,1651750,2023-12-18
2023-12-25,162.20448303222656,162.75,174.75,155.0,167.60000610351562,330576,2023-12-25
2024-01-01,154.97877502441406,155.5,166.0,155.0,166.0,82627,2024-01-01
2024-01-08,154.97877502441406,155.5,161.89999389648438,146.5,155.5,123933,2024-01-08
2024-01-15,145.0621337890625,145.5500030517578,155.5,141.10000610351562,155.5,52045,2024-01-15
2024-01-22,144.51397705078125,145.0,147.0,138.0,145.5500030517578,43865,2024-01-22
2024-01-29,158.66636657714844,159.1999969482422,165.39999389648438,140.0,146.89999389648438,264577,2024-01-29
2024-02-05,150.9921875,151.5,161.14999389648438,147.10000610351562,159.25,290223,2024-02-05
2024-02-12,147.7032470703125,148.1999969482422,153.25,140.39999389648438,148.64999389648438,117758,2024-02-12
2024-02-19,141.4243621826172,141.89999389648438,150.39999389648438,141.0,150.39999389648438,115146,2024-02-19
2024-02-26,132.55419921875,133.0,142.60000610351562,130.4499969482422,140.8000030517578,148176,2024-02-26
2024-03-04,121.59107208251953,122.0,134.85000610351562,118.0,134.60000610351562,213000,2024-03-04
2024-03-11,102.80425262451172,103.1500015258789,128.9499969482422,94.0,128.9499969482422,741106,2024-03-11
2024-03-18,100.66146087646484,101.0,111.94999694824219,100.0,105.75,231459,2024-03-18
2024-03-25,100.66146087646484,101.0,108.94999694824219,100.0,101.0,269960,2024-03-25
2024-04-01,131.20870971679688,131.64999389648438,131.64999389648438,102.6500015258789,104.0,531186,2024-04-01
2024-04-08,123.23554229736328,123.6500015258789,138.0,119.69999694824219,135.6999969482422,293999,2024-04-08
2024-04-15,119.44827270507812,119.8499984741211,128.5,113.75,119.5999984741211,108558,2024-04-15
2024-04-22,119.54793548583984,119.94999694824219,126.0,118.0,120.4000015258789,82641,2024-04-22
2024-04-29,114.564697265625,114.94999694824219,124.19999694824219,114.0999984741211,124.19999694824219,100836,2024-04-29
2024-05-06,109.0333023071289,109.4000015258789,118.80000305175781,105.6500015258789,115.05000305175781,143578,2024-05-06
2024-05-13,110.1296157836914,110.5,114.5999984741211,106.0,107.55000305175781,110826,2024-05-13
2024-05-20,117.45497131347656,117.8499984741211,122.1500015258789,108.05000305175781,109.8499984741211,180024,2024-05-20
2024-05-27,113.76737976074219,114.1500015258789,124.4000015258789,110.5,120.0,153449,2024-05-27
2024-06-03,114.1162109375,114.5,122.3499984741211,101.5,122.3499984741211,243160,2024-06-03
2024-06-10,119.22901153564453,119.62999725341797,125.9800033569336,115.22000122070312,117.80000305175781,209964,2024-06-10
2024-06-17,116.90682220458984,117.30000305175781,123.0999984741211,114.0,119.62999725341797,100073,2024-06-17
2024-06-24,111.923583984375,112.30000305175781,119.5,109.7300033569336,117.30000305175781,201355,2024-06-24
2024-07-01,125.40823364257812,125.83000183105469,135.00999450683594,109.94999694824219,112.9000015258789,638881,2024-07-01
2024-07-08,120.7239761352539,121.12999725341797,129.0,115.66000366210938,129.0,279669,2024-07-08
2024-07-15,139.08224487304688,139.5500030517578,158.0,122.88999938964844,122.9000015258789,4125263,2024-07-15
2024-07-22,143.3279571533203,143.80999755859375,149.39999389648438,130.49000549316406,140.9499969482422,466115,2024-07-22
2024-07-29,133.96942138671875,134.4199981689453,146.39999389648438,133.0,145.9499969482422,295549,2024-07-29
2024-08-05,120.94324493408203,121.3499984741211,132.99000549316406,118.9800033569336,132.99000549316406,325736,2024-08-05
2024-08-12,123.22557067871094,123.63999938964844,126.73999786376953,116.69999694824219,123.0,168369,2024-08-12
2024-08-19,134.7069549560547,135.16000366210938,146.3000030517578,124.0,127.0,976879,2024-08-19
2024-08-26,138.4643096923828,138.92999267578125,140.99000549316406,129.61000061035156,136.5,403755,2024-08-26
2024-09-02,131.47781372070312,131.9199981689453,147.0,131.11000061035156,139.9499969482422,447219,2024-09-02
2024-09-09,128.1988525390625,128.6300048828125,135.4600067138672,128.0,131.3000030517578,146442,2024-09-09
2024-09-16,131.1090545654297,131.5500030517578,134.0,121.55999755859375,129.00999450683594,386222,2024-09-16
2024-09-23,147.29461669921875,147.7899932861328,153.88999938964844,127.5,132.60000610351562,5516713,2024-09-23
2024-09-30,161.31507873535156,161.5500030517578,169.6999969482422,145.6999969482422,148.47999572753906,2590865,2024-09-30
2024-10-07,152.73756408691406,152.9600067138672,163.4499969482422,147.30999755859375,161.64999389648438,914430,2024-10-07
2024-10-14,146.88609313964844,147.10000610351562,159.8000030517578,142.64999389648438,153.9499969482422,562998,2024-10-14
2024-10-21,127.85379028320312,128.0399932861328,148.8699951171875,125.19999694824219,147.10000610351562,527102,2024-10-21
2024-10-28,152.94725036621094,153.1699981689453,162.99000549316406,128.5500030517578,128.5500030517578,1078467,2024-10-28
2024-11-04,156.4721221923828,156.6999969482422,164.60000610351562,147.10000610351562,157.0,1306598,2024-11-04
2024-11-11,160.23663330078125,160.47000122070312,177.97000122070312,148.00999450683594,156.89999389648438,4583196,2024-11-11
2024-11-18,160.62606811523438,160.86000061035156,167.99000549316406,152.00999450683594,155.10000610351562,1944733,2024-11-18
2024-11-25,160.965576171875,161.1999969482422,185.0,159.50999450683594,164.5,4246951,2024-11-25
2024-12-02,156.9600067138672,156.9600067138672,166.39999389648438,156.0,162.38999938964844,909388,2024-12-02
2024-12-09,154.0800018310547,154.0800018310547,158.8800048828125,151.0,156.6199951171875,518167,2024-12-09
2024-12-16,151.9600067138672,151.9600067138672,159.89999389648438,147.8699951171875,156.38999938964844,731645,2024-12-16
2024-12-23,171.7899932861328,171.7899932861328,184.3800048828125,152.89999389648438,153.0500030517578,4629666,2024-12-23
2024-12-30,185.80999755859375,185.80999755859375,191.0,160.25,173.0,3498294,2024-12-30
2025-01-06,167.02000427246094,167.02000427246094,189.0,165.05999755859375,186.33999633789062,3907491,2025-01-06
2025-01-13,166.19000244140625,166.19000244140625,173.0,158.1199951171875,167.0,1329265,2025-01-13
2025-01-20,158.05999755859375,158.05999755859375,177.9499969482422,156.9600067138672,166.05999755859375,1792428,2025-01-20
2025-01-27,150.32000732421875,150.32000732421875,158.00999450683594,137.61000061035156,156.9600067138672,1006751,2025-01-27
2025-02-03,155.02000427246094,155.02000427246094,157.8300018310547,146.25999450683594,149.0,573144,2025-02-03
2025-02-10,123.5,123.5,152.75,119.5199966430664,152.6999969482422,857085,2025-02-10
2025-02-17,129.07000732421875,129.07000732421875,135.0,118.11000061035156,122.0,868423,2025-02-17
2025-02-24,116.68000030517578,116.68000030517578,132.0,115.0999984741211,129.0,308011,2025-02-24
2025-03-03,123.19999694824219,123.19999694824219,127.9000015258789,107.5,116.68000030517578,573099,2025-03-03
2025-03-10,115.5999984741211,115.5999984741211,126.0,113.01000213623047,122.5999984741211,263165,2025-03-10
2025-03-17,121.61000061035156,121.61000061035156,124.41000366210938,111.61000061035156,116.05000305175781,343162,2025-03-17
2025-03-24,111.23999786376953,111.23999786376953,124.98999786376953,107.91000366210938,124.62000274658203,768775,2025-03-24
2025-03-31,109.7699966430664,109.7699966430664,117.5,106.9800033569336,111.23999786376953,383210,2025-03-31
2025-04-07,108.23999786376953,108.23999786376953,111.05000305175781,100.5,100.5,244660,2025-04-07
2025-04-14,110.75,110.75,113.25,108.66000366210938,109.19999694824219,124999,2025-04-14
2025-04-21,107.01000213623047,107.01000213623047,117.58999633789062,106.01000213623047,110.75,352058,2025-04-21
2025-04-28,103.29000091552734,103.29000091552734,108.37999725341797,101.69999694824219,106.0199966430664,160947,2025-04-28
2025-05-05,97.45999908447266,97.45999908447266,107.4000015258789,94.43000030517578,104.9800033569336,234757,2025-05-05
2025-05-12,112.2300033569336,112.2300033569336,114.97000122070312,101.37999725341797,103.0,266919,2025-05-12
2025-05-19,111.0,111.0,115.69000244140625,108.6500015258789,114.6500015258789,177154,2025-05-19
2025-05-26,104.97000122070312,104.97000122070312,113.80999755859375,103.62999725341797,111.44999694824219,222915,2025-05-26
2025-06-02,104.69000244140625,104.69000244140625,106.5999984741211,101.70999908447266,105.0,180508,2025-06-02
2025-06-09,110.88999938964844,110.88999938964844,122.80000305175781,103.83000183105469,104.86000061035156,828134,2025-06-09
2025-06-16,105.9000015258789,105.9000015258789,112.38999938964844,104.0,111.98999786376953,183510,2025-06-16
2025-06-23,108.41000366210938,108.41000366210938,110.19999694824219,105.25,107.5,155261,2025-06-23
2025-06-30,120.18000030517578,120.18000030517578,125.9000015258789,108.33000183105469,109.83000183105469,935243,2025-06-30
2025-07-07,113.20999908447266,113.20999908447266,123.80000305175781,113.0,120.95999908447266,174936,2025-07-07
2025-07-14,113.38999938964844,113.38999938964844,115.0,111.95999908447266,113.7699966430664,43995,2025-07-14
