Date,Adj Close_SHREERAMA.NS,Close_SHREERAMA.NS,High_SHREERAMA.NS,Low_SHREERAMA.NS,Open_SHREERAMA.NS,Volume_SHREERAMA.NS,Date
2020-11-30,6.4677510261535645,6.4677510261535645,6.4677510261535645,5.768535137176514,6.249246120452881,174434,2020-11-30
2020-12-07,7.035863876342773,7.035863876342773,7.735081195831299,6.118143081665039,6.904760837554932,610353,2020-12-07
2020-12-14,7.953586101531982,7.953586101531982,8.303194046020508,6.77365779876709,7.07956600189209,1189073,2020-12-14
2020-12-21,7.866184234619141,7.866184234619141,8.172090530395508,6.380349159240723,8.172090530395508,395185,2020-12-21
2020-12-28,7.166967868804932,7.166967868804932,8.128390312194824,6.948462009429932,8.128390312194824,530978,2020-12-28
2021-01-04,7.560276985168457,7.560276985168457,8.215791702270508,6.992163181304932,7.166967868804932,533032,2021-01-04
2021-01-11,7.822483062744141,7.822483062744141,8.390596389770508,7.210669040679932,7.691380023956299,613681,2021-01-11
2021-01-18,6.77365779876709,6.77365779876709,7.997286796569824,6.598854064941406,7.997286796569824,381521,2021-01-18
2021-01-25,6.555152893066406,6.555152893066406,6.904760837554932,5.987040042877197,6.904760837554932,104040,2021-01-25
2021-02-01,7.735081195831299,7.735081195831299,8.215791702270508,6.598854064941406,6.642555236816406,593767,2021-02-01
2021-02-08,7.298070907592773,7.298070907592773,8.128390312194824,7.07956600189209,8.084689140319824,461717,2021-02-08
2021-02-15,7.07956600189209,7.07956600189209,7.647678852081299,6.86106014251709,7.210669040679932,344924,2021-02-15
2021-02-22,6.992163181304932,6.992163181304932,7.516575813293457,6.729957103729248,7.254370212554932,212716,2021-02-22
2021-03-01,10.269740104675293,10.269740104675293,11.231163024902344,6.992163181304932,7.07956600189209,3159186,2021-03-01
2021-03-08,10.226038932800293,10.226038932800293,10.794153213500977,9.264616966247559,10.794153213500977,1446370,2021-03-08
2021-03-15,8.740203857421875,8.740203857421875,10.663049697875977,8.434296607971191,10.488245010375977,513772,2021-03-15
2021-03-22,8.740203857421875,8.740203857421875,9.264616966247559,8.259492874145508,8.477997779846191,448575,2021-03-22
2021-03-29,8.958709716796875,8.958709716796875,9.133514404296875,8.477997779846191,8.740203857421875,93226,2021-03-29
2021-04-05,8.958709716796875,8.958709716796875,9.789029121398926,8.477997779846191,9.220915794372559,567611,2021-04-05
2021-04-12,8.565400123596191,8.565400123596191,9.395719528198242,8.128390312194824,9.046112060546875,400656,2021-04-12
2021-04-19,8.303194046020508,8.303194046020508,8.696502685546875,7.866184234619141,8.652802467346191,164881,2021-04-19
2021-04-26,9.046112060546875,9.046112060546875,9.789029121398926,8.215791702270508,8.259492874145508,501876,2021-04-26
2021-05-03,11.449667930603027,11.449667930603027,12.192584991455078,8.915008544921875,9.046112060546875,4924526,2021-05-03
2021-05-10,10.575647354125977,10.575647354125977,11.799276351928711,10.488245010375977,11.449667930603027,515932,2021-05-10
2021-05-17,13.066605567932129,13.066605567932129,13.85322380065918,10.488245010375977,11.187461853027344,2133938,2021-05-17
2021-05-24,14.421338081359863,14.421338081359863,16.34418296813965,13.110306739807129,13.241410255432129,3980166,2021-05-24
2021-05-31,14.421338081359863,14.421338081359863,15.295357704162598,13.372512817382812,14.77094554901123,2535547,2021-05-31
2021-06-07,13.80952262878418,13.80952262878418,14.90204906463623,13.459915161132812,14.90204906463623,1551333,2021-06-07
2021-06-14,12.760699272155762,12.760699272155762,14.115429878234863,11.799276351928711,14.115429878234863,807569,2021-06-14
2021-06-21,11.668172836303711,11.668172836303711,14.421338081359863,11.668172836303711,13.328811645507812,1434699,2021-06-21
2021-06-28,11.274864196777344,11.274864196777344,12.061482429504395,10.357142448425293,11.624471664428711,1643739,2021-06-28
2021-07-05,11.493369102478027,11.493369102478027,11.711874008178711,10.750452041625977,10.92525577545166,811514,2021-07-05
2021-07-12,10.92525577545166,10.92525577545166,11.755575180053711,10.750452041625977,11.755575180053711,839585,2021-07-12
2021-07-19,12.585894584655762,12.585894584655762,12.979204177856445,10.750452041625977,11.10006046295166,926631,2021-07-19
2021-07-26,13.80952262878418,13.80952262878418,14.028027534484863,12.279987335205078,12.585894584655762,1364521,2021-07-26
2021-08-02,13.110306739807129,13.110306739807129,14.421338081359863,11.711874008178711,14.377636909484863,904726,2021-08-02
2021-08-09,11.405966758728027,11.405966758728027,13.765822410583496,11.405966758728027,13.459915161132812,964190,2021-08-09
2021-08-16,10.837854385375977,10.837854385375977,11.755575180053711,10.575647354125977,11.405966758728027,429226,2021-08-16
2021-08-23,10.400842666625977,10.400842666625977,11.187461853027344,9.92013168334961,10.663049697875977,369788,2021-08-23
2021-08-30,10.269740104675293,10.269740104675293,10.794153213500977,10.05123519897461,10.706750869750977,459027,2021-08-30
2021-09-06,10.444543838500977,10.444543838500977,10.706750869750977,10.00753402709961,10.488245010375977,274799,2021-09-06
2021-09-13,10.313441276550293,10.313441276550293,10.706750869750977,10.00753402709961,10.313441276550293,356397,2021-09-13
2021-09-20,10.575647354125977,10.575647354125977,10.575647354125977,9.96383285522461,10.357142448425293,440762,2021-09-20
2021-09-27,11.449667930603027,11.449667930603027,12.716998100280762,10.619348526000977,10.750452041625977,1505426,2021-09-27
2021-10-04,12.629595756530762,12.629595756530762,13.459915161132812,11.05635929107666,11.449667930603027,1319438,2021-10-04
2021-10-11,12.105182647705078,12.105182647705078,13.459915161132812,11.842976570129395,12.673296928405762,321946,2021-10-11
2021-10-18,11.711874008178711,11.711874008178711,12.673296928405762,10.92525577545166,11.668172836303711,437172,2021-10-18
2021-10-25,11.624471664428711,11.624471664428711,12.411090850830078,11.10006046295166,11.974080085754395,368598,2021-10-25
2021-11-01,10.92525577545166,10.92525577545166,12.148883819580078,10.269740104675293,11.668172836303711,1433074,2021-11-01
2021-11-08,10.269740104675293,10.269740104675293,10.92525577545166,10.09493637084961,10.706750869750977,439043,2021-11-08
2021-11-15,10.05123519897461,10.05123519897461,10.663049697875977,10.05123519897461,10.663049697875977,227576,2021-11-15
2021-11-22,10.488245010375977,10.488245010375977,10.88155460357666,9.614225387573242,10.313441276550293,353054,2021-11-22
2021-11-29,10.619348526000977,10.619348526000977,11.449667930603027,9.876431465148926,10.706750869750977,487362,2021-11-29
2021-12-06,12.804400444030762,12.804400444030762,13.89692497253418,9.832730293273926,11.01265811920166,2366737,2021-12-06
2021-12-13,12.236286163330078,12.236286163330078,13.547316551208496,11.755575180053711,12.760699272155762,1270914,2021-12-13
2021-12-20,12.848100662231445,12.848100662231445,13.634718894958496,11.362265586853027,11.930378913879395,1273711,2021-12-20
2021-12-27,14.377636909484863,14.377636909484863,14.77094554901123,11.974080085754395,13.154007911682129,1519219,2021-12-27
2022-01-03,18.572935104370117,18.572935104370117,20.539480209350586,14.727245330810547,15.033151626586914,7200245,2022-01-03
2022-01-10,17.56781005859375,17.56781005859375,19.66546058654785,15.557563781738281,19.40325355529785,2687889,2022-01-10
2022-01-17,16.56268882751465,16.56268882751465,17.786317825317383,15.644966125488281,17.786317825317383,699026,2022-01-17
2022-01-24,14.465039253234863,14.465039253234863,16.868595123291016,14.071728706359863,16.868595123291016,452513,2022-01-24
2022-01-31,13.85322380065918,13.85322380065918,14.81464672088623,12.804400444030762,14.071728706359863,467066,2022-01-31
2022-02-07,12.891801834106445,12.891801834106445,14.333935737609863,12.411090850830078,14.15913200378418,399843,2022-02-07
2022-02-14,12.236286163330078,12.236286163330078,12.848100662231445,11.668172836303711,12.279987335205078,188965,2022-02-14
2022-02-21,11.362265586853027,11.362265586853027,12.585894584655762,10.88155460357666,12.236286163330078,199461,2022-02-21
2022-02-28,12.192584991455078,12.192584991455078,12.192584991455078,10.794153213500977,11.449667930603027,60184,2022-02-28
2022-03-07,12.760699272155762,12.760699272155762,13.459915161132812,12.192584991455078,12.454792022705078,208382,2022-03-07
2022-03-14,11.799276351928711,11.799276351928711,13.110306739807129,11.449667930603027,12.323687553405762,114649,2022-03-14
2022-03-21,11.842976570129395,11.842976570129395,12.760699272155762,11.580771446228027,11.799276351928711,152763,2022-03-21
2022-03-28,12.017781257629395,12.017781257629395,12.148883819580078,10.619348526000977,12.148883819580078,303972,2022-03-28
2022-04-04,12.673296928405762,12.673296928405762,13.547316551208496,12.061482429504395,12.061482429504395,379450,2022-04-04
2022-04-11,12.236286163330078,12.236286163330078,13.197709083557129,12.105182647705078,12.891801834106445,193038,2022-04-11
2022-04-18,13.110306739807129,13.110306739807129,13.110306739807129,11.449667930603027,12.105182647705078,498703,2022-04-18
2022-04-25,13.634718894958496,13.634718894958496,15.863471031188965,13.022905349731445,13.110306739807129,1686940,2022-04-25
2022-05-02,12.585894584655762,12.585894584655762,13.80952262878418,11.842976570129395,12.979204177856445,346668,2022-05-02
2022-05-09,10.706750869750977,10.706750869750977,12.848100662231445,10.531946182250977,12.673296928405762,335707,2022-05-09
2022-05-16,11.930378913879395,11.930378913879395,12.411090850830078,10.88155460357666,10.88155460357666,179167,2022-05-16
2022-05-23,11.01265811920166,11.01265811920166,12.498493194580078,10.837854385375977,12.279987335205078,192838,2022-05-23
2022-05-30,11.187461853027344,11.187461853027344,11.580771446228027,10.400842666625977,11.274864196777344,242295,2022-05-30
2022-06-06,10.88155460357666,10.88155460357666,11.449667930603027,10.663049697875977,11.318565368652344,117286,2022-06-06
2022-06-13,9.570524215698242,9.570524215698242,11.187461853027344,9.483121871948242,10.663049697875977,184972,2022-06-13
2022-06-20,8.958709716796875,8.958709716796875,9.92013168334961,8.346895217895508,9.92013168334961,277255,2022-06-20
2022-06-27,10.00753402709961,10.00753402709961,10.750452041625977,8.871308326721191,9.308318138122559,162629,2022-06-27
2022-07-04,9.352019309997559,9.352019309997559,10.357142448425293,9.220915794372559,10.313441276550293,169949,2022-07-04
2022-07-11,9.264616966247559,9.264616966247559,9.92013168334961,9.089813232421875,9.483121871948242,112803,2022-07-11
2022-07-18,10.88155460357666,10.88155460357666,10.88155460357666,9.264616966247559,9.264616966247559,325458,2022-07-18
2022-07-25,11.668172836303711,11.668172836303711,13.154007911682129,11.405966758728027,11.405966758728027,549293,2022-07-25
2022-08-01,11.974080085754395,11.974080085754395,13.459915161132812,11.449667930603027,12.236286163330078,550316,2022-08-01
2022-08-08,12.323687553405762,12.323687553405762,13.154007911682129,11.886677742004395,12.236286163330078,173759,2022-08-08
2022-08-15,11.799276351928711,11.799276351928711,12.673296928405762,11.449667930603027,12.323687553405762,151035,2022-08-15
2022-08-22,13.98432731628418,13.98432731628418,13.98432731628418,11.274864196777344,11.493369102478027,1056714,2022-08-22
2022-08-29,15.513862609863281,15.513862609863281,15.513862609863281,13.285111427307129,13.416213989257812,901820,2022-08-29
2022-09-05,14.15913200378418,14.15913200378418,15.950874328613281,13.85322380065918,15.688667297363281,495471,2022-09-05
2022-09-12,13.066605567932129,13.066605567932129,14.639842987060547,12.891801834106445,14.20283317565918,265654,2022-09-12
2022-09-19,12.454792022705078,12.454792022705078,13.547316551208496,12.061482429504395,13.547316551208496,172092,2022-09-19
2022-09-26,12.498493194580078,12.498493194580078,13.372512817382812,11.537070274353027,12.454792022705078,189697,2022-09-26
2022-10-03,12.411090850830078,12.411090850830078,12.935503005981445,11.974080085754395,12.498493194580078,50632,2022-10-03
2022-10-10,11.974080085754395,11.974080085754395,12.760699272155762,11.842976570129395,12.105182647705078,68421,2022-10-10
2022-10-17,12.017781257629395,12.017781257629395,12.760699272155762,11.711874008178711,12.061482429504395,46170,2022-10-17
2022-10-24,12.279987335205078,12.279987335205078,12.673296928405762,11.842976570129395,12.192584991455078,51322,2022-10-24
2022-10-31,12.585894584655762,12.585894584655762,13.066605567932129,11.886677742004395,11.886677742004395,131012,2022-10-31
2022-11-07,13.110306739807129,13.110306739807129,13.94062614440918,12.454792022705078,12.585894584655762,168988,2022-11-07
2022-11-14,11.668172836303711,11.668172836303711,13.372512817382812,11.668172836303711,13.110306739807129,141248,2022-11-14
2022-11-21,11.799276351928711,11.799276351928711,12.148883819580078,11.537070274353027,11.624471664428711,90941,2022-11-21
2022-11-28,12.323687553405762,12.323687553405762,12.629595756530762,11.624471664428711,11.799276351928711,82260,2022-11-28
2022-12-05,12.148883819580078,12.148883819580078,13.197709083557129,11.930378913879395,11.930378913879395,112084,2022-12-05
2022-12-12,11.799276351928711,11.799276351928711,12.279987335205078,11.624471664428711,12.105182647705078,233222,2022-12-12
2022-12-19,10.706750869750977,10.706750869750977,12.323687553405762,10.706750869750977,11.799276351928711,433823,2022-12-19
2022-12-26,10.88155460357666,10.88155460357666,11.449667930603027,10.488245010375977,10.92525577545166,150779,2022-12-26
2023-01-02,10.92525577545166,10.92525577545166,11.405966758728027,10.750452041625977,11.10006046295166,123108,2023-01-02
2023-01-09,11.05635929107666,11.05635929107666,11.274864196777344,10.663049697875977,10.837854385375977,129004,2023-01-09
2023-01-16,10.488245010375977,10.488245010375977,11.362265586853027,10.444543838500977,11.10006046295166,167119,2023-01-16
2023-01-23,10.226038932800293,10.226038932800293,10.750452041625977,10.00753402709961,10.488245010375977,74478,2023-01-23
2023-01-30,9.526823043823242,9.526823043823242,10.400842666625977,9.439420700073242,9.876431465148926,194906,2023-01-30
2023-02-06,9.352019309997559,9.352019309997559,10.269740104675293,9.220915794372559,9.526823043823242,241414,2023-02-06
2023-02-13,8.871308326721191,8.871308326721191,9.92013168334961,8.609101295471191,9.308318138122559,243213,2023-02-13
2023-02-20,8.652802467346191,8.652802467346191,9.352019309997559,8.303194046020508,8.871308326721191,172687,2023-02-20
2023-02-27,8.696502685546875,8.696502685546875,9.046112060546875,7.909884929656982,8.565400123596191,167246,2023-02-27
2023-03-06,8.915008544921875,8.915008544921875,9.133514404296875,8.259492874145508,8.696502685546875,130549,2023-03-06
2023-03-13,7.997286796569824,7.997286796569824,9.089813232421875,7.822483062744141,9.089813232421875,267702,2023-03-13
2023-03-20,8.128390312194824,8.128390312194824,8.565400123596191,7.429173946380615,7.997286796569824,243873,2023-03-20
2023-03-27,7.472875118255615,7.472875118255615,8.128390312194824,7.166967868804932,7.909884929656982,280987,2023-03-27
2023-04-03,8.696502685546875,8.696502685546875,9.002410888671875,7.472875118255615,7.953586101531982,199526,2023-04-03
2023-04-10,9.352019309997559,9.352019309997559,10.750452041625977,8.696502685546875,9.046112060546875,1760821,2023-04-10
2023-04-17,9.876431465148926,9.876431465148926,9.92013168334961,8.740203857421875,9.570524215698242,296835,2023-04-17
2023-04-24,10.269740104675293,10.269740104675293,11.886677742004395,10.00753402709961,11.05635929107666,4483528,2023-04-24
2023-05-01,9.92013168334961,9.92013168334961,10.663049697875977,9.745327949523926,10.269740104675293,239906,2023-05-01
2023-05-08,9.701626777648926,9.701626777648926,10.138636589050293,9.483121871948242,9.92013168334961,284336,2023-05-08
2023-05-15,9.92013168334961,9.92013168334961,10.09493637084961,9.614225387573242,10.05123519897461,147519,2023-05-15
2023-05-22,9.745327949523926,9.745327949523926,10.663049697875977,9.308318138122559,9.701626777648926,343980,2023-05-22
2023-05-29,10.25,10.25,12.100000381469727,9.745327949523926,10.138636589050293,573087,2023-05-29
2023-06-05,10.899999618530273,10.899999618530273,11.600000381469727,9.850000381469727,10.600000381469727,910096,2023-06-05
2023-06-12,10.850000381469727,10.850000381469727,12.149999618530273,10.0,11.0,1806561,2023-06-12
2023-06-19,10.5,10.5,11.149999618530273,10.350000381469727,10.75,962338,2023-06-19
2023-06-26,15.399999618530273,15.399999618530273,15.399999618530273,10.399999618530273,10.649999618530273,2922724,2023-06-26
2023-07-03,16.700000762939453,16.700000762939453,17.350000381469727,15.300000190734863,16.149999618530273,3531395,2023-07-03
2023-07-10,16.5,16.5,16.75,15.300000190734863,15.899999618530273,1974459,2023-07-10
2023-07-17,18.799999237060547,18.799999237060547,18.799999237060547,15.899999618530273,16.5,2236054,2023-07-17
2023-07-24,18.100000381469727,18.100000381469727,20.5,18.0,19.399999618530273,1196124,2023-07-24
2023-07-31,18.899999618530273,18.899999618530273,18.950000762939453,17.5,17.850000381469727,577347,2023-07-31
2023-08-07,17.600000381469727,17.600000381469727,18.899999618530273,17.600000381469727,18.799999237060547,213831,2023-08-07
2023-08-14,17.149999618530273,17.149999618530273,17.850000381469727,17.149999618530273,17.25,204206,2023-08-14
2023-08-21,18.75,18.75,18.75,17.149999618530273,17.450000762939453,301028,2023-08-21
2023-08-28,20.549999237060547,20.549999237060547,20.549999237060547,19.100000381469727,19.100000381469727,285312,2023-08-28
2023-09-04,20.899999618530273,20.899999618530273,21.75,20.899999618530273,20.950000762939453,348546,2023-09-04
2023-09-11,19.649999618530273,19.649999618530273,20.75,19.299999237060547,20.5,243016,2023-09-11
2023-09-18,19.100000381469727,19.100000381469727,20.0,18.700000762939453,19.25,317821,2023-09-18
2023-09-25,20.850000381469727,20.850000381469727,22.049999237060547,19.200000762939453,19.850000381469727,872871,2023-09-25
2023-10-02,23.899999618530273,23.899999618530273,23.899999618530273,20.0,20.850000381469727,565347,2023-10-02
2023-10-09,24.5,24.5,24.950000762939453,22.450000762939453,24.899999618530273,523659,2023-10-09
2023-10-16,26.899999618530273,26.899999618530273,26.899999618530273,24.950000762939453,24.950000762939453,157053,2023-10-16
2023-10-23,26.5,26.5,27.399999618530273,26.0,27.399999618530273,216204,2023-10-23
2023-10-30,27.0,27.0,27.0,25.5,26.0,151030,2023-10-30
2023-11-06,29.700000762939453,29.700000762939453,29.700000762939453,27.5,27.5,225735,2023-11-06
2023-11-13,32.650001525878906,32.650001525878906,32.650001525878906,30.850000381469727,30.850000381469727,119527,2023-11-13
2023-11-20,31.200000762939453,31.200000762939453,32.0,30.25,32.0,424834,2023-11-20
2023-11-27,33.650001525878906,33.650001525878906,33.650001525878906,31.200000762939453,31.200000762939453,118246,2023-11-27
2023-12-04,34.29999923706055,34.29999923706055,34.95000076293945,33.0,34.29999923706055,276755,2023-12-04
2023-12-11,33.349998474121094,33.349998474121094,34.95000076293945,32.54999923706055,34.5,198568,2023-12-11
2023-12-18,29.350000381469727,29.350000381469727,35.45000076293945,29.0,34.95000076293945,610190,2023-12-18
2023-12-25,29.950000762939453,29.950000762939453,31.200000762939453,27.600000381469727,29.350000381469727,501108,2023-12-25
2024-01-01,31.350000381469727,31.350000381469727,31.700000762939453,28.5,29.5,1467072,2024-01-01
2024-01-08,30.299999237060547,30.299999237060547,31.25,27.200000762939453,31.25,1135396,2024-01-08
2024-01-15,28.950000762939453,28.950000762939453,30.399999618530273,27.25,30.399999618530273,1005236,2024-01-15
2024-01-22,29.899999618530273,29.899999618530273,30.649999618530273,27.649999618530273,28.950000762939453,591591,2024-01-22
2024-01-29,32.79999923706055,32.79999923706055,32.79999923706055,29.0,30.0,855784,2024-01-29
2024-02-05,29.600000381469727,29.600000381469727,33.5,29.600000381469727,33.45000076293945,709480,2024-02-05
2024-02-12,29.899999618530273,29.899999618530273,31.299999237060547,27.600000381469727,29.700000762939453,521300,2024-02-12
2024-02-19,30.549999237060547,30.549999237060547,30.600000381469727,28.100000381469727,29.850000381469727,983935,2024-02-19
2024-02-26,27.950000762939453,27.950000762939453,30.5,26.350000381469727,30.5,475242,2024-02-26
2024-03-04,25.75,25.75,28.25,24.950000762939453,28.25,390189,2024-03-04
2024-03-11,22.549999237060547,22.549999237060547,26.700000762939453,21.5,26.299999237060547,545259,2024-03-11
2024-03-18,25.299999237060547,25.299999237060547,26.399999618530273,22.5,23.600000381469727,264346,2024-03-18
2024-03-25,23.549999237060547,23.549999237060547,26.299999237060547,23.049999237060547,25.299999237060547,255735,2024-03-25
2024-04-01,26.600000381469727,26.600000381469727,27.649999618530273,23.0,23.0,347407,2024-04-01
2024-04-08,24.600000381469727,24.600000381469727,26.100000381469727,24.600000381469727,26.100000381469727,54448,2024-04-08
2024-04-15,23.700000762939453,23.700000762939453,24.100000381469727,23.649999618530273,24.100000381469727,79794,2024-04-15
2024-04-22,23.950000762939453,23.950000762939453,24.200000762939453,23.649999618530273,23.950000762939453,322395,2024-04-22
2024-04-29,24.600000381469727,24.600000381469727,24.600000381469727,23.600000381469727,23.799999237060547,169936,2024-04-29
2024-05-06,25.0,25.0,26.049999237060547,24.549999237060547,25.049999237060547,460746,2024-05-06
2024-05-13,29.049999237060547,29.049999237060547,30.0,24.0,26.200000762939453,1086705,2024-05-13
2024-05-20,26.600000381469727,26.600000381469727,29.799999237060547,26.600000381469727,28.350000381469727,185080,2024-05-20
2024-05-27,24.100000381469727,24.100000381469727,26.600000381469727,24.100000381469727,26.100000381469727,146206,2024-05-27
2024-06-03,23.5,23.5,24.399999618530273,23.0,23.899999618530273,167148,2024-06-03
2024-06-10,24.450000762939453,24.450000762939453,24.450000762939453,23.0,23.100000381469727,245698,2024-06-10
2024-06-17,26.43000030517578,26.43000030517578,26.43000030517578,24.450000762939453,24.450000762939453,109534,2024-06-17
2024-06-24,27.450000762939453,27.450000762939453,28.149999618530273,26.950000762939453,26.950000762939453,529158,2024-06-24
2024-07-01,27.709999084472656,27.709999084472656,28.799999237060547,27.0,28.0,539782,2024-07-01
2024-07-08,29.84000015258789,29.84000015258789,32.79999923706055,27.25,28.299999237060547,1589649,2024-07-08
2024-07-15,27.5,27.5,29.84000015258789,27.5,29.84000015258789,18132,2024-07-15
2024-07-22,27.8700008392334,27.8700008392334,27.8700008392334,26.75,27.0,153123,2024-07-22
2024-07-29,27.0,27.0,28.950000762939453,27.0,28.389999389648438,206408,2024-07-29
2024-08-05,25.8799991607666,25.8799991607666,26.899999618530273,25.239999771118164,26.479999542236328,170535,2024-08-05
2024-08-12,27.979999542236328,27.979999542236328,27.979999542236328,26.389999389648438,26.389999389648438,56078,2024-08-12
2024-08-19,29.760000228881836,29.760000228881836,29.760000228881836,27.420000076293945,27.5,233008,2024-08-19
2024-08-26,30.0,30.0,30.09000015258789,29.010000228881836,29.15999984741211,562304,2024-08-26
2024-09-02,28.489999771118164,28.489999771118164,31.5,27.360000610351562,31.5,698567,2024-09-02
2024-09-09,30.579999923706055,30.579999923706055,32.900001525878906,28.1200008392334,28.489999771118164,896125,2024-09-09
2024-09-16,28.190000534057617,28.190000534057617,29.959999084472656,27.6200008392334,30.579999923706055,147673,2024-09-16
2024-09-23,27.0,27.0,28.739999771118164,26.989999771118164,28.600000381469727,187027,2024-09-23
2024-09-30,26.530000686645508,26.530000686645508,27.229999542236328,26.459999084472656,26.700000762939453,243443,2024-09-30
2024-10-07,26.5,26.5,26.530000686645508,25.600000381469727,25.989999771118164,256200,2024-10-07
2024-10-14,28.770000457763672,28.770000457763672,28.770000457763672,26.5,26.59000015258789,98513,2024-10-14
2024-10-21,25.90999984741211,25.90999984741211,29.799999237060547,25.510000228881836,29.030000686645508,610472,2024-10-21
2024-10-28,32.91999816894531,32.91999816894531,34.9900016784668,25.299999237060547,25.5,1053917,2024-10-28
2024-11-04,39.43000030517578,39.43000030517578,44.900001525878906,33.20000076293945,33.61000061035156,11415712,2024-11-04
2024-11-11,36.349998474121094,36.349998474121094,41.0,32.599998474121094,40.04999923706055,1369521,2024-11-11
2024-11-18,39.75,39.75,39.75,33.630001068115234,37.36000061035156,932660,2024-11-18
2024-11-25,47.77000045776367,47.77000045776367,52.0,43.720001220703125,43.720001220703125,3130961,2024-11-25
2024-12-02,47.36000061035156,47.36000061035156,52.5,47.0,50.150001525878906,827234,2024-12-02
2024-12-09,45.130001068115234,45.130001068115234,48.900001525878906,43.25,47.0,362521,2024-12-09
2024-12-16,50.66999816894531,50.66999816894531,55.650001525878906,43.79999923706055,45.9900016784668,1272458,2024-12-16
2024-12-23,46.709999084472656,46.709999084472656,49.650001525878906,46.709999084472656,49.650001525878906,203358,2024-12-23
2024-12-30,46.70000076293945,46.70000076293945,46.70000076293945,44.849998474121094,45.77000045776367,111512,2024-12-30
2025-01-06,45.97999954223633,45.97999954223633,47.630001068115234,45.70000076293945,47.599998474121094,347722,2025-01-06
2025-01-13,42.70000076293945,42.70000076293945,45.099998474121094,42.540000915527344,45.060001373291016,146687,2025-01-13
2025-01-20,44.0,44.0,44.41999816894531,43.0,43.54999923706055,170520,2025-01-20
2025-01-27,38.310001373291016,38.310001373291016,46.20000076293945,34.209999084472656,41.849998474121094,813744,2025-01-27
2025-02-03,40.619998931884766,40.619998931884766,41.790000915527344,35.099998474121094,38.290000915527344,781666,2025-02-03
2025-02-10,34.619998931884766,34.619998931884766,40.400001525878906,34.20000076293945,40.04999923706055,402295,2025-02-10
2025-02-17,36.09000015258789,36.09000015258789,36.2599983215332,30.549999237060547,32.880001068115234,296455,2025-02-17
2025-02-24,36.77000045776367,36.77000045776367,38.9900016784668,35.40999984741211,37.88999938964844,212663,2025-02-24
2025-03-03,36.70000076293945,36.70000076293945,37.029998779296875,34.61000061035156,36.029998779296875,175826,2025-03-03
2025-03-10,34.060001373291016,34.060001373291016,36.5,34.060001373291016,36.0,42188,2025-03-10
2025-03-17,32.599998474121094,32.599998474121094,34.060001373291016,32.4900016784668,33.369998931884766,101927,2025-03-17
2025-03-24,32.0,32.0,33.90999984741211,32.0,33.25,146493,2025-03-24
2025-03-31,33.31999969482422,33.31999969482422,33.31999969482422,31.360000610351562,32.0,160451,2025-03-31
2025-04-07,33.130001068115234,33.130001068115234,33.45000076293945,31.549999237060547,31.700000762939453,213091,2025-04-07
2025-04-14,34.720001220703125,34.720001220703125,34.9900016784668,32.25,34.0,109438,2025-04-14
