Date,Adj Close_ICIL.NS,Close_ICIL.NS,High_ICIL.NS,Low_ICIL.NS,Open_ICIL.NS,Volume_ICIL.NS,Date
2020-07-13,38.20217514038086,40.099998474121094,42.0,39.849998474121094,41.0,431143,2020-07-13
2020-07-20,60.44707107543945,63.45000076293945,63.45000076293945,39.349998474121094,40.95000076293945,8144822,2020-07-20
2020-07-27,62.836605072021484,65.0,76.44999694824219,62.400001525878906,69.75,5490066,2020-07-27
2020-08-03,68.9752426147461,71.3499984741211,77.75,64.5,65.0,2394715,2020-08-03
2020-08-10,61.33818817138672,63.45000076293945,71.9000015258789,62.79999923706055,71.9000015258789,1146433,2020-08-10
2020-08-17,72.74545288085938,75.25,76.30000305175781,63.099998474121094,64.5999984741211,2074890,2020-08-17
2020-08-24,70.90868377685547,73.3499984741211,80.1500015258789,71.5,76.0,1312519,2020-08-24
2020-08-31,70.08697509765625,72.5,75.44999694824219,67.05000305175781,73.3499984741211,856232,2020-08-31
2020-09-07,82.12259674072266,84.94999694824219,86.0,72.5,72.5,2278741,2020-09-07
2020-09-14,97.88008880615234,101.25,102.1500015258789,85.0,85.0,2114958,2020-09-14
2020-09-21,92.41812896728516,95.5999984741211,105.0,86.0999984741211,102.3499984741211,1814019,2020-09-21
2020-09-28,108.03062438964844,111.75,111.75,96.69999694824219,96.69999694824219,1657027,2020-09-28
2020-10-05,106.38719940185547,110.05000305175781,121.75,106.0,116.0,3927655,2020-10-05
2020-10-12,124.02978515625,128.3000030517578,135.5,109.0999984741211,109.5,3902183,2020-10-12
2020-10-19,158.15487670898438,163.60000610351562,163.60000610351562,127.9000015258789,127.9000015258789,1556592,2020-10-19
2020-10-26,138.38552856445312,143.14999389648438,171.75,138.6999969482422,171.75,6266685,2020-10-26
2020-11-02,147.42434692382812,152.5,163.89999389648438,143.0,143.0,1595579,2020-11-02
2020-11-09,148.6810760498047,153.8000030517578,158.0,140.1999969482422,154.0,900526,2020-11-09
2020-11-16,152.7412567138672,158.0,170.39999389648438,149.8000030517578,152.39999389648438,1681925,2020-11-16
2020-11-23,150.32449340820312,155.5,164.0,150.3000030517578,159.9499969482422,807694,2020-11-23
2020-11-30,151.9195556640625,157.14999389648438,162.0,154.0,155.5,629720,2020-11-30
2020-12-07,151.04953002929688,156.25,171.8000030517578,149.4499969482422,157.0,1133606,2020-12-07
2020-12-14,147.95602416992188,153.0500030517578,159.6999969482422,146.5,154.0,727649,2020-12-14
2020-12-21,147.90768432617188,153.0,155.64999389648438,138.14999389648438,151.0,662618,2020-12-21
2020-12-28,141.0439910888672,145.89999389648438,158.0,142.39999389648438,154.5,803828,2020-12-28
2021-01-04,139.83560180664062,144.64999389648438,157.0,144.0500030517578,148.0,1022253,2021-01-04
2021-01-11,141.2373504638672,146.10000610351562,152.0,137.4499969482422,147.0,1433825,2021-01-11
2021-01-18,135.0986785888672,139.75,153.9499969482422,139.25,147.10000610351562,2845944,2021-01-18
2021-01-25,132.97190856933594,137.5500030517578,143.60000610351562,126.19999694824219,139.0,1411548,2021-01-25
2021-02-01,120.06623840332031,124.19999694824219,141.3000030517578,122.8499984741211,134.5,1993559,2021-02-01
2021-02-08,121.95133972167969,126.1500015258789,135.5,125.5,126.0,1437086,2021-02-08
2021-02-15,120.30791473388672,124.44999694824219,128.0,118.4000015258789,126.0,1288525,2021-02-15
2021-02-22,124.80316162109375,129.10000610351562,139.8000030517578,123.19999694824219,125.5,1148006,2021-02-22
2021-03-01,133.74526977539062,138.35000610351562,144.0,121.30000305175781,133.60000610351562,1402489,2021-03-01
2021-03-08,119.19620513916016,123.30000305175781,143.5,121.5,141.0,999011,2021-03-08
2021-03-15,120.11457061767578,124.25,128.3000030517578,113.0,127.0,1651359,2021-03-15
2021-03-22,122.1930160522461,126.4000015258789,129.0,114.8499984741211,124.8499984741211,2304318,2021-03-22
2021-03-29,126.49491882324219,130.85000610351562,137.0,125.0,126.4000015258789,949796,2021-03-29
2021-04-05,127.99330139160156,132.39999389648438,139.89999389648438,125.0999984741211,131.5500030517578,1017372,2021-04-05
2021-04-12,122.91805267333984,127.1500015258789,129.75,120.05000305175781,129.10000610351562,446785,2021-04-12
2021-04-19,122.14468383789062,126.3499984741211,132.8000030517578,117.0,126.0,639034,2021-04-19
2021-04-26,127.21995544433594,131.60000610351562,135.89999389648438,125.6500015258789,126.69999694824219,984444,2021-04-26
2021-05-03,140.3673095703125,145.1999969482422,148.64999389648438,128.35000610351562,128.35000610351562,2735786,2021-05-03
2021-05-10,144.1374969482422,149.10000610351562,156.0,146.10000610351562,146.75,2258683,2021-05-10
2021-05-17,149.7927703857422,154.9499969482422,161.0,148.10000610351562,152.0,5398701,2021-05-17
2021-05-24,139.5455780029297,144.35000610351562,157.9499969482422,143.0,156.5,1143546,2021-05-24
2021-05-31,147.47267150878906,152.5500030517578,157.25,140.4499969482422,145.0,1911884,2021-05-31
2021-06-07,165.9369354248047,171.64999389648438,178.9499969482422,152.0,153.0,7870113,2021-06-07
2021-06-14,163.4718475341797,169.10000610351562,176.25,163.0,172.60000610351562,2897513,2021-06-14
2021-06-21,165.7919464111328,171.5,175.0,163.64999389648438,163.64999389648438,1678391,2021-06-21
2021-06-28,165.7919464111328,171.5,181.25,165.64999389648438,174.5,3694683,2021-06-28
2021-07-05,177.29586791992188,183.39999389648438,192.89999389648438,171.35000610351562,174.0,5567160,2021-07-05
2021-07-12,200.30374145507812,207.1999969482422,209.8000030517578,184.60000610351562,184.85000610351562,6421325,2021-07-12
2021-07-19,218.96139526367188,226.5,231.0,195.0,205.0,6017365,2021-07-19
2021-07-26,254.58489990234375,263.3500061035156,273.8999938964844,225.3000030517578,225.3000030517578,5829615,2021-07-26
2021-08-02,264.2520751953125,273.3500061035156,285.0,260.1000061035156,267.45001220703125,4223379,2021-08-02
2021-08-09,251.00807189941406,259.6499938964844,276.54998779296875,230.64999389648438,275.3999938964844,2061618,2021-08-09
2021-08-16,225.19671630859375,232.9499969482422,262.0,225.14999389648438,259.6499938964844,1161898,2021-08-16
2021-08-23,220.41146850585938,228.0,255.1999969482422,215.10000610351562,234.9499969482422,2256652,2021-08-23
2021-08-30,239.73611450195312,246.4499969482422,253.25,227.8000030517578,230.0,2278060,2021-08-30
2021-09-06,257.099853515625,264.29998779296875,279.6000061035156,248.89999389648438,248.89999389648438,4827957,2021-09-06
2021-09-13,261.5259094238281,268.8500061035156,280.0,255.25,265.1000061035156,2431102,2021-09-13
2021-09-20,266.19512939453125,273.6499938964844,284.04998779296875,245.75,265.0,3883934,2021-09-20
2021-09-27,271.447998046875,279.04998779296875,304.8999938964844,275.75,275.79998779296875,8454450,2021-09-27
2021-10-04,294.0159912109375,302.25,308.25,278.79998779296875,279.0,4080161,2021-10-04
2021-10-11,282.9751892089844,290.8999938964844,315.0,289.0,303.0,2158469,2021-10-11
2021-10-18,271.69122314453125,279.29998779296875,303.0,258.6499938964844,290.0,2475744,2021-10-18
2021-10-25,235.01824951171875,241.60000610351562,285.20001220703125,228.85000610351562,281.5,3197300,2021-10-25
2021-11-01,241.58436584472656,248.35000610351562,250.0,231.39999389648438,240.0,1592965,2021-11-01
2021-11-08,257.05120849609375,264.25,272.3999938964844,243.5,250.10000610351562,2557844,2021-11-08
2021-11-15,249.8041534423828,256.79998779296875,268.6000061035156,247.0,266.3500061035156,1075690,2021-11-15
2021-11-22,247.95591735839844,254.89999389648438,274.5,247.0,258.79998779296875,1977462,2021-11-22
2021-11-29,235.60189819335938,242.1999969482422,251.64999389648438,223.9499969482422,248.0,3190004,2021-11-29
2021-12-06,245.9131317138672,252.8000030517578,278.20001220703125,246.10000610351562,246.10000610351562,5368682,2021-12-06
2021-12-13,249.22052001953125,256.20001220703125,266.3999938964844,248.85000610351562,265.0,2243555,2021-12-13
2021-12-20,232.3917999267578,238.89999389648438,255.4499969482422,231.0,255.4499969482422,1272832,2021-12-20
2021-12-27,243.18942260742188,250.0,262.29998779296875,230.0,238.89999389648438,1490841,2021-12-27
2022-01-03,255.10568237304688,262.25,275.04998779296875,252.25,252.85000610351562,2704825,2022-01-03
2022-01-10,260.6017761230469,267.8999938964844,275.0,260.0,262.5,1977829,2022-01-10
2022-01-17,253.98703002929688,261.1000061035156,272.1499938964844,255.0,269.29998779296875,1831341,2022-01-17
2022-01-24,235.1155242919922,241.6999969482422,262.3500061035156,229.25,261.1000061035156,1436058,2022-01-24
2022-01-31,229.57081604003906,236.0,248.64999389648438,234.0,244.89999389648438,1087407,2022-01-31
2022-02-07,202.72268676757812,208.39999389648438,238.89999389648438,204.0,237.39999389648438,2310778,2022-02-07
2022-02-14,189.00682067871094,194.3000030517578,211.9499969482422,182.0,211.9499969482422,2001841,2022-02-14
2022-02-21,166.77928161621094,171.4499969482422,193.85000610351562,159.64999389648438,191.8000030517578,1991466,2022-02-21
2022-02-28,163.4232940673828,168.0,178.39999389648438,165.0,171.89999389648438,1160777,2022-02-28
2022-03-07,163.4232940673828,168.0,176.89999389648438,155.89999389648438,165.0,1886109,2022-03-07
2022-03-14,166.14700317382812,170.8000030517578,175.5,158.0,171.0,1996252,2022-03-14
2022-03-21,158.8026885986328,163.25,173.89999389648438,162.5,173.0,2157440,2022-03-21
2022-03-28,164.34739685058594,168.9499969482422,170.60000610351562,148.5,163.89999389648438,4261048,2022-03-28
2022-04-04,177.43099975585938,182.39999389648438,189.5,171.0,171.0,3381585,2022-04-04
2022-04-11,172.3240203857422,177.14999389648438,188.0,174.0,183.89999389648438,703364,2022-04-11
2022-04-18,165.17425537109375,169.8000030517578,184.89999389648438,169.6999969482422,177.0,1419330,2022-04-18
2022-04-25,151.65292358398438,155.89999389648438,168.64999389648438,155.0,167.1999969482422,1490339,2022-04-25
2022-05-02,141.24441528320312,145.1999969482422,163.4499969482422,142.75,156.0,1418537,2022-05-02
2022-05-09,134.38645935058594,138.14999389648438,152.5,123.4000015258789,145.0,3055431,2022-05-09
2022-05-16,139.88255310058594,143.8000030517578,148.35000610351562,132.0500030517578,139.89999389648438,1576331,2022-05-16
2022-05-23,137.25611877441406,141.10000610351562,145.5,133.0,145.0,917210,2022-05-23
2022-05-30,145.4759063720703,149.5500030517578,155.1999969482422,141.0,148.89999389648438,1478954,2022-05-30
2022-06-06,135.84561157226562,139.64999389648438,149.6999969482422,139.14999389648438,146.1999969482422,533631,2022-06-06
2022-06-13,118.7737045288086,122.0999984741211,137.64999389648438,121.3499984741211,136.10000610351562,780001,2022-06-13
2022-06-20,133.94873046875,137.6999969482422,144.0,119.55000305175781,122.0999984741211,3416881,2022-06-20
2022-06-27,133.0732421875,136.8000030517578,142.25,130.1999969482422,140.0,1261849,2022-06-27
2022-07-04,136.28334045410156,140.10000610351562,142.0,132.60000610351562,137.75,833569,2022-07-04
2022-07-11,125.43709564208984,128.9499969482422,141.5,128.0,140.0,766237,2022-07-11
2022-07-18,140.75804138183594,144.6999969482422,147.39999389648438,129.0,129.75,2156225,2022-07-18
2022-07-25,134.19190979003906,137.9499969482422,144.0,135.10000610351562,140.64999389648438,841818,2022-07-25
2022-08-01,140.66075134277344,144.60000610351562,152.35000610351562,136.0,138.75,3695367,2022-08-01
2022-08-08,137.6452178955078,141.5,147.60000610351562,140.0,145.10000610351562,818521,2022-08-08
2022-08-15,142.26580810546875,146.25,149.6999969482422,139.60000610351562,141.5,1392001,2022-08-15
2022-08-22,158.02447509765625,162.4499969482422,164.60000610351562,139.5500030517578,146.0,3684121,2022-08-22
2022-08-29,154.32798767089844,158.64999389648438,169.8000030517578,154.0500030517578,157.9499969482422,2743134,2022-08-29
2022-09-05,156.0303192138672,160.39999389648438,167.0,156.5500030517578,158.0,1323548,2022-09-05
2022-09-12,146.35137939453125,150.4499969482422,163.5,148.6999969482422,161.5,1280291,2022-09-12
2022-09-19,142.314453125,146.3000030517578,158.8000030517578,145.0,150.0,2103882,2022-09-19
2022-09-26,134.12667846679688,136.0500030517578,145.25,134.10000610351562,145.0,1211324,2022-09-26
2022-10-03,135.30972290039062,137.25,141.89999389648438,132.5500030517578,136.8000030517578,757417,2022-10-03
2022-10-10,127.66928100585938,129.5,138.6999969482422,127.25,136.8000030517578,864278,2022-10-10
2022-10-17,131.6620330810547,133.5500030517578,134.5,127.4000015258789,130.14999389648438,794492,2022-10-17
2022-10-24,128.8030242919922,130.64999389648438,135.85000610351562,130.10000610351562,134.89999389648438,329730,2022-10-24
2022-10-31,133.9295196533203,135.85000610351562,148.89999389648438,131.10000610351562,131.35000610351562,4031419,2022-10-31
2022-11-07,132.7464599609375,134.64999389648438,137.6999969482422,132.0500030517578,136.5500030517578,471728,2022-11-07
2022-11-14,132.64788818359375,134.5500030517578,138.8000030517578,131.5500030517578,135.35000610351562,678425,2022-11-14
2022-11-21,132.59860229492188,134.5,135.85000610351562,130.1999969482422,134.0,781448,2022-11-21
2022-11-28,137.182861328125,139.14999389648438,141.6999969482422,134.5500030517578,135.0,1286300,2022-11-28
2022-12-05,137.2814483642578,139.25,147.5500030517578,137.6999969482422,140.25,1153517,2022-12-05
2022-12-12,134.02810668945312,135.9499969482422,141.89999389648438,135.39999389648438,140.0,552972,2022-12-12
2022-12-19,119.19085693359375,120.9000015258789,137.1999969482422,120.19999694824219,135.9499969482422,680425,2022-12-19
2022-12-26,132.64788818359375,134.5500030517578,136.6999969482422,120.05000305175781,122.0,597113,2022-12-26
2023-01-02,131.3169708251953,133.1999969482422,143.6999969482422,130.64999389648438,136.0,1844941,2023-01-02
2023-01-09,131.46485900878906,133.35000610351562,136.5500030517578,132.5,134.0,393135,2023-01-09
2023-01-16,129.78887939453125,131.64999389648438,135.85000610351562,131.0,135.85000610351562,245289,2023-01-16
2023-01-23,123.18360137939453,124.94999694824219,132.89999389648438,122.55000305175781,132.0,382466,2023-01-23
2023-01-30,128.5072784423828,130.35000610351562,136.3000030517578,122.8499984741211,123.4000015258789,626923,2023-01-30
2023-02-06,128.01434326171875,129.85000610351562,136.1999969482422,124.94999694824219,130.3000030517578,771076,2023-02-06
2023-02-13,128.60585021972656,130.4499969482422,132.89999389648438,129.0500030517578,129.89999389648438,454748,2023-02-13
2023-02-20,130.2818145751953,132.14999389648438,134.89999389648438,129.9499969482422,130.39999389648438,512857,2023-02-20
2023-02-27,131.8592071533203,133.75,137.5,127.3499984741211,131.14999389648438,915809,2023-02-27
2023-03-06,132.4507293701172,134.35000610351562,137.5,131.5,133.75,911575,2023-03-06
2023-03-13,120.47248077392578,122.19999694824219,134.4499969482422,114.0,133.1999969482422,1300922,2023-03-13
2023-03-20,110.95890045166016,112.55000305175781,124.19999694824219,111.5,123.75,1065283,2023-03-20
2023-03-27,110.46597290039062,112.05000305175781,113.80000305175781,101.25,112.55000305175781,2016864,2023-03-27
2023-04-03,124.90885925292969,126.69999694824219,131.8000030517578,112.05000305175781,112.05000305175781,1757607,2023-04-03
2023-04-10,136.2462921142578,138.1999969482422,139.60000610351562,125.0,125.5,1442486,2023-04-10
2023-04-17,132.1056671142578,134.0,141.8000030517578,131.89999389648438,139.0,1141159,2023-04-17
2023-04-24,133.48587036132812,135.39999389648438,147.0,128.5,134.8000030517578,4727460,2023-04-24
2023-05-01,146.44996643066406,148.5500030517578,160.0,135.39999389648438,135.39999389648438,6304658,2023-05-01
2023-05-08,155.37203979492188,157.60000610351562,161.14999389648438,148.75,149.0,2191565,2023-05-08
2023-05-15,158.0831756591797,160.35000610351562,169.5,153.1999969482422,157.60000610351562,3065877,2023-05-15
