Date,Adj Close_JBMA.NS,Close_JBMA.NS,High_JBMA.NS,Low_JBMA.NS,Open_JBMA.NS,Volume_JBMA.NS,Date
2020-07-13,40.084842681884766,40.63999938964844,41.400001525878906,38.88999938964844,40.9900016784668,238155,2020-07-13
2020-07-20,38.34888458251953,38.880001068115234,41.13999938964844,38.400001525878906,40.97999954223633,465655,2020-07-20
2020-07-27,37.185001373291016,37.70000076293945,41.0,36.65999984741211,38.93000030517578,594695,2020-07-27
2020-08-03,45.00667953491211,45.630001068115234,49.400001525878906,37.849998474121094,37.849998474121094,4572430,2020-08-03
2020-08-10,42.9649543762207,43.560001373291016,46.97999954223633,42.970001220703125,44.79999923706055,1100065,2020-08-10
2020-08-17,45.00667953491211,45.630001068115234,47.29999923706055,43.41999816894531,44.25,1707640,2020-08-17
2020-08-24,48.932308197021484,49.61000061035156,54.91999816894531,45.130001068115234,45.599998474121094,4986740,2020-08-24
2020-08-31,45.52943420410156,46.15999984741211,51.150001525878906,45.029998779296875,49.880001068115234,1853725,2020-08-31
2020-09-07,45.80561065673828,46.439998626708984,47.70000076293945,43.130001068115234,46.529998779296875,875195,2020-09-07
2020-09-14,45.18421173095703,45.810001373291016,51.0,45.400001525878906,46.83000183105469,1607180,2020-09-14
2020-09-21,42.7676887512207,43.36000061035156,46.79999923706055,41.0099983215332,45.900001525878906,745295,2020-09-21
2020-09-28,46.239601135253906,46.880001068115234,51.599998474121094,44.22999954223633,44.599998474121094,1262515,2020-09-28
2020-10-05,45.46039581298828,46.09000015258789,49.68000030517578,43.599998474121094,47.599998474121094,646315,2020-10-05
2020-10-12,46.565093994140625,47.209999084472656,50.20000076293945,46.040000915527344,46.599998474121094,1912995,2020-10-12
2020-10-19,47.245670318603516,47.900001525878906,49.220001220703125,45.86000061035156,48.7400016784668,806650,2020-10-19
2020-10-26,47.452796936035156,48.11000061035156,49.380001068115234,46.130001068115234,48.13999938964844,888040,2020-10-26
2020-11-02,47.433074951171875,48.09000015258789,49.599998474121094,47.02000045776367,49.040000915527344,668325,2020-11-02
2020-11-09,47.206214904785156,47.86000061035156,49.400001525878906,46.220001220703125,47.70000076293945,1323630,2020-11-09
2020-11-16,49.99755096435547,50.689998626708984,53.04999923706055,47.619998931884766,47.66999816894531,2081395,2020-11-16
2020-11-23,53.41028594970703,54.150001525878906,54.380001068115234,50.380001068115234,51.599998474121094,1403425,2020-11-23
2020-11-30,57.543052673339844,58.34000015258789,59.0,54.150001525878906,54.150001525878906,1680015,2020-11-30
2020-12-07,54.364662170410156,54.77000045776367,59.33000183105469,54.599998474121094,57.599998474121094,1047230,2020-12-07
2020-12-14,52.06182861328125,52.45000076293945,56.5,51.84000015258789,55.04999923706055,752860,2020-12-14
2020-12-21,52.30997848510742,52.70000076293945,53.97999954223633,44.810001373291016,52.720001220703125,746095,2020-12-21
2020-12-28,55.37710952758789,55.790000915527344,57.599998474121094,53.029998779296875,53.029998779296875,733440,2020-12-28
2021-01-04,60.5584716796875,61.0099983215332,64.80000305175781,54.66999816894531,56.06999969482422,3708525,2021-01-04
2021-01-11,63.67524337768555,64.1500015258789,67.68000030517578,60.83000183105469,61.099998474121094,2456905,2021-01-11
2021-01-18,72.34062957763672,72.87999725341797,79.5999984741211,65.3499984741211,69.0,6440360,2021-01-18
2021-01-25,74.69308471679688,75.25,78.0,72.36000061035156,73.25,1160215,2021-01-25
2021-02-01,81.30380249023438,81.91000366210938,84.3499984741211,73.5999984741211,75.76000213623047,2722850,2021-02-01
