Date,Adj Close_HARDWYN.NS,Close_HARDWYN.NS,High_HARDWYN.NS,Low_HARDWYN.NS,Open_HARDWYN.NS,Volume_HARDWYN.NS,Date
2022-04-11,4.714284896850586,4.714284896850586,4.714284896850586,4.285714149475098,4.285714149475098,399083,2022-04-11
2022-04-18,6.301784992218018,6.301784992218018,6.301784992218018,5.185713768005371,5.185713768005371,3428931,2022-04-18
2022-04-25,7.864284992218018,7.864284992218018,7.864284992218018,6.2464280128479,6.6160712242126465,7156347,2022-04-25
2022-05-02,8.435713768005371,8.435713768005371,9.101784706115723,8.192856788635254,8.192856788635254,2344828,2022-05-02
2022-05-09,8.8125,8.8125,8.8125,7.233928203582764,8.01428508758545,1733223,2022-05-09
2022-05-16,8.21964168548584,8.21964168548584,9.251785278320312,8.083928108215332,9.232142448425293,834927,2022-05-16
2022-05-23,7.8035712242126465,7.8035712242126465,8.569642066955566,7.532142162322998,7.9285712242126465,559351,2022-05-23
2022-05-30,8.628570556640625,8.628570556640625,8.628570556640625,7.287499904632568,8.189285278320312,3127287,2022-05-30
2022-06-06,8.321428298950195,8.321428298950195,9.680356979370117,8.321428298950195,8.928570747375488,4806503,2022-06-06
2022-06-13,8.43214225769043,8.43214225769043,8.43214225769043,7.3035712242126465,8.321428298950195,4568447,2022-06-13
2022-06-20,8.221427917480469,8.221427917480469,8.89285659790039,7.985713958740234,8.571428298950195,829243,2022-06-20
2022-06-27,8.008928298950195,8.008928298950195,8.925000190734863,7.89107084274292,8.603570938110352,603367,2022-06-27
2022-07-04,8.401784896850586,8.401784896850586,8.524999618530273,7.614284992218018,7.785714149475098,661019,2022-07-04
2022-07-11,9.046427726745605,9.046427726745605,9.926785469055176,8.401784896850586,8.70535659790039,8589387,2022-07-11
2022-07-18,9.746427536010742,9.746427536010742,9.746427536010742,8.755356788635254,9.285714149475098,1826295,2022-07-18
2022-07-25,10.944642066955566,10.944642066955566,11.193750381469727,9.69910717010498,10.232142448425293,2324240,2022-07-25
2022-08-01,10.73035717010498,10.73035717010498,11.625,10.285714149475098,10.885713577270508,3786996,2022-08-01
2022-08-08,10.181249618530273,10.181249618530273,10.607142448425293,9.613391876220703,10.45178508758545,3603691,2022-08-08
2022-08-15,9.975000381469727,9.975000381469727,10.446428298950195,9.70178508758545,10.181249618530273,743939,2022-08-15
2022-08-22,12.029463768005371,12.029463768005371,12.725892066955566,9.964284896850586,9.964284896850586,6963951,2022-08-22
2022-08-29,12.163392066955566,12.163392066955566,12.691070556640625,11.429464340209961,11.935713768005371,1026440,2022-08-29
2022-09-05,13.548213958740234,13.548213958740234,13.976784706115723,11.579463958740234,12.533035278320312,2400139,2022-09-05
2022-09-12,14.42410659790039,14.42410659790039,14.801785469055176,12.712499618530273,13.864285469055176,2029716,2022-09-12
2022-09-19,14.56339168548584,14.56339168548584,15.530357360839844,14.464284896850586,14.967857360839844,968853,2022-09-19
2022-09-26,14.587499618530273,14.587499618530273,14.957141876220703,12.755356788635254,14.357142448425293,977720,2022-09-26
2022-10-03,14.252677917480469,14.252677917480469,15.214284896850586,13.987500190734863,15.214284896850586,734811,2022-10-03
2022-10-10,13.29910659790039,13.29910659790039,14.61964225769043,13.130356788635254,14.456250190734863,2285860,2022-10-10
2022-10-17,14.05714225769043,14.05714225769043,14.102678298950195,12.490178108215332,13.904463768005371,4645345,2022-10-17
2022-10-24,15.449999809265137,15.449999809265137,15.524999618530273,13.714284896850586,14.651784896850586,1681453,2022-10-24
2022-10-31,15.98303508758545,15.98303508758545,16.095535278320312,14.263392448425293,15.790178298950195,2425374,2022-10-31
2022-11-07,17.359821319580078,17.359821319580078,18.26785659790039,15.59464168548584,16.071428298950195,4295757,2022-11-07
2022-11-14,17.935714721679688,17.935714721679688,18.93214225769043,16.88303565979004,17.700000762939453,2972364,2022-11-14
2022-11-21,17.737499237060547,17.737499237060547,17.951784133911133,16.59910774230957,17.90625,1384428,2022-11-21
2022-11-28,17.758928298950195,17.758928298950195,18.46875,17.193750381469727,18.198213577270508,1331640,2022-11-28
2022-12-05,17.016963958740234,17.016963958740234,18.026784896850586,16.915178298950195,18.026784896850586,543737,2022-12-05
2022-12-12,16.59910774230957,16.59910774230957,17.732141494750977,15.717857360839844,17.030357360839844,1227909,2022-12-12
2022-12-19,14.544642448425293,14.544642448425293,17.592857360839844,14.464284896850586,16.95535659790039,901820,2022-12-19
2022-12-26,18.57053565979004,18.57053565979004,18.75,14.196428298950195,14.196428298950195,2186722,2022-12-26
2023-01-02,17.209821701049805,17.209821701049805,19.01785659790039,16.933927536010742,18.64285659790039,573548,2023-01-02
2023-01-09,17.177677154541016,17.177677154541016,17.946428298950195,16.77053451538086,17.566070556640625,403812,2023-01-09
2023-01-16,16.719642639160156,16.719642639160156,17.78571319580078,16.529464721679688,17.014284133911133,482101,2023-01-16
2023-01-23,15.79553508758545,15.79553508758545,17.702678680419922,15.570534706115723,17.31964111328125,494738,2023-01-23
2023-01-30,15.683034896850586,15.683034896850586,17.03571319580078,15.428570747375488,16.339284896850586,6666423,2023-01-30
2023-02-06,16.13303565979004,16.13303565979004,16.8723201751709,15.107142448425293,15.107142448425293,1993092,2023-02-06
2023-02-13,16.256250381469727,16.256250381469727,16.925891876220703,15.803570747375488,16.178571701049805,2689117,2023-02-13
2023-02-20,15.787500381469727,15.787500381469727,17.196428298950195,15.214284896850586,17.196428298950195,396850,2023-02-20
2023-02-27,16.237499237060547,16.237499237060547,16.722320556640625,15.083035469055176,16.071428298950195,2496831,2023-02-27
2023-03-06,15.910714149475098,15.910714149475098,16.339284896850586,15.479463577270508,15.905357360839844,192227,2023-03-06
2023-03-13,16.202678680419922,16.202678680419922,17.215177536010742,15.377677917480469,15.672321319580078,588650,2023-03-13
2023-03-20,15.747321128845215,15.747321128845215,16.647321701049805,15.340177536010742,16.526784896850586,5694972,2023-03-20
2023-03-27,13.95535659790039,13.95535659790039,16.125,13.612500190734863,15.964284896850586,667125,2023-03-27
2023-04-03,13.821428298950195,13.821428298950195,14.8125,12.559821128845215,13.620534896850586,1666110,2023-04-03
2023-04-10,16.328571319580078,16.328571319580078,16.328571319580078,13.411606788635254,14.027677536010742,2817693,2023-04-10
2023-04-17,18.225000381469727,18.225000381469727,19.553571701049805,16.749107360839844,17.41071319580078,18073698,2023-04-17
2023-04-24,19.4973201751709,19.4973201751709,19.711606979370117,17.887500762939453,18.514284133911133,8604415,2023-04-24
2023-05-01,20.665178298950195,20.665178298950195,21.125892639160156,19.360713958740234,19.4973201751709,3099243,2023-05-01
2023-05-08,18.506250381469727,18.506250381469727,21.342857360839844,17.276784896850586,20.88214111328125,6532825,2023-05-08
2023-05-15,19.725000381469727,19.725000381469727,20.3410701751709,18.6535701751709,18.6535701751709,6291242,2023-05-15
2023-05-22,21.514284133911133,21.514284133911133,23.515178680419922,19.69285774230957,20.008928298950195,9081292,2023-05-22
2023-05-29,33.326786041259766,33.326786041259766,33.35625076293945,21.219642639160156,21.825000762939453,51327507,2023-05-29
2023-06-05,35.71428680419922,35.71428680419922,40.82142639160156,32.85714340209961,36.64285659790039,16092824,2023-06-05
2023-06-12,35.17856979370117,35.17856979370117,37.64285659790039,32.28571319580078,35.71428680419922,6967181,2023-06-12
2023-06-19,30.428571701049805,30.428571701049805,35.53571319580078,30.03571319580078,35.5,2536265,2023-06-19
2023-06-26,28.214284896850586,28.214284896850586,30.03571319580078,24.857141494750977,29.64285659790039,4216327,2023-06-26
2023-07-03,31.428571701049805,31.428571701049805,32.60714340209961,29.607141494750977,29.607141494750977,4709661,2023-07-03
2023-07-10,29.464284896850586,29.464284896850586,31.714284896850586,28.39285659790039,31.571428298950195,1440823,2023-07-10
2023-07-17,30.0,30.0,33.10714340209961,29.178571701049805,29.821428298950195,2771525,2023-07-17
2023-07-24,29.714284896850586,29.714284896850586,31.071428298950195,29.357141494750977,30.53571319580078,812126,2023-07-24
2023-07-31,28.928571701049805,28.928571701049805,30.28571319580078,28.571428298950195,30.178571701049805,1153819,2023-07-31
2023-08-07,29.107141494750977,29.107141494750977,30.5,28.857141494750977,29.28571319580078,1122343,2023-08-07
2023-08-14,29.0,29.0,30.39285659790039,27.678571701049805,28.25,6821246,2023-08-14
2023-08-21,28.25,28.25,29.428571701049805,27.857141494750977,29.357141494750977,644497,2023-08-21
2023-08-28,27.78571319580078,27.78571319580078,28.857141494750977,27.214284896850586,27.89285659790039,5392787,2023-08-28
2023-09-04,27.53571319580078,27.53571319580078,28.214284896850586,27.14285659790039,27.714284896850586,2346920,2023-09-04
2023-09-11,28.428571701049805,28.428571701049805,29.857141494750977,25.714284896850586,27.857141494750977,1891583,2023-09-11
2023-09-18,26.928571701049805,26.928571701049805,28.857141494750977,26.714284896850586,28.75,936002,2023-09-18
2023-09-25,26.928571701049805,26.928571701049805,28.571428298950195,25.78571319580078,27.39285659790039,873823,2023-09-25
2023-10-02,27.107141494750977,27.107141494750977,27.821428298950195,25.78571319580078,26.928571701049805,2315322,2023-10-02
2023-10-09,28.607141494750977,28.607141494750977,29.64285659790039,26.14285659790039,26.714284896850586,1659082,2023-10-09
2023-10-16,27.464284896850586,27.464284896850586,29.78571319580078,27.28571319580078,28.607141494750977,1014371,2023-10-16
2023-10-23,26.64285659790039,26.64285659790039,28.89285659790039,25.357141494750977,28.0,471613,2023-10-23
2023-10-30,26.14285659790039,26.14285659790039,27.28571319580078,25.464284896850586,27.28571319580078,780440,2023-10-30
2023-11-06,25.75,25.75,26.607141494750977,24.714284896850586,26.607141494750977,760730,2023-11-06
2023-11-13,28.714284896850586,28.714284896850586,29.857141494750977,26.571428298950195,27.39285659790039,2415675,2023-11-13
2023-11-20,29.821428298950195,29.821428298950195,30.357141494750977,27.28571319580078,29.428571701049805,5464180,2023-11-20
2023-11-27,29.678571701049805,29.678571701049805,32.35714340209961,29.14285659790039,29.821428298950195,3135388,2023-11-27
2023-12-04,29.714284896850586,29.714284896850586,31.214284896850586,28.28571319580078,30.107141494750977,2665456,2023-12-04
2023-12-11,28.857141494750977,28.857141494750977,30.14285659790039,28.571428298950195,29.714284896850586,2175659,2023-12-11
2023-12-18,28.571428298950195,28.571428298950195,29.39285659790039,26.857141494750977,28.857141494750977,1174277,2023-12-18
2023-12-25,29.071428298950195,29.071428298950195,30.321428298950195,27.64285659790039,28.571428298950195,2043062,2023-12-25
2024-01-01,28.607141494750977,28.607141494750977,29.964284896850586,28.428571701049805,29.428571701049805,1311371,2024-01-01
2024-01-08,34.21428680419922,34.21428680419922,35.25,28.14285659790039,28.607141494750977,9666935,2024-01-08
2024-01-15,31.607141494750977,31.607141494750977,34.78571319580078,30.0,34.21428680419922,4969632,2024-01-15
2024-01-22,31.78571319580078,31.78571319580078,34.28571319580078,30.214284896850586,31.607141494750977,2075348,2024-01-22
2024-01-29,31.214284896850586,31.214284896850586,32.67856979370117,30.75,32.25,2916911,2024-01-29
2024-02-05,30.53571319580078,30.53571319580078,32.07142639160156,29.0,31.178571701049805,2757930,2024-02-05
2024-02-12,32.71428680419922,32.71428680419922,33.17856979370117,28.071428298950195,30.53571319580078,5054987,2024-02-12
2024-02-19,31.53571319580078,31.53571319580078,34.64285659790039,30.964284896850586,33.07142639160156,3480533,2024-02-19
2024-02-26,30.928571701049805,30.928571701049805,34.0,30.071428298950195,31.78571319580078,4524188,2024-02-26
2024-03-04,25.89285659790039,25.89285659790039,29.821428298950195,24.321428298950195,29.64285659790039,6341322,2024-03-04
2024-03-11,23.89285659790039,23.89285659790039,26.178571701049805,21.678571701049805,26.14285659790039,4647359,2024-03-11
2024-03-18,25.428571701049805,25.428571701049805,25.714284896850586,24.0,24.28571319580078,2899314,2024-03-18
2024-03-25,23.75,23.75,27.78571319580078,23.5,25.428571701049805,5659873,2024-03-25
2024-04-01,24.857141494750977,24.857141494750977,25.678571701049805,23.928571701049805,24.214284896850586,2678377,2024-04-01
2024-04-08,24.0,24.0,25.214284896850586,23.78571319580078,25.214284896850586,2185824,2024-04-08
2024-04-15,22.428571701049805,22.428571701049805,24.071428298950195,22.28571319580078,24.071428298950195,2012226,2024-04-15
2024-04-22,22.14285659790039,22.14285659790039,22.928571701049805,21.678571701049805,22.53571319580078,2817051,2024-04-22
2024-04-29,21.214284896850586,21.214284896850586,23.178571701049805,20.964284896850586,22.39285659790039,4402816,2024-04-29
2024-05-06,20.428571701049805,20.428571701049805,21.857141494750977,20.0,20.357141494750977,2691056,2024-05-06
2024-05-13,20.89285659790039,20.89285659790039,22.107141494750977,19.75,20.64285659790039,3044679,2024-05-13
2024-05-20,20.678571701049805,20.678571701049805,21.39285659790039,20.571428298950195,21.39285659790039,2381674,2024-05-20
2024-05-27,20.5,20.5,20.964284896850586,20.14285659790039,20.678571701049805,2271006,2024-05-27
2024-06-03,20.64285659790039,20.64285659790039,21.0,18.571428298950195,20.64285659790039,2398932,2024-06-03
2024-06-10,23.878570556640625,23.878570556640625,24.121427536010742,21.0,21.071428298950195,5336713,2024-06-10
2024-06-17,22.742856979370117,22.742856979370117,24.635713577270508,22.685714721679688,23.878570556640625,2761634,2024-06-17
2024-06-24,21.992856979370117,21.992856979370117,23.107141494750977,21.928571701049805,22.857141494750977,1588436,2024-06-24
2024-07-01,22.299999237060547,22.299999237060547,23.2785701751709,21.78571319580078,21.992856979370117,2578713,2024-07-01
2024-07-08,22.25714111328125,22.25714111328125,23.071428298950195,21.61428451538086,22.64285659790039,3202568,2024-07-08
2024-07-15,21.2785701751709,21.2785701751709,23.214284896850586,21.071428298950195,22.321428298950195,1296804,2024-07-15
2024-07-22,21.292856216430664,21.292856216430664,22.321428298950195,20.828571319580078,21.428571701049805,1658403,2024-07-22
2024-07-29,20.97857093811035,20.97857093811035,21.850000381469727,20.72857093811035,21.50714111328125,986159,2024-07-29
2024-08-05,20.5285701751709,20.5285701751709,20.89285659790039,19.75,20.564285278320312,985155,2024-08-05
2024-08-12,19.985713958740234,19.985713958740234,20.714284896850586,19.407142639160156,20.36428451538086,595636,2024-08-12
2024-08-19,20.5285701751709,20.5285701751709,20.94285774230957,20.00714111328125,20.271427154541016,844495,2024-08-19
2024-08-26,21.328571319580078,21.328571319580078,21.44285774230957,20.0,20.86428451538086,1495297,2024-08-26
2024-09-02,22.357141494750977,22.357141494750977,23.857141494750977,20.571428298950195,21.428571701049805,5526566,2024-09-02
2024-09-09,29.078571319580078,29.078571319580078,29.78571319580078,21.5,22.14285659790039,36409505,2024-09-09
2024-09-16,33.07142639160156,33.07142639160156,33.75,26.107141494750977,29.657142639160156,32637763,2024-09-16
2024-09-23,29.53571319580078,29.53571319580078,33.92142868041992,27.714284896850586,33.35714340209961,9462306,2024-09-23
2024-09-30,27.685714721679688,27.685714721679688,30.342857360839844,27.178571701049805,29.957141876220703,3059705,2024-09-30
2024-10-07,27.928571701049805,27.928571701049805,29.28571319580078,24.714284896850586,27.857141494750977,6869624,2024-10-07
2024-10-14,27.985713958740234,27.985713958740234,30.321428298950195,26.485713958740234,27.950000762939453,12404712,2024-10-14
2024-10-21,24.69285774230957,24.69285774230957,28.428571701049805,24.14285659790039,27.928571701049805,4208780,2024-10-21
2024-10-28,28.91428565979004,28.91428565979004,30.357141494750977,24.214284896850586,24.80714225769043,11530449,2024-10-28
2024-11-04,26.200000762939453,26.200000762939453,28.635713577270508,26.078571319580078,28.214284896850586,3203910,2024-11-04
2024-11-11,25.707141876220703,25.707141876220703,28.75,25.0,26.28571319580078,9599399,2024-11-11
2024-11-18,24.178571701049805,24.178571701049805,27.53571319580078,23.771427154541016,26.80714225769043,8021984,2024-11-18
2024-11-25,22.86428451538086,22.86428451538086,25.100000381469727,22.25,24.921428680419922,9322254,2024-11-25
2024-12-02,22.842857360839844,22.842857360839844,25.714284896850586,22.071428298950195,22.86428451538086,24232554,2024-12-02
2024-12-09,22.457141876220703,22.457141876220703,23.521427154541016,22.28571319580078,22.857141494750977,7020298,2024-12-09
2024-12-16,21.11428451538086,21.11428451538086,22.821428298950195,20.5285701751709,22.549999237060547,15724399,2024-12-16
2024-12-23,19.469999313354492,19.469999313354492,22.5,18.600000381469727,21.828571319580078,15909463,2024-12-23
2024-12-30,18.959999084472656,18.959999084472656,19.5,17.34000015258789,19.389999389648438,15505398,2024-12-30
2025-01-06,16.770000457763672,16.770000457763672,19.149999618530273,15.260000228881836,19.09000015258789,4701588,2025-01-06
2025-01-13,17.979999542236328,17.979999542236328,17.979999542236328,15.630000114440918,16.690000534057617,2620296,2025-01-13
2025-01-20,16.5,16.5,18.8700008392334,16.299999237060547,18.0,1554037,2025-01-20
2025-01-27,16.229999542236328,16.229999542236328,16.700000762939453,15.119999885559082,16.5,841078,2025-01-27
2025-02-03,15.789999961853027,15.789999961853027,16.229999542236328,15.199999809265137,16.229999542236328,616756,2025-02-03
2025-02-10,14.930000305175781,14.930000305175781,16.049999237060547,14.380000114440918,15.789999961853027,566431,2025-02-10
2025-02-17,14.289999961853027,14.289999961853027,14.8100004196167,13.510000228881836,14.649999618530273,598821,2025-02-17
2025-02-24,13.020000457763672,13.020000457763672,14.479999542236328,12.479999542236328,14.199999809265137,460359,2025-02-24
2025-03-03,12.899999618530273,12.899999618530273,13.479999542236328,11.880000114440918,12.949999809265137,916447,2025-03-03
2025-03-10,11.9399995803833,11.9399995803833,12.90999984741211,11.539999961853027,12.800000190734863,624947,2025-03-10
2025-03-17,11.970000267028809,11.970000267028809,12.239999771118164,11.649999618530273,12.0,3103877,2025-03-17
2025-03-24,11.260000228881836,11.260000228881836,12.449999809265137,10.75,12.300000190734863,1788116,2025-03-24
2025-03-31,12.0,12.0,12.380000114440918,11.260000228881836,11.260000228881836,374936,2025-03-31
2025-04-07,12.109999656677246,12.109999656677246,12.109999656677246,10.829999923706055,11.59000015258789,452960,2025-04-07
2025-04-14,13.140000343322754,13.140000343322754,13.989999771118164,12.300000190734863,12.699999809265137,884901,2025-04-14
2025-04-21,12.199999809265137,12.199999809265137,13.0,12.199999809265137,13.0,476702,2025-04-21
2025-04-28,13.180000305175781,13.180000305175781,13.180000305175781,11.949999809265137,12.4399995803833,468961,2025-04-28
2025-05-05,13.949999809265137,13.949999809265137,14.239999771118164,13.4399995803833,13.4399995803833,2563392,2025-05-05
2025-05-12,14.0,14.0,14.420000076293945,13.670000076293945,13.899999618530273,3178389,2025-05-12
2025-05-19,12.899999618530273,12.899999618530273,14.279999732971191,12.899999618530273,13.989999771118164,1016834,2025-05-19
2025-05-26,13.859999656677246,13.859999656677246,14.199999809265137,12.300000190734863,13.0,3277970,2025-05-26
2025-06-02,14.5,14.5,15.4399995803833,13.899999618530273,14.149999618530273,2535302,2025-06-02
2025-06-09,14.25,14.25,14.5,14.210000038146973,14.5,1306880,2025-06-09
2025-06-16,14.199999809265137,14.199999809265137,14.649999618530273,13.960000038146973,14.529999732971191,2113461,2025-06-16
2025-06-23,13.930000305175781,13.930000305175781,14.289999961853027,13.90999984741211,13.90999984741211,741910,2025-06-23
2025-06-30,13.619999885559082,13.619999885559082,13.649999618530273,12.829999923706055,13.649999618530273,1345442,2025-06-30
2025-07-07,14.329999923706055,14.329999923706055,14.600000381469727,13.369999885559082,13.890000343322754,1408130,2025-07-07
2025-07-14,13.960000038146973,13.960000038146973,14.800000190734863,13.600000381469727,14.329999923706055,464831,2025-07-14
