Date,Adj Close_KNRCON.NS,Close_KNRCON.NS,High_KNRCON.NS,Low_KNRCON.NS,Open_KNRCON.NS,Volume_KNRCON.NS,Date
2024-01-29,282.9951171875,283.20001220703125,288.25,265.04998779296875,266.0,7863974,2024-01-29
2024-02-05,271.9530944824219,272.1499938964844,292.0,269.29998779296875,286.0,6382837,2024-02-05
2024-02-12,269.9545593261719,270.1499938964844,274.79998779296875,254.0,272.95001220703125,3725496,2024-02-12
2024-02-19,265.4078369140625,265.6000061035156,284.0,260.20001220703125,271.0,3637644,2024-02-19
2024-02-26,271.7532653808594,271.95001220703125,291.20001220703125,265.0,266.8500061035156,9268925,2024-02-26
2024-03-04,276.5997314453125,276.79998779296875,284.95001220703125,269.1000061035156,272.04998779296875,4444376,2024-03-04
2024-03-11,240.22607421875,240.39999389648438,280.95001220703125,236.75,277.79998779296875,5682462,2024-03-11
2024-03-18,255.11529541015625,255.3000030517578,259.8999938964844,236.8000030517578,241.6999969482422,3443221,2024-03-18
2024-03-25,246.12181091308594,246.3000030517578,256.8999938964844,245.25,255.3000030517578,1591011,2024-03-25
2024-04-01,258.06317138671875,258.25,267.29998779296875,248.5,248.8000030517578,4752132,2024-04-01
2024-04-08,262.85968017578125,263.04998779296875,269.3999938964844,258.6499938964844,259.79998779296875,3815890,2024-04-08
2024-04-15,255.51499938964844,255.6999969482422,265.6499938964844,249.0,249.0,1866032,2024-04-15
2024-04-22,266.5070495605469,266.70001220703125,269.70001220703125,258.1499938964844,259.0,2563698,2024-04-22
2024-04-29,262.90966796875,263.1000061035156,275.1000061035156,262.3500061035156,268.5,2713926,2024-04-29
2024-05-06,246.7213592529297,246.89999389648438,263.95001220703125,240.8000030517578,263.95001220703125,2941733,2024-05-06
2024-05-13,259.2622985839844,259.45001220703125,261.8999938964844,242.0500030517578,249.0,1374944,2024-05-13
2024-05-20,272.1029968261719,272.29998779296875,278.5,255.0,257.75,4777133,2024-05-20
2024-05-27,317.6700134277344,317.8999938964844,330.70001220703125,267.1000061035156,273.6000061035156,43863533,2024-05-27
2024-06-03,373.07989501953125,373.3500061035156,407.0,283.0,348.8999938964844,51544140,2024-06-03
2024-06-10,388.4187927246094,388.70001220703125,395.79998779296875,365.1000061035156,378.6000061035156,10172399,2024-06-10
2024-06-17,351.34564208984375,351.6000061035156,394.70001220703125,348.20001220703125,388.70001220703125,13863382,2024-06-17
2024-06-24,348.4477233886719,348.70001220703125,363.0,342.5,350.8999938964844,6921452,2024-06-24
2024-07-01,354.7931213378906,355.04998779296875,366.95001220703125,339.5,345.95001220703125,9568739,2024-07-01
2024-07-08,363.63671875,363.8999938964844,381.75,350.04998779296875,362.45001220703125,12985794,2024-07-08
2024-07-15,343.55126953125,343.79998779296875,368.75,342.04998779296875,365.8999938964844,3418786,2024-07-15
2024-07-22,367.1341857910156,367.3999938964844,386.95001220703125,332.8999938964844,338.3999938964844,16293185,2024-07-22
2024-07-29,388.1189880371094,388.3999938964844,415.3999938964844,368.6000061035156,370.0,20821714,2024-07-29
2024-08-05,366.8843688964844,367.1499938964844,375.29998779296875,352.0,362.04998779296875,8988684,2024-08-05
2024-08-12,339.9538879394531,340.20001220703125,368.0,338.20001220703125,366.0,6933517,2024-08-12
2024-08-19,341.1529846191406,341.3999938964844,349.79998779296875,329.54998779296875,343.0,6922301,2024-08-19
2024-08-26,330.7105712890625,330.95001220703125,343.20001220703125,329.54998779296875,341.3999938964844,3298826,2024-08-26
2024-09-02,346.74896240234375,347.0,360.54998779296875,330.0,331.8999938964844,7499145,2024-09-02
2024-09-09,352.6946716308594,352.95001220703125,359.70001220703125,337.1000061035156,346.75,4153819,2024-09-09
2024-09-16,315.8213195800781,316.04998779296875,354.8999938964844,314.75,354.25,4550109,2024-09-16
2024-09-23,336.6000061035156,336.6000061035156,349.95001220703125,317.0,317.8999938964844,6251214,2024-09-23
2024-09-30,325.79998779296875,325.79998779296875,346.45001220703125,323.04998779296875,338.3999938964844,2655229,2024-09-30
2024-10-07,318.3999938964844,318.3999938964844,330.54998779296875,305.29998779296875,326.0,2584984,2024-10-07
2024-10-14,315.1000061035156,315.1000061035156,331.54998779296875,308.3999938964844,318.5,2455323,2024-10-14
2024-10-21,278.0,278.0,316.8500061035156,274.29998779296875,315.1000061035156,2906438,2024-10-21
2024-10-28,300.75,300.75,301.8999938964844,274.3999938964844,278.29998779296875,2702588,2024-10-28
2024-11-04,288.3500061035156,288.3500061035156,304.5,285.6499938964844,300.1000061035156,2351826,2024-11-04
2024-11-11,302.45001220703125,302.45001220703125,324.8500061035156,281.1499938964844,289.79998779296875,37345222,2024-11-11
2024-11-18,313.3500061035156,313.3500061035156,321.79998779296875,300.70001220703125,302.1000061035156,6063562,2024-11-18
2024-11-25,326.79998779296875,326.79998779296875,333.0,311.75,324.0,5648149,2024-11-25
2024-12-02,338.8500061035156,338.8500061035156,343.8999938964844,323.0,326.79998779296875,4872250,2024-12-02
2024-12-09,339.5,339.5,347.6000061035156,331.6499938964844,340.3999938964844,3391488,2024-12-09
2024-12-16,325.20001220703125,325.20001220703125,358.8500061035156,321.1000061035156,354.0,5153777,2024-12-16
2024-12-23,315.25,315.25,327.6000061035156,313.1000061035156,325.20001220703125,1466055,2024-12-23
2024-12-30,346.3500061035156,346.3500061035156,353.0,313.29998779296875,317.3999938964844,8099307,2024-12-30
2025-01-06,322.25,322.25,356.95001220703125,318.25,356.0,5213211,2025-01-06
2025-01-13,319.95001220703125,319.95001220703125,332.0,311.29998779296875,319.0,3111266,2025-01-13
2025-01-20,295.1000061035156,295.1000061035156,324.0,293.0,321.95001220703125,2688395,2025-01-20
2025-01-27,294.25,294.25,315.8500061035156,281.0,294.04998779296875,5973126,2025-01-27
2025-02-03,284.20001220703125,284.20001220703125,300.75,277.0,290.70001220703125,9693897,2025-02-03
2025-02-10,246.60000610351562,246.60000610351562,291.6000061035156,245.0,285.5,5279522,2025-02-10
2025-02-17,233.60000610351562,233.60000610351562,246.0,232.0,245.0,5336151,2025-02-17
2025-02-24,220.39999389648438,220.39999389648438,233.60000610351562,214.0500030517578,232.0,2899671,2025-02-24
2025-03-03,224.02999877929688,224.02999877929688,226.9499969482422,210.75,220.38999938964844,7607060,2025-03-03
2025-03-10,208.52999877929688,208.52999877929688,225.99000549316406,206.5,225.9499969482422,4111924,2025-03-10
2025-03-17,243.44000244140625,243.44000244140625,249.8000030517578,205.1999969482422,206.5,9697419,2025-03-17
2025-03-24,228.1300048828125,228.1300048828125,254.0,222.6999969482422,244.99000549316406,11206775,2025-03-24
2025-03-31,223.8300018310547,223.8300018310547,235.2899932861328,221.0,228.1300048828125,3754923,2025-03-31
2025-04-07,227.6199951171875,227.6199951171875,228.7899932861328,192.5500030517578,193.0,3161068,2025-04-07
2025-04-14,226.61000061035156,226.61000061035156,233.99000549316406,225.5500030517578,227.6199951171875,2774745,2025-04-14
2025-04-21,231.25999450683594,231.25999450683594,247.8000030517578,224.8000030517578,227.74000549316406,9841264,2025-04-21
2025-04-28,217.94000244140625,217.94000244140625,236.1300048828125,216.1999969482422,231.25,3750235,2025-04-28
2025-05-05,213.32000732421875,213.32000732421875,224.9499969482422,205.0,219.42999267578125,4143135,2025-05-05
2025-05-12,234.92999267578125,234.92999267578125,236.0,217.64999389648438,221.0,4681886,2025-05-12
2025-05-19,224.77999877929688,224.77999877929688,241.60000610351562,219.19000244140625,236.5,6873662,2025-05-19
2025-05-26,210.8000030517578,210.8000030517578,227.32000732421875,207.0,223.8000030517578,8294192,2025-05-26
2025-06-02,211.11000061035156,211.11000061035156,214.8000030517578,206.50999450683594,210.99000549316406,7281126,2025-06-02
2025-06-09,215.80999755859375,215.80999755859375,225.0,208.61000061035156,212.89999389648438,9334378,2025-06-09
2025-06-16,211.32000732421875,211.32000732421875,215.97000122070312,206.52999877929688,215.1999969482422,3960477,2025-06-16
2025-06-23,223.66000366210938,223.66000366210938,245.0,208.00999450683594,209.0,33338529,2025-06-23
2025-06-30,223.9600067138672,223.9600067138672,226.39999389648438,217.02000427246094,224.99000549316406,7473158,2025-06-30
