Date,Adj Close_HFCL.NS,Close_HFCL.NS,High_HFCL.NS,Low_HFCL.NS,Open_HFCL.NS,Volume_HFCL.NS,Date
2020-07-13,12.693364143371582,12.800000190734863,13.449999809265137,12.449999809265137,12.899999618530273,7429432,2020-07-13
2020-07-20,12.296696662902832,12.399999618530273,13.100000381469727,12.199999809265137,12.949999809265137,8287301,2020-07-20
2020-07-27,12.395864486694336,12.5,13.050000190734863,11.300000190734863,12.399999618530273,13974977,2020-07-27
2020-08-03,14.180869102478027,14.300000190734863,15.300000190734863,12.050000190734863,12.050000190734863,20640891,2020-08-03
2020-08-10,15.27170467376709,15.399999618530273,17.5,14.399999618530273,14.399999618530273,48002030,2020-08-10
2020-08-17,17.106290817260742,17.25,18.399999618530273,15.550000190734863,16.799999237060547,32283051,2020-08-17
2020-08-24,16.41212272644043,16.549999237060547,18.700000762939453,16.450000762939453,17.5,27785837,2020-08-24
2020-08-31,16.312957763671875,16.450000762939453,18.299999237060547,14.5,16.649999618530273,23565852,2020-08-31
2020-09-07,15.767538070678711,15.899999618530273,17.25,15.649999618530273,16.600000381469727,15837913,2020-09-07
2020-09-14,14.47836971282959,14.600000381469727,16.950000762939453,14.399999618530273,16.100000381469727,15034048,2020-09-14
2020-09-21,14.726286888122559,14.850000381469727,15.449999809265137,13.699999809265137,14.699999809265137,23657115,2020-09-21
2020-09-28,15.66837215423584,15.800000190734863,16.75,15.199999809265137,15.350000381469727,20388042,2020-09-28
2020-10-05,16.610458374023438,16.75,17.950000762939453,15.949999809265137,16.0,29568613,2020-10-05
2020-10-12,16.610458374023438,16.75,17.149999618530273,16.0,17.100000381469727,22844251,2020-10-12
2020-10-19,16.709625244140625,16.850000381469727,17.450000762939453,16.549999237060547,17.0,22174904,2020-10-19
2020-10-26,17.106290817260742,17.25,17.350000381469727,16.299999237060547,16.899999618530273,23785778,2020-10-26
2020-11-02,16.858373641967773,17.0,17.399999618530273,16.75,17.350000381469727,16072458,2020-11-02
2020-11-09,16.808794021606445,16.950000762939453,17.649999618530273,16.799999237060547,17.0,18358121,2020-11-09
2020-11-16,17.750877380371094,17.899999618530273,19.799999237060547,16.850000381469727,16.899999618530273,66756099,2020-11-16
2020-11-23,18.296293258666992,18.450000762939453,18.850000381469727,17.899999618530273,18.200000762939453,41610921,2020-11-23
