Date,Adj Close_TCI.NS,Close_TCI.NS,High_TCI.NS,Low_TCI.NS,Open_TCI.NS,Volume_TCI.NS,Date
2021-06-07,420.7876281738281,436.70001220703125,467.20001220703125,417.1000061035156,443.3999938964844,923060,2021-06-07
2021-06-14,409.5620422363281,425.04998779296875,455.8999938964844,398.0,438.75,445601,2021-06-14
2021-06-21,408.8876037597656,424.3500061035156,440.0,418.0,425.0,270455,2021-06-21
2021-06-28,395.3013610839844,410.25,427.75,407.45001220703125,427.75,188775,2021-06-28
2021-07-05,382.10052490234375,396.54998779296875,423.79998779296875,389.0,411.95001220703125,222384,2021-07-05
2021-07-12,386.09930419921875,400.70001220703125,412.29998779296875,395.3999938964844,399.70001220703125,233094,2021-07-12
2021-07-19,396.9875793457031,412.0,423.79998779296875,395.1000061035156,400.70001220703125,1378556,2021-07-19
2021-07-26,406.2859802246094,421.6499938964844,434.0,405.1000061035156,416.0,423062,2021-07-26
2021-08-02,437.81976318359375,452.95001220703125,473.6000061035156,417.0,428.0,654860,2021-08-02
2021-08-09,421.5809631347656,436.1499938964844,454.8999938964844,402.45001220703125,452.0,186039,2021-08-09
2021-08-16,396.0144348144531,409.70001220703125,443.0,405.6000061035156,443.0,122381,2021-08-16
2021-08-23,382.8204040527344,396.04998779296875,419.0,388.3500061035156,410.0,170157,2021-08-23
2021-08-30,397.17437744140625,410.8999938964844,417.0,397.6499938964844,401.70001220703125,217974,2021-08-30
2021-09-06,417.424560546875,431.8500061035156,448.0,405.20001220703125,417.5,229361,2021-09-06
2021-09-13,411.77001953125,426.0,441.0,416.20001220703125,432.0,182476,2021-09-13
2021-09-20,402.68402099609375,416.6000061035156,445.0,404.8500061035156,424.0,205973,2021-09-20
2021-09-27,409.1601257324219,423.29998779296875,435.0,409.29998779296875,416.6000061035156,202422,2021-09-27
2021-10-04,425.5923156738281,440.29998779296875,459.0,421.0,428.0,432018,2021-10-04
2021-10-11,455.7984313964844,471.54998779296875,487.0,441.0,451.29998779296875,893382,2021-10-11
2021-10-18,564.2987670898438,583.7999877929688,624.7000122070312,446.1000061035156,479.6000061035156,7555121,2021-10-18
2021-10-25,608.3756713867188,629.4000244140625,697.0,569.2999877929688,594.4000244140625,2839808,2021-10-25
2021-11-01,739.156005859375,764.7000122070312,805.0,642.0,645.0,2077057,2021-11-01
2021-11-08,698.1724853515625,722.2999877929688,838.4500122070312,719.5,764.9000244140625,913647,2021-11-08
2021-11-15,648.8330688476562,669.5,740.0,666.0,727.9000244140625,334806,2021-11-15
2021-11-22,656.828369140625,677.75,732.0,631.9500122070312,669.5,329933,2021-11-22
2021-11-29,667.828125,689.0999755859375,727.7999877929688,613.6500244140625,666.2000122070312,356912,2021-11-29
2021-12-06,654.26025390625,675.0999755859375,720.0,671.2000122070312,698.0,210223,2021-12-06
2021-12-13,714.6854858398438,737.4500122070312,774.0,661.0,676.0,2050034,2021-12-13
2021-12-20,700.8269653320312,723.1500244140625,764.9000244140625,651.9500122070312,730.0,1377010,2021-12-20
2021-12-27,723.6015625,746.6500244140625,799.7999877929688,702.0,716.0,1437924,2021-12-27
2022-01-03,770.5559692382812,795.0999755859375,805.25,720.0,731.2999877929688,1726165,2022-01-03
2022-01-10,806.8984375,832.5999755859375,849.7000122070312,769.4000244140625,797.0,1672148,2022-01-10
2022-01-17,762.415283203125,786.7000122070312,858.5999755859375,764.9500122070312,835.0,749685,2022-01-17
2022-01-24,690.9903564453125,713.0,794.4000244140625,652.0,793.0,893112,2022-01-24
2022-01-31,686.9683227539062,708.8499755859375,753.8499755859375,697.0,721.0,515136,2022-01-31
2022-02-07,652.9457397460938,671.9000244140625,722.6500244140625,635.0,720.5999755859375,636503,2022-02-07
2022-02-14,608.00048828125,625.6500244140625,658.4500122070312,620.5499877929688,651.9000244140625,227113,2022-02-14
2022-02-21,584.33740234375,601.2999877929688,626.4000244140625,550.0,625.0,499546,2022-02-21
2022-02-28,563.7353515625,580.0999755859375,628.5,576.0499877929688,595.0,254185,2022-02-28
2022-03-07,558.244873046875,574.4500122070312,600.7000122070312,527.0,565.0,658414,2022-03-07
2022-03-14,563.7353515625,580.0999755859375,597.0999755859375,564.0,571.0,339232,2022-03-14
2022-03-21,561.64599609375,577.9500122070312,595.0,558.0,585.0,401682,2022-03-21
2022-03-28,592.1602172851562,609.3499755859375,627.25,561.0,580.8499755859375,802955,2022-03-28
2022-04-04,643.9080810546875,662.5999755859375,690.0,605.5499877929688,614.2000122070312,595111,2022-04-04
2022-04-11,675.9771118164062,695.5999755859375,708.9500122070312,666.9500122070312,667.0,346437,2022-04-11
2022-04-18,714.0712280273438,734.7999877929688,746.7999877929688,671.8499755859375,694.9000244140625,518154,2022-04-18
2022-04-25,682.8768310546875,702.7000122070312,732.0,691.25,725.0,324414,2022-04-25
2022-05-02,722.0885009765625,743.0499877929688,757.8499755859375,676.25,702.0,805153,2022-05-02
2022-05-09,642.839111328125,661.5,764.4500122070312,620.0999755859375,740.0,631659,2022-05-09
2022-05-16,703.4788818359375,723.9000244140625,742.0,657.0,668.7000122070312,424574,2022-05-16
2022-05-23,711.641845703125,732.2999877929688,800.0,684.9500122070312,731.25,510839,2022-05-23
2022-05-30,724.566650390625,745.5999755859375,787.9000244140625,726.0999755859375,753.9500122070312,858643,2022-05-30
2022-06-06,710.5243530273438,731.1500244140625,756.0999755859375,724.7000122070312,738.0,177200,2022-06-06
2022-06-13,647.3580322265625,666.1500244140625,754.0,660.5,720.2000122070312,306059,2022-06-13
2022-06-20,648.6698608398438,667.5,695.5,615.0,665.0,212902,2022-06-20
2022-06-27,670.097900390625,689.5499877929688,699.0,661.0,674.1500244140625,199576,2022-06-27
2022-07-04,711.641845703125,732.2999877929688,749.0,689.0499877929688,691.0,300123,2022-07-04
2022-07-11,690.4082641601562,710.4500122070312,744.0,704.0,731.7000122070312,96830,2022-07-11
2022-07-18,687.2986450195312,707.25,730.0,702.0,714.0,135108,2022-07-18
2022-07-25,674.4707641601562,694.0499877929688,711.9500122070312,680.0,710.4000244140625,92047,2022-07-25
2022-08-01,704.2329711914062,722.5999755859375,768.0,692.5999755859375,697.0,696980,2022-08-01
2022-08-08,754.862548828125,774.5499877929688,784.0,700.0,726.0,615124,2022-08-08
2022-08-15,742.7777099609375,762.1500244140625,819.9000244140625,755.4500122070312,774.5499877929688,563439,2022-08-15
2022-08-22,697.7520751953125,715.9500122070312,767.0,685.0,766.0,429801,2022-08-22
2022-08-29,691.173583984375,709.2000122070312,733.4500122070312,695.4500122070312,700.0499877929688,209773,2022-08-29
2022-09-05,682.0125122070312,699.7999877929688,708.7000122070312,663.6500244140625,702.0,450214,2022-09-05
2022-09-12,737.9049072265625,757.1500244140625,772.0,685.0,704.9000244140625,828043,2022-09-12
2022-09-19,750.2333984375,769.7999877929688,804.0,752.0,769.0,962926,2022-09-19
2022-09-26,747.163330078125,766.6500244140625,796.75,733.0499877929688,760.0,423780,2022-09-26
2022-10-03,782.2969970703125,802.7000122070312,824.2000122070312,760.6500244140625,761.6500244140625,798704,2022-10-03
2022-10-10,767.7269287109375,787.75,805.0,745.0999755859375,794.0,622208,2022-10-10
2022-10-17,752.474853515625,772.0999755859375,844.9500122070312,752.5,787.0,1337030,2022-10-17
2022-10-24,730.6929321289062,749.75,766.9000244140625,721.0999755859375,755.0,475484,2022-10-24
2022-10-31,650.7771606445312,667.75,740.0,657.75,738.5,978224,2022-10-31
2022-11-07,650.9523315429688,665.4500122070312,689.9500122070312,631.1500244140625,675.0,437199,2022-11-07
2022-11-14,611.138916015625,624.75,674.0,616.2999877929688,665.7000122070312,479876,2022-11-14
2022-11-21,634.0780639648438,648.2000122070312,652.5999755859375,618.0499877929688,627.0,210134,2022-11-21
2022-11-28,664.5494995117188,679.3499755859375,699.9500122070312,644.0499877929688,645.5,372456,2022-11-28
2022-12-05,645.5721435546875,659.9500122070312,687.0,655.0,685.0,223938,2022-12-05
2022-12-12,618.7200927734375,632.5,676.5999755859375,626.0,659.5,259880,2022-12-12
2022-12-19,563.1575927734375,575.7000122070312,640.5,555.25,630.0,301638,2022-12-19
2022-12-26,605.5142211914062,619.0,635.6500244140625,566.0499877929688,568.5,185776,2022-12-26
2023-01-02,595.4386596679688,608.7000122070312,629.0,599.6500244140625,622.0999755859375,166450,2023-01-02
2023-01-09,596.074462890625,609.3499755859375,619.9500122070312,598.0,609.0999755859375,123425,2023-01-09
2023-01-16,612.850830078125,626.5,655.0,596.2000122070312,610.0,435361,2023-01-16
2023-01-23,607.4217529296875,620.9500122070312,635.0,610.0,621.0,122199,2023-01-23
2023-01-30,601.1613159179688,614.5499877929688,644.0,602.25,624.0,273279,2023-01-30
2023-02-06,629.6761474609375,643.7000122070312,658.0,609.3499755859375,629.9000244140625,264443,2023-02-06
2023-02-13,631.3580322265625,642.7999877929688,665.0,630.0499877929688,636.0,152051,2023-02-13
2023-02-20,639.1665649414062,650.75,661.5,634.0499877929688,650.0,160962,2023-02-20
2023-02-27,622.027099609375,633.2999877929688,660.0,630.0999755859375,660.0,105386,2023-02-27
2023-03-06,617.0670776367188,628.25,644.9500122070312,625.0499877929688,633.7999877929688,124178,2023-03-06
2023-03-13,615.4464111328125,626.5999755859375,655.0,597.0999755859375,631.4000244140625,1145378,2023-03-13
2023-03-20,595.9498291015625,606.75,637.6500244140625,600.0499877929688,629.75,121997,2023-03-20
2023-03-27,615.6919555664062,626.8499755859375,630.0,596.5,607.0,157187,2023-03-27
2023-04-03,610.191650390625,621.25,635.9500122070312,611.8499755859375,630.0,86350,2023-04-03
2023-04-10,601.5484008789062,612.4500122070312,623.25,600.7999877929688,621.25,255197,2023-04-10
2023-04-17,599.6329345703125,610.5,617.4000244140625,591.0,612.4500122070312,250441,2023-04-17
2023-04-24,622.5672607421875,633.8499755859375,636.6500244140625,600.1500244140625,613.6500244140625,243652,2023-04-24
2023-05-01,625.2193603515625,636.5499877929688,644.0,625.0,633.8499755859375,139714,2023-05-01
2023-05-08,656.649658203125,668.5499877929688,678.0,628.1500244140625,636.5999755859375,788516,2023-05-08
2023-05-15,638.6754760742188,650.25,683.6500244140625,641.2999877929688,662.5499877929688,391876,2023-05-15
2023-05-22,688.9150390625,701.4000244140625,708.9000244140625,636.9000244140625,641.7000122070312,453165,2023-05-22
2023-05-29,691.8124389648438,704.3499755859375,713.0999755859375,688.0,707.0,240482,2023-05-29
2023-06-05,703.1569213867188,715.9000244140625,721.0,693.0,707.4000244140625,177553,2023-06-05
2023-06-12,706.9874267578125,719.7999877929688,729.7999877929688,706.2000122070312,717.9500122070312,219800,2023-06-12
2023-06-19,707.675048828125,720.5,731.0,711.0499877929688,719.7999877929688,241881,2023-06-19
2023-06-26,703.6480712890625,716.4000244140625,735.0,706.2999877929688,719.0,188479,2023-06-26
2023-07-03,716.2692260742188,729.25,746.7999877929688,718.0,721.9000244140625,240824,2023-07-03
2023-07-10,739.9893798828125,753.4000244140625,771.8499755859375,725.5499877929688,729.25,243461,2023-07-10
2023-07-17,741.3153686523438,754.75,770.3499755859375,738.3499755859375,759.25,188098,2023-07-17
2023-07-24,732.180908203125,745.4500122070312,768.8499755859375,741.0499877929688,754.9000244140625,141266,2023-07-24
2023-07-31,749.5867919921875,761.1500244140625,774.4000244140625,745.4500122070312,756.5999755859375,230634,2023-07-31
2023-08-07,771.4988403320312,783.4000244140625,785.0,758.5999755859375,761.4500122070312,243079,2023-08-07
2023-08-14,774.8963623046875,786.8499755859375,796.2999877929688,771.0999755859375,785.0,114110,2023-08-14
2023-08-21,780.3621826171875,792.4000244140625,809.6500244140625,785.0,793.6500244140625,164301,2023-08-21
2023-08-28,799.7628173828125,812.0999755859375,815.0,791.7999877929688,801.5499877929688,128114,2023-08-28
2023-09-04,803.0126953125,815.4000244140625,825.7999877929688,803.0,812.0999755859375,114203,2023-09-04
2023-09-11,772.8775634765625,784.7999877929688,822.0,770.0,817.0,261224,2023-09-11
2023-09-18,775.2903442382812,787.25,867.9500122070312,771.0,784.2999877929688,565234,2023-09-18
2023-09-25,771.843505859375,783.75,799.9500122070312,775.2999877929688,785.0,192972,2023-09-25
2023-10-02,779.721923828125,791.75,805.3499755859375,780.1500244140625,783.75,94609,2023-10-02
2023-10-09,786.3202514648438,798.4500122070312,800.0999755859375,770.5999755859375,787.9500122070312,139535,2023-10-09
2023-10-16,791.3919067382812,803.5999755859375,810.0,785.2999877929688,801.9500122070312,132133,2023-10-16
2023-10-23,788.9298095703125,801.0999755859375,848.9500122070312,760.9000244140625,801.0,438842,2023-10-23
2023-10-30,804.6376342773438,817.0499877929688,830.0,790.2000122070312,801.5,140789,2023-10-30
2023-11-06,879.0891723632812,892.6500244140625,912.0,806.0,817.0499877929688,847563,2023-11-06
2023-11-13,848.8545532226562,859.5,901.0,854.5,890.4500122070312,127552,2023-11-13
2023-11-20,841.1017456054688,851.6500244140625,884.7000122070312,844.0499877929688,852.0499877929688,98167,2023-11-20
2023-11-27,847.521240234375,858.1500244140625,870.0,839.0999755859375,851.6500244140625,96429,2023-11-27
2023-12-04,826.3368530273438,836.7000122070312,891.5,834.0,865.25,160063,2023-12-04
2023-12-11,799.7700805664062,809.7999877929688,852.0,806.0,835.2000122070312,194748,2023-12-11
2023-12-18,806.634033203125,816.75,823.9500122070312,790.0499877929688,809.7999877929688,171600,2023-12-18
2023-12-25,812.6090698242188,822.7999877929688,828.0999755859375,803.0,816.75,109097,2023-12-25
2024-01-01,826.2381591796875,836.5999755859375,840.0999755859375,812.0,826.0,104419,2024-01-01
2024-01-08,818.6334838867188,828.9000244140625,847.0,819.1500244140625,842.0499877929688,105378,2024-01-08
2024-01-15,855.3727416992188,866.0999755859375,870.0,825.0,839.0,363571,2024-01-15
2024-01-22,842.5831298828125,853.1500244140625,870.0,832.1500244140625,866.0999755859375,80492,2024-01-22
2024-01-29,946.1838989257812,958.0499877929688,1079.5,832.0,847.5,3758115,2024-01-29
2024-02-05,883.5692138671875,894.6500244140625,1017.0,866.0,987.5999755859375,663256,2024-02-05
2024-02-12,860.339599609375,868.7000122070312,912.4500122070312,841.0,900.0,224696,2024-02-12
2024-02-19,831.8167724609375,839.9000244140625,875.75,832.5,875.0,139580,2024-02-19
2024-02-26,816.4659423828125,824.4000244140625,859.9500122070312,800.0,825.0,372445,2024-02-26
2024-03-04,812.6529541015625,820.5499877929688,837.75,811.0,832.25,216251,2024-03-04
2024-03-11,775.216796875,782.75,848.7999877929688,757.6500244140625,830.6500244140625,535290,2024-03-11
2024-03-18,805.7698974609375,813.5999755859375,833.5499877929688,774.4000244140625,775.7000122070312,107178,2024-03-18
2024-03-25,803.7891235351562,811.5999755859375,848.0,795.0,813.5999755859375,407714,2024-03-25
2024-04-01,853.060302734375,861.3499755859375,908.9000244140625,811.1500244140625,819.1500244140625,892754,2024-04-01
2024-04-08,841.6214599609375,849.7999877929688,888.0,844.8499755859375,876.3499755859375,221601,2024-04-08
2024-04-15,847.6627807617188,855.9000244140625,867.4000244140625,821.0,838.0,178065,2024-04-15
2024-04-22,868.8073120117188,877.25,895.0,854.5499877929688,860.2000122070312,305223,2024-04-22
2024-04-29,864.7467651367188,873.1500244140625,896.0,842.4000244140625,879.0,313836,2024-04-29
2024-05-06,864.3506469726562,872.75,908.9000244140625,846.0,880.0,370939,2024-05-06
2024-05-13,910.9478149414062,919.7999877929688,951.0999755859375,853.4000244140625,877.1500244140625,373452,2024-05-13
2024-05-20,893.0714721679688,901.75,938.9500122070312,893.5499877929688,938.9500122070312,117848,2024-05-20
2024-05-27,829.142822265625,837.2000122070312,908.0,831.0499877929688,908.0,216261,2024-05-27
2024-06-03,902.0839233398438,910.8499755859375,924.0,798.25,868.4000244140625,337135,2024-06-03
2024-06-10,905.3026733398438,914.0999755859375,924.9500122070312,902.6500244140625,918.5,158618,2024-06-10
2024-06-17,905.847412109375,914.6500244140625,924.9500122070312,904.3499755859375,914.0999755859375,108294,2024-06-17
2024-06-24,895.349365234375,904.0499877929688,932.9500122070312,900.0499877929688,921.0,156986,2024-06-24
2024-07-01,962.19970703125,971.5499877929688,997.7999877929688,904.0499877929688,904.5,233080,2024-07-01
2024-07-08,913.5228271484375,922.4000244140625,979.7000122070312,912.0,974.0,198163,2024-07-08
2024-07-15,942.6398315429688,951.7999877929688,1038.0,914.0,927.0499877929688,871119,2024-07-15
2024-07-22,977.964599609375,985.4500122070312,1008.2000122070312,926.8499755859375,943.9500122070312,407843,2024-07-22
2024-07-29,997.663818359375,1005.2999877929688,1034.4000244140625,969.5999755859375,1000.0,465415,2024-07-29
2024-08-05,1008.3321533203125,1016.0499877929688,1045.0,951.0,970.0,234364,2024-08-05
2024-08-12,1014.9315795898438,1022.7000122070312,1099.0,994.1500244140625,995.0,299266,2024-08-12
2024-08-19,1136.8485107421875,1145.550048828125,1238.0,1011.1500244140625,1025.8499755859375,1325098,2024-08-19
2024-08-26,1077.651611328125,1085.9000244140625,1119.949951171875,1061.1500244140625,1080.0,402424,2024-08-26
2024-09-02,1072.2926025390625,1080.5,1110.0,1073.25,1094.800048828125,167820,2024-09-02
2024-09-09,1103.9503173828125,1112.4000244140625,1136.199951171875,1051.3499755859375,1075.0999755859375,171856,2024-09-09
2024-09-16,1088.667236328125,1097.0,1136.0,1050.0,1136.0,239614,2024-09-16
2024-09-23,1077.105712890625,1085.3499755859375,1124.6500244140625,1080.0,1119.0,130588,2024-09-23
2024-09-30,1060.6318359375,1068.75,1094.6500244140625,1048.5999755859375,1094.25,96400,2024-09-30
2024-10-07,1029.8673095703125,1037.75,1087.9000244140625,955.0999755859375,1074.0999755859375,183586,2024-10-07
2024-10-14,1059.3912353515625,1067.5,1096.25,1002.4000244140625,1038.0,169020,2024-10-14
2024-10-21,1030.3138427734375,1038.199951171875,1092.0,992.0,1067.5,538861,2024-10-21
2024-10-28,1074.7735595703125,1083.0,1100.25,1020.9000244140625,1038.199951171875,219033,2024-10-28
2024-11-04,1177.912353515625,1183.050048828125,1244.4000244140625,1071.050048828125,1080.0,1198991,2024-11-04
2024-11-11,1160.8367919921875,1165.9000244140625,1189.949951171875,1110.5,1183.050048828125,121033,2024-11-11
2024-11-18,1056.74072265625,1061.3499755859375,1176.449951171875,1055.949951171875,1165.9000244140625,200974,2024-11-18
2024-11-25,1063.959228515625,1068.5999755859375,1106.0,1056.1500244140625,1067.25,157273,2024-11-25
2024-12-02,1201.60888671875,1206.8499755859375,1230.0,1061.1500244140625,1061.1500244140625,270533,2024-12-02
2024-12-09,1185.628662109375,1190.800048828125,1309.0,1176.1500244140625,1215.8499755859375,301553,2024-12-09
2024-12-16,1080.0391845703125,1084.75,1220.0,1071.3499755859375,1195.0999755859375,138231,2024-12-16
2024-12-23,1124.8935546875,1129.800048828125,1160.0,1067.449951171875,1084.75,150441,2024-12-23
2024-12-30,1153.369384765625,1158.4000244140625,1180.25,1117.0,1135.0,141753,2024-12-30
2025-01-06,1027.8170166015625,1032.300048828125,1154.75,999.5,1154.75,179792,2025-01-06
2025-01-13,1081.930908203125,1086.6500244140625,1101.0,992.0,1022.9000244140625,105915,2025-01-13
2025-01-20,1007.2566528320312,1011.6500244140625,1103.5999755859375,1009.5,1100.0,68595,2025-01-20
2025-01-27,1046.0374755859375,1050.5999755859375,1095.0,980.0,1041.949951171875,470105,2025-01-27
2025-02-03,1076.8499755859375,1076.8499755859375,1100.0,1020.0,1044.199951171875,99499,2025-02-03
2025-02-10,1028.3499755859375,1028.3499755859375,1085.800048828125,1007.0499877929688,1077.050048828125,102461,2025-02-10
2025-02-17,997.5,997.5,1033.800048828125,951.0499877929688,1033.800048828125,101647,2025-02-17
2025-02-24,901.9000244140625,901.9000244140625,1002.9500122070312,885.0,997.5,168861,2025-02-24
2025-03-03,1021.6500244140625,1021.6500244140625,1041.6500244140625,876.0,898.0,148146,2025-03-03
2025-03-10,962.3499755859375,962.3499755859375,1027.8499755859375,952.1500244140625,1012.4000244140625,63259,2025-03-10
2025-03-17,1057.5999755859375,1057.5999755859375,1074.0,945.0,963.0,262315,2025-03-17
2025-03-24,1102.5,1102.5,1138.550048828125,1062.5,1080.0999755859375,402385,2025-03-24
2025-03-31,1086.5999755859375,1086.5999755859375,1144.9000244140625,1072.25,1102.5,107720,2025-03-31
2025-04-07,1090.5999755859375,1090.5999755859375,1099.0,1010.25,1032.0,85673,2025-04-07
2025-04-14,1082.199951171875,1082.199951171875,1122.699951171875,1076.199951171875,1090.5999755859375,40683,2025-04-14
2025-04-21,1142.5,1142.5,1172.0,1061.0,1091.5,165536,2025-04-21
2025-04-28,1037.300048828125,1037.300048828125,1148.5,1027.0,1140.0,121278,2025-04-28
2025-05-05,1082.9000244140625,1082.9000244140625,1094.0,1009.0,1038.9000244140625,115834,2025-05-05
2025-05-12,1135.199951171875,1135.199951171875,1172.0,1090.0,1090.0,142353,2025-05-12
2025-05-19,1149.5999755859375,1149.5999755859375,1197.199951171875,1129.0999755859375,1145.0,124219,2025-05-19
2025-05-26,1123.699951171875,1123.699951171875,1160.4000244140625,1110.300048828125,1149.0,84787,2025-05-26
2025-06-02,1136.5,1136.5,1175.0,1114.4000244140625,1125.0,132173,2025-06-02
2025-06-09,1117.9000244140625,1117.9000244140625,1162.800048828125,1101.0,1147.0,91141,2025-06-09
2025-06-16,1112.5,1112.5,1132.0,1095.199951171875,1117.9000244140625,58022,2025-06-16
2025-06-23,1129.5999755859375,1129.5999755859375,1155.0,1106.0999755859375,1112.5,159144,2025-06-23
2025-06-30,1138.0,1138.0,1153.699951171875,1118.0,1135.300048828125,100759,2025-06-30
2025-07-07,1240.5999755859375,1240.5999755859375,1266.0,1118.4000244140625,1130.0,498512,2025-07-07
2025-07-14,1220.5999755859375,1220.5999755859375,1253.699951171875,1205.0999755859375,1246.5999755859375,57729,2025-07-14
