Date,Adj Close_ICEMAKE.NS,Close_ICEMAKE.NS,High_ICEMAKE.NS,Low_ICEMAKE.NS,Open_ICEMAKE.NS,Volume_ICEMAKE.NS,Date
2022-02-21,70.07552337646484,70.9000015258789,80.5999984741211,66.0999984741211,80.5999984741211,145518,2022-02-21
2022-02-28,73.48539733886719,74.3499984741211,76.19999694824219,69.30000305175781,71.4000015258789,92433,2022-02-28
2022-03-07,106.10165405273438,107.3499984741211,115.75,71.5,74.0,3123001,2022-03-07
2022-03-14,98.88654327392578,100.05000305175781,108.9000015258789,92.5,105.0,659053,2022-03-14
2022-03-21,107.13945007324219,108.4000015258789,116.80000305175781,98.0,103.80000305175781,658483,2022-03-21
2022-03-28,97.79933166503906,98.94999694824219,112.5,94.0,109.0,155384,2022-03-28
2022-04-04,104.12491607666016,105.3499984741211,114.19999694824219,94.0,99.0,245488,2022-04-04
2022-04-11,103.28479766845703,104.5,112.5,103.19999694824219,109.5999984741211,60599,2022-04-11
2022-04-18,112.3283920288086,113.6500015258789,115.05000305175781,99.30000305175781,104.0,232590,2022-04-18
2022-04-25,113.95921325683594,115.30000305175781,131.0,112.0,112.6500015258789,245280,2022-04-25
2022-05-02,99.9737548828125,101.1500015258789,115.30000305175781,97.69999694824219,115.30000305175781,132066,2022-05-02
2022-05-09,91.32550811767578,92.4000015258789,106.0,84.55000305175781,97.0999984741211,101275,2022-05-09
2022-05-16,99.38072967529297,100.55000305175781,106.5999984741211,92.4000015258789,92.4000015258789,118409,2022-05-16
2022-05-23,114.00861358642578,115.3499984741211,115.3499984741211,99.0999984741211,100.5999984741211,249657,2022-05-23
2022-05-30,136.09872436523438,137.6999969482422,146.0,118.0,120.4000015258789,241266,2022-05-30
2022-06-06,129.08128356933594,130.60000610351562,140.0,125.0,138.0,128508,2022-06-06
2022-06-13,107.13945007324219,108.4000015258789,131.0,106.69999694824219,130.60000610351562,120012,2022-06-13
2022-06-20,112.52606964111328,113.8499984741211,122.05000305175781,103.0,108.4000015258789,125245,2022-06-20
2022-06-27,118.25862884521484,119.6500015258789,122.6500015258789,114.0999984741211,116.0,141722,2022-06-27
2022-07-04,119.79059600830078,121.19999694824219,136.39999389648438,119.1500015258789,124.94999694824219,208232,2022-07-04
2022-07-11,116.3807144165039,117.75,128.0,116.5,120.75,100680,2022-07-11
2022-07-18,126.36326599121094,127.8499984741211,127.8499984741211,116.25,123.5,107501,2022-07-18
2022-07-25,125.32546997070312,126.80000305175781,137.0,123.5999984741211,129.6999969482422,156071,2022-07-25
2022-08-01,148.5522003173828,150.3000030517578,156.89999389648438,128.0,128.0,294932,2022-08-01
2022-08-08,170.64230346679688,172.64999389648438,189.9499969482422,149.64999389648438,150.89999389648438,581993,2022-08-08
2022-08-15,172.47079467773438,174.5,185.0,160.0,172.64999389648438,254050,2022-08-15
2022-08-22,190.55796813964844,192.8000030517578,193.3000030517578,164.25,170.14999389648438,336512,2022-08-22
2022-08-29,221.79049682617188,224.39999389648438,224.39999389648438,179.0,185.0,571515,2022-08-29
2022-09-05,231.5259552001953,234.25,250.0,221.1999969482422,235.60000610351562,563238,2022-09-05
2022-09-12,215.95689392089844,217.39999389648438,241.5,206.0,222.5500030517578,218499,2022-09-12
2022-09-19,229.2679443359375,230.8000030517578,239.5,214.0500030517578,217.39999389648438,138300,2022-09-19
2022-09-26,247.3968048095703,249.0500030517578,254.85000610351562,219.3000030517578,230.0,303847,2022-09-26
2022-10-03,253.6549835205078,255.35000610351562,258.8500061035156,237.0500030517578,249.89999389648438,96525,2022-10-03
2022-10-10,241.28762817382812,242.89999389648438,264.8999938964844,234.0,260.0,115877,2022-10-10
2022-10-17,248.04249572753906,249.6999969482422,262.95001220703125,242.64999389648438,249.4499969482422,74782,2022-10-17
2022-10-24,297.9589538574219,299.95001220703125,299.95001220703125,250.0,254.6999969482422,109530,2022-10-24
2022-10-31,281.4691467285156,283.3500061035156,314.8999938964844,270.75,314.8999938964844,172316,2022-10-31
2022-11-07,292.3961181640625,294.3500061035156,318.0,280.0,284.95001220703125,86298,2022-11-07
2022-11-14,287.4292907714844,289.3500061035156,309.0,280.0,307.95001220703125,129953,2022-11-14
2022-11-21,284.3002014160156,286.20001220703125,291.8500061035156,253.5,291.8500061035156,139788,2022-11-21
2022-11-28,269.0024108886719,270.79998779296875,294.8999938964844,264.5,285.0,92211,2022-11-28
2022-12-05,276.4029541015625,278.25,289.95001220703125,263.0,270.0,80028,2022-12-05
2022-12-12,261.4031982421875,263.1499938964844,280.0,260.0,278.25,53786,2022-12-12
2022-12-19,240.6916046142578,242.3000030517578,270.0,228.14999389648438,270.0,163455,2022-12-19
2022-12-26,251.07223510742188,252.75,266.5,230.1999969482422,245.0,78914,2022-12-26
2023-01-02,277.9426574707031,279.79998779296875,300.0,256.04998779296875,256.95001220703125,127185,2023-01-02
2023-01-09,264.7806396484375,266.54998779296875,291.6000061035156,263.1000061035156,284.8999938964844,58093,2023-01-09
2023-01-16,264.830322265625,266.6000061035156,273.95001220703125,255.0,271.0,60058,2023-01-16
2023-01-23,255.44302368164062,257.1499938964844,271.45001220703125,242.35000610351562,270.95001220703125,71946,2023-01-23
2023-01-30,250.7245635986328,252.39999389648438,265.0,248.3000030517578,260.0,53430,2023-01-30
2023-02-06,284.002197265625,285.8999938964844,308.95001220703125,249.0,252.39999389648438,165473,2023-02-06
2023-02-13,266.9660339355469,268.75,284.8500061035156,253.0,273.20001220703125,221295,2023-02-13
2023-02-20,261.800537109375,263.54998779296875,279.8999938964844,257.6499938964844,272.95001220703125,82573,2023-02-20
2023-02-27,268.8533935546875,270.6499938964844,287.5,255.0,262.0,113173,2023-02-27
2023-03-06,285.04522705078125,286.95001220703125,304.0,265.29998779296875,275.0,150627,2023-03-06
2023-03-13,253.55564880371094,255.25,288.3999938964844,244.0500030517578,284.0,172735,2023-03-13
2023-03-20,257.9761047363281,259.70001220703125,269.0,250.0,250.0,87702,2023-03-20
2023-03-27,260.4595031738281,262.20001220703125,264.0,251.35000610351562,253.0500030517578,52410,2023-03-27
2023-04-03,322.3459777832031,324.5,344.6499938964844,261.8500061035156,264.95001220703125,287511,2023-04-03
2023-04-10,337.64373779296875,339.8999938964844,353.8500061035156,317.04998779296875,333.0,271630,2023-04-10
2023-04-17,348.91839599609375,351.25,377.0,335.0,342.0,276688,2023-04-17
2023-04-24,324.3823547363281,326.54998779296875,360.0,316.95001220703125,357.95001220703125,140457,2023-04-24
2023-05-01,335.5576477050781,337.79998779296875,354.8999938964844,326.54998779296875,326.54998779296875,66527,2023-05-01
2023-05-08,336.40203857421875,338.6499938964844,355.0,327.5,337.0,84520,2023-05-08
2023-05-15,331.3855895996094,333.6000061035156,346.0,325.5,342.79998779296875,51582,2023-05-15
2023-05-22,329.4981994628906,331.70001220703125,343.95001220703125,320.0,330.54998779296875,120148,2023-05-22
2023-05-29,366.1532287597656,368.6000061035156,384.8999938964844,331.0,339.0,320918,2023-05-29
2023-06-05,392.0303039550781,394.6499938964844,419.0,373.1000061035156,380.0,340310,2023-06-05
2023-06-12,391.2356262207031,393.8500061035156,404.0,388.0,398.0,78901,2023-06-12
2023-06-19,378.22259521484375,380.75,413.45001220703125,372.8500061035156,398.0,154702,2023-06-19
2023-06-26,387.1131896972656,389.70001220703125,409.8999938964844,379.3500061035156,381.0,103795,2023-06-26
2023-07-03,386.9641418457031,389.54998779296875,399.0,380.0,387.5,80051,2023-07-03
2023-07-10,399.43084716796875,402.1000061035156,411.0,380.0,389.5,165019,2023-07-10
2023-07-17,462.9563293457031,466.04998779296875,513.0999755859375,405.0,410.8999938964844,480601,2023-07-17
2023-07-24,468.46954345703125,471.6000061035156,505.8999938964844,452.20001220703125,482.70001220703125,137147,2023-07-24
2023-07-31,541.72998046875,545.3499755859375,562.5499877929688,457.0,476.0,258083,2023-07-31
2023-08-07,513.7172241210938,517.1500244140625,564.0,492.5,564.0,195934,2023-08-07
2023-08-14,504.3795471191406,507.75,529.0,480.0,491.29998779296875,158623,2023-08-14
2023-08-21,496.78033447265625,500.1000061035156,520.0,495.0,501.0,132154,2023-08-21
2023-08-28,487.8400573730469,491.1000061035156,509.79998779296875,488.1499938964844,509.79998779296875,103522,2023-08-28
2023-09-04,525.2401733398438,528.75,539.9000244140625,492.1000061035156,500.0,234064,2023-09-04
2023-09-11,499.0154113769531,502.3500061035156,536.0,486.20001220703125,532.0,118088,2023-09-11
2023-09-18,507.3228759765625,508.8999938964844,527.4000244140625,496.1000061035156,508.75,60039,2023-09-18
2023-09-25,552.133544921875,553.8499755859375,588.9000244140625,517.0,525.0,274328,2023-09-25
2023-10-02,646.6398315429688,648.6500244140625,648.6500244140625,546.0499877929688,553.8499755859375,361337,2023-10-02
2023-10-09,708.4476318359375,710.6500244140625,747.4500122070312,590.0499877929688,638.5499877929688,641927,2023-10-09
2023-10-16,635.7735595703125,637.75,735.0,632.5,716.9000244140625,285978,2023-10-16
2023-10-23,662.6400756835938,664.7000122070312,683.9500122070312,592.2000122070312,649.9500122070312,288377,2023-10-23
2023-10-30,649.829833984375,651.8499755859375,698.0,628.2000122070312,666.0,151040,2023-10-30
2023-11-06,591.1124267578125,592.9500122070312,689.9500122070312,560.5499877929688,664.0,405866,2023-11-06
2023-11-13,606.1157836914062,608.0,620.0499877929688,562.0,616.0,264887,2023-11-13
2023-11-20,584.38330078125,586.2000122070312,614.4000244140625,578.0,608.0,124715,2023-11-20
2023-11-27,586.9254150390625,588.75,606.0,570.2000122070312,586.2000122070312,120036,2023-11-27
2023-12-04,589.21826171875,591.0499877929688,620.0,575.0,605.0,282132,2023-12-04
2023-12-11,644.2970581054688,646.2999877929688,689.0,589.0,607.7000122070312,665565,2023-12-11
2023-12-18,634.0787963867188,636.0499877929688,680.0,591.0499877929688,657.0,278603,2023-12-18
2023-12-25,614.8884887695312,616.7999877929688,643.4500122070312,615.0,636.0499877929688,89049,2023-12-25
2024-01-01,627.5989379882812,629.5499877929688,659.0,603.0,621.0,191104,2024-01-01
2024-01-08,620.4212646484375,622.3499755859375,642.5999755859375,594.7000122070312,634.9500122070312,152160,2024-01-08
2024-01-15,605.0690307617188,606.9500122070312,641.4000244140625,600.0,622.3499755859375,163975,2024-01-15
2024-01-22,590.3148803710938,592.1500244140625,624.75,579.5999755859375,606.9500122070312,104512,2024-01-22
2024-01-29,567.6353759765625,569.4000244140625,603.9500122070312,566.5,603.9500122070312,127428,2024-01-29
2024-02-05,586.2276000976562,588.0499877929688,614.9500122070312,540.25,566.0,236510,2024-02-05
2024-02-12,517.3916015625,519.0,549.7999877929688,481.0,500.0,411936,2024-02-12
2024-02-19,497.5033874511719,499.04998779296875,525.4000244140625,495.0,521.8499755859375,136198,2024-02-19
2024-02-26,498.0018310546875,499.54998779296875,526.1500244140625,480.0,495.20001220703125,318580,2024-02-26
2024-03-04,471.6338195800781,473.1000061035156,515.7000122070312,471.0,514.9500122070312,156007,2024-03-04
2024-03-11,442.9230651855469,444.29998779296875,488.3999938964844,434.04998779296875,473.1000061035156,292306,2024-03-11
2024-03-18,492.66845703125,494.20001220703125,504.95001220703125,438.04998779296875,446.6000061035156,164722,2024-03-18
2024-03-25,471.7335205078125,473.20001220703125,509.0,470.04998779296875,494.20001220703125,111936,2024-03-25
2024-04-01,506.7247314453125,508.29998779296875,521.0,476.0,476.0,220977,2024-04-01
2024-04-08,533.5911865234375,535.25,545.0,510.8999938964844,510.8999938964844,153233,2024-04-08
2024-04-15,507.17333984375,508.75,524.5999755859375,502.0,524.5999755859375,104883,2024-04-15
2024-04-22,513.8526000976562,515.4500122070312,530.0,509.95001220703125,509.95001220703125,99384,2024-04-22
2024-04-29,502.73712158203125,504.29998779296875,522.0,502.0,513.0,74769,2024-04-29
2024-05-06,477.6650695800781,479.1499938964844,506.54998779296875,476.0,504.29998779296875,108813,2024-05-06
2024-05-13,554.0775146484375,555.7999877929688,575.0,465.04998779296875,480.6000061035156,574228,2024-05-13
2024-05-20,522.6751098632812,524.2999877929688,559.0,522.0,558.4000244140625,197172,2024-05-20
2024-05-27,685.9674682617188,688.0999755859375,734.0,508.0,524.2999877929688,2484425,2024-05-27
2024-06-03,733.5695190429688,735.8499755859375,779.9500122070312,580.2000122070312,726.0,590583,2024-06-03
2024-06-10,826.3810424804688,828.9500122070312,945.9000244140625,702.0,735.0,1341629,2024-06-10
2024-06-17,827.328125,829.9000244140625,911.7999877929688,821.5499877929688,828.9500122070312,398414,2024-06-17
2024-06-24,853.8456420898438,856.5,936.7999877929688,810.0999755859375,855.0,356644,2024-06-24
2024-07-01,858.8799438476562,861.5499877929688,920.0,845.0,860.0,167180,2024-07-01
2024-07-08,816.5116577148438,819.0499877929688,865.0,802.0,865.0,158251,2024-07-08
2024-07-15,754.8035278320312,757.1500244140625,825.0,751.0499877929688,820.0,128105,2024-07-15
2024-07-22,837.1973876953125,839.7999877929688,857.7999877929688,726.7999877929688,758.1500244140625,243787,2024-07-22
2024-07-29,900.35107421875,903.1500244140625,917.9500122070312,808.0,844.8499755859375,342715,2024-07-29
2024-08-05,736.9091796875,739.2000122070312,959.9500122070312,682.0499877929688,910.0,1262910,2024-08-05
2024-08-12,710.6408081054688,712.8499755859375,742.5499877929688,666.75,739.2000122070312,289785,2024-08-12
2024-08-19,713.7810668945312,716.0,743.2000122070312,711.7000122070312,737.0,117468,2024-08-19
2024-08-26,703.0643920898438,705.25,731.9000244140625,689.5999755859375,726.2000122070312,95375,2024-08-26
2024-09-02,691.3507690429688,693.5,709.7999877929688,689.9500122070312,707.0,70129,2024-09-02
2024-09-09,679.7368774414062,681.8499755859375,699.0,670.1500244140625,686.2000122070312,102801,2024-09-09
2024-09-16,651.6741333007812,653.7000122070312,688.9000244140625,638.0499877929688,677.2000122070312,152622,2024-09-16
2024-09-23,717.5999755859375,717.5999755859375,749.7999877929688,659.9500122070312,659.9500122070312,555207,2024-09-23
2024-09-30,708.25,708.25,762.5999755859375,680.0,711.0999755859375,210850,2024-09-30
2024-10-07,847.4500122070312,847.4500122070312,880.7999877929688,680.0499877929688,718.8499755859375,826911,2024-10-07
2024-10-14,829.6500244140625,829.6500244140625,886.9500122070312,772.3499755859375,835.0,423900,2024-10-14
2024-10-21,807.0499877929688,807.0499877929688,854.4000244140625,771.0999755859375,843.9500122070312,255557,2024-10-21
2024-10-28,873.4500122070312,873.4500122070312,890.0,780.9500122070312,807.0499877929688,267891,2024-10-28
2024-11-04,898.0,898.0,983.5,831.0999755859375,875.0,889816,2024-11-04
2024-11-11,819.4000244140625,819.4000244140625,929.0,776.4000244140625,865.0,412351,2024-11-11
2024-11-18,761.0,761.0,834.5,756.7000122070312,819.4000244140625,192274,2024-11-18
2024-11-25,795.0499877929688,795.0499877929688,820.7000122070312,763.0,765.0,135978,2024-11-25
2024-12-02,856.0,856.0,860.0,785.0,797.25,151071,2024-12-02
2024-12-09,808.7999877929688,808.7999877929688,875.0,798.4500122070312,858.5499877929688,175227,2024-12-09
2024-12-16,778.0999755859375,778.0999755859375,817.8499755859375,742.0,809.0,115743,2024-12-16
2024-12-23,774.0999755859375,774.0999755859375,794.5,760.2000122070312,780.0,59455,2024-12-23
2024-12-30,783.2999877929688,783.2999877929688,787.7000122070312,740.0499877929688,774.0999755859375,75626,2024-12-30
2025-01-06,733.1500244140625,733.1500244140625,788.5,720.7999877929688,785.6500244140625,79442,2025-01-06
2025-01-13,721.5499877929688,721.5499877929688,750.0,697.0,733.1500244140625,87201,2025-01-13
2025-01-20,716.2999877929688,716.2999877929688,758.4500122070312,675.0,721.5499877929688,169627,2025-01-20
2025-01-27,713.25,713.25,739.25,666.3499755859375,711.1500244140625,157729,2025-01-27
2025-02-03,723.0999755859375,723.0999755859375,758.0,690.0,710.25,117134,2025-02-03
2025-02-10,688.5,688.5,746.2999877929688,676.5,699.0,146691,2025-02-10
2025-02-17,675.5499877929688,675.5499877929688,718.0,575.1500244140625,678.1500244140625,109323,2025-02-17
2025-02-24,641.9000244140625,641.9000244140625,683.9500122070312,625.0,674.0,58645,2025-02-24
2025-03-03,733.5999755859375,733.5999755859375,749.0,592.0,643.0,300135,2025-03-03
2025-03-10,817.7000122070312,817.7000122070312,859.5,723.0,745.0,609318,2025-03-10
2025-03-17,914.5,914.5,969.7000122070312,810.0,826.9000244140625,375183,2025-03-17
2025-03-24,900.2999877929688,900.2999877929688,941.9500122070312,835.1500244140625,922.0,234740,2025-03-24
2025-03-31,832.8499755859375,832.8499755859375,900.2999877929688,825.4500122070312,900.2999877929688,115416,2025-03-31
2025-04-07,865.0499877929688,865.0499877929688,900.0,666.2999877929688,666.2999877929688,213511,2025-04-07
2025-04-14,1012.7999877929688,1012.7999877929688,1040.0,865.0499877929688,865.0499877929688,586120,2025-04-14
2025-04-21,998.0499877929688,998.0499877929688,1088.75,942.3499755859375,1035.6500244140625,1015085,2025-04-21
2025-04-28,931.25,931.25,1075.0,924.5999755859375,1001.2000122070312,392339,2025-04-28
2025-05-05,791.9500122070312,791.9500122070312,938.8499755859375,771.0,925.0,695450,2025-05-05
2025-05-12,901.4000244140625,901.4000244140625,929.8499755859375,822.0499877929688,824.9500122070312,438343,2025-05-12
2025-05-19,820.7000122070312,820.7000122070312,878.7000122070312,814.0,849.0999755859375,581891,2025-05-19
2025-05-26,849.25,849.25,870.0,793.0,820.0499877929688,337520,2025-05-26
2025-06-02,844.25,844.25,860.9500122070312,820.0499877929688,840.75,185047,2025-06-02
2025-06-09,802.2000122070312,802.2000122070312,855.0,788.0,836.0,255945,2025-06-09
2025-06-16,780.0999755859375,780.0999755859375,811.0,762.5999755859375,794.7999877929688,132770,2025-06-16
2025-06-23,775.4000244140625,775.4000244140625,796.2999877929688,762.0,766.0999755859375,92783,2025-06-23
2025-06-30,794.2999877929688,794.2999877929688,814.9000244140625,771.5,771.5,131627,2025-06-30
2025-07-07,783.25,783.25,802.0,780.0,790.0,78428,2025-07-07
2025-07-14,796.0999755859375,796.0999755859375,799.3499755859375,755.0,783.0,67879,2025-07-14
