Date,Adj Close_INFOBEAN.NS,Close_INFOBEAN.NS,High_INFOBEAN.NS,Low_INFOBEAN.NS,Open_INFOBEAN.NS,Volume_INFOBEAN.NS,Date
2020-07-13,90.53453826904297,91.05000305175781,93.8499984741211,88.5,90.8499984741211,40315,2020-07-13
2020-07-20,88.74472045898438,89.25,94.80000305175781,88.94999694824219,94.0,53666,2020-07-20
2020-07-27,107.98517608642578,108.5999984741211,115.5,88.1500015258789,91.5999984741211,455921,2020-07-27
2020-08-03,118.07772064208984,118.75,131.64999389648438,107.4000015258789,111.0,236371,2020-08-03
2020-08-10,110.1727294921875,110.80000305175781,124.0,110.80000305175781,118.75,114856,2020-08-10
2020-08-17,114.29923248291016,114.94999694824219,119.5,107.80000305175781,116.30000305175781,317034,2020-08-17
2020-08-24,127.52394104003906,128.25,128.25,113.6500015258789,116.94999694824219,242785,2020-08-24
2020-08-31,122.40309143066406,123.0999984741211,134.64999389648438,120.0999984741211,134.64999389648438,204531,2020-08-31
2020-09-07,119.96696472167969,120.6500015258789,127.0,112.75,127.0,98500,2020-09-07
2020-09-14,130.7555389404297,131.5,133.0,120.6500015258789,124.9000015258789,115381,2020-09-14
2020-09-21,153.9236297607422,154.8000030517578,154.8000030517578,125.69999694824219,134.0,243798,2020-09-21
2020-09-28,170.08163452148438,171.0500030517578,171.0500030517578,148.10000610351562,160.8000030517578,354537,2020-09-28
2020-10-05,167.2477569580078,168.1999969482422,195.0,168.1999969482422,178.0,408097,2020-10-05
2020-10-12,165.30882263183594,166.25,184.89999389648438,151.85000610351562,162.25,298381,2020-10-12
2020-10-19,164.21502685546875,165.14999389648438,173.89999389648438,155.0,173.89999389648438,133520,2020-10-19
2020-10-26,131.35215759277344,132.10000610351562,172.0,130.60000610351562,172.0,238645,2020-10-26
2020-11-02,134.3351593017578,135.10000610351562,142.8000030517578,120.19999694824219,132.5,130188,2020-11-02
2020-11-09,134.78260803222656,135.5500030517578,141.85000610351562,125.30000305175781,141.85000610351562,87795,2020-11-09
2020-11-16,128.4188232421875,129.14999389648438,138.3000030517578,120.0,134.5,99022,2020-11-16
2020-11-23,133.2910919189453,134.0500030517578,135.0,122.19999694824219,129.14999389648438,131790,2020-11-23
2020-11-30,128.51828002929688,129.25,140.0,128.0,134.0500030517578,73047,2020-11-30
2020-12-07,131.94873046875,132.6999969482422,134.89999389648438,129.0,132.60000610351562,55111,2020-12-07
2020-12-14,130.705810546875,131.4499969482422,137.89999389648438,130.0,135.0,135506,2020-12-14
2020-12-21,131.40185546875,132.14999389648438,134.6999969482422,120.25,132.89999389648438,84346,2020-12-21
2020-12-28,151.18919372558594,152.0500030517578,160.5,130.14999389648438,133.9499969482422,263202,2020-12-28
2021-01-04,149.84683227539062,150.6999969482422,159.0,145.1999969482422,152.25,153520,2021-01-04
2021-01-11,140.64918518066406,141.4499969482422,156.75,139.0,153.0,158703,2021-01-11
2021-01-18,143.5327911376953,144.35000610351562,155.0,142.85000610351562,148.5,131677,2021-01-18
2021-01-25,143.63221740722656,144.4499969482422,154.0,142.3000030517578,144.35000610351562,120593,2021-01-25
2021-02-01,138.11363220214844,138.89999389648438,147.0,136.39999389648438,144.5,130913,2021-02-01
2021-02-08,142.28988647460938,143.10000610351562,144.9499969482422,136.0,141.64999389648438,98106,2021-02-08
2021-02-15,149.1508026123047,150.0,156.5,138.39999389648438,141.10000610351562,176115,2021-02-15
2021-02-22,150.99034118652344,151.85000610351562,164.4499969482422,142.6999969482422,152.89999389648438,167429,2021-02-22
2021-03-01,148.00730895996094,148.85000610351562,157.9499969482422,147.5500030517578,154.75,101740,2021-03-01
2021-03-08,147.55984497070312,148.39999389648438,151.89999389648438,145.9499969482422,151.75,101257,2021-03-08
2021-03-15,144.67628479003906,145.5,150.89999389648438,140.1999969482422,150.85000610351562,66089,2021-03-15
2021-03-22,140.99722290039062,141.8000030517578,147.5500030517578,135.3000030517578,145.4499969482422,88916,2021-03-22
2021-03-29,145.72035217285156,146.5500030517578,148.0,140.4499969482422,141.8000030517578,31862,2021-03-29
2021-04-05,152.78013610839844,153.64999389648438,156.39999389648438,144.10000610351562,144.10000610351562,149738,2021-04-05
2021-04-12,168.2421112060547,169.1999969482422,173.0,148.0500030517578,153.5,247721,2021-04-12
2021-04-19,178.43408203125,179.4499969482422,195.5,155.10000610351562,171.85000610351562,401221,2021-04-19
2021-04-26,191.95709228515625,193.0500030517578,223.3000030517578,178.0,189.0,1016016,2021-04-26
2021-05-03,200.9558563232422,202.10000610351562,212.0,192.9499969482422,193.0500030517578,251903,2021-05-03
2021-05-10,204.63490295410156,205.8000030517578,216.89999389648438,202.39999389648438,202.39999389648438,215348,2021-05-10
2021-05-17,259.8206787109375,261.29998779296875,271.70001220703125,200.0,209.6999969482422,804823,2021-05-17
2021-05-24,249.92703247070312,251.35000610351562,266.0,240.1999969482422,261.0,255300,2021-05-24
2021-05-31,302.87554931640625,304.6000061035156,310.0,204.3000030517578,251.39999389648438,909775,2021-05-31
2021-06-07,311.8246154785156,313.6000061035156,340.0,293.45001220703125,312.0,579850,2021-06-07
2021-06-14,305.6596984863281,307.3999938964844,324.0,301.0,313.79998779296875,221649,2021-06-14
2021-06-21,301.6823425292969,303.3999938964844,317.8500061035156,297.5,300.45001220703125,119528,2021-06-21
2021-06-28,410.2641296386719,412.6000061035156,443.8999938964844,308.5,311.8999938964844,1529129,2021-06-28
2021-07-05,397.7851867675781,400.04998779296875,429.8999938964844,395.0,412.6000061035156,195348,2021-07-05
2021-07-12,486.57965087890625,489.3500061035156,489.3500061035156,381.0,400.0,176601,2021-07-12
2021-07-19,484.09381103515625,486.8500061035156,513.7999877929688,464.8999938964844,513.7999877929688,181790,2021-07-19
2021-07-26,483.04974365234375,485.79998779296875,504.95001220703125,465.0,488.5,118254,2021-07-26
2021-08-02,416.72735595703125,419.1000061035156,489.95001220703125,399.1499938964844,480.0,193710,2021-08-02
2021-08-09,402.5580139160156,404.8500061035156,438.70001220703125,360.0,422.0,175821,2021-08-09
2021-08-16,372.1809387207031,374.29998779296875,415.0,365.3999938964844,404.8500061035156,50969,2021-08-16
2021-08-23,382.174072265625,384.3500061035156,390.95001220703125,337.95001220703125,375.0,92039,2021-08-23
2021-08-30,368.8499450683594,370.95001220703125,399.0,367.1000061035156,385.0,59339,2021-08-30
2021-09-06,365.1211853027344,367.20001220703125,374.25,355.0,355.04998779296875,54878,2021-09-06
2021-09-13,383.31756591796875,385.5,392.75,350.0,367.20001220703125,116384,2021-09-13
2021-09-20,374.0702209472656,376.20001220703125,390.0,353.20001220703125,376.0,72741,2021-09-20
2021-09-27,372.03179931640625,374.1499938964844,400.0,357.3999938964844,387.8500061035156,84179,2021-09-27
2021-10-04,404.2483825683594,406.54998779296875,407.04998779296875,372.0,381.6499938964844,86648,2021-10-04
2021-10-11,415.33526611328125,417.70001220703125,448.1499938964844,406.54998779296875,409.04998779296875,118680,2021-10-11
2021-10-18,386.9468994140625,389.1499938964844,428.95001220703125,373.04998779296875,417.70001220703125,107854,2021-10-18
2021-10-25,375.1639404296875,377.29998779296875,405.0,360.3500061035156,399.70001220703125,186915,2021-10-25
2021-11-01,456.302001953125,458.8999938964844,458.8999938964844,374.0,381.95001220703125,127084,2021-11-01
