Date,Adj Close_HBSL.NS,Close_HBSL.NS,High_HBSL.NS,Low_HBSL.NS,Open_HBSL.NS,Volume_HBSL.NS,Date
2020-07-13,4.836320400238037,5.050000190734863,5.5,5.050000190734863,5.5,700,2020-07-13
2020-07-20,5.267279624938965,5.5,5.5,4.800000190734863,5.050000190734863,7754,2020-07-20
2020-07-27,5.506701946258545,5.75,5.75,5.25,5.5,965,2020-07-27
2020-08-03,5.698238849639893,5.949999809265137,5.949999809265137,5.599999904632568,5.75,139,2020-08-03
2020-08-10,5.171511173248291,5.400000095367432,5.699999809265137,5.400000095367432,5.699999809265137,411,2020-08-10
2020-08-17,5.410933017730713,5.650000095367432,5.650000095367432,5.050000190734863,5.300000190734863,13740,2020-08-17
2020-08-24,4.979973316192627,5.199999809265137,5.650000095367432,5.0,5.400000095367432,14141,2020-08-24
2020-08-31,4.979973316192627,5.199999809265137,5.449999809265137,4.949999809265137,5.449999809265137,3213,2020-08-31
2020-09-07,5.506701946258545,5.75,5.75,5.0,5.449999809265137,2793,2020-09-07
2020-09-14,5.267279624938965,5.5,6.0,5.5,6.0,4697,2020-09-14
2020-09-21,5.315164089202881,5.550000190734863,5.550000190734863,5.25,5.25,3039,2020-09-21
2020-09-28,5.315164089202881,5.550000190734863,5.550000190734863,5.5,5.5,7085,2020-09-28
2020-10-05,5.315164089202881,5.550000190734863,5.800000190734863,5.550000190734863,5.800000190734863,2296,2020-10-05
2020-10-12,5.554586410522461,5.800000190734863,5.849999904632568,5.349999904632568,5.400000095367432,4942,2020-10-12
2020-10-19,5.315164089202881,5.550000190734863,6.050000190734863,5.050000190734863,6.050000190734863,2033,2020-10-19
2020-10-26,5.171511173248291,5.400000095367432,5.650000095367432,5.199999809265137,5.400000095367432,1282,2020-10-26
2020-11-02,4.932089328765869,5.150000095367432,5.550000190734863,5.150000095367432,5.300000190734863,1299,2020-11-02
2020-11-09,5.506701946258545,5.75,5.849999904632568,5.400000095367432,5.400000095367432,2793,2020-11-09
2020-11-16,5.219395160675049,5.449999809265137,5.75,5.25,5.75,7032,2020-11-16
2020-11-23,5.171511173248291,5.400000095367432,5.599999904632568,5.400000095367432,5.599999904632568,669,2020-11-23
2020-11-30,5.554586410522461,5.800000190734863,5.800000190734863,5.400000095367432,5.400000095367432,2157,2020-11-30
2020-12-07,6.3686203956604,6.650000095367432,7.25,6.050000190734863,6.050000190734863,5334,2020-12-07
2020-12-14,6.416504383087158,6.699999809265137,6.949999809265137,6.699999809265137,6.949999809265137,2249,2020-12-14
2020-12-21,6.177082538604736,6.449999809265137,6.75,6.400000095367432,6.75,110,2020-12-21
2020-12-28,5.985545635223389,6.25,6.5,6.199999809265137,6.449999809265137,1251,2020-12-28
2021-01-04,6.320735454559326,6.599999904632568,7.199999809265137,6.25,6.550000190734863,11687,2021-01-04
2021-01-11,7.326307773590088,7.650000095367432,7.699999809265137,6.300000190734863,6.599999904632568,47353,2021-01-11
2021-01-18,9.241682052612305,9.649999618530273,9.649999618530273,8.0,8.0,59101,2021-01-18
2021-01-25,8.331879615783691,8.699999809265137,10.100000381469727,8.699999809265137,10.100000381469727,22832,2021-01-25
2021-02-01,7.948803901672363,8.300000190734863,9.149999618530273,7.900000095367432,8.300000190734863,30733,2021-02-01
2021-02-08,8.571300506591797,8.949999809265137,8.949999809265137,8.0,8.5,25082,2021-02-08
2021-02-15,10.773982048034668,11.25,11.25,9.350000381469727,9.350000381469727,11637,2021-02-15
2021-02-22,13.599159240722656,14.199999809265137,14.199999809265137,11.800000190734863,11.800000190734863,12143,2021-02-22
2021-03-01,17.238370895385742,18.0,18.0,14.899999618530273,14.899999618530273,15000,2021-03-01
2021-03-08,20.82969856262207,21.75,21.75,18.899999618530273,18.899999618530273,11907,2021-03-08
2021-03-15,17.765098571777344,18.549999237060547,23.75,18.549999237060547,22.799999237060547,19451,2021-03-15
2021-03-22,16.18491554260254,16.899999618530273,19.049999237060547,16.25,17.649999618530273,29245,2021-03-22
2021-03-29,16.280683517456055,17.0,17.649999618530273,15.800000190734863,16.899999618530273,11118,2021-03-29
2021-04-05,16.951065063476562,17.700000762939453,18.100000381469727,16.200000762939453,17.850000381469727,27797,2021-04-05
2021-04-12,15.9454927444458,16.649999618530273,18.049999237060547,16.25,17.75,29986,2021-04-12
2021-04-19,16.041261672973633,16.75,17.899999618530273,16.5,16.5,12654,2021-04-19
2021-04-26,15.61030101776123,16.299999237060547,17.350000381469727,15.699999809265137,16.5,27795,2021-04-26
2021-05-03,15.4187650680542,16.100000381469727,16.799999237060547,15.649999618530273,16.350000381469727,22425,2021-05-03
2021-05-10,18.387598037719727,19.200000762939453,19.200000762939453,15.800000190734863,15.800000190734863,19279,2021-05-10
