Date,Adj Close_HIRECT.NS,Close_HIRECT.NS,High_HIRECT.NS,Low_HIRECT.NS,Open_HIRECT.NS,Volume_HIRECT.NS,Date
2025-02-17,982.25,982.25,1023.8499755859375,882.5,970.0,102254,2025-02-17
2025-02-24,844.0999755859375,844.0999755859375,970.0,838.75,970.0,61877,2025-02-24
2025-03-03,914.1500244140625,914.1500244140625,942.0,804.0999755859375,844.0999755859375,142208,2025-03-03
2025-03-10,853.9000244140625,853.9000244140625,917.1500244140625,830.0,911.0999755859375,73778,2025-03-10
2025-03-17,989.0,989.0,1094.8499755859375,825.25,862.4000244140625,263557,2025-03-17
2025-03-24,948.4000244140625,948.4000244140625,1037.0,920.3499755859375,1001.9500122070312,170458,2025-03-24
2025-03-31,924.8499755859375,924.8499755859375,1016.0,901.1500244140625,948.4000244140625,100065,2025-03-31
2025-04-07,951.5499877929688,951.5499877929688,966.4000244140625,799.0,816.0999755859375,142375,2025-04-07
2025-04-14,985.4000244140625,985.4000244140625,1020.0,951.5499877929688,951.5499877929688,75112,2025-04-14
2025-04-21,900.0999755859375,900.0999755859375,1004.9500122070312,894.0,997.7000122070312,157556,2025-04-21
2025-04-28,872.0,872.0,925.0,869.5499877929688,900.0999755859375,99264,2025-04-28
2025-05-05,910.2000122070312,910.2000122070312,1029.0,890.0,890.0,777109,2025-05-05
2025-05-12,1063.8499755859375,1063.8499755859375,1144.0,950.2000122070312,959.9500122070312,664912,2025-05-12
2025-05-19,1161.75,1161.75,1198.5,1005.5499877929688,1071.0,405634,2025-05-19
2025-05-26,1289.0,1289.0,1318.699951171875,1161.800048828125,1164.9000244140625,339423,2025-05-26
2025-06-02,1305.199951171875,1305.199951171875,1376.199951171875,1267.5,1288.800048828125,295809,2025-06-02
2025-06-09,1283.800048828125,1283.800048828125,1354.9000244140625,1238.699951171875,1305.199951171875,238065,2025-06-09
2025-06-16,1266.4000244140625,1266.4000244140625,1333.5999755859375,1208.800048828125,1286.0,200190,2025-06-16
2025-06-23,1261.9000244140625,1261.9000244140625,1324.9000244140625,1235.0,1246.0999755859375,211092,2025-06-23
2025-06-30,1300.5999755859375,1300.5999755859375,1388.0,1269.199951171875,1359.0,629928,2025-06-30
2025-07-07,1334.300048828125,1334.300048828125,1453.0999755859375,1306.0,1324.5,744070,2025-07-07
2025-07-14,1316.9000244140625,1316.9000244140625,1349.0,1296.0999755859375,1349.0,86841,2025-07-14
