Date,Adj Close_ASTRAZEN.NS,Close_ASTRAZEN.NS,High_ASTRAZEN.NS,Low_ASTRAZEN.NS,Open_ASTRAZEN.NS,Volume_ASTRAZEN.NS,Date
2022-02-21,2630.727294921875,2658.10009765625,2734.14990234375,2529.699951171875,2700.0,71453,2022-02-21
2022-02-28,2626.17431640625,2653.5,2671.64990234375,2590.949951171875,2650.0,39359,2022-02-28
2022-03-07,2679.321533203125,2707.199951171875,2727.0,2569.25,2640.5,47853,2022-03-07
2022-03-14,2650.372802734375,2677.949951171875,2747.0,2600.25,2727.0,44978,2022-03-14
2022-03-21,2586.9326171875,2613.85009765625,2716.449951171875,2580.050048828125,2684.800048828125,55608,2022-03-21
2022-03-28,2570.65234375,2597.39990234375,2630.0,2525.949951171875,2608.0,82712,2022-03-28
2022-04-04,2885.872314453125,2915.89990234375,2926.0,2593.5,2601.14990234375,114325,2022-04-04
2022-04-11,2770.423583984375,2799.25,2915.050048828125,2768.0,2915.0,27461,2022-04-11
2022-04-18,2732.369384765625,2760.800048828125,2820.0,2714.449951171875,2820.0,35950,2022-04-18
2022-04-25,2721.43310546875,2749.75,2797.0,2709.199951171875,2751.0,36616,2022-04-25
2022-05-02,2666.702880859375,2694.449951171875,2773.0,2625.39990234375,2713.0,20035,2022-05-02
2022-05-09,2491.377197265625,2517.300048828125,2740.89990234375,2445.699951171875,2707.949951171875,50694,2022-05-09
2022-05-16,2539.1796875,2565.60009765625,2610.0,2465.699951171875,2529.89990234375,20182,2022-05-16
2022-05-23,2924.96533203125,2955.39990234375,3025.0,2556.050048828125,2574.0,322816,2022-05-23
2022-05-30,2920.660400390625,2951.050048828125,3025.0,2845.0,2955.39990234375,98041,2022-05-30
2022-06-06,2908.18994140625,2938.449951171875,2997.89990234375,2909.0,2945.0,31950,2022-06-06
2022-06-13,2720.4931640625,2748.800048828125,2930.0,2691.5,2910.0,27002,2022-06-13
2022-06-20,2706.934326171875,2735.10009765625,2810.0,2654.89990234375,2710.0,24133,2022-06-20
2022-06-27,2691.841552734375,2719.85009765625,2820.050048828125,2664.0,2735.10009765625,25676,2022-06-27
2022-07-04,2963.217529296875,2994.050048828125,3024.699951171875,2705.0,2741.60009765625,163762,2022-07-04
2022-07-11,2958.751708984375,2981.39990234375,3130.0,2927.10009765625,2980.25,78150,2022-07-11
2022-07-18,3054.46923828125,3077.85009765625,3099.0,2955.14990234375,2985.0,55530,2022-07-18
2022-07-25,3041.468505859375,3064.75,3092.949951171875,3021.0,3051.0,51752,2022-07-25
2022-08-01,3055.6103515625,3079.0,3149.949951171875,3016.35009765625,3067.0,51077,2022-08-01
2022-08-08,3046.4306640625,3069.75,3248.949951171875,3047.0,3060.300048828125,81318,2022-08-08
2022-08-15,3067.07275390625,3090.550048828125,3100.0,3025.0,3069.75,32317,2022-08-15
2022-08-22,3095.306396484375,3119.0,3180.0,2974.14990234375,3175.0,66863,2022-08-22
2022-08-29,3002.56640625,3025.550048828125,3130.5,3005.0,3100.0,19562,2022-08-29
2022-09-05,3075.16064453125,3098.699951171875,3149.0,3020.25,3020.25,32136,2022-09-05
2022-09-12,3128.601806640625,3152.550048828125,3368.449951171875,3102.0,3102.0,242012,2022-09-12
2022-09-19,3162.293701171875,3186.5,3345.0,3140.0,3182.64990234375,75984,2022-09-19
2022-09-26,3087.9130859375,3111.550048828125,3175.0,2945.800048828125,3175.0,50977,2022-09-26
2022-10-03,3080.370849609375,3103.949951171875,3153.949951171875,3050.0,3050.0,19717,2022-10-03
2022-10-10,3003.657958984375,3026.64990234375,3149.89990234375,2945.050048828125,3100.25,29494,2022-10-10
2022-10-17,3071.78662109375,3095.300048828125,3150.0,2911.0,3041.800048828125,69697,2022-10-17
2022-10-24,3267.786376953125,3292.800048828125,3325.0,3080.25,3090.0,105827,2022-10-24
2022-10-31,3404.638671875,3430.699951171875,3477.0,3257.550048828125,3309.300048828125,127709,2022-10-31
2022-11-07,3440.3154296875,3466.64990234375,3620.0,3382.050048828125,3408.5,119523,2022-11-07
2022-11-14,3278.8515625,3303.949951171875,3620.0,3290.0,3525.0,79190,2022-11-14
2022-11-21,3334.27734375,3359.800048828125,3495.0,3175.0,3303.949951171875,90364,2022-11-21
2022-11-28,3252.751220703125,3277.64990234375,3407.949951171875,3251.0,3359.800048828125,45676,2022-11-28
2022-12-05,3356.010986328125,3381.699951171875,3399.0,3268.75,3280.0,29707,2022-12-05
2022-12-12,3371.790283203125,3397.60009765625,3449.0,3344.050048828125,3370.800048828125,33184,2022-12-12
2022-12-19,3287.43603515625,3312.60009765625,3539.0,3304.0,3409.949951171875,80365,2022-12-19
2022-12-26,3272.10302734375,3297.14990234375,3350.0,3240.25,3350.0,21951,2022-12-26
2023-01-02,3327.57861328125,3353.050048828125,3599.0,3253.0,3253.0,25580,2023-01-02
2023-01-09,3464.0341796875,3490.550048828125,3520.0,3340.0,3359.14990234375,31414,2023-01-09
2023-01-16,3398.634521484375,3424.64990234375,3499.949951171875,3422.0,3499.949951171875,18885,2023-01-16
2023-01-23,3343.953125,3369.550048828125,3520.0,3347.14990234375,3424.64990234375,18557,2023-01-23
2023-01-30,3278.950927734375,3304.050048828125,3398.199951171875,3251.0,3365.0,17792,2023-01-30
2023-02-06,3353.133056640625,3378.800048828125,3408.60009765625,3186.050048828125,3304.0,26999,2023-02-06
2023-02-13,3335.468017578125,3361.0,3384.85009765625,3252.300048828125,3344.0,26434,2023-02-13
2023-02-20,3336.956787109375,3362.5,3480.0,3305.25,3349.949951171875,22620,2023-02-20
2023-02-27,3325.345703125,3350.800048828125,3466.949951171875,3310.550048828125,3342.0,19265,2023-02-27
2023-03-06,3289.37109375,3314.550048828125,3379.949951171875,3276.550048828125,3374.25,27620,2023-03-06
2023-03-13,3339.834716796875,3365.39990234375,3385.0,3222.0,3315.550048828125,19651,2023-03-13
2023-03-20,3333.036865234375,3358.550048828125,3389.0,3292.89990234375,3365.39990234375,18457,2023-03-20
2023-03-27,3228.090087890625,3252.800048828125,3460.0,3103.60009765625,3325.0,42139,2023-03-27
2023-04-03,3289.37109375,3314.550048828125,3335.85009765625,3225.14990234375,3240.0,13025,2023-04-03
2023-04-10,3192.958984375,3217.39990234375,3324.0,3140.050048828125,3300.89990234375,20891,2023-04-10
2023-04-17,3138.823486328125,3162.85009765625,3230.0,3122.14990234375,3230.0,21610,2023-04-17
2023-04-24,3164.129638671875,3188.35009765625,3200.0,3098.0,3184.800048828125,11460,2023-04-24
2023-05-01,3184.622802734375,3209.0,3244.699951171875,3153.449951171875,3188.35009765625,16027,2023-05-01
2023-05-08,3275.57666015625,3300.64990234375,3354.85009765625,3180.35009765625,3182.199951171875,36888,2023-05-08
2023-05-15,3177.080322265625,3201.39990234375,3388.85009765625,3198.0,3290.25,22351,2023-05-15
2023-05-22,3185.019775390625,3209.39990234375,3259.75,3125.0,3190.0,23913,2023-05-22
2023-05-29,3475.744384765625,3502.35009765625,3590.0,3209.39990234375,3209.39990234375,171722,2023-05-29
2023-06-05,3451.97607421875,3478.39990234375,3519.800048828125,3444.449951171875,3500.0,23141,2023-06-05
2023-06-12,3614.87939453125,3642.550048828125,3733.949951171875,3458.050048828125,3488.0,175833,2023-06-12
2023-06-19,3679.137451171875,3707.300048828125,3789.0,3575.0,3668.050048828125,77993,2023-06-19
2023-06-26,3679.3359375,3707.5,3799.0,3650.0,3719.75,45276,2023-06-26
2023-07-03,3719.62744140625,3748.10009765625,3833.300048828125,3698.050048828125,3700.300048828125,52039,2023-07-03
2023-07-10,3717.642822265625,3746.10009765625,3819.0,3702.5,3749.0,43270,2023-07-10
2023-07-17,3780.529541015625,3793.300048828125,3875.550048828125,3730.25,3730.25,51938,2023-07-17
2023-07-24,3854.280517578125,3867.300048828125,3901.25,3749.800048828125,3799.800048828125,52444,2023-07-24
2023-07-31,3788.851318359375,3801.64990234375,3947.0,3750.0,3865.0,38856,2023-07-31
2023-08-07,3875.359130859375,3888.449951171875,3935.0,3762.0,3808.0,34059,2023-08-07
2023-08-14,4082.75830078125,4096.5498046875,4266.0,3807.10009765625,3875.25,397233,2023-08-14
2023-08-21,4146.14453125,4160.14990234375,4284.9501953125,4021.10009765625,4099.85009765625,65846,2023-08-21
2023-08-28,4309.2431640625,4323.7998046875,4349.0,4122.0,4160.0,74338,2023-08-28
2023-09-04,4343.92626953125,4358.60009765625,4367.0,4259.39990234375,4323.7998046875,43169,2023-09-04
2023-09-11,4533.38671875,4548.7001953125,4565.0,4250.0,4375.0,119588,2023-09-11
2023-09-18,4568.3681640625,4583.7998046875,4610.0,4440.0498046875,4548.0,39373,2023-09-18
2023-09-25,4488.08935546875,4503.25,4640.0,4311.0,4583.7998046875,68704,2023-09-25
2023-10-02,4710.189453125,4726.10009765625,4744.7001953125,4451.0,4503.25,87625,2023-10-02
2023-10-09,4659.56005859375,4675.2998046875,4830.0,4610.64990234375,4660.0,69865,2023-10-09
2023-10-16,4635.44189453125,4651.10009765625,4789.75,4630.25,4630.25,30124,2023-10-16
2023-10-23,4697.482421875,4713.35009765625,4793.89990234375,4475.0,4651.0,48031,2023-10-23
2023-10-30,4649.99267578125,4665.7001953125,4754.9501953125,4610.0,4712.5,23162,2023-10-30
2023-11-06,4637.2353515625,4652.89990234375,4996.89990234375,4649.75,4665.7001953125,99388,2023-11-06
2023-11-13,4654.4775390625,4670.2001953125,4717.0,4510.0,4650.0,34708,2023-11-13
2023-11-20,4667.0849609375,4682.85009765625,4714.4501953125,4615.89990234375,4670.2001953125,24262,2023-11-20
2023-11-27,4747.31396484375,4763.35009765625,4886.14990234375,4682.85009765625,4682.85009765625,35326,2023-11-27
2023-12-04,4735.30419921875,4751.2998046875,4882.7998046875,4726.85009765625,4780.0,61987,2023-12-04
2023-12-11,4616.00732421875,4631.60009765625,4790.5,4616.0,4790.5,29578,2023-12-11
2023-12-18,5311.1591796875,5329.10009765625,5494.7001953125,4600.7001953125,4631.60009765625,539735,2023-12-18
2023-12-25,5507.994140625,5526.60009765625,5758.0,5158.2001953125,5329.10009765625,549395,2023-12-25
2024-01-01,5544.3212890625,5563.0498046875,5796.0,5500.0,5500.0,102383,2024-01-01
2024-01-08,6231.40087890625,6252.4501953125,6760.0,5508.0,5570.0,510080,2024-01-08
2024-01-15,6277.744140625,6298.9501953125,6487.9501953125,6101.0,6260.5498046875,51085,2024-01-15
2024-01-22,6280.48486328125,6301.7001953125,6600.0,6178.9501953125,6298.9501953125,19197,2024-01-22
2024-01-29,6453.60009765625,6475.39990234375,6872.0,6270.2998046875,6394.9501953125,66925,2024-01-29
2024-02-05,5703.08544921875,5722.35009765625,7220.9501953125,5550.0,6460.0,306198,2024-02-05
2024-02-12,5484.5234375,5503.0498046875,5798.85009765625,5228.4501953125,5722.35009765625,99876,2024-02-12
2024-02-19,5489.20751953125,5507.75,5557.5,5396.10009765625,5500.0,57605,2024-02-19
2024-02-26,5430.85498046875,5449.2001953125,5630.0,5405.0,5507.0,49085,2024-02-26
2024-03-04,5404.892578125,5423.14990234375,5489.0,5328.75,5450.2001953125,65683,2024-03-04
2024-03-11,5042.8154296875,5059.85009765625,5449.0,4785.0,5449.0,118191,2024-03-11
2024-03-18,5113.1279296875,5130.39990234375,5161.5498046875,5008.25,5059.89990234375,28804,2024-03-18
2024-03-25,5310.51171875,5328.4501953125,5380.0,5025.0,5130.39990234375,56283,2024-03-25
2024-04-01,5129.4228515625,5146.75,5400.0,5039.0,5256.2998046875,180030,2024-04-01
2024-04-08,5289.83154296875,5307.7001953125,5595.85009765625,5124.14990234375,5155.0,107694,2024-04-08
2024-04-15,5172.228515625,5189.7001953125,5304.89990234375,5122.5498046875,5253.0,66351,2024-04-15
2024-04-22,5407.533203125,5425.7998046875,5520.0,5192.35009765625,5252.9501953125,26138,2024-04-22
2024-04-29,5416.90234375,5435.2001953125,5589.0,5100.0,5444.0,163914,2024-04-29
2024-05-06,5241.84326171875,5259.5498046875,5499.0,4800.14990234375,5466.0,116531,2024-05-06
2024-05-13,5754.5615234375,5774.0,5852.0,5140.0,5259.0,57188,2024-05-13
2024-05-20,6004.46728515625,6024.75,6129.9501953125,5633.0,5759.0,88558,2024-05-20
2024-05-27,6158.44677734375,6179.25,6697.0,6041.0,6055.10009765625,311479,2024-05-27
2024-06-03,6234.390625,6255.4501953125,6379.0,5468.0498046875,6379.0,60576,2024-06-03
2024-06-10,6436.806640625,6458.5498046875,6625.0,6185.10009765625,6306.39990234375,40097,2024-06-10
2024-06-17,6335.6982421875,6357.10009765625,6549.0,6302.0,6458.5498046875,39990,2024-06-17
2024-06-24,6229.7060546875,6250.75,6999.0,6069.7001953125,6340.25,65367,2024-06-24
2024-07-01,6872.53466796875,6895.75,7572.2001953125,6150.0,6225.0,566115,2024-07-01
2024-07-08,6750.25,6750.25,6999.89990234375,6696.25,6860.0,69332,2024-07-08
2024-07-15,6347.7998046875,6347.7998046875,6850.0,6307.39990234375,6750.2001953125,45675,2024-07-15
2024-07-22,7172.60009765625,7172.60009765625,7388.60009765625,6225.0,6289.0498046875,572738,2024-07-22
2024-07-29,7039.7998046875,7039.7998046875,7234.35009765625,6925.0,7181.0,64006,2024-07-29
2024-08-05,6705.0498046875,6705.0498046875,7250.0498046875,6540.0,6985.0,155111,2024-08-05
2024-08-12,6637.2001953125,6637.2001953125,7196.39990234375,6464.64990234375,6705.0498046875,66843,2024-08-12
2024-08-19,6850.35009765625,6850.35009765625,6915.64990234375,6520.35009765625,6659.0,41513,2024-08-19
2024-08-26,6586.64990234375,6586.64990234375,6983.9501953125,6534.0,6850.5,31052,2024-08-26
2024-09-02,6884.39990234375,6884.39990234375,7309.89990234375,6367.5498046875,6594.9501953125,141400,2024-09-02
2024-09-09,6799.60009765625,6799.60009765625,7089.9501953125,6719.64990234375,6878.0498046875,71954,2024-09-09
2024-09-16,6872.9501953125,6872.9501953125,6894.0,6529.60009765625,6722.0498046875,28885,2024-09-16
2024-09-23,7185.60009765625,7185.60009765625,8040.0,6721.7998046875,6938.89990234375,2045550,2024-09-23
2024-09-30,7436.7001953125,7436.7001953125,8137.5,7125.0498046875,7150.0,1515796,2024-09-30
2024-10-07,7789.2001953125,7789.2001953125,8139.0,7440.0,7442.64990234375,1452695,2024-10-07
2024-10-14,7520.2998046875,7520.2998046875,7914.9501953125,7306.0498046875,7800.0,157460,2024-10-14
2024-10-21,7142.2001953125,7142.2001953125,7550.0,7025.0,7550.0,84582,2024-10-21
2024-10-28,7550.9501953125,7550.9501953125,7695.7001953125,6955.0,7142.2001953125,80216,2024-10-28
2024-11-04,7306.7998046875,7306.7998046875,7680.0,7215.5498046875,7550.0,70653,2024-11-04
2024-11-11,6772.9501953125,6772.9501953125,7777.0,6680.35009765625,7350.0,235278,2024-11-11
2024-11-18,6319.85009765625,6319.85009765625,6773.5,6220.0,6735.0498046875,93615,2024-11-18
2024-11-25,6564.2001953125,6564.2001953125,6595.89990234375,6309.2998046875,6395.0,70399,2024-11-25
2024-12-02,6646.0,6646.0,6863.9501953125,6420.0,6598.9501953125,69154,2024-12-02
2024-12-09,6624.4501953125,6624.4501953125,6745.0,6500.0498046875,6680.5498046875,31262,2024-12-09
2024-12-16,6488.2001953125,6488.2001953125,6724.0,6378.5,6654.0,24006,2024-12-16
2024-12-23,6358.60009765625,6358.60009765625,6498.0,6315.14990234375,6490.0,20072,2024-12-23
2024-12-30,7121.4501953125,7121.4501953125,7594.0,6312.75,6358.60009765625,989723,2024-12-30
2025-01-06,6907.35009765625,6907.35009765625,7529.0,6840.0,7233.0,256360,2025-01-06
2025-01-13,6920.2998046875,6920.2998046875,7333.0,6700.10009765625,6750.0498046875,274443,2025-01-13
2025-01-20,6928.60009765625,6928.60009765625,7182.9501953125,6619.5,6865.64990234375,80362,2025-01-20
2025-01-27,7410.2998046875,7410.2998046875,7545.0,6720.0,6928.60009765625,126418,2025-01-27
2025-02-03,7611.85009765625,7611.85009765625,7726.10009765625,7239.0,7350.0498046875,60238,2025-02-03
2025-02-10,7103.64990234375,7103.64990234375,7690.0,7070.0,7660.0,111451,2025-02-10
2025-02-17,6870.2998046875,6870.2998046875,7477.0,6689.2001953125,7104.2998046875,106611,2025-02-17
2025-02-24,6698.64990234375,6698.64990234375,7014.85009765625,6670.0,6820.0,39367,2025-02-24
2025-03-03,7468.14990234375,7468.14990234375,7532.9501953125,6620.10009765625,6783.0,153185,2025-03-03
2025-03-10,7675.5498046875,7675.5498046875,7990.0,7505.0,7505.0,280709,2025-03-10
2025-03-17,8510.7998046875,8510.7998046875,8877.0,7637.0,7698.89990234375,462266,2025-03-17
2025-03-24,8607.650390625,8607.650390625,9059.0498046875,8239.5498046875,8615.0498046875,312987,2025-03-24
2025-03-31,7904.0,7904.0,8748.5,7681.0,8607.650390625,169749,2025-03-31
2025-04-07,8457.400390625,8457.400390625,8525.5,7201.14990234375,7351.0,129637,2025-04-07
2025-04-14,8746.0,8746.0,9167.5,8424.0,8457.400390625,171408,2025-04-14
2025-04-21,8725.0,8725.0,9211.0,8550.0,8746.0,96771,2025-04-21
2025-04-28,8390.0,8390.0,8930.0,8345.0,8725.0,50908,2025-04-28
2025-05-05,7970.5,7970.5,8499.0,7901.0,8460.5,78704,2025-05-05
2025-05-12,7837.5,7837.5,8319.0,7800.0,7970.5,84530,2025-05-12
2025-05-19,7959.5,7959.5,8110.0,7800.0,7837.5,67523,2025-05-19
2025-05-26,7972.0,7972.0,8126.0,7820.0,7999.0,60349,2025-05-26
2025-06-02,9790.0,9790.0,10050.0,8400.5,8409.0,2748202,2025-06-02
2025-06-09,10509.5,10509.5,10691.0,9750.0,9900.0,418189,2025-06-09
2025-06-16,8871.0,8871.0,10559.0,8795.0,10450.0,324221,2025-06-16
2025-06-23,8907.0,8907.0,8989.0,8676.0,8868.5,197526,2025-06-23
2025-06-30,9102.5,9102.5,9240.0,8815.0,8965.0,281627,2025-06-30
2025-07-07,9241.5,9241.5,9369.5,9020.0,9102.5,133773,2025-07-07
2025-07-14,9160.0,9160.0,9650.5,9055.0,9200.0,117307,2025-07-14
