Date,Adj Close_ASTRAZEN.NS,Close_ASTRAZEN.NS,High_ASTRAZEN.NS,Low_ASTRAZEN.NS,Open_ASTRAZEN.NS,Volume_ASTRAZEN.NS,Date
2020-07-13,3334.92822265625,3373.800048828125,3474.800048828125,3277.0,3330.550048828125,242154,2020-07-13
2020-07-20,3354.154052734375,3393.25,3580.0,3351.0,3409.0,540013,2020-07-20
2020-07-27,3298.5029296875,3336.949951171875,3414.75,3288.39990234375,3400.0,175020,2020-07-27
2020-08-03,3294.400634765625,3332.800048828125,3459.85009765625,3305.0,3340.10009765625,268368,2020-08-03
2020-08-10,3284.960693359375,3323.25,3479.0,3250.0,3366.0,312683,2020-08-10
2020-08-17,3317.4814453125,3356.14990234375,3410.0,3320.0,3353.0,117760,2020-08-17
2020-08-24,3572.80615234375,3612.300048828125,3640.0,3338.0,3365.0,415001,2020-08-24
2020-08-31,3826.69970703125,3869.0,3934.0,3444.85009765625,3638.89990234375,471919,2020-08-31
2020-09-07,3981.933837890625,4025.949951171875,4970.0,3710.0,3903.0,2381389,2020-09-07
2020-09-14,4249.822265625,4296.7998046875,4549.89990234375,4162.10009765625,4399.9501953125,794435,2020-09-14
2020-09-21,4254.52001953125,4301.5498046875,4540.0,4200.0,4419.9501953125,422081,2020-09-21
2020-09-28,4247.201171875,4294.14990234375,4494.89990234375,4257.0,4490.0,155661,2020-09-28
2020-10-05,4213.57275390625,4260.14990234375,4389.9501953125,4230.25,4325.2001953125,133453,2020-10-05
2020-10-12,4217.77685546875,4264.39990234375,4340.0,4210.0,4288.7001953125,118128,2020-10-12
2020-10-19,4192.25927734375,4238.60009765625,4363.0,4126.2998046875,4282.60009765625,117472,2020-10-19
2020-10-26,4253.185546875,4300.2001953125,4584.4501953125,4191.5,4272.0,402243,2020-10-26
2020-11-02,4233.2548828125,4280.0498046875,4389.0,4235.0,4250.0,129646,2020-11-02
2020-11-09,4378.15380859375,4426.5498046875,4590.0,4180.0,4320.0,441454,2020-11-09
2020-11-16,4348.9267578125,4397.0,4575.0,4331.0498046875,4331.5,275587,2020-11-16
2020-11-23,4489.275390625,4538.89990234375,4612.9501953125,4379.64990234375,4427.0,671037,2020-11-23
2020-11-30,4458.61474609375,4507.89990234375,4578.0,4491.0,4538.89990234375,125499,2020-11-30
2020-12-07,4453.76806640625,4503.0,4664.0,4440.0,4515.0,262963,2020-12-07
2020-12-14,4299.27587890625,4346.7998046875,4549.0,4334.0,4509.0,129906,2020-12-14
2020-12-21,4272.62060546875,4319.85009765625,4450.0,4055.050048828125,4377.2001953125,281856,2020-12-21
2020-12-28,4577.79736328125,4628.39990234375,4772.0,4405.0,4499.0,1349199,2020-12-28
2021-01-04,4344.42724609375,4392.4501953125,4910.0,4340.0,4840.0,794809,2021-01-04
2021-01-11,4171.48828125,4217.60009765625,4435.0,4150.0498046875,4417.64990234375,251773,2021-01-11
2021-01-18,3683.9775390625,3724.699951171875,4205.0,3710.0,4205.0,435017,2021-01-18
2021-01-25,3585.8125,3625.449951171875,3863.0,3540.0,3724.699951171875,477394,2021-01-25
2021-02-01,3856.124267578125,3898.75,3942.199951171875,3601.0,3650.35009765625,200582,2021-02-01
2021-02-08,3630.2216796875,3670.35009765625,3960.0,3649.949951171875,3908.550048828125,311800,2021-02-08
2021-02-15,3585.7626953125,3625.39990234375,4050.0,3611.0,3689.0,379195,2021-02-15
2021-02-22,3398.68115234375,3436.25,3654.10009765625,3110.25,3654.0,128841,2021-02-22
2021-03-01,3419.7978515625,3457.60009765625,3542.89990234375,3440.14990234375,3472.0,110360,2021-03-01
2021-03-08,3380.5810546875,3417.949951171875,3495.0,3365.550048828125,3460.0,115878,2021-03-08
2021-03-15,3212.884765625,3248.39990234375,3393.949951171875,3156.050048828125,3365.0,303387,2021-03-15
2021-03-22,3033.121826171875,3066.64990234375,3384.85009765625,3061.0,3265.5,316132,2021-03-22
2021-03-29,3392.35107421875,3429.85009765625,3548.0,3005.0,3066.64990234375,455919,2021-03-29
2021-04-05,3278.558837890625,3314.800048828125,3448.199951171875,3247.800048828125,3415.14990234375,284610,2021-04-05
2021-04-12,3417.91845703125,3455.699951171875,3587.699951171875,3199.550048828125,3317.0,377885,2021-04-12
2021-04-19,4187.857421875,4234.14990234375,4579.85009765625,3455.699951171875,3460.25,3874355,2021-04-19
2021-04-26,3865.2236328125,3907.949951171875,4493.7001953125,3803.0,4319.9501953125,816418,2021-04-26
2021-05-03,3768.048095703125,3809.699951171875,3960.0,3765.050048828125,3910.0,208205,2021-05-03
2021-05-10,3800.885009765625,3842.89990234375,3870.0,3750.0,3800.0,142458,2021-05-10
2021-05-17,3732.590087890625,3773.85009765625,3874.300048828125,3760.25,3842.89990234375,71042,2021-05-17
2021-05-24,3738.6728515625,3780.0,3960.0,3766.35009765625,3773.85009765625,238885,2021-05-24
2021-05-31,3752.47021484375,3793.949951171875,3939.0,3740.0,3751.0,167627,2021-05-31
2021-06-07,3739.068359375,3780.39990234375,3845.0,3760.0,3845.0,84908,2021-06-07
2021-06-14,3649.804931640625,3690.14990234375,3900.0,3650.0,3780.39990234375,195116,2021-06-14
2021-06-21,3601.934326171875,3641.75,3746.5,3634.0,3650.25,68920,2021-06-21
2021-06-28,3552.134765625,3591.39990234375,3671.75,3585.0,3649.0,87736,2021-06-28
2021-07-05,3548.07958984375,3587.300048828125,3675.0,3580.0,3600.0,66285,2021-07-05
2021-07-12,3478.894287109375,3517.35009765625,3614.75,3505.10009765625,3610.0,60243,2021-07-12
2021-07-19,3459.805419921875,3498.050048828125,3607.75,3461.800048828125,3529.949951171875,75540,2021-07-19
2021-07-26,3332.66064453125,3369.5,3519.199951171875,3360.050048828125,3515.0,68052,2021-07-26
2021-08-02,3367.822265625,3405.050048828125,3500.0,3355.0,3390.199951171875,121243,2021-08-02
2021-08-09,3161.25537109375,3196.199951171875,3471.0,3161.0,3435.25,307130,2021-08-09
2021-08-16,3047.71044921875,3081.39990234375,3199.0,3051.449951171875,3196.0,65707,2021-08-16
2021-08-23,3024.876220703125,3056.35009765625,3140.0,3053.0,3099.0,76265,2021-08-23
2021-08-30,3163.73095703125,3196.64990234375,3250.0,3061.050048828125,3076.0,103185,2021-08-30
2021-09-06,3085.7919921875,3117.89990234375,3244.0,3101.699951171875,3202.0,60507,2021-09-06
2021-09-13,3107.5654296875,3139.89990234375,3168.0,3091.050048828125,3120.0,63971,2021-09-13
2021-09-20,3050.905029296875,3082.64990234375,3185.0,3075.0,3134.0,66760,2021-09-20
2021-09-27,3065.94873046875,3097.85009765625,3200.0,3080.0,3140.0,105078,2021-09-27
2021-10-04,3096.282958984375,3128.5,3153.10009765625,3081.050048828125,3116.35009765625,68629,2021-10-04
2021-10-11,3118.501708984375,3150.949951171875,3197.0,3120.0,3139.0,66106,2021-10-11
2021-10-18,3008.59521484375,3039.89990234375,3156.60009765625,3030.0,3150.949951171875,75402,2021-10-18
2021-10-25,2976.13330078125,3007.10009765625,3120.0,2977.0,3054.800048828125,70142,2021-10-25
2021-11-01,3018.93798828125,3050.35009765625,3073.550048828125,2985.85009765625,3025.800048828125,36628,2021-11-01
2021-11-08,3041.45361328125,3073.10009765625,3106.050048828125,2975.0,3035.25,107306,2021-11-08
2021-11-15,3066.83935546875,3098.75,3120.0,3010.0,3075.0,50055,2021-11-15
2021-11-22,3148.093994140625,3180.85009765625,3272.0,2958.199951171875,3100.0,259914,2021-11-22
2021-11-29,3061.197998046875,3093.050048828125,3349.0,3078.64990234375,3280.85009765625,204371,2021-11-29
2021-12-06,3109.14892578125,3141.5,3166.25,3071.050048828125,3099.0,63538,2021-12-06
2021-12-13,3025.816162109375,3057.300048828125,3168.39990234375,3040.25,3155.0,80815,2021-12-13
2021-12-20,3003.201416015625,3034.449951171875,3119.39990234375,2972.0,3057.0,75444,2021-12-20
2021-12-27,3066.3447265625,3098.25,3111.199951171875,3000.25,3047.64990234375,61562,2021-12-27
2022-01-03,2982.863037109375,3013.89990234375,3122.35009765625,3001.300048828125,3099.0,54663,2022-01-03
2022-01-10,3032.34814453125,3063.89990234375,3157.89990234375,3000.75,3019.949951171875,100750,2022-01-10
2022-01-17,2962.27734375,2993.10009765625,3088.85009765625,2987.0,3063.0,66914,2022-01-17
2022-01-24,2787.39697265625,2816.39990234375,3038.0,2773.85009765625,3038.0,60922,2022-01-24
2022-01-31,2787.05078125,2816.050048828125,2869.89990234375,2778.0,2830.5,41503,2022-01-31
2022-02-07,2771.611083984375,2800.449951171875,2861.949951171875,2730.0,2816.050048828125,57802,2022-02-07
2022-02-14,2670.711181640625,2698.5,2791.300048828125,2663.949951171875,2760.0,53044,2022-02-14
