Date,Adj Close_CGPOWER.NS,Close_CGPOWER.NS,High_CGPOWER.NS,Low_CGPOWER.NS,Open_CGPOWER.NS,Volume_CGPOWER.NS,Date
2020-07-13,8.514203071594238,8.600000381469727,8.850000381469727,7.849999904632568,8.050000190734863,15283303,2020-07-13
2020-07-20,7.969689846038818,8.050000190734863,8.949999809265137,7.75,8.699999809265137,9751447,2020-07-20
2020-07-27,9.207219123840332,9.300000190734863,9.300000190734863,8.149999618530273,8.199999809265137,9132074,2020-07-27
2020-08-03,10.840757369995117,10.949999809265137,10.949999809265137,9.699999809265137,9.75,19906413,2020-08-03
2020-08-10,13.167312622070312,13.300000190734863,13.850000381469727,11.449999809265137,11.449999809265137,113985792,2020-08-10
2020-08-17,16.681896209716797,16.850000381469727,16.850000381469727,13.5,13.949999809265137,81884944,2020-08-17
2020-08-24,21.13700294494629,21.350000381469727,21.350000381469727,17.649999618530273,17.649999618530273,55800893,2020-08-24
2020-08-31,24.354578018188477,24.600000381469727,24.600000381469727,20.25,22.399999618530273,67960940,2020-08-31
2020-09-07,22.919044494628906,23.149999618530273,25.799999237060547,20.899999618530273,25.799999237060547,28464801,2020-09-07
2020-09-14,25.097097396850586,25.350000381469727,26.25,22.5,23.950000762939453,33929013,2020-09-14
2020-09-21,21.53301239013672,21.75,25.5,20.799999237060547,24.850000381469727,31106339,2020-09-21
2020-09-28,24.305076599121094,24.549999237060547,25.0,21.25,22.0,18840811,2020-09-28
2020-10-05,23.909069061279297,24.149999618530273,26.299999237060547,23.299999237060547,24.899999618530273,17126988,2020-10-05
2020-10-12,22.721038818359375,22.950000762939453,24.5,22.5,23.850000381469727,8441851,2020-10-12
2020-10-19,25.691112518310547,25.950000762939453,26.75,22.5,23.0,24108404,2020-10-19
2020-10-26,31.086740493774414,31.399999618530273,31.399999618530273,25.0,25.600000381469727,42628223,2020-10-26
2020-11-02,31.581750869750977,31.899999618530273,32.70000076293945,29.75,32.45000076293945,32239938,2020-11-02
2020-11-09,37.86840057373047,38.25,38.349998474121094,31.25,32.099998474121094,43542420,2020-11-09
2020-11-16,33.95780563354492,34.29999923706055,39.5,33.95000076293945,36.54999923706055,24902005,2020-11-16
2020-11-23,40.788970947265625,41.20000076293945,41.20000076293945,35.0,35.900001525878906,32482030,2020-11-23
2020-11-30,49.50117874145508,50.0,50.0,41.20000076293945,41.20000076293945,40449724,2020-11-30
2020-12-07,44.15504837036133,44.599998474121094,52.5,42.29999923706055,51.79999923706055,62009716,2020-12-07
2020-12-14,41.630489349365234,42.04999923706055,45.79999923706055,40.29999923706055,45.349998474121094,29119115,2020-12-14
2020-12-21,42.670013427734375,43.099998474121094,43.099998474121094,38.0,42.04999923706055,18814811,2020-12-21
2020-12-28,44.204551696777344,44.650001525878906,47.5,43.900001525878906,44.099998474121094,22726105,2020-12-28
2021-01-04,42.42251205444336,42.849998474121094,45.54999923706055,42.75,44.75,11912492,2021-01-04
2021-01-11,43.21452713012695,43.650001525878906,44.5,40.650001525878906,43.29999923706055,16362941,2021-01-11
2021-01-18,39.30393600463867,39.70000076293945,44.25,39.70000076293945,43.20000076293945,12097076,2021-01-18
