Date,Adj Close_SEPC.NS,Close_SEPC.NS,High_SEPC.NS,Low_SEPC.NS,Open_SEPC.NS,Volume_SEPC.NS,Date
2020-07-13,4.092782974243164,4.092782974243164,4.536579132080078,4.043472766876221,4.536579132080078,1097361,2020-07-13
2020-07-20,3.9448509216308594,3.9448509216308594,4.240715026855469,3.8462300300598145,4.191404819488525,1436985,2020-07-20
2020-07-27,3.5010550022125244,3.5010550022125244,4.043472766876221,3.5010550022125244,3.9448509216308594,1174130,2020-07-27
2020-08-03,3.353123903274536,3.353123903274536,3.550365924835205,3.254502058029175,3.353123903274536,1227840,2020-08-03
2020-08-10,3.4024341106414795,3.4024341106414795,3.550365924835205,3.3038129806518555,3.353123903274536,1218819,2020-08-10
2020-08-17,3.7476089000701904,3.7476089000701904,3.7476089000701904,3.353123903274536,3.4024341106414795,1424642,2020-08-17
2020-08-24,4.635200023651123,4.635200023651123,4.635200023651123,3.796919107437134,3.895540952682495,1235256,2020-08-24
2020-08-31,3.8462300300598145,3.8462300300598145,4.8324432373046875,3.6982979774475098,4.8324432373046875,1275607,2020-08-31
2020-09-07,3.8462300300598145,3.8462300300598145,4.388647079467773,3.6982979774475098,3.6982979774475098,1398327,2020-09-07
2020-09-14,3.648987054824829,3.648987054824829,3.994162082672119,3.599677085876465,3.8462300300598145,804614,2020-09-14
2020-09-21,3.45174503326416,3.45174503326416,3.6982979774475098,3.3038129806518555,3.6982979774475098,664788,2020-09-21
2020-09-28,3.7476089000701904,3.7476089000701904,3.7476089000701904,3.4024341106414795,3.45174503326416,360923,2020-09-28
2020-10-05,4.092782974243164,4.092782974243164,4.437957763671875,3.796919107437134,3.895540952682495,1803570,2020-10-05
2020-10-12,3.8462300300598145,3.8462300300598145,4.2900261878967285,3.7476089000701904,4.2900261878967285,932118,2020-10-12
2020-10-19,3.8462300300598145,3.8462300300598145,3.895540952682495,3.550365924835205,3.895540952682495,711712,2020-10-19
2020-10-26,3.648987054824829,3.648987054824829,4.142094135284424,3.5010550022125244,3.9448509216308594,685438,2020-10-26
2020-11-02,3.45174503326416,3.45174503326416,3.6982979774475098,3.4024341106414795,3.648987054824829,539327,2020-11-02
2020-11-09,3.45174503326416,3.45174503326416,3.648987054824829,3.353123903274536,3.5010550022125244,657252,2020-11-09
2020-11-16,3.4024341106414795,3.4024341106414795,3.5010550022125244,3.3038129806518555,3.45174503326416,578721,2020-11-16
2020-11-23,3.4024341106414795,3.4024341106414795,3.6982979774475098,3.353123903274536,3.4024341106414795,1027060,2020-11-23
2020-11-30,3.9448509216308594,3.9448509216308594,3.9448509216308594,3.353123903274536,3.4024341106414795,1739356,2020-11-30
2020-12-07,4.191404819488525,4.191404819488525,4.536579132080078,3.7476089000701904,4.191404819488525,3398097,2020-12-07
2020-12-14,4.733821868896484,4.733821868896484,5.769344806671143,3.9448509216308594,4.043472766876221,7515933,2020-12-14
2020-12-21,4.733821868896484,4.733821868896484,5.128306865692139,3.994162082672119,4.8324432373046875,3260019,2020-12-21
2020-12-28,4.733821868896484,4.733821868896484,4.931064128875732,4.437957763671875,4.8324432373046875,2729470,2020-12-28
2021-01-04,5.473481178283691,5.473481178283691,5.720035076141357,4.684511184692383,4.733821868896484,6026448,2021-01-04
2021-01-11,4.881753921508789,4.881753921508789,5.670723915100098,4.8324432373046875,5.621413230895996,2408567,2021-01-11
2021-01-18,4.58588981628418,4.58588981628418,5.177617073059082,4.2900261878967285,4.881753921508789,2031421,2021-01-18
2021-01-25,5.128306865692139,5.128306865692139,5.572103023529053,4.58588981628418,4.733821868896484,4538917,2021-01-25
2021-02-01,4.8324432373046875,4.8324432373046875,5.572103023529053,4.733821868896484,5.128306865692139,3288798,2021-02-01
2021-02-08,4.684511184692383,4.684511184692383,4.980374813079834,4.58588981628418,4.881753921508789,1673820,2021-02-08
2021-02-15,4.388647079467773,4.388647079467773,4.733821868896484,4.2900261878967285,4.684511184692383,2086223,2021-02-15
2021-02-22,4.487267971038818,4.487267971038818,4.881753921508789,4.142094135284424,4.339335918426514,1993284,2021-02-22
2021-03-01,4.536579132080078,4.536579132080078,4.783132076263428,4.339335918426514,4.437957763671875,2319206,2021-03-01
2021-03-08,4.536579132080078,4.536579132080078,5.128306865692139,4.487267971038818,4.536579132080078,4717480,2021-03-08
2021-03-15,4.142094135284424,4.142094135284424,4.684511184692383,3.9448509216308594,4.684511184692383,2181463,2021-03-15
