Date,Adj Close_INDIANHUME.NS,Close_INDIANHUME.NS,High_INDIANHUME.NS,Low_INDIANHUME.NS,Open_INDIANHUME.NS,Volume_INDIANHUME.NS,Date
2020-07-13,160.48475646972656,167.25,172.5,163.5500030517578,171.9499969482422,115083,2020-07-13
2020-07-20,169.3126220703125,176.4499969482422,188.0,166.0500030517578,167.5500030517578,1269023,2020-07-20
2020-07-27,158.66160583496094,165.35000610351562,178.0,154.0,178.0,233030,2020-07-27
2020-08-03,163.41139221191406,170.3000030517578,174.89999389648438,162.39999389648438,162.39999389648438,197081,2020-08-03
2020-08-10,165.9541778564453,172.9499969482422,179.0,170.0,172.89999389648438,246005,2020-08-10
2020-08-17,187.4481201171875,195.35000610351562,198.89999389648438,172.8000030517578,175.3000030517578,917793,2020-08-17
2020-08-24,196.5553436279297,202.60000610351562,215.6999969482422,191.0500030517578,202.0,2461159,2020-08-24
2020-08-31,174.0475311279297,179.39999389648438,199.85000610351562,162.60000610351562,199.85000610351562,327957,2020-08-31
2020-09-07,172.44676208496094,177.75,189.4499969482422,172.0,179.85000610351562,561493,2020-09-07
2020-09-14,174.29006958007812,179.64999389648438,193.75,178.0500030517578,179.39999389648438,352560,2020-09-14
2020-09-21,162.1630096435547,167.14999389648438,180.0500030517578,160.64999389648438,180.0500030517578,179160,2020-09-21
2020-09-28,165.2190399169922,170.3000030517578,178.10000610351562,168.1999969482422,169.6999969482422,103636,2020-09-28
2020-10-05,159.25250244140625,164.14999389648438,174.0500030517578,163.60000610351562,172.4499969482422,160512,2020-10-05
2020-10-12,151.97628784179688,156.64999389648438,166.9499969482422,155.75,166.9499969482422,104481,2020-10-12
2020-10-19,157.99130249023438,162.85000610351562,164.60000610351562,156.75,159.39999389648438,143499,2020-10-19
2020-10-26,154.25616455078125,159.0,164.39999389648438,153.64999389648438,164.39999389648438,83854,2020-10-26
2020-11-02,155.27484130859375,160.0500030517578,164.39999389648438,153.10000610351562,159.64999389648438,137750,2020-11-02
2020-11-09,160.17417907714844,165.10000610351562,167.10000610351562,157.85000610351562,160.5500030517578,158275,2020-11-09
2020-11-16,175.98785400390625,181.39999389648438,189.9499969482422,159.3000030517578,163.4499969482422,1085175,2020-11-16
2020-11-23,171.96168518066406,177.25,184.64999389648438,174.64999389648438,178.1999969482422,237516,2020-11-23
2020-11-30,177.05503845214844,182.5,187.6999969482422,176.85000610351562,177.25,259733,2020-11-30
2020-12-07,186.6111602783203,192.35000610351562,196.6999969482422,182.0,183.89999389648438,652455,2020-12-07
2020-12-14,182.97305297851562,188.60000610351562,203.0,187.5,195.39999389648438,388744,2020-12-14
2020-12-21,178.51028442382812,184.0,191.6999969482422,168.5500030517578,188.64999389648438,177289,2020-12-21
2020-12-28,185.9805450439453,191.6999969482422,201.64999389648438,185.0,186.39999389648438,548472,2020-12-28
2021-01-04,203.8315887451172,210.10000610351562,219.5,191.1999969482422,193.0500030517578,1439469,2021-01-04
2021-01-11,199.46583557128906,205.60000610351562,218.39999389648438,204.0500030517578,210.85000610351562,526813,2021-01-11
2021-01-18,190.5888214111328,196.4499969482422,210.0,194.0500030517578,207.0,262401,2021-01-18
2021-01-25,187.19325256347656,192.9499969482422,200.89999389648438,185.14999389648438,196.5,202139,2021-01-25
2021-02-01,191.65602111816406,197.5500030517578,206.39999389648438,189.10000610351562,192.0,422258,2021-02-01
2021-02-08,183.8946990966797,189.5500030517578,202.9499969482422,188.0,199.0,237369,2021-02-08
2021-02-15,178.89833068847656,184.39999389648438,194.5,182.85000610351562,191.6999969482422,292453,2021-02-15
2021-02-22,182.4879608154297,188.10000610351562,197.0,180.5,185.64999389648438,343299,2021-02-22
2021-03-01,190.0552520751953,195.89999389648438,202.9499969482422,186.5,188.8000030517578,396743,2021-03-01
2021-03-08,184.62232971191406,190.3000030517578,208.0,188.5,197.0,460146,2021-03-08
2021-03-15,175.7453155517578,181.14999389648438,194.5,172.75,193.1999969482422,336481,2021-03-15
2021-03-22,163.42422485351562,168.4499969482422,183.75,168.0,180.25,278282,2021-03-22
2021-03-29,173.8049774169922,179.14999389648438,181.35000610351562,168.14999389648438,168.4499969482422,129058,2021-03-29
2021-04-05,180.88717651367188,186.4499969482422,195.25,172.0,179.4499969482422,504232,2021-04-05
2021-04-12,166.62576293945312,171.75,183.0,169.1999969482422,183.0,145558,2021-04-12
2021-04-19,163.7637939453125,168.8000030517578,171.5,165.89999389648438,170.0,104708,2021-04-19
2021-04-26,166.6742706298828,171.8000030517578,175.6999969482422,170.0,170.0,135840,2021-04-26
2021-05-03,169.05117797851562,174.25,179.0500030517578,171.10000610351562,171.85000610351562,163019,2021-05-03
2021-05-10,166.91680908203125,172.0500030517578,176.0,171.3000030517578,174.4499969482422,221929,2021-05-10
2021-05-17,172.3497314453125,177.64999389648438,181.0,172.4499969482422,172.4499969482422,305788,2021-05-17
2021-05-24,208.82794189453125,215.25,233.3000030517578,177.8000030517578,179.4499969482422,4769494,2021-05-24
2021-05-31,215.1339874267578,221.75,235.6999969482422,210.25,216.5,1503360,2021-05-31
2021-06-07,218.48104858398438,225.1999969482422,231.6999969482422,211.25,221.89999389648438,935039,2021-06-07
2021-06-14,213.14515686035156,219.6999969482422,240.0,210.64999389648438,232.0,1695582,2021-06-14
2021-06-21,206.98460388183594,213.35000610351562,224.39999389648438,212.35000610351562,218.0,303409,2021-06-21
2021-06-28,223.08934020996094,229.9499969482422,235.10000610351562,211.85000610351562,214.6999969482422,792870,2021-06-28
2021-07-05,219.20867919921875,225.9499969482422,241.8000030517578,223.9499969482422,237.0,937069,2021-07-05
2021-07-12,231.04469299316406,238.14999389648438,248.9499969482422,225.0500030517578,227.0,1047194,2021-07-12
2021-07-19,215.570556640625,222.1999969482422,237.0,220.9499969482422,236.39999389648438,304870,2021-07-19
2021-07-26,223.96250915527344,230.85000610351562,239.4499969482422,225.85000610351562,226.39999389648438,360756,2021-07-26
2021-08-02,224.10801696777344,231.0,252.8000030517578,228.5,231.89999389648438,988383,2021-08-02
2021-08-09,209.41001892089844,215.85000610351562,233.5500030517578,202.25,231.0,553054,2021-08-09
2021-08-16,200.25918579101562,204.4499969482422,224.89999389648438,199.39999389648438,215.0,276529,2021-08-16
2021-08-23,202.07127380371094,206.3000030517578,211.0,190.5500030517578,207.0,228916,2021-08-23
2021-08-30,204.32412719726562,208.60000610351562,214.0,199.89999389648438,208.10000610351562,233828,2021-08-30
2021-09-06,193.5985565185547,197.64999389648438,212.0,196.25,210.9499969482422,237124,2021-09-06
2021-09-13,195.3126983642578,199.39999389648438,208.8000030517578,197.3000030517578,197.3000030517578,272875,2021-09-13
2021-09-20,190.5131378173828,194.5,204.8000030517578,192.25,199.39999389648438,260843,2021-09-20
