Date,Adj Close_MICEL.NS,Close_MICEL.NS,High_MICEL.NS,Low_MICEL.NS,Open_MICEL.NS,Volume_MICEL.NS,Date
2025-03-31,55.0,55.0,59.09000015258789,53.0099983215332,53.0099983215332,2908126,2025-03-31
2025-04-07,53.95000076293945,53.95000076293945,55.70000076293945,49.5,49.5,2052884,2025-04-07
2025-04-14,60.459999084472656,60.459999084472656,62.900001525878906,53.95000076293945,53.95000076293945,3132067,2025-04-14
2025-04-21,57.779998779296875,57.779998779296875,62.70000076293945,56.54999923706055,61.599998474121094,2852373,2025-04-21
2025-04-28,56.84000015258789,56.84000015258789,60.0,55.709999084472656,56.15999984741211,1186092,2025-04-28
2025-05-05,53.18000030517578,53.18000030517578,58.689998626708984,50.439998626708984,56.81999969482422,1917463,2025-05-05
2025-05-12,60.939998626708984,60.939998626708984,63.0,55.40999984741211,56.599998474121094,5704271,2025-05-12
2025-05-19,58.380001068115234,58.380001068115234,62.5,57.75,62.099998474121094,2847848,2025-05-19
2025-05-26,57.65999984741211,57.65999984741211,59.369998931884766,57.20000076293945,58.38999938964844,2553578,2025-05-26
2025-06-02,68.02999877929688,68.02999877929688,70.3499984741211,55.630001068115234,56.529998779296875,18306988,2025-06-02
2025-06-09,64.31999969482422,64.31999969482422,70.69999694824219,61.25,70.69999694824219,9417875,2025-06-09
2025-06-16,54.029998779296875,54.029998779296875,64.2300033569336,53.790000915527344,63.9900016784668,11883496,2025-06-16
2025-06-23,53.84000015258789,53.84000015258789,55.45000076293945,53.0099983215332,53.52000045776367,12792347,2025-06-23
2025-06-30,53.619998931884766,53.619998931884766,56.63999938964844,53.20000076293945,54.439998626708984,6275312,2025-06-30
2025-07-07,51.279998779296875,51.279998779296875,53.310001373291016,51.04999923706055,53.20000076293945,4456832,2025-07-07
2025-07-14,53.279998779296875,53.279998779296875,53.599998474121094,50.2599983215332,51.20000076293945,2962579,2025-07-14
