Date,Adj Close_CARBORUNIV.NS,Close_CARBORUNIV.NS,High_CARBORUNIV.NS,Low_CARBORUNIV.NS,Open_CARBORUNIV.NS,Volume_CARBORUNIV.NS,Date
2021-04-26,540.0936279296875,547.8499755859375,570.0,481.0,484.0,2627205,2021-04-26
2021-05-03,562.8666381835938,570.9500122070312,616.9000244140625,540.2000122070312,545.0,4294925,2021-05-03
2021-05-10,559.6626586914062,567.7000122070312,600.0,561.5499877929688,580.0,1313764,2021-05-10
2021-05-17,580.1680908203125,588.5,627.0,568.3499755859375,570.75,1571766,2021-05-17
2021-05-24,593.5263061523438,602.0499877929688,609.9000244140625,586.0,588.0,721782,2021-05-24
2021-05-31,581.44970703125,589.7999877929688,605.0999755859375,582.0999755859375,602.0499877929688,607289,2021-05-31
2021-06-07,566.7607421875,574.9000244140625,623.0999755859375,570.3499755859375,584.0999755859375,1029039,2021-06-07
2021-06-14,584.8015747070312,593.2000122070312,597.2999877929688,562.5,579.9000244140625,931652,2021-06-14
2021-06-21,576.2247314453125,584.5,598.0499877929688,572.4000244140625,594.0,661877,2021-06-21
2021-06-28,647.5010375976562,656.7999877929688,663.2999877929688,583.0499877929688,584.5,3076120,2021-06-28
2021-07-05,631.6290283203125,640.7000122070312,676.6500244140625,612.0,666.0,1915738,2021-07-05
2021-07-12,641.1425170898438,650.3499755859375,662.4000244140625,630.25,648.3499755859375,679933,2021-07-12
2021-07-19,656.8666381835938,666.2999877929688,672.2999877929688,618.0,654.0,762578,2021-07-19
2021-07-26,664.986328125,672.9500122070312,697.2999877929688,651.5999755859375,667.5,1346244,2021-07-26
2021-08-02,676.5972290039062,684.7000122070312,749.9000244140625,677.0,679.9000244140625,3879191,2021-08-02
2021-08-09,715.67919921875,724.25,764.0,661.0499877929688,687.9000244140625,1111177,2021-08-09
2021-08-16,688.2081909179688,696.4500122070312,723.75,687.0,723.75,461579,2021-08-16
2021-08-23,774.0797729492188,783.3499755859375,800.0,698.8499755859375,704.9000244140625,1824502,2021-08-23
2021-08-30,810.2466430664062,819.9500122070312,843.4000244140625,797.0,800.9000244140625,1725845,2021-08-30
2021-09-06,902.8873291015625,913.7000122070312,922.9500122070312,806.25,826.7000122070312,2139449,2021-09-06
2021-09-13,848.9828491210938,859.1500244140625,951.9500122070312,826.7000122070312,911.7999877929688,4833676,2021-09-13
2021-09-20,862.1254272460938,872.4500122070312,879.0,818.0,859.1500244140625,627007,2021-09-20
2021-09-27,862.5701293945312,872.9000244140625,899.0,850.0999755859375,872.4500122070312,2149653,2021-09-27
2021-10-04,860.59375,870.9000244140625,896.0,859.0,877.9000244140625,494256,2021-10-04
2021-10-11,872.6492919921875,883.0999755859375,922.0,870.0,875.2999877929688,793960,2021-10-11
2021-10-18,834.9508666992188,844.9500122070312,910.7999877929688,825.0,883.0999755859375,932619,2021-10-18
2021-10-25,829.36767578125,839.2999877929688,885.0,825.0,844.0,411404,2021-10-25
2021-11-01,838.2117919921875,848.25,865.0,815.25,839.2999877929688,477152,2021-11-01
2021-11-08,905.2588500976562,916.0999755859375,925.0,830.0,850.9000244140625,1374340,2021-11-08
2021-11-15,893.0054931640625,903.7000122070312,935.7000122070312,887.5,916.0,1056486,2021-11-15
2021-11-22,905.2588500976562,916.0999755859375,1010.2000122070312,880.0,902.0,3589078,2021-11-22
2021-11-29,898.3911743164062,909.1500244140625,933.2999877929688,880.0,899.5999755859375,1911101,2021-11-29
2021-12-06,890.7821655273438,901.4500122070312,953.3499755859375,883.0,916.9000244140625,1859406,2021-12-06
2021-12-13,895.2288818359375,905.9500122070312,960.0,870.0,906.7000122070312,1374313,2021-12-13
2021-12-20,903.1836547851562,914.0,938.1500244140625,851.0999755859375,887.0,822255,2021-12-20
2021-12-27,970.0331420898438,981.6500244140625,989.0,910.3499755859375,918.9000244140625,1072927,2021-12-27
2022-01-03,976.3079833984375,988.0,1035.0,960.0,1006.7999877929688,1511541,2022-01-03
2022-01-10,961.0901489257812,972.5999755859375,1033.9000244140625,970.0,992.0999755859375,1731443,2022-01-10
2022-01-17,877.244384765625,887.75,992.0,878.7000122070312,973.0,1891063,2022-01-17
2022-01-24,843.893798828125,854.0,878.0,812.0999755859375,873.5499877929688,904805,2022-01-24
2022-01-31,892.7091674804688,903.4000244140625,912.0,846.1500244140625,854.5999755859375,739016,2022-01-31
2022-02-07,848.1922607421875,858.3499755859375,905.0,842.4000244140625,903.4000244140625,760018,2022-02-07
2022-02-14,860.7914428710938,871.0999755859375,878.9000244140625,815.5,829.0,1163185,2022-02-14
2022-02-21,859.4078979492188,869.7000122070312,879.2000122070312,808.0,860.0,1542860,2022-02-21
2022-02-28,707.7574462890625,715.0,860.1500244140625,708.5999755859375,855.0,2996979,2022-02-28
2022-03-07,772.2969970703125,780.2000122070312,806.0,686.0,694.6500244140625,1567307,2022-03-07
2022-03-14,768.0900268554688,775.9500122070312,816.0,770.0499877929688,781.9000244140625,584851,2022-03-14
2022-03-21,753.241943359375,760.9500122070312,809.0,745.8499755859375,784.0,723161,2022-03-21
2022-03-28,779.9190063476562,787.9000244140625,805.0,743.0999755859375,756.0999755859375,816239,2022-03-28
2022-04-04,798.4295043945312,806.5999755859375,824.7000122070312,780.0,793.7999877929688,1312662,2022-04-04
2022-04-11,767.3971557617188,775.25,812.0,769.0,812.0,387365,2022-04-11
2022-04-18,730.4253540039062,737.9000244140625,779.4000244140625,730.3499755859375,774.0,1124154,2022-04-18
2022-04-25,759.0820922851562,766.8499755859375,787.0,726.75,744.7000122070312,827475,2022-04-25
2022-05-02,729.4356079101562,736.9000244140625,777.9500122070312,722.4000244140625,774.5999755859375,368740,2022-05-02
2022-05-09,723.1004638671875,730.5,786.0,685.0499877929688,730.0,566418,2022-05-09
2022-05-16,705.629150390625,712.8499755859375,739.4000244140625,701.4500122070312,721.0,1652730,2022-05-16
2022-05-23,687.9600219726562,695.0,745.0,690.2999877929688,715.0,1044658,2022-05-23
2022-05-30,690.4346923828125,697.5,732.6500244140625,695.0,702.0,289450,2022-05-30
2022-06-06,686.8215942382812,693.8499755859375,706.9500122070312,655.25,694.6500244140625,697680,2022-06-06
2022-06-13,676.823974609375,683.75,703.4000244140625,669.0499877929688,690.0,430462,2022-06-13
2022-06-20,673.7554321289062,680.6500244140625,684.9500122070312,652.0,684.9500122070312,278064,2022-06-20
2022-06-27,704.6393432617188,711.8499755859375,788.0,675.8499755859375,686.5,1624787,2022-06-27
2022-07-04,768.386962890625,776.25,798.5,707.9000244140625,711.8499755859375,963299,2022-07-04
2022-07-11,758.4387817382812,766.2000122070312,807.0,728.4000244140625,790.0,1273086,2022-07-11
2022-07-18,782.294677734375,790.2999877929688,797.0,746.0,771.0,915764,2022-07-18
2022-07-25,795.3779907226562,801.4000244140625,813.0,778.0,782.5,657261,2022-07-25
2022-08-01,838.2532958984375,844.5999755859375,884.5,792.25,815.0,2184019,2022-08-01
2022-08-08,840.4368286132812,846.7999877929688,853.1500244140625,810.0499877929688,843.0,773519,2022-08-08
2022-08-15,803.2681884765625,809.3499755859375,863.4000244140625,803.0999755859375,846.7999877929688,411392,2022-08-15
2022-08-22,806.0471801757812,812.1500244140625,838.7999877929688,792.0,805.7999877929688,404261,2022-08-22
2022-08-29,855.0760498046875,861.5499877929688,864.5,794.0,797.9500122070312,650318,2022-08-29
2022-09-05,872.394775390625,879.0,888.9500122070312,838.0,870.0,1057078,2022-09-05
2022-09-12,869.864013671875,876.4500122070312,955.0,856.0,883.9000244140625,2091900,2022-09-12
2022-09-19,832.19921875,838.5,894.0,821.0999755859375,870.0,925591,2022-09-19
2022-09-26,889.6641235351562,896.4000244140625,906.0,801.9000244140625,825.5,772632,2022-09-26
2022-10-03,893.0880737304688,899.8499755859375,904.7999877929688,860.0,898.0,362954,2022-10-03
2022-10-10,877.4564819335938,884.0999755859375,923.9000244140625,861.5999755859375,895.0,434822,2022-10-10
2022-10-17,843.7119750976562,850.0999755859375,885.5499877929688,840.75,881.3499755859375,453208,2022-10-17
2022-10-24,852.6940307617188,859.1500244140625,874.0,841.0999755859375,854.5999755859375,209921,2022-10-24
2022-10-31,836.9630737304688,843.2999877929688,866.5,831.2000122070312,859.0,471871,2022-10-31
2022-11-07,801.3328857421875,807.4000244140625,849.0499877929688,791.6500244140625,843.2999877929688,373281,2022-11-07
2022-11-14,795.4771728515625,801.5,818.9500122070312,788.1500244140625,811.0,1069621,2022-11-14
2022-11-21,814.3344116210938,820.5,834.9500122070312,796.5499877929688,805.5,488018,2022-11-21
2022-11-28,855.1752319335938,861.6500244140625,869.4000244140625,817.0999755859375,820.0,309329,2022-11-28
2022-12-05,849.0714721679688,855.5,864.0,833.0,861.6500244140625,406551,2022-12-05
2022-12-12,879.2926025390625,885.9500122070312,905.0,847.0,856.0,965208,2022-12-12
2022-12-19,843.7119750976562,850.0999755859375,909.3499755859375,829.9000244140625,890.4000244140625,528391,2022-12-19
2022-12-26,868.6234130859375,875.2000122070312,894.0,838.0499877929688,838.0499877929688,420550,2022-12-26
2023-01-02,890.5573120117188,897.2999877929688,945.0,872.1500244140625,892.6500244140625,1460271,2023-01-02
2023-01-09,912.4415283203125,919.3499755859375,959.4500122070312,895.2999877929688,901.9500122070312,782227,2023-01-09
2023-01-16,901.3258056640625,908.1500244140625,952.3499755859375,900.0999755859375,919.3499755859375,570335,2023-01-16
2023-01-23,931.1500244140625,938.2000122070312,950.0,903.2000122070312,910.0,313903,2023-01-23
2023-01-30,983.9998779296875,991.4500122070312,994.9500122070312,945.0,949.9000244140625,1234625,2023-01-30
2023-02-06,1004.197021484375,1011.7999877929688,1021.9000244140625,961.0499877929688,1005.0,909945,2023-02-06
2023-02-13,975.13916015625,981.0,1021.4500122070312,964.7999877929688,1021.4500122070312,443254,2023-02-13
2023-02-20,972.1074829101562,977.9500122070312,1017.75,966.0,988.25,519715,2023-02-20
2023-02-27,1004.4629516601562,1010.5,1015.5,956.3499755859375,978.0,454463,2023-02-27
2023-03-06,988.0615844726562,994.0,1045.699951171875,979.9000244140625,1030.0,484995,2023-03-06
2023-03-13,960.2785034179688,966.0499877929688,1008.8499755859375,958.8499755859375,992.0,250773,2023-03-13
2023-03-20,930.2589111328125,935.8499755859375,975.4000244140625,925.5499877929688,952.0,395549,2023-03-20
2023-03-27,979.8112182617188,985.7000122070312,994.75,923.3499755859375,930.2000122070312,308207,2023-03-27
2023-04-03,993.1807861328125,999.1500244140625,1009.9000244140625,975.5,985.7000122070312,129289,2023-04-03
2023-04-10,980.9542846679688,986.8499755859375,1008.9500122070312,967.9000244140625,1008.9500122070312,206328,2023-04-10
2023-04-17,1051.3311767578125,1057.6500244140625,1078.699951171875,975.4000244140625,990.7000122070312,728846,2023-04-17
2023-04-24,1070.8638916015625,1077.300048828125,1093.300048828125,1032.050048828125,1063.0,723745,2023-04-24
2023-05-01,1093.6767578125,1100.25,1142.949951171875,1072.800048828125,1077.300048828125,1090837,2023-05-01
2023-05-08,1124.2928466796875,1131.050048828125,1185.0,1102.0,1114.0,1462061,2023-05-08
2023-05-15,1193.7254638671875,1200.9000244140625,1224.0,1123.6500244140625,1131.0,1082606,2023-05-15
2023-05-22,1155.057861328125,1162.0,1235.0,1144.0,1200.8499755859375,502989,2023-05-22
2023-05-29,1157.2943115234375,1164.25,1172.0,1134.75,1164.5999755859375,656087,2023-05-29
2023-06-05,1175.4852294921875,1182.550048828125,1206.199951171875,1152.5,1174.0,982037,2023-06-05
2023-06-12,1224.1427001953125,1231.5,1260.0,1176.050048828125,1182.550048828125,891814,2023-06-12
2023-06-19,1185.8228759765625,1192.949951171875,1252.800048828125,1180.0,1235.199951171875,773855,2023-06-19
2023-06-26,1190.743408203125,1197.9000244140625,1213.4000244140625,1160.550048828125,1192.949951171875,364116,2023-06-26
2023-07-03,1190.09716796875,1197.25,1226.0,1190.0,1203.8499755859375,639354,2023-07-03
2023-07-10,1181.101318359375,1188.199951171875,1214.449951171875,1171.0,1202.0,472401,2023-07-10
2023-07-17,1191.3895263671875,1198.550048828125,1233.6500244140625,1168.050048828125,1194.1500244140625,513430,2023-07-17
2023-07-24,1218.377197265625,1225.699951171875,1232.0,1175.0,1198.550048828125,733467,2023-07-24
2023-07-31,1253.8350830078125,1259.25,1304.9000244140625,1200.3499755859375,1231.75,1355282,2023-07-31
2023-08-07,1077.7952880859375,1082.449951171875,1266.0,1068.0,1265.949951171875,1784119,2023-08-07
2023-08-14,1084.8150634765625,1089.5,1104.0,1028.0,1070.0,1832033,2023-08-14
2023-08-21,1130.1192626953125,1135.0,1150.800048828125,1100.0,1100.0,913257,2023-08-21
2023-08-28,1131.4635009765625,1136.3499755859375,1149.800048828125,1112.050048828125,1134.199951171875,486944,2023-08-28
2023-09-04,1204.7470703125,1209.949951171875,1216.0,1127.0,1145.0,1367918,2023-09-04
2023-09-11,1187.0732421875,1192.199951171875,1222.8499755859375,1165.5,1219.949951171875,995587,2023-09-11
2023-09-18,1186.1275634765625,1191.25,1261.9000244140625,1143.0,1191.0,2337512,2023-09-18
2023-09-25,1171.9388427734375,1177.0,1214.5999755859375,1166.550048828125,1191.25,640236,2023-09-25
2023-10-02,1163.8238525390625,1168.8499755859375,1194.0,1162.0,1177.0,374268,2023-10-02
2023-10-09,1162.8280029296875,1167.8499755859375,1204.0,1112.3499755859375,1165.0,1355569,2023-10-09
2023-10-16,1127.1820068359375,1132.050048828125,1180.1500244140625,1116.0,1168.550048828125,418856,2023-10-16
2023-10-23,1083.271728515625,1087.949951171875,1151.0,1067.0999755859375,1103.25,780663,2023-10-23
2023-10-30,1059.275390625,1063.8499755859375,1097.699951171875,1047.25,1090.0,1218725,2023-10-30
2023-11-06,1067.73876953125,1072.3499755859375,1093.5,1048.5,1072.3499755859375,889109,2023-11-06
2023-11-13,1102.0904541015625,1106.8499755859375,1133.5,1059.0,1072.1500244140625,1110879,2023-11-13
2023-11-20,1129.1236572265625,1134.0,1191.699951171875,1080.25,1118.0,2098138,2023-11-20
2023-11-27,1156.5054931640625,1161.5,1219.25,1122.1500244140625,1134.0,1299313,2023-11-27
2023-12-04,1200.1170654296875,1205.300048828125,1215.0,1164.0,1180.449951171875,716708,2023-12-04
2023-12-11,1183.48876953125,1188.5999755859375,1229.0,1165.550048828125,1208.0,804300,2023-12-11
2023-12-18,1089.445068359375,1094.1500244140625,1209.949951171875,1089.0,1192.75,1140949,2023-12-18
2023-12-25,1108.6124267578125,1113.4000244140625,1129.3499755859375,1079.949951171875,1094.1500244140625,791526,2023-12-25
2024-01-01,1140.5743408203125,1145.5,1149.949951171875,1105.1500244140625,1117.949951171875,381987,2024-01-01
2024-01-08,1159.4427490234375,1164.449951171875,1179.300048828125,1126.0,1169.0,1157702,2024-01-08
2024-01-15,1135.993896484375,1140.9000244140625,1203.699951171875,1118.199951171875,1160.0,428186,2024-01-15
2024-01-22,1144.5570068359375,1149.5,1218.0,1115.4000244140625,1140.9000244140625,1198537,2024-01-22
2024-01-29,1110.90234375,1115.699951171875,1151.6500244140625,1106.0999755859375,1149.0,782263,2024-01-29
2024-02-05,1128.4268798828125,1133.300048828125,1179.0,1075.0,1115.699951171875,648610,2024-02-05
2024-02-12,1109.80712890625,1114.5999755859375,1180.0,1100.0,1132.0,758606,2024-02-12
2024-02-19,1087.199951171875,1090.449951171875,1128.1500244140625,1072.050048828125,1114.5999755859375,780835,2024-02-19
2024-02-26,1078.3265380859375,1081.550048828125,1097.5999755859375,1025.5999755859375,1090.4000244140625,1304107,2024-02-26
2024-03-04,1062.125,1065.300048828125,1108.0,1047.4000244140625,1088.300048828125,1019142,2024-03-04
2024-03-11,1092.8829345703125,1096.1500244140625,1107.0,1045.050048828125,1074.0,590104,2024-03-11
2024-03-18,1245.177734375,1248.9000244140625,1259.0,1084.4000244140625,1096.1500244140625,1980878,2024-03-18
2024-03-25,1264.5697021484375,1268.3499755859375,1291.0,1220.25,1248.9000244140625,725185,2024-03-25
2024-04-01,1271.3494873046875,1275.1500244140625,1359.5999755859375,1251.0,1267.449951171875,1101446,2024-04-01
2024-04-08,1245.5267333984375,1249.25,1319.0,1237.0,1277.9000244140625,446082,2024-04-08
2024-04-15,1247.4708251953125,1251.199951171875,1282.449951171875,1203.300048828125,1245.0999755859375,320043,2024-04-15
2024-04-22,1436.2066650390625,1440.5,1467.699951171875,1251.25,1251.8499755859375,1235747,2024-04-22
2024-04-29,1437.15380859375,1441.449951171875,1550.0,1410.0,1441.0,1133307,2024-04-29
2024-05-06,1459.33740234375,1463.699951171875,1545.0,1403.199951171875,1450.0,2371255,2024-05-06
2024-05-13,1750.4671630859375,1755.699951171875,1800.0,1470.1500244140625,1477.0,2332309,2024-05-13
2024-05-20,1647.57470703125,1652.5,1790.0,1626.4000244140625,1731.050048828125,775823,2024-05-20
2024-05-27,1588.6510009765625,1593.4000244140625,1664.8499755859375,1570.0,1660.800048828125,552238,2024-05-27
2024-06-03,1617.215576171875,1622.050048828125,1695.0,1500.0,1642.5,710288,2024-06-03
2024-06-10,1768.6627197265625,1773.949951171875,1788.0,1610.0,1636.0,940099,2024-06-10
2024-06-17,1692.341064453125,1697.4000244140625,1841.1500244140625,1683.300048828125,1773.949951171875,1069185,2024-06-17
2024-06-24,1664.7733154296875,1669.75,1740.3499755859375,1664.0,1685.0,875298,2024-06-24
2024-07-01,1685.36181640625,1690.4000244140625,1763.0,1669.800048828125,1685.0,1218949,2024-07-01
2024-07-08,1685.5113525390625,1690.550048828125,1790.0,1656.25,1707.0,2305084,2024-07-08
2024-07-15,1715.521728515625,1720.6500244140625,1768.949951171875,1685.050048828125,1709.0999755859375,790745,2024-07-15
2024-07-22,1735.6614990234375,1740.8499755859375,1747.0,1607.5999755859375,1687.050048828125,549040,2024-07-22
2024-07-29,1663.4014892578125,1665.949951171875,1771.0,1651.699951171875,1730.0,544583,2024-07-29
2024-08-05,1521.8184814453125,1524.1500244140625,1691.0,1520.0,1580.0,1382055,2024-08-05
2024-08-12,1575.3863525390625,1577.800048828125,1608.9000244140625,1506.800048828125,1510.199951171875,458223,2024-08-12
2024-08-19,1565.701171875,1568.0999755859375,1667.0,1528.0,1593.4000244140625,875881,2024-08-19
2024-08-26,1522.467529296875,1524.800048828125,1566.050048828125,1504.25,1560.300048828125,731948,2024-08-26
2024-09-02,1507.540283203125,1509.8499755859375,1576.800048828125,1502.5,1526.699951171875,519475,2024-09-02
2024-09-09,1500.6009521484375,1502.9000244140625,1562.9000244140625,1467.800048828125,1500.199951171875,343927,2024-09-09
2024-09-16,1497.855224609375,1500.1500244140625,1560.5,1471.0,1509.4000244140625,889119,2024-09-16
2024-09-23,1497.40576171875,1499.699951171875,1532.0,1492.4000244140625,1515.1500244140625,584768,2024-09-23
2024-09-30,1466.8526611328125,1469.0999755859375,1515.0,1436.3499755859375,1499.699951171875,307346,2024-09-30
2024-10-07,1465.704345703125,1467.949951171875,1485.5999755859375,1387.5999755859375,1474.8499755859375,932821,2024-10-07
2024-10-14,1479.1837158203125,1481.449951171875,1536.75,1451.050048828125,1463.5999755859375,768050,2024-10-14
2024-10-21,1375.3427734375,1377.449951171875,1492.8499755859375,1370.75,1492.8499755859375,259735,2024-10-21
2024-10-28,1390.769287109375,1392.9000244140625,1447.75,1340.5,1360.0,414812,2024-10-28
2024-11-04,1423.71875,1425.9000244140625,1462.0,1358.0999755859375,1404.8499755859375,494419,2024-11-04
2024-11-11,1459.4140625,1461.6500244140625,1470.0,1378.050048828125,1404.5,376752,2024-11-11
2024-11-18,1411.1380615234375,1413.300048828125,1530.9000244140625,1378.0,1512.0,728304,2024-11-18
2024-11-25,1456.9178466796875,1459.1500244140625,1465.800048828125,1401.0,1413.300048828125,314110,2024-11-25
2024-12-02,1361.763671875,1363.8499755859375,1468.0,1360.0,1437.300048828125,518445,2024-12-02
2024-12-09,1342.792724609375,1344.8499755859375,1412.4000244140625,1331.0,1365.0,1040153,2024-12-09
2024-12-16,1313.2879638671875,1315.300048828125,1372.0,1296.199951171875,1340.0,879962,2024-12-16
2024-12-23,1281.98583984375,1283.949951171875,1318.050048828125,1251.25,1318.050048828125,586636,2024-12-23
2024-12-30,1297.7117919921875,1299.699951171875,1322.699951171875,1251.550048828125,1288.0,483976,2024-12-30
2025-01-06,1249.9849853515625,1251.9000244140625,1308.449951171875,1232.0,1299.699951171875,235530,2025-01-06
2025-01-13,1220.6298828125,1222.5,1264.050048828125,1205.550048828125,1245.5,730984,2025-01-13
2025-01-20,1182.9376220703125,1184.75,1249.0,1175.0,1235.0,312834,2025-01-20
2025-01-27,1184.8846435546875,1186.699951171875,1191.949951171875,1105.300048828125,1170.9000244140625,381339,2025-01-27
2025-02-03,1104.407958984375,1106.0999755859375,1185.0999755859375,1087.8499755859375,1185.0999755859375,659867,2025-02-03
2025-02-10,1012.9979858398438,1014.5499877929688,1101.75,983.1500244140625,1099.949951171875,773631,2025-02-10
2025-02-17,898.0740966796875,899.4500122070312,1022.0,882.75,1020.0,2276016,2025-02-17
2025-02-24,831.6500244140625,831.6500244140625,897.7000122070312,811.6500244140625,897.7000122070312,1023177,2025-02-24
2025-03-03,921.25,921.25,930.0499877929688,809.0999755859375,840.5999755859375,1654020,2025-03-03
2025-03-10,955.6500244140625,955.6500244140625,1001.4500122070312,908.3499755859375,921.4000244140625,1062613,2025-03-10
2025-03-17,1022.2000122070312,1022.2000122070312,1031.4000244140625,948.25,964.9500122070312,624531,2025-03-17
2025-03-24,1014.1500244140625,1014.1500244140625,1128.050048828125,950.2000122070312,1020.0,5445552,2025-03-24
2025-03-31,992.5,992.5,1029.8499755859375,982.2999877929688,1014.1500244140625,408640,2025-03-31
2025-04-07,955.3499755859375,955.3499755859375,980.5499877929688,902.5499877929688,932.0999755859375,491283,2025-04-07
2025-04-14,1016.7999877929688,1016.7999877929688,1035.5,954.0,955.3499755859375,588688,2025-04-14
2025-04-21,1026.0,1026.0,1087.5,1002.2999877929688,1028.5,718339,2025-04-21
2025-04-28,1008.7999877929688,1008.7999877929688,1050.0,1004.5999755859375,1026.0,842578,2025-04-28
2025-05-05,964.5,964.5,1027.5,941.0,1013.7999877929688,771028,2025-05-05
2025-05-12,983.5,983.5,1003.7000122070312,955.7000122070312,999.7999877929688,527081,2025-05-12
2025-05-19,1001.5,1001.5,1027.9000244140625,980.4000244140625,984.0,497570,2025-05-19
2025-05-26,991.7999877929688,991.7999877929688,1006.9000244140625,981.0,1001.5,281298,2025-05-26
2025-06-02,949.5,949.5,1001.1500244140625,941.9000244140625,998.7999877929688,588706,2025-06-02
2025-06-09,950.5499877929688,950.5499877929688,975.0,922.0,953.2999877929688,606365,2025-06-09
2025-06-16,937.7999877929688,937.7999877929688,955.0,915.5,943.0,487165,2025-06-16
2025-06-23,962.9000244140625,962.9000244140625,986.0,922.2999877929688,936.0,1242078,2025-06-23
2025-06-30,998.4500122070312,998.4500122070312,1009.7000122070312,958.5499877929688,974.7999877929688,1445036,2025-06-30
2025-07-07,972.6500244140625,972.6500244140625,1003.75,966.0,1002.0,570234,2025-07-07
2025-07-14,985.5,985.5,1003.9500122070312,965.7999877929688,970.0999755859375,223606,2025-07-14
